,Concept_ID,en,te
106,Fluss::N,river,నది
107,Ufer::N,shore,తీరము
108,Küste::N,coast,తీరము
109,Festland::N,land,భూమి
110,Meer::N,sea,సముద్రము
111,Bucht::N,cove,మరుగు
112,Insel::N,island,దీవి
113,Blume::N,flower,పుష్పము
114,Gras::N,grass,పచ్చగడ్డి
115,Wurzel::N,root,వేరు
116,Baum::N,tree,చెట్టు
117,Stamm::N,trunk,చెట్టుబోదె
118,Rinde::N,bark,చెట్టుపట్ట
119,Ast::N,limb,కొమ్మ
120,Zweig::N,branch,చివుకు
121,Blatt::N,leaf,ఆకు
122,Birke::N,birch,తరహా చెట్టు
123,Kiefer[Baum]::N,pine,దేవదారు చెట్టు
124,Weide[Baum]::N,willow,జాతిచెట్టు
125,Tanne::N,fir,దేవదారుచెట్టు
126,Horn::N,horn,కొమ్ము
127,Feder::N,feather,ఈక
128,Fell::N,fur,తోలు
129,Flügel::N,wing,ఱెక్క
130,Klaue::N,claw,వంకరగోరు
131,Kralle::N,claw,వంకరగోరు
132,Schwanz::N,tail,తోక
133,Ei::N,egg,గ్రుడ్డు
134,Nest::N,nest,పక్షిగూడు
135,Bau::N,lair,గుహ
136,Tier::N,animal,జంతువు
137,Herde::N,flock,మంద
138,Kuh::N,cow,ఆవు
139,Bulle::N,bull,గిత్త
140,Pferd::N,horse,గుఱ్ఱము
141,Schaf::N,sheep,గొఱ్ఱె
142,Schwein::N,pig,పంది
143,Hund::N,dog,కుక్క
144,Katze::N,cat,పిల్లి
145,Bär::N,bear,ఎలుగుబంటి
146,Eichhörnchen::N,squirrel,ఉడుత
147,Elch::N,elk,కణంజు
148,Fuchs::N,fox,గుంటనక్క
149,Hase::N,hare,కుందేలు
150,Maus::N,mouse,చిట్టెలుక
151,Wolf::N,wolf,తోడేలు
152,Vogel::N,bird,పక్షి
153,Schwarm::N,swarm,గుంపు
154,Huhn::N,chicken,కోడిపిల్ల
155,Hahn::N,cock,కోడివుంజు
156,Gans::N,goose,ఆడుబాతు
157,Adler::N,eagle,గ్రద్ద
158,Ente::N,duck,పాట్టిబాతు
159,Eule::N,owl,గ్రుడ్లగూబ
160,Kranich::N,crane,కొంగ
161,Krähe::N,crow,కాకి
162,Kuckuck::N,cuckoo,కోయల
163,Schwan::N,swan,హంస
164,Fisch::N,fish,చేప
165,Barsch::N,perch,ఒకచేఁప
166,Hecht::N,pike,గండుమీను
167,Schlange[Tier]::N,snake,పాము
168,Wurm::N,worm,పురుగు
169,Spinne::N,spider,సాలె పురుగు
170,Ameise::N,ant,చీమ
171,Laus::N,louse,పేను
172,Mücke::N,midge,చీకటీగ
173,Fliege::N,fly,ఈగ
174,Schmetterling::N,butterfly,సీతాకోకచిలుక
175,Beere::N,berry,కాయ
176,Apfel::N,apple,ఆపిల్ పండు
177,Pilz::N,mushroom,కుక్కగొడుగు
178,Zwiebel::N,onion,నీరుల్లి
179,Saat::N,seed,విత్తనము
180,Korn::N,grain,గింజ
181,Heu::N,hay,ఎండుగడ్డి
182,Schale::N,husk,పొట్టు
183,Grube::N,pit,గొయ్యి
184,Falle::N,trap,బోను
185,Schlinge::N,noose,ఉరి
186,Spur::N,track,జాడ
187,Asche::N,ashes,బూడిద
188,Dreck::N,filth,ముఱికి
189,Eisen::N,iron,ఇనుము
190,Gold::N,gold,బంగారము
191,Silber::N,silver,వెండి
192,Kohle::N,coal,నేలబొగ్గు
193,Glas::N,glass,గాజు
194,Lehm::N,clay,బంకమన్ను
195,Sand::N,sand,ఇసుక
196,Mensch::N,human,నరుడు
197,Mann::N,man,పురుమడు
198,Frau::N,woman,ఆడుది
199,Kind::N,child,బిడ్డ
200,Junge::N,boy,బాలుడు
201,Mädchen::N,girl,బాలిక
202,Familie::N,family,కుటుంబము
203,Großvater::N,grandfather,తాత
204,Großmutter::N,grandmother,అయ్యమ్మ
205,Eltern::N,parents,తల్లితండ్రులు
206,Vater::N,father,తండ్రి
207,Mutter::N,mother,తల్లి
208,Sohn::N,son,కొడుకు
209,Tochter::N,daughter,కూతురు
210,Bruder::N,brother,పోదరుడు
211,Schwester::N,sister,సోదరి
212,Onkel::N,uncle,మేనమామ
213,Tante::N,aunt,మేనత్త
214,Tante::N,aunt,పినతల్లి
215,Ehemann::N,husband,భర్త
216,Ehefrau::N,wife,భార్య
217,Freude::N,joy,సంతోషము
218,Gelächter::N,laughter,నవ్వు
219,Glück::N,happiness,సంతోషము
220,Kummer::N,grief,దుఃఖము
221,Wunsch::N,wish,కోరిక
222,Lust::N,desire,కోరిక
223,Geist::N,spirit,ఆత్మ
224,Gedanke::N,thought,ఆలోచన
225,Gedächtnis::N,memory,జ్ఞాపకము
226,Verstand::N,mind,మనస్సు
227,Sinn::N,meaning,అర్థము
228,Grund::N,reason,కారణము
229,Wahrheit::N,truth,సత్యము
230,Gespräch::N,talk,పంభాషణ
231,Märchen::N,fairy tale,అద్భుతకథ
232,Erzählung::N,story,కథ
233,Nachricht::N,message,వార్త
234,Neuigkeit::N,news,వార్త
235,Name::N,name,పేరు
236,Rätsel::N,puzzle,చిక్కు
237,Rede::N,speech,ఉపన్యాసము
238,Sprache::N,language,భాష
239,Stimme::N,voice,కంరథ్సని
240,Wort::N,word,మాట
241,Zeichen::N,sign,గుర్తు
242,Ruf::N,call,పిలువు
243,Lärm::N,noise,సందడి
244,Laut::N,sound,ధ్వని
245,Ton::N,tone,స్వరము
246,Lied::N,song,పాట
247,Ruhe::N,calm,గాలిలేమి
248,Leute::N,people,జనులు
249,Volk::N,nation,జాతి
250,Arbeit::N,work,పని
251,Gast::N,guest,అతిధి
252,Geschenk::N,gift,దానము
253,Spiel::N,game,ఆట
254,Gesellschaft::N,company,జట్టు
255,Hilfe::N,help,సాహాయ్యము
256,Freund::N,friend,స్నేహితుడు
257,Kamerad::N,companion,చెలికాడు
258,Angelegenheit::N,matter,విషయము
259,Anzahl::N,count,లెక్క
260,Art::N,sort,జాతి
261,Stück::N,piece,తునుక
262,Teil::N,part,భాగము
263,Hälfte::N,half,సగము
264,Kreis::N,circle,వృత్తము
265,Kreuz::N,cross,సిలువ
266,Linie::N,line,గీత
267,Strich::N,stroke,గీత
268,Abstand::N,gap,సందు
269,Entfernung::N,distance,దూరము
270,Gegend::N,area,విస్తీర్ణము
271,Platz::N,space,ఎడము
272,Ort::N,place,స్థలము
273,Seite::N,side,ప్రక్క
274,Mitte::N,middle,నడిమి
275,Gegenstand::N,item,పద్దు
276,Sache::N,thing,వస్తువు
277,Rand::N,fringe,అంచు
278,Kante::N,edge,అంచు
279,Ecke::N,corner,మూల
280,Spitze::N,tip,మొన
281,Ende::N,end,కొన
282,Loch::N,hole,రంధ్రము
283,Winkel::N,angle,కోణము
284,Muster::N,pattern,మాదిరి
285,Größe::N,size,పరిమాణము
286,Länge::N,length,పొడుగు
287,Höhe::N,height,పొడుగు
288,Gewicht::N,weight,భారము
289,Menge::N,amount,మొత్తము
290,Haufen::N,heap,రాశి
291,Reihe::N,row,వరుస
292,Boot::N,boat,పడవ
293,Ruder::N,oar,అడక
294,Schlitten::N,sleigh,సరవండ్లు
295,Ski::N,ski,స్కీ
296,Lagerfeuer::N,campfire,నెగడు
297,Last::N,load,బరువు
298,Gang::N,walk,నడక
299,Schritt::N,step,అడుగు
300,Norden::N,north,ఉత్తరదిక్కు
301,Süden::N,south,దక్షిణము
302,Westen::N,west,పడమర
303,Osten::N,east,తూర్పు
304,Holz::N,wood,కొయ్య
305,Brett::N,board,పలక
306,Platte::N,slab,పలక
307,Stütze::N,bracket,వాల్సేడ్లు
308,Stange::N,pole,స్తంభము
309,Stock::N,stick,కఱ్ఱ
310,Stab::N,staff,కఱ్ఱ
311,Rohr::N,pipe,గొట్టము
312,Haus::N,house,ఇల్లు
313,Heim::N,home,స్వగృహము
314,Ofen::N,stove,పొయ్యి
315,Fußboden::N,floor,నేల
316,Tisch::N,table,మేజా
317,Stuhl::N,chair,కుర్చీ
318,Wiege::N,cradle,ఉయ్యాల
319,Bett::N,bed,పడక
320,Bett::N,bed,మంచం
321,Regal::N,shelf,అటక
322,Kiste::N,box,వెట్టె
323,Fenster::N,window,కిటికి
324,Tür::N,door,ద్వారము
325,Tor::N,gate,ద్వారము
326,Zaun::N,fence,కంచె
327,Dach::N,roof,ఇంటివైకప్పు
328,Leiter::N,ladder,నిచ్చెన
329,Besen::N,broom,చీపురుకట్ట
330,Spaten::N,spade,పాఱ
331,Schaufel::N,shovel,పాఱ
332,Gabel::N,fork,ముండ్లగరిటె
333,Löffel::N,spoon,గరిటె
334,Messer::N,knife,కత్తి
335,Nagel::N,nail,మేకు
336,Netz::N,net,వల
337,Haken::N,hook,కొక్కెము
338,Griff::N,handle,పిడి
339,Schloss::N,lock,తాళము
340,Bild::N,picture,చిత్రము
341,Figur::N,figure,రూపము
342,Puppe::N,doll,బొమ్మ
343,Beutel::N,pouch,సంచి
344,Bündel::N,bundle,మూట
345,Tasche::N,bag,సంచి
346,Eimer::N,bucket,చేద
347,Deckel::N,cover,మూత
348,Geschirr::N,dishes,వంటకాలు
349,Sack::N,sack,గోనెసంచి
350,Tasse::N,cup,గిన్నె
351,Topf::N,pot,కుండ
352,Kessel::N,kettle,నీరుకాచుపాత్ర
353,Essen::N,meal,ఆహారము
354,Nahrung::N,food,ఆహారము
355,Speise::N,dish,ఆహారము
356,Fleisch::N,meat,మాంసము
357,Getreide::N,corn,ధాన్యము
358,Brei::N,mush,గుజ్జు
359,Brot::N,bread,రొట్టె
360,Scheibe::N,slice,బద్ద
361,Fett::N,fat,క్రొవ్వు
362,Butter::N,butter,వెన్న
363,Öl::N,oil,నూనె
364,Salz::N,salt,ఉప్పు
365,Suppe::N,soup,చారు
366,Honig::N,honey,తెనె
367,Milch::N,milk,పాలు
368,Tee::N,tea,తేనీరు
369,Leder::N,leather,బాగుచేసివతోలు
370,Wolle::N,wool,ఉన్ని
371,Stoff::N,cloth,బట్ట
372,Nadel::N,needle,సూది
373,Faden::N,thread,దారము
374,Knopf::N,button,బొత్తాము
375,Knoten::N,knot,ముడి
376,Farbe::N,paint,రంగు
377,Kleidung::N,clothes,బట్టలు
378,Hemd::N,shirt,చొక్కాయ
379,Kragen::N,collar,మాల
380,Ärmel::N,sleeve,చొక్కాయచెయ్యి
381,Hose::N,trousers,ఇజారు
382,Gürtel::N,belt,పటకా
383,Mütze::N,cap,టోపి
384,Schuh::N,shoe,పాదరక్ష
385,Stiefel::N,boot,బూటు
386,Ring::N,ring,ఉంగరము
387,Band::N,ribbon,నాడా
388,Kamm::N,comb,దువ్వెన
389,Spiegel::N,mirror,అద్దము
390,Riemen::N,strap,వాడా
391,Schnur::N,string,దారము
392,Leine::N,leash,వారు
393,Decke::N,blanket,కంబళి
394,Kissen::N,pillow,తలగడ
395,Tuch::N,scarf,బట్ట
396,Handtuch::N,towel,తువాలు
397,Kraft::N,force,బలము
398,Stärke::N,strength,శక్తి
399,Gesundheit::N,health,ఆరోగ్యము
400,Krankheit::N,illness,రోగము
401,Schmerz::N,pain,నొప్పి
402,Wunde::N,wound,గాయము
403,Fieber::N,fever,జ్వరము
404,Arznei::N,medicine,మందు
405,Brücke::N,bridge,వంతెన
406,Brunnen::N,well,బావి
407,Brunnen::N,well,కూపము
408,Brunnen::N,well,నుయ్యి
409,Weide::N,pasture,పచ్చికబయలు
410,Pfad::N,path,కాలిత్రోవ
411,Weg::N,way,మార్గము
412,Straße::N,road,బాట
413,Dorf::N,village,గ్రామము
414,Stadt::N,town,పట్టణము
415,Brief::N,letter,జాబు
416,Buch::N,book,పుస్తకము
417,Buchstabe::N,character,అక్షరము
418,Zeitung::N,newspaper,వార్తాపత్రిక
419,Leben::N,life,ప్రాణము
420,Tod::N,death,మరణము
421,Grab::N,grave,సమాధి
422,Kirche::N,church,క్రెస్తవులగుడి
423,Sünde::N,sin,పాపము
424,Gott::N,god,దేవుడు
425,Arbeiter::N,worker,పనిపాటుచేశేవాడు
426,Chef::N,boss,యజమానుడు
427,Meister::N,master,కళాకారుడు
428,Arzt::N,doctor,వైద్యుడు
429,Lehrer::N,teacher,ఉపాధ్యాయుడు
430,Geld::N,money,ద్రవ్యము
431,Geschäft::N,business,వ్యాపారము
432,Laden::N,shop,అంగడి
433,Preis::N,price,వెల
434,Ware::N,ware,సరకులు
435,Nutzen::N,profit,ప్రయోజనము
436,Reichtum::N,wealth,ధనము
437,Welt::N,world,ప్రపంచము
438,Land::N,country,దేశము
439,Staat::N,state,రాజ్యము
440,König::N,king,రాజు
441,Macht::N,power,అధికారము
442,Grenze::N,border,సరిహద్దు
443,Krieg::N,war,యుద్ధము
444,Feind::N,enemy,శత్రువు
445,Gewalt::N,violence,దౌర్జన్యము
446,Kampf::N,fight,పోట్లాట
447,Bogen[Waffe]::N,bow,విల్లు
448,Pfeil::N,arrow,బాణము
449,Gewehr::N,gun,తుపాకి
450,Fehler::N,mistake,తప్ప
451,Lüge::N,lie,అసత్యము
452,Schaden::N,damage,నష్టము
453,Unglück::N,misfortune,దురదృష్టము
454,Schuld::N,fault,తప్పు
455,Alter::N,age,వయస్సు
456,Schluss::N,conclusion,ముగింపు
457,Zeit::N,time,కాలము
458,Tag::N,day,దినము
459,Morgen::N,morning,ఉదయము
460,Mittag::N,noon,మధ్యాహ్నము
461,Abend::N,evening,సాయంకాలము
462,Nacht::N,night,రత్రి
463,Woche::N,week,వారము
464,Monat::N,month,నెల
465,Jahr::N,year,సంవత్సరము
466,Frühling::N,spring,వసంతకాలము
467,Sommer::N,summer,వేసవికాము
468,Herbst::N,autumn,ఆకురాలుకాలము
469,Winter::N,winter,శీతకాలము
470,Januar::N,January,జనవరి
471,Februar::N,February,ఫిబ్రవరి
472,März::N,March,మార్చి
473,April::N,April,ఏప్రిలు
474,Mai::N,May,మే
475,Juni::N,June,జూన్
476,Juli::N,July,జూలై
477,August::N,August,ఆగస్టు
478,September::N,September,సెప్ఠెంబరు
479,Oktober::N,October,అక్టోబరు
480,November::N,November,నవంబరు
481,Dezember::N,December,డిసెంబర్
482,Montag::N,Monday,సోమవారము
483,Dienstag::N,Tuesday,మంగళవారము
484,Mittwoch::N,Wednesday,బుధవారము
485,Donnerstag::N,Thursday,గురువారము
486,Freitag::N,Friday,శుక్రవారము
487,Samstag::N,Saturday,శనివారము
488,Sonntag::N,Sunday,ఆదివారము
489,groß::A,big,గొప్పైన
490,klein::A,little,చిన్న
491,lang::A,long,పొడుగాటి
492,kurz::A,short,పొట్టి
493,breit::A,wide,వెడల్పైన
494,schmal::A,narrow,ఇఱుకైన
495,dicht::A,dense,దట్టమైన
496,dick[Gegenstand]::A,thick,దట్టమైన
497,dünn::A,thin,పలుచని
498,fein::A,delicate,నాజాకైన
499,fest::A,firm,దృడమైవ
500,flach::A,flat,చదువైన
501,glatt::A,smooth,నున్నని
502,hart::A,hard,కఠినమైన
503,weich::A,soft,మృదువైన
504,rund::A,round,గుండ్రని
505,spitz::A,pointed,మొనగల
506,scharf::A,sharp,పదనైన
507,stumpf::A,blunt,వాడిలేని
508,schwer::A,heavy,బరువ్తెన
509,schön::A,beautiful,సుందరమైన
510,heiß::A,hot,వేడియైన
511,warm::A,warm,వెచ్చని
512,kalt::A,cold,చల్లని
513,kühl::A,cool,చల్లని
514,frisch::A,fresh,తాజాయైన
515,feucht::A,damp,చెమ్మగానున్న
516,nass::A,wet,తడిగామన్న
517,trocken::A,dry,ఎండిన
518,voll::A,full,నిండు
519,leer::A,empty,శూన్యమైన
520,offen::A,open,తెఱచియున్న
521,geschlossen::A,closed,మూసిన
522,sauber::A,clean,పరిశుద్ధమైన
523,schmutzig::A,dirty,ముఱికియైన
524,roh::A,raw,పచ్చి
525,reif::A,ripe,పండివ
526,lecker::A,delicious,రుచి గల
527,süß::A,sweet,తియ్యని
528,bitter::A,bitter,చేదైన
529,sauer::A,sour,పుల్లని
530,hell::A,bright,కాంతిగల
531,dunkel::A,dark,చీకటియైన
532,schwarz::A,black,నల్లని
533,weiß::A,white,తెలుపు
534,rot::A,red,ఎఱ్ఱని
535,gelb::A,yellow,పసుపు పచ్చ
536,blau::A,blue,నీలవర్ణము
537,grün::A,green,ఆకుపచ్చని
538,grau::A,grey,నెరిసిన
539,bunt::A,colourful,రంగేలీ
540,bunt::A,colorful,రంగేలీ
541,billig::A,cheap,చౌకయైన
542,teuer::A,dear,వెలపొడుగైన
543,wertvoll::A,precious,విలుప్తెన
544,blind::A,blind,గ్రుడ్డి
545,taub::A,deaf,చెవిటి
546,kräftig::A,powerful,శక్తి గల
547,stark::A,strong,బలమైన
548,schwach::A,weak,బలహీనమైన
549,fett::A,fat,క్రొవ్విన
550,schlank::A,slim,సన్నని
551,hübsch::A,pretty,సాగప్తెన
552,böse::A,evil,చెడ్డ
553,dumm::A,stupid,తెలివిలేని
554,faul::A,lazy,సోమరియైన
555,fleißig::A,diligent,శ్రద్దగల
556,geizig::A,stingy,పిసినారియైన
557,klug::A,clever,తెలివిగల
558,geschickt::A,skilful,నిపుణతగల
559,geschickt::A,skillful,నిపుణతగల
560,lieb::A,dear,ప్రియమైన
561,lustig::A,merry,ఉల్లాసము గల
562,sanft::A,gentle,సాధువైన
563,hungrig::A,hungry,ఆకలిగొనిన
564,krank::A,sick,వ్యాధిగల
565,nackt::A,naked,దిగంబరమైన
566,traurig::A,sad,విచారముగల
567,lebendig::A,living,ప్రాణముతో నున్న
568,gut::A,good,మంచి
569,schlecht::A,bad,చెడ్డ
570,richtig::A,correct,సరియైన
571,schlimm::A,nasty,అసహ్యమైన
572,wahr::A,true,నిజమైన
573,alt::A,old,ముసలి
574,neu::A,new,క్రొత్త
575,ehemalig::A,former,పూర్వపు
576,alt[Lebewesen]::A,aged,ముసలి
577,jung::A,young,పసి
578,arm::A,poor,బీద
579,reich::A,rich,ధనవంతుడైన
580,bekannt::A,familiar,తెలిసిన
581,berühmt::A,famous,ప్రపిద్దికెక్కివ
582,fremd::A,foreign,అన్యమైన
583,verschieden::A,different,భేదమైన
584,nah::A,near,దగ్గఱనున్న
585,fern::A,far,దూరమందున్న
586,linker::A,left,ఎడమప్రక్కగ
587,rechter::A,right,కుడి
588,anderer::A,other,వేఱ్తెన
589,erster::A,first,మొదటి
590,zweiter::A,second,రెండన
591,dritter::A,third,మూడో
592,letzter::A,last,కడపటి
593,allein::ADV,alone,ఒంటిగా
594,auf einmal::ADV,at once,హరాత్తుగ
595,zusammen::ADV,together,కలిసి
596,lange::ADV,long,బహుకాలము
597,plötzlich::ADV,suddenly,హరాత్తుగ
598,sofort::ADV,instantly,తక్షణము
599,später::ADV,later,ఇటీవలి
600,jetzt::ADV,now,ఇప్పుడు
601,heute::ADV,today,నేడు
602,morgen::ADV,tomorrow,ఱేపు
603,bald::ADV,soon,శీఘ్రముగ
604,dann::ADV,then,అప్పుడు
605,gestern::ADV,yesterday,నిన్నటి దినము
606,einst::ADV,once,పూర్వమొకప్పుడు
607,damals::ADV,at that time,అప్పుడు
608,danach::ADV,afterwards,అప్పుడు
609,vorher::ADV,before,ఎదుట
610,zuerst::ADV,at first,మొదటిలో
611,einmal::ADV,once,ఒకసారి
612,manchmal::ADV,sometimes,అప్పటప్పటికి
613,oft::ADV,often,తఱచుగా
614,immer::ADV,always,ఎల్లప్పుడు
615,niemals::ADV,never,ఎప్పుడునులేదు
616,hier::ADV,here,ఇక్కడ
617,hierhin::ADV,hither,ఇక్కడకు
618,hierhin::ADV,to here,ఇక్కడకు
619,hierhin::ADV,here,ఇక్కడకు
620,von hier::ADV,hence,ఇక్కడనుండి
621,dort::ADV,there,అక్కడ
622,dorthin::ADV,thither,అక్కడికి
623,dorthin::ADV,there,అక్కడికి
624,dorthin::ADV,to there,అక్కడికి
625,geradeaus::ADV,ahead,సూటిగా
626,vorwärts::ADV,forward,ముందుకు
627,rückwärts::ADV,backward,వెనుకకు
628,zurück::ADV,back,వెనుకభాగము
629,unten::ADV,below,క్రింద
630,hinab::ADV,down,కిందికి
631,oben::ADV,above,మీద
632,hinauf::ADV,up,పైకి
633,überall::ADV,everywhere,అంతటా
634,nicht::ADV,not,కాదు
635,ein wenig::ADV,a little,కొంచెము
636,kaum::ADV,hardly,చాలిచాలక
637,sehr::ADV,very,చాల
638,so::ADV,so,ఆలాగున
639,noch::ADV,still,ఇప్పటికిని
640,nur::ADV,only,మాత్రము
641,schon::ADV,already,ఇదివఱకే
642,wieder::ADV,again,తిరిగి
643,vergebens::ADV,in vain,నిష్ఫలముగా
644,vor::PRP,in front of,ముందు
645,hinter::PRP,behind,వెనుక
646,unter::PRP,under,క్రింద
647,durch::PRP,through,ద్వారా
648,neben::PRP,next to,దగ్గెర
649,zwischen::PRP,between,మధ్య
650,wegen::PRP,because of,కారణంగా
651,dies::PRN,this,ఇది
652,das::PRN,that,అది
653,alles::PRN,everything,సకలము
654,ich::PRN,I,నేను
655,du::PRN,you,నీవు
656,du::PRN,thou,నీవు
657,er::PRN,he,అతడు
658,wir::PRN,we,మనము
659,ihr::PRN,you,మీరు
660,sie::PRN,they,వారు
661,was::FPRN,what,ఏమి
662,wer::FPRN,who,ఎవడు
663,wo::FADV,where,ఎక్కడ
664,wohin::FADV,where ... to,ఎందుకు
665,wohin::FADV,where to,ఎందుకు
666,wohin::FADV,where,ఎందుకు
667,wie::FADV,how,ఎట్టు
668,warum::FADV,why,ఏల
669,wieviel::FNUM,how much,ఎంత
670,eins::NUM,one,ఒకటి
671,zwei::NUM,two,రెండు
672,drei::NUM,three,మూడు
673,vier::NUM,four,నాలుగు
674,fünf::NUM,five,అయిదు
675,sechs::NUM,six,ఆఱు
676,sieben::NUM,seven,ఏరు
677,acht::NUM,eight,ఎనిమదు
678,neun::NUM,nine,తొమ్మిది
679,zehn::NUM,ten,పది
680,elf::NUM,eleven,పదునొకొండు
681,zwölf::NUM,twelve,పండ్రండు
682,zwanzig::NUM,twenty,ఇరుపది
683,dreißig::NUM,thirty,ముప్పది
684,vierzig::NUM,forty,నలువది
685,fünfzig::NUM,fifty,ఏబది
686,sechzig::NUM,sixty,అరుపది
687,siebzig::NUM,seventy,డెబ్బది
688,achtzig::NUM,eighty,ఎనుబది
689,neunzig::NUM,ninety,తొంబది
690,hundert::NUM,a hundred,నూఱు
691,tausend::NUM,a thousand,వేయి
692,und::CNJ,and,మఱియు
693,oder::CNJ,or,లేక
694,stehen::V,stand,నిలుచు
695,sitzen::V,sit,కూర్చుండు
696,liegen::V,lie,పండుకొనుట
697,hängen::V,hang,వ్రేలాడదీయు
698,werden::V,become,అగు
699,passieren::V,happen,సంభవించు
700,beginnen::V,begin,ఆరంభించు
701,enden::V,end,తీరుట
702,wechseln::V,change,మార్చు
703,aufgehen[Sonne]::V,rise,ఉదయించు
704,untergehen[Sonne]::V,set,అస్తమించు
705,scheinen[Sonne]::V,shine,ప్రకాశించు
706,donnern::V,thunder,ఉరుముట
707,wehen::V,blow,దురద్పప్టము
708,strömen::V,stream,పారుట
709,fließen::V,flow,ప్రవహించు
710,sich drehen::V,revolve,తిరుగు
711,schwanken::V,sway,ఆడించుట
712,schwingen::V,swing,ఊగుట
713,fallen::V,fall,పడు
714,brennen::V,burn,కాలుట
715,rauchen::V,smoke,పొగసుట
716,regnen::V,rain,కురిపించుట
717,gefrieren::V,freeze,గడ్డకట్టు
718,tauen::V,thaw,కరగు
719,schmelzen::V,melt,కరగు
720,trocknen::V,dry,యెండుట
721,sieden::V,boil,ఉడుకు
722,faulen::V,rot,క్రుళ్లు
723,verfaulen::V,decay,క్షిణించు
724,reißen::V,snap,చించు
725,versinken::V,sink,మునుగు
726,vergehen::V,pass,సంభవించు
727,erscheinen::V,appear,కనబడు
728,verschwinden::V,disappear,అదృశ్యమగు
729,sinken::V,drop,ముణుగుట
730,abnehmen::V,decrease,తగ్గు
