,Concept_ID,kk,he
228,Frau::N,қатын,אשה
229,Frau::N,қатын,גברת
230,Kind::N,бала,ילד
231,Kind::N,перзент,ילד
232,Junge::N,бала,ילד
233,Junge::N,ер бала,ילד
234,Mädchen::N,қыз,נערה
235,Familie::N,жанұя,משפחה
236,Großvater::N,ата,סבא
237,Großmutter::N,әже,סבתא
238,Großmutter::N,әжей,סבתא
239,Eltern::N,ата-аналар,הורים
240,Vater::N,әке,אב
241,Mutter::N,ана,אם
242,Sohn::N,ұл,בן
243,Tochter::N,қызым,בת
244,Bruder::N,бауырым,אח
245,Schwester::N,әпке,אחות
246,Onkel::N,көке,דוד
247,Tante::N,тәте,דודה
248,Ehemann::N,ер,איש
249,Ehemann::N,ер,בעל
250,Ehefrau::N,зайып,אשה
251,Freude::N,қуаныш,שמחה
252,Freude::N,сүйініш,שמחה
253,Freude::N,шат-думан,שמחה
254,Freude::N,қуаныштылық,שמחה
255,Gelächter::N,күлу,צחוק
256,Glück::N,бақыт,אשר
257,Glück::N,бақыттылық,אשר
258,Kummer::N,аза,יגון
259,Kummer::N,аза,עגמה
260,Kummer::N,қайғы,יגון
261,Kummer::N,қайғы,עגמה
262,Kummer::N,қасырет,יגון
263,Kummer::N,қасырет,עגמה
264,Wunsch::N,мүдде,אחול
265,Wunsch::N,мүдде,משאלה
266,Lust::N,тәбет,חשק
267,Lust::N,тәбет,תשוקה
268,Lust::N,ынтызар,חשק
269,Lust::N,ынтызар,תשוקה
270,Lust::N,құштарлық,חשק
271,Lust::N,құштарлық,תשוקה
272,Geist::N,рух,רוח
273,Gedanke::N,ой,מחשבה
274,Gedächtnis::N,ес,זכרון
275,Gedächtnis::N,жады,זכרון
276,Gedächtnis::N,ақыл-ес,זכרון
277,Verstand::N,ақыл,שכל
278,Verstand::N,парасат,שכל
279,Sinn::N,мән,מובן
280,Sinn::N,мән,משמעות
281,Sinn::N,маныз,מובן
282,Sinn::N,маныз,משמעות
283,Sinn::N,мағына,מובן
284,Sinn::N,мағына,משמעות
285,Sinn::N,мән-мағына,מובן
286,Sinn::N,мән-мағына,משמעות
287,Grund::N,себеп,סבה
288,Wahrheit::N,рас,אמת
289,Gespräch::N,әңгіме,דיון
290,Märchen::N,ертеп,אגדה
291,Märchen::N,ертек,אגדה
292,Erzählung::N,әңгіме,ספור
293,Nachricht::N,хабар,ידיעה
294,Neuigkeit::N,жаңалық,חדשה
295,Name::N,ат,שם
296,Name::N,атау,שם
297,Rätsel::N,жұмбақ,תעלומה
298,Rede::N,сөз,נאום
299,Sprache::N,тіл,לשון
300,Stimme::N,үн,קול
301,Stimme::N,әуен,קול
302,Stimme::N,дауыс,קול
303,Wort::N,сөз,מלה
304,Zeichen::N,ишара,סימן
305,Ruf::N,айғай,קריאה
306,Lärm::N,айғай-шу,רעש
307,Lärm::N,айғай-ұйғай,רעש
308,Laut::N,дыбыс,הגה
309,Laut::N,дауыс,הגה
310,Ton::N,әуен,צליל
311,Lied::N,ән,שיר
312,Lied::N,жыр,שיר
313,Lied::N,ән-жыр,שיר
314,Ruhe::N,тыныштық,שלוה
315,Leute::N,кісілер,אנשים
316,Volk::N,халық,עם
317,Arbeit::N,еңбек,עבודה
318,Gast::N,қонақ,אורח
319,Gast::N,мейман,אורח
320,Geschenk::N,қадия,מתנה
321,Spiel::N,ойын,משחק
322,Gesellschaft::N,қауым,חברה
323,Gesellschaft::N,жұртшылық,חברה
324,Hilfe::N,жэрдем,עזרה
325,Freund::N,дос,חבר
326,Freund::N,дос,ידיד
327,Kamerad::N,дос-жар,רע
328,Angelegenheit::N,жұмыс,ענין
329,Anzahl::N,сан,מספר
330,Anzahl::N,саны,מספר
331,Art::N,түр,סוג
332,Stück::N,тілім,חתיכה
333,Teil::N,үлес,פרק
334,Teil::N,бөлшек,פרק
335,Hälfte::N,жарты,חצי
336,Kreis::N,шеңбер,מעגל
337,Kreuz::N,крест,צלב
338,Linie::N,сызық,קו
339,Strich::N,сызық,קו קצר
340,Abstand::N,ара,מרחק
341,Abstand::N,аралық,מרחק
342,Entfernung::N,аралық,מרחק
343,Gegend::N,өңір,נוף
344,Platz::N,орны,שטח
345,Ort::N,орын,אתר
346,Ort::N,орын,מקום
347,Seite::N,жақ,צד
348,Seite::N,бүйір,צד
349,Mitte::N,ортасы,אמצע
350,Gegenstand::N,зат,אוביקט
351,Gegenstand::N,нәрсе,אוביקט
352,Sache::N,бұйым,דבר
353,Rand::N,шет,פרור
354,Rand::N,шеті,פרור
355,Kante::N,қыр,קצה
356,Kante::N,қыры,קצה
357,Ecke::N,қыры,פנה
358,Ecke::N,бұрыш,פנה
359,Spitze::N,ұшы,קצה
360,Ende::N,аяқ,סוף
361,Ende::N,соңы,סוף
362,Loch::N,тесік,חר
363,Winkel::N,мүйіс,פנה
364,Muster::N,мәнер,תבנית
365,Größe::N,ауқым,גדל
366,Größe::N,көлемдік,גדל
367,Länge::N,бой,ארך
368,Länge::N,ұзындық,ארך
369,Höhe::N,жоғарылық,קומה
370,Höhe::N,жоғарылық,גבה
371,Höhe::N,биіктік,קומה
372,Höhe::N,биіктік,גבה
373,Gewicht::N,салмақ,משקל
374,Menge::N,мөлшер,כמות
375,Haufen::N,үйме,ערמה
376,Haufen::N,үйінді,ערמה
377,Reihe::N,сап,רצף
378,Boot::N,қайық,סירה
379,Ruder::N,ескек,משוט
380,Schlitten::N,шана,מזחלת
381,Ski::N,шаңғы,מגלשים
382,Lagerfeuer::N,алау,מדורה
383,Last::N,ауырлық,משא
384,Last::N,ауыр зат,משא
385,Gang::N,жүріс,הליכה
386,Schritt::N,адым,צעד
387,Norden::N,солтүстік,צפון
388,Norden::N,терістік,צפון
389,Süden::N,оңтүстік,דרום
390,Westen::N,батыс,מערב
391,Osten::N,күншығыс,מזרח
392,Holz::N,ағаш,עץ
393,Holz::N,сүрек,עץ
394,Brett::N,тақта,קרש
395,Platte::N,тақта,לוח
396,Stütze::N,тіреу,משען
397,Stange::N,қада,מוט
398,Stock::N,сойыл,מקל
399,Stab::N,сырық,מוט
400,Rohr::N,құбыр,צנור
401,Haus::N,үй,בית
402,Heim::N,үйлі,בית
403,Heim::N,шаңырақ,בית
404,Ofen::N,ошақ,תנור
405,Ofen::N,пеш,תנור
406,Fußboden::N,еден,רצפה
407,Tisch::N,үстел,שלחן
408,Stuhl::N,орындық,כסא
409,Wiege::N,бесік,ערש
410,Bett::N,кереует,מטה
411,Regal::N,сөре,מדף
412,Kiste::N,жәшік,תבה
413,Kiste::N,жәшік,ארגז
414,Fenster::N,терезе,חלון
415,Tür::N,есік,דלת
416,Tor::N,дарбаза,שער
417,Zaun::N,дуал,גדר
418,Dach::N,шатыр,גג
419,Leiter::N,саты,סלם
420,Leiter::N,басқыш,סלם
421,Besen::N,сыпырғыш,מטאטא
422,Spaten::N,күрек,את
423,Schaufel::N,қалақ,את
424,Gabel::N,аша,מזלג
425,Gabel::N,шанышқы,מזלג
426,Löffel::N,қасық,כף
427,Messer::N,пышақ,סכין
428,Nagel::N,мық,מסמר
429,Nagel::N,шеге,מסמר
430,Netz::N,керегекөз,רשת
431,Haken::N,ілмек,וו
432,Haken::N,ілмек,קרס
433,Griff::N,сап,ידית
434,Griff::N,тұтқа,ידית
435,Schloss::N,құлып,מנעול
436,Schloss::N,бекіткіш,מנעול
437,Bild::N,сурет,תמונה
438,Figur::N,тұлға,פסל
439,Puppe::N,қуыршақ,בבה
440,Beutel::N,қапшық,שק
441,Bündel::N,байлам,צרור
442,Tasche::N,дорба,שקית
443,Eimer::N,шелек,דלי
444,Deckel::N,жапқыш,מכסה
445,Geschirr::N,ыдыс,כלים
446,Sack::N,қап,שק
447,Tasse::N,шыныаяқ,ספל
448,Topf::N,кәстрөл,סיר
449,Kessel::N,қазан,קנקן
450,Essen::N,ас,אכל
451,Essen::N,ас,ארוחה
452,Nahrung::N,ас,הזנה
453,Nahrung::N,ас,תזונה
454,Nahrung::N,тамақ,הזנה
455,Nahrung::N,тамақ,תזונה
456,Speise::N,тағам,מאכל
457,Speise::N,тағам,ארוחה
458,Fleisch::N,ет,בשר
459,Getreide::N,дәнді,דגן
460,Brei::N,ботқа,מחית
461,Brot::N,күлше,לחם
462,Scheibe::N,тілім,עגול
463,Scheibe::N,тілім,פרוסה
464,Fett::N,май,שמן
465,Butter::N,май,חמאה
466,Öl::N,май,שמן
467,Salz::N,тұз,מלח
468,Suppe::N,көже,מרק
469,Honig::N,бал,דבש
470,Milch::N,сүт,חלב
471,Tee::N,шай,תה
472,Leder::N,көн,עור
473,Wolle::N,жүн,צמר
474,Stoff::N,мата,בד
475,Stoff::N,мата,אריג
476,Stoff::N,кездеме,בד
477,Stoff::N,кездеме,אריג
478,Nadel::N,ине,מחט
479,Faden::N,жіп,חוט
480,Knopf::N,түйме,כפתור
481,Knoten::N,түйін,קשר
482,Farbe::N,рең,צבע
483,Kleidung::N,киім,בגדים
484,Hemd::N,жейде,חלצה
485,Kragen::N,жаға,צוארון
486,Ärmel::N,жең,שרוול
487,Hose::N,шалбар,מכנסים
488,Gürtel::N,белбеу,חגורה
489,Mütze::N,қалпақ,כובע
490,Schuh::N,кебіс,נעל
491,Stiefel::N,етік,מגף
492,Ring::N,жүзік,טבעת
493,Band::N,таспа,סרט
494,Kamm::N,тарақ,מסרק
495,Spiegel::N,айна,מראה
496,Riemen::N,қайыс,רצועה
497,Schnur::N,жіп,חבל
498,Leine::N,тізгін,מושכות
499,Decke::N,көрпе,שמיכה
500,Kissen::N,жастық,כרית
501,Tuch::N,орамал,צעיף
502,Handtuch::N,сүлгі,מגבת
503,Kraft::N,қуат,כוח
504,Kraft::N,қарқын,כוח
505,Kraft::N,әл-шама,כוח
506,Kraft::N,әл-дәрмен,כוח
507,Stärke::N,әл,און
508,Stärke::N,күш,און
509,Gesundheit::N,денсаулык,בריאות
510,Krankheit::N,ауру,מחלה
511,Schmerz::N,ауру,כאב
512,Wunde::N,зақым,פציעה
513,Wunde::N,жарақат,פציעה
514,Fieber::N,безгек,חם
515,Fieber::N,қалтырау,חם
516,Fieber::N,қызу көтерілуі,חם
517,Arznei::N,дәрі,תרופה
518,Arznei::N,дәрі-дәрмек,תרופה
519,Brücke::N,көпір,גשר
520,Brunnen::N,құдық,באר
521,Weide::N,өріс,אחו
522,Weide::N,өріс,מרעה
523,Weide::N,жайылым,אחו
524,Weide::N,жайылым,מרעה
525,Pfad::N,жол,שביל
526,Pfad::N,жол,מדרכה
527,Weg::N,жол,דרך
528,Straße::N,жол,כביש
529,Dorf::N,ауыл,כפר
530,Stadt::N,қала,עיר
531,Stadt::N,шаһар,עיר
532,Brief::N,хат,מכתב
533,Brief::N,жазу,מכתב
534,Buch::N,кітап,ספר
535,Buchstabe::N,әріп,אות
536,Buchstabe::N,қаріп,אות
537,Zeitung::N,газет,עתון
538,Leben::N,өмір,חיים
539,Leben::N,тіршілік,חיים
540,Tod::N,опат,מות
541,Grab::N,мола,קבר
542,Grab::N,мазар,קבר
543,Kirche::N,шіркеу,כנסיה
544,Sünde::N,күнә,חטא
545,Gott::N,алла,אל
546,Gott::N,құдай,אל
547,Gott::N,тәңірі,אל
548,Gott::N,пәруардігер,אל
549,Gott::N,жаратқан тәңірі,אל
550,Arbeiter::N,жүмысшы,פועל
551,Chef::N,басшы,ראש
552,Chef::N,басшы,מנהל
553,Chef::N,жұмыс басқарушысы,ראש
554,Chef::N,жұмыс басқарушысы,מנהל
555,Meister::N,шебер,ממחה
556,Meister::N,өнерпаз,ממחה
557,Arzt::N,дәрігер,רופא
558,Lehrer::N,мұғалім,מורה
559,Geld::N,пұл,כסף
560,Geschäft::N,бизнес,עסקה
561,Laden::N,дүкен,חנות
562,Preis::N,ақы,מחיר
563,Preis::N,құны,מחיר
564,Preis::N,нарық,מחיר
565,Ware::N,тауар,סחורה
566,Nutzen::N,пайда,תועלת
567,Reichtum::N,бақ-дәулет,עשר
568,Welt::N,әлем,עולם
569,Welt::N,жиһан,עולם
570,Land::N,аймақ,ארץ
571,Staat::N,мемлекет,מדינה
572,König::N,патша,מלך
573,Macht::N,өкімет,כוח
574,Macht::N,қожалық,כוח
575,Grenze::N,шек,גבול
576,Krieg::N,соғыс,מלחמה
577,Feind::N,жау,אויב
578,Feind::N,дұшпан,אויב
579,Gewalt::N,зорлык,אלימות
580,Gewalt::N,зорлық-зомбылык,אלימות
581,Kampf::N,күрес,קרב
582,Kampf::N,күрес,לחימה
583,Kampf::N,алыспақ,קרב
584,Kampf::N,алыспақ,לחימה
585,Bogen[Waffe]::N,саржа,קשת
586,Pfeil::N,жебе,חץ
587,Gewehr::N,қару,רובה
588,Fehler::N,әбес,טעות
589,Fehler::N,қаталық,טעות
590,Lüge::N,өтірік,שקר
591,Schaden::N,зиян,נזק
592,Schaden::N,зарар,נזק
593,Unglück::N,пәле,מזל רע
594,Unglück::N,қасырет,מזל רע
595,Unglück::N,ауыртпалық,מזל רע
596,Schuld::N,айыптылық,אשמה
597,Alter::N,жас,גיל
598,Alter::N,жас шамасы,גיל
599,Schluss::N,ада,סיום
600,Schluss::N,бітуі,סיום
601,Zeit::N,уақыт,זמן
602,Tag::N,күн,יום
603,Morgen::N,таң,בקר
604,Morgen::N,таңертең,בקר
605,Mittag::N,талтүс,צהרים
606,Abend::N,кеш,ערב
607,Nacht::N,түн,לילה
608,Woche::N,апта,שבוע
609,Monat::N,ай,חדש
610,Jahr::N,жыл,שנה
611,Frühling::N,көктем,אביב
612,Sommer::N,жаз,קיץ
613,Herbst::N,күз,סתו
614,Winter::N,қыс,חרף
615,Januar::N,каңтар,ינואר
616,Februar::N,ақпан,פברואר
617,März::N,наурыз,מרץ
618,April::N,сәуір,אפריל
619,Mai::N,мамыр,מאי
620,Juni::N,маусым,יוני
621,Juli::N,шілде,יולי
622,August::N,сүмбіле,אוגוסט
623,August::N,тамыз,אוגוסט
624,September::N,қыркүйек,ספטמבר
625,Oktober::N,ақырап,אוקטובר
626,November::N,қараша,נובמבר
627,Dezember::N,желтоқсан,דצמבר
628,Montag::N,дүйсенбі,יום שני
629,Dienstag::N,сейсенбі,יום שלישי
630,Mittwoch::N,сәрсенбі,יום רביעי
631,Donnerstag::N,бейсенбі,יום חמישי
632,Freitag::N,жұма,יום ששי
633,Samstag::N,сенбі,יום שבת
634,Sonntag::N,жексембі,יום ראשון
635,groß::A,алпамсадай,גדול
636,klein::A,кішкене,קטן
637,klein::A,қарғадай,קטן
638,lang::A,сопақ,ארך
639,lang::A,сорайған,ארך
640,kurz::A,кеспелтек,קצר
641,breit::A,айдынды,רחב
642,schmal::A,қысық,צר
643,dicht::A,жиі,צפוף
644,dick[Gegenstand]::A,шомбал,עבה
645,dünn::A,жұқа,דק
646,dünn::A,жіңішке,דק
647,fein::A,қаңылтақ,מעדן
648,fest::A,берік,מוצק
649,fest::A,мызғымас,מוצק
650,flach::A,жалпак,שטוח
651,glatt::A,типыл,חלק
652,hart::A,қатты,קשיח
653,weich::A,жұмсақ,רך
654,rund::A,домалақ,עגל
655,spitz::A,үшкір,חד
656,scharf::A,сүйрік,חד
657,stumpf::A,доғал,קהה
658,stumpf::A,өтпейтін,קהה
659,schwer::A,салмақты,כבד
660,schön::A,сұлу,יפה
661,heiß::A,ыссы,חם
662,warm::A,жылы,חם
663,kalt::A,аязды,קר
664,kühl::A,салқын,צונן
665,frisch::A,таза,טרי
666,frisch::A,жаңа,טרי
667,feucht::A,нам,לח
668,feucht::A,дымқылды,לח
669,nass::A,сулы,רטוב
670,trocken::A,құрғақ,יבש
671,voll::A,толы,מלא
672,leer::A,бос,ריק
673,offen::A,ашып қойылған,פתוח
674,geschlossen::A,жабулы,סגור
675,sauber::A,дақсыз,נקי
676,sauber::A,мұнтаздай,נקי
677,schmutzig::A,айғыз,מלכלך
678,schmutzig::A,сатпақ,מלכלך
679,schmutzig::A,сатал-сатал,מלכלך
680,roh::A,шикі,חי
681,reif::A,піскен,בשל
682,lecker::A,дәмді,טעים
683,süß::A,тәтті,מתוק
684,bitter::A,ащы,מר
685,sauer::A,қышқыл,חמוץ
686,hell::A,жарық,בהיר
687,hell::A,жарқын,בהיר
688,dunkel::A,қараңғы,עמום
689,schwarz::A,қара,שחר
690,weiß::A,ақ,לבן
691,rot::A,қызыл,אדם
692,gelb::A,сары,צהב
693,blau::A,көк,כחל
694,grün::A,жасыл,ירק
695,grau::A,бозамық,אפר
696,bunt::A,алабажак,צבעוני
697,billig::A,арзан,זול
698,teuer::A,бағалы,יקר
699,wertvoll::A,құнды,יקר ערך
700,wertvoll::A,қымбат,יקר ערך
701,blind::A,көзсіз,עור
702,blind::A,көр,עור
703,blind::A,көр_соқыр,עור
704,taub::A,керең,חרש
705,taub::A,саңырау,חרש
706,kräftig::A,қуатты,חסן
707,kräftig::A,қарымды,חסן
708,stark::A,білекті,חזק
709,schwach::A,әлсіз,חלש
710,schwach::A,күшсіз,חלש
711,schwach::A,қайратсыз,חלש
712,fett::A,семіз,שמן
713,schlank::A,ашаң,רזה
714,hübsch::A,ажарлы,יפה תאר
715,hübsch::A,шырайлы,יפה תאר
716,böse::A,өш,רשע
717,böse::A,сұм,רשע
718,böse::A,жауыз,רשע
719,dumm::A,көкми,טפש
720,dumm::A,ақымақ,טפש
721,dumm::A,миы жоқ,טפש
722,faul::A,жалқау,עצלן
723,faul::A,еріншек,עצלן
724,fleißig::A,ұқыпты,חרוץ
725,geizig::A,сараң,קמצן
726,klug::A,жетік,נבון
727,klug::A,жетік,פקח
728,klug::A,ақылды,נבון
729,klug::A,ақылды,פקח
730,geschickt::A,шебер,מימן
731,lieb::A,абзал,יקר
732,lieb::A,абзал,אהוב
733,lieb::A,айналайын,יקר
734,lieb::A,айналайын,אהוב
735,lustig::A,көңілді,עליז
736,sanft::A,жуас,עדין
737,hungrig::A,аш,רעב
738,krank::A,кеселді,חולה
739,nackt::A,жалаңаш,ערום
740,traurig::A,қапа,עצוב
741,lebendig::A,тірі,חי
742,lebendig::A,жанды,חי
743,gut::A,жақсы,טוב
744,schlecht::A,жаман,גרוע
745,richtig::A,дұрыс,נכון
746,schlimm::A,жаман,רע
747,wahr::A,нағыз,אמתי
748,alt::A,ескі,ישן
749,neu::A,жаңа,חדש
750,ehemalig::A,өткен,לשעבר
751,ehemalig::A,бұрынғы,לשעבר
752,alt[Lebewesen]::A,кексе,זקן
753,jung::A,науша,צעיר
754,arm::A,кедей,עני
755,arm::A,дәулетсіз,עני
756,reich::A,малды,עשיר
757,bekannt::A,таныс,ידוע
758,bekannt::A,көзтаныс,ידוע
759,berühmt::A,атақты,מפרסם
760,fremd::A,бөтен,זר
761,verschieden::A,түрлі,שונה
762,nah::A,жуық,קרוב
763,nah::A,етене,קרוב
764,fern::A,алыс,רחוק
765,fern::A,алыстағы,רחוק
766,linker::A,сол,שמאלי
767,linker::A,солшыл,שמאלי
768,rechter::A,оң,ימין
769,anderer::A,өзге,אחר
770,anderer::A,былайғы,אחר
771,erster::A,алғашқы,ראשון
772,zweiter::A,екінші,שני
773,dritter::A,үшінші,שלישי
774,letzter::A,артқы,אחרון
775,letzter::A,кейінгі,אחרון
776,allein::ADV,серіксіз,לבד
777,auf einmal::ADV,бірден,בו-זמנית
778,zusammen::ADV,бірлесіп,ביחד
779,lange::ADV,ұзақ,הרבה זמן
780,plötzlich::ADV,кенет,לפתע
781,plötzlich::ADV,кенет,פתאום
782,sofort::ADV,әне-міне дегенше,מיד
783,später::ADV,артынан,לאחר זמן
784,später::ADV,артынан,יותר מאחר
785,jetzt::ADV,енді,עכשיו
786,jetzt::ADV,қазір,עכשיו
787,heute::ADV,бүгін,היום
788,morgen::ADV,ертең,מחר
789,bald::ADV,тез,בקרוב
790,dann::ADV,онан соң,אחר-כך
