,Concept_ID,fr,fr
96,Frost::N,gelée,gelée
97,Kälte::N,froid,froid
98,Hitze::N,chaleur,chaleur
99,Raureif::N,givre,givre
100,Regenbogen::N,arc-en-ciel,arc-en-ciel
101,Donner::N,tonnerre,tonnerre
102,Strömung::N,courant,courant
103,Tropfen::N,goutte,goutte
104,Schaum::N,écume,écume
105,Schaum::N,écume,mousse
106,Schaum::N,mousse,écume
107,Schaum::N,mousse,mousse
108,Schmutz::N,boue,boue
109,Schmutz::N,boue,saleté
110,Schmutz::N,saleté,boue
111,Schmutz::N,saleté,saleté
112,See::N,lac,lac
113,Sumpf::N,marais,marais
114,Sumpf::N,marais,marécage
115,Sumpf::N,marécage,marais
116,Sumpf::N,marécage,marécage
117,Moor::N,tourbière,tourbière
118,Wiese::N,pré,pré
119,Wald::N,bois,bois
120,Wald::N,bois,forêt
121,Wald::N,forêt,bois
122,Wald::N,forêt,forêt
123,Hügel::N,coteau,coteau
124,Hügel::N,coteau,colline
125,Hügel::N,colline,coteau
126,Hügel::N,colline,colline
127,Anhöhe::N,éminence,éminence
128,Anhöhe::N,éminence,élévation
129,Anhöhe::N,élévation,éminence
130,Anhöhe::N,élévation,élévation
131,Berg::N,mont,mont
132,Berg::N,mont,montagne
133,Berg::N,montagne,mont
134,Berg::N,montagne,montagne
135,Gipfel::N,cime,cime
136,Gipfel::N,cime,sommet
137,Gipfel::N,sommet,cime
138,Gipfel::N,sommet,sommet
139,Höhle::N,caverne,caverne
140,Abhang::N,pente,pente
141,Abhang::N,pente,versant
142,Abhang::N,versant,pente
143,Abhang::N,versant,versant
144,Quelle::N,source,source
145,Quelle::N,source,fontaine
146,Quelle::N,fontaine,source
147,Quelle::N,fontaine,fontaine
148,Bach::N,ruisseau,ruisseau
149,Fluss::N,fleuve,fleuve
150,Fluss::N,fleuve,rivière
151,Fluss::N,rivière,fleuve
152,Fluss::N,rivière,rivière
153,Ufer::N,bord,bord
154,Ufer::N,bord,rivage
155,Ufer::N,rivage,bord
156,Ufer::N,rivage,rivage
157,Küste::N,côte,côte
158,Festland::N,terre ferme,terre ferme
159,Meer::N,mer,mer
160,Bucht::N,baie,baie
161,Insel::N,île,île
162,Blume::N,fleur,fleur
163,Gras::N,herbe,herbe
164,Wurzel::N,racine,racine
165,Baum::N,arbre,arbre
166,Stamm::N,tronc,tronc
167,Rinde::N,écorce,écorce
168,Ast::N,branche,branche
169,Zweig::N,rameau,rameau
170,Blatt::N,feuille,feuille
171,Birke::N,bouleau,bouleau
172,Kiefer[Baum]::N,pin,pin
173,Weide[Baum]::N,saule,saule
174,Tanne::N,sapin,sapin
175,Horn::N,corne,corne
176,Feder::N,plume,plume
177,Fell::N,peau,peau
178,Flügel::N,aile,aile
179,Klaue::N,serre,serre
180,Kralle::N,ongle,ongle
181,Kralle::N,ongle,griffe
182,Kralle::N,griffe,ongle
183,Kralle::N,griffe,griffe
184,Schwanz::N,queue,queue
185,Ei::N,œuf,œuf
186,Nest::N,nid,nid
187,Bau::N,terrier,terrier
188,Tier::N,animal,animal
189,Herde::N,troupeau,troupeau
190,Kuh::N,vache,vache
191,Bulle::N,taureau,taureau
192,Pferd::N,cheval,cheval
193,Schaf::N,mouton,mouton
194,Schwein::N,porc,porc
195,Schwein::N,porc,cochon
196,Schwein::N,cochon,porc
197,Schwein::N,cochon,cochon
198,Hund::N,chien,chien
199,Katze::N,chat,chat
200,Bär::N,ours,ours
201,Eichhörnchen::N,écureuil,écureuil
202,Elch::N,élan,élan
203,Fuchs::N,renard,renard
204,Hase::N,lièvre,lièvre
205,Maus::N,souris,souris
206,Wolf::N,loup,loup
207,Vogel::N,oiseau,oiseau
208,Schwarm::N,nuée,nuée
209,Schwarm::N,nuée,volée
210,Schwarm::N,volée,nuée
211,Schwarm::N,volée,volée
212,Huhn::N,poule,poule
213,Hahn::N,coq,coq
214,Gans::N,oie,oie
215,Adler::N,aigle,aigle
216,Ente::N,canard,canard
217,Eule::N,hibou,hibou
218,Kranich::N,grue,grue
219,Krähe::N,corneille,corneille
220,Kuckuck::N,coucou,coucou
221,Schwan::N,cygne,cygne
222,Fisch::N,poisson,poisson
223,Barsch::N,perche,perche
224,Hecht::N,brochet,brochet
225,Schlange[Tier]::N,serpent,serpent
226,Wurm::N,ver,ver
227,Spinne::N,araignée,araignée
228,Ameise::N,fourmi,fourmi
229,Laus::N,pou,pou
230,Mücke::N,moucheron,moucheron
231,Fliege::N,mouche,mouche
232,Schmetterling::N,papillon,papillon
233,Beere::N,baie,baie
234,Apfel::N,pomme,pomme
235,Pilz::N,champignon,champignon
236,Zwiebel::N,oignon,oignon
237,Saat::N,semence,semence
238,Korn::N,grain,grain
239,Heu::N,foin,foin
240,Schale::N,pelure,pelure
241,Grube::N,fosse,fosse
242,Falle::N,piège,piège
243,Schlinge::N,lacs,lacs
244,Spur::N,trace,trace
245,Asche::N,cendre,cendre
246,Dreck::N,crotte,crotte
247,Eisen::N,fer,fer
248,Gold::N,or,or
249,Silber::N,argent,argent
250,Kohle::N,charbon,charbon
251,Glas::N,verre,verre
252,Lehm::N,glaise,glaise
253,Sand::N,sable,sable
254,Mensch::N,homme,homme
255,Mann::N,homme,homme
256,Frau::N,femme,femme
257,Kind::N,enfant,enfant
258,Junge::N,garçon,garçon
259,Mädchen::N,fille,fille
260,Mädchen::N,fille,jeune fille
261,Mädchen::N,jeune fille,fille
262,Mädchen::N,jeune fille,jeune fille
263,Familie::N,famille,famille
264,Großvater::N,grand-père,grand-père
265,Großmutter::N,grand-mère,grand-mère
266,Eltern::N,parents,parents
267,Vater::N,père,père
268,Mutter::N,mère,mère
269,Sohn::N,fils,fils
270,Tochter::N,fille,fille
271,Bruder::N,frère,frère
272,Schwester::N,sœur,sœur
273,Onkel::N,oncle,oncle
274,Tante::N,tante,tante
275,Ehemann::N,mari,mari
276,Ehemann::N,mari,époux
277,Ehemann::N,époux,mari
278,Ehemann::N,époux,époux
279,Ehefrau::N,femme,femme
280,Ehefrau::N,femme,épouse
281,Ehefrau::N,épouse,femme
282,Ehefrau::N,épouse,épouse
283,Freude::N,joie,joie
284,Freude::N,joie,plaisir
285,Freude::N,plaisir,joie
286,Freude::N,plaisir,plaisir
287,Gelächter::N,rires,rires
288,Glück::N,bonheur,bonheur
289,Kummer::N,peine,peine
290,Kummer::N,peine,chagrin
291,Kummer::N,chagrin,peine
292,Kummer::N,chagrin,chagrin
293,Wunsch::N,désir,désir
294,Lust::N,envie,envie
295,Geist::N,esprit,esprit
296,Gedanke::N,idée,idée
297,Gedanke::N,idée,pensée
298,Gedanke::N,pensée,idée
299,Gedanke::N,pensée,pensée
300,Gedächtnis::N,mémoire,mémoire
301,Verstand::N,raison,raison
302,Sinn::N,sens,sens
303,Grund::N,cause,cause
304,Grund::N,cause,raison
305,Grund::N,raison,cause
306,Grund::N,raison,raison
307,Wahrheit::N,vérité,vérité
308,Gespräch::N,conversation,conversation
309,Märchen::N,conte,conte
310,Märchen::N,conte,conte de fées
311,Märchen::N,conte de fées,conte
312,Märchen::N,conte de fées,conte de fées
313,Erzählung::N,conte,conte
314,Erzählung::N,conte,narration
315,Erzählung::N,narration,conte
316,Erzählung::N,narration,narration
317,Nachricht::N,message,message
318,Neuigkeit::N,nouvelle,nouvelle
319,Name::N,nom,nom
320,Rätsel::N,énigme,énigme
321,Rätsel::N,énigme,devinette
322,Rätsel::N,devinette,énigme
323,Rätsel::N,devinette,devinette
324,Rede::N,parole,parole
325,Rede::N,parole,discours
326,Rede::N,discours,parole
327,Rede::N,discours,discours
328,Sprache::N,langue,langue
329,Sprache::N,langue,langage
330,Sprache::N,langage,langue
331,Sprache::N,langage,langage
332,Stimme::N,voix,voix
333,Wort::N,mot,mot
334,Zeichen::N,signe,signe
335,Ruf::N,cri,cri
336,Ruf::N,cri,appel
337,Ruf::N,appel,cri
338,Ruf::N,appel,appel
339,Lärm::N,bruit,bruit
340,Laut::N,son,son
341,Ton::N,ton,ton
342,Lied::N,chant,chant
343,Lied::N,chant,chanson
344,Lied::N,chanson,chant
345,Lied::N,chanson,chanson
346,Ruhe::N,calme,calme
347,Ruhe::N,calme,tranquillité
348,Ruhe::N,tranquillité,calme
349,Ruhe::N,tranquillité,tranquillité
350,Leute::N,gens,gens
351,Volk::N,peuple,peuple
352,Arbeit::N,travail,travail
353,Gast::N,hôte,hôte
354,Gast::N,hôte,invité
355,Gast::N,invité,hôte
356,Gast::N,invité,invité
357,Geschenk::N,cadeau,cadeau
358,Geschenk::N,cadeau,présent
359,Geschenk::N,présent,cadeau
360,Geschenk::N,présent,présent
361,Spiel::N,jeu,jeu
362,Gesellschaft::N,compagnie,compagnie
363,Hilfe::N,aide,aide
364,Hilfe::N,aide,secours
365,Hilfe::N,secours,aide
366,Hilfe::N,secours,secours
367,Freund::N,ami,ami
368,Kamerad::N,copain,copain
369,Kamerad::N,copain,camarade
370,Kamerad::N,camarade,copain
371,Kamerad::N,camarade,camarade
372,Angelegenheit::N,affaire,affaire
373,Anzahl::N,nombre,nombre
374,Art::N,sorte,sorte
375,Art::N,sorte,espèce
376,Art::N,espèce,sorte
377,Art::N,espèce,espèce
378,Stück::N,morceau,morceau
379,Teil::N,part,part
380,Teil::N,part,partie
381,Teil::N,partie,part
382,Teil::N,partie,partie
383,Hälfte::N,moitié,moitié
384,Kreis::N,cercle,cercle
385,Kreuz::N,croix,croix
386,Linie::N,ligne,ligne
387,Strich::N,trait,trait
388,Abstand::N,écart,écart
389,Entfernung::N,distance,distance
390,Gegend::N,région,région
391,Gegend::N,région,contrée
392,Gegend::N,contrée,région
393,Gegend::N,contrée,contrée
394,Platz::N,place,place
395,Ort::N,lieu,lieu
396,Ort::N,lieu,endroit
397,Ort::N,endroit,lieu
398,Ort::N,endroit,endroit
399,Seite::N,côté,côté
400,Mitte::N,milieu,milieu
401,Gegenstand::N,objet,objet
402,Sache::N,chose,chose
403,Rand::N,bord,bord
404,Kante::N,arête,arête
405,Ecke::N,coin,coin
406,Ecke::N,coin,tournant
407,Ecke::N,tournant,coin
408,Ecke::N,tournant,tournant
409,Spitze::N,cime,cime
410,Spitze::N,cime,pointe
411,Spitze::N,pointe,cime
412,Spitze::N,pointe,pointe
413,Ende::N,bout,bout
414,Loch::N,trou,trou
415,Winkel::N,coin,coin
416,Winkel::N,coin,réduit
417,Winkel::N,réduit,coin
418,Winkel::N,réduit,réduit
419,Muster::N,dessin,dessin
420,Größe::N,grandeur,grandeur
421,Länge::N,longueur,longueur
422,Höhe::N,hauteur,hauteur
423,Höhe::N,hauteur,altitude
424,Höhe::N,altitude,hauteur
425,Höhe::N,altitude,altitude
426,Gewicht::N,poids,poids
427,Menge::N,quantité,quantité
428,Haufen::N,tas,tas
429,Reihe::N,file,file
430,Reihe::N,file,rangée
431,Reihe::N,rangée,file
432,Reihe::N,rangée,rangée
433,Boot::N,canot,canot
434,Boot::N,canot,bateau
435,Boot::N,bateau,canot
436,Boot::N,bateau,bateau
437,Ruder::N,rame,rame
438,Ruder::N,rame,aviron
439,Ruder::N,aviron,rame
440,Ruder::N,aviron,aviron
441,Schlitten::N,traîneau,traîneau
442,Ski::N,ski,ski
443,Lagerfeuer::N,feu de camp,feu de camp
444,Last::N,charge,charge
445,Last::N,charge,fardeau
446,Last::N,fardeau,charge
447,Last::N,fardeau,fardeau
448,Gang::N,tour,tour
449,Gang::N,tour,marche
450,Gang::N,marche,tour
451,Gang::N,marche,marche
452,Schritt::N,pas,pas
453,Norden::N,nord,nord
454,Süden::N,sud,sud
455,Westen::N,ouest,ouest
456,Westen::N,ouest,occident
457,Westen::N,occident,ouest
458,Westen::N,occident,occident
459,Osten::N,est,est
460,Osten::N,est,orient
461,Osten::N,orient,est
462,Osten::N,orient,orient
463,Holz::N,bois,bois
464,Brett::N,planche,planche
465,Platte::N,plaque,plaque
466,Stütze::N,appui,appui
467,Stütze::N,appui,soutien
468,Stütze::N,soutien,appui
469,Stütze::N,soutien,soutien
470,Stange::N,barre,barre
471,Stange::N,barre,perche
472,Stange::N,perche,barre
473,Stange::N,perche,perche
474,Stock::N,canne,canne
475,Stab::N,bâton,bâton
476,Rohr::N,tube,tube
477,Rohr::N,tube,tuyau
478,Rohr::N,tuyau,tube
479,Rohr::N,tuyau,tuyau
480,Haus::N,maison,maison
481,Heim::N,maison,maison
482,Ofen::N,poêle,poêle
483,Fußboden::N,plancher,plancher
484,Tisch::N,table,table
485,Stuhl::N,chaise,chaise
486,Wiege::N,berceau,berceau
487,Bett::N,lit,lit
488,Regal::N,étagère,étagère
489,Kiste::N,caisse,caisse
490,Fenster::N,fenêtre,fenêtre
491,Tür::N,porte,porte
492,Tor::N,porte,porte
493,Tor::N,porte,portail
494,Tor::N,portail,porte
495,Tor::N,portail,portail
496,Zaun::N,clôture,clôture
497,Dach::N,toit,toit
498,Leiter::N,échelle,échelle
499,Besen::N,balai,balai
500,Spaten::N,bêche,bêche
501,Schaufel::N,pelle,pelle
502,Gabel::N,fourchette,fourchette
503,Löffel::N,cuiller,cuiller
504,Messer::N,couteau,couteau
505,Nagel::N,clou,clou
506,Netz::N,filet,filet
507,Haken::N,croc,croc
508,Haken::N,croc,crochet
509,Haken::N,crochet,croc
510,Haken::N,crochet,crochet
511,Griff::N,prise,prise
512,Griff::N,prise,manche
513,Griff::N,manche,prise
514,Griff::N,manche,manche
515,Schloss::N,serrure,serrure
516,Bild::N,image,image
517,Bild::N,image,tableau
518,Bild::N,tableau,image
519,Bild::N,tableau,tableau
520,Figur::N,figure,figure
521,Puppe::N,poupée,poupée
522,Beutel::N,sac,sac
523,Beutel::N,sac,petit sac
524,Beutel::N,petit sac,sac
525,Beutel::N,petit sac,petit sac
526,Bündel::N,paquet,paquet
527,Bündel::N,paquet,faisceau
528,Bündel::N,faisceau,paquet
529,Bündel::N,faisceau,faisceau
530,Tasche::N,sac,sac
531,Eimer::N,seau,seau
532,Deckel::N,couvercle,couvercle
533,Geschirr::N,vaisselle,vaisselle
534,Sack::N,sac,sac
535,Tasse::N,tasse,tasse
536,Topf::N,pot,pot
537,Topf::N,pot,marmite
538,Topf::N,marmite,pot
539,Topf::N,marmite,marmite
540,Kessel::N,chaudron,chaudron
541,Essen::N,repas,repas
542,Essen::N,repas,manger
543,Essen::N,manger,repas
544,Essen::N,manger,manger
545,Nahrung::N,nourriture,nourriture
546,Speise::N,plat,plat
547,Fleisch::N,viande,viande
548,Getreide::N,blé,blé
549,Getreide::N,blé,céréales
550,Getreide::N,céréales,blé
551,Getreide::N,céréales,céréales
552,Brei::N,purée,purée
553,Brei::N,purée,bouillie
554,Brei::N,bouillie,purée
555,Brei::N,bouillie,bouillie
556,Brot::N,pain,pain
557,Scheibe::N,tranche,tranche
558,Fett::N,graisse,graisse
559,Butter::N,beurre,beurre
560,Öl::N,huile,huile
561,Salz::N,sel,sel
562,Suppe::N,soupe,soupe
563,Suppe::N,soupe,potage
564,Suppe::N,potage,soupe
565,Suppe::N,potage,potage
566,Honig::N,miel,miel
567,Milch::N,lait,lait
568,Tee::N,thé,thé
569,Leder::N,cuir,cuir
570,Wolle::N,laine,laine
571,Stoff::N,tissu,tissu
572,Stoff::N,tissu,étoffe
573,Stoff::N,étoffe,tissu
574,Stoff::N,étoffe,étoffe
575,Nadel::N,aiguille,aiguille
576,Faden::N,fil,fil
577,Knopf::N,bouton,bouton
578,Knoten::N,nœud,nœud
579,Farbe::N,peinture,peinture
580,Kleidung::N,vêtements,vêtements
581,Kleidung::N,vêtements,habillement
582,Kleidung::N,habillement,vêtements
583,Kleidung::N,habillement,habillement
584,Hemd::N,chemise,chemise
585,Kragen::N,col,col
586,Ärmel::N,manche,manche
587,Hose::N,pantalon,pantalon
588,Gürtel::N,ceinture,ceinture
589,Mütze::N,bonnet,bonnet
590,Mütze::N,bonnet,casquette
591,Mütze::N,casquette,bonnet
592,Mütze::N,casquette,casquette
593,Schuh::N,soulier,soulier
594,Schuh::N,soulier,chaussure
595,Schuh::N,chaussure,soulier
596,Schuh::N,chaussure,chaussure
597,Stiefel::N,botte,botte
598,Ring::N,bague,bague
599,Band::N,ruban,ruban
600,Kamm::N,peigne,peigne
601,Spiegel::N,glace,glace
602,Spiegel::N,glace,miroir
603,Spiegel::N,miroir,glace
604,Spiegel::N,miroir,miroir
605,Riemen::N,lanière,lanière
606,Riemen::N,lanière,courroie
607,Riemen::N,courroie,lanière
608,Riemen::N,courroie,courroie
609,Schnur::N,corde,corde
610,Schnur::N,corde,ficelle
611,Schnur::N,ficelle,corde
612,Schnur::N,ficelle,ficelle
613,Leine::N,laisse,laisse
614,Decke::N,couverture,couverture
615,Kissen::N,oreiller,oreiller
616,Tuch::N,drap,drap
617,Tuch::N,drap,fichu
618,Tuch::N,fichu,drap
619,Tuch::N,fichu,fichu
620,Handtuch::N,serviette,serviette
621,Handtuch::N,serviette,essuie-mains
622,Handtuch::N,essuie-mains,serviette
623,Handtuch::N,essuie-mains,essuie-mains
624,Kraft::N,force,force
625,Stärke::N,vigueur,vigueur
626,Gesundheit::N,santé,santé
627,Krankheit::N,maladie,maladie
628,Schmerz::N,douleur,douleur
629,Wunde::N,plaie,plaie
630,Wunde::N,plaie,blessure
631,Wunde::N,blessure,plaie
632,Wunde::N,blessure,blessure
633,Fieber::N,fièvre,fièvre
634,Arznei::N,remède,remède
635,Arznei::N,remède,médecine
636,Arznei::N,médecine,remède
637,Arznei::N,médecine,médecine
638,Brücke::N,pont,pont
639,Brunnen::N,puits,puits
640,Weide::N,pâturage,pâturage
641,Pfad::N,sentier,sentier
642,Weg::N,voie,voie
643,Weg::N,voie,chemin
644,Weg::N,chemin,voie
645,Weg::N,chemin,chemin
646,Straße::N,route,route
647,Dorf::N,village,village
648,Stadt::N,cité,cité
649,Stadt::N,cité,ville
650,Stadt::N,ville,cité
651,Stadt::N,ville,ville
652,Brief::N,lettre,lettre
653,Buch::N,livre,livre
654,Buchstabe::N,lettre,lettre
655,Buchstabe::N,lettre,caractère
656,Buchstabe::N,caractère,lettre
657,Buchstabe::N,caractère,caractère
658,Zeitung::N,journal,journal
659,Leben::N,vie,vie
660,Tod::N,mort,mort
661,Grab::N,tombe,tombe
662,Kirche::N,église,église
663,Sünde::N,péché,péché
664,Gott::N,dieu,dieu
665,Arbeiter::N,ouvrier,ouvrier
666,Arbeiter::N,ouvrier,travailleur
667,Arbeiter::N,travailleur,ouvrier
668,Arbeiter::N,travailleur,travailleur
669,Chef::N,chef,chef
670,Chef::N,chef,patron
671,Chef::N,patron,chef
672,Chef::N,patron,patron
673,Meister::N,maître,maître
674,Arzt::N,médecin,médecin
675,Lehrer::N,professeur,professeur
676,Lehrer::N,professeur,instituteur
677,Lehrer::N,instituteur,professeur
678,Lehrer::N,instituteur,instituteur
679,Geld::N,argent,argent
680,Geschäft::N,affaire,affaire
681,Geschäft::N,affaire,commerce
682,Geschäft::N,commerce,affaire
683,Geschäft::N,commerce,commerce
684,Laden::N,magasin,magasin
685,Laden::N,magasin,boutique
686,Laden::N,boutique,magasin
687,Laden::N,boutique,boutique
688,Preis::N,prix,prix
689,Ware::N,marchandise,marchandise
690,Nutzen::N,profit,profit
691,Reichtum::N,richesse,richesse
692,Welt::N,monde,monde
693,Land::N,pays,pays
694,Staat::N,État,État
695,König::N,roi,roi
696,Macht::N,pouvoir,pouvoir
697,Macht::N,pouvoir,puissance
698,Macht::N,puissance,pouvoir
699,Macht::N,puissance,puissance
700,Grenze::N,frontière,frontière
701,Krieg::N,guerre,guerre
702,Feind::N,ennemi,ennemi
703,Gewalt::N,violence,violence
704,Kampf::N,lutte,lutte
705,Kampf::N,lutte,combat
706,Kampf::N,combat,lutte
707,Kampf::N,combat,combat
708,Bogen[Waffe]::N,arc,arc
709,Pfeil::N,flèche,flèche
710,Gewehr::N,fusil,fusil
711,Fehler::N,faute,faute
712,Fehler::N,faute,erreur
713,Fehler::N,erreur,faute
714,Fehler::N,erreur,erreur
715,Lüge::N,mensonge,mensonge
716,Schaden::N,dégât,dégât
717,Schaden::N,dégât,dommage
718,Schaden::N,dommage,dégât
719,Schaden::N,dommage,dommage
720,Unglück::N,malheur,malheur
721,Schuld::N,faute,faute
722,Schuld::N,faute,culpabilité
723,Schuld::N,culpabilité,faute
724,Schuld::N,culpabilité,culpabilité
725,Alter::N,âge,âge
726,Schluss::N,fin,fin
727,Zeit::N,temps,temps
728,Tag::N,jour,jour
729,Tag::N,jour,journée
730,Tag::N,journée,jour
731,Tag::N,journée,journée
732,Morgen::N,matin,matin
733,Morgen::N,matin,matinée
734,Morgen::N,matinée,matin
735,Morgen::N,matinée,matinée
736,Mittag::N,midi,midi
737,Abend::N,soir,soir
738,Abend::N,soir,soirée
739,Abend::N,soirée,soir
740,Abend::N,soirée,soirée
741,Nacht::N,nuit,nuit
742,Woche::N,semaine,semaine
743,Monat::N,mois,mois
744,Jahr::N,an,an
745,Jahr::N,an,année
746,Jahr::N,année,an
747,Jahr::N,année,année
748,Frühling::N,printemps,printemps
749,Sommer::N,été,été
750,Herbst::N,automne,automne
751,Winter::N,hiver,hiver
752,Januar::N,janvier,janvier
753,Februar::N,février,février
754,März::N,mars,mars
755,April::N,avril,avril
756,Mai::N,mai,mai
757,Juni::N,juin,juin
758,Juli::N,juillet,juillet
759,August::N,août,août
760,September::N,septembre,septembre
761,Oktober::N,octobre,octobre
762,November::N,novembre,novembre
763,Dezember::N,décembre,décembre
764,Montag::N,lundi,lundi
765,Dienstag::N,mardi,mardi
766,Mittwoch::N,mercredi,mercredi
767,Donnerstag::N,jeudi,jeudi
768,Freitag::N,vendredi,vendredi
769,Samstag::N,samedi,samedi
770,Sonntag::N,dimanche,dimanche
771,groß::A,grand,grand
772,klein::A,petit,petit
773,lang::A,long,long
774,kurz::A,court,court
775,breit::A,large,large
776,schmal::A,étroit,étroit
777,dicht::A,dense,dense
778,dick[Gegenstand]::A,épais,épais
779,dünn::A,mince,mince
780,fein::A,fin,fin
781,fein::A,fin,menu
782,fein::A,menu,fin
783,fein::A,menu,menu
784,fest::A,ferme,ferme
785,fest::A,ferme,solide
786,fest::A,solide,ferme
787,fest::A,solide,solide
788,flach::A,plat,plat
789,glatt::A,poli,poli
790,glatt::A,poli,lisse
791,glatt::A,lisse,poli
792,glatt::A,lisse,lisse
793,hart::A,dur,dur
794,weich::A,mou,mou
795,rund::A,rond,rond
796,spitz::A,aigu,aigu
797,spitz::A,aigu,pointu
798,spitz::A,pointu,aigu
799,spitz::A,pointu,pointu
800,scharf::A,tranchant,tranchant
801,stumpf::A,mousse,mousse
802,stumpf::A,mousse,émoussé
803,stumpf::A,émoussé,mousse
804,stumpf::A,émoussé,émoussé
805,schwer::A,lourd,lourd
806,schwer::A,lourd,pesant
807,schwer::A,pesant,lourd
808,schwer::A,pesant,pesant
809,schön::A,beau,beau
810,heiß::A,chaud,chaud
811,heiß::A,chaud,très chaud
812,heiß::A,très chaud,chaud
813,heiß::A,très chaud,très chaud
814,warm::A,chaud,chaud
815,kalt::A,froid,froid
816,kühl::A,frais,frais
817,frisch::A,frais,frais
818,feucht::A,humide,humide
819,nass::A,mouillé,mouillé
820,trocken::A,sec,sec
821,voll::A,plein,plein
822,voll::A,plein,rempli
823,voll::A,rempli,plein
824,voll::A,rempli,rempli
825,leer::A,vide,vide
826,offen::A,ouvert,ouvert
827,geschlossen::A,clos,clos
828,geschlossen::A,clos,fermé
829,geschlossen::A,fermé,clos
830,geschlossen::A,fermé,fermé
831,sauber::A,net,net
832,sauber::A,net,propre
833,sauber::A,propre,net
834,sauber::A,propre,propre
835,schmutzig::A,sale,sale
836,schmutzig::A,sale,crasseux
837,schmutzig::A,crasseux,sale
838,schmutzig::A,crasseux,crasseux
839,roh::A,cru,cru
840,roh::A,cru,brut
841,roh::A,brut,cru
842,roh::A,brut,brut
843,reif::A,mûr,mûr
844,lecker::A,délicieux,délicieux
845,lecker::A,délicieux,appétissant
846,lecker::A,appétissant,délicieux
847,lecker::A,appétissant,appétissant
848,süß::A,doux,doux
849,bitter::A,amer,amer
850,sauer::A,aigre,aigre
851,hell::A,clair,clair
852,dunkel::A,sombre,sombre
853,schwarz::A,noir,noir
854,weiß::A,blanc,blanc
855,rot::A,rouge,rouge
856,gelb::A,jaune,jaune
857,blau::A,bleu,bleu
858,grün::A,vert,vert
859,grau::A,gris,gris
860,bunt::A,multicolore,multicolore
861,billig::A,bon marché,bon marché
862,teuer::A,cher,cher
863,wertvoll::A,précieux,précieux
864,blind::A,aveugle,aveugle
865,taub::A,sourd,sourd
866,kräftig::A,fort,fort
867,kräftig::A,fort,vigoureux
868,kräftig::A,vigoureux,fort
869,kräftig::A,vigoureux,vigoureux
