,Concept_ID,ka,kk
220,Saat::N,თესლი,тұқым
221,Korn::N,მარცვალი,дән
222,Heu::N,თივა,шөп
223,Schale::N,ჩენჩო,қабық
224,Schale::N,ჩენჩო,қабығы
225,Grube::N,ორმო,ор
226,Falle::N,ხაფანგი,дұзақ
227,Falle::N,ხაფანგი,қақпан
228,Schlinge::N,მახე,ілмек
229,Spur::N,კვალი,із
230,Asche::N,ფერფლი,күл
231,Dreck::N,ტალახი,былғаныш
232,Dreck::N,სიბინძურე,былғаныш
233,Eisen::N,რკინა,темір
234,Gold::N,ოქრო,алтын
235,Silber::N,ვერცხლი,күміс
236,Kohle::N,ნახშირი,көмір
237,Glas::N,მინა,шыны
238,Lehm::N,თიხა,балшық
239,Sand::N,ქვიშა,құм
240,Mensch::N,ადამიანი,адам
241,Mann::N,კაცი,еркек
242,Mann::N,კაცი,ер адам
243,Frau::N,ქალი,бике
244,Frau::N,ქალი,қатын
245,Kind::N,ბავშვი,бала
246,Kind::N,ბავშვი,перзент
247,Junge::N,ვაჟი,бала
248,Junge::N,ვაჟი,ер бала
249,Mädchen::N,გოგო,қыз
250,Familie::N,ოჯახი,жанұя
251,Großvater::N,პაპა,ата
252,Großvater::N,ბაბუა,ата
253,Großmutter::N,ბებია,әже
254,Großmutter::N,ბებია,әжей
255,Großmutter::N,დიდედა,әже
256,Großmutter::N,დიდედა,әжей
257,Eltern::N,მშობლები,ата-аналар
258,Vater::N,მამა,әке
259,Mutter::N,დედა,ана
260,Sohn::N,ვაჟიშვილი,ұл
261,Tochter::N,ქალიშვილი,қызым
262,Bruder::N,ძმა,бауырым
263,Schwester::N,და,әпке
264,Onkel::N,ბიძა,көке
265,Tante::N,დეიდა,тәте
266,Tante::N,მამიდა,тәте
267,Ehemann::N,ქმარი,ер
268,Ehefrau::N,ცოლი,зайып
269,Freude::N,სიხარული,қуаныш
270,Freude::N,სიხარული,сүйініш
271,Freude::N,სიხარული,шат-думан
272,Freude::N,სიხარული,қуаныштылық
273,Gelächter::N,სიცილი,күлу
274,Glück::N,ბედნიერება,бақыт
275,Glück::N,ბედნიერება,бақыттылық
276,Kummer::N,მწუხარება,аза
277,Kummer::N,მწუხარება,қайғы
278,Kummer::N,მწუხარება,қасырет
279,Wunsch::N,წადილი,мүдде
280,Wunsch::N,სურვილი,мүдде
281,Lust::N,წადილი,тәбет
282,Lust::N,წადილი,ынтызар
283,Lust::N,წადილი,құштарлық
284,Geist::N,სული,рух
285,Gedanke::N,ფიქრი,ой
286,Gedächtnis::N,მეხსიერება,ес
287,Gedächtnis::N,მეხსიერება,жады
288,Gedächtnis::N,მეხსიერება,ақыл-ес
289,Verstand::N,ჭკუა,ақыл
290,Verstand::N,ჭკუა,парасат
291,Verstand::N,გონება,ақыл
292,Verstand::N,გონება,парасат
293,Sinn::N,მნიშვნელობა,мән
294,Sinn::N,მნიშვნელობა,маныз
295,Sinn::N,მნიშვნელობა,мағына
296,Sinn::N,მნიშვნელობა,мән-мағына
297,Grund::N,მიზეზი,себеп
298,Wahrheit::N,სიმართლე,рас
299,Wahrheit::N,ჭეშმარიტება,рас
300,Gespräch::N,ბაასი,әңгіме
301,Gespräch::N,საუბარი,әңгіме
302,Märchen::N,არაკი,ертеп
303,Märchen::N,არაკი,ертек
304,Märchen::N,ზღაპარი,ертеп
305,Märchen::N,ზღაპარი,ертек
306,Erzählung::N,თქმულება,әңгіме
307,Nachricht::N,ცნობა,хабар
308,Nachricht::N,ამბავი,хабар
309,Neuigkeit::N,სიახლე,жаңалық
310,Name::N,სახელი,ат
311,Name::N,სახელი,атау
312,Rätsel::N,გამოცანა,жұмбақ
313,Rede::N,სიტყვა,сөз
314,Sprache::N,ენა,тіл
315,Stimme::N,ხმა,үн
316,Stimme::N,ხმა,әуен
317,Stimme::N,ხმა,дауыс
318,Wort::N,სიტყვა,сөз
319,Zeichen::N,ნიშანი,ишара
320,Ruf::N,ძახილი,айғай
321,Lärm::N,ხმაური,айғай-шу
322,Lärm::N,ხმაური,айғай-ұйғай
323,Laut::N,ხმა,дыбыс
324,Laut::N,ხმა,дауыс
325,Laut::N,ბგერა,дыбыс
326,Laut::N,ბგერა,дауыс
327,Ton::N,ტონი,әуен
328,Lied::N,სიმღერა,ән
329,Lied::N,სიმღერა,жыр
330,Lied::N,სიმღერა,ән-жыр
331,Ruhe::N,სიწყნარე,тыныштық
332,Leute::N,ადამიანები,кісілер
333,Volk::N,ერი,халық
334,Volk::N,ხალხი,халық
335,Arbeit::N,მუშაობა,еңбек
336,Gast::N,სტუმარი,қонақ
337,Gast::N,სტუმარი,мейман
338,Geschenk::N,საჩუქარი,қадия
339,Spiel::N,თამაში,ойын
340,Gesellschaft::N,საზოგადოება,қауым
341,Gesellschaft::N,საზოგადოება,жұртшылық
342,Hilfe::N,შველა,жэрдем
343,Hilfe::N,დახმარება,жэрдем
344,Freund::N,მეგობარი,дос
345,Kamerad::N,ამხანაგი,дос-жар
346,Angelegenheit::N,საქმე,жұмыс
347,Anzahl::N,ოდენობა,сан
348,Anzahl::N,ოდენობა,саны
349,Art::N,სახეობა,түр
350,Stück::N,ნატეხი,тілім
351,Teil::N,წილი,үлес
352,Teil::N,წილი,бөлшек
353,Hälfte::N,ნახევარი,жарты
354,Kreis::N,წრე,шеңбер
355,Kreuz::N,ჯვარი,крест
356,Linie::N,ხაზი,сызық
357,Strich::N,შტრიხი,сызық
358,Abstand::N,მანძილი,ара
359,Abstand::N,მანძილი,аралық
360,Entfernung::N,სიშორე,аралық
361,Gegend::N,არე,өңір
362,Gegend::N,მხარე,өңір
363,Platz::N,ფართობი,орны
364,Ort::N,ადგილი,орын
365,Seite::N,მხარე,жақ
366,Seite::N,მხარე,бүйір
367,Mitte::N,შუა,ортасы
368,Gegenstand::N,საგანი,зат
369,Gegenstand::N,საგანი,нәрсе
370,Sache::N,ნივთი,бұйым
371,Rand::N,კიდე,шет
372,Rand::N,კიდე,шеті
373,Kante::N,ნაწიბული,қыр
374,Kante::N,ნაწიბული,қыры
375,Ecke::N,კუთხე,қыры
376,Ecke::N,კუთხე,бұрыш
377,Spitze::N,წვეტი,ұшы
378,Ende::N,ბოლო,аяқ
379,Ende::N,ბოლო,соңы
380,Loch::N,ხვრელი,тесік
381,Winkel::N,კუთხე,мүйіс
382,Muster::N,მოხატულობა,мәнер
383,Größe::N,ზომა,ауқым
384,Größe::N,ზომა,көлемдік
385,Größe::N,სიდიდე,ауқым
386,Größe::N,სიდიდე,көлемдік
387,Länge::N,სიგრძე,бой
388,Länge::N,სიგრძე,ұзындық
389,Höhe::N,სიმაღლე,жоғарылық
390,Höhe::N,სიმაღლე,биіктік
391,Gewicht::N,წონა,салмақ
392,Menge::N,რაოდენობა,мөлшер
393,Haufen::N,გროვა,үйме
394,Haufen::N,გროვა,үйінді
395,Reihe::N,რიგი,сап
396,Reihe::N,წყება,сап
397,Boot::N,გემი,қайық
398,Ruder::N,ხოფი,ескек
399,Ruder::N,ნიჩაბი,ескек
400,Schlitten::N,მარხილი,шана
401,Ski::N,თხილამური,шаңғы
402,Lagerfeuer::N,კოცონი,алау
403,Last::N,ტვირთი,ауырлық
404,Last::N,ტვირთი,ауыр зат
405,Gang::N,სვლა,жүріс
406,Schritt::N,ბიჯი,адым
407,Norden::N,ჩრდილოეთი,солтүстік
408,Norden::N,ჩრდილოეთი,терістік
409,Süden::N,სამხრეთი,оңтүстік
410,Westen::N,დასავლეთი,батыс
411,Osten::N,აღმოსავლეთი,күншығыс
412,Holz::N,ხე,ағаш
413,Holz::N,ხე,сүрек
414,Brett::N,დაფა,тақта
415,Brett::N,ფიცარი,тақта
416,Platte::N,თლილი ქვა,тақта
417,Stütze::N,საყრდენი,тіреу
418,Stange::N,ჭოკი,қада
419,Stock::N,კეტი,сойыл
420,Stab::N,ლატანი,сырық
421,Rohr::N,მილაკი,құбыр
422,Haus::N,სახლი,үй
423,Heim::N,ოჯახის კერა,үйлі
424,Heim::N,ოჯახის კერა,шаңырақ
425,Ofen::N,ღუმელი,ошақ
426,Ofen::N,ღუმელი,пеш
427,Fußboden::N,იატაკი,еден
428,Tisch::N,სუფრა,үстел
429,Tisch::N,მაგიდა,үстел
430,Stuhl::N,სკამი,орындық
431,Wiege::N,აკვანი,бесік
432,Bett::N,საწოლი,кереует
433,Bett::N,სარეცელი,кереует
434,Regal::N,თაროები,сөре
435,Kiste::N,ყუთი,жәшік
436,Kiste::N,სკივრი,жәшік
437,Fenster::N,ფანჯარა,терезе
438,Fenster::N,სარკმელი,терезе
439,Tür::N,ბჭე,есік
440,Tür::N,კარი,есік
441,Tor::N,ჭიშკარი,дарбаза
442,Zaun::N,ღობე,дуал
443,Zaun::N,გალავანი,дуал
444,Dach::N,სახურავი,шатыр
445,Leiter::N,კიბე,саты
446,Leiter::N,კიბე,басқыш
447,Besen::N,ცოცხი,сыпырғыш
448,Spaten::N,ნიჩაბი,күрек
449,Schaufel::N,ბარი,қалақ
450,Gabel::N,ჩანგალი,аша
451,Gabel::N,ჩანგალი,шанышқы
452,Löffel::N,კოვზი,қасық
453,Messer::N,დანა,пышақ
454,Nagel::N,ლურსმანი,мық
455,Nagel::N,ლურსმანი,шеге
456,Netz::N,ბადე,керегекөз
457,Haken::N,კავი,ілмек
458,Haken::N,კაუჭი,ілмек
459,Griff::N,ტარი,сап
460,Griff::N,ტარი,тұтқа
461,Schloss::N,კლიტე,құлып
462,Schloss::N,კლიტე,бекіткіш
463,Schloss::N,საკეტი,құлып
464,Schloss::N,საკეტი,бекіткіш
465,Bild::N,სურათი,сурет
466,Figur::N,ფიგურა,тұлға
467,Puppe::N,თოჯინა,қуыршақ
468,Beutel::N,პარკი,қапшық
469,Bündel::N,გალა,байлам
470,Bündel::N,ასხმა,байлам
471,Tasche::N,ჩანთა,дорба
472,Eimer::N,ჩამჩა,шелек
473,Deckel::N,ხუფი,жапқыш
474,Deckel::N,სარქველი,жапқыш
475,Geschirr::N,ჭურჭელი,ыдыс
476,Sack::N,ტომარა,қап
477,Tasse::N,ფინჯანი,шыныаяқ
478,Topf::N,ქოთანი,кәстрөл
479,Kessel::N,ქვაბი,қазан
480,Essen::N,ჭამა,ас
481,Nahrung::N,საზრდო,ас
482,Nahrung::N,საზრდო,тамақ
483,Nahrung::N,საკვები,ас
484,Nahrung::N,საკვები,тамақ
485,Speise::N,საჭმელი,тағам
486,Fleisch::N,ხორცი,ет
487,Getreide::N,მარცვლოვანი,дәнді
488,Brei::N,ფაფა,ботқа
489,Brot::N,პური,күлше
490,Scheibe::N,ნაჭერი,тілім
491,Fett::N,ქონი,май
492,Fett::N,ცხიმი,май
493,Butter::N,კარაქი,май
494,Öl::N,ზეთი,май
495,Salz::N,მარილი,тұз
496,Suppe::N,სუფი,көже
497,Honig::N,თაფლი,бал
498,Milch::N,რძე,сүт
499,Tee::N,ჩაი,шай
500,Leder::N,ტყავი,көн
501,Wolle::N,მატყლი,жүн
502,Stoff::N,ქსოვილი,мата
503,Stoff::N,ქსოვილი,кездеме
504,Nadel::N,ნემსი,ине
505,Faden::N,ძაფი,жіп
506,Faden::N,მკედი,жіп
507,Knopf::N,ღილი,түйме
508,Knoten::N,ნასკვი,түйін
509,Farbe::N,საღებავი,рең
510,Kleidung::N,ტანსაცმელი,киім
511,Hemd::N,ხალათი,жейде
512,Hemd::N,პერანგი,жейде
513,Kragen::N,საყელო,жаға
514,Ärmel::N,სახელო,жең
515,Hose::N,შარვალი,шалбар
516,Gürtel::N,ქამარი,белбеу
517,Mütze::N,ქუდი,қалпақ
518,Schuh::N,ფეხსაცმელი,кебіс
519,Stiefel::N,ჩექმა,етік
520,Ring::N,ბეჭედი,жүзік
521,Band::N,ბაფთი,таспа
522,Kamm::N,სავარცხელი,тарақ
523,Spiegel::N,სარკე,айна
524,Riemen::N,ღვედი,қайыс
525,Schnur::N,ლარი,жіп
526,Leine::N,ჯაჭვი,тізгін
527,Decke::N,საბანი,көрпе
528,Kissen::N,ბალიში,жастық
529,Tuch::N,მაუდი,орамал
530,Tuch::N,თავშალი,орамал
531,Handtuch::N,ხელსახოცი,сүлгі
532,Kraft::N,ძალა,қуат
533,Kraft::N,ძალა,қарқын
534,Kraft::N,ძალა,әл-шама
535,Kraft::N,ძალა,әл-дәрмен
536,Stärke::N,ღონე,әл
537,Stärke::N,ღონე,күш
538,Gesundheit::N,ჯანმრთელობა,денсаулык
539,Krankheit::N,სენი,ауру
540,Krankheit::N,ავადმყოფობა,ауру
541,Schmerz::N,ტკივილი,ауру
542,Wunde::N,იარი,зақым
543,Wunde::N,იარი,жарақат
544,Wunde::N,ჭრილობა,зақым
545,Wunde::N,ჭრილობა,жарақат
546,Fieber::N,ციება,безгек
547,Fieber::N,ციება,қалтырау
548,Fieber::N,ციება,қызу көтерілуі
549,Arznei::N,წამალი,дәрі
550,Arznei::N,წამალი,дәрі-дәрмек
551,Brücke::N,ხიდი,көпір
552,Brunnen::N,ჭა,құдық
553,Weide::N,საძოვარი,өріс
554,Weide::N,საძოვარი,жайылым
555,Pfad::N,ბილიკი,жол
556,Weg::N,გზა,жол
557,Straße::N,შარაგზა,жол
558,Dorf::N,დაბა,ауыл
559,Dorf::N,სოფელი,ауыл
560,Stadt::N,ქალაქი,қала
561,Stadt::N,ქალაქი,шаһар
562,Brief::N,წერილი,хат
563,Brief::N,წერილი,жазу
564,Buch::N,წიგნი,кітап
565,Buchstabe::N,ასო,әріп
566,Buchstabe::N,ასო,қаріп
567,Zeitung::N,გაზეთი,газет
568,Leben::N,სიცოცხლე,өмір
569,Leben::N,სიცოცხლე,тіршілік
570,Tod::N,სიკვდილი,опат
571,Grab::N,სამარე,мола
572,Grab::N,სამარე,мазар
573,Grab::N,საფლავი,мола
574,Grab::N,საფლავი,мазар
575,Kirche::N,ეკლესია,шіркеу
576,Sünde::N,ცოდვა,күнә
577,Gott::N,ღმერთი,алла
578,Gott::N,ღმერთი,құдай
579,Gott::N,ღმერთი,тәңірі
580,Gott::N,ღმერთი,пәруардігер
581,Gott::N,ღმერთი,жаратқан тәңірі
582,Arbeiter::N,მუშა,жүмысшы
583,Chef::N,გამგე,басшы
584,Chef::N,გამგე,жұмыс басқарушысы
585,Meister::N,ოსტატი,шебер
586,Meister::N,ოსტატი,өнерпаз
587,Arzt::N,ექიმი,дәрігер
588,Arzt::N,მკურნალი,дәрігер
589,Lehrer::N,მასწავლებელი,мұғалім
590,Geld::N,ფული,пұл
591,Geschäft::N,საქმე,бизнес
592,Geschäft::N,ბიზნესი,бизнес
593,Laden::N,დუქანი,дүкен
594,Laden::N,მაღაზია,дүкен
595,Preis::N,ფასი,ақы
596,Preis::N,ფასი,құны
597,Preis::N,ფასი,нарық
598,Ware::N,საქონელი,тауар
599,Nutzen::N,ხეირი,пайда
600,Reichtum::N,სიმდიდრე,бақ-дәулет
601,Welt::N,მსოფლიო,әлем
602,Welt::N,მსოფლიო,жиһан
603,Land::N,მხარე,аймақ
604,Land::N,ქვეყანა,аймақ
605,Staat::N,სახელმწიფო,мемлекет
606,König::N,მეფე,патша
607,Macht::N,ძლიერება,өкімет
608,Macht::N,ძლიერება,қожалық
609,Grenze::N,ზღვარი,шек
610,Krieg::N,ომი,соғыс
611,Feind::N,მტერი,жау
612,Feind::N,მტერი,дұшпан
613,Gewalt::N,სისასტიკე,зорлык
614,Gewalt::N,სისასტიკე,зорлық-зомбылык
615,Kampf::N,ბრძოლა,күрес
616,Kampf::N,ბრძოლა,алыспақ
617,Bogen[Waffe]::N,მშვილდი,саржа
618,Pfeil::N,ისარი,жебе
619,Pfeil::N,მახვილი,жебе
620,Gewehr::N,თოფი,қару
621,Gewehr::N,შაშხანა,қару
622,Fehler::N,შეცდომა,әбес
623,Fehler::N,შეცდომა,қаталық
624,Lüge::N,სიცრუე,өтірік
625,Schaden::N,ვნება,зиян
626,Schaden::N,ვნება,зарар
627,Unglück::N,ხიფათი,пәле
628,Unglück::N,ხიფათი,қасырет
629,Unglück::N,ხიფათი,ауыртпалық
630,Unglück::N,უბედურება,пәле
631,Unglück::N,უბედურება,қасырет
632,Unglück::N,უბედურება,ауыртпалық
633,Schuld::N,ბრალი,айыптылық
634,Alter::N,ასაკი,жас
635,Alter::N,ასაკი,жас шамасы
636,Schluss::N,ბოლო,ада
637,Schluss::N,ბოლო,бітуі
638,Schluss::N,დასასრული,ада
639,Schluss::N,დასასრული,бітуі
640,Zeit::N,დრო,уақыт
641,Tag::N,დღე,күн
642,Morgen::N,დილა,таң
643,Morgen::N,დილა,таңертең
644,Mittag::N,შუადღე,талтүс
645,Abend::N,საღამო,кеш
646,Nacht::N,ღამე,түн
647,Woche::N,კვირა,апта
648,Monat::N,თვე,ай
649,Jahr::N,წელი,жыл
650,Frühling::N,გაზაფხული,көктем
651,Sommer::N,ზაფხული,жаз
652,Herbst::N,შემოდგომა,күз
653,Winter::N,ზამთარი,қыс
654,Januar::N,იანვარი,каңтар
655,Februar::N,თებერვალი,ақпан
656,März::N,მარტი,наурыз
657,April::N,აპრილი,сәуір
658,Mai::N,მაისი,мамыр
659,Juni::N,ივნისი,маусым
660,Juli::N,ივლისი,шілде
661,August::N,აგვისტო,сүмбіле
662,August::N,აგვისტო,тамыз
663,September::N,სექტემბერი,қыркүйек
664,Oktober::N,ოქტომბერი,ақырап
665,November::N,ნოემბერი,қараша
666,Dezember::N,დეკემბერი,желтоқсан
667,Montag::N,ორშაბათი,дүйсенбі
668,Dienstag::N,სამშაბათი,сейсенбі
669,Mittwoch::N,ოთხშაბათი,сәрсенбі
670,Donnerstag::N,ხუთშაბათი,бейсенбі
671,Freitag::N,პარასკევი,жұма
672,Samstag::N,შაბათი,сенбі
673,Sonntag::N,კვირა,жексембі
674,groß::A,დიდი,алпамсадай
675,klein::A,მცირე,кішкене
676,klein::A,მცირე,қарғадай
677,klein::A,პატარა,кішкене
678,klein::A,პატარა,қарғадай
679,lang::A,გრძელი,сопақ
680,lang::A,გრძელი,сорайған
681,kurz::A,მოკლე,кеспелтек
682,breit::A,ფართო,айдынды
683,breit::A,განიერი,айдынды
684,schmal::A,ვიწრო,қысық
685,schmal::A,წვრილი,қысық
686,dicht::A,მჭიდრო,жиі
687,dick[Gegenstand]::A,სქელი,шомбал
688,dünn::A,წვრილი,жұқа
689,dünn::A,წვრილი,жіңішке
690,fein::A,თხელი,қаңылтақ
691,fest::A,მყარი,берік
692,fest::A,მყარი,мызғымас
693,flach::A,ბრტყელი,жалпак
694,glatt::A,გლუ,типыл
695,hart::A,მაგარი,қатты
696,weich::A,რბილი,жұмсақ
697,rund::A,მრგვალი,домалақ
698,spitz::A,წვეტიანი,үшкір
699,scharf::A,მჭრელი,сүйрік
700,stumpf::A,ბლაგვი,доғал
701,stumpf::A,ბლაგვი,өтпейтін
702,schwer::A,მძიმე,салмақты
703,schön::A,ლამაზი,сұлу
704,heiß::A,ცხელი,ыссы
705,warm::A,თბილი,жылы
706,kalt::A,ცივი,аязды
707,kühl::A,გრილი,салқын
708,frisch::A,სუფთა,таза
709,frisch::A,სუფთა,жаңа
710,feucht::A,ნოტიო,нам
711,feucht::A,ნოტიო,дымқылды
712,nass::A,სველი,сулы
713,trocken::A,მშრალი,құрғақ
714,voll::A,სავსე,толы
715,leer::A,ცარიელი,бос
