,Concept_ID,hr,da
105,Schmutz::N,prljavština,snavs
106,See::N,jezero,sø
107,Sumpf::N,bara,sump
108,Moor::N,močvara,mose
109,Wiese::N,livada,eng
110,Wald::N,šuma,skov
111,Hügel::N,brijeg,høj
112,Hügel::N,brijeg,bakke
113,Hügel::N,brežuljak,høj
114,Hügel::N,brežuljak,bakke
115,Anhöhe::N,uzvišica,høj
116,Anhöhe::N,uzvišica,bakke
117,Berg::N,brdo,bjerg
118,Gipfel::N,vrh,top
119,Höhle::N,pećina,hule
120,Höhle::N,spilja,hule
121,Abhang::N,obronak,skrænt
122,Abhang::N,obronak,skråning
123,Abhang::N,nizbrdica,skrænt
124,Abhang::N,nizbrdica,skråning
125,Quelle::N,izvor,kilde
126,Quelle::N,vrelo,kilde
127,Bach::N,potok,bæk
128,Fluss::N,rijeka,flod
129,Ufer::N,obala,bred
130,Küste::N,obala,kyst
131,Küste::N,morska obala,kyst
132,Festland::N,kopno,fastland
133,Meer::N,more,hav
134,Bucht::N,zaliv,bugt
135,Insel::N,ada,ø
136,Insel::N,otok,ø
137,Blume::N,cvijet,blomst
138,Gras::N,trava,græs
139,Wurzel::N,korijen,rod
140,Baum::N,drvo,træ
141,Baum::N,stablo,træ
142,Stamm::N,deblo,stamme
143,Stamm::N,stablo,stamme
144,Rinde::N,kora,bark
145,Ast::N,grana,gren
146,Zweig::N,grana,kvist
147,Blatt::N,list,blad
148,Birke::N,breza,birk
149,Kiefer[Baum]::N,bor,fyrretræ
150,Weide[Baum]::N,iva,piletræ
151,Weide[Baum]::N,vŕba,piletræ
152,Tanne::N,jela,gran
153,Horn::N,rog,horn
154,Feder::N,pero,fjer
155,Fell::N,koža,skind
156,Flügel::N,krilo,vinge
157,Klaue::N,papak,klov
158,Kralle::N,pandža,klo
159,Schwanz::N,rep,hale
160,Ei::N,jaje,æg
161,Nest::N,gnijezdo,rede
162,Bau::N,jazbina,bo
163,Tier::N,životinja,dyr
164,Herde::N,krdo,flok
165,Herde::N,stado,flok
166,Kuh::N,krava,ko
167,Bulle::N,bik,tyr
168,Pferd::N,konj,hest
169,Schaf::N,ovca,får
170,Schwein::N,svinja,gris
171,Hund::N,pas,hund
172,Hund::N,pseto,hund
173,Katze::N,mačka,kat
174,Bär::N,medvjed,bjørn
175,Eichhörnchen::N,vjeverica,egern
176,Elch::N,los,elg
177,Fuchs::N,lisica,ræv
178,Hase::N,zec,hare
179,Maus::N,miš,mus
180,Wolf::N,vuk,ulv
181,Wolf::N,kurjak,ulv
182,Vogel::N,ptica,fugl
183,Schwarm::N,roj,sværm
184,Schwarm::N,jato,sværm
185,Huhn::N,kokoš,høne
186,Hahn::N,kokot,hane
187,Hahn::N,pijevac,hane
188,Gans::N,guska,gås
189,Adler::N,orao,ørn
190,Ente::N,patka,and
191,Eule::N,sova,ugle
192,Kranich::N,ždral,trane
193,Krähe::N,vrana,krage
194,Kuckuck::N,kukavica,gøg
195,Schwan::N,labud,svane
196,Fisch::N,riba,fisk
197,Barsch::N,grgeč,aborre
198,Hecht::N,štuka,gedde
199,Schlange[Tier]::N,guja,slange
200,Schlange[Tier]::N,zmija,slange
201,Wurm::N,crv,orm
202,Spinne::N,pauk,edderkop
203,Ameise::N,mrav,myre
204,Laus::N,uš,lus
205,Mücke::N,komarac,myg
206,Fliege::N,muha,flue
207,Schmetterling::N,leptir,sommerfugl
208,Beere::N,boba,bær
209,Beere::N,bobica,bær
210,Apfel::N,jabuka,æble
211,Pilz::N,pečurka,svamp
212,Zwiebel::N,luk,løg
213,Zwiebel::N,kapula,løg
214,Saat::N,sjemenje,sæd
215,Korn::N,zrno,korn
216,Heu::N,sijeno,hø
217,Schale::N,kora,skræl
218,Schale::N,ljuska,skræl
219,Grube::N,jama,grav
220,Falle::N,zamka,fælde
221,Falle::N,klopka,fælde
222,Schlinge::N,uzao,snare
223,Schlinge::N,petlja,snare
224,Spur::N,trag,spor
225,Spur::N,slijed,spor
226,Asche::N,pepeo,aske
227,Dreck::N,blato,snavs
228,Eisen::N,željezo,jern
229,Gold::N,zlato,guld
230,Silber::N,srebro,sølv
231,Kohle::N,ugalj,kul
232,Kohle::N,ugljen,kul
233,Glas::N,staklo,glas
234,Lehm::N,glina,ler
235,Lehm::N,ilovača,ler
236,Sand::N,pijesak,sand
237,Mensch::N,čovjek,mennesge
238,Mann::N,muškarac,mand
239,Frau::N,žena,kvinde
240,Kind::N,čedo,barn
241,Kind::N,dijete,barn
242,Junge::N,momče,dreng
243,Junge::N,dječak,dreng
244,Mädchen::N,djevojka,pige
245,Mädchen::N,djevojčica,pige
246,Familie::N,obitelj,familie
247,Familie::N,porodica,familie
248,Großvater::N,djed,bedstefar
249,Großmutter::N,baka,bedstemor
250,Eltern::N,roditelji,forældre
251,Vater::N,otac,far
252,Mutter::N,majka,mor
253,Sohn::N,sin,søn
254,Tochter::N,kći,datter
255,Tochter::N,kćerka,datter
256,Bruder::N,brat,bror
257,Schwester::N,sestra,søster
258,Onkel::N,čika,onkel
259,Onkel::N,ujak,onkel
260,Tante::N,ujna,tante
261,Tante::N,tetka,tante
262,Ehemann::N,muž,ægtemand
263,Ehemann::N,suprug,ægtemand
264,Ehefrau::N,žena,hustru
265,Ehefrau::N,supruga,hustru
266,Freude::N,radost,glæde
267,Gelächter::N,grohot,latter
268,Glück::N,sreća,lykke
269,Kummer::N,jad,sorg
270,Kummer::N,briga,sorg
271,Wunsch::N,želja,ønske
272,Lust::N,volja,lyst
273,Geist::N,duh,ånd
274,Gedanke::N,misao,tanke
275,Gedächtnis::N,pamćenje,hukommelse
276,Verstand::N,um,forstand
277,Verstand::N,razum,forstand
278,Sinn::N,smisao,mening
279,Sinn::N,smisao,betydning
280,Sinn::N,značenje,mening
281,Sinn::N,značenje,betydning
282,Grund::N,razlog,grund
283,Wahrheit::N,istina,sandhed
284,Gespräch::N,razgovor,samtale
285,Märchen::N,bajka,eventyr
286,Erzählung::N,priča,fortælling
287,Erzählung::N,pripovijest,fortælling
288,Nachricht::N,vijest,efterretning
289,Neuigkeit::N,novost,nyhed
290,Name::N,ime,navn
291,Rätsel::N,zagonetka,gåde
292,Rede::N,govor,tale
293,Rede::N,besjeda,tale
294,Sprache::N,jezik,sprog
295,Stimme::N,glas,stemme
296,Wort::N,riječ,ord
297,Zeichen::N,znak,tegn
298,Ruf::N,povik,råb
299,Ruf::N,poklik,råb
300,Lärm::N,buka,larm
301,Lärm::N,galama,larm
302,Laut::N,zvuk,lyd
303,Ton::N,ton,tone
304,Lied::N,pjesma,sang
305,Ruhe::N,tišina,ro
306,Ruhe::N,tišina,hvile
307,Ruhe::N,počinak,ro
308,Ruhe::N,počinak,hvile
309,Leute::N,ljudi,folk
310,Leute::N,ljudi,mennesker
311,Volk::N,puk,folk
312,Volk::N,narod,folk
313,Arbeit::N,rad,arbejde
314,Arbeit::N,posao,arbejde
315,Gast::N,gost,gæst
316,Geschenk::N,dar,gave
317,Geschenk::N,poklon,gave
318,Spiel::N,igra,leg
319,Gesellschaft::N,društvo,selskab
320,Gesellschaft::N,kompanija,selskab
321,Hilfe::N,pomoć,hjælp
322,Freund::N,prijatelj,ven
323,Kamerad::N,drug,kammerat
324,Kamerad::N,drugar,kammerat
325,Angelegenheit::N,posao,sag
326,Angelegenheit::N,posao,anliggende
327,Anzahl::N,broj,antal
328,Anzahl::N,brojnost,antal
329,Art::N,vid,art
330,Art::N,vrst,art
331,Stück::N,komad,stykke
332,Teil::N,dio,del
333,Hälfte::N,polovina,halvdel
334,Kreis::N,krug,cirkel
335,Kreuz::N,križ,kors
336,Kreuz::N,križ,kryds
337,Linie::N,crta,linie
338,Strich::N,crta,streg
339,Abstand::N,razmak,afstand
340,Abstand::N,odstojanje,afstand
341,Entfernung::N,udaljenost,afstand
342,Gegend::N,kraj,egn
343,Gegend::N,predeo,egn
344,Platz::N,mjesto,plads
345,Ort::N,mjesto,sted
346,Seite::N,bok,side
347,Seite::N,strana,side
348,Mitte::N,sredina,midte
349,Gegenstand::N,predmet,genstand
350,Sache::N,posao,sag
351,Rand::N,rub,rand
352,Rand::N,kraj,rand
353,Kante::N,brid,kant
354,Kante::N,ivica,kant
355,Ecke::N,ugao,hjørne
356,Spitze::N,vrh,spids
357,Spitze::N,šiljak,spids
358,Ende::N,konac,ende
359,Loch::N,rupa,hul
360,Winkel::N,kut,vinkel
361,Winkel::N,ugao,vinkel
362,Muster::N,uzor,mønster
363,Größe::N,veličina,størrelse
364,Länge::N,duljina,længde
365,Höhe::N,visina,højde
366,Gewicht::N,težina,vægt
367,Menge::N,mnoštvo,mængde
368,Menge::N,količina,mængde
369,Haufen::N,hrpa,bunke
370,Haufen::N,gomila,bunke
371,Reihe::N,red,række
372,Boot::N,čun,båd
373,Boot::N,čamac,båd
374,Ruder::N,veslo,åre
375,Schlitten::N,saone,kælk
376,Schlitten::N,saone,slæde
377,Ski::N,ski,ski
378,Ski::N,smučka,ski
379,Lagerfeuer::N,logorska vatra,lejrbål
380,Last::N,tovar,last
381,Last::N,tovar,byrde
382,Gang::N,hod,gang
383,Schritt::N,korak,skridt
384,Norden::N,sjever,nord
385,Süden::N,jug,syd
386,Westen::N,zapad,vest
387,Osten::N,istok,øst
388,Holz::N,drvo,træ
389,Brett::N,daska,bræt
390,Platte::N,ploča,plade
391,Stütze::N,potpora,støtte
392,Stange::N,motka,stang
393,Stock::N,štap,stok
394,Stock::N,palica,stok
395,Stab::N,štap,stav
396,Stab::N,šipka,stav
397,Rohr::N,cijev,rør
398,Haus::N,kuća,hus
399,Heim::N,dom,hjem
400,Ofen::N,peć,ovn
401,Fußboden::N,pod,gulv
402,Tisch::N,stol,bord
403,Tisch::N,trpeza,bord
404,Stuhl::N,stolac,stol
405,Stuhl::N,stolica,stol
406,Wiege::N,kolijevka,vugge
407,Bett::N,krevet,seng
408,Bett::N,postelja,seng
409,Regal::N,polica,reol
410,Kiste::N,sanduk,kasse
411,Fenster::N,prozor,vindue
412,Tür::N,vrata,dør
413,Tor::N,vrata,port
414,Tor::N,kapija,port
415,Zaun::N,plot,stakit
416,Zaun::N,ograda,stakit
417,Dach::N,krov,tag
418,Leiter::N,ljestve,stige
419,Leiter::N,ljestvice,stige
420,Besen::N,metla,kost
421,Spaten::N,ašov,spade
422,Schaufel::N,lopata,skovl
423,Gabel::N,viljuška,gaffel
424,Löffel::N,žlica,ske
425,Messer::N,nož,kniv
426,Nagel::N,čavao,søm
427,Netz::N,mreža,net
428,Haken::N,kuka,krog
429,Griff::N,držak,tag
430,Griff::N,držak,håndtag
431,Griff::N,ručica,tag
432,Griff::N,ručica,håndtag
433,Schloss::N,brava,lås
434,Bild::N,slika,billede
435,Figur::N,figura,figur
436,Puppe::N,lutka,dukke
437,Beutel::N,kesa,pose
438,Bündel::N,snop,bylt
439,Bündel::N,snop,bundt
440,Bündel::N,svežanj,bylt
441,Bündel::N,svežanj,bundt
442,Tasche::N,torba,taske
443,Tasche::N,taška,taske
444,Eimer::N,kabao,spand
445,Deckel::N,poklopac,låg
446,Geschirr::N,suđe,husgeråd
447,Geschirr::N,posuđe,husgeråd
448,Sack::N,džak,sæk
449,Sack::N,vreća,sæk
450,Tasse::N,šalica,kop
451,Topf::N,lonac,gryde
452,Kessel::N,kazan,kedel
453,Essen::N,obrok,måltid
454,Nahrung::N,hrana,mad
455,Nahrung::N,hrana,næring
456,Speise::N,jelo,ret
457,Fleisch::N,meso,kød
458,Getreide::N,žito,korn
459,Getreide::N,žitarice,korn
460,Brei::N,kaša,grød
461,Brot::N,kruh,brød
462,Scheibe::N,kriška,skive
463,Fett::N,mast,fedt
464,Fett::N,salo,fedt
465,Butter::N,buter,smør
466,Butter::N,maslac,smør
467,Öl::N,ulje,olie
468,Salz::N,sol,salt
469,Suppe::N,supa,suppe
470,Honig::N,med,honning
471,Milch::N,mlijeko,mælk
472,Tee::N,čaj,te
473,Leder::N,koža,skind
474,Wolle::N,vuna,uld
475,Stoff::N,štof,stof
476,Stoff::N,tkanina,stof
477,Nadel::N,igla,nål
478,Faden::N,nit,tråd
479,Faden::N,konac,tråd
480,Knopf::N,dugme,knap
481,Knoten::N,čvor,knude
482,Knoten::N,uzao,knude
483,Farbe::N,farba,farve
484,Kleidung::N,odjeća,påklædning
485,Hemd::N,košulja,skjorte
486,Kragen::N,ovratnik,krave
487,Ärmel::N,rukav,ærme
488,Hose::N,hlače,bukser
489,Gürtel::N,pas,bælte
490,Gürtel::N,pojas,bælte
491,Mütze::N,kapa,hue
492,Schuh::N,cipela,sko
493,Stiefel::N,čizma,støvle
494,Ring::N,prsten,ring
495,Band::N,vrpca,bånd
496,Kamm::N,češalj,kam
497,Spiegel::N,zrcalo,spejl
498,Spiegel::N,ogledalo,spejl
499,Riemen::N,kaiš,rem
500,Riemen::N,remen,rem
501,Schnur::N,vrpca,snor
502,Leine::N,uzica,snor
503,Decke::N,ćebe,tæppe
504,Decke::N,pokrivač,tæppe
505,Kissen::N,jastuk,pude
506,Tuch::N,rubac,sjaltørklæde
507,Tuch::N,marama,sjaltørklæde
508,Handtuch::N,ručnik,håndklæde
509,Kraft::N,snaga,kraft
510,Stärke::N,jakost,styrke
511,Gesundheit::N,zdravlje,sundhed
512,Krankheit::N,bolest,sygdom
513,Schmerz::N,bol,smerte
514,Wunde::N,rana,sår
515,Fieber::N,groznica,feber
516,Arznei::N,lijek,medicin
517,Arznei::N,lijek,lægemiddel
518,Brücke::N,most,bro
519,Brücke::N,ćuprija,bro
520,Brunnen::N,bunar,brønd
521,Brunnen::N,zdenac,brønd
522,Weide::N,paša,græsgang
523,Weide::N,pašnjak,græsgang
524,Pfad::N,staza,sti
525,Weg::N,put,vej
526,Straße::N,drum,gade
527,Straße::N,cesta,gade
528,Dorf::N,selo,landsby
529,Stadt::N,grad,by
530,Stadt::N,varoš,by
531,Brief::N,list,brev
532,Brief::N,pismo,brev
533,Buch::N,knjiga,bog
534,Buchstabe::N,slovo,bogstav
535,Zeitung::N,novine,avis
536,Leben::N,život,liv
537,Tod::N,smrt,død
538,Grab::N,raka,grav
539,Kirche::N,crkva,kirke
540,Sünde::N,grijeh,synd
541,Gott::N,bog,gud
542,Arbeiter::N,radnik,arbejder
543,Chef::N,šef,chef
544,Meister::N,majstor,mester
545,Arzt::N,liječnik,læge
546,Lehrer::N,učitelj,lærer
547,Geld::N,novac,penge
548,Geschäft::N,posao,forretning
549,Geschäft::N,trgovina,forretning
550,Laden::N,dućan,butik
551,Laden::N,dućan,forretning
552,Preis::N,cijena,pris
553,Ware::N,roba,vare
554,Nutzen::N,korist,nytte
555,Reichtum::N,bogatstvo,rigdom
556,Welt::N,svijet,verden
557,Land::N,zemlja,land
558,Staat::N,država,stat
559,König::N,kralj,konge
560,Macht::N,moć,magt
561,Macht::N,vlast,magt
562,Grenze::N,granica,grænse
563,Krieg::N,rat,krig
564,Feind::N,neprijatelj,fjende
565,Gewalt::N,sila,vold
566,Gewalt::N,nasilje,vold
567,Kampf::N,boj,kamp
568,Kampf::N,borba,kamp
569,Bogen[Waffe]::N,luk,bue
570,Pfeil::N,strijela,pil
571,Gewehr::N,puška,gevær
572,Fehler::N,pogreška,fejl
573,Fehler::N,griješka,fejl
574,Lüge::N,laž,løgn
575,Schaden::N,šteta,skade
576,Unglück::N,nesreća,uheld
577,Unglück::N,nesreća,ulykke
578,Schuld::N,krivnja,skyld
579,Alter::N,dob,alder
580,Schluss::N,kraj,slut
581,Schluss::N,kraj,slutning
582,Schluss::N,konac,slut
583,Schluss::N,konac,slutning
584,Zeit::N,doba,tid
585,Zeit::N,vrijeme,tid
586,Tag::N,dan,dag
587,Morgen::N,jutro,morgen
588,Mittag::N,podne,middag
589,Abend::N,veče,aften
590,Abend::N,večer,aften
591,Nacht::N,noć,nat
592,Woche::N,sedmica,uge
593,Monat::N,mjesec,måned
594,Jahr::N,godina,år
595,Frühling::N,proljeće,forår
596,Sommer::N,ljeto,sommer
597,Herbst::N,jesen,efterår
598,Winter::N,zima,vinter
599,Januar::N,januar,januar
600,Januar::N,siječanj,januar
601,Februar::N,veljača,februar
602,Februar::N,februar,februar
603,März::N,mart,marts
604,März::N,ožujak,marts
605,April::N,april,april
606,April::N,travanj,april
607,Mai::N,maj,maj
608,Mai::N,svibanj,maj
609,Juni::N,juni,juni
610,Juni::N,lipanj,juni
611,Juli::N,juli,juli
612,Juli::N,srpanj,juli
613,August::N,august,august
614,August::N,kolovoz,august
615,September::N,rujan,september
616,September::N,septembar,september
617,Oktober::N,oktobar,oktober
618,Oktober::N,listopad,oktober
619,November::N,studeni,november
620,November::N,novembar,november
621,Dezember::N,prosinac,december
622,Montag::N,ponedjeljak,mandag
623,Montag::N,ponedjeljnik,mandag
624,Dienstag::N,utorak,tirsdag
625,Dienstag::N,utornik,tirsdag
626,Mittwoch::N,srijeda,onsdag
627,Donnerstag::N,četvrtak,torsdag
628,Freitag::N,petak,fredag
629,Samstag::N,subota,lørdag
630,Sonntag::N,nedjelja,søndag
631,groß::A,velik,stor
632,klein::A,mali,lille
633,klein::A,malen,lille
634,lang::A,dug,lang
635,lang::A,dugačak,lang
636,kurz::A,kratak,kort
637,breit::A,širok,bred
638,schmal::A,uski,smal
639,schmal::A,uzak,smal
640,dicht::A,gust,tæt
641,dick[Gegenstand]::A,debeo,tyk
642,dünn::A,tanak,tynd
643,fein::A,fin,fin
644,fein::A,tanak,fin
645,fest::A,čvrst,fast
646,flach::A,ravan,flad
647,flach::A,plosnat,flad
648,glatt::A,gladak,glat
649,hart::A,tvrd,hård
650,weich::A,mek,blød
651,weich::A,mekan,blød
652,rund::A,okrugao,rund
653,spitz::A,oštar,spids
654,spitz::A,šiljast,spids
655,scharf::A,oštar,skarp
656,scharf::A,bridak,skarp
657,stumpf::A,tup,sløv
658,stumpf::A,tup,stump
659,schwer::A,težak,tung
660,schön::A,krasan,skøn
661,heiß::A,vruć,hed
662,warm::A,topao,varm
663,kalt::A,hladan,kold
664,kühl::A,hladan,kølig
665,frisch::A,svjež,frisk
666,feucht::A,vlažan,fugtig
667,nass::A,mokar,våd
668,trocken::A,suh,tør
669,voll::A,pun,fuld
670,leer::A,prazan,tom
671,offen::A,otvoren,åben
672,geschlossen::A,zatvoren,lukket
673,sauber::A,čist,ren
674,schmutzig::A,nečist,snavset
675,schmutzig::A,blatan,snavset
676,roh::A,sirov,rå
677,reif::A,zreo,moden
678,lecker::A,tečan,lækker
679,lecker::A,ukusan,lækker
680,süß::A,sladak,sød
681,bitter::A,gorak,bitter
682,sauer::A,kiseo,sur
683,hell::A,vedar,lys
684,hell::A,svijetao,lys
685,dunkel::A,taman,mørk
686,schwarz::A,crn,sort
687,weiß::A,bio,hvid
688,weiß::A,bijel,hvid
689,rot::A,crven,rød
690,gelb::A,žut,gul
691,blau::A,plav,blå
692,blau::A,modar,blå
693,grün::A,zelen,grøn
694,grau::A,siv,grå
695,bunt::A,šaren,broget
696,billig::A,jeftin,billig
697,teuer::A,skup,dyr
698,wertvoll::A,vrijedan,værdifuld
699,wertvoll::A,dragocjen,værdifuld
700,blind::A,slijep,blind
701,taub::A,gluh,døv
702,kräftig::A,snažan,kraftig
703,stark::A,jak,stærk
704,stark::A,snažan,stærk
705,schwach::A,slab,svag
706,fett::A,pretio,fed
707,schlank::A,vitak,slank
708,hübsch::A,zgodan,køn
709,böse::A,zao,ond
710,böse::A,zao,slem
711,böse::A,opak,ond
712,böse::A,opak,slem
713,dumm::A,glup,dum
714,faul::A,lijen,doven
715,fleißig::A,radin,flittig
716,fleißig::A,marljiv,flittig
717,geizig::A,škrt,gerrig
718,klug::A,razborit,klog
719,geschickt::A,vješt,dygtig
720,geschickt::A,vješt,behændig
721,lieb::A,drag,rar
722,lustig::A,veseo,lystig
723,sanft::A,blag,blid
724,hungrig::A,gladan,sulten
725,krank::A,bolestan,syg
726,nackt::A,nag,nøgen
727,traurig::A,tužan,bedrøvet
728,traurig::A,žalostan,bedrøvet
729,lebendig::A,živ,levende
730,gut::A,dobar,god
731,schlecht::A,loš,dårlig
732,schlecht::A,rđav,dårlig
733,richtig::A,tačan,rigtig
734,richtig::A,ispravan,rigtig
735,schlimm::A,zao,slem
736,schlimm::A,zločest,slem
737,wahr::A,istinit,sand
738,alt::A,star,gammel
739,neu::A,nov,ny
740,ehemalig::A,bivši,forhenværende
741,alt[Lebewesen]::A,star,gammel
742,jung::A,mlad,ung
743,arm::A,ubog,fattig
744,arm::A,siromašan,fattig
745,reich::A,bogat,rig
746,bekannt::A,poznat,kendt
747,berühmt::A,čuven,berømt
748,berühmt::A,slavan,berømt
749,fremd::A,tuđ,fremmed
750,fremd::A,stran,fremmed
751,verschieden::A,razan,forskellig
752,verschieden::A,različan,forskellig
753,nah::A,blizak,nær
754,fern::A,dalek,fjern
755,fern::A,daljnji,fjern
756,linker::A,lijevi,venstre
757,rechter::A,desni,højre
758,anderer::A,drugi,anden
759,anderer::A,drugačiji,anden
760,erster::A,prvi,første
761,zweiter::A,drugi,anden
762,dritter::A,treći,tredje
763,letzter::A,zadnji,sidste
764,allein::ADV,sam,alene
765,auf einmal::ADV,istodobno,på én gang
766,zusammen::ADV,skupa,sammen
767,zusammen::ADV,zajedno,sammen
768,lange::ADV,dugo,længe
769,plötzlich::ADV,naglo,pludselig
770,plötzlich::ADV,iznenada,pludselig
771,sofort::ADV,odmah,straks
772,später::ADV,kasnije,senere
773,jetzt::ADV,sad,nu
774,jetzt::ADV,sada,nu
775,heute::ADV,danas,i dag
776,morgen::ADV,sutra,i morgen
777,bald::ADV,skoro,snart
778,bald::ADV,doskora,snart
779,dann::ADV,zatim,så
780,gestern::ADV,juče,i går
781,gestern::ADV,jučer,i går
782,einst::ADV,negda,engang
783,einst::ADV,nekada,engang
784,damals::ADV,tada,dengang
785,damals::ADV,onda,dengang
786,danach::ADV,poslije,derefter
787,danach::ADV,nakon toga,derefter
788,vorher::ADV,prije,før
789,vorher::ADV,prije,forud
790,vorher::ADV,prije toga,før
791,vorher::ADV,prije toga,forud
792,zuerst::ADV,prvo,først
793,zuerst::ADV,najprije,først
794,einmal::ADV,jednom,en gang
795,einmal::ADV,jedanput,en gang
796,manchmal::ADV,katkad,sommetider
797,manchmal::ADV,katkada,sommetider
798,oft::ADV,često,ofte
799,immer::ADV,vazda,altid
800,immer::ADV,uvijek,altid
801,niemals::ADV,nikad,aldrig
802,niemals::ADV,nikada,aldrig
803,hier::ADV,tu,her
804,hier::ADV,ovdje,her
805,hierhin::ADV,amo,hid
806,hierhin::ADV,amo,herhen
807,hierhin::ADV,ovamo,hid
808,hierhin::ADV,ovamo,herhen
809,von hier::ADV,odavde,herfra
810,dort::ADV,ondje,der
811,dorthin::ADV,onamo,derhen
812,geradeaus::ADV,ravno,lige ud
813,vorwärts::ADV,naprijed,fremad
814,rückwärts::ADV,natrag,baglæns
815,zurück::ADV,nazad,tilbage
816,zurück::ADV,natrag,tilbage
817,unten::ADV,dolje,nede
818,unten::ADV,dolje,forneden
819,hinab::ADV,nizbrdo,ned
820,hinab::ADV,nizbrdo,nedad
821,oben::ADV,gore,oppe
822,oben::ADV,gore,ovenpå
823,hinauf::ADV,uzbrdo,op
824,hinauf::ADV,uzbrdo,opad
825,überall::ADV,svuda,overalt
826,überall::ADV,svagdje,overalt
827,nicht::ADV,ne,ikke
828,ein wenig::ADV,malo,lidt
829,kaum::ADV,tek,knap
830,kaum::ADV,tek,næppe
831,kaum::ADV,jedva,knap
832,kaum::ADV,jedva,næppe
833,sehr::ADV,jako,meget
834,sehr::ADV,veoma,meget
835,so::ADV,tako,så
836,so::ADV,ovako,så
837,noch::ADV,još,endnu
838,nur::ADV,samo,kun
839,nur::ADV,samo,bare
840,schon::ADV,već,alt
841,schon::ADV,već,allerede
842,wieder::ADV,opet,igen
843,wieder::ADV,ponovo,igen
844,vergebens::ADV,uzalud,forgæves
845,vergebens::ADV,zabadava,forgæves
846,vor::PRP,pred,foran
847,vor::PRP,pred,uden for
848,vor::PRP,ispred,foran
849,vor::PRP,ispred,uden for
850,hinter::PRP,za,bag
851,hinter::PRP,za,bagved
852,hinter::PRP,iza,bag
853,hinter::PRP,iza,bagved
854,unter::PRP,pod,under
855,unter::PRP,ispod,under
856,durch::PRP,po,gennem
857,durch::PRP,po,igennem
858,durch::PRP,kroz,gennem
859,durch::PRP,kroz,igennem
