,Concept_ID,tr,te
215,Glas::N,cam,గాజు
216,Lehm::N,balçık,బంకమన్ను
217,Sand::N,kum,ఇసుక
218,Mensch::N,insan,నరుడు
219,Mann::N,adam,పురుమడు
220,Mann::N,erkek,పురుమడు
221,Frau::N,bayan,ఆడుది
222,Kind::N,çocuk,బిడ్డ
223,Junge::N,erkek çocuk,బాలుడు
224,Mädchen::N,kız,బాలిక
225,Familie::N,aile,కుటుంబము
226,Großvater::N,dede,తాత
227,Großvater::N,büyükbaba,తాత
228,Großmutter::N,nine,అయ్యమ్మ
229,Großmutter::N,büyükanne,అయ్యమ్మ
230,Eltern::N,ebeveyn,తల్లితండ్రులు
231,Eltern::N,ana baba,తల్లితండ్రులు
232,Vater::N,ata,తండ్రి
233,Vater::N,baba,తండ్రి
234,Mutter::N,ana,తల్లి
235,Mutter::N,anne,తల్లి
236,Sohn::N,oğul,కొడుకు
237,Tochter::N,kız,కూతురు
238,Tochter::N,kız evlât,కూతురు
239,Bruder::N,abi,పోదరుడు
240,Bruder::N,erkek kardeş,పోదరుడు
241,Schwester::N,abla,సోదరి
242,Schwester::N,kız kardeş,సోదరి
243,Onkel::N,dayı,మేనమామ
244,Tante::N,hala,మేనత్త
245,Tante::N,hala,పినతల్లి
246,Tante::N,teyze,మేనత్త
247,Tante::N,teyze,పినతల్లి
248,Ehemann::N,koca,భర్త
249,Ehefrau::N,karı,భార్య
250,Freude::N,neşe,సంతోషము
251,Freude::N,sevinç,సంతోషము
252,Gelächter::N,gülme,నవ్వు
253,Gelächter::N,kahkaha,నవ్వు
254,Glück::N,mutluluk,సంతోషము
255,Kummer::N,dert,దుఃఖము
256,Kummer::N,keder,దుఃఖము
257,Wunsch::N,arzu,కోరిక
258,Wunsch::N,istek,కోరిక
259,Lust::N,arzu,కోరిక
260,Lust::N,heves,కోరిక
261,Geist::N,tin,ఆత్మ
262,Gedanke::N,fikir,ఆలోచన
263,Gedanke::N,düşünce,ఆలోచన
264,Gedächtnis::N,bellek,జ్ఞాపకము
265,Verstand::N,zekâ,మనస్సు
266,Sinn::N,anlam,అర్థము
267,Grund::N,sebep,కారణము
268,Wahrheit::N,doğruluk,సత్యము
269,Wahrheit::N,gerçeklik,సత్యము
270,Gespräch::N,görüşme,పంభాషణ
271,Märchen::N,masal,అద్భుతకథ
272,Erzählung::N,öykü,కథ
273,Erzählung::N,hikâye,కథ
274,Nachricht::N,haber,వార్త
275,Neuigkeit::N,haber,వార్త
276,Name::N,ad,పేరు
277,Name::N,isim,పేరు
278,Rätsel::N,bilmece,చిక్కు
279,Rede::N,söylev,ఉపన్యాసము
280,Rede::N,konuşma,ఉపన్యాసము
281,Sprache::N,dil,భాష
282,Sprache::N,lisan,భాష
283,Stimme::N,ses,కంరథ్సని
284,Wort::N,kelime,మాట
285,Zeichen::N,işaret,గుర్తు
286,Ruf::N,çağırma,పిలువు
287,Lärm::N,şamata,సందడి
288,Lärm::N,gürültü,సందడి
289,Laut::N,ses,ధ్వని
290,Ton::N,ses,స్వరము
291,Lied::N,türkü,పాట
292,Ruhe::N,sakinlik,గాలిలేమి
293,Leute::N,halk,జనులు
294,Leute::N,insanlar,జనులు
295,Volk::N,ulus,జాతి
296,Volk::N,millet,జాతి
297,Arbeit::N,iş,పని
298,Arbeit::N,çalışma,పని
299,Gast::N,konuk,అతిధి
300,Gast::N,misafir,అతిధి
301,Geschenk::N,hediye,దానము
302,Geschenk::N,armağan,దానము
303,Spiel::N,oyun,ఆట
304,Gesellschaft::N,çevre,జట్టు
305,Gesellschaft::N,arkadaşlık,జట్టు
306,Hilfe::N,yardım,సాహాయ్యము
307,Freund::N,dost,స్నేహితుడు
308,Freund::N,arkadaş,స్నేహితుడు
309,Kamerad::N,arkadaş,చెలికాడు
310,Angelegenheit::N,iş,విషయము
311,Angelegenheit::N,husus,విషయము
312,Anzahl::N,sayı,లెక్క
313,Art::N,çeşit,జాతి
314,Stück::N,tane,తునుక
315,Stück::N,parça,తునుక
316,Teil::N,kısım,భాగము
317,Hälfte::N,yarı,సగము
318,Kreis::N,daire,వృత్తము
319,Kreuz::N,haç,సిలువ
320,Linie::N,hat,గీత
321,Linie::N,çizgi,గీత
322,Strich::N,çizgi,గీత
323,Abstand::N,aralık,సందు
324,Entfernung::N,mesafe,దూరము
325,Entfernung::N,uzaklık,దూరము
326,Gegend::N,yöre,విస్తీర్ణము
327,Platz::N,yer,ఎడము
328,Ort::N,yer,స్థలము
329,Seite::N,yan,ప్రక్క
330,Seite::N,taraf,ప్రక్క
331,Mitte::N,orta,నడిమి
332,Mitte::N,merkez,నడిమి
333,Gegenstand::N,şey,పద్దు
334,Sache::N,iş,వస్తువు
335,Sache::N,şey,వస్తువు
336,Rand::N,kenar,అంచు
337,Kante::N,kenar,అంచు
338,Ecke::N,köşe,మూల
339,Spitze::N,uç,మొన
340,Spitze::N,baş,మొన
341,Ende::N,uç,కొన
342,Loch::N,oyuk,రంధ్రము
343,Loch::N,delik,రంధ్రము
344,Winkel::N,köşe,కోణము
345,Muster::N,örnek,మాదిరి
346,Größe::N,büyüklük,పరిమాణము
347,Länge::N,uzunluk,పొడుగు
348,Höhe::N,yükseklik,పొడుగు
349,Gewicht::N,ağırlık,భారము
350,Menge::N,miktar,మొత్తము
351,Haufen::N,küme,రాశి
352,Haufen::N,yığın,రాశి
353,Reihe::N,sıra,వరుస
354,Boot::N,kayık,పడవ
355,Boot::N,sandal,పడవ
356,Ruder::N,kürek,అడక
357,Schlitten::N,kızak,సరవండ్లు
358,Ski::N,kayak,స్కీ
359,Lagerfeuer::N,kamp ateşi,నెగడు
360,Last::N,yük,బరువు
361,Gang::N,gidiş,నడక
362,Gang::N,yürüyüş,నడక
363,Schritt::N,adım,అడుగు
364,Norden::N,kuzey,ఉత్తరదిక్కు
365,Süden::N,güney,దక్షిణము
366,Westen::N,batı,పడమర
367,Osten::N,doğu,తూర్పు
368,Holz::N,ağaç,కొయ్య
369,Holz::N,tahta,కొయ్య
370,Brett::N,tahta,పలక
371,Platte::N,levha,పలక
372,Stütze::N,dayak,వాల్సేడ్లు
373,Stütze::N,destek,వాల్సేడ్లు
374,Stange::N,çubuk,స్తంభము
375,Stock::N,sopa,కఱ్ఱ
376,Stock::N,değnek,కఱ్ఱ
377,Stab::N,sırık,కఱ్ఱ
378,Stab::N,baston,కఱ్ఱ
379,Rohr::N,boru,గొట్టము
380,Haus::N,ev,ఇల్లు
381,Heim::N,ev,స్వగృహము
382,Heim::N,yurt,స్వగృహము
383,Ofen::N,soba,పొయ్యి
384,Fußboden::N,taban,నేల
385,Fußboden::N,döşeme,నేల
386,Tisch::N,masa,మేజా
387,Stuhl::N,iskemle,కుర్చీ
388,Stuhl::N,sandalye,కుర్చీ
389,Wiege::N,beşik,ఉయ్యాల
390,Bett::N,yatak,పడక
391,Bett::N,yatak,మంచం
392,Regal::N,raf,అటక
393,Kiste::N,sandık,వెట్టె
394,Fenster::N,pencere,కిటికి
395,Tür::N,kapı,ద్వారము
396,Tor::N,kapı,ద్వారము
397,Zaun::N,çit,కంచె
398,Dach::N,dam,ఇంటివైకప్పు
399,Dach::N,çatı,ఇంటివైకప్పు
400,Leiter::N,merdiven,నిచ్చెన
401,Besen::N,süpürge,చీపురుకట్ట
402,Spaten::N,bel,పాఱ
403,Schaufel::N,kürek,పాఱ
404,Gabel::N,çatal,ముండ్లగరిటె
405,Löffel::N,kaşık,గరిటె
406,Messer::N,bıçak,కత్తి
407,Nagel::N,çivi,మేకు
408,Netz::N,ağ,వల
409,Haken::N,çengel,కొక్కెము
410,Griff::N,kulp,పిడి
411,Griff::N,tutamak,పిడి
412,Schloss::N,kilit,తాళము
413,Bild::N,imaj,చిత్రము
414,Bild::N,resim,చిత్రము
415,Figur::N,şekil,రూపము
416,Figur::N,heykel,రూపము
417,Puppe::N,kukla,బొమ్మ
418,Beutel::N,kese,సంచి
419,Beutel::N,torba,సంచి
420,Bündel::N,deste,మూట
421,Tasche::N,çanta,సంచి
422,Eimer::N,kova,చేద
423,Deckel::N,kapak,మూత
424,Geschirr::N,kap kacak,వంటకాలు
425,Sack::N,torba,గోనెసంచి
426,Tasse::N,fincan,గిన్నె
427,Topf::N,tencere,కుండ
428,Kessel::N,kazan,నీరుకాచుపాత్ర
429,Essen::N,yemek,ఆహారము
430,Nahrung::N,gıda,ఆహారము
431,Nahrung::N,besin,ఆహారము
432,Speise::N,yemek,ఆహారము
433,Fleisch::N,et,మాంసము
434,Getreide::N,tahıl,ధాన్యము
435,Getreide::N,hububat,ధాన్యము
436,Brei::N,ezme,గుజ్జు
437,Brot::N,ekmek,రొట్టె
438,Scheibe::N,dilim,బద్ద
439,Fett::N,yağ,క్రొవ్వు
440,Butter::N,tereyağı,వెన్న
441,Öl::N,yağ,నూనె
442,Öl::N,akar yağ,నూనె
443,Salz::N,tuz,ఉప్పు
444,Suppe::N,çorba,చారు
445,Honig::N,bal,తెనె
446,Milch::N,süt,పాలు
447,Tee::N,çay,తేనీరు
448,Leder::N,deri,బాగుచేసివతోలు
449,Leder::N,meşin,బాగుచేసివతోలు
450,Wolle::N,yün,ఉన్ని
451,Stoff::N,kumaş,బట్ట
452,Nadel::N,iğne,సూది
453,Faden::N,tire,దారము
454,Faden::N,iplik,దారము
455,Knopf::N,düğme,బొత్తాము
456,Knoten::N,düğüm,ముడి
457,Farbe::N,boya,రంగు
458,Kleidung::N,giyim,బట్టలు
459,Hemd::N,gömlek,చొక్కాయ
460,Kragen::N,yaka,మాల
461,Ärmel::N,yen,చొక్కాయచెయ్యి
462,Ärmel::N,elbise kolu,చొక్కాయచెయ్యి
463,Hose::N,pantolon,ఇజారు
464,Gürtel::N,kuşak,పటకా
465,Mütze::N,bere,టోపి
466,Mütze::N,kasket,టోపి
467,Schuh::N,kundura,పాదరక్ష
468,Schuh::N,ayakkabı,పాదరక్ష
469,Stiefel::N,çizme,బూటు
470,Ring::N,yüzük,ఉంగరము
471,Band::N,bağ,నాడా
472,Band::N,şerit,నాడా
473,Kamm::N,tarak,దువ్వెన
474,Spiegel::N,ayna,అద్దము
475,Riemen::N,kayış,వాడా
476,Schnur::N,ip,దారము
477,Schnur::N,sicim,దారము
478,Leine::N,kayış,వారు
479,Decke::N,örtü,కంబళి
480,Decke::N,yorgan,కంబళి
481,Kissen::N,yastık,తలగడ
482,Tuch::N,bez,బట్ట
483,Handtuch::N,havlu,తువాలు
484,Kraft::N,güç,బలము
485,Kraft::N,kuvvet,బలము
486,Stärke::N,kuvvet,శక్తి
487,Gesundheit::N,sağlık,ఆరోగ్యము
488,Krankheit::N,hastalık,రోగము
489,Schmerz::N,ağrı,నొప్పి
490,Schmerz::N,sancı,నొప్పి
491,Wunde::N,yara,గాయము
492,Fieber::N,ateş,జ్వరము
493,Arznei::N,ilâç,మందు
494,Brücke::N,köprü,వంతెన
495,Brunnen::N,kuyu,బావి
496,Brunnen::N,kuyu,కూపము
497,Brunnen::N,kuyu,నుయ్యి
498,Brunnen::N,çeşme,బావి
499,Brunnen::N,çeşme,కూపము
500,Brunnen::N,çeşme,నుయ్యి
501,Weide::N,otlak,పచ్చికబయలు
502,Pfad::N,patika,కాలిత్రోవ
503,Pfad::N,keçiyolu,కాలిత్రోవ
504,Weg::N,yol,మార్గము
505,Straße::N,yol,బాట
506,Straße::N,cadde,బాట
507,Dorf::N,köy,గ్రామము
508,Stadt::N,kent,పట్టణము
509,Stadt::N,şehir,పట్టణము
510,Brief::N,mektup,జాబు
511,Buch::N,kitap,పుస్తకము
512,Buchstabe::N,harf,అక్షరము
513,Zeitung::N,gazete,వార్తాపత్రిక
514,Leben::N,hayat,ప్రాణము
515,Tod::N,ölüm,మరణము
516,Grab::N,kabir,సమాధి
517,Kirche::N,kilise,క్రెస్తవులగుడి
518,Sünde::N,günah,పాపము
519,Gott::N,tanrı,దేవుడు
520,Arbeiter::N,işçi,పనిపాటుచేశేవాడు
521,Chef::N,şef,యజమానుడు
522,Chef::N,müdür,యజమానుడు
523,Meister::N,usta,కళాకారుడు
524,Arzt::N,hekim,వైద్యుడు
525,Arzt::N,doktor,వైద్యుడు
526,Lehrer::N,hoca,ఉపాధ్యాయుడు
527,Lehrer::N,öğretmen,ఉపాధ్యాయుడు
528,Geld::N,para,ద్రవ్యము
529,Geschäft::N,ticaret,వ్యాపారము
530,Laden::N,dükkân,అంగడి
531,Preis::N,fiyat,వెల
532,Ware::N,mal,సరకులు
533,Nutzen::N,fayda,ప్రయోజనము
534,Reichtum::N,servet,ధనము
535,Reichtum::N,zenginlik,ధనము
536,Welt::N,dünya,ప్రపంచము
537,Land::N,ülke,దేశము
538,Staat::N,devlet,రాజ్యము
539,König::N,kral,రాజు
540,Macht::N,kudret,అధికారము
541,Macht::N,iktidar,అధికారము
542,Grenze::N,had,సరిహద్దు
543,Grenze::N,sınır,సరిహద్దు
544,Krieg::N,savaş,యుద్ధము
545,Feind::N,düşman,శత్రువు
546,Gewalt::N,zor,దౌర్జన్యము
547,Gewalt::N,cebir,దౌర్జన్యము
548,Kampf::N,savaş,పోట్లాట
549,Bogen[Waffe]::N,yay,విల్లు
550,Pfeil::N,ok,బాణము
551,Gewehr::N,tüfek,తుపాకి
552,Fehler::N,hata,తప్ప
553,Fehler::N,yanlış,తప్ప
554,Lüge::N,yalan,అసత్యము
555,Schaden::N,zarar,నష్టము
556,Unglück::N,felâket,దురదృష్టము
557,Unglück::N,talihsizlik,దురదృష్టము
558,Schuld::N,suç,తప్పు
559,Schuld::N,kabahat,తప్పు
560,Alter::N,yaş,వయస్సు
561,Schluss::N,son,ముగింపు
562,Zeit::N,zaman,కాలము
563,Tag::N,gün,దినము
564,Morgen::N,sabah,ఉదయము
565,Mittag::N,öğle,మధ్యాహ్నము
566,Abend::N,akşam,సాయంకాలము
567,Nacht::N,gece,రత్రి
568,Woche::N,hafta,వారము
569,Monat::N,ay,నెల
570,Jahr::N,yıl,సంవత్సరము
571,Jahr::N,sene,సంవత్సరము
572,Frühling::N,ilkbahar,వసంతకాలము
573,Sommer::N,yaz,వేసవికాము
574,Herbst::N,güz,ఆకురాలుకాలము
575,Herbst::N,sonbahar,ఆకురాలుకాలము
576,Winter::N,kış,శీతకాలము
577,Januar::N,ocak,జనవరి
578,Februar::N,şubat,ఫిబ్రవరి
579,März::N,mart,మార్చి
580,April::N,nisan,ఏప్రిలు
581,Mai::N,mayıs,మే
582,Juni::N,haziran,జూన్
583,Juli::N,temmuz,జూలై
584,August::N,ağustos,ఆగస్టు
585,September::N,eylül,సెప్ఠెంబరు
586,Oktober::N,ekim,అక్టోబరు
587,November::N,kasım,నవంబరు
588,Dezember::N,aralık,డిసెంబర్
589,Montag::N,pazartesi,సోమవారము
590,Dienstag::N,salı,మంగళవారము
591,Mittwoch::N,çarşamba,బుధవారము
592,Donnerstag::N,perşembe,గురువారము
593,Freitag::N,cuma,శుక్రవారము
594,Samstag::N,cumartesi,శనివారము
595,Sonntag::N,pazar,ఆదివారము
596,groß::A,büyük,గొప్పైన
597,klein::A,ufak,చిన్న
598,klein::A,küçük,చిన్న
599,lang::A,uzun,పొడుగాటి
600,kurz::A,kısa,పొట్టి
601,breit::A,enli,వెడల్పైన
602,breit::A,geniş,వెడల్పైన
603,schmal::A,dar,ఇఱుకైన
604,dicht::A,sık,దట్టమైన
605,dicht::A,yoğun,దట్టమైన
606,dick[Gegenstand]::A,kalın,దట్టమైన
607,dick[Gegenstand]::A,iri,దట్టమైన
608,dünn::A,ince,పలుచని
609,fein::A,ince,నాజాకైన
610,fein::A,narin,నాజాకైన
611,fest::A,sabit,దృడమైవ
612,fest::A,sağlam,దృడమైవ
613,flach::A,düz,చదువైన
614,flach::A,yassı,చదువైన
615,glatt::A,düz,నున్నని
616,hart::A,katı,కఠినమైన
617,weich::A,yumuşak,మృదువైన
618,rund::A,yuvarlak,గుండ్రని
619,spitz::A,sivri,మొనగల
620,scharf::A,keskin,పదనైన
621,stumpf::A,kör,వాడిలేని
622,schwer::A,ağır,బరువ్తెన
623,schön::A,güzel,సుందరమైన
624,heiß::A,kızgın,వేడియైన
625,warm::A,sıcak,వెచ్చని
626,kalt::A,soğuk,చల్లని
627,kühl::A,serin,చల్లని
628,frisch::A,taze,తాజాయైన
629,feucht::A,nemli,చెమ్మగానున్న
630,feucht::A,rutubetli,చెమ్మగానున్న
631,nass::A,yaş,తడిగామన్న
632,nass::A,ıslak,తడిగామన్న
633,trocken::A,kuru,ఎండిన
634,voll::A,dolu,నిండు
635,voll::A,dolmuş,నిండు
636,leer::A,boş,శూన్యమైన
637,offen::A,açık,తెఱచియున్న
638,geschlossen::A,kapalı,మూసిన
639,sauber::A,pak,పరిశుద్ధమైన
640,sauber::A,temiz,పరిశుద్ధమైన
641,schmutzig::A,pis,ముఱికియైన
642,schmutzig::A,kirli,ముఱికియైన
643,roh::A,çiğ,పచ్చి
644,reif::A,olgun,పండివ
645,lecker::A,lezzetli,రుచి గల
646,süß::A,tatlı,తియ్యని
647,süß::A,şekerli,తియ్యని
648,bitter::A,acı,చేదైన
649,sauer::A,ekşi,పుల్లని
650,hell::A,aydınlık,కాంతిగల
651,dunkel::A,karanlık,చీకటియైన
652,schwarz::A,kara,నల్లని
653,schwarz::A,siyah,నల్లని
654,weiß::A,ak,తెలుపు
655,weiß::A,beyaz,తెలుపు
656,rot::A,kırmızı,ఎఱ్ఱని
657,gelb::A,sarı,పసుపు పచ్చ
658,blau::A,mavi,నీలవర్ణము
659,grün::A,yeşil,ఆకుపచ్చని
660,grau::A,boz,నెరిసిన
661,bunt::A,renkli,రంగేలీ
662,billig::A,ucuz,చౌకయైన
663,teuer::A,pahalı,వెలపొడుగైన
664,wertvoll::A,değerli,విలుప్తెన
665,blind::A,kör,గ్రుడ్డి
666,taub::A,sağır,చెవిటి
667,kräftig::A,dinç,శక్తి గల
668,kräftig::A,kuvvetli,శక్తి గల
669,stark::A,güçlü,బలమైన
670,stark::A,kuvvetli,బలమైన
671,schwach::A,zayıf,బలహీనమైన
672,schwach::A,güçsüz,బలహీనమైన
673,fett::A,şişman,క్రొవ్విన
674,schlank::A,narin,సన్నని
675,hübsch::A,güzel,సాగప్తెన
676,hübsch::A,sevimli,సాగప్తెన
677,böse::A,kötü,చెడ్డ
678,dumm::A,aptal,తెలివిలేని
679,faul::A,tembel,సోమరియైన
680,fleißig::A,çalışkan,శ్రద్దగల
681,geizig::A,cimri,పిసినారియైన
682,klug::A,zekî,తెలివిగల
683,klug::A,akıllı,తెలివిగల
684,geschickt::A,becerikli,నిపుణతగల
685,lieb::A,sevimli,ప్రియమైన
686,lustig::A,neşeli,ఉల్లాసము గల
687,sanft::A,nazik,సాధువైన
688,hungrig::A,aç,ఆకలిగొనిన
689,krank::A,hasta,వ్యాధిగల
690,krank::A,rahatsız,వ్యాధిగల
691,nackt::A,çıplak,దిగంబరమైన
692,traurig::A,kederli,విచారముగల
693,traurig::A,üzüntülü,విచారముగల
694,lebendig::A,canlı,ప్రాణముతో నున్న
695,gut::A,iyi,మంచి
696,schlecht::A,kötü,చెడ్డ
697,richtig::A,doğru,సరియైన
698,schlimm::A,kötü,అసహ్యమైన
699,wahr::A,doğru,నిజమైన
