,Concept_ID,ku,ba
164,Hahn::N,dîk,әтәс
165,Gans::N,qaz,ҡаҙ
166,Adler::N,eylo,бөркөт
167,Ente::N,werdek,өйрәк
168,Eule::N,bûm,өкө
169,Eule::N,bûm,ябалаҡ
170,Eule::N,kund,өкө
171,Eule::N,kund,ябалаҡ
172,Kranich::N,quling,торна
173,Krähe::N,qijik,ҡарға
174,Kuckuck::N,pepûk,кәкүк
175,Schwan::N,qû,аҡҡош
176,Fisch::N,masî,балыҡ
177,Barsch::N,okûn,алабуға
178,Hecht::N,mesîyê lûf,суртан
179,Schlange[Tier]::N,mar,йылан
180,Wurm::N,kurm,селяүсен
181,Spinne::N,pîrê,үрмәксе
182,Ameise::N,mîro,ҡырмыҫҡа
183,Ameise::N,gêrîk,ҡырмыҫҡа
184,Laus::N,spi,бет
185,Mücke::N,mêş,серәкәй
186,Fliege::N,mêş,себен
187,Schmetterling::N,perperîk,күбәләк
188,Beere::N,hirç,еләк
189,Apfel::N,sêv,алма
190,Pilz::N,bîrov,бәшмәк
191,Zwiebel::N,pîvaz,һуган
192,Saat::N,tov,орлоҡ
193,Korn::N,dexl,иген
194,Heu::N,sap,бесән
195,Schale::N,qaşik,ҡабыҡ
196,Grube::N,çahl,соҡор
197,Falle::N,dafik,тоҙак
198,Falle::N,dafik,ҡапҡан
199,Schlinge::N,dahf,тоҙак
200,Spur::N,rêç,әҫер
201,Asche::N,xweli,көл
202,Dreck::N,gemarî,батҡаҡ
203,Eisen::N,hesing,тимер
204,Gold::N,zêr,алтын
205,Silber::N,zîv,көмөш
206,Kohle::N,komir,күмер
207,Glas::N,qedeh,быяла
208,Lehm::N,kelpîç,балсыҡ
209,Sand::N,qûm,ҡом
210,Mensch::N,mirov,кеше
211,Mann::N,mêr,ир
212,Frau::N,jin,ҡатын
213,Kind::N,zarok,бала
214,Junge::N,kur,малай
215,Mädchen::N,keç,ҡыҙ
216,Mädchen::N,keç,ҡыҙыҡай
217,Mädchen::N,keçik,ҡыҙ
218,Mädchen::N,keçik,ҡыҙыҡай
219,Familie::N,malbat,ғаилә
220,Großvater::N,bapîr,олатай
221,Großmutter::N,pîrik,әбәй
222,Eltern::N,bavudê,ата-әсә
223,Vater::N,bav,атай
224,Mutter::N,dê,әсә
225,Mutter::N,dayik,әсә
226,Sohn::N,kur,ул
227,Tochter::N,keç,ҡыҙ
228,Bruder::N,bira,агай
229,Schwester::N,xweh,алай
230,Schwester::N,xweh,һеңле
231,Onkel::N,am,ағай
232,Onkel::N,xal,ағай
233,Tante::N,metik,апай
234,Tante::N,xaltîk,апай
235,Ehemann::N,mêr,ир
236,Ehefrau::N,kulfet,ҡатын
237,Freude::N,kêfxweşî,шатлыҡ
238,Freude::N,kêfxweşî,ҡыуаныс
239,Gelächter::N,pîrqînî,көлөү
240,Glück::N,bext,бәхет
241,Kummer::N,derd,ҡайғы
242,Wunsch::N,daxwaz,теләк
243,Wunsch::N,xwestek,теләк
244,Lust::N,şewq,әүәҫлек
245,Geist::N,aqil,аң
246,Geist::N,aqil,рух
247,Gedanke::N,fikir,уй
248,Gedanke::N,fikir,фекер
249,Gedächtnis::N,aqil,хәтер
250,Verstand::N,fêm,аҡыл
251,Sinn::N,aqil,мәғәня
252,Grund::N,asas,сәбәп
253,Wahrheit::N,rastî,дөрөҫлөк
254,Gespräch::N,guftûgo,әңгәмә
255,Märchen::N,çirok,әкиәт
256,Erzählung::N,çirok,хикәйә
257,Erzählung::N,vegotin,хикәйә
258,Nachricht::N,nûçe,хәбәр
259,Neuigkeit::N,hewal,яңылыҡ
260,Name::N,nav,исем
261,Name::N,paşnav,исем
262,Rätsel::N,tiştonek,йомаҡ
263,Rede::N,gotar,телмәр
264,Rede::N,axavtin,телмәр
265,Sprache::N,ziman,тел
266,Sprache::N,ziman,телмәр
267,Stimme::N,pejn,тауыш
268,Wort::N,gotin,һүҙ
269,Zeichen::N,şanek,билдә
270,Ruf::N,hawar,саҡырыу
271,Lärm::N,xarbalix,шаулау
272,Laut::N,deng,тауыш
273,Laut::N,hês,тауыш
274,Ton::N,awaz,яңғырау
275,Lied::N,sitran,йыр
276,Ruhe::N,rihetî,ял
277,Ruhe::N,rihetî,тыныслыҡ
278,Leute::N,xelk,кешеләр
279,Volk::N,xelk,халҡ
280,Arbeit::N,xebat,эш
281,Gast::N,mêvan,ҡунаҡ
282,Geschenk::N,diyarî,бүләк
283,Spiel::N,lîstik,уйын
284,Gesellschaft::N,komal,йәмғиәт
285,Hilfe::N,alîkarî,ярҙам
286,Freund::N,heval,дуҫ
287,Kamerad::N,heval,иптәш
288,Angelegenheit::N,pirsgirêk,әш
289,Anzahl::N,çend,һан
290,Art::N,çeh,төр
291,Stück::N,lib,киҫәк
292,Stück::N,parçe,киҫәк
293,Teil::N,parçe,өлөш
294,Hälfte::N,nîvî,ярты
295,Kreis::N,çemil,түңәрәк
296,Kreuz::N,xaç,тәре
297,Linie::N,xezik,һыҙыҡ
298,Strich::N,xezik,һыҙат
299,Abstand::N,dûrahî,ара
300,Entfernung::N,dûrahî,алыҫлыҡ
301,Gegend::N,dever,урын
302,Platz::N,çih,арауыҡ
303,Ort::N,dever,ерҙәр
304,Ort::N,dever,урындар
305,Ort::N,dever,эш урыны
306,Seite::N,rûpel,яҡ
307,Mitte::N,nav,урталыҡ
308,Mitte::N,nabênê,урталыҡ
309,Gegenstand::N,tişt,нәмә
310,Sache::N,tişt,нәмә
311,Sache::N,tişt,әйбер
312,Rand::N,kevî,сит
313,Kante::N,kevî,ҡабырға
314,Kante::N,kevî,ян
315,Ecke::N,qunç,мөйөш
316,Spitze::N,derzî,ос
317,Ende::N,talî,аҙаҡ
318,Loch::N,qul,тишек
319,Winkel::N,kurnîşk,мөйөш
320,Muster::N,desen,биҙәк
321,Größe::N,mezinî,ҙурлыҡ
322,Länge::N,dirêjahî,оҙонлоҡ
323,Höhe::N,bilindayî,бейеклек
324,Gewicht::N,giranî,үлсәү
325,Menge::N,qas,һан
326,Haufen::N,lod,өйөм
327,Reihe::N,rêz,рәт
328,Boot::N,kelek,кәмә
329,Ruder::N,bêrik,ишкәк
330,Schlitten::N,xîjik,сана
331,Ski::N,lakan,саңгы
332,Lagerfeuer::N,agir,костер
333,Last::N,bar,ауырлыҡ
334,Gang::N,fîtêz,барыу
335,Schritt::N,gav,аҙым
336,Norden::N,bakur,төньяҡ
337,Süden::N,başur,көньяҡ
338,Westen::N,rojava,көнбайыш
339,Osten::N,rojhilat,көнсығыш
340,Holz::N,dep,үағас
341,Brett::N,dep,таҡта
342,Platte::N,dep,плита
343,Stütze::N,destek,терәк
344,Stange::N,sing,кәртә
345,Stock::N,çam,таяҡ
346,Stab::N,qat,ҡолға
347,Rohr::N,borî,торба
348,Haus::N,mal,өй
349,Haus::N,mal,йорт
350,Haus::N,xanî,өй
351,Haus::N,xanî,йорт
352,Heim::N,mal,өй
353,Ofen::N,sobe,мейес
354,Fußboden::N,binpê,енес
355,Tisch::N,mase,өҫтәл
356,Stuhl::N,kursî,ултырғыс
357,Wiege::N,derguş,бишек
358,Bett::N,qerewêle,карауат
359,Regal::N,rêbaz,кәштә
360,Kiste::N,sindoq,йәшинк
361,Fenster::N,çam,тәҙрә
362,Fenster::N,şibeke,тәҙрә
363,Tür::N,derî,ишек
364,Tor::N,derge,ҡапҡа
365,Zaun::N,hejik,ҡойма
366,Dach::N,sere xanî,түбә
367,Dach::N,sere xanî,ҡыйыҡ
368,Leiter::N,pêling,баҫҡыс
369,Besen::N,melkes,һепертке
370,Spaten::N,mer,көрәк
371,Schaufel::N,bêr,көрәк
372,Gabel::N,çetel,сәнске
373,Löffel::N,kevçî,ҡалаҡ
374,Messer::N,kêr,бысаҡ
375,Nagel::N,bizmar,сөй
376,Netz::N,tor,ау
377,Haken::N,çenqel,ыргаҡ
378,Griff::N,destî,тотҡа
379,Schloss::N,qonax,йоҙаҡ
380,Bild::N,dimen,картина
381,Figur::N,figûr,һын
382,Puppe::N,bûk,ҡурсаҡ
383,Beutel::N,kîsik,тоҡ
384,Bündel::N,pêçek,төргәк
385,Tasche::N,bêrîk,сумка
386,Eimer::N,dewl,биҙрә
387,Deckel::N,devik,ҡапҡас
388,Geschirr::N,ferax,һауыт-һаба
389,Sack::N,tûr,тоҡ
390,Tasse::N,kada,сынаяҡ
391,Topf::N,beroş,кәстрүл
392,Kessel::N,şîril,ҡаҙан
393,Essen::N,xwarin,ашау
394,Nahrung::N,xwarin,аҙыҡ
395,Speise::N,xwarin,аш
396,Fleisch::N,goşt,ит
397,Getreide::N,zad,иген
398,Getreide::N,zad,ашлыҡ
399,Brei::N,hewdêl,бутҡа
400,Brot::N,,икмәк
401,Scheibe::N,parçe,телем
402,Fett::N,rûn,май
403,Butter::N,rûn,май
404,Öl::N,rûn,май буяуы
405,Salz::N,xwe,тоҙ
406,Suppe::N,şorbe,һурпа
407,Honig::N,hingiv,бал
408,Milch::N,şîr,һөт
409,Tee::N,çay,сәй
410,Leder::N,çerm,күн
411,Wolle::N,herî,йөн
412,Stoff::N,paç,туҡыма
413,Nadel::N,derzî,энә
414,Faden::N,ta,еп
415,Knopf::N,bişkok,төймә
416,Knoten::N,girêk,төйөн
417,Farbe::N,boyax,буяу
418,Kleidung::N,çil,кейем
419,Hemd::N,qutik,күлдәк
420,Hemd::N,miltan,күлдәк
421,Kragen::N,stûvang,яға
422,Ärmel::N,hûçik,ең
423,Hose::N,şewel,салбар
424,Gürtel::N,qayiş,ҡайыш
425,Mütze::N,fîno,бүрк
426,Schuh::N,şêkal,туфли
427,Stiefel::N,gizme,итек
428,Stiefel::N,çizme,итек
429,Ring::N,xelek,йөҙөк
430,Ring::N,xelek,балдаҡ
431,Band::N,band,таҫма
432,Kamm::N,şeh,тараҡ
433,Spiegel::N,eynik,көзгө
434,Riemen::N,qayiş,ҡайыш
435,Schnur::N,doxin,бау
436,Leine::N,şirît,бау
437,Decke::N,bataniye,одеяд
438,Kissen::N,balgî,мендәр
439,Tuch::N,şar,яулыҡ
440,Handtuch::N,dezmal,таҫтамал
441,Kraft::N,hêz,көс
442,Kraft::N,qewet,көс
443,Stärke::N,xurtî,көс
444,Gesundheit::N,nojdarî,һаулыҡ
445,Krankheit::N,nexweşî,сир
446,Krankheit::N,nexweşî,ауырыу
447,Schmerz::N,êş,һыҙлау
448,Schmerz::N,êş,әрнеү
449,Wunde::N,kul,йәрәхәт
450,Fieber::N,ta,тапма
451,Fieber::N,ta,биҙгәк
452,Arznei::N,derman,дарыу
453,Brücke::N,kopî,күпер
454,Brunnen::N,çal,ҡоҙоҡ
455,Brunnen::N,kani,ҡоҙоҡ
456,Weide::N,beyar,көтөүлек
457,Pfad::N,xaçirek,һуҡмаҡ
458,Weg::N,rê,юл
459,Straße::N,rê,урам
460,Dorf::N,gund,ауыл
461,Stadt::N,baçar,ҡала
462,Brief::N,name,хат
463,Buch::N,kitêb,китап
464,Buch::N,kitêb,кенәгә
465,Buch::N,pirtûk,китап
466,Buch::N,pirtûk,кенәгә
467,Buchstabe::N,herf,хәреф
468,Zeitung::N,rojname,гәзит
469,Leben::N,jiyan,йәшәү
470,Tod::N,mirin,үлем
471,Grab::N,mezel,ҡәбер
472,Kirche::N,gilyas,сиркәү
473,Sünde::N,guneh,гөнаһ
474,Gott::N,xwedê,алла
475,Gott::N,xwedê,хоҙай
476,Arbeiter::N,hîşçî,эшсе
477,Chef::N,bêg,башлыҡ
478,Meister::N,hoste,оҫта
479,Arzt::N,doktor,врач
480,Lehrer::N,mamoste,уҡытыусы
481,Geld::N,pere,аҡса
482,Geschäft::N,firoşgeh,эш
483,Laden::N,dikan,магазин
484,Preis::N,buha,хаҡ
485,Ware::N,tişt,тауар
486,Nutzen::N,fêde,файҙа
487,Reichtum::N,serwet,байлыҡ
488,Welt::N,dinya,донъя
489,Land::N,welat,ил
490,Staat::N,dewlet,дәүләт
491,König::N,şah,король
492,König::N,qral,король
493,Macht::N,qewet,власть
494,Macht::N,destihilat,власть
495,Grenze::N,kevî,сик
496,Krieg::N,çeng,һуғыш
497,Krieg::N,sêwaş,һуғыш
498,Feind::N,dijmin,йылан
499,Gewalt::N,zor,көслөк
500,Kampf::N,şer,көрәш
501,Bogen[Waffe]::N,kêvan,йәйә
502,Pfeil::N,çîrik,уҡ
503,Gewehr::N,tifing,мылтыҡ
504,Fehler::N,şaşî,хата
505,Lüge::N,derew,ялған
506,Schaden::N,xisar,зыян
507,Schaden::N,xisar,зарар
508,Unglück::N,bêbextî,ҡаза
509,Schuld::N,suç,ғәйеп
510,Alter::N,temen,йәш
511,Schluss::N,girtin,һуң
512,Schluss::N,girtin,аҙаҡ
513,Zeit::N,çax,мәл
514,Zeit::N,çax,заман
515,Tag::N,roj,көн
516,Morgen::N,sibeh,иртә
517,Morgen::N,sibeh,иртәнсәк
518,Mittag::N,nîro,төш
519,Abend::N,êvar,кис
520,Nacht::N,şev,төн
521,Woche::N,heftî,аҙна
522,Monat::N,meh,ай
523,Jahr::N,sal,йыл
524,Frühling::N,bihar,яҙ
525,Sommer::N,havîn,йәй
526,Herbst::N,payîz,көз
527,Winter::N,zistan,ҡыш
528,Januar::N,çile,ғинуар
529,Februar::N,sibat,февраль
530,März::N,adar,март
531,April::N,nîsan,апрель
532,Mai::N,gûlan,май
533,Juni::N,hezîran,июнь
534,Juli::N,tîmeh,июль
535,August::N,tebax,август
536,September::N,îlon,сентябрь
537,Oktober::N,çotmeh,октябрь
538,November::N,mijdar,ноябрь
539,Dezember::N,kanûn,декабрь
540,Montag::N,duşemb,дүшәмбе
541,Dienstag::N,sêşem,шишәмбе
542,Mittwoch::N,çarşemb,шаршамбы
543,Donnerstag::N,pêşemb,кесаҙна
544,Freitag::N,în,йома
545,Samstag::N,şemî,шәмбе
546,Sonntag::N,yekşemb,йәкшәмбе
547,groß::A,mezin,ҙур
548,klein::A,çûçik,бәләкәс
549,lang::A,dirêj,оҙон
550,kurz::A,kin,ҡыҫҡа
551,breit::A,fireh,киң
552,schmal::A,tenik,тар
553,dicht::A,gir,йыш
554,dicht::A,gir,ҡуйы
555,dick[Gegenstand]::A,şîşman,ҡалын
556,dünn::A,zirav,йоҡа
557,dünn::A,zirav,нәҙек
558,fein::A,tenik,нескә
559,fest::A,saxlem,ныҡ
560,flach::A,pahn,яҫы
561,flach::A,pahn,ялпаҡ
562,glatt::A,dûz,шыма
563,glatt::A,şayîk,шыма
564,hart::A,hişk,ҡаты
565,weich::A,nerm,йомшаҡ
566,rund::A,gilover,түңәрәк
567,spitz::A,pîj,осло түбәле
568,scharf::A,tûj,үткер
569,stumpf::A,ne tûj,утмәҫ
570,schwer::A,giran,ауыр
571,schön::A,xweş,матур
572,schön::A,xweşik,матур
573,heiß::A,kelandî,эҫе
574,warm::A,germ,йылы
575,kalt::A,sar,һыуыҡ
576,kühl::A,jemîrî,һалҡынса
577,frisch::A,ter,һалҡынса
578,feucht::A,şil,еүеш
579,feucht::A,şil,дымлы
580,nass::A,şilek,еүеш
581,trocken::A,zuwa,кипкән
582,voll::A,tijî,тулы
583,leer::A,vala,буш
584,offen::A,vekirî,асыҡ
585,geschlossen::A,asê,ябыҡ
586,sauber::A,pakij,таҙа
587,schmutzig::A,lewitî,бысраҡ
588,roh::A,xav,сей
589,reif::A,gihaştî,өлгөрғән
590,lecker::A,xweş,тәмле
591,süß::A,şîrîn,тямле
592,süß::A,şîrîn,тәм-том
593,bitter::A,tahl,әсе
594,sauer::A,tirş,әсе
595,hell::A,ronî,яҡты
596,dunkel::A,tarî,ҡараңғы
597,schwarz::A,reş,ҡара
598,weiß::A,sipî,аҡ
599,rot::A,sor,матур
600,rot::A,sor,һылыу
601,rot::A,sor,сибәр
602,gelb::A,zer,һары
603,blau::A,şîn,күк
604,grün::A,şîn,йәшел
605,grau::A,gewr,буҙ
606,bunt::A,rengîn,сыбар
607,bunt::A,rengîn,ала-ҡола
608,billig::A,erzan,арзан
609,teuer::A,biha,ҡыйбатлы
610,wertvoll::A,hêja,ҡиммәтле
611,wertvoll::A,giranbiha,ҡиммәтле
612,blind::A,kor,һуҡыр
613,taub::A,kerr,һаңғырау
614,kräftig::A,gir,көслө
615,kräftig::A,gir,ҡеүәтле
616,kräftig::A,xurt,көслө
617,kräftig::A,xurt,ҡеүәтле
618,stark::A,xurt,көслө
619,stark::A,xurt,ҡеүәтле
620,schwach::A,kesad,көсһөҙ
621,fett::A,qelew,һимеҙ
622,schlank::A,zirav,зифа
623,hübsch::A,xweşik,матур
624,böse::A,xerab,асыулы
625,böse::A,aciz,асыулы
626,dumm::A,gêj,иҫәр
627,faul::A,têmbêl,иренсәк
628,fleißig::A,jêhatî,тырыш
629,geizig::A,destgirtî,һаран
630,klug::A,baqil,аҡыллы
631,geschickt::A,zîrek,оҫта
632,geschickt::A,ziring,оҫта
633,lieb::A,delal,яғымлы
634,lustig::A,kêfxweş,күңелле
635,sanft::A,nazenîn,йыуаш
636,hungrig::A,birçî,ас
637,krank::A,nexweş,сирле
638,krank::A,nexweş,ауырыу
639,nackt::A,rût,яланғас
640,nackt::A,tazî,яланғас
641,traurig::A,xemgîn,яманһыу
642,lebendig::A,bisaxî,тере
643,lebendig::A,bisaxî,йәнле
644,gut::A,baş,яҡшы
645,schlecht::A,xerab,хөрт
646,schlecht::A,xerab,алама
647,richtig::A,rast,дөрөҫ
648,richtig::A,saxlem,дөрөҫ
649,schlimm::A,nebaş,хөрт
650,schlimm::A,nebaş,алама
651,wahr::A,rast,дөрөҫ
652,alt::A,pîr,иҫке
653,alt::A,pîr,боронғо
654,alt::A,kevn,иҫке
655,alt::A,kevn,боронғо
656,neu::A,nû,яңы
657,ehemalig::A,kevnar,элекке
658,ehemalig::A,peşidar,элекке
659,alt[Lebewesen]::A,pîr,ҡарт
660,jung::A,xort,йәш
661,arm::A,feqîr,фәҡир
662,arm::A,desteng,фәҡир
663,reich::A,dewlemend,бай
664,bekannt::A,naskirî,таныш
665,berühmt::A,navdar,атаҡлы
666,berühmt::A,navdar,данлыҡлы
667,fremd::A,xerîb,ят
668,fremd::A,xerîb,сит
669,verschieden::A,çîhê,төрлө
670,nah::A,nêzîk,яҡын
671,fern::A,dûr,алыҫ
672,fern::A,dûr,йыраҡ
673,linker::A,çepê,һул
674,rechter::A,rastê,уң
675,anderer::A,yê din,бутән
676,erster::A,yekemîn,тәүге
677,zweiter::A,duda,икенсе
678,dritter::A,sisêya,өсөнсө
679,letzter::A,paşîn,һуңғы
680,allein::ADV,tenê,бер үҙе
681,allein::ADV,tenê,яңғыҙ
682,auf einmal::ADV,jar kê,бер юлы
683,zusammen::ADV,tev,бергә
684,zusammen::ADV,bi hev re,бергә
685,lange::ADV,dirêj,оҙаҡ
686,plötzlich::ADV,ji nişkave,ҡапыл
687,sofort::ADV,yekser,шунда уҡ
688,später::ADV,paşiyê,һуңыраҡ
689,jetzt::ADV,nuha,хәҙер
690,heute::ADV,îro,бөгөн
691,morgen::ADV,sibeh,иртәгә
692,bald::ADV,nêzîk,тиҙҙән
693,dann::ADV,paşê,һуңынан
694,gestern::ADV,do,кисә
695,einst::ADV,jar ke,ҡасандыр
696,einst::ADV,jar ke,бер баҡыт
697,damals::ADV,hîngî,ул саҡта
698,danach::ADV,piştra,һуңынан
699,vorher::ADV,pîşî,элек
700,zuerst::ADV,bere,башта
701,einmal::ADV,çarik,бер
702,manchmal::ADV,çarna,ҡайһы берҙә
703,oft::ADV,gelek çaran,йыш
704,immer::ADV,daîm,һәр ҡасан
705,niemals::ADV,tu çar,бер ҡасан да
706,niemals::ADV,tu çar,бер ваҡытта ла
707,hier::ADV,li vir,бында
708,hierhin::ADV,vir,бында
709,von hier::ADV,ji vir,бынан
710,von hier::ADV,ji vir,ошонан
711,dort::ADV,li wê derê,шунда
712,dort::ADV,li wê derê,тегендә
713,dorthin::ADV,wêda,шунда
714,dorthin::ADV,wêda,тегеләй
715,geradeaus::ADV,rastê rast,тура
716,vorwärts::ADV,ber bi pêş,алға
717,rückwärts::ADV,paşpê,кирегә
718,zurück::ADV,paşdo,кирегә
719,zurück::ADV,paşvê,кирегә
720,unten::ADV,jêrî,түбәндә
721,hinab::ADV,berjêr,түбәнгә
722,oben::ADV,banî,юғарыла
723,hinauf::ADV,banî,юғарыға
724,überall::ADV,li her derê,бөтә урында
725,nicht::ADV,ne,тугел
726,nicht::ADV,nîn,тугел
727,nicht::ADV,tine,тугел
728,ein wenig::ADV,hebkî,аҙ
729,kaum::ADV,tema,көскә
730,kaum::ADV,tema,саҡ-саҡ
731,kaum::ADV,himangi,көскә
732,kaum::ADV,himangi,саҡ-саҡ
733,sehr::ADV,gelek,ифат
734,so::ADV,weha,шулай
735,noch::ADV,hêj,йәнә
736,noch::ADV,dîsa,йәнә
737,nur::ADV,tenê,бары
738,nur::ADV,bes,бары
739,schon::ADV,hew,инде
740,wieder::ADV,jar din,тағы
741,wieder::ADV,dîsa,тағы
742,vergebens::ADV,deya çun,бушҡа
743,vergebens::ADV,îfleh bûn,бушҡа
744,vor::PRP,li ber,алдында
745,hinter::PRP,li pişt,артында
746,unter::PRP,li bin,аҫтында
747,durch::PRP,kura,үтә
748,neben::PRP,li ba,эргәһендә
749,zwischen::PRP,nabeyne,араһында
750,zwischen::PRP,di nav...da,араһында
751,wegen::PRP,ji bo,өсөн
752,wegen::PRP,ji bo,сәбәпле
753,wegen::PRP,ji ber,өсөн
754,wegen::PRP,ji ber,сәбәпле
755,dies::PRN,ev,был
756,dies::PRN,ev,ошо
757,das::PRN,ev,ул
758,alles::PRN,hemû,бөтә
759,ich::PRN,ez,мин
760,du::PRN,tu,һин
761,er::PRN,wî,ул
762,wir::PRN,êm,беҙ
763,ihr::PRN,hûn,һеҙ
764,sie::PRN,we,улар
765,was::FPRN,çi,ә
