,Concept_ID,uz,cv
217,Familie::N,oila,кил-йыш
218,Großvater::N,buva,кукаҫи
219,Großvater::N,katta ota,кукаҫи
220,Großmutter::N,buvi,кукамай
221,Großmutter::N,katta oyi,кукамай
222,Eltern::N,ota-ona,аҫа-ама
223,Vater::N,ota,атте
224,Mutter::N,ona,анне
225,Sohn::N,o'g'il,ывӑл
226,Tochter::N,qiz,хӗр
227,Bruder::N,og'a,ар тӑван
228,Bruder::N,uka,ар тӑван
229,Schwester::N,opa,аппа
230,Schwester::N,opa,йӑмӑк
231,Schwester::N,singil,аппа
232,Schwester::N,singil,йӑмӑк
233,Onkel::N,amaki,мучи
234,Onkel::N,amaki,пичче
235,Tante::N,amma,аппа
236,Tante::N,xola,аппа
237,Ehemann::N,är,упӑшка
238,Ehefrau::N,rafiqa,арӑм
239,Freude::N,ayish,савӑнӑҫ
240,Freude::N,ayish,хаваслӑх
241,Gelächter::N,kulgi,кулӑ
242,Glück::N,saodat,телей
243,Glück::N,saodat,ӑраскал
244,Kummer::N,g'am,хурлӑх
245,Wunsch::N,orzu,ӗмӗт
246,Wunsch::N,orzu,кӑмӑл
247,Lust::N,rag'bat,кӑмӑл
248,Geist::N,ruh,чун-чӗм
249,Geist::N,ruh,ыр-усал
250,Geist::N,ruh,чун хавалӗ
251,Gedanke::N,fikr,шухӑш
252,Gedächtnis::N,äs,ас
253,Verstand::N,aql,ӑс
254,Verstand::N,aql,ӑс-тӑн
255,Verstand::N,aql,ӑс-хакӑл
256,Sinn::N,ma'ni,тупсӑм
257,Sinn::N,ma'ni,пӗлтерӗш
258,Grund::N,sabab,сӑлтав
259,Wahrheit::N,haq,чӑнлӑх
260,Gespräch::N,gap,калаҫу
261,Märchen::N,ärtak,юмах
262,Erzählung::N,rivoyat,акалав
263,Erzählung::N,rivoyat,каласа пани
264,Nachricht::N,xabar,хыпар
265,Neuigkeit::N,yangilik,ҫӗнӗ хыпар
266,Name::N,ot,ят
267,Rätsel::N,topishmoq,сутмалли юмах
268,Rede::N,nutq,сӑмах
269,Sprache::N,til,чӗлхе
270,Stimme::N,ovoz,сасӑ
271,Wort::N,so'z,сӑмах
272,Zeichen::N,alomat,паллӑ
273,Ruf::N,chaqiriq,йыхрав
274,Ruf::N,chaqiriq,чӗнӳ
275,Lärm::N,taraq,шав
276,Laut::N,tovush,сасӑ
277,Ton::N,un,сасӑ
278,Lied::N,ashula,юрӑ
279,Ruhe::N,tinchlik,канӑҫлӑх
280,Ruhe::N,tinchlik,лӑпкӑлӑх
281,Leute::N,xaloyiq,ҫамрӑксем
282,Leute::N,xaloyiq,ҫамрӑк ҫынсем
283,Volk::N,xalq,халӑх
284,Arbeit::N,ish,ӗҫхӗл
285,Arbeit::N,ish,ӗҫлев
286,Gast::N,mehmon,хӑна
287,Geschenk::N,hadya,парне
288,Geschenk::N,hadya,кучченеҫ
289,Spiel::N,o'yin,вӑйӑ
290,Gesellschaft::N,jamiyat,общество
291,Hilfe::N,yordam,пулӑшу
292,Freund::N,do'st,тус
293,Kamerad::N,yo'ldosh,юлташ
294,Kamerad::N,yo'ldosh,тус
295,Angelegenheit::N,daxl,ӗҫ
296,Anzahl::N,son,йыш
297,Anzahl::N,son,хисеп
298,Art::N,tur,тӗс
299,Stück::N,parcha,татӑк
300,Teil::N,bo'lak,пай
301,Hälfte::N,yarim,ҫурӑ
302,Kreis::N,aylana,ункӑ
303,Kreis::N,aylana,ҫавракӑш
304,Kreuz::N,xoch,хӗрес
305,Linie::N,liniya,йӗр
306,Strich::N,chiziq,йӗр
307,Abstand::N,oralik,хушӑ
308,Entfernung::N,uzoqlik,хушӑ
309,Gegend::N,yer,вырӑн
310,Platz::N,oralig,хутлӑх
311,Ort::N,joy,вырӑн
312,Seite::N,yon,ен
313,Seite::N,yon,аяк
314,Seite::N,yon,айӑк
315,Mitte::N,o'rta,варӑ
316,Gegenstand::N,ashyo,япала
317,Sache::N,buyum,япала
318,Rand::N,chek,вӗҫ
319,Rand::N,chek,хӗрӗ
320,Rand::N,chek,хӗрри
321,Kante::N,tig',хайкача
322,Kante::N,tig',хысак
323,Ecke::N,burchak,кӗтес
324,Spitze::N,uch,вӗҫ
325,Ende::N,oxir,вӗҫ
326,Loch::N,teshik,шӑтӑк
327,Winkel::N,go'sha,кӗтес
328,Muster::N,nusha,эреш
329,Größe::N,kattalik,пысӑкӑш
330,Länge::N,uzunlik,вӑрӑмӑш
331,Höhe::N,yuksaklik,ҫӳллӗш
332,Gewicht::N,solmoq,виҫе
333,Gewicht::N,solmoq,йывӑрӑш
334,Menge::N,miqdor,йыш
335,Haufen::N,uyum,купа
336,Reihe::N,saf,рет
337,Boot::N,qayiq,кимӗ
338,Ruder::N,äshkak,кӗсмен
339,Schlitten::N,chana,ҫуна
340,Ski::N,chang'i,йӗлтӗр
341,Lagerfeuer::N,gulxan,вут
342,Lagerfeuer::N,gulxan,кӑвайт
343,Last::N,yuk,сулмаклӑх
344,Last::N,yuk,йывӑр япала
345,Gang::N,yurish,куҫӑм
346,Schritt::N,qadam,утӑм
347,Schritt::N,qadam,пусӑм
348,Norden::N,shimol,ҫурҫӗр
349,Süden::N,janub,кӑнтӑр
350,Westen::N,g'arb,анӑҫ
351,Westen::N,g'arb,хӗвел анӑҫ
352,Osten::N,sharq,хӗвел тухӑҫ
353,Holz::N,yog'och,йывӑҫ
354,Brett::N,taxta,хӑма
355,Platte::N,tabaqa,плита
356,Stütze::N,tayanchi,ура
357,Stange::N,qo'noq,шерте
358,Stock::N,tayoq,патак
359,Stab::N,gavron,шӑчӑ
360,Rohr::N,tarnov,пӑрӑх
361,Haus::N,uy,ҫурт
362,Heim::N,makon,кил
363,Ofen::N,pechka,кӑмака
364,Fußboden::N,pol,урай
365,Tisch::N,mosa,сӗтел
366,Stuhl::N,o'rindiq,пукан
367,Wiege::N,beshik,сӑпка
368,Bett::N,yotoq,кравать
369,Regal::N,tokcha,ҫӳлӗк
370,Regal::N,tokcha,сентре
371,Kiste::N,sandiq,ещӗк
372,Kiste::N,sandiq,сунтӑх
373,Fenster::N,deraza,чӳрече
374,Tür::N,äshik,алӑк
375,Tor::N,darvoza,хапха
376,Zaun::N,panjara,хӳме
377,Dach::N,tom,тӑрӑ
378,Leiter::N,narvon,пусма
379,Besen::N,supurgi,шӑпӑр
380,Spaten::N,bel,кӗреҫе
381,Schaufel::N,kurak,кӗреҫе
382,Gabel::N,bilka,вилка
383,Löffel::N,qoshiq,кашӑк
384,Messer::N,pichoq,ҫӗҫӗ
385,Nagel::N,mix,пӑта
386,Netz::N,to'r,тетел
387,Haken::N,ilgak,йӑрхах
388,Haken::N,ilgak,ҫекӗл
389,Griff::N,sop,хӑлӑп
390,Griff::N,tutqich,хӑлӑп
391,Schloss::N,qulf,ҫӑра
392,Bild::N,rasm,сӑн
393,Bild::N,rasm,сӑнлӑх
394,Bild::N,rasm,картина
395,Figur::N,shakl,кӗлетке
396,Puppe::N,ko'g'irchoq,пукане
397,Beutel::N,to'rva,михӗ
398,Bündel::N,bog'lam,ҫыхӑ
399,Bündel::N,bog'lam,тӗрке
400,Tasche::N,kissa,сумка
401,Eimer::N,chelak,витре
402,Deckel::N,qopqoq,хупӑ
403,Geschirr::N,idish,савӑт-сапа
404,Sack::N,qop,михӗ
405,Tasse::N,piyola,курка
406,Topf::N,tuvak,кастрюль
407,Kessel::N,qozon,хуран
408,Essen::N,tomoq,апат
409,Nahrung::N,emak,апат-ҫимӗс
410,Speise::N,taom,апат
411,Speise::N,taom,ҫимӗҫ
412,Fleisch::N,go'sht,аш
413,Fleisch::N,go'sht,какай
414,Getreide::N,g'alla,тырӑ
415,Brei::N,bo'tqa,пӑтӑ
416,Brot::N,non,ҫӑкӑр
417,Scheibe::N,disk,чӗлӗ
418,Scheibe::N,disk,касӑк
419,Fett::N,moy,ҫу
420,Butter::N,yog',ҫу
421,Öl::N,moy,ҫу
422,Salz::N,tuz,тӑвар
423,Suppe::N,sho'rva,яшка
424,Honig::N,asal,пыл
425,Milch::N,sut,сӗт
426,Tee::N,choy,чей
427,Leder::N,charm,сӑран
428,Wolle::N,jun,ҫӑм
429,Stoff::N,mato,тӗртӗм
430,Nadel::N,igna,йӗп
431,Faden::N,ip,ҫип
432,Knopf::N,tugma,тӳме
433,Knoten::N,tugun,йӑлӑ
434,Farbe::N,bo'yok,сӑрӑ
435,Kleidung::N,kiyim,тум
436,Kleidung::N,kiyim,ҫипуҫ
437,Kleidung::N,kiyim,тум-тир
438,Hemd::N,ko'ylak,кӗпе
439,Kragen::N,yoqa,ҫуха
440,Ärmel::N,yeng,ҫанӑ
441,Hose::N,shim,шӑлавар
442,Gürtel::N,tasma,пиҫиххи
443,Mütze::N,shapka,ҫӗлӗк
444,Schuh::N,but,пушмак
445,Schuh::N,but,ботинок
446,Stiefel::N,botinka,атӑ
447,Ring::N,yuzuk,ҫӗрӗ
448,Band::N,rishta,хаю
449,Band::N,rishta,йӗсме
450,Kamm::N,taroq,тура
451,Spiegel::N,ko'zgu,тӗкӗр
452,Spiegel::N,ko'zgu,куҫ кӗски
453,Riemen::N,qayish,чӗн
454,Schnur::N,bog'ich,кантра
455,Leine::N,etak,касмӑк
456,Decke::N,odyol,утиял
457,Kissen::N,yostiq,ҫытар
458,Kissen::N,yostiq,минтер
459,Tuch::N,gazlama,тутӑр
460,Handtuch::N,sochiq,ал шӑлли
461,Kraft::N,kuch,вӑй
462,Kraft::N,kuch,хӑват
463,Stärke::N,quvvat,хал
464,Stärke::N,quvvat,хӑват
465,Gesundheit::N,sog'lik,хал
466,Gesundheit::N,sog'lik,сывлӑх
467,Krankheit::N,kasallik,чир
468,Schmerz::N,og'riq,ырату
469,Wunde::N,yara,суран
470,Fieber::N,bezgak,сив чир
471,Arznei::N,dori,эмел
472,Brücke::N,ko'prik,кӗпер
473,Brunnen::N,buloq,ҫӑл
474,Brunnen::N,buloq,пусӑ
475,Weide::N,yaylov,ҫаран
476,Pfad::N,dorojka,йӗр
477,Pfad::N,dorojka,сукмак
478,Weg::N,yo'l,ҫул
479,Weg::N,yo'l,ҫул-йӗр
480,Straße::N,ko'cha,ҫӳрев
481,Straße::N,ko'cha,ҫул ҫӳрени
482,Dorf::N,ovul,ял
483,Stadt::N,shahar,хула
484,Brief::N,maktub,ҫыру
485,Buch::N,kitob,кӗнеке
486,Buchstabe::N,harf,сас палли
487,Zeitung::N,gazet,хаҫат
488,Leben::N,hayot,пурнӑҫ
489,Tod::N,o'lim,вилӗм
490,Grab::N,go'r,масар шӑтӑкӗ
491,Kirche::N,cherkov,чиркӳ
492,Sünde::N,gunoh,ҫылӑх
493,Gott::N,olloh,турӑ
494,Arbeiter::N,ishchi,рабочи
495,Chef::N,rais,пуҫлӑх
496,Meister::N,usta,ӑста
497,Meister::N,usta,мастер
498,Arzt::N,hakim,врач
499,Arzt::N,hakim,тухтӑр
500,Lehrer::N,muallim,учитель
501,Lehrer::N,muallim,вӗрентекен
502,Geld::N,pul,укҫа
503,Geschäft::N,savdo,бизнес
504,Laden::N,do'kon,магазин
505,Preis::N,baho,хак
506,Ware::N,mol,тавар
507,Nutzen::N,foyda,пайта
508,Reichtum::N,boylik,мул
509,Welt::N,olam,тӗнче
510,Land::N,o'lka,ҫӗр-шыв
511,Staat::N,davlat,патшàлӑх
512,König::N,qirol,король
513,Macht::N,iqtidor,власть
514,Grenze::N,chegara,чикӗ
515,Krieg::N,harb,вӑрҫӑ
516,Feind::N,dushman,тӑшман
517,Gewalt::N,zo'rlik,ирӗксӗрлӳ
518,Kampf::N,kurash,кӗрешӳ
519,Bogen[Waffe]::N,yoy,ухӑ
520,Pfeil::N,o'q,ҫӗмрен
521,Pfeil::N,o'q,ухӑ йӗппи
522,Gewehr::N,vintovka,пӑшал
523,Fehler::N,xato,йӑнӑш
524,Lüge::N,yolg'on,суя
525,Lüge::N,yolg'on,ултав
526,Schaden::N,ziyon,сиен
527,Unglück::N,balo,шар
528,Unglück::N,balo,инкек
529,Schuld::N,ayb,айӑп
530,Alter::N,yosh,ҫул шучӗ
531,Schluss::N,tamom,пӗтни
532,Schluss::N,tamom,пӗтмӗш
533,Zeit::N,vaqt,вӑхӑт
534,Tag::N,kun,кун
535,Morgen::N,saboh,ир
536,Mittag::N,kun tushlik,кӑнтӑрла
537,Abend::N,oqshom,каҫ
538,Nacht::N,tun,каҫ
539,Woche::N,hafta,эрне
540,Monat::N,oy,уйӑх
541,Jahr::N,yil,ҫулталӑк
542,Frühling::N,bahor,ҫур
543,Frühling::N,bahor,ҫуркунне
544,Sommer::N,yoz,ҫу
545,Sommer::N,yoz,ҫулла
546,Herbst::N,kuz,кӗр
547,Herbst::N,kuz,кӗркунне
548,Herbst::N,xazon,кӗр
549,Herbst::N,xazon,кӗркунне
550,Winter::N,qish,хӗл
551,Winter::N,qish,хӗлле
552,Januar::N,yanvar',январь
553,Februar::N,fevral',февраль
554,Februar::N,fevral',кӗҫӗн кӑрлач
555,März::N,mart,март
556,März::N,mart,пуш уйӑхӗ
557,April::N,aprel',апрель
558,Mai::N,may,май
559,Juni::N,iyun',июнь
560,Juli::N,iyul',июль
561,August::N,avgust,август
562,September::N,sentyabr',сентябрь
563,September::N,sentyabr',авӑн уйӑхӗ
564,Oktober::N,oktyabr',октябрь
565,November::N,noyabr',ноябрь
566,Dezember::N,dekabr',раштав
567,Dezember::N,dekabr',декабрь
568,Montag::N,dushanba,тунти кун
569,Dienstag::N,seshanba,ытлари кун
570,Mittwoch::N,chorshanba,юн кун
571,Donnerstag::N,payshanba,кӗҫнерни кун
572,Freitag::N,juma,эрне кун
573,Samstag::N,shanba,шӑмат кун
574,Sonntag::N,yakshanba,вырсарни кун
575,groß::A,buyuk,пысӑк
576,klein::A,kichik,пӗчӗк
577,lang::A,uzun,вӑрӑм
578,kurz::A,qisqa,кӗске
579,breit::A,keng,сарлака
580,schmal::A,änsiz,ансӑр
581,dicht::A,quyuq,йӑвӑ
582,dick[Gegenstand]::A,qalin,хулӑн
583,dünn::A,ingichka,ҫинҫе
584,dünn::A,ingichka,ҫӳхе
585,fein::A,mayin,тарай
586,fein::A,mayin,вӗлтӗрти
587,fest::A,qattiq,тӗреклӗ
588,flach::A,yalpoq,лаптак
589,glatt::A,tekis,такӑр
590,hart::A,qattiq,хытӑ
591,weich::A,yumshoq,ҫемҫе
592,rund::A,yumaloq,ҫавра
593,spitz::A,uchli,шӗвӗр
594,scharf::A,keskir,ҫивӗч
595,stumpf::A,to'mtoq,мӑка
596,stumpf::A,to'mtoq,пуклак
597,stumpf::A,to'mtoq,тӗрӗнчӗк
598,stumpf::A,to'mtoq,ӑнкарусӑр
599,schwer::A,salmoqli,йывӑр
600,schön::A,go'zal,илемлӗ
601,heiß::A,qiziq,вӗри
602,warm::A,issiq,ӑшӑ
603,kalt::A,sovuq,сивӗ
604,kühl::A,salqin,уҫӑ
605,frisch::A,toza,уҫӑ
606,feucht::A,namli,йӗпе
607,nass::A,nam,нӳрӗ
608,trocken::A,quruq,типӗ
609,voll::A,to'la,тулли
610,leer::A,puch,пушӑ
611,offen::A,ochiq,уҫӑ
612,geschlossen::A,berk,хупӑ
613,sauber::A,ozoda,таса
614,schmutzig::A,kir,пылчӑклӑ
615,schmutzig::A,kir,вараланчӑк
616,roh::A,xom,чӗрӗ
617,reif::A,pishiq,пулнӑ
618,reif::A,pishiq,пиҫӗхнӗ
619,reif::A,pishiq,аталаннӑ
620,reif::A,pishiq,пиҫсе ҫитнӗ
621,lecker::A,shirin,тутлӑ
622,lecker::A,shirin,техӗмлӗ
623,süß::A,shirin,пылак
624,bitter::A,achchiq,йӳҫӗ
625,sauer::A,achchiq,йӳҫӗ
626,sauer::A,achchiq,йӳҫек
627,sauer::A,achchiq,кӑвасак
628,hell::A,yorug',ҫутӑ
629,dunkel::A,qorong'i,тӗттӗм
630,schwarz::A,qora,хура
631,weiß::A,oq,шурӑ
632,rot::A,qizil,хӗрлӗ
633,gelb::A,sariq,сарӑ
634,blau::A,zangori,кӑвак
635,grün::A,yashil,симӗс
636,grün::A,yashil,пиҫмен
637,grün::A,yashil,ӑс пухман
638,grau::A,bo'z,кӑвак
639,bunt::A,ola,чӑпар
640,billig::A,arzon,йӳнӗ
641,teuer::A,qimmat,хаклӑ
642,wertvoll::A,qimmat,паха
643,blind::A,ko'r,суккӑр
644,taub::A,garang,хӑлхасӑр
645,kräftig::A,kuchli,хӑватлӑ
646,stark::A,quvvatli,вирлӗ
647,schwach::A,kuchsiz,халсӑр
648,fett::A,semiz,самӑр
649,fett::A,semiz,мӑнтӑр
650,schlank::A,ingichka,йӑрӑс
651,schlank::A,ingichka,яштака
652,hübsch::A,ko'rkam,хитре
653,böse::A,yovuz,усал
654,dumm::A,aqlsiz,ухмах
655,faul::A,ärinchak,наян
656,faul::A,ärinchak,юлхав
657,faul::A,ärinchak,ӳркенчӗк
658,fleißig::A,ishchan,хастар
659,geizig::A,qurumsoq,хытӑ
660,klug::A,oqil,ӑслӑ
661,geschickt::A,äpchil,ӑста
662,lieb::A,aziz,савнӑ
663,lustig::A,chaqchaq,хаваслӑ
664,sanft::A,asta,ачаш
665,hungrig::A,och,выҫӑ
666,krank::A,kasal,чирлӗ
667,nackt::A,yalang,ҫара
668,traurig::A,xafa,салхуллӑ
669,lebendig::A,hayotiy,чӗрӗ
670,gut::A,soz,аван
671,gut::A,soz,лайӑх
672,schlecht::A,yomon,япӑх
673,schlecht::A,yomon,начар
674,richtig::A,rost,тӗрӗс
675,schlimm::A,yovuz,йӗрӗнчӗк
676,wahr::A,haqiqiy,чӑн
677,alt::A,äski,кивӗ
678,neu::A,yangi,ҫӗнӗ
679,ehemalig::A,sobiq,пулнӑ
680,alt[Lebewesen]::A,qari,ватӑ
681,jung::A,navqiron,яш
682,jung::A,navqiron,ҫамрӑк
683,arm::A,abgor,чухӑн
684,reich::A,boy,пуян
685,bekannt::A,ma'lum,пӗлӗш
686,berühmt::A,mashhur,чаплӑ
687,fremd::A,yot,ют
688,verschieden::A,turli,расна
689,nah::A,yaqindagi,ҫывӑх
690,nah::A,yaqindagi,ҫывӑхри
691,fern::A,uzoq,инҫе
692,fern::A,uzoq,аякри
693,linker::A,so'l,сулахай
694,rechter::A,o'ng,сылтӑм
695,anderer::A,boshqa,урӑх
696,erster::A,birinchi,пӗрремӗш
697,zweiter::A,ikkinchi,иккӗмӗш
698,dritter::A,uchinchi,виҫҫӗмӗш
699,letzter::A,oxirgi,юлашки
700,allein::ADV,o'zicha,пӗччен
701,auf einmal::ADV,varakay,кӗмӗрккен
702,zusammen::ADV,barobar,пӗрле
703,lange::ADV,uzoq,вӑрах
704,plötzlich::ADV,qo'qqisdan,сасартӑк
705,sofort::ADV,darrov,тӳрех
706,später::ADV,so'ngra,кайран
707,jetzt::ADV,hozirgina,халь
708,jetzt::ADV,hozirgina,халӗ
709,heute::ADV,bugun,паян
710,morgen::ADV,ärta,ыран
711,bald::ADV,toz,халех
712,bald::ADV,toz,кӗҫех
713,dann::ADV,keyin,унтан
714,gestern::ADV,kecha,ӗнер
715,einst::ADV,avvallari,пӗррехинче
716,damals::ADV,ugal,ун чухне
717,damals::ADV,ugal,апла пулсан
718,danach::ADV,so'ngra,унтан
719,vorher::ADV,avval,малтан
720,zuerst::ADV,avval,пирвай
