,Concept_ID,ml,el
83,Funke::N,തീപ്പൊരി,σπινθήρας
84,Feuer::N,തീ,φωτιά
85,Licht::N,വിളക്ക്,φως
86,Licht::N,സൂര്യപ്രകാശം,φως
87,Schatten::N,തണൽ,σκιά
88,Schatten::N,തണൽ,ίσκιος
89,Wetter::N,കാലാവസ്ഥ,καιρός
90,Nebel::N,മൂടൽമഞ്ഞ്,ομίχλη
91,Wolke::N,മേഘം,σύννεφο
92,Regen::N,മഴ,βροχή
93,Schnee::N,മഞ്ഞ്,χιόνι
94,Eis::N,ഐസ്,πάγος
95,Frost::N,മൂടൽമഞ്ഞ്,παγωνία
96,Kälte::N,തണുപ്പ്,κρύο
97,Kälte::N,തണുപ്പ്,ψύχος
98,Hitze::N,ചൂട്,ζέστη
99,Raureif::N,കോടമഞ്ഞ്,πάχνη
100,Regenbogen::N,മഴവില്ല്,ουράνιο τόξο
101,Donner::N,ഇടി,βροντή
102,Strömung::N,പ്രവാഹം,ρεύμα
103,Tropfen::N,തുള്ളി,στάλα
104,Schaum::N,നുര,αφρός
105,Schmutz::N,അഴുക്ക്,βρωμιά
106,See::N,തടാകം,λίμνη
107,Sumpf::N,ചതുപ്പുനിലം,βάλτος
108,Moor::N,പാഴ്നിലം,έλος
109,Wiese::N,പുൽത്തകിടി,λιβάδι
110,Wald::N,വനം,δάσος
111,Wald::N,കാട്,δάσος
112,Hügel::N,കുന്ന്,λόφος
113,Anhöhe::N,ഉയർന്ന ഭൂമി,ύψωμα
114,Berg::N,പർവ്വതം,όρος
115,Berg::N,പർവ്വതം,βουνό
116,Gipfel::N,ഉച്ചകോടി,κορυφή
117,Höhle::N,ഗുഹ,σπηλιά
118,Abhang::N,ചരിവ്,πλαγιά
119,Quelle::N,ഉറവിടം,πηγή
120,Quelle::N,ഉറവിടം,βρύση
121,Bach::N,അരുവി,ρυάκι
122,Fluss::N,നദി,ποτάμι
123,Fluss::N,നദി,ποταμός
124,Ufer::N,തീരം,όχθη
125,Küste::N,കടൽത്തീരം,ακτή
126,Küste::N,കടൽത്തീരം,ακρογιαλιά
127,Festland::N,കര,στεριά
128,Meer::N,കടൽ,θάλασσα
129,Bucht::N,ഉൾക്കടല്,κόλπος
130,Insel::N,ദ്വീപ്,νησί
131,Insel::N,ദ്വീപ്,νήσος
132,Blume::N,പൂവ്,άνθος
133,Blume::N,പൂവ്,λουλούδι
134,Gras::N,പുല്ല്,χόρτο
135,Gras::N,പുല്ല്,χορτάρι
136,Wurzel::N,വേര്,ρίζα
137,Baum::N,മരം,δέντρο
138,Stamm::N,തായ്ത്തടി,κορμός
139,Rinde::N,പട്ട,φλούδα
140,Ast::N,ശാഖ,κλαδί
141,Zweig::N,ശാഖ,κλαδί
142,Zweig::N,ശാഖ,κλάδος
143,Blatt::N,ഇല,φύλλο
144,Birke::N,പൂവരശ്,σημύδα
145,Kiefer[Baum]::N,പൈൻമരം,πεύκο
146,Weide[Baum]::N,വില്ലോ,ιτιά
147,Tanne::N,ദേവദാരു,έλατο
148,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,κέρας
149,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,κέρατο
150,Feder::N,തൂവൽ,φτερό
151,Fell::N,മൃദുരോമം,δέρμα
152,Fell::N,മൃദുരോമം,τομάρι
153,Flügel::N,ചിറക്,πτερύγιο
154,Klaue::N,നഖം,κουλό
155,Kralle::N,നഖം,νύχι
156,Schwanz::N,വാൽ,ουρά
157,Ei::N,മുട്ട,αβγό
158,Nest::N,കൂട്,φωλιά
159,Bau::N,മാളം,φωλιά
160,Tier::N,മൃഗം,ζώο
161,Herde::N,കൂട്ടം,κοπάδι
162,Kuh::N,പശു,αγελάδα
163,Bulle::N,കാള,ταύρος
164,Pferd::N,കുതിര,άλογο
165,Schaf::N,ആട്,πρόβατο
166,Schwein::N,പന്നി,γουρούνι
167,Hund::N,നായ്,σκυλί
168,Hund::N,നായ്,σκύλος
169,Katze::N,പൂച്ച,γάτα
170,Bär::N,കരടി,άρκτος
171,Bär::N,കരടി,αρκούδα
172,Eichhörnchen::N,അണ്ണാൻ,βερβερίτσα
173,Elch::N,കടമാന്,άλκη
174,Fuchs::N,കുറുക്കൻ,αλεπού
175,Hase::N,മുയൽ,λαγός
176,Maus::N,ചുണ്ടലി,ποντικός
177,Wolf::N,ചെന്നായ,λύκος
178,Vogel::N,പക്ഷി,πουλί
179,Schwarm::N,കൂട്ടം,σμήνος
180,Huhn::N,കോഴി,κότα
181,Huhn::N,കോഴി,όρνιθα
182,Hahn::N,പൂവൻകോഴി,πετεινός
183,Gans::N,അരയന്നം,χήνα
184,Adler::N,കഴുകൻ,αετός
185,Ente::N,താറാവ്,πάπια
186,Eule::N,മൂങ്ങ,κουκουβάγια
187,Kranich::N,കൊക്ക്,γερανός
188,Krähe::N,കാക്ക,καρακάξα
189,Kuckuck::N,കുയിൽ,κούκος
190,Schwan::N,അരയന്നം,κύκνος
191,Fisch::N,മത്സ്യം,ψάρι
192,Barsch::N,ഒരിനം മത്സ്യം,πέρκα
193,Hecht::N,ഒരു മത്സ്യം,λούτσος
194,Schlange[Tier]::N,പാമ്പ്,φίδι
195,Wurm::N,വിര,σκουλήκι
196,Spinne::N,ചിലന്തി,αράχνη
197,Ameise::N,ഉറുമ്പ്,μυρμήγκι
198,Laus::N,പേന്,ψείρα
199,Mücke::N,മശകം,κουνούπι
200,Fliege::N,ഈച്ച,μύγα
201,Schmetterling::N,ചിത്രശലഭം,πεταλούδα
202,Beere::N,ബെറി,ρόγα
203,Apfel::N,ആപ്പിൾ,μήλο
204,Pilz::N,കൂൺ,μανιτάρι
205,Zwiebel::N,സവാള,κρεμμύδι
206,Saat::N,വിത്ത്,σπόρος
207,Korn::N,ധാന്യം,σπυρί
208,Heu::N,വയ്ക്കോൽ,σανός
209,Schale::N,തൊലി,τσόφλι
210,Grube::N,കുഴി,λάκκος
211,Falle::N,കെണി,παγίδα
212,Schlinge::N,കുടുക്ക്,θηλειά
213,Spur::N,ചുവട്,ίχνος
214,Asche::N,ചാരം,στάχτη
215,Dreck::N,അഴുക്ക്,βρωμιά
216,Eisen::N,ഇരുമ്പ്,σίδερο
217,Gold::N,സ്വർണ്ണം,μάλαμα
218,Gold::N,സ്വർണ്ണം,χρυσάφι
219,Silber::N,വെള്ളി,ασήμι
220,Silber::N,വെള്ളി,άργυρος
221,Kohle::N,കൽക്കരി,κάρβουνο
222,Glas::N,ഗ്ലാസ്,γυαλί
223,Lehm::N,കളിമണ്ണ്,πηλός
224,Sand::N,മണൽ,άμμος
225,Mensch::N,മനുഷ്യർ,άνθρωπος
226,Mann::N,പുരുഷൻ,άνδρας
227,Frau::N,സ്ത്രീ,γυναίκα
228,Kind::N,കുഞ്ഞ്,παιδί
229,Junge::N,ആൺകുട്ടി,αγόρι
230,Mädchen::N,പെൺകുട്ടി,κοπέλα
231,Mädchen::N,പെൺകുട്ടി,κορίτσι
232,Familie::N,കുടുംബം,οικογένεια
233,Großvater::N,അപ്പൂപ്പൻ,παππούς
234,Großmutter::N,അമ്മുമ്മ,γιαγιά
235,Eltern::N,മാതാപിതാക്കള്,γονείς
236,Vater::N,അച്ഛൻ,πατέρας
237,Mutter::N,അമ്മ,μητέρα
238,Sohn::N,മകൻ,γιος
239,Tochter::N,മകൾ,κόρη
240,Bruder::N,ചേട്ടൻ,αδελφός
241,Bruder::N,അനിയൻ,αδελφός
242,Schwester::N,ചേച്ചി,αδελφή
243,Schwester::N,അനിയത്തി,αδελφή
244,Onkel::N,അമ്മാവൻ,θείος
245,Tante::N,മാമി,θεία
246,Ehemann::N,ഭർത്താവ്,σύζυγος
247,Ehefrau::N,ഭാര്യ,σύζυγος
248,Freude::N,ആഹ്ലാദം,χαρά
249,Gelächter::N,ചിരിയുടെ ശബ്ദം,γέλια
250,Glück::N,സന്തോഷം,ευτυχία
251,Glück::N,സന്തുഷ്ടി,ευτυχία
252,Kummer::N,ശോകം,έγνοια
253,Wunsch::N,ആഗ്രഹം,επιθυμία
254,Lust::N,ആഗ്രഹം,όρεξη
255,Geist::N,ചുറുചുറുക്ക്,πνέυμα
256,Gedanke::N,ചിന്ത,σκέψη
257,Gedächtnis::N,ഓർമ്മശക്തി,μνήμη
258,Verstand::N,മനസ്സ്,νους
259,Sinn::N,അർത്ഥം,νόημα
260,Grund::N,കാരണം,λόγος
261,Wahrheit::N,സത്യം,αλήθεια
262,Gespräch::N,സല്ലാപം,συνομιλία
263,Märchen::N,യക്ഷിക്കഥ,παραμύθι
264,Erzählung::N,കഥ,διήγημα
265,Nachricht::N,സന്ദേശം,είδηση
266,Neuigkeit::N,വാർത്ത,νέο
267,Name::N,പേര്,όνομα
268,Rätsel::N,പ്രഹേളിക,αίνιγμα
269,Rede::N,സംസാരം,λόγος
270,Rede::N,സംസാരം,ομιλία
271,Sprache::N,ഭാഷ,γλώσσα
272,Stimme::N,സ്വരം,φωνή
273,Wort::N,വാക്ക്,λέξη
274,Zeichen::N,സംജ്ഞ,σημείο
275,Ruf::N,വിളി,κραυγή
276,Lärm::N,ആരവം,θόρυβος
277,Laut::N,ശബ്ദം,ήχος
278,Ton::N,സ്വരഭേദം,ήχος
279,Ton::N,സ്വരഭേദം,τόνος
280,Lied::N,പാട്ട്,τραγούδι
281,Ruhe::N,നിശ്ചലത,ησυχία
282,Leute::N,ജനങ്ങൾ,κόσμος
283,Leute::N,ജനങ്ങൾ,άνθρωποι
284,Volk::N,രാഷ്ടം,λαός
285,Arbeit::N,ജോലി,εργασία
286,Gast::N,അതിലി,επισκέπτης
287,Geschenk::N,സമ്മാനം,δώρο
288,Spiel::N,കളി,παιχνίδι
289,Gesellschaft::N,കൂട്ടായ്മ,κοινωνία
290,Hilfe::N,സഹായം,βοήθεια
291,Freund::N,സുഹൃത്ത്,φίλος
292,Kamerad::N,കൂട്ടാളി,σύντροφος
293,Angelegenheit::N,കാര്യം,υπόθεση
294,Anzahl::N,എണ്ണം,αριθμός
295,Art::N,തരം,είδος
296,Stück::N,കഷണം,κομμάτι
297,Teil::N,ഭാഗം,μέρος
298,Hälfte::N,പകുതി,μισό
299,Kreis::N,വൃത്തം,κύκλος
300,Kreuz::N,കുരിശടയാളം,σταυρός
301,Linie::N,വര,γραμμή
302,Linie::N,രേഖ,γραμμή
303,Strich::N,പക്ഷാഘാതം,γραμμή
304,Abstand::N,വിടവ്,απόσταση
305,Entfernung::N,അകലം,απόσταση
306,Gegend::N,പ്രദേശം,περιοχή
307,Gegend::N,പ്രദേശം,τοποθεσία
308,Platz::N,ഇടം,χώρος
309,Ort::N,സ്ഥലം,τόπος
310,Seite::N,വശം,πλευρά
311,Mitte::N,മധ്യസ്ഥാനം,μέση
312,Gegenstand::N,സാധനം,αντικείμενο
313,Sache::N,വസ്തു,πράγμα
314,Rand::N,തൊങ്ങൽ,άκρη
315,Rand::N,തൊങ്ങൽ,χείλος
316,Kante::N,അറ്റം,άκρη
317,Ecke::N,മൂല,γωνιά
318,Spitze::N,അഗ്രം,μύτη
319,Ende::N,അവസാനം,άκρη
320,Loch::N,ദ്വാരം,τρύπα
321,Winkel::N,കോൺ,γωνία
322,Muster::N,ക്രമം,σχέδιο
323,Größe::N,വലുപ്പം,μέγεθος
324,Länge::N,നീളം,μήκος
325,Höhe::N,ഉയരം,ύψος
326,Gewicht::N,കട്ടി,βάρος
327,Menge::N,അളവ്,ποσότητα
328,Haufen::N,കൂമ്പാരം,σωρός
329,Reihe::N,വരി,αράδα
330,Boot::N,ബോട്ട്,βάρκα
331,Ruder::N,പങ്കായം,κουπί
332,Schlitten::N,ഉരുളില്ലാവണ്ടി,έλκηθρο
333,Ski::N,ഹിമപാദുകം,σκι
334,Lagerfeuer::N,തീ,φωτιά
335,Last::N,ഭാരം,φορτίο
336,Gang::N,നടത്തം,δρόμος
337,Schritt::N,ചുവട്,βήμα
338,Norden::N,വടക്ക്,βορράς
339,Süden::N,തെക്ക്,νότος
340,Westen::N,പടിഞ്ഞാറ്,δύση
341,Osten::N,കിഴക്ക്,ανατολή
342,Holz::N,തടി,ξύλο
343,Brett::N,ബോർഡ്,σανίδι
344,Platte::N,തകിട്,πλάκα
345,Stütze::N,താങ്ങ്,στήριγμα
346,Stange::N,കമ്പ്,ραβδί
347,Stange::N,കമ്പ്,κοντός
348,Stock::N,വടി,ξύλο
349,Stock::N,വടി,μπαστούνι
350,Stab::N,കുറുവടി,ραβδί
351,Rohr::N,കുഴൽ,σωλήνας
352,Haus::N,വീട്,σπίτι
353,Heim::N,വീട്,σπίτι
354,Ofen::N,സ്റ്റൌ,σόμπα
355,Ofen::N,സ്റ്റൌ,θερμάστρα
356,Fußboden::N,തറ,πάτωμα
357,Tisch::N,മേശ,τραπέζι
358,Stuhl::N,കസേര,καρέκλα
359,Wiege::N,തൊട്ടിൽ,κούνια
360,Bett::N,കിടക്ക,κρεβάτι
361,Regal::N,ഷെൽഫ്,ράφι
362,Kiste::N,പെട്ടി,κιβώτιο
363,Fenster::N,ജനൽ,παράθυρο
364,Tür::N,വാതിൽ,πόρτα
365,Tor::N,കവാടം,πύλη
366,Zaun::N,വേലി,φράχτης
367,Dach::N,മേൽക്കുര,στέγη
368,Leiter::N,ഏണി,σκάλα
369,Leiter::N,ഏണി,κλίμακα
370,Besen::N,ചൂല്,σκούπα
371,Spaten::N,തൂമ്പ,φτυάρι
372,Schaufel::N,തൂമ്പ,φτυάρι
373,Gabel::N,മുൾക്കത്തി,πιρούνι
374,Löffel::N,സ്പൂൺ,κουτάλι
375,Messer::N,കത്തി,μαχαίρι
376,Nagel::N,ആണി,καρφί
377,Netz::N,വല,δίχτυ
378,Haken::N,കൊളുത്ത്,γάντζος
379,Haken::N,കൊളുത്ത്,αγκίστρι
380,Griff::N,കൈപ്പിടി,λαβή
381,Schloss::N,പൂട്ട്,κλειδαριά
382,Bild::N,ചിത്രം,εικόνα
383,Figur::N,കണക്ക്,ανάστημα
384,Puppe::N,പാവ,κούκλα
385,Beutel::N,ബാഗ്,πουγγί
386,Bündel::N,കെട്ട്,δεμάτι
387,Tasche::N,ബാഗ്,τσάντα
388,Eimer::N,ബക്കറ്റ്,κουβάς
389,Deckel::N,ഉറ,καπάκι
390,Geschirr::N,പിഞ്ഞാണം,σκεύη
391,Sack::N,ചാക്ക്,σάκος
392,Tasse::N,കപ്പ്,φλιτζάνι
393,Topf::N,പാത്രം,χύτρα
394,Kessel::N,കെറ്റ്ല്,καζάνι
395,Essen::N,ആഹാരസമയം,φαγητό
396,Nahrung::N,ഭക്ഷണം,τροφή
397,Speise::N,ഡിഷ്,φαγητό
398,Fleisch::N,മാംസം,κρέας
399,Getreide::N,ചോളം,σιτάρι
400,Brei::N,കഞ്ഞി,χυλός
401,Brot::N,റോട്ടി,ψωμί
402,Brot::N,റോട്ടി,άρτος
403,Scheibe::N,തുണ്ട്,φέτα
404,Fett::N,കൊഴുപ്പ്,πάχος
405,Butter::N,വെണ്ണ,βούτυρο
406,Öl::N,എണ്ണ,λάδι
407,Salz::N,ഉപ്പ്,αλάτι
408,Suppe::N,സൂപ്പ്,σούπα
409,Honig::N,തേൻ,μέλι
410,Milch::N,പാൽ,γάλα
411,Tee::N,ചായ,τσάι
412,Leder::N,തുകൽ,πετσί
413,Wolle::N,കമ്പിളി,μαλλί
414,Stoff::N,തുണി,ύφασμα
415,Nadel::N,സൂചി,βελόνα
416,Faden::N,നൂല്,κλωστή
417,Knopf::N,ബട്ടൺ,κουμπί
418,Knoten::N,കുരുക്ക്,κόμπος
419,Farbe::N,പെയിൻറ്,μπογιά
420,Kleidung::N,വസ്ത്രങ്ങൾ,ρούχα
421,Kleidung::N,വസ്ത്രങ്ങൾ,ενδυμασία
422,Hemd::N,ഷർട്ട്,πουκάμισο
423,Kragen::N,കുപ്പായക്കഴുത്ത്,κολάρο
424,Ärmel::N,കുപ്പായക്കൈ,μανίκι
425,Hose::N,ട്രൌസർ,πανταλόνι
426,Gürtel::N,ബെൽറ്റ്,ζώνη
427,Mütze::N,തൊപ്പി,σκούφος
428,Schuh::N,ഷൂ,παπούτσι
429,Stiefel::N,ബൂട്ട്,μπότα
430,Ring::N,മോതിരം,δαχτυλίδι
431,Band::N,റിബൺ,κορδέλα
432,Kamm::N,ചീപ്പ്,χτένα
433,Spiegel::N,കണ്ണാടി,καθρέφτης
434,Riemen::N,സ്ട്രാപ്പ്,λουρί
435,Schnur::N,ചരട്,κορδόνι
436,Leine::N,കെട്ടാനുള്ള തോൽവാർ,σχοινί
437,Decke::N,പുതപ്പ്,κουβέρτα
438,Kissen::N,തലയിണ,μαξιλάρι
439,Tuch::N,സ്കാർഫ്,πανί
440,Tuch::N,സ്കാർഫ്,μαντήλι
441,Handtuch::N,തോർത്ത്,πετσέτα
442,Kraft::N,ശക്തി,δύναμη
443,Stärke::N,ശക്തി,ισχύς
444,Stärke::N,ശക്തി,δύναμη
445,Gesundheit::N,ആരോഗ്യം,υγεία
446,Krankheit::N,അസുഖം,αρρώστια
447,Schmerz::N,വേദന,πόνος
448,Wunde::N,മുറിവ്,πληγή
449,Fieber::N,പനി,πυρετός
450,Arznei::N,മരുന്ന്,φάρμακο
451,Brücke::N,പാലം,γέφυρα
452,Brunnen::N,കിണർ,πηγάδι
453,Weide::N,മേച്ചൽ,βοσκή
454,Pfad::N,വഴി,μονοπάτι
455,Weg::N,വഴി,δρόμος
456,Straße::N,റോഡ്,οδός
457,Straße::N,റോഡ്,δρόμος
458,Dorf::N,ഗ്രാമം,χωριό
459,Stadt::N,നഗരം,πόλη
460,Brief::N,കത്ത്,γράμμα
461,Brief::N,കത്ത്,επιστολή
462,Buch::N,പുസ്തകം,βιβλίο
463,Buchstabe::N,അക്ഷരം,γράμμα
464,Zeitung::N,വർത്തമാനപത്രം,εφημερίδα
465,Leben::N,ജീവൻ,ζωή
466,Leben::N,ജീവൻ,βίος
467,Tod::N,മരണം,θάνατος
468,Grab::N,ശവക്കുഴി,τάφος
469,Kirche::N,പള്ളി,εκκλησία
470,Sünde::N,പാപം,αμαρτία
471,Gott::N,ദൈവം,θεός
472,Arbeiter::N,ജോലിക്കാരൻ,εργάτης
473,Chef::N,മേധാവി,προϊστάμενος
474,Meister::N,യജമാനൻ,μάστορας
475,Meister::N,യജമാനൻ,αρχιτεχνίτης
476,Arzt::N,ഡോക്ടർ,γιατρός
477,Lehrer::N,അധ്യാപകൻ,δάσκαλος
478,Geld::N,പണം,λεφτά
479,Geld::N,പണം,χρήματα
480,Geschäft::N,ബിസിനസ്,συναλλαγή
481,Laden::N,കട,μαγαζί
482,Laden::N,കട,κατάστημα
483,Preis::N,വില,τιμή
484,Ware::N,ചരക്ക്,εμπόρευμα
485,Nutzen::N,ലാഭം,όφελος
486,Reichtum::N,ധനം,πλούτος
487,Welt::N,ലോകം,κόσμος
488,Land::N,രാജ്യം,χώρα
489,Staat::N,രാജ്യം,κράτος
490,Staat::N,രാജ്യം,πολιτεία
491,König::N,രാജാവ്,βασιλιάς
492,Macht::N,അധികാരം,εξουσία
493,Grenze::N,അതിർത്തി,σύνορα
494,Krieg::N,യുദ്ധം,πόλεμος
495,Feind::N,ശത്രു,εχθρός
496,Gewalt::N,അക്രമം,βία
497,Kampf::N,പോരാട്ടം,αγώνας
498,Bogen[Waffe]::N,വില്ല്,τόξο
499,Pfeil::N,അമ്പ്,σαΐτα
500,Gewehr::N,തോക്ക്,τουφέκι
501,Fehler::N,പിശക്,λάθος
502,Fehler::N,പിശക്,σφάλμα
503,Lüge::N,കള്ളം,ψέμα
504,Lüge::N,കള്ളം,ψεύδος
505,Schaden::N,കേടുപാട്,ζημία
506,Unglück::N,ദൌർഭാഗ്യം,δυστυχία
507,Schuld::N,തെറ്റ്,ενοχή
508,Schuld::N,തെറ്റ്,φταίξιμο
509,Alter::N,വയസ്സ്,ηλικία
510,Schluss::N,നിഗമനം,τέλος
511,Zeit::N,സമയം,χρόνος
512,Tag::N,ദിവസം,μέρα
513,Tag::N,ദിവസം,ημέρα
514,Morgen::N,പ്രഭാതം,πρωί
515,Mittag::N,ഉച്ച,μεσημέρι
516,Abend::N,സായാഹ്നം,βράδυ
517,Nacht::N,രാത്രി,νύχτα
518,Woche::N,ആഴ്ച,εβδομάδα
519,Monat::N,മാസം,μήνας
520,Jahr::N,വർഷം,έτος
521,Jahr::N,വർഷം,χρόνος
522,Frühling::N,വസന്തം,άνοιξη
523,Sommer::N,വേനൽ,καλοκαίρι
524,Herbst::N,ശരത്കാലം,φθινόπωρο
525,Winter::N,ശൈത്യം,χειμώνας
526,Januar::N,ജനുവരി,Ιανουάριος
527,Februar::N,ഫെബ്രുവരി,Φεβρουάριος
528,März::N,മാർച്ച്,Μάρτιος
529,April::N,ഏപ്രിൾ മാസം,Απρίλιος
530,Mai::N,മെയ് മാസം,Μάιος
531,Juni::N,ജൂൺ,Ιούνιος
532,Juli::N,ജൂലൈ,Ιούλιος
533,August::N,ആഗസ്റ്റ്,Αύγουστος
534,September::N,സെപ്തംബർ,Σεπτέμβριος
535,Oktober::N,ഒക്ടോബർ,Οκτώβριος
536,November::N,നവംബർ,Νοέμβριος
537,Dezember::N,ഡിസംബർ,Δεκέμβριος
538,Montag::N,തിങ്കളാഴ്ച,Δευτέρα
539,Dienstag::N,ചൊവ്വ,Τρίτη
540,Mittwoch::N,ബുധനാഴ്ച,Τετάρτη
541,Donnerstag::N,വ്യാഴാഴ്ച,Πέμπτη
542,Freitag::N,വെള്ളിയാഴ്ച,Παρασκευή
543,Samstag::N,ശനിയാഴ്ച,Σάββατο
544,Sonntag::N,ഞായറാഴ്ച,Κυριακή
545,groß::A,വലിയ,μεγάλος
546,klein::A,ചെറിയ,μικρός
547,lang::A,നീണ്ട,μακρύς
548,kurz::A,ഹ്രസ്വമായ,κοντός
549,breit::A,വിശാലമായ,φαρδύς
550,schmal::A,ഇടുങ്ങിയ,στενός
551,dicht::A,നിബിഡമായ,πυκνός
552,dick[Gegenstand]::A,തടിച്ച,παχύς
553,dick[Gegenstand]::A,തടിച്ച,χοντρός
554,dünn::A,മെലിഞ്ഞ,ψιλός
555,dünn::A,മെലിഞ്ഞ,λεπτός
556,fein::A,നേർത്ത,ψιλός
557,fest::A,ഉറപ്പുള്ള,στερεός
558,flach::A,പരന്ന,επίπεδος
559,glatt::A,മിനുസമുള്ള,λείος
560,glatt::A,മിനുസമുള്ള,ομαλός
561,hart::A,കട്ടിയുള്ള,σκληρός
562,weich::A,മൃദുവായ,μαλακός
563,rund::A,വട്ടത്തിലുള്ള,στρογγυλός
564,spitz::A,മുനയുള്ള,μυτερός
565,scharf::A,മൂർച്ചയുള്ള,κοφτερός
566,stumpf::A,തുറന്നടിക്കുന്ന,αμβλύς
567,schwer::A,ഭാരമുള്ള,βαρύς
568,schön::A,മനോഹരമായ,ωραίος
569,schön::A,മനോഹരമായ,όμορφος
570,heiß::A,ചൂടുള്ള,ζεστός
571,warm::A,ചൂടുള്ള,θερμός
572,kalt::A,തണുത്ത,κρύος
573,kalt::A,തണുത്ത,ψυχρός
574,kühl::A,തണുപ്പുള്ള,δροσερός
575,frisch::A,ശുദ്ധമായ,νωπός
576,frisch::A,ശുദ്ധമായ,φρέσκος
577,feucht::A,ഈറനുള്ള,υγρός
578,nass::A,നനഞ്ഞ,βρεγμένος
579,trocken::A,വരണ്ട,ξηρός
580,trocken::A,വരണ്ട,στεγνός
581,voll::A,നിറയെ,γεμάτος
582,leer::A,ഒഴിഞ്ഞ,άδειος
583,offen::A,തുറന്ന,ανοιχτός
584,geschlossen::A,അടച്ച,κλειστός
585,sauber::A,വൃത്തിയുള്ള,καθαρός
586,schmutzig::A,അഴുക്കുനിറഞ്ഞ,βρώμικος
587,schmutzig::A,അഴുക്കുനിറഞ്ഞ,λερωμένος
588,roh::A,അസംസ്കൃതമായ,ωμός
589,reif::A,പഴുത്ത,ώριμος
590,lecker::A,രുചികരമായ,νόστιμος
591,süß::A,മധുരമുള്ള,γλυκός
