,Concept_ID,ml,el
1107,füttern::V,തീറ്റുക,ταΐζω
1108,melken::V,പാലുകറക്കുക,αρμέγω
1109,hacken::V,വെട്ടിമുറിക്കുക,κόβω
1110,gießen::V,നനയ്ക്കുക,ποτίζω
1111,reifen::V,പാകമാകുക,ωριμάζω
1112,zubereiten::V,പാചകം_ചെയ്യുക,ετοιμάζω
1113,kochen::V,വേവിക്കുക,βράζω
1114,backen::V,ബേക്ക് ചെയ്യുക,ψήνω
1115,braten::V,പോരിക്കുക,τηγανίζω
1116,umrühren::V,ഇളക്കുക,ανακατεύω
1117,stricken::V,മെടയുക,πλέκω
1118,nähen::V,തുന്നുക,ράβω
1119,färben::V,ചായം പൂശുക,βάφω
1120,färben::V,ചായം പൂശുക,χρωματίζω
1121,reinigen::V,വൃത്തിയാക്കുക,καθαρίζω
1122,waschen::V,കഴുകുക,πλένω
1123,abwischen::V,തുടയ്ക്കുക,σφουγγίζω
1124,spülen::V,കഴുകുക,ξεπλένω
1125,fegen::V,അടിച്ചുവാരുക,σκουπίζω
1126,kehren::V,അടിച്ചുവാരുക,σκουπίζω
1127,baden::V,നീന്തിത്തുടിക്കുക,κάνω μπάνιο
1128,sich waschen::V,കഴുകുക,πλένομαι
1129,ausziehen::V,ഇഴുക്കുക,βγάζω
1130,anziehen::V,ഉടുക്കുക,φορώ
1131,sich anziehen::V,ധരിച്ച നേടുകയുക,ντύνομαι
1132,kämmen::V,മുടിചീകുക,χτενίζω
1133,schmücken::V,അലങ്കരിക്കുക,στολίζω
1134,sagen::V,പറയുക,λέω
1135,sprechen::V,സംസാരിക്കുക,μιλώ
1136,reden::V,സംസാരിക്കുക,μιλώ
1137,reden::V,സംസാരിക്കുക,κουβεντιάζω
1138,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,συνομιλώ
1139,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,κουβεντιάζω
1140,fragen::V,ചോദിക്കുക,ρωτώ
1141,bitten::V,അപേക്ഷിക്കുക,ζητώ
1142,bitten::V,അപേക്ഷിക്കുക,παρακαλώ
1143,erzählen::V,പറയുക,διηγούμαι
1144,mitteilen::V,അറിയിക്കുക,πληροφορώ
1145,nennen::V,പേരിടുക,ονομάζω
1146,rufen::V,വിളിക്കുക,φωνάζω
1147,prahlen::V,പൊങ്ങച്ചം പറയുക,καυχιέμαι
1148,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,μεταφράζω
1149,denken::V,ചിന്തിക്കുക,σκέφτομαι
1150,glauben::V,വിശ്വസിക്കുക,πιστεύω
1151,bemerken::V,ശ്രദ്ധിക്കുക,παρατηρώ
1152,erkennen::V,തിരിചറിയുക,αναγνωρίζω
1153,begreifen::V,കൈപ്പിടിയിലാക്കുക,καταλαβαίνω
1154,verstehen::V,മനസ്സിലാക്കുക,ακούω
1155,lernen::V,പഠിക്കുക,μαθαίνω
1156,wissen::V,അറിയുക,ξέρω
1157,sich erinnern an::V,ഓർമിക്കുക,θυμάμαι
1158,vergessen::V,മറക്കുക,ξεχνώ
1159,messen::V,അളക്കുക,μετρώ
1160,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,μετρώ
1161,rechnen::V,ഗണിക്കുക,λογαριάζω
1162,lesen::V,വായിക്കുക,διαβάζω
1163,malen::V,ചിത്രം വരയ്ക്കുക,ζωγραφίζω
1164,zeichnen::V,വരയ്ക്കുക,σχεδιάζω
1165,schreiben::V,എഴുതുക,γράφω
1166,besitzen::V,സ്വന്തമാക്കുക,κατέχω
1167,kaufen::V,വാങ്ങുക,αγοράζω
1168,verkaufen::V,വിൽക്കുക,πουλώ
1169,bezahlen::V,പരിഹാരം ചെയ്യുക,πληρώνω
1170,zahlen::V,പണം അടയ്ക്കുക,πληρώνω
1171,beherrschen::V,ഭരിക്കുക,κυριαρχώ
1172,ertragen::V,താങ്ങുക,βαστώ
1173,ertragen::V,താങ്ങുക,αντέχω
