,Concept_ID,fi,pt
318,Nachricht::N,tieto,mensagem
319,Nachricht::N,ilmoitus,mensagem
320,Neuigkeit::N,uutinen,notícia
321,Neuigkeit::N,uutinen,novidade
322,Name::N,nimi,nome
323,Rätsel::N,arvoitus,adivinha
324,Rede::N,puhe,oração
325,Rede::N,puhe,discurso
326,Sprache::N,kieli,língua
327,Stimme::N,ääni,voz
328,Wort::N,sana,palavra
329,Zeichen::N,merkki,marca
330,Ruf::N,kutsu,grito
331,Ruf::N,kutsu,chamada
332,Lärm::N,melu,ruído
333,Lärm::N,melu,barulho
334,Lärm::N,hälinä,ruído
335,Lärm::N,hälinä,barulho
336,Laut::N,ääni,som
337,Ton::N,sävel,tom
338,Lied::N,laulu,canção
339,Ruhe::N,lepo,calma
340,Ruhe::N,lepo,silêncio
341,Ruhe::N,rauha,calma
342,Ruhe::N,rauha,silêncio
343,Leute::N,väki,gente
344,Leute::N,väki,pessoas
345,Leute::N,ihmiset,gente
346,Leute::N,ihmiset,pessoas
347,Volk::N,kansa,povo
348,Volk::N,kansa,nação
349,Arbeit::N,työ,trabalho
350,Gast::N,vieras,hóspede
351,Gast::N,vieras,convidado
352,Geschenk::N,lahja,prenda
353,Geschenk::N,lahja,presente
354,Spiel::N,peli,jogo
355,Spiel::N,leikki,jogo
356,Gesellschaft::N,seura,companhia
357,Hilfe::N,apu,ajuda
358,Hilfe::N,apu,socorro
359,Freund::N,ystävä,amigo
360,Kamerad::N,toveri,camarada
361,Angelegenheit::N,asia,assunto
362,Anzahl::N,lukumäärä,número
363,Anzahl::N,lukumäärä,quantidade
364,Art::N,laji,tipo
365,Art::N,laji,espécie
366,Stück::N,pala,pedaço
367,Stück::N,kappale,pedaço
368,Teil::N,osa,peça
369,Teil::N,osa,parte
370,Hälfte::N,puoli,metade
371,Kreis::N,ympyrä,círculo
372,Kreuz::N,risti,cruz
373,Linie::N,viiva,linha
374,Strich::N,piirto,traço
375,Abstand::N,väli,distância
376,Abstand::N,väljyys,distância
377,Entfernung::N,etäisyys,distância
378,Gegend::N,seutu,área
379,Gegend::N,seutu,região
380,Platz::N,tila,lugar
381,Ort::N,kohta,sítio
382,Ort::N,paikka,sítio
383,Seite::N,sivu,lado
384,Seite::N,kylki,lado
385,Mitte::N,keskus,meio
386,Mitte::N,puoliväli,meio
387,Gegenstand::N,kalu,objecto
388,Gegenstand::N,esine,objecto
389,Sache::N,asia,coisa
390,Rand::N,ääri,bordo
391,Rand::N,ääri,margem
392,Rand::N,syrjä,bordo
393,Rand::N,syrjä,margem
394,Kante::N,särmä,borda
395,Kante::N,särmä,aresta
396,Ecke::N,nurkka,esquina
397,Spitze::N,terä,ponta
398,Spitze::N,kärki,ponta
399,Ende::N,pää,cabo
400,Ende::N,pää,extremo
401,Ende::N,perä,cabo
402,Ende::N,perä,extremo
403,Loch::N,kolo,furo
404,Loch::N,kolo,buraco
405,Loch::N,reikä,furo
406,Loch::N,reikä,buraco
407,Winkel::N,kulma,canto
408,Winkel::N,kulma,ângulo
409,Muster::N,kuvio,padrão
410,Muster::N,kuvio,desenho
411,Größe::N,koko,tamanho
412,Größe::N,suuruus,tamanho
413,Länge::N,pituus,comprimento
414,Höhe::N,korkeus,altura
415,Höhe::N,korkeus,altitude
416,Gewicht::N,paino,peso
417,Menge::N,määrä,quantidade
418,Haufen::N,kasa,pilha
419,Reihe::N,rivi,fila
420,Boot::N,vene,barco
421,Ruder::N,airo,remo
422,Schlitten::N,reki,trenó
423,Schlitten::N,kelkka,trenó
424,Ski::N,suksi,esqui
425,Lagerfeuer::N,nuotio,fogueira
426,Last::N,kuorma,carga
427,Gang::N,kulku,curso
428,Gang::N,kulku,caminhada
429,Gang::N,käynti,curso
430,Gang::N,käynti,caminhada
431,Schritt::N,askel,passo
432,Norden::N,pohjoinen,norte
433,Süden::N,etelä,sul
434,Westen::N,länsi,oeste
435,Westen::N,länsi,ocidente
436,Osten::N,itä,este
437,Osten::N,itä,leste
438,Osten::N,itä,oriente
439,Holz::N,puu,madeira
440,Brett::N,lauta,tábua
441,Brett::N,lauta,prancha
442,Platte::N,levy,laje
443,Platte::N,levy,chapa
444,Stütze::N,noja,apoio
445,Stütze::N,noja,suporte
446,Stange::N,tanko,vara
447,Stange::N,tanko,barra
448,Stock::N,keppi,pau
449,Stock::N,keppi,bengala
450,Stab::N,sauva,bastão
451,Stab::N,seiväs,bastão
452,Rohr::N,putki,cano
453,Haus::N,talo,casa
454,Heim::N,koti,lar
455,Heim::N,koti,casa
456,Ofen::N,uuni,estufa
457,Ofen::N,uuni,aquecedor
458,Fußboden::N,lattia,piso
459,Tisch::N,pöytä,mesa
460,Stuhl::N,tuoli,cadeira
461,Wiege::N,kehto,berço
462,Bett::N,sänky,cama
463,Regal::N,hylly,estante
464,Regal::N,hylly,prateleira
465,Kiste::N,arkku,caixa
466,Kiste::N,kirstu,caixa
467,Kiste::N,laatikko,caixa
468,Fenster::N,ikkuna,janela
469,Tür::N,ovi,porta
470,Tor::N,portti,portão
471,Zaun::N,aita,cerca
472,Zaun::N,aita,vedação
473,Dach::N,katto,telhado
474,Leiter::N,tikkaat,escada
475,Leiter::N,tikkaat,escada móvel
476,Leiter::N,tikapuut,escada
477,Leiter::N,tikapuut,escada móvel
478,Besen::N,luuta,vassoura
479,Spaten::N,lapio,pá
480,Schaufel::N,lapio,pá
481,Gabel::N,haarukka,garfo
482,Löffel::N,lusikka,colher
483,Messer::N,veitsi,faca
484,Nagel::N,naula,cravo
485,Netz::N,verkko,rede
486,Haken::N,haka,gancho
487,Haken::N,koukku,gancho
488,Griff::N,ripa,asa
489,Griff::N,ripa,cabo
490,Griff::N,kahva,asa
491,Griff::N,kahva,cabo
492,Schloss::N,lukko,fechadura
493,Bild::N,kuva,imagem
494,Figur::N,kuvio,figura
495,Puppe::N,nukke,boneca
496,Beutel::N,pussi,saco
497,Beutel::N,pussi,bolsa
498,Bündel::N,nippu,fardo
499,Bündel::N,kimppu,fardo
500,Tasche::N,laukku,saco
501,Tasche::N,laukku,bolso
502,Eimer::N,sanko,balde
503,Eimer::N,ämpäri,balde
504,Deckel::N,kansi,tampa
505,Geschirr::N,astia,louça
506,Sack::N,säkki,saca
507,Tasse::N,kuppi,chávena
508,Topf::N,pata,tacho
509,Topf::N,pata,panela
510,Kessel::N,kattila,caldeira
511,Essen::N,syönti,refeição
512,Nahrung::N,ruoka,comida
513,Nahrung::N,ruoka,alimento
514,Nahrung::N,ravinto,comida
515,Nahrung::N,ravinto,alimento
516,Speise::N,ruoka,prato
517,Fleisch::N,liha,carne
518,Getreide::N,vilja,cereais
519,Brei::N,puuro,puré
520,Brot::N,leipä,pão
521,Scheibe::N,viipale,fatia
522,Fett::N,rasva,banha
523,Fett::N,rasva,gordura
524,Butter::N,voi,manteiga
525,Öl::N,öljy,azeite
526,Salz::N,suola,sal
527,Suppe::N,keitto,sopa
528,Suppe::N,keitto,caldo
529,Honig::N,hunaja,mel
530,Milch::N,maito,leite
531,Tee::N,tee,chá
532,Leder::N,nahka,couro
533,Wolle::N,villa,lã
534,Stoff::N,kangas,pano
535,Stoff::N,kangas,tecido
536,Nadel::N,neula,agulha
537,Faden::N,lanka,fio
538,Knopf::N,nappi,botão
539,Knoten::N,solmu,nó
540,Farbe::N,maali,corante
541,Kleidung::N,vaatteet,roupa
542,Kleidung::N,vaatteet,vestuário
543,Hemd::N,paita,camisa
544,Kragen::N,kaulus,gola
545,Ärmel::N,hiha,manga
546,Hose::N,housut,calça
547,Gürtel::N,vyö,cinto
548,Mütze::N,lakki,boné
549,Mütze::N,lakki,barrete
550,Schuh::N,kenkä,sapato
551,Stiefel::N,saapas,bota
552,Ring::N,sormus,anel
553,Band::N,nauha,fita
554,Band::N,nauha,faixa
555,Kamm::N,kampa,pente
556,Spiegel::N,peili,espelho
557,Riemen::N,hihna,correia
558,Schnur::N,naru,corda
559,Schnur::N,naru,cordel
560,Schnur::N,nuora,corda
561,Schnur::N,nuora,cordel
562,Leine::N,talutushihna,trela
563,Decke::N,peite,cobertor
564,Kissen::N,tyyny,almofada
565,Kissen::N,pielus,almofada
566,Tuch::N,huivi,pano
567,Handtuch::N,pyyheliina,toalha
568,Kraft::N,väki,força
569,Kraft::N,voima,força
570,Stärke::N,vahvuus,força
571,Gesundheit::N,terveys,saúde
572,Krankheit::N,tauti,doença
573,Krankheit::N,tauti,enfermidade
574,Krankheit::N,sairaus,doença
575,Krankheit::N,sairaus,enfermidade
576,Schmerz::N,kipu,dor
577,Schmerz::N,särky,dor
578,Wunde::N,haava,chaga
579,Wunde::N,haava,ferida
580,Fieber::N,kuume,febre
581,Arznei::N,lääke,remédio
582,Brücke::N,silta,ponte
583,Brunnen::N,kaivo,poço
584,Weide::N,laidun,pastagem
585,Pfad::N,polku,senda
586,Pfad::N,polku,trilho
587,Weg::N,tie,caminho
588,Straße::N,katu,via
589,Straße::N,katu,estrada
590,Dorf::N,kylä,aldeia
591,Stadt::N,kaupunki,cidade
592,Brief::N,kirje,carta
593,Buch::N,kirja,livro
594,Buchstabe::N,kirjain,letra
595,Zeitung::N,lehti,jornal
596,Zeitung::N,sanomalehti,jornal
597,Leben::N,elo,vida
598,Leben::N,elämä,vida
599,Tod::N,kuolema,morte
600,Grab::N,hauta,túmulo
601,Grab::N,hauta,sepultura
602,Kirche::N,kirkko,igreja
603,Sünde::N,synti,pecado
604,Gott::N,jumala,deus
605,Arbeiter::N,työläinen,operário
606,Arbeiter::N,työläinen,trabalhador
607,Chef::N,päällikkö,chefe
608,Chef::N,päällikkö,patrão
609,Meister::N,mestari,mestre
610,Arzt::N,lääkäri,médico
611,Lehrer::N,opettaja,professor
612,Geld::N,raha,dinheiro
613,Geschäft::N,liike,negócio
614,Laden::N,puoti,loja
615,Laden::N,kauppa,loja
616,Preis::N,hinta,preço
617,Ware::N,tavara,mercadoria
618,Nutzen::N,hyöty,proveito
619,Reichtum::N,rikkaus,riqueza
620,Welt::N,maailma,mundo
621,Land::N,maa,país
622,Staat::N,valtio,Estado
623,König::N,kuningas,rei
624,Macht::N,mahti,poder
625,Macht::N,mahti,potência
626,Grenze::N,raja,fronteira
627,Krieg::N,sota,guerra
628,Feind::N,vihollinen,inimigo
629,Gewalt::N,väkivalta,violência
630,Kampf::N,taistelu,luta
631,Kampf::N,taistelu,combate
632,Bogen[Waffe]::N,jousi,arco
633,Pfeil::N,nuoli,seta
634,Pfeil::N,nuoli,flecha
635,Gewehr::N,kivääri,espingarda
636,Fehler::N,vika,erro
637,Fehler::N,vika,falha
638,Fehler::N,virhe,erro
639,Fehler::N,virhe,falha
640,Lüge::N,valhe,mentira
641,Schaden::N,vaurio,dano
642,Schaden::N,vaurio,estrago
643,Schaden::N,vahinko,dano
644,Schaden::N,vahinko,estrago
645,Unglück::N,vahinko,desgraça
646,Unglück::N,onnettomuus,desgraça
647,Schuld::N,syy,culpa
648,Alter::N,ikä,idade
649,Schluss::N,loppu,fim
650,Zeit::N,aika,tempo
651,Tag::N,päivä,dia
652,Morgen::N,aamu,manhã
653,Morgen::N,huomen,manhã
654,Mittag::N,keskipäivä,meio-dia
655,Abend::N,ilta,noite
656,Abend::N,ilta,tardinha
657,Nacht::N,yö,noite
658,Woche::N,viikko,semana
659,Monat::N,kuukausi,mês
660,Jahr::N,vuosi,ano
661,Frühling::N,kevät,primavera
662,Sommer::N,kesä,verão
663,Herbst::N,syksy,outono
664,Winter::N,talvi,inverno
665,Januar::N,tammikuu,Janeiro
666,Februar::N,helmikuu,Fevereiro
667,März::N,maaliskuu,Março
668,April::N,huhtikuu,Abril
669,Mai::N,toukokuu,Maio
670,Juni::N,kesäkuu,Junho
671,Juli::N,heinäkuu,Julho
672,August::N,elokuu,Agosto
673,September::N,syyskuu,Setembro
674,Oktober::N,lokakuu,Outubro
675,November::N,marraskuu,Novembro
676,Dezember::N,joulukuu,Dezembro
677,Montag::N,maanantai,segunda-feira
678,Dienstag::N,tiistai,terça-feira
679,Mittwoch::N,keskiviikko,quarta-feira
680,Donnerstag::N,torstai,quinta-feira
681,Freitag::N,perjantai,sexta-feira
682,Samstag::N,lauantai,sábado
683,Sonntag::N,sunnuntai,domingo
684,groß::A,iso,grande
685,groß::A,suuri,grande
686,klein::A,pieni,pequeno
687,lang::A,pitkä,comprido
688,kurz::A,lyhyt,curto
689,breit::A,leveä,largo
690,schmal::A,kapea,estreito
691,dicht::A,taaja,denso
692,dick[Gegenstand]::A,paksu,grosso
693,dünn::A,ohut,delgado
694,fein::A,hieno,fino
695,fein::A,hieno,subtil
696,fest::A,luja,firme
697,fest::A,luja,sólido
698,flach::A,litteä,plano
699,flach::A,tasainen,plano
700,glatt::A,sileä,liso
701,glatt::A,siloinen,liso
702,hart::A,kova,duro
703,weich::A,pehmeä,mole
704,rund::A,pyöreä,redondo
705,spitz::A,terävä,agudo
706,scharf::A,terävä,afiado
707,stumpf::A,tylsä,rombo
708,schwer::A,raskas,pesado
709,schwer::A,painava,pesado
710,schön::A,kaunis,belo
711,schön::A,kaunis,bonito
712,heiß::A,kuuma,quente
713,warm::A,lämmin,quente
714,kalt::A,kylmä,frio
715,kalt::A,viluinen,frio
716,kühl::A,viileä,fresco
717,frisch::A,tuore,fresco
718,feucht::A,kostea,húmido
719,nass::A,märkä,molhado
720,trocken::A,kuiva,seco
721,voll::A,täysi,cheio
722,leer::A,tyhjä,vazio
723,offen::A,avonainen,aberto
724,geschlossen::A,suljettu,fechado
725,sauber::A,puhdas,limpo
726,schmutzig::A,likainen,sujo
727,roh::A,raaka,cru
728,reif::A,kypsä,maduro
729,lecker::A,herkullinen,delicioso
730,süß::A,makea,doce
731,bitter::A,karvas,amargo
732,bitter::A,kitkerä,amargo
733,sauer::A,hapan,azedo
734,hell::A,kirkas,claro
735,hell::A,valoisa,claro
736,dunkel::A,pimeä,escuro
737,dunkel::A,pimeä,sombrio
738,schwarz::A,musta,preto
739,weiß::A,valkea,branco
740,rot::A,punainen,vermelho
741,gelb::A,keltainen,amarelo
742,blau::A,sininen,azul
743,grün::A,vihreä,verde
744,grau::A,harmaa,cinzento
745,bunt::A,kirjava,colorido
746,billig::A,halpa,barato
747,billig::A,huokea,barato
748,teuer::A,kallis,caro
749,wertvoll::A,arvokas,valioso
750,wertvoll::A,arvokas,precioso
751,blind::A,sokea,cego
752,taub::A,kuuro,surdo
753,kräftig::A,väkevä,forte
754,kräftig::A,väkevä,poderoso
755,kräftig::A,voimakas,forte
756,kräftig::A,voimakas,poderoso
757,stark::A,vahva,forte
758,stark::A,vahva,robusto
759,schwach::A,heikko,débil
760,fett::A,lihava,gordo
761,schlank::A,hoikka,esbelto
762,schlank::A,solakka,esbelto
763,hübsch::A,soma,giro
764,hübsch::A,soma,bonito
765,hübsch::A,sievä,giro
766,hübsch::A,sievä,bonito
767,böse::A,paha,mau
768,böse::A,häijy,mau
769,dumm::A,tyhmä,parvo
770,dumm::A,tyhmä,estúpido
771,dumm::A,typerä,parvo
772,dumm::A,typerä,estúpido
773,faul::A,laiska,preguiçoso
774,fleißig::A,ahkera,aplicado
775,fleißig::A,ahkera,diligente
776,geizig::A,saita,avarento
777,klug::A,älykäs,prudente
778,klug::A,älykäs,inteligente
779,geschickt::A,taitava,hábil
780,lieb::A,rakas,caro
781,lieb::A,rakas,querido
782,lustig::A,hauska,alegre
783,lustig::A,iloinen,alegre
784,sanft::A,lauha,suave
785,sanft::A,lauha,brando
786,sanft::A,lempeä,suave
787,sanft::A,lempeä,brando
788,hungrig::A,nälkäinen,faminto
789,krank::A,sairas,doente
790,krank::A,sairas,enfermo
791,nackt::A,alaston,nu
792,nackt::A,alaston,despido
793,traurig::A,surullinen,triste
794,traurig::A,murheellinen,triste
795,lebendig::A,elävä,vivo
796,gut::A,hyvä,bom
797,schlecht::A,paha,mau
798,schlecht::A,paha,ruim
799,schlecht::A,huono,mau
800,schlecht::A,huono,ruim
801,richtig::A,oikea,justo
802,richtig::A,oikea,correcto
803,schlimm::A,paha,mau
804,schlimm::A,paha,grave
805,wahr::A,tosi,verdadeiro
806,alt::A,vanha,velho
807,alt::A,vanha,antigo
808,neu::A,uusi,novo
809,ehemalig::A,entinen,antigo
810,ehemalig::A,muinainen,antigo
811,alt[Lebewesen]::A,vanha,velho
812,jung::A,nuori,jovem
813,arm::A,köyhä,pobre
814,reich::A,rikas,rico
815,bekannt::A,tuttu,conhecido
816,bekannt::A,tunnettu,conhecido
817,berühmt::A,kuuluisa,famoso
818,berühmt::A,kuuluisa,célebre
819,fremd::A,vieras,alheio
820,fremd::A,vieras,estranho
821,verschieden::A,eri,diverso
822,verschieden::A,eri,diferente
823,verschieden::A,erilainen,diverso
824,verschieden::A,erilainen,diferente
825,nah::A,läheinen,próximo
826,fern::A,etäinen,remoto
827,fern::A,etäinen,distante
828,linker::A,vasen,esquerdo
829,rechter::A,oikea,direito
830,anderer::A,muu,outro
831,anderer::A,toinen,outro
832,erster::A,ensimmäinen,primeiro
833,zweiter::A,toinen,segundo
834,dritter::A,kolmas,terceiro
835,letzter::A,viimeinen,final
