,Concept_ID,cy,ba
104,Anhöhe::N,bryn,ҡалҡыулыҡ
105,Berg::N,mynydd,тау
106,Gipfel::N,copa,түбә
107,Höhle::N,ogof,мәмерйә
108,Abhang::N,llethr,ипкен
109,Quelle::N,tarddiad,шишмә
110,Quelle::N,ffynhonnell,шишмә
111,Bach::N,nant,шишмә
112,Bach::N,afonig,шишмә
113,Bach::N,cornant,шишмә
114,Fluss::N,afon,йылға
115,Ufer::N,glan,яр
116,Küste::N,traeth,яр буйы
117,Küste::N,arfordir,яр буйы
118,Festland::N,tir,ҡоро ер
119,Meer::N,môr,диңгез
120,Bucht::N,bae,бухта
121,Insel::N,ynys,үтрау
122,Blume::N,blodyn,сәскә
123,Gras::N,glaswellt,үлән
124,Wurzel::N,gwreiddyn,тамыр
125,Baum::N,coeden,ағас
126,Stamm::N,colfen,олон
127,Stamm::N,colfen,көбәк
128,Stamm::N,boncyff,олон
129,Stamm::N,boncyff,көбәк
130,Rinde::N,rhisgl,ҡабыҡ
131,Ast::N,cangen,ботаҡ
132,Zweig::N,cainc,ботаҡ
133,Zweig::N,cainc,тармаҡ
134,Zweig::N,cangen,ботаҡ
135,Zweig::N,cangen,тармаҡ
136,Blatt::N,deilen,япраҡ
137,Birke::N,bedwen,ҡайын
138,Kiefer[Baum]::N,pinwydden,ҡарғай
139,Weide[Baum]::N,helygen,тал
140,Tanne::N,ffynidwydden,шыршы
141,Horn::N,corn,мөғөҙ
142,Feder::N,plufyn,ҡауырһын
143,Fell::N,ffwr,тире
144,Flügel::N,adain,ҡанат
145,Klaue::N,crafanc,тырнаҡ
146,Kralle::N,ewin,аяҡ
147,Schwanz::N,cwt,ҡойроҡ
148,Schwanz::N,cynffon,ҡойроҡ
149,Ei::N,wy,йомортҡа
150,Nest::N,nyth,оя
151,Bau::N,ffau,оң
152,Tier::N,anifail,жайуан
153,Tier::N,anifail,йыртҡыс
154,Herde::N,praidd,көтөү
155,Herde::N,diadell,көтөү
156,Kuh::N,buwch,һыйыр
157,Bulle::N,tarw,үгеҙ
158,Pferd::N,ceffyl,ат
159,Schaf::N,dafad,һарыҡ
160,Schwein::N,mochyn,сусҡа
161,Hund::N,ci,эт
162,Katze::N,cath,бесәй
163,Bär::N,arth,айыу
164,Eichhörnchen::N,gwiwer,тейен
165,Elch::N,elc,мышы
166,Fuchs::N,cadno,төлкө
167,Hase::N,ysgyfarnog,ҡуян
168,Maus::N,llygoden,сысҡан
169,Wolf::N,blaidd,бүре
170,Vogel::N,aderyn,ҡош
171,Schwarm::N,haid,көтөү
172,Huhn::N,cyw,тауыҡ
173,Hahn::N,ceiliog,әтәс
174,Gans::N,gŵydd,ҡаҙ
175,Adler::N,eryr,бөркөт
176,Ente::N,hwyad,өйрәк
177,Eule::N,tylluan,өкө
178,Eule::N,tylluan,ябалаҡ
179,Kranich::N,garan,торна
180,Kranich::N,crychydd,торна
181,Krähe::N,brân,ҡарға
182,Kuckuck::N,cog,кәкүк
183,Kuckuck::N,cwcw,кәкүк
184,Schwan::N,alarch,аҡҡош
185,Fisch::N,pysgod,балыҡ
186,Barsch::N,draenog,алабуға
187,Hecht::N,penhwyad,суртан
188,Schlange[Tier]::N,neidr,йылан
189,Wurm::N,abwydyn,селяүсен
190,Wurm::N,pryf genwair,селяүсен
191,Spinne::N,cor,үрмәксе
192,Spinne::N,pryf copyn,үрмәксе
193,Ameise::N,morgrugyn,ҡырмыҫҡа
194,Laus::N,lleuen,бет
195,Mücke::N,gwybedyn,серәкәй
196,Fliege::N,cleren,себен
197,Schmetterling::N,glöyn byw,күбәләк
198,Schmetterling::N,iâr fach yr haf,күбәләк
199,Beere::N,aeronen,еләк
200,Apfel::N,afal,алма
201,Pilz::N,madarch,бәшмәк
202,Zwiebel::N,nionyn,һуган
203,Zwiebel::N,winwnsyn,һуган
204,Saat::N,had,орлоҡ
205,Korn::N,grawn,иген
206,Heu::N,gwair,бесән
207,Schale::N,croen,ҡабыҡ
208,Schale::N,plisgyn,ҡабыҡ
209,Grube::N,pwll,соҡор
210,Grube::N,pydew,соҡор
211,Falle::N,magl,тоҙак
212,Falle::N,magl,ҡапҡан
213,Schlinge::N,cwlwm rhedeg,тоҙак
214,Spur::N,ôl,әҫер
215,Asche::N,lludw,көл
216,Dreck::N,baw,батҡаҡ
217,Dreck::N,budreddi,батҡаҡ
218,Eisen::N,haearn,тимер
219,Gold::N,aur,алтын
220,Silber::N,arian,көмөш
221,Kohle::N,glo,күмер
222,Glas::N,gwydr,быяла
223,Lehm::N,clai,балсыҡ
224,Sand::N,tywod,ҡом
225,Mensch::N,dyn,кеше
226,Mann::N,dyn,ир
227,Frau::N,merch,ҡатын
228,Frau::N,gwraig,ҡатын
229,Kind::N,plentyn,бала
230,Junge::N,hogyn,малай
231,Junge::N,bachgen,малай
232,Mädchen::N,merch,ҡыҙ
233,Mädchen::N,merch,ҡыҙыҡай
234,Mädchen::N,geneth,ҡыҙ
235,Mädchen::N,geneth,ҡыҙыҡай
236,Familie::N,teulu,ғаилә
237,Familie::N,tylwyth,ғаилә
238,Großvater::N,taid,олатай
239,Großvater::N,tad-cu,олатай
240,Großmutter::N,nain,әбәй
241,Großmutter::N,mam-gu,әбәй
242,Eltern::N,rhieni,ата-әсә
243,Vater::N,tad,атай
244,Mutter::N,mam,әсә
245,Sohn::N,mab,ул
246,Tochter::N,merch,ҡыҙ
247,Bruder::N,brawd,агай
248,Schwester::N,chwaer,алай
249,Schwester::N,chwaer,һеңле
250,Onkel::N,ewythr,ағай
251,Tante::N,modryb,апай
252,Ehemann::N,gŵr,ир
253,Ehefrau::N,gwraig,ҡатын
254,Freude::N,gorfoledd,шатлыҡ
255,Freude::N,gorfoledd,ҡыуаныс
256,Gelächter::N,chwerthin,көлөү
257,Glück::N,hapusrwydd,бәхет
258,Kummer::N,galar,ҡайғы
259,Wunsch::N,dymuniad,теләк
260,Lust::N,chwant,әүәҫлек
261,Geist::N,ysbryd,аң
262,Geist::N,ysbryd,рух
263,Gedanke::N,meddwl,уй
264,Gedanke::N,meddwl,фекер
265,Gedächtnis::N,cof,хәтер
266,Verstand::N,meddwl,аҡыл
267,Sinn::N,ystyr,мәғәня
268,Grund::N,achos,сәбәп
269,Grund::N,rheswm,сәбәп
270,Wahrheit::N,gwir,дөрөҫлөк
271,Wahrheit::N,gwirionedd,дөрөҫлөк
272,Gespräch::N,sgwrs,әңгәмә
273,Märchen::N,chwedl werin,әкиәт
274,Erzählung::N,stori,хикәйә
275,Nachricht::N,neges,хәбәр
276,Neuigkeit::N,newydd,яңылыҡ
277,Name::N,enw,исем
278,Rätsel::N,pos,йомаҡ
279,Rede::N,araith,телмәр
280,Sprache::N,iaith,тел
281,Sprache::N,iaith,телмәр
282,Stimme::N,llais,тауыш
283,Wort::N,gair,һүҙ
284,Zeichen::N,arwydd,билдә
285,Ruf::N,galwad,саҡырыу
286,Lärm::N,trwst,шаулау
287,Laut::N,sain,тауыш
288,Ton::N,tôn,яңғырау
289,Lied::N,cân,йыр
290,Ruhe::N,tawelwch,ял
291,Ruhe::N,tawelwch,тыныслыҡ
292,Leute::N,pobl,кешеләр
293,Volk::N,pobl,халҡ
294,Arbeit::N,gwaith,эш
295,Gast::N,gwestai,ҡунаҡ
296,Geschenk::N,rhodd,бүләк
297,Geschenk::N,anrheg,бүләк
298,Spiel::N,chwarae,уйын
299,Gesellschaft::N,cwmni,йәмғиәт
300,Hilfe::N,cymorth,ярҙам
301,Freund::N,cyfaill,дуҫ
302,Kamerad::N,cydymaith,иптәш
303,Angelegenheit::N,pwnc,әш
304,Anzahl::N,cyfrif,һан
305,Art::N,bath,төр
306,Stück::N,darn,киҫәк
307,Teil::N,rhan,өлөш
308,Hälfte::N,hanner,ярты
309,Kreis::N,cylch,түңәрәк
310,Kreuz::N,croes,тәре
311,Linie::N,llinell,һыҙыҡ
312,Strich::N,strôc,һыҙат
313,Strich::N,trawiad,һыҙат
314,Abstand::N,bwlch,ара
315,Abstand::N,pellter,ара
316,Entfernung::N,pellter,алыҫлыҡ
317,Gegend::N,cylch,урын
318,Platz::N,lle,арауыҡ
319,Ort::N,lle,ерҙәр
320,Ort::N,lle,урындар
321,Ort::N,lle,эш урыны
322,Seite::N,ochr,яҡ
323,Mitte::N,canol,урталыҡ
324,Gegenstand::N,eitem,нәмә
325,Sache::N,peth,нәмә
326,Sache::N,peth,әйбер
327,Rand::N,cwr,сит
328,Rand::N,ymyl,сит
329,Kante::N,min,ҡабырға
330,Kante::N,min,ян
331,Kante::N,ymyl,ҡабырға
332,Kante::N,ymyl,ян
333,Ecke::N,cornel,мөйөш
334,Spitze::N,blaen,ос
335,Ende::N,pen,аҙаҡ
336,Loch::N,twll,тишек
337,Winkel::N,congl,мөйөш
338,Muster::N,patrwm,биҙәк
339,Größe::N,maint,ҙурлыҡ
340,Größe::N,maintioli,ҙурлыҡ
341,Länge::N,hyd,оҙонлоҡ
342,Höhe::N,uchder,бейеклек
343,Gewicht::N,pwysau,үлсәү
344,Menge::N,swm,һан
345,Menge::N,maint,һан
346,Haufen::N,pentwr,өйөм
347,Reihe::N,rhes,рәт
348,Boot::N,cwch,кәмә
349,Ruder::N,rhwyf,ишкәк
350,Schlitten::N,sled,сана
351,Schlitten::N,car llusg,сана
352,Ski::N,sgi,саңгы
353,Lagerfeuer::N,coelcerth,костер
354,Last::N,llwyth,ауырлыҡ
355,Gang::N,tro,барыу
356,Schritt::N,cam,аҙым
357,Norden::N,gogledd,төньяҡ
358,Süden::N,de,көньяҡ
359,Westen::N,gorllewin,көнбайыш
360,Osten::N,dwyrain,көнсығыш
361,Holz::N,pren,үағас
362,Brett::N,bwrdd,таҡта
363,Brett::N,astell,таҡта
364,Platte::N,llech,плита
365,Stütze::N,ateg,терәк
366,Stütze::N,cynhalydd,терәк
367,Stange::N,polyn,кәртә
368,Stock::N,ffon,таяҡ
369,Stock::N,brigyn,таяҡ
370,Stab::N,ffon,ҡолға
371,Rohr::N,pibell,торба
372,Haus::N,tŷ,өй
373,Haus::N,tŷ,йорт
374,Heim::N,cartref,өй
375,Ofen::N,stof,мейес
376,Fußboden::N,llawr,енес
377,Tisch::N,bwrdd,өҫтәл
378,Stuhl::N,cadair,ултырғыс
379,Wiege::N,crud,бишек
380,Bett::N,gwely,карауат
381,Regal::N,silff,кәштә
382,Kiste::N,bocs,йәшинк
383,Kiste::N,blwch,йәшинк
384,Fenster::N,ffenestr,тәҙрә
385,Tür::N,drws,ишек
386,Tor::N,porth,ҡапҡа
387,Zaun::N,ffens,ҡойма
388,Dach::N,to,түбә
389,Dach::N,to,ҡыйыҡ
390,Leiter::N,ysgol,баҫҡыс
391,Besen::N,ysgub,һепертке
392,Spaten::N,rhaw,көрәк
393,Schaufel::N,rhaw,көрәк
394,Gabel::N,fforc,сәнске
395,Löffel::N,llwy,ҡалаҡ
396,Messer::N,cyllell,бысаҡ
397,Nagel::N,hoel,сөй
398,Netz::N,gwe,ау
399,Netz::N,rhwyd,ау
400,Haken::N,bach,ыргаҡ
401,Griff::N,carn,тотҡа
402,Schloss::N,clo,йоҙаҡ
403,Bild::N,llun,картина
404,Bild::N,pictiwr,картина
405,Figur::N,ffigur,һын
406,Puppe::N,dol,ҡурсаҡ
407,Beutel::N,cwd,тоҡ
408,Bündel::N,bwndel,төргәк
409,Bündel::N,coflaid,төргәк
410,Tasche::N,cod,сумка
411,Eimer::N,bwced,биҙрә
412,Eimer::N,cunnog,биҙрә
413,Deckel::N,caead,ҡапҡас
414,Geschirr::N,llestri,һауыт-һаба
415,Sack::N,sach,тоҡ
416,Tasse::N,cwpan,сынаяҡ
417,Topf::N,pot,кәстрүл
418,Topf::N,crochan,кәстрүл
419,Kessel::N,tegell,ҡаҙан
420,Essen::N,pryd o fwyd,ашау
421,Nahrung::N,bwyd,аҙыҡ
422,Speise::N,saig,аш
423,Fleisch::N,cig,ит
424,Getreide::N,ŷd,иген
425,Getreide::N,ŷd,ашлыҡ
426,Getreide::N,llafur,иген
427,Getreide::N,llafur,ашлыҡ
428,Brei::N,uwd,бутҡа
429,Brot::N,bara,икмәк
430,Scheibe::N,tafell,телем
431,Fett::N,saim,май
432,Fett::N,braster,май
433,Butter::N,ymenyn,май
434,Öl::N,olew,май буяуы
435,Salz::N,halen,тоҙ
436,Suppe::N,cawl,һурпа
437,Honig::N,mêl,бал
438,Milch::N,llaeth,һөт
439,Milch::N,llefrith,һөт
440,Tee::N,te,сәй
441,Leder::N,lledr,күн
442,Wolle::N,gwlân,йөн
443,Stoff::N,lliain,туҡыма
444,Stoff::N,brethyn,туҡыма
445,Nadel::N,nodwydd,энә
446,Faden::N,edau,еп
447,Faden::N,edefyn,еп
448,Knopf::N,botwm,төймә
449,Knoten::N,cwlwm,төйөн
450,Farbe::N,paent,буяу
451,Kleidung::N,dillad,кейем
452,Kleidung::N,gwisgoedd,кейем
453,Hemd::N,crys,күлдәк
454,Kragen::N,coler,яға
455,Ärmel::N,llawes,ең
456,Hose::N,trowsus,салбар
457,Gürtel::N,gwregys,ҡайыш
458,Mütze::N,cap,бүрк
459,Schuh::N,esgid,туфли
460,Stiefel::N,botasen,итек
461,Ring::N,modrwy,йөҙөк
462,Ring::N,modrwy,балдаҡ
463,Band::N,rhuban,таҫма
464,Kamm::N,crib,тараҡ
465,Spiegel::N,drych,көзгө
466,Riemen::N,strap,ҡайыш
467,Schnur::N,llinyn,бау
468,Leine::N,tennyn,бау
469,Decke::N,blanced,одеяд
470,Decke::N,gwrthban,одеяд
471,Kissen::N,clustog,мендәр
472,Kissen::N,gobennydd,мендәр
473,Tuch::N,sgarff,яулыҡ
474,Handtuch::N,tywel,таҫтамал
475,Handtuch::N,lliain sychu,таҫтамал
476,Kraft::N,grym,көс
477,Stärke::N,nerth,көс
478,Stärke::N,cryfder,көс
479,Gesundheit::N,iechyd,һаулыҡ
480,Krankheit::N,afiechyd,сир
481,Krankheit::N,afiechyd,ауырыу
482,Krankheit::N,anhwylder,сир
483,Krankheit::N,anhwylder,ауырыу
484,Schmerz::N,poen,һыҙлау
485,Schmerz::N,poen,әрнеү
486,Schmerz::N,gwayw,һыҙлау
487,Schmerz::N,gwayw,әрнеү
488,Wunde::N,clwyf,йәрәхәт
489,Fieber::N,twymyn,тапма
490,Fieber::N,twymyn,биҙгәк
491,Arznei::N,meddyginiaeth,дарыу
492,Brücke::N,pont,күпер
493,Brunnen::N,ffynnon,ҡоҙоҡ
494,Weide::N,porfa,көтөүлек
495,Pfad::N,llwybr,һуҡмаҡ
496,Weg::N,ffordd,юл
497,Straße::N,heol,урам
498,Straße::N,ffordd,урам
499,Dorf::N,pentref,ауыл
500,Stadt::N,tref,ҡала
501,Brief::N,llythyr,хат
502,Buch::N,llyfr,китап
503,Buch::N,llyfr,кенәгә
504,Buchstabe::N,llythyren,хәреф
505,Zeitung::N,papur newydd,гәзит
506,Leben::N,bywyd,йәшәү
507,Tod::N,marwolaeth,үлем
508,Grab::N,bedd,ҡәбер
509,Kirche::N,eglwys,сиркәү
510,Sünde::N,pechod,гөнаһ
511,Gott::N,duw,алла
512,Gott::N,duw,хоҙай
513,Arbeiter::N,gweithiwr,эшсе
514,Chef::N,pennaeth,башлыҡ
515,Meister::N,meistr,оҫта
516,Arzt::N,meddyg,врач
517,Lehrer::N,athro,уҡытыусы
518,Geld::N,pres,аҡса
519,Geld::N,arian,аҡса
520,Geschäft::N,busnes,эш
521,Laden::N,siop,магазин
522,Preis::N,pris,хаҡ
523,Ware::N,nwydd,тауар
524,Nutzen::N,elw,файҙа
525,Nutzen::N,budd,файҙа
526,Reichtum::N,cyfoeth,байлыҡ
527,Welt::N,byd,донъя
528,Land::N,gwlad,ил
529,Staat::N,gwladwriaeth,дәүләт
530,König::N,brenin,король
531,Macht::N,grym,власть
532,Macht::N,awdurdod,власть
533,Grenze::N,ffin,сик
534,Grenze::N,goror,сик
535,Krieg::N,rhyfel,һуғыш
536,Feind::N,gelyn,йылан
537,Gewalt::N,ffyrnigrwydd,көслөк
538,Kampf::N,brwydr,көрәш
539,Bogen[Waffe]::N,bwa,йәйә
540,Pfeil::N,saeth,уҡ
541,Gewehr::N,dryll,мылтыҡ
542,Fehler::N,gwall,хата
543,Fehler::N,camgymeriad,хата
544,Lüge::N,celwydd,ялған
545,Lüge::N,anwiredd,ялған
546,Schaden::N,niwed,зыян
547,Schaden::N,niwed,зарар
548,Schaden::N,difrod,зыян
549,Schaden::N,difrod,зарар
550,Unglück::N,anffawd,ҡаза
551,Schuld::N,bai,ғәйеп
552,Alter::N,oed,йәш
553,Schluss::N,diwedd,һуң
554,Schluss::N,diwedd,аҙаҡ
555,Zeit::N,amser,мәл
556,Zeit::N,amser,заман
557,Tag::N,dydd,көн
558,Tag::N,diwrnod,көн
559,Morgen::N,bore,иртә
560,Morgen::N,bore,иртәнсәк
561,Mittag::N,nawn,төш
562,Abend::N,noswaith,кис
563,Nacht::N,nos,төн
564,Woche::N,wythnos,аҙна
565,Monat::N,mis,ай
566,Jahr::N,blwyddyn,йыл
567,Frühling::N,gwanwyn,яҙ
568,Sommer::N,haf,йәй
569,Herbst::N,hydref,көз
570,Winter::N,gaeaf,ҡыш
571,Januar::N,Ionawr,ғинуар
572,Februar::N,Chwefror,февраль
573,März::N,Mawrth,март
574,April::N,Ebrill,апрель
575,Mai::N,Mai,май
576,Juni::N,Mehefin,июнь
577,Juli::N,Gorffennaf,июль
578,August::N,Awst,август
579,September::N,Medi,сентябрь
580,Oktober::N,Hydref,октябрь
581,November::N,Tachwedd,ноябрь
582,Dezember::N,Rhagfyr,декабрь
583,Montag::N,dydd Llun,дүшәмбе
584,Dienstag::N,dydd Mawrth,шишәмбе
585,Mittwoch::N,dydd Mercher,шаршамбы
586,Donnerstag::N,dydd Iau,кесаҙна
587,Freitag::N,dydd Gwener,йома
588,Samstag::N,dydd Sadwrn,шәмбе
589,Sonntag::N,dydd Sul,йәкшәмбе
590,groß::A,mawr,ҙур
591,klein::A,bach,бәләкәс
592,lang::A,hir,оҙон
593,kurz::A,byr,ҡыҫҡа
594,kurz::A,cwta,ҡыҫҡа
595,breit::A,llydan,киң
596,schmal::A,cul,тар
597,dicht::A,dwys,йыш
598,dicht::A,dwys,ҡуйы
599,dick[Gegenstand]::A,trwchus,ҡалын
600,dünn::A,tenau,йоҡа
601,dünn::A,tenau,нәҙек
602,fein::A,main,нескә
603,fest::A,cadarn,ныҡ
604,flach::A,gwastad,яҫы
605,flach::A,gwastad,ялпаҡ
606,glatt::A,llyfn,шыма
607,hart::A,caled,ҡаты
608,weich::A,meddal,йомшаҡ
609,rund::A,crwn,түңәрәк
610,spitz::A,pigfain,осло түбәле
611,scharf::A,miniog,үткер
612,stumpf::A,pŵl,утмәҫ
613,schwer::A,trwm,ауыр
614,schön::A,teg,матур
615,schön::A,hardd,матур
616,schön::A,prydferth,матур
617,heiß::A,poeth,эҫе
618,warm::A,twym,йылы
619,warm::A,cynnes,йылы
620,kalt::A,oer,һыуыҡ
621,kühl::A,oeraidd,һалҡынса
622,frisch::A,iach,һалҡынса
623,feucht::A,llaith,еүеш
624,feucht::A,llaith,дымлы
625,nass::A,gwlyb,еүеш
626,trocken::A,sych,кипкән
627,voll::A,llawn,тулы
628,leer::A,gwag,буш
629,offen::A,agored,асыҡ
630,geschlossen::A,caead,ябыҡ
631,geschlossen::A,caeëdig,ябыҡ
632,sauber::A,glân,таҙа
633,schmutzig::A,budr,бысраҡ
634,schmutzig::A,brwnt,бысраҡ
635,roh::A,amrwd,сей
636,reif::A,aeddfed,өлгөрғән
637,lecker::A,blasus,тәмле
638,lecker::A,danteithiol,тәмле
639,süß::A,melys,тямле
640,süß::A,melys,тәм-том
641,bitter::A,chwerw,әсе
642,sauer::A,sur,әсе
643,hell::A,disglair,яҡты
644,dunkel::A,tywyll,ҡараңғы
645,schwarz::A,du,ҡара
646,weiß::A,gwyn,аҡ
647,rot::A,coch,матур
648,rot::A,coch,һылыу
649,rot::A,coch,сибәр
650,gelb::A,melyn,һары
651,blau::A,glas,күк
652,grün::A,gwyrdd,йәшел
653,grau::A,llwyd,буҙ
654,bunt::A,lliwgar,сыбар
655,bunt::A,lliwgar,ала-ҡола
656,billig::A,rhad,арзан
657,teuer::A,drud,ҡыйбатлы
658,wertvoll::A,gwerthfawr,ҡиммәтле
659,blind::A,dall,һуҡыр
660,taub::A,byddar,һаңғырау
661,kräftig::A,nerthol,көслө
662,kräftig::A,nerthol,ҡеүәтле
663,kräftig::A,grymus,көслө
664,kräftig::A,grymus,ҡеүәтле
665,stark::A,cryf,көслө
666,stark::A,cryf,ҡеүәтле
667,stark::A,cadarn,көслө
668,stark::A,cadarn,ҡеүәтле
669,schwach::A,gwan,көсһөҙ
670,fett::A,tew,һимеҙ
671,schlank::A,main,зифа
672,hübsch::A,tlws,матур
673,böse::A,drwg,асыулы
674,dumm::A,twp,иҫәр
675,faul::A,diog,иренсәк
676,fleißig::A,dyfal,тырыш
677,geizig::A,crintach,һаран
678,geizig::A,cybyddlyd,һаран
679,klug::A,deallus,аҡыллы
680,geschickt::A,medrus,оҫта
681,geschickt::A,deheuig,оҫта
682,lieb::A,hoff,яғымлы
683,lieb::A,annwyl,яғымлы
684,lustig::A,llon,күңелле
685,sanft::A,mwyn,йыуаш
686,hungrig::A,newynog,ас
687,krank::A,sâl,сирле
688,krank::A,sâl,ауырыу
689,krank::A,gwael,сирле
690,krank::A,gwael,ауырыу
691,nackt::A,noeth,яланғас
692,traurig::A,trist,яманһыу
693,lebendig::A,yn fyw,тере
694,lebendig::A,yn fyw,йәнле
695,gut::A,da,яҡшы
696,schlecht::A,drwg,хөрт
697,schlecht::A,drwg,алама
698,schlecht::A,gwael,хөрт
699,schlecht::A,gwael,алама
700,richtig::A,cywir,дөрөҫ
701,schlimm::A,enbyd,хөрт
702,schlimm::A,enbyd,алама
703,wahr::A,gwir,дөрөҫ
704,alt::A,hen,иҫке
705,alt::A,hen,боронғо
706,neu::A,newydd,яңы
707,ehemalig::A,blaenorol,элекке
708,alt[Lebewesen]::A,oedrannus,ҡарт
709,jung::A,ifanc,йәш
710,arm::A,tlawd,фәҡир
711,reich::A,cyfoethog,бай
712,bekannt::A,cynefin,таныш
713,bekannt::A,cyfarwydd,таныш
714,berühmt::A,enwog,атаҡлы
715,berühmt::A,enwog,данлыҡлы
716,fremd::A,estron,ят
717,fremd::A,estron,сит
718,verschieden::A,gwahanol,төрлө
719,nah::A,agos,яҡын
720,fern::A,pell,алыҫ
721,fern::A,pell,йыраҡ
722,linker::A,aswy,һул
723,linker::A,chwith,һул
724,rechter::A,de,уң
725,rechter::A,deau,уң
726,anderer::A,arall,бутән
727,erster::A,cyntaf,тәүге
728,zweiter::A,ail,икенсе
729,dritter::A,trydydd,өсөнсө
730,letzter::A,olaf,һуңғы
731,allein::ADV,unig,бер үҙе
732,allein::ADV,unig,яңғыҙ
733,allein::ADV,ar ei ben ei hun,бер үҙе
734,allein::ADV,ar ei ben ei hun,яңғыҙ
735,auf einmal::ADV,ar yr un pryd,бер юлы
736,zusammen::ADV,ynghyd,бергә
737,zusammen::ADV,gyda'i gilydd,бергә
738,lange::ADV,amser hir,оҙаҡ
739,plötzlich::ADV,yn sydyn,ҡапыл
740,sofort::ADV,ar unwaith,шунда уҡ
741,später::ADV,yn ddiweddarach,һуңыраҡ
742,jetzt::ADV,yn awr,хәҙер
743,heute::ADV,heddiw,бөгөн
744,morgen::ADV,yfory,иртәгә
745,bald::ADV,yn fuan,тиҙҙән
746,bald::ADV,gyda hyn,тиҙҙән
747,dann::ADV,yna,һуңынан
748,dann::ADV,y pryd hwnnw,һуңынан
749,gestern::ADV,ddoe,кисә
750,einst::ADV,gynt,ҡасандыр
751,einst::ADV,gynt,бер баҡыт
752,damals::ADV,ar y pryd,ул саҡта
753,damals::ADV,bryd hynny,ул саҡта
754,danach::ADV,wedyn,һуңынан
