,Concept_ID,ta,ca
261,Stimme::N,குரல்,veu
262,Wort::N,வார்த்தை,mot
263,Wort::N,வார்த்தை,paraula
264,Zeichen::N,குறி,signe
265,Zeichen::N,குறி,senyal
266,Ruf::N,அழைப்பு,crida
267,Lärm::N,சத்தம்,sorōll
268,Laut::N,ஒலி,so
269,Ton::N,குரல்,to
270,Lied::N,பாட்டு,cançó
271,Ruhe::N,அமைதி,calma
272,Ruhe::N,அமைதி,silenci
273,Leute::N,மக்கள்,gent
274,Volk::N,மக்கள்,poble
275,Arbeit::N,வேலை,labor
276,Arbeit::N,வேலை,treball
277,Gast::N,விருந்தாளி,hoste
278,Geschenk::N,பரிசுப் பொருள்,regal
279,Geschenk::N,பரிசுப் பொருள்,obsequi
280,Spiel::N,விளையாட்டு,joc
281,Gesellschaft::N,சமுதாயம்,companyia
282,Hilfe::N,உதவி,ajut
283,Freund::N,நண்பன்,amīc
284,Kamerad::N,உடனிருப்பவன்,company
285,Kamerad::N,உடனிருப்பவன்,camarada
286,Angelegenheit::N,செய்தி,afer
287,Angelegenheit::N,செய்தி,assumpte
288,Anzahl::N,எண்ணிக்கை,nombre
289,Anzahl::N,எண்ணிக்கை,quantitat
290,Art::N,வகை,tipus
291,Art::N,வகை,classe
292,Stück::N,துண்டம்,peça
293,Teil::N,பகுதி,part
294,Hälfte::N,பாதி,meitat
295,Kreis::N,வட்டம்,cercle
296,Kreuz::N,சிலுவை,creu
297,Linie::N,கோடு,línia
298,Strich::N,வாத நோய்,traç
299,Strich::N,வாத நோய்,ratlla
300,Abstand::N,இடைவெளி,distància
301,Entfernung::N,தூரம்,distància
302,Gegend::N,வட்டாரம்,regió
303,Gegend::N,வட்டாரம்,contrada
304,Platz::N,வெற்றிடம்,cabuda
305,Ort::N,இடம்,lloc
306,Seite::N,பக்கம்,banda
307,Seite::N,பக்கம்,costāt
308,Mitte::N,இடைப்பகுதி,mig
309,Mitte::N,இடைப்பகுதி,centre
310,Gegenstand::N,உருப்படி,objecte
311,Sache::N,பொருள்,cosa
312,Rand::N,தொங்கு,vora
313,Rand::N,தொங்கு,marge
314,Kante::N,விளிம்பு,caire
315,Kante::N,விளிம்பு,cantell
316,Ecke::N,மூலை,cantonada
317,Spitze::N,முனை,punta
318,Ende::N,முடிவு,cap
319,Loch::N,துளை,forāt
320,Winkel::N,கோணம்,racó
321,Muster::N,பாங்கு,dibuix
322,Muster::N,பாங்கு,disseny
323,Größe::N,அளவு,grandària
324,Länge::N,நீளம்,longitud
325,Höhe::N,உயரம்,altura
326,Höhe::N,உயரம்,altitud
327,Gewicht::N,எடை,pes
328,Menge::N,தொகை,quantitat
329,Haufen::N,குவியல்,pila
330,Reihe::N,வரிசை,fila
331,Boot::N,படகு,bot
332,Boot::N,படகு,barca
333,Ruder::N,துடுப்பு,rem
334,Schlitten::N,சகடையிலா வண்டி,trineu
335,Ski::N,பனிச் சறுக்கல்,esquí
336,Lagerfeuer::N,மூட்டம்,foc de campament
337,Last::N,பாரம்,càrrega
338,Gang::N,நடை,marxa
339,Schritt::N,காலடி,pas
340,Norden::N,வடக்கு,nord
341,Süden::N,தெற்கு,sud
342,Westen::N,மேற்கு திசை,oest
343,Westen::N,மேற்கு திசை,occident
344,Osten::N,கிழக்கு,est
345,Osten::N,கிழக்கு,orient
346,Holz::N,மரக்கட்டை,fusta
347,Brett::N,பலகை,taula
348,Platte::N,பலகம்,placa
349,Stütze::N,அடைப்புகன்,suport
350,Stange::N,கம்பம்,vara
351,Stock::N,குச்சி,pal
352,Stab::N,கம்பு,bastó
353,Rohr::N,குழாய்,tub
354,Haus::N,வீடு,casa
355,Heim::N,வீடு,llar
356,Ofen::N,அடுப்பு,estufa
357,Fußboden::N,தரை,terra
358,Tisch::N,மேசை,taula
359,Stuhl::N,நாற்காலி,cadira
360,Wiege::N,தொட்டில்,bressol
361,Bett::N,படுக்கை,llit
362,Regal::N,அலமாரி,prestatgeria
363,Kiste::N,பெட்டி,caixa
364,Fenster::N,சாளரம்,finestra
365,Tür::N,கதவு,porta
366,Tor::N,வாசற்கதவு,portal
367,Zaun::N,வேலி,tanca
368,Dach::N,கூரை,teulada
369,Leiter::N,ஏணி,escala
370,Leiter::N,ஏணி,escala de mà
371,Besen::N,விளக்குமாறு,escombra
372,Spaten::N,மண்வெட்டி,pala
373,Schaufel::N,அடிதண்டா,pala
374,Gabel::N,முட்கரண்டி,forquilla
375,Löffel::N,கரண்டி,cullera
376,Messer::N,கத்தி,coltell
377,Nagel::N,ஆணி,clau
378,Netz::N,வலை,filat
379,Haken::N,கொக்கி,ganxo
380,Griff::N,கைப்பிடி,puny
381,Griff::N,கைப்பிடி,mànec
382,Schloss::N,பூட்டு,pany
383,Bild::N,படம்,imatge
384,Figur::N,எண்ணிக்கை,figura
385,Puppe::N,பொம்மை,nina
386,Beutel::N,பை,bossa
387,Bündel::N,பொதி,feix
388,Bündel::N,பொதி,paquet
389,Tasche::N,பை,bossa
390,Eimer::N,வாளி,galleda
391,Deckel::N,உறை,tapa
392,Deckel::N,உறை,tapadora
393,Geschirr::N,பாத்திரம்,vaixella
394,Sack::N,பை,sac
395,Sack::N,பை,saca
396,Tasse::N,கிண்ணம்,tassa
397,Topf::N,பானை,pot
398,Topf::N,பானை,olla
399,Kessel::N,கெண்டி,caldera
400,Essen::N,உணவருந்துதல்,àpat
401,Essen::N,உணவருந்துதல்,menjada
402,Nahrung::N,உணவு,aliment
403,Speise::N,உணவு வகை,plat
404,Fleisch::N,இறைச்சி,carn
405,Getreide::N,மக்காச்சோளம்,cereals
406,Brei::N,கஞ்சி,puré
407,Brot::N,ரொட்டி,pa
408,Scheibe::N,துண்டு,tall
409,Scheibe::N,துண்டு,llesca
410,Fett::N,கொழுப்பு,greix
411,Butter::N,வெண்ணெய்,mantega
412,Öl::N,எண்ணெய்,oli
413,Salz::N,உப்பு,sal
414,Suppe::N,ரசம்,sopa
415,Honig::N,தேன்,mel
416,Milch::N,பால்,llet
417,Tee::N,தெனீர்,te
418,Leder::N,பதம் செய்யப்பட்ட தோல்,cuir
419,Wolle::N,கம்பளி,llana
420,Stoff::N,துணி,tela
421,Nadel::N,ஊசி,agulla
422,Faden::N,நூல்,fil
423,Knopf::N,பொத்தான்,botó
424,Knoten::N,முடிச்சு,nus
425,Farbe::N,வண்ணக் குழம்பு,pintura
426,Kleidung::N,ஆடைகள்,roba
427,Kleidung::N,ஆடைகள்,vestits
428,Hemd::N,சட்டை,camisa
429,Kragen::N,கழுத்துப் பட்டை,coll
430,Ärmel::N,சட்டைக்கை,màniga
431,Hose::N,கால்சட்டை,pantalōns
432,Gürtel::N,பெல்ட்,cinturó
433,Mütze::N,தொப்பி,gorra
434,Schuh::N,காலணி,sabata
435,Stiefel::N,காலணி,bota
436,Ring::N,மோதிரம்,anell
437,Band::N,நாடா,veta
438,Band::N,நாடா,cinta
439,Kamm::N,கீப்பு,pinta
440,Spiegel::N,ஆடி,mirāll
441,Spiegel::N,கண்ணாடி,mirāll
442,Riemen::N,வார்,corretja
443,Schnur::N,கயிறு,corda
444,Leine::N,தோல்வார்,corretja
445,Decke::N,போர்வை,manta
446,Decke::N,போர்வை,flassada
447,Kissen::N,தலையணை,coixí
448,Tuch::N,துணி,mocador
449,Handtuch::N,தண்டு,tovallola
450,Kraft::N,நிர்பந்தம்,força
451,Stärke::N,பலம்,vigor
452,Gesundheit::N,ஆரோக்கியம்,salut
453,Krankheit::N,நோய்,malaltia
454,Schmerz::N,வலி,dolor
455,Wunde::N,காயம்,ferida
456,Fieber::N,காய்ச்சல்,febre
457,Arznei::N,மருந்து,medicament
458,Brücke::N,பாலம்,pont
459,Brunnen::N,கேணி,pou
460,Weide::N,மேய்ச்சல் நிலம்,pastura
461,Pfad::N,நடை வழி,senda
462,Pfad::N,நடை வழி,sender
463,Weg::N,வழி,camí
464,Straße::N,சாலை,carretera
465,Dorf::N,கிராமம்,poble
466,Stadt::N,நகரம்,ciutāt
467,Brief::N,கடிதம்,carta
468,Buch::N,புத்தகம்,llibre
469,Buchstabe::N,எழத்து,lletra
470,Zeitung::N,செய்தித்தாள்,diāri
471,Leben::N,வாழ்க்கை,vida
472,Tod::N,மரணம்,mort
473,Grab::N,சமாதி,tomba
474,Kirche::N,தேவாலயம்,església
475,Sünde::N,பாவம்,pecat
476,Gott::N,கடவுள்,déu
477,Arbeiter::N,தொழிலாளி,obrer
478,Chef::N,மேலாளர்,cap
479,Meister::N,தலைவன்,mestre
480,Arzt::N,மருத்துவர்,metge
481,Lehrer::N,ஆசிரியர்,mestre
482,Geld::N,பணம்,dinērs
483,Geschäft::N,வாணிபம்,negoci
484,Laden::N,கடை,tenda
485,Laden::N,கடை,botiga
486,Preis::N,விலை,preu
487,Ware::N,சாமன்கள்,mercaderia
488,Nutzen::N,இலாபம்,profit
489,Reichtum::N,சொத்து,riquesa
490,Welt::N,உலகம்,món
491,Land::N,நாடு,país
492,Staat::N,நாடு,estat
493,König::N,அரசன்,rei
494,Macht::N,அதிகாரம்,poder
495,Macht::N,அதிகாரம்,potència
496,Grenze::N,எல்லை,frontera
497,Krieg::N,போர்,guerra
498,Feind::N,எதிரி,enemic
499,Gewalt::N,வன்முறை,violència
500,Kampf::N,போராட்டம்,lluita
501,Bogen[Waffe]::N,வில்,arc
502,Pfeil::N,அம்பு,fletxa
503,Gewehr::N,துப்பாக்கி,fusell
504,Gewehr::N,துப்பாக்கி,escopeta
505,Fehler::N,தவறு,falta
506,Lüge::N,பொய்,mentida
507,Schaden::N,சேதாரம்,dany
508,Unglück::N,இடையூறு,desgràcia
509,Schuld::N,குற்றம்,culpa
510,Alter::N,வயது,edat
511,Schluss::N,முடிவு,fi
512,Schluss::N,முடிவு,final
513,Zeit::N,காலம்,temps
514,Tag::N,நாள்,dia
515,Morgen::N,காலை நேரம்,matí
516,Mittag::N,மதியம்,migdia
517,Abend::N,மாலைப் பொழுது,vespre
518,Nacht::N,இரவு,nit
519,Woche::N,வாரம்,setmana
520,Monat::N,மாதம்,mes
521,Jahr::N,வருடம்,any
522,Frühling::N,வசந்தம்,primavera
523,Sommer::N,கோடை,estīu
524,Herbst::N,இலையுதிர் காலம்,tardor
525,Winter::N,குளிர்காலம்,hivērn
526,Januar::N,ஜனவரி,gener
527,Februar::N,பிபரவரி மாதம்,febrer
528,März::N,மார்ச் மாதம்,març
529,April::N,ஏப்ரல் மாதம்,abril
530,Mai::N,மே மாதம்,maig
531,Juni::N,ஜூன் மாதம்,juny
532,Juli::N,ஜூலை மாதம்,juliol
533,August::N,ஆகஸ்ட் மாதம்,agost
534,September::N,செப்டம்பர் மாதம்,setembre
535,Oktober::N,அக்டோபர் மாதம்,octubre
536,November::N,நவம்பர் மாதம்,novembre
537,Dezember::N,டிசம்பர்,desembre
538,Montag::N,திங்கட் கிழமை,dilluns
539,Dienstag::N,செவ்வாய்க்கிழமை,dimarts
540,Mittwoch::N,புதன் கிழமை,dimecres
541,Donnerstag::N,வியாழக் கிழமை,dijous
542,Freitag::N,வெள்ளிக்கிழமை,divendres
543,Samstag::N,சனிக்கிழமை,dissabte
544,Sonntag::N,ஞாயிறுக் கிழமை,diumenge
545,groß::A,பெரிய,gros
546,klein::A,சிறிய,petīt
547,lang::A,நீண்ட,llarg
548,kurz::A,குட்டையான,curt
549,breit::A,அகலமான,ample
550,schmal::A,குறுகலான,estret
551,dicht::A,அடர்த்தியான,dens
552,dick[Gegenstand]::A,தடித்த,gruixūt
553,dünn::A,சன்னமான,prim
554,fein::A,மெல்லிய,fi
555,fest::A,உறுதியாள,ferm
556,fest::A,உறுதியாள,sòlid
557,flach::A,தட்டையான,pla
558,glatt::A,வழுவழுப்பான,llis
559,hart::A,கடினமான,dur
560,weich::A,மென்மையான,tou
561,rund::A,உருண்டையான,rodó
562,spitz::A,திகந்தமாக,punxegut
563,scharf::A,கூரான,agut
564,stumpf::A,உளம் திறந்த,rom
565,stumpf::A,உளம் திறந்த,esmussat
566,schwer::A,கனமான,pesāt
567,schön::A,அழகான,bonīc
568,heiß::A,சூடான,calēnt
569,warm::A,இதமான,càlid
570,kalt::A,குளிர்ச்சியான,fred
571,kühl::A,குளிர்ச்சியான,fresc
572,frisch::A,சுத்தமான,fresc
573,feucht::A,ஈரமான,humit
574,nass::A,ஈரமான,mullat
575,trocken::A,உலர்ந்த,sec
576,voll::A,நிரம்பிய,ple
577,leer::A,காலியான,buit
578,offen::A,திறந்த,obert
579,geschlossen::A,மூடப்பட்ட,tancat
580,sauber::A,சுத்தமான,net
581,schmutzig::A,அழக்கான,brut
582,roh::A,கச்சா,cru
583,reif::A,பழுத்த,madur
584,lecker::A,சுவைமிக்க,deliciós
585,süß::A,இனிப்பான,dolç
586,bitter::A,கசப்பான,amarg
587,sauer::A,புளிப்பாக,agre
588,hell::A,பளபளப்பான,clar
589,dunkel::A,கருமையான,fosc
590,schwarz::A,கருப்பு வண்ண,negre
591,weiß::A,வெண்மையன,blanc
592,rot::A,சிவப்பு,vermēll
593,gelb::A,மஞ்சள் வண்ணம்,groc
594,blau::A,நீல வண்ண,blau
595,grün::A,பச்சை வண்ண,verd
596,grau::A,சாம்பல் நிற,gris
597,bunt::A,வண்ண மயமான,multicolor
598,billig::A,மலிவான,barat
599,teuer::A,விலை அதிகமான,car
600,wertvoll::A,மதிப்புள்ள,preciós
601,blind::A,பார்வையற்ற,cec
602,taub::A,செவிடான,sord
603,kräftig::A,வலிமையான,fort
604,kräftig::A,வலிமையான,vigorós
605,stark::A,பலமான,fort
606,schwach::A,பலவீனமான,feble
607,fett::A,பருமனாக,gras
608,schlank::A,ஒல்லியான,esvelt
609,hübsch::A,அழகிய,maco
610,böse::A,கேடு விளைவிக்கும்,dolent
611,dumm::A,முட்டாள்தனமான,ximple
612,dumm::A,முட்டாள்தனமான,estúpid
613,faul::A,சோம்பலான,gandūl
614,faul::A,சோம்பலான,mandrós
615,fleißig::A,ஊக்கந்தளராத,diligēnt
616,geizig::A,கஞேசத்தனமான,avar
617,klug::A,சாதுரியமான,intel·ligent
618,geschickt::A,திறமையள்ள,hàbil
619,lieb::A,அன்புக்குரிய,amat
620,lieb::A,அன்புக்குரிய,estimat
621,lustig::A,களிப்புமிக்க,alegre
622,sanft::A,சாதுவான,suau
623,hungrig::A,பசியுடன்,afamat
624,krank::A,நோயுற்று,malālt
625,nackt::A,ஆடையற்ற,nu
626,traurig::A,சோகமான,trist
627,lebendig::A,பிழைப்பு,viu
628,gut::A,நல்ல,bo
629,schlecht::A,கெட்ட,dolēnt
630,richtig::A,சரியான,just
631,richtig::A,சரியான,correcte
632,schlimm::A,அருவருப்பான,greu
633,wahr::A,உண்மையான,vertader
634,wahr::A,உண்மையான,veritable
635,alt::A,பழைய,vell
636,neu::A,புதிய,nou
637,ehemalig::A,முன்நாள்,antic
638,alt[Lebewesen]::A,வயதான,vell
639,jung::A,இளமையான,jove
640,arm::A,ஏழ்மையான,pobre
641,reich::A,செல்வம் படைத்த,ric
642,bekannt::A,பழக்கப்பட்ட,conegut
643,berühmt::A,புகழ்பெற்ற,famós
644,fremd::A,அயல் நாட்டு,estrany
645,verschieden::A,வித்தியாசமான,diferent
646,nah::A,பக்கத்தில் உள்ள,pròxim
647,fern::A,தொலை தூரத்தில்,llunyà
648,fern::A,தொலை தூரத்தில்,distant
649,linker::A,மீந்திருக்கும்,esquerre
650,rechter::A,வலதுபக்கம்,dret
651,anderer::A,மற்ற,altre
652,erster::A,முதனமையான,primer
653,zweiter::A,இரண்டாவது,segon
654,dritter::A,மூன்றாவது,tercer
655,letzter::A,கடைசி,últim
656,allein::ADV,தனியாக,sol
657,auf einmal::ADV,தடீரென்று,d'una vegada
658,zusammen::ADV,சேர்ந்து,junt
659,lange::ADV,அதிக நோம்,molt de temps
660,plötzlich::ADV,தடீரென்று,de cop
661,plötzlich::ADV,தடீரென்று,de sobte
662,sofort::ADV,உடனடியாக,de seguida
663,später::ADV,பிறகு,més tard
664,jetzt::ADV,இப்பொழது,ara
665,heute::ADV,இன்று,avūi
666,morgen::ADV,நாளைக்கு,demà
667,bald::ADV,சீக்கிரம்,aviāt
668,dann::ADV,அப்பொழுது,després
669,gestern::ADV,நேற்று,ahir
670,einst::ADV,ஒரே முறை,anteriorment
671,damals::ADV,அப்பொழுது,llavōrs
672,damals::ADV,அப்பொழுது,aleshores
673,danach::ADV,பிற்பாடு,després
674,vorher::ADV,முன்பாக,abāns
675,zuerst::ADV,முதலில்,primer
676,einmal::ADV,ஒரே முறை,una vegada
677,manchmal::ADV,சில நேரங்களில்,de vegades
678,oft::ADV,அடிக்கடி,sovint
679,immer::ADV,எப்பொழுதும்,sempre
680,niemals::ADV,ஒருபோதும் இல்லை,no ... mai
681,hier::ADV,இங்கே,aquí
682,hierhin::ADV,இவ்விடத்திற்கு,per aquí
683,von hier::ADV,இனி,des d'aquí
684,dort::ADV,அங்கே,allí
685,dorthin::ADV,அவ்விடத்திற்கு,hi
686,geradeaus::ADV,முன்னாலிருக்கும்,tot dret
687,vorwärts::ADV,முன்புறமாக,endavānt
688,rückwärts::ADV,பின்னோக்கி,endarrera
689,zurück::ADV,பின்பக்கம்,darrere
690,unten::ADV,கீழாக,a baix
691,hinab::ADV,கீழ் நோக்கி,cap avall
692,oben::ADV,மேலே,dalt
693,hinauf::ADV,மேலே,cap amunt
694,überall::ADV,எல்லா இடத்திலும்,pertot
695,überall::ADV,எல்லா இடத்திலும்,per tot arreu
696,nicht::ADV,இல்லை,no
697,ein wenig::ADV,கொஞ்சம்,una mica
698,kaum::ADV,அரிதாக,a penes
699,sehr::ADV,மிக்க,molt
700,so::ADV,மிகவும்,així
701,noch::ADV,இப்பொழுதும்,encara
