,Concept_ID,kl,bn
66,Welle::N,aalappaa,তরঙ্গ
67,Wasser::N,imeq,জল
68,Stein::N,ujarak,ঢিল
69,Stein::N,ujarak,প্রস্তর
70,Boden::N,nateq,ভূতল
71,Erde::N,issoq,ভূমি
72,Staub::N,pujualanerit,ধুলা
73,Staub::N,pujoralanerit,ধুলা
74,Rauch::N,iseq,ধোঁয়া
75,Rauch::N,pujoq,ধোঁয়া
76,Funke::N,illoorneq,স্ফুলিঙ্গ
77,Feuer::N,inneq,অগ্নি
78,Licht::N,qaamaneq,আলো
79,Schatten::N,tarraq,ছায়া
80,Wetter::N,sila,আবহাওয়া
81,Nebel::N,pujoq,কুহেলিকা
82,Wolke::N,nuia,মেঘ
83,Regen::N,sialuk,বৃষ্টি
84,Schnee::N,aput,তুষার
85,Eis::N,siku,বরফ
86,Frost::N,issi,তুষার
87,Frost::N,issik,তুষার
88,Kälte::N,issi,শৈত্য
89,Hitze::N,kianneq,তাপ
90,Hitze::N,kiassuseq,তাপ
91,Raureif::N,kaneq,তুহিন
92,Regenbogen::N,neriusaaq,রামধনু
93,Donner::N,kalleq,বজ্রধ্বনি
94,Tropfen::N,kuseriarneq,ফোঁটা
95,Schaum::N,qapuk,ফেনা
96,Schmutz::N,minguk,ধুলা
97,See::N,taseq,হ্রদ
98,Sumpf::N,maqulluk,জলা
99,Wiese::N,masarsuk,তৃণভূমি
100,Hügel::N,qattuneq,পাহাড়
101,Hügel::N,majuariaq,পাহাড়
102,Hügel::N,majorajaaq,পাহাড়
103,Hügel::N,qaqqannguaq,পাহাড়
104,Berg::N,qaqqaq,পর্বত
105,Höhle::N,qaarusuk,গুহা
106,Abhang::N,ippik,ঢাল
107,Abhang::N,sivinganeq,ঢাল
108,Abhang::N,sivingajaaq,ঢাল
109,Abhang::N,kussangajaaq,ঢাল
110,Bach::N,kuunnguaq,ক্ষুদ্র নদী
111,Fluss::N,kuuk,নদী
112,Ufer::N,sissap sinaa,উপকূল
113,Küste::N,sineriak,তীর
114,Meer::N,imaq,সমুদ্র
115,Bucht::N,ikeq,উপসাগর
116,Bucht::N,kangerluk,উপসাগর
117,Bucht::N,kangerliumaneq,উপসাগর
118,Insel::N,qeqertaq,দ্বীপ
119,Blume::N,naasoq,ফুল
120,Gras::N,ivigaq,ঘাস
121,Wurzel::N,niulutaq,শিকড়
122,Baum::N,orpik,গাছ
123,Stamm::N,kanaartaq,স্কন্ধ
124,Rinde::N,ameraq,বল্কল
125,Ast::N,avalequt,শাখা
126,Zweig::N,avalequt,ডাল
127,Blatt::N,pilutaq,পর্ণ
128,Birke::N,patitsit,ভুর্জ
129,Weide[Baum]::N,palleq,উইলো
130,Tanne::N,orsuerneq,দেবদারূ গাছ
131,Horn::N,nassuk,শিং
132,Feder::N,suluk,পালক
133,Fell::N,ameq,রোম
134,Flügel::N,suluk,ডানা
135,Flügel::N,isaroq,ডানা
136,Klaue::N,kukik,নখর
137,Kralle::N,kukik,নখর
138,Schwanz::N,pamioq,লেজ
139,Schwanz::N,paperuusaq,লেজ
140,Ei::N,mannik,ডিম
141,Nest::N,ullut,কুলায়
142,Bau::N,ini,ডেরা
143,Tier::N,uumasoq,জন্তু
144,Herde::N,unguukkat,ঝাঁক
145,Kuh::N,ussik,গোরু
146,Bulle::N,angukulak,বৃষ
147,Bulle::N,anguteralak,বৃষ
148,Bulle::N,angutikulooq,বৃষ
149,Schaf::N,sava,ভেড়া
150,Schwein::N,puuluki,শূকর
151,Hund::N,qimmeq,কুকুর
152,Katze::N,puisaaq,বেড়াল
153,Bär::N,allaq,ভল্লুক
154,Eichhörnchen::N,sissinnguaq,কাঠবিড়াল
155,Fuchs::N,terianniaq,পাঁতিশিয়াল
156,Hase::N,ukaleq,শশক
157,Maus::N,teriannguaq,নেংটি ইঁদুর
158,Wolf::N,amaroq,নেকড়ে
159,Vogel::N,timmiaq,পক্ষী
160,Huhn::N,kukkukooq,মোরগ
161,Huhn::N,marloraaqaaq,মোরগ
162,Hahn::N,kiasiusaq,কুক্কুট
163,Gans::N,nerleq,হংসী
164,Adler::N,nattoralik,ইগল
165,Eule::N,uppik,পেচক
166,Kranich::N,qorlorfik,সারস
167,Krähe::N,tuluatsiaq,কাক
168,Kuckuck::N,kukkooq,কোকিল
169,Schwan::N,qussuk,মরাল
170,Fisch::N,aalisagaq,মাছ
171,Schlange[Tier]::N,pulateriarsuk,সর্প
172,Schlange[Tier]::N,pulateriaarsuk,সর্প
173,Spinne::N,aasiaq,মাকড়সা
174,Spinne::N,nissavaarsuk,মাকড়সা
175,Ameise::N,uniaaluk,পিপীলিকা
176,Laus::N,kumak,উকুন
177,Mücke::N,ippernaq,মশা
178,Fliege::N,ippernaq,মাছি
179,Schmetterling::N,paluaq,প্রজাপতি
180,Schmetterling::N,pakkaluaq,প্রজাপতি
181,Schmetterling::N,utsuppaluaq,প্রজাপতি
182,Schmetterling::N,taqaleqisaaq,প্রজাপতি
183,Beere::N,paarmaq,বেরি
184,Beere::N,paarngaq,বেরি
185,Apfel::N,iipili,আপেল
186,Pilz::N,anngiusaq,ছত্রক
187,Zwiebel::N,uanitsoq,পিয়াজ
188,Saat::N,naatsiiassaq,বীজ
189,Korn::N,maannineq,শস্য
190,Schale::N,niutsivik,খোসা
191,Schale::N,ilulissaq qaartussaq,খোসা
192,Grube::N,itersaq,গর্ত
193,Falle::N,pualavoq,ফাঁদ
194,Schlinge::N,orseq,পাশ
195,Schlinge::N,norloq,পাশ
196,Spur::N,tumaa,চিহ্ন
197,Asche::N,arsat,ভস্ম
198,Dreck::N,minguk,ময়লা
199,Eisen::N,savimineq,লোহা
200,Eisen::N,saffiugassaq,লোহা
201,Gold::N,kuulti,স্বর্ণ
202,Silber::N,siilviuvoq,রৌপ্য
203,Kohle::N,aamarsuit aamaruutissat,অঙ্গার
204,Glas::N,igalaaq,কাচ
205,Glas::N,imertarfik,কাচ
206,Glas::N,igalaamineq,কাচ
207,Lehm::N,marraq,মৃত্তিকা
208,Sand::N,sioqqat,বালি
209,Mensch::N,inuk,নর
210,Mensch::N,inuk,মানুষ
211,Mensch::N,silamiu,নর
212,Mensch::N,silamiu,মানুষ
213,Mann::N,angut,মানুষ
214,Frau::N,arnaq,নারী
215,Kind::N,meeraq,বাচ্চা
216,Junge::N,nukappiaraq,ছেলে
217,Mädchen::N,arnannguaq,মেয়ে
218,Familie::N,ilaqutakka,পরিবার
219,Familie::N,ilaqutariit,পরিবার
220,Großvater::N,aatak,মাতামহ
221,Großmutter::N,aanaq,মাতামহী
222,Eltern::N,angajoqqaat,মাতাপিতা
223,Vater::N,ataata,পিতা
224,Vater::N,ataataq,পিতা
225,Mutter::N,anaana,মাতা
226,Sohn::N,erneq,ছেলে
227,Tochter::N,panik,মেয়ে
228,Bruder::N,ani,দাদা
229,Bruder::N,aqqaluk,দাদা
230,Bruder::N,qatanngut,দাদা
231,Schwester::N,naja,বোন
232,Schwester::N,naja,দিদি
233,Schwester::N,aleqa,বোন
234,Schwester::N,aleqa,দিদি
235,Schwester::N,qatanngut,বোন
236,Schwester::N,qatanngut,দিদি
237,Onkel::N,akkak,মামা
238,Tante::N,aja,মাসী
239,Tante::N,ajak,মাসী
240,Tante::N,atsak,মাসী
241,Ehemann::N,ui,স্বামী
242,Ehefrau::N,nuliaq,পত্নী
243,Freude::N,tipaatsussuseq,উল্লাস
244,Gelächter::N,illaq,হাসি
245,Glück::N,usornaat,সুখ
246,Glück::N,usornarsuseq,সুখ
247,Wunsch::N,kissaat,আকাঙ্ক্ষা
248,Lust::N,illigussuseq,বাসনা
249,Lust::N,piummaseq,বাসনা
250,Geist::N,anerneq,আত্না
251,Geist::N,toornaq,আত্না
252,Gedanke::N,isumassaq,চিন্তা
253,Gedächtnis::N,eqqaamannissuseq,স্মরণশক্তি
254,Verstand::N,isuma,মন
255,Verstand::N,sianissut,মন
256,Verstand::N,misigissut,মন
257,Verstand::N,sianissuseq,মন
258,Verstand::N,silaqassuseq,মন
259,Sinn::N,isuma,পদার্থ
260,Grund::N,patsit,কারণ
261,Wahrheit::N,sallusuissut,সত্য
262,Märchen::N,oqalualaarut,রূপকথা
263,Märchen::N,oqaluasaaq,রূপকথা
264,Erzählung::N,oqaluttuaq,গল্প
265,Nachricht::N,oqaassut,তথ্য
266,Nachricht::N,oqqersuut,তথ্য
267,Neuigkeit::N,tusarnartaq,খবরাখবর
268,Name::N,ateq,নাম
269,Rätsel::N,nalorsitsaarut,ধাঁধা
270,Rede::N,oqaluuseq,বক্তৃতা
271,Sprache::N,oqaatsit,ভাষা
272,Stimme::N,erinaq,স্বর
273,Stimme::N,qarluuseq,স্বর
274,Wort::N,oqaasii,শব্দ
275,Zeichen::N,nalunaaqqut,প্রতীক
276,Ruf::N,qaaqqussut,ডাক
277,Lärm::N,perpaluk,হৈচৈ
278,Laut::N,torsukattak,ধ্বনি
279,Ton::N,erinaq,স্বর
280,Lied::N,taalliaq,গান
281,Lied::N,erinarsuut,গান
282,Ruhe::N,qatsunganeq,শান্তি
283,Leute::N,inuiak,প্রজাপুঞ্জ
284,Leute::N,inuiaqatigiit,প্রজাপুঞ্জ
285,Volk::N,inuiaat,জাতি
286,Arbeit::N,suliaq,চাকরি
287,Gast::N,qaaqqusaq,অতিথি
288,Geschenk::N,pajugut,উপহার
289,Hilfe::N,annertoqqut,সাহায্য
290,Freund::N,tiliaq,বন্ধু
291,Freund::N,ikinngut,বন্ধু
292,Kamerad::N,tiliaq,সঙ্গী
293,Kamerad::N,ikinngut,সঙ্গী
294,Art::N,ileqquuseq,রকম
295,Stück::N,nakkaalaniku,টুকরো
296,Teil::N,tassiaasat,অংশ
297,Hälfte::N,affaq,অর্ধেক
298,Kreis::N,kaajaluinneq or kaajaluitsoq,বৃত্ত
299,Kreuz::N,sanningasulik,ক্রুশ
300,Linie::N,tittaq,রেখা
301,Linie::N,titarneq,রেখা
302,Abstand::N,aku,ফাঁক
303,Abstand::N,ikiaq,ফাঁক
304,Entfernung::N,asi,ব্যবধান
305,Gegend::N,nuna,ক্ষেত্র
306,Platz::N,ini,জায়গা
307,Platz::N,inissaq,জায়গা
308,Ort::N,sumiiffik,স্থান
309,Seite::N,saneraq,পার্শ্ব
310,Mitte::N,qiteq,মধ্য
311,Sache::N,pigisaq,বস্তু
312,Rand::N,sini,কানা
313,Rand::N,akerfineq,কানা
314,Kante::N,akerfineq,ধার
315,Ecke::N,teqeqqoq,কোণ
316,Ecke::N,tikeqqoq,কোণ
317,Spitze::N,inngik,ডগা
318,Ende::N,isu,প্রান্ত
319,Loch::N,putu,গর্ত
320,Winkel::N,teqeqqorissaat,কোণ
321,Muster::N,ilisserut,নমুন্
322,Größe::N,angissuseq,আয়তন
323,Länge::N,takissuseq,দৈর্ঘ্য
324,Gewicht::N,oqimaalutaq,ওজন
325,Menge::N,amerlassuseq,পরিমাণ
326,Haufen::N,eqimattat,পুঞ্জ
327,Reihe::N,allunaasaq,শ্রেণী
328,Boot::N,qajaq,নৌকা
329,Boot::N,angallat,নৌকা
330,Boot::N,umiatsiaq,নৌকা
331,Ruder::N,iput,দাঁড়
332,Schlitten::N,qamutit,স্নেজ্-গাড়ি
333,Schlitten::N,qimusseq,স্নেজ্-গাড়ি
334,Ski::N,ataarut,শী
335,Last::N,nammagaq,বোঝা
336,Schritt::N,allorneq,পদ
337,Norden::N,avannaq,উত্তরদিক্
338,Süden::N,qava,দক্ষিণদিক
339,Süden::N,kujat,দক্ষিণদিক
340,Süden::N,kujataa,দক্ষিণদিক
341,Westen::N,kitaa,পশ্চিমদিক্
342,Osten::N,kangi,পূর্বদিক
343,Holz::N,qisuk,কাঠ
344,Brett::N,salliligaq,তক্তা
345,Platte::N,qaateq,ফলক
346,Stütze::N,ajagutaq,নাগদণ্ড
347,Stütze::N,ajaagutaq,নাগদণ্ড
348,Stange::N,kaaviffik,দণ্ড
349,Stock::N,ajaappissat,ছড়ি
350,Stab::N,ajaappissat,যষ্টি
351,Rohr::N,sullulik,নল
352,Haus::N,illu,ঘর
353,Ofen::N,kissarsuut,স্টোভ্
354,Fußboden::N,nateq,গহতল
355,Tisch::N,allattarfik,মেজ
356,Tisch::N,allattarfik,টেবিল
357,Stuhl::N,issiavik,চেয়ার
358,Stuhl::N,issiavik,কেদারা
359,Stuhl::N,issiaffik,চেয়ার
360,Stuhl::N,issiaffik,কেদারা
361,Wiege::N,uaasoq,দোলনা
362,Bett::N,nallavik,শয্যা
363,Regal::N,ilisivik,তাক
364,Kiste::N,sakissat,বাক্স
365,Kiste::N,illerfiusaq,বাক্স
366,Fenster::N,aki,জানালা
367,Fenster::N,igalaaq,জানালা
368,Tür::N,matu,দ্বার
369,Tor::N,isaaffik,দ্বার
370,Zaun::N,saputit,বেড়া
371,Dach::N,qaliaq,ছাদ
372,Leiter::N,tummeqqat,মই
373,Leiter::N,majuartarfiit,মই
374,Besen::N,saligutit,গুল্মবিশেষ
375,Spaten::N,nivaataq,কোদাল
376,Schaufel::N,nivaataq,বেলচা
377,Gabel::N,qilluaq,কাঁটা
378,Gabel::N,ajassaatit,কাঁটা
379,Löffel::N,alussaat,চামচ
380,Messer::N,savik,ছুরি
381,Nagel::N,kukik,পেরেক
382,Netz::N,anguffaseq,জাল
383,Haken::N,nissik,কাচি
384,Haken::N,qarsorsaq,কাচি
385,Haken::N,qarsorsartoq,কাচি
386,Griff::N,ipi,হাতল
387,Schloss::N,illussaarsuaq,তালা
388,Bild::N,assiliaq,ছবি
389,Bild::N,assiliaq,চিত্র
390,Figur::N,kisitsit,আকার
391,Puppe::N,inuusaq,পুতুল
392,Bündel::N,qilertaq,আঁটি
393,Tasche::N,pooqattaq,থলি
394,Deckel::N,matu,আবরণ
395,Geschirr::N,anut,থালা-বাসন
396,Tasse::N,tiitorfik,কাপ
397,Tasse::N,tiitorfiup ilorlia,কাপ
398,Topf::N,qoqqoq,পাত্র
399,Kessel::N,uunnaavik,কেটলি
400,Essen::N,igaaq,আহার
401,Nahrung::N,neqissaq,খাদ্য
402,Speise::N,nerisassat,খাদ্য
403,Fleisch::N,neqi,মাংস
404,Getreide::N,maannineq,শস্য
405,Brot::N,iffit,রুটি
406,Brot::N,iffiaq,রুটি
407,Scheibe::N,igalaassiaq,ফালি
408,Fett::N,tarnutissaq,মেদ
409,Fett::N,tarnutissiaq,মেদ
410,Butter::N,punneq,মাখন
411,Öl::N,uulia,তৈল
412,Salz::N,taratsut,নুন
413,Suppe::N,qajoq,শুরুয়া
414,Honig::N,tungusunnitsuut,মধু
415,Milch::N,immuk,দুধ
416,Tee::N,tii,চা
417,Tee::N,teeq,চা
418,Wolle::N,nuersagassiaq,পশম
419,Stoff::N,milliaq,বস্ত্র
420,Stoff::N,qarlissiaq,বস্ত্র
421,Nadel::N,meqqut,সুচ
422,Faden::N,ujalussiaq,সূত্র
423,Knopf::N,attat,বোতাম
424,Knoten::N,akeroq,গিঁট
425,Knoten::N,qilerneq,গিঁট
426,Farbe::N,qalipaat,রং
427,Kleidung::N,atisat,কাপড়
428,Kleidung::N,annoraaq,কাপড়
429,Hemd::N,ilupaaq,শার্ট
430,Kragen::N,qungasiinnaq,গলবন্ধ
431,Ärmel::N,aaq,আস্তিন্
432,Hose::N,qarliit,ট্রাউজার
433,Gürtel::N,qiterut,কটিবন্ধ
434,Gürtel::N,unngersaq,কটিবন্ধ
435,Mütze::N,nasaq,টুপি
436,Schuh::N,skuu,জুতো
437,Schuh::N,ikernuk,জুতো
438,Schuh::N,ateraasaq,জুতো
439,Stiefel::N,kamik,বুট
440,Ring::N,assammiu,আংটি
441,Band::N,qilerutissiaq,ফিতা
442,Kamm::N,illaagutit,চিরুনি
443,Kamm::N,illaajaatit pl.,চিরুনি
444,Spiegel::N,tarrarsuut,আয়না
445,Riemen::N,allunaaq,চাবুক
446,Schnur::N,kujaaq,দড়ি
447,Schnur::N,allunaasaq,দড়ি
448,Leine::N,aleq,শিকল
449,Decke::N,qipik,কম্বল
450,Kissen::N,akit,উপাধান
451,Tuch::N,qarlissiaq,বস্ত্র
452,Handtuch::N,allarut,তোয়ালে
453,Handtuch::N,allarterut,তোয়ালে
454,Kraft::N,pissak,জোর
455,Stärke::N,qerattarsaat,শক্তি
456,Gesundheit::N,peqqisusseq,স্বাস্থ্য
457,Krankheit::N,nappaat,অসুখ
458,Krankheit::N,nappaat,ব্যামো
459,Schmerz::N,anniaat,যন্ত্রণা
460,Wunde::N,iki,ক্ষত
461,Fieber::N,nappaat qanimanartoq,জ্বর
462,Arznei::N,imigassaq,ঔষধ
463,Brücke::N,ikaartarfik,সেতু
464,Brunnen::N,tissaluttuliaq,কূপ
465,Weide::N,masarsuk,পশুচারণভূমি
466,Pfad::N,aqqut,পথ
467,Weg::N,aggerfik,পথ
468,Straße::N,aqqusineq,রাস্তা
469,Dorf::N,nunaqarfik,গ্রাম
470,Stadt::N,illorpaat,শহর
471,Stadt::N,illorpalik,শহর
472,Brief::N,allagarsiaq,চিঠি
473,Buch::N,atuakkat,বই
474,Buch::N,mappersagaq,বই
475,Buchstabe::N,naqinneq,অক্ষর
476,Zeitung::N,aviisi,সংবাদপত্র
477,Leben::N,inuussuseq,জীবন
478,Tod::N,toqu,মৃত্যু
479,Tod::N,toquneq,মৃত্যু
480,Grab::N,iliveq,কবর
481,Grab::N,illissat,কবর
482,Kirche::N,oqaluffik,গির্জা
483,Sünde::N,ajorti,পাপ
484,Arbeiter::N,sulisoq,শ্রমিক
485,Chef::N,ittoqut,নেতা
486,Meister::N,naalagaq,ব্যক্তি
487,Arzt::N,katsorsaasoq,চিকিৎসক
488,Lehrer::N,ilinniartitsisoq,অধ্যাপক
489,Geld::N,aningaasat,মুদ্রা
490,Geld::N,aningaasat,টাকাপয়সা
491,Geschäft::N,niuertarfik,ব্যস্ততা
492,Laden::N,niuertarfik,দোকান
493,Preis::N,aki,মূল্য
494,Ware::N,qaliata pii,পণ্যদ্রব্য
495,Ware::N,nioqqutissaq,পণ্যদ্রব্য
496,Nutzen::N,iluaqut,সুবিধা
497,Welt::N,nunarsuaq,জগৎ
498,Land::N,nuna,খেত
499,König::N,kunngi,রাজা
500,Macht::N,pissaassuseq,প্রভাব
501,Grenze::N,killik,সীমা
502,Krieg::N,sorsunneq,যুদ্ধ
503,Feind::N,akeraq,শত্রু
504,Feind::N,akerartorti,শত্রু
505,Feind::N,qinngarsuisoq,শত্রু
506,Kampf::N,sorsunneq,লড়াই
507,Pfeil::N,qalugiusaq,বাণ
508,Gewehr::N,aallaat,বন্দুক
509,Fehler::N,kukkuneq,ভুল
510,Fehler::N,paarlaappaa,ভুল
511,Unglück::N,perluut,দুর্ভাগ্য
512,Schuld::N,akiitsugaq,অপরাধ
513,Schuld::N,akiligassaq,অপরাধ
514,Alter::N,utoqqaq,আয়ু
515,Schluss::N,isu,শেষ
516,Zeit::N,ulloq,সময়
517,Zeit::N,akuttoqatigiinneq,সময়
518,Tag::N,ulloq,দিন
519,Morgen::N,ullaaq,সকাল
520,Mittag::N,ulloqeqqa,মধ্যাহু
521,Abend::N,unnuk,সন্ধ্যা
522,Nacht::N,unnuaq,রাত্রি
523,Woche::N,sapaatip akunnera,সপ্তাহ
524,Monat::N,qaammat,মাস
525,Jahr::N,ukioq,সৌরবর্ষ
526,Frühling::N,upernaaq,বসন্তকাল
527,Sommer::N,aasaq,গ্রীষ্মকাল
528,Herbst::N,ukiaq,শরংঋতু
529,Winter::N,ukioq,শীতকাল
530,Januar::N,siulleeq,জানুয়ারী
531,Januar::N,qaammaliaq,জানুয়ারী
532,Februar::N,aarlaat,ফেব্রুয়ারী
533,März::N,marsi,মার্চ
534,März::N,martsi,মার্চ
535,Mai::N,maaji,মে
536,Juni::N,juuni,জুন
537,Juli::N,juuli,জুলাই
538,August::N,aggusti,অগাস্ট
539,September::N,septembari,সেপ্টেম্বর
540,Oktober::N,oktobari,অক্টোবর
541,November::N,novembari,নভেম্বর
542,Dezember::N,detsembari,ডিসেম্বর
543,Montag::N,ataasinngortoq,সোমবার
544,Dienstag::N,marlunngorneq,মঙ্গলবার
545,Mittwoch::N,pingasunngorneq,বুধবার
546,Donnerstag::N,sisamanngorneq,বৃহম্পতিবার
547,Freitag::N,tallimanngorneq,শুক্রবার
548,Samstag::N,arfininngorneq,শনিবার
549,Sonntag::N,sapaat,রবিবার
550,Sonntag::N,sapaati,রবিবার
551,groß::A,angivoq,বৃহৎ
552,klein::A,mikivoq,ছোট
553,lang::A,takisooq,দীর্ঘ
554,kurz::A,naatsoq,খর্ব
555,kurz::A,naatsoq,হ্রস্ব
556,breit::A,silippoq,চওড়া
557,schmal::A,amitsoq,সরু
558,dicht::A,torsusooq,ঘন
559,dick[Gegenstand]::A,issuvoq,পুরু
560,dick[Gegenstand]::A,issusooq,পুরু
561,dünn::A,amitsoq,কৃশ
562,fein::A,mamarpoq,সূক্ষ্ম
563,fest::A,tangeqarpoq,দৃঢ়
564,flach::A,nalimmappoq,সমতল
565,glatt::A,quasak,মসৃণ
566,hart::A,mattusooq,শক্ত
567,hart::A,manngerpoq,শক্ত
568,hart::A,titeqquluppoq,শক্ত
569,weich::A,nerumaarpoq,নরম
570,rund::A,ammallorippoq,গোলাকার
571,spitz::A,qummukujooq,তীক্ষ্ন
572,scharf::A,ipippoq,শাণিত
573,stumpf::A,anngerpoq,ভোঁতা
574,schwer::A,oqimaappoq,ভারী
575,schön::A,kusanarpoq,সুন্দর
576,heiß::A,kiappoq,গরম
577,warm::A,oqorpoq,ঈষদুষ্ণ
578,kalt::A,issippoq,ঠাণ্ডা
579,kühl::A,pueqqortippoq,শীতল
580,feucht::A,isugutavoq,ভিজা
581,feucht::A,qaasernarpoq,ভিজা
582,nass::A,imerorpoq,ভিজা
583,trocken::A,panerpoq,শুষ্ক
584,voll::A,ulikkaarpoq,পূর্ণ
585,leer::A,imaattuarpoq,খালি
586,offen::A,ammavoq,খোলা
587,geschlossen::A,matuvoq,বন্ধ
588,sauber::A,eqqippoq,নির্মল
589,sauber::A,sukuluippoq,নির্মল
590,sauber::A,ipeqanngilaq,নির্মল
591,schmutzig::A,tapappoq,নোংরা
592,schmutzig::A,minguppoq,নোংরা
593,roh::A,aapavoq,কাঁচা
594,reif::A,qaarulerpoq,পাকা
595,süß::A,tungusunnippoq,মিষ্ট
596,bitter::A,qasilippoq,তিক্ত
597,hell::A,qaamavoq,উজ্জ্বল
598,dunkel::A,qernerpoq,অন্ধকারময়
599,schwarz::A,qernerpoq,কালো
600,weiß::A,qaqorpoq,সাদা
601,rot::A,aappaluppoq,লাল
602,gelb::A,sungaarpoq,হলদে
603,blau::A,tungujorpoq,নীল
604,grün::A,qorsooqqippoq,সবুজ
605,grau::A,qaserpoq,ছাই-রঙা
606,billig::A,akikippoq,সস্তা
607,wertvoll::A,erlinnarpoq,মহার্ঘ
608,blind::A,tappiippoq,কানা
609,blind::A,isigisaqanngilaq,কানা
610,taub::A,tusilarpoq,বধির
611,kräftig::A,pissaq,বিশাল
612,kräftig::A,pissarsuaq,বিশাল
613,stark::A,sanngivoq,শক্তিশালী
614,schwach::A,nakuippoq,দুর্বল
615,fett::A,pualavoq,মোটা
616,schlank::A,tuappoq,কৃশ
617,hübsch::A,aatsialaq,সুন্দর
618,böse::A,ajorpoq,খারাপ
619,dumm::A,taqajak,মূর্খ
620,dumm::A,sikkilluppoq,মূর্খ
621,dumm::A,qaatusimasaqanngilaq,মূর্খ
622,faul::A,eqiasuppoq,শ্রমবিমুখ
623,faul::A,eqiattortuvoq,শ্রমবিমুখ
624,fleißig::A,eqiasuippoq,পরিশ্রমী
625,geizig::A,iasilaarpoq,ব্যয়কুণ্ঠ
626,geizig::A,tukkuippoq,ব্যয়কুণ্ঠ
627,klug::A,mallak,দক্ষ
628,klug::A,ittanneq,দক্ষ
629,klug::A,kutaappoq,দক্ষ
630,klug::A,kuttaappoq,দক্ষ
631,klug::A,qarasagippoq,দক্ষ
632,lieb::A,akisooq,প্রেয়
633,lustig::A,piikulavoq,প্রফুল্ল
634,sanft::A,isumagippoq,নম্র
635,hungrig::A,kaappoq,ক্ষুধার্ত
636,hungrig::A,perlilerpoq,ক্ষুধার্ত
637,krank::A,napparsimavoq,অসুস্থ
638,traurig::A,aliasuppoq,দুঃখিত
639,lebendig::A,uumavoq,জীবিত
640,gut::A,ajunngilaq,ভালো
641,schlecht::A,sualuppoq,মন্দ
642,richtig::A,iluarpoq,ঠিক
643,schlimm::A,amiilaarnarpoq,কদর্য
644,wahr::A,ilumoorpoq,বাস্তব
645,alt::A,pisoqaq,পুরাতন
646,neu::A,nutaavoq,নব
647,neu::A,nutaavoq,নূতন
648,alt[Lebewesen]::A,utoqqaq,বৃদ্ধ
649,jung::A,inuusuppoq,তরুণ
650,jung::A,kingulliarsuk,তরুণ
651,arm::A,piillasoq,ক্ষুদ্র
652,arm::A,piitsuuvoq,ক্ষুদ্র
653,reich::A,pisuuvoq,ধনবান্
654,berühmt::A,tusaamasaq,বিখ্যাত
655,fremd::A,ajasoornarpoq,বিদেশি
