,Concept_ID,uz,pt
311,Anzahl::N,son,número
312,Anzahl::N,son,quantidade
313,Art::N,tur,tipo
314,Art::N,tur,espécie
315,Stück::N,parcha,pedaço
316,Teil::N,bo'lak,peça
317,Teil::N,bo'lak,parte
318,Hälfte::N,yarim,metade
319,Kreis::N,aylana,círculo
320,Kreuz::N,xoch,cruz
321,Linie::N,liniya,linha
322,Strich::N,chiziq,traço
323,Abstand::N,oralik,distância
324,Entfernung::N,uzoqlik,distância
325,Gegend::N,yer,área
326,Gegend::N,yer,região
327,Platz::N,oralig,lugar
328,Ort::N,joy,sítio
329,Seite::N,yon,lado
330,Mitte::N,o'rta,meio
331,Gegenstand::N,ashyo,objecto
332,Sache::N,buyum,coisa
333,Rand::N,chek,bordo
334,Rand::N,chek,margem
335,Kante::N,tig',borda
336,Kante::N,tig',aresta
337,Ecke::N,burchak,esquina
338,Spitze::N,uch,ponta
339,Ende::N,oxir,cabo
340,Ende::N,oxir,extremo
341,Loch::N,teshik,furo
342,Loch::N,teshik,buraco
343,Winkel::N,go'sha,canto
344,Winkel::N,go'sha,ângulo
345,Muster::N,nusha,padrão
346,Muster::N,nusha,desenho
347,Größe::N,kattalik,tamanho
348,Länge::N,uzunlik,comprimento
349,Höhe::N,yuksaklik,altura
350,Höhe::N,yuksaklik,altitude
351,Gewicht::N,solmoq,peso
352,Menge::N,miqdor,quantidade
353,Haufen::N,uyum,pilha
354,Reihe::N,saf,fila
355,Boot::N,qayiq,barco
356,Ruder::N,äshkak,remo
357,Schlitten::N,chana,trenó
358,Ski::N,chang'i,esqui
359,Lagerfeuer::N,gulxan,fogueira
360,Last::N,yuk,carga
361,Gang::N,yurish,curso
362,Gang::N,yurish,caminhada
363,Schritt::N,qadam,passo
364,Norden::N,shimol,norte
365,Süden::N,janub,sul
366,Westen::N,g'arb,oeste
367,Westen::N,g'arb,ocidente
368,Osten::N,sharq,este
369,Osten::N,sharq,leste
370,Osten::N,sharq,oriente
371,Holz::N,yog'och,madeira
372,Brett::N,taxta,tábua
373,Brett::N,taxta,prancha
374,Platte::N,tabaqa,laje
375,Platte::N,tabaqa,chapa
376,Stütze::N,tayanchi,apoio
377,Stütze::N,tayanchi,suporte
378,Stange::N,qo'noq,vara
379,Stange::N,qo'noq,barra
380,Stock::N,tayoq,pau
381,Stock::N,tayoq,bengala
382,Stab::N,gavron,bastão
383,Rohr::N,tarnov,cano
384,Haus::N,uy,casa
385,Heim::N,makon,lar
386,Heim::N,makon,casa
387,Ofen::N,pechka,estufa
388,Ofen::N,pechka,aquecedor
389,Fußboden::N,pol,piso
390,Tisch::N,mosa,mesa
391,Stuhl::N,o'rindiq,cadeira
392,Wiege::N,beshik,berço
393,Bett::N,yotoq,cama
394,Regal::N,tokcha,estante
395,Regal::N,tokcha,prateleira
396,Kiste::N,sandiq,caixa
397,Fenster::N,deraza,janela
398,Tür::N,äshik,porta
399,Tor::N,darvoza,portão
400,Zaun::N,panjara,cerca
401,Zaun::N,panjara,vedação
402,Dach::N,tom,telhado
403,Leiter::N,narvon,escada
404,Leiter::N,narvon,escada móvel
405,Besen::N,supurgi,vassoura
406,Spaten::N,bel,pá
407,Schaufel::N,kurak,pá
408,Gabel::N,bilka,garfo
409,Löffel::N,qoshiq,colher
410,Messer::N,pichoq,faca
411,Nagel::N,mix,cravo
412,Netz::N,to'r,rede
413,Haken::N,ilgak,gancho
414,Griff::N,sop,asa
415,Griff::N,sop,cabo
416,Griff::N,tutqich,asa
417,Griff::N,tutqich,cabo
418,Schloss::N,qulf,fechadura
419,Bild::N,rasm,imagem
420,Figur::N,shakl,figura
421,Puppe::N,ko'g'irchoq,boneca
422,Beutel::N,to'rva,saco
423,Beutel::N,to'rva,bolsa
424,Bündel::N,bog'lam,fardo
425,Tasche::N,kissa,saco
426,Tasche::N,kissa,bolso
427,Eimer::N,chelak,balde
428,Deckel::N,qopqoq,tampa
429,Geschirr::N,idish,louça
430,Sack::N,qop,saca
431,Tasse::N,piyola,chávena
432,Topf::N,tuvak,tacho
433,Topf::N,tuvak,panela
434,Kessel::N,qozon,caldeira
435,Essen::N,tomoq,refeição
436,Nahrung::N,emak,comida
437,Nahrung::N,emak,alimento
438,Speise::N,taom,prato
439,Fleisch::N,go'sht,carne
440,Getreide::N,g'alla,cereais
441,Brei::N,bo'tqa,puré
442,Brot::N,non,pão
443,Scheibe::N,disk,fatia
444,Fett::N,moy,banha
445,Fett::N,moy,gordura
446,Butter::N,yog',manteiga
447,Öl::N,moy,azeite
448,Salz::N,tuz,sal
449,Suppe::N,sho'rva,sopa
450,Suppe::N,sho'rva,caldo
451,Honig::N,asal,mel
452,Milch::N,sut,leite
453,Tee::N,choy,chá
454,Leder::N,charm,couro
455,Wolle::N,jun,lã
456,Stoff::N,mato,pano
457,Stoff::N,mato,tecido
458,Nadel::N,igna,agulha
459,Faden::N,ip,fio
460,Knopf::N,tugma,botão
461,Knoten::N,tugun,nó
462,Farbe::N,bo'yok,corante
463,Kleidung::N,kiyim,roupa
464,Kleidung::N,kiyim,vestuário
465,Hemd::N,ko'ylak,camisa
466,Kragen::N,yoqa,gola
467,Ärmel::N,yeng,manga
468,Hose::N,shim,calça
469,Gürtel::N,tasma,cinto
470,Mütze::N,shapka,boné
471,Mütze::N,shapka,barrete
472,Schuh::N,but,sapato
473,Stiefel::N,botinka,bota
474,Ring::N,yuzuk,anel
475,Band::N,rishta,fita
476,Band::N,rishta,faixa
477,Kamm::N,taroq,pente
478,Spiegel::N,ko'zgu,espelho
479,Riemen::N,qayish,correia
480,Schnur::N,bog'ich,corda
481,Schnur::N,bog'ich,cordel
482,Leine::N,etak,trela
483,Decke::N,odyol,cobertor
484,Kissen::N,yostiq,almofada
485,Tuch::N,gazlama,pano
486,Handtuch::N,sochiq,toalha
487,Kraft::N,kuch,força
488,Stärke::N,quvvat,força
489,Gesundheit::N,sog'lik,saúde
490,Krankheit::N,kasallik,doença
491,Krankheit::N,kasallik,enfermidade
492,Schmerz::N,og'riq,dor
493,Wunde::N,yara,chaga
494,Wunde::N,yara,ferida
495,Fieber::N,bezgak,febre
496,Arznei::N,dori,remédio
497,Brücke::N,ko'prik,ponte
498,Brunnen::N,buloq,poço
499,Weide::N,yaylov,pastagem
500,Pfad::N,dorojka,senda
501,Pfad::N,dorojka,trilho
502,Weg::N,yo'l,caminho
503,Straße::N,ko'cha,via
504,Straße::N,ko'cha,estrada
505,Dorf::N,ovul,aldeia
506,Stadt::N,shahar,cidade
507,Brief::N,maktub,carta
508,Buch::N,kitob,livro
509,Buchstabe::N,harf,letra
510,Zeitung::N,gazet,jornal
511,Leben::N,hayot,vida
512,Tod::N,o'lim,morte
513,Grab::N,go'r,túmulo
514,Grab::N,go'r,sepultura
515,Kirche::N,cherkov,igreja
516,Sünde::N,gunoh,pecado
517,Gott::N,olloh,deus
518,Arbeiter::N,ishchi,operário
519,Arbeiter::N,ishchi,trabalhador
520,Chef::N,rais,chefe
521,Chef::N,rais,patrão
522,Meister::N,usta,mestre
523,Arzt::N,hakim,médico
524,Lehrer::N,muallim,professor
525,Geld::N,pul,dinheiro
526,Geschäft::N,savdo,negócio
527,Laden::N,do'kon,loja
528,Preis::N,baho,preço
529,Ware::N,mol,mercadoria
530,Nutzen::N,foyda,proveito
531,Reichtum::N,boylik,riqueza
532,Welt::N,olam,mundo
533,Land::N,o'lka,país
534,Staat::N,davlat,Estado
535,König::N,qirol,rei
536,Macht::N,iqtidor,poder
537,Macht::N,iqtidor,potência
538,Grenze::N,chegara,fronteira
539,Krieg::N,harb,guerra
540,Feind::N,dushman,inimigo
541,Gewalt::N,zo'rlik,violência
542,Kampf::N,kurash,luta
543,Kampf::N,kurash,combate
544,Bogen[Waffe]::N,yoy,arco
545,Pfeil::N,o'q,seta
546,Pfeil::N,o'q,flecha
547,Gewehr::N,vintovka,espingarda
548,Fehler::N,xato,erro
549,Fehler::N,xato,falha
550,Lüge::N,yolg'on,mentira
551,Schaden::N,ziyon,dano
552,Schaden::N,ziyon,estrago
553,Unglück::N,balo,desgraça
554,Schuld::N,ayb,culpa
555,Alter::N,yosh,idade
556,Schluss::N,tamom,fim
557,Zeit::N,vaqt,tempo
558,Tag::N,kun,dia
559,Morgen::N,saboh,manhã
560,Mittag::N,kun tushlik,meio-dia
561,Abend::N,oqshom,noite
562,Abend::N,oqshom,tardinha
563,Nacht::N,tun,noite
564,Woche::N,hafta,semana
565,Monat::N,oy,mês
566,Jahr::N,yil,ano
567,Frühling::N,bahor,primavera
568,Sommer::N,yoz,verão
569,Herbst::N,kuz,outono
570,Herbst::N,xazon,outono
571,Winter::N,qish,inverno
572,Januar::N,yanvar',Janeiro
573,Februar::N,fevral',Fevereiro
574,März::N,mart,Março
575,April::N,aprel',Abril
576,Mai::N,may,Maio
577,Juni::N,iyun',Junho
578,Juli::N,iyul',Julho
579,August::N,avgust,Agosto
580,September::N,sentyabr',Setembro
581,Oktober::N,oktyabr',Outubro
582,November::N,noyabr',Novembro
583,Dezember::N,dekabr',Dezembro
584,Montag::N,dushanba,segunda-feira
585,Dienstag::N,seshanba,terça-feira
586,Mittwoch::N,chorshanba,quarta-feira
587,Donnerstag::N,payshanba,quinta-feira
588,Freitag::N,juma,sexta-feira
589,Samstag::N,shanba,sábado
590,Sonntag::N,yakshanba,domingo
591,groß::A,buyuk,grande
592,klein::A,kichik,pequeno
593,lang::A,uzun,comprido
594,kurz::A,qisqa,curto
595,breit::A,keng,largo
596,schmal::A,änsiz,estreito
597,dicht::A,quyuq,denso
598,dick[Gegenstand]::A,qalin,grosso
599,dünn::A,ingichka,delgado
600,fein::A,mayin,fino
601,fein::A,mayin,subtil
602,fest::A,qattiq,firme
603,fest::A,qattiq,sólido
604,flach::A,yalpoq,plano
605,glatt::A,tekis,liso
606,hart::A,qattiq,duro
607,weich::A,yumshoq,mole
608,rund::A,yumaloq,redondo
609,spitz::A,uchli,agudo
610,scharf::A,keskir,afiado
611,stumpf::A,to'mtoq,rombo
612,schwer::A,salmoqli,pesado
613,schön::A,go'zal,belo
614,schön::A,go'zal,bonito
615,heiß::A,qiziq,quente
616,warm::A,issiq,quente
617,kalt::A,sovuq,frio
618,kühl::A,salqin,fresco
619,frisch::A,toza,fresco
620,feucht::A,namli,húmido
621,nass::A,nam,molhado
622,trocken::A,quruq,seco
623,voll::A,to'la,cheio
624,leer::A,puch,vazio
625,offen::A,ochiq,aberto
626,geschlossen::A,berk,fechado
627,sauber::A,ozoda,limpo
628,schmutzig::A,kir,sujo
629,roh::A,xom,cru
630,reif::A,pishiq,maduro
631,lecker::A,shirin,delicioso
632,süß::A,shirin,doce
633,bitter::A,achchiq,amargo
634,sauer::A,achchiq,azedo
635,hell::A,yorug',claro
636,dunkel::A,qorong'i,escuro
637,dunkel::A,qorong'i,sombrio
638,schwarz::A,qora,preto
639,weiß::A,oq,branco
640,rot::A,qizil,vermelho
641,gelb::A,sariq,amarelo
642,blau::A,zangori,azul
643,grün::A,yashil,verde
644,grau::A,bo'z,cinzento
645,bunt::A,ola,colorido
646,billig::A,arzon,barato
647,teuer::A,qimmat,caro
648,wertvoll::A,qimmat,valioso
649,wertvoll::A,qimmat,precioso
650,blind::A,ko'r,cego
651,taub::A,garang,surdo
652,kräftig::A,kuchli,forte
653,kräftig::A,kuchli,poderoso
654,stark::A,quvvatli,forte
655,stark::A,quvvatli,robusto
656,schwach::A,kuchsiz,débil
657,fett::A,semiz,gordo
658,schlank::A,ingichka,esbelto
659,hübsch::A,ko'rkam,giro
660,hübsch::A,ko'rkam,bonito
661,böse::A,yovuz,mau
662,dumm::A,aqlsiz,parvo
663,dumm::A,aqlsiz,estúpido
664,faul::A,ärinchak,preguiçoso
665,fleißig::A,ishchan,aplicado
666,fleißig::A,ishchan,diligente
667,geizig::A,qurumsoq,avarento
668,klug::A,oqil,prudente
669,klug::A,oqil,inteligente
670,geschickt::A,äpchil,hábil
671,lieb::A,aziz,caro
672,lieb::A,aziz,querido
673,lustig::A,chaqchaq,alegre
674,sanft::A,asta,suave
675,sanft::A,asta,brando
676,hungrig::A,och,faminto
677,krank::A,kasal,doente
678,krank::A,kasal,enfermo
679,nackt::A,yalang,nu
680,nackt::A,yalang,despido
681,traurig::A,xafa,triste
682,lebendig::A,hayotiy,vivo
683,gut::A,soz,bom
684,schlecht::A,yomon,mau
685,schlecht::A,yomon,ruim
686,richtig::A,rost,justo
687,richtig::A,rost,correcto
688,schlimm::A,yovuz,mau
689,schlimm::A,yovuz,grave
690,wahr::A,haqiqiy,verdadeiro
691,alt::A,äski,velho
692,alt::A,äski,antigo
693,neu::A,yangi,novo
694,ehemalig::A,sobiq,antigo
695,alt[Lebewesen]::A,qari,velho
696,jung::A,navqiron,jovem
697,arm::A,abgor,pobre
698,reich::A,boy,rico
699,bekannt::A,ma'lum,conhecido
700,berühmt::A,mashhur,famoso
701,berühmt::A,mashhur,célebre
702,fremd::A,yot,alheio
703,fremd::A,yot,estranho
704,verschieden::A,turli,diverso
705,verschieden::A,turli,diferente
706,nah::A,yaqindagi,próximo
707,fern::A,uzoq,remoto
708,fern::A,uzoq,distante
709,linker::A,so'l,esquerdo
710,rechter::A,o'ng,direito
711,anderer::A,boshqa,outro
712,erster::A,birinchi,primeiro
713,zweiter::A,ikkinchi,segundo
714,dritter::A,uchinchi,terceiro
715,letzter::A,oxirgi,final
716,letzter::A,oxirgi,último
717,allein::ADV,o'zicha,só
718,auf einmal::ADV,varakay,de vez
719,zusammen::ADV,barobar,juntos
720,lange::ADV,uzoq,muito tempo
721,plötzlich::ADV,qo'qqisdan,de repente
722,sofort::ADV,darrov,imediatamente
723,später::ADV,so'ngra,mais tarde
724,jetzt::ADV,hozirgina,agora
725,heute::ADV,bugun,hoje
726,morgen::ADV,ärta,amanhã
727,bald::ADV,toz,logo
728,bald::ADV,toz,breve
729,dann::ADV,keyin,então
730,dann::ADV,keyin,depois
731,gestern::ADV,kecha,ontem
732,einst::ADV,avvallari,antigamente
733,damals::ADV,ugal,então
734,danach::ADV,so'ngra,logo
735,danach::ADV,so'ngra,depois
736,vorher::ADV,avval,antes
737,zuerst::ADV,avval,primeiro
738,einmal::ADV,bir marta,uma vez
739,manchmal::ADV,onda-sonda,às vezes
740,oft::ADV,tez-tez,muitas vezes
741,immer::ADV,har vaqt,sempre
742,niemals::ADV,hargiz,nunca
743,hier::ADV,shu erda,cá
744,hier::ADV,shu erda,aqui
745,hierhin::ADV,beri,para cá
746,von hier::ADV,shu erdan,daqui
747,dort::ADV,ana,lá
748,dort::ADV,ana,ali
749,dorthin::ADV,u yerga,lá
750,dorthin::ADV,u yerga,para lá
751,geradeaus::ADV,to'g'ri,em frente
752,vorwärts::ADV,ilgari,avante
753,rückwärts::ADV,qoloq,para trás
754,zurück::ADV,orqada,atrás
755,unten::ADV,pastda,debaixo
756,unten::ADV,pastda,em baixo
757,hinab::ADV,tubanga,para baixo
758,oben::ADV,ustida,em cima
759,hinauf::ADV,yuqorida,para cima
760,überall::ADV,har erda,em toda parte
761,nicht::ADV,ämas,não
762,ein wenig::ADV,biroz,um pouco
763,ein wenig::ADV,biroz,um bocado
764,kaum::ADV,arang,apenas
765,sehr::ADV,ancha,muito
766,so::ADV,shunday,tão
767,so::ADV,shunday,assim
768,noch::ADV,hali,ainda
769,nur::ADV,yolg'iz,só
770,nur::ADV,yolg'iz,apenas
771,nur::ADV,yolg'iz,somente
772,schon::ADV,endi,já
773,wieder::ADV,yana,outra vez
774,vergebens::ADV,bekorga,em vão
775,vor::PRP,burun,diante de
776,hinter::PRP,ketida,atrás de
777,unter::PRP,ostida,sob
778,unter::PRP,ostida,debaixo de
779,durch::PRP,bo'ylab,por
780,durch::PRP,bo'ylab,através de
781,neben::PRP,yonida,junto de
782,neben::PRP,yonida,ao lado de
783,zwischen::PRP,orada,entre
784,wegen::PRP,sababli,por
785,wegen::PRP,sababli,por causa de
786,dies::PRN,o'sha,isto
787,das::PRN,narigi,isso
788,das::PRN,narigi,aquilo
789,alles::PRN,har nima,todo
790,ich::PRN,men,eu
791,du::PRN,sen,tu
792,er::PRN,u,ele
793,wir::PRN,biz,nós
794,ihr::PRN,siz,vós
795,ihr::PRN,siz,vocês
796,sie::PRN,ular,eles
797,was::FPRN,nima,quê
798,wer::FPRN,kim,quem
799,wo::FADV,qaerda,onde
800,wohin::FADV,qayerga,aonde
801,wohin::FADV,qayerga,para onde
802,wie::FADV,qanday,como
803,warum::FADV,nega,porquê
804,warum::FADV,nega,por que
805,wieviel::FNUM,qancha,quanto
806,eins::NUM,bir,um
807,zwei::NUM,ikki,dois
808,drei::NUM,uch,três
809,vier::NUM,to'rt,quatro
810,fünf::NUM,besh,cinco
811,sechs::NUM,olti,seis
812,sieben::NUM,etti,sete
813,acht::NUM,sakkiz,oito
814,neun::NUM,to'qqiz,nove
815,zehn::NUM,o'n,dez
816,elf::NUM,o'n bir,onze
817,zwölf::NUM,o'n ikki,doze
818,zwanzig::NUM,yigirma,vinte
819,dreißig::NUM,o'ttiz,trinta
820,vierzig::NUM,qirq,quarenta
821,fünfzig::NUM,ällik,cinquenta
822,sechzig::NUM,oltmish,sessenta
