,Concept_ID,ko,sl
146,Schwanz::N,꼬리,rèp
147,Ei::N,알,jájce
148,Nest::N,보금자리,gnézdo
149,Bau::N,굴,brlòg
150,Tier::N,짐승,živál
151,Herde::N,가축의떼,čréda
152,Kuh::N,암소,kráva
153,Bulle::N,황소,bìk
154,Pferd::N,말,kònj
155,Schaf::N,양,ôvca
156,Schwein::N,돼지,svínja
157,Hund::N,개,pès
158,Katze::N,고양이,máčka
159,Bär::N,콤,mêdved
160,Eichhörnchen::N,다람쥐,véverica
161,Elch::N,고라니,lós
162,Fuchs::N,여우,lisíca
163,Hase::N,토끼,zájec
164,Maus::N,쥐,mìš
165,Wolf::N,늑대,vólk
166,Vogel::N,새,ptìč
167,Vogel::N,새,ptíca
168,Schwarm::N,뗴,játa
169,Huhn::N,암탉,kokóš
170,Hahn::N,수탉,petêlin
171,Gans::N,거위,gós
172,Adler::N,수리,ôrel
173,Ente::N,오리,ráca
174,Eule::N,부엉이,sôva
175,Kranich::N,두루미,žerjàv
176,Krähe::N,까마귀,vrána
177,Kuckuck::N,뻐꾸기,kúkavica
178,Schwan::N,배조,labód
179,Fisch::N,물고기,ríba
180,Barsch::N,농어,ostríž
181,Hecht::N,에속스,ščúka
182,Schlange[Tier]::N,뱀,káča
183,Wurm::N,벌레,čr̀v
184,Wurm::N,벌레,glísta
185,Spinne::N,거미,pájek
186,Ameise::N,개미,mrávlja
187,Laus::N,이,úš
188,Mücke::N,모기,komár
189,Fliege::N,날기,múha
190,Schmetterling::N,나비,metúlj
191,Beere::N,장과,jágoda
192,Apfel::N,사과,jábolko
193,Pilz::N,고방이,góba
194,Zwiebel::N,양파,čebúla
195,Saat::N,씨,séme
196,Korn::N,알맹이,zŕno
197,Heu::N,건초,senó
198,Schale::N,피상,lupína
199,Falle::N,함정,pást
200,Schlinge::N,올가미,zánka
201,Schlinge::N,올가미,pêtlja
202,Schlinge::N,멜빵붕대,zánka
203,Schlinge::N,멜빵붕대,pêtlja
204,Spur::N,발지국,sléd
205,Asche::N,재,pepél
206,Dreck::N,똥,bláto
207,Dreck::N,오물,bláto
208,Eisen::N,쇠,želézo
209,Eisen::N,철,želézo
210,Gold::N,항금,zlató
211,Silber::N,은,srebró
212,Kohle::N,슻,ógel
213,Glas::N,유리,stêklo
214,Lehm::N,찰흙,ílo
215,Sand::N,모래,pések
216,Mensch::N,사람,člôvek
217,Mann::N,남자,móž
218,Mann::N,남자,môški
219,Frau::N,여자,gospá
220,Frau::N,여자,žénska
221,Kind::N,아이,déte
222,Kind::N,아이,otròk
223,Junge::N,소녁,fànt
224,Junge::N,소녁,déček
225,Mädchen::N,소녀,deklè
226,Mädchen::N,소녀,déklica
227,Familie::N,가족,družína
228,Großvater::N,할아버지,dèd
229,Großvater::N,할아버지,dédek
230,Großmutter::N,할머니,bábica
231,Eltern::N,어버오,stárši
232,Vater::N,아버지,ôče
233,Mutter::N,어머니,máma
234,Sohn::N,아들,sín
235,Tochter::N,딸기,hčí
236,Tochter::N,딸기,hčérka
237,Bruder::N,형제,bràt
238,Schwester::N,누이,sêstra
239,Onkel::N,백부,újec
240,Onkel::N,백부,stríc
241,Tante::N,아주머니,têta
242,Tante::N,아주머니,strína
243,Ehemann::N,남편,móž
244,Ehemann::N,남편,sopróg
245,Ehefrau::N,아내,žêna
246,Ehefrau::N,아내,sopróga
247,Freude::N,기쁨,rádost
248,Freude::N,기쁨,vesêlje
249,Gelächter::N,웃음,sméh
250,Gelächter::N,웃음,grohòt
251,Glück::N,즐거움,sréča
252,Kummer::N,슬픔,gorjé
253,Wunsch::N,소망,žêlja
254,Geist::N,할기,dúša
255,Gedanke::N,상념,mísel
256,Gedächtnis::N,기억,pámet
257,Verstand::N,분별,
258,Verstand::N,지능,
259,Sinn::N,센스,pomèn
260,Sinn::N,센스,smísel
261,Grund::N,까닭,vzròk
262,Wahrheit::N,참,resníca
263,Wahrheit::N,진실,resníca
264,Gespräch::N,대화,pogóvor
265,Märchen::N,동화,právljica
266,Erzählung::N,이야기,povést
267,Neuigkeit::N,뉴스,novóst
268,Name::N,이름,imé
269,Rätsel::N,수수께끼,ugánka
270,Rede::N,연설,góvor
271,Sprache::N,말,jêzik
272,Stimme::N,목소리,glás
273,Wort::N,낱말,beséda
274,Zeichen::N,신호,znák
275,Ruf::N,부름,klíc
276,Lärm::N,소동,hrúp
277,Lärm::N,소동,trúšč
278,Laut::N,음성,glás
279,Ton::N,목소리,tón
280,Lied::N,노래,pésem
281,Ruhe::N,쉼,pokòj
282,Leute::N,사람들,ljudjé
283,Volk::N,국중,národ
284,Arbeit::N,근로,délo
285,Arbeit::N,너무,délo
286,Gast::N,손님,gòst
287,Geschenk::N,행하,darílo
288,Spiel::N,무리,ígra
289,Gesellschaft::N,교제,drúžba
290,Hilfe::N,거들음,pomóč
291,Hilfe::N,보좌,pomóč
292,Freund::N,친구,prijátelj
293,Kamerad::N,동실자,továriš
294,Angelegenheit::N,용무,zadéva
295,Anzahl::N,어떤,števílo
296,Anzahl::N,수,števílo
297,Art::N,정류,vŕsta
298,Stück::N,일부분,kós
299,Teil::N,몱,dél
300,Teil::N,구훠,dél
301,Hälfte::N,2분의,polovíca
302,Kreis::N,고리,króg
303,Kreis::N,고리,kolobár
304,Kreuz::N,열십자,kríž
305,Linie::N,선,próga
306,Strich::N,스침,čŕta
307,Abstand::N,거리,preslédek
308,Entfernung::N,거리,oddáljenost
309,Gegend::N,곳,kràj
310,Gegend::N,곳,dežêla
311,Gegend::N,부금,kràj
312,Gegend::N,부금,dežêla
313,Platz::N,장소,prôstor
314,Ort::N,장소,mésto
315,Seite::N,옆면,bòk
316,Seite::N,옆면,strán
317,Mitte::N,궁간,sredína
318,Gegenstand::N,항목,prédmet
319,Sache::N,뭉에,réč
320,Sache::N,뭉에,stvár
321,Rand::N,가,kràj
322,Kante::N,귀퉁,rób
323,Ecke::N,구석,vogál
324,Spitze::N,끝,óst
325,Spitze::N,참단,óst
326,Ende::N,말당,kônec
327,Loch::N,빙옷,lúknja
328,Winkel::N,각도,kót
329,Muster::N,본,vzórec
330,Muster::N,견복,vzórec
331,Größe::N,신장,veličína
332,Länge::N,길이긺,dolžína
333,Höhe::N,높이,vršína
334,Gewicht::N,추,téža
335,Menge::N,수양,količína
336,Haufen::N,퇴적,kùp
337,Haufen::N,퇴적,kopíca
338,Reihe::N,열,níz
339,Reihe::N,열,vŕsta
340,Boot::N,보트,čóln
341,Ruder::N,노,vêslo
342,Schlitten::N,썰매,saní
343,Ski::N,스키,smučí
344,Lagerfeuer::N,캠프의 모닥불,táborni ôgenj
345,Last::N,무거운짐,tôvor
346,Gang::N,걸음,hòd
347,Schritt::N,보조,korák
348,Norden::N,북쪽 ,séver
349,Süden::N,남쪽,júg
350,Westen::N,서쪽,zapàd
351,Osten::N,동쪽,vzhòd
352,Holz::N,목재,lés
353,Brett::N,마루널,deskà
354,Platte::N,탤,plôča
355,Platte::N,금속판,plôča
356,Stütze::N,버팀목,opóra
357,Stütze::N,버팀목,zaslómba
358,Stange::N,장대,gréd
359,Stock::N,막대기,pálica
360,Stab::N,작대기,pálica
361,Rohr::N,갈대,cév
362,Haus::N,집,híša
363,Heim::N,집,dóm
364,Ofen::N,아궁이,péč
365,Fußboden::N,마루,pòd
366,Tisch::N,탁자,míza
367,Stuhl::N,의자,stòl
368,Wiege::N,발상지,zíbel
369,Bett::N,침대,póstelja
370,Regal::N,서가,políca
371,Kiste::N,짐궤,zabòj
372,Fenster::N,눔,ôkno
373,Tür::N,문,vráta
374,Tor::N,대문,velíka vráta
375,Zaun::N,담장,ográja
376,Dach::N,지붕,stréha
377,Leiter::N,사닥다리,léstev
378,Besen::N,비,mêtla
379,Spaten::N,가래,lopáta
380,Schaufel::N,삽,lopáta
381,Gabel::N,갈래,vílice
382,Löffel::N,숟가락,žlíca
383,Messer::N,나이프,nòž
384,Nagel::N,발툽,žebèlj
385,Netz::N,그물,mréža
386,Haken::N,갈고리,kljúka
387,Griff::N,움켜쥠,ročáj
388,Griff::N,움켜쥠,oprijèm
389,Schloss::N,자물쇠,ključávnica
390,Bild::N,그림,slíka
391,Figur::N,몸메,figúra
392,Figur::N,몸메,postáva
393,Puppe::N,인형,lútka
394,Beutel::N,클,môšnja
395,Bündel::N,자근다발,cúla
396,Bündel::N,자근다발,svéženj
397,Tasche::N,가방,tórba
398,Tasche::N,가방,tobôlec
399,Eimer::N,동이,vêdro
400,Deckel::N,뚜껑,pokròv
401,Deckel::N,뚜껑,poklópec
402,Geschirr::N,식시,posóda
403,Sack::N,조갑,vréča
404,Tasse::N,차잔,skodélica
405,Topf::N,단지,lônec
406,Kessel::N,주전자,kôtel
407,Essen::N,먹기,hrána
408,Nahrung::N,식료,živílo
409,Speise::N,음식물,jéd
410,Fleisch::N,고기,mesó
411,Getreide::N,곡물,žíto
412,Brei::N,젤리,káša
413,Brot::N,빵,krùh
414,Scheibe::N,원반,réženj
415,Fett::N,기름,mást
416,Fett::N,기름,maščôba
417,Butter::N,버터,máslo
418,Öl::N,올리브유,ólje
419,Salz::N,소금,sól
420,Suppe::N,국,júha
421,Suppe::N,수프,júha
422,Honig::N,감미,méd
423,Milch::N,유즙,mléko
424,Tee::N,차,čáj
425,Leder::N,가죽,úsnje
426,Wolle::N,양털,vólna
427,Stoff::N,패료,blagó
428,Nadel::N,바늘,ígla
429,Faden::N,콘실,nít
430,Knopf::N,단추,gúmb
431,Knoten::N,곁절,vôzel
432,Farbe::N,색,bárva
433,Kleidung::N,옷입기,obléka
434,Hemd::N,속옷,srájca
435,Kragen::N,깃,ovrátnik
436,Ärmel::N,소매,rokáv
437,Hose::N,바지,hláče
438,Gürtel::N,밴드,pás
439,Mütze::N,모자,kápa
440,Mütze::N,모자,čépica
441,Schuh::N,구두,čévelj
442,Stiefel::N,장화,škórenj
443,Ring::N,고리,pŕstan
444,Band::N,리본,trák
445,Kamm::N,빗,glavník
446,Spiegel::N,거울,zrcálo
447,Spiegel::N,거울,ogledálo
448,Riemen::N,가죽끈,jêrmen
449,Schnur::N,밧줄,vŕvca
450,Leine::N,고삐줄,konôpec
451,Decke::N,이부자리,odéja
452,Kissen::N,깔개,blazína
453,Tuch::N,천,pŕt
454,Tuch::N,천,rúta
455,Handtuch::N,수건,brisáča
456,Kraft::N,세력,síla
457,Stärke::N,힘,jákost
458,Gesundheit::N,위생,zdrávje
459,Krankheit::N,병,bolézen
460,Schmerz::N,아픔고통,ból
461,Schmerz::N,아픔고통,bolečína
462,Wunde::N,상처,rána
463,Fieber::N,열별,vročína
464,Arznei::N,약,lék
465,Arznei::N,약,zdravílo
466,Brücke::N,교량,móst
467,Brunnen::N,원천,vodnják
468,Weide::N,목장,páša
469,Pfad::N,좁은길,stezà
470,Weg::N,길,pót
471,Straße::N,길,césta
472,Dorf::N,촌,vás
473,Dorf::N,촌락,vás
474,Stadt::N,도시,mésto
475,Brief::N,서한,písmo
476,Buch::N,책,knjíga
477,Buchstabe::N,문자,čŕka
478,Zeitung::N,신문,čásnik
479,Leben::N,삶,življênje
480,Tod::N,죽음,smŕt
481,Grab::N,무덤,gròb
482,Kirche::N,교회,cérkev
483,Sünde::N,부정,gréh
484,Gott::N,하느님,bóg
485,Arbeiter::N,일하는사람,délavec
486,Chef::N,사장,šéf
487,Meister::N,명인,mójster
488,Meister::N,대가,mójster
489,Arzt::N,의사,zdravník
490,Lehrer::N,교사,učítelj
491,Geld::N,돈,denár
492,Geschäft::N,일,kupčíja
493,Laden::N,가게,trgovína
494,Preis::N,가격,céna
495,Ware::N,상품,róba
496,Nutzen::N,이익,príd
497,Reichtum::N,많음,bogástvo
498,Welt::N,세상,svét
499,Land::N,지방,dežêla
500,Staat::N,국가,držáva
501,König::N,국왕,králj
502,Macht::N,힘,oblást
503,Grenze::N,국경,mêja
504,Krieg::N,전쟁,vôjna
505,Feind::N,적,sovrážnik
506,Gewalt::N,권력,nasílje
507,Kampf::N,전투,bòj
508,Kampf::N,전투,bórba
509,Bogen[Waffe]::N,활,lók
510,Pfeil::N,화살,puščíca
511,Gewehr::N,무기,púška
512,Fehler::N,오류,zmóta
513,Lüge::N,거짓말,láž
514,Schaden::N,손상,okvára
515,Unglück::N,불행,nesréča
516,Schuld::N,부채,krívda
517,Alter::N,연령,dôba
518,Schluss::N,마감,kônec
519,Zeit::N,때,čàs
520,Zeit::N,시간,čàs
521,Tag::N,하루,dán
522,Morgen::N,이침,jútro
523,Mittag::N,대낮,póldan
524,Abend::N,저녁,večér
525,Nacht::N,밤,nóč
526,Woche::N,근무일,téden
527,Monat::N,달,mésec
528,Jahr::N,해,léto
529,Frühling::N,봄,pomlád
530,Sommer::N,여름,polétje
531,Herbst::N,가을,jesén
532,Winter::N,겨울,zíma
533,Januar::N,일월,jánuar
534,Februar::N,이월,fébruar
535,März::N,삼월,márec
536,April::N,사월,apríl
537,Mai::N,오월,máj
538,Juni::N,유월,júnij
539,Juli::N,칠월,júlij
540,August::N,팔월,avgúst
541,September::N,구월,septêmber
542,Oktober::N,시월,október
543,November::N,십일월,novêmber
544,Dezember::N,십이월,decémber
545,Montag::N,월요일,ponedéljek
546,Dienstag::N,화요일,tôrek
547,Mittwoch::N,수요일,sréda
548,Donnerstag::N,모교일,četŕtek
549,Freitag::N,그묘일,pétek
550,Samstag::N,토요일,sobóta
551,Sonntag::N,일요일,nedélja
552,groß::A,큰,vêlik
553,klein::A,자근,májhen
554,lang::A,긴,dólg
555,kurz::A,짧은,krátek
556,breit::A,넓은,širòk
557,schmal::A,좁은,ózek
558,dicht::A,농밀한,góst
559,dick[Gegenstand]::A,두꺼운,dêbel
560,dünn::A,얇은,tánek
561,fein::A,미세한,drôben
562,fest::A,굳은,tŕden
563,flach::A,얕은,plán
564,flach::A,얕은,plòsk
565,glatt::A,반들반들한,gládek
566,hart::A,굳은,tŕd
567,weich::A,연한,mehák
568,rund::A,둥근,okrógel
569,spitz::A,뾰족한,šílast
570,scharf::A,날카로운,óster
571,stumpf::A,무딘,tóp
572,stumpf::A,무딘,skŕhan
573,schwer::A,무거운,têžek
574,schön::A,멋진,lép
575,schön::A,멋진,krásen
576,heiß::A,뜨거운,vròč
577,warm::A,따뜻한,tôpel
578,kalt::A,찬,mŕzel
579,kalt::A,찬,hláden
580,kühl::A,서늘한,hláden
581,frisch::A,신선한,svéž
582,feucht::A,축축한,vlážen
583,nass::A,젖은,móker
584,trocken::A,마른,súh
585,voll::A,완전한,póln
586,leer::A,빈,prázen
587,offen::A,열린,odpŕt
588,geschlossen::A,닫힌,zapŕt
589,sauber::A,깨끗한,číst
590,sauber::A,깨끗한,líčen
591,schmutzig::A,더러운,umázan
592,roh::A,날게잇의,suròv
593,reif::A,이근,zrèl
594,lecker::A,맛있는,okúsen
595,süß::A,단,sládek
596,bitter::A,찌르는듯한,grenák
597,sauer::A,산성의,kísel
598,hell::A,밝은,svetèl
599,dunkel::A,어두운,temèn
600,schwarz::A,검은,čŕn
601,weiß::A,하얀,bél
602,rot::A,붉은,rdèč
603,gelb::A,황색,žólt
604,gelb::A,황색,rumèn
605,blau::A,푸른,móder
606,grün::A,녹색의,zelèn
607,grau::A,회색의,sív
608,bunt::A,알록달록한,písan
609,billig::A,싼,pocéni
610,teuer::A,값비산,drág
611,wertvoll::A,가치가많은,dragocén
612,blind::A,눈먼,slép
613,taub::A,무감간한,glúh
614,kräftig::A,강장한,močán
615,stark::A,강한,ják
616,schwach::A,약한,šíbek
617,fett::A,실찐,dêbel
618,schlank::A,호리호리한,vítek
619,hübsch::A,예쁜,lép
620,böse::A,나쁜,zèl
621,böse::A,나쁜,hudôben
622,dumm::A,어리석은,glúp
623,dumm::A,어리석은,bédast
624,faul::A,너덜너덜한,lén
625,fleißig::A,근면한,marljív
626,geizig::A,인색한,škŕt
627,geschickt::A,교묘한,spréten
628,lieb::A,친애하는,míl
629,lieb::A,친애하는,ljúb
630,lustig::A,유쾌한,vesél
631,sanft::A,온화한,láhek
632,hungrig::A,배고픈,láčen
633,krank::A,병든,bolán
634,nackt::A,벌거벗은,nág
635,traurig::A,슬픈,túžen
636,lebendig::A,살아있는,žív
637,gut::A,좋은,dóber
638,schlecht::A,나쁜,malopríden
639,richtig::A,바른,pravílen
640,schlimm::A,못된,húd
641,wahr::A,참된,resníčen
642,alt::A,늙은,stàr
643,neu::A,새,nòv
644,ehemalig::A,전의,nekdánji
645,alt[Lebewesen]::A,낡은,stàr
646,jung::A,젊은,mlád
647,arm::A,가난한,ubóg
648,arm::A,가난한,réven
649,reich::A,풍부한,bogàt
650,bekannt::A,저명한,znán
651,berühmt::A,유명한,sláven
652,berühmt::A,유명한,znamenít
653,fremd::A,타처이,túj
654,verschieden::A,따른,razlíčen
655,nah::A,가까운,blížnji
656,fern::A,먼,dáleč
657,linker::A,왼쭉의,lévi
658,rechter::A,오른쪽의,désni
659,anderer::A,다른,drúgi
660,erster::A,첫째,pŕvi
661,zweiter::A,둘째,drúgi
662,dritter::A,셋째,trétji
663,letzter::A,의후자의,poslédnji
664,allein::ADV,훌로,sám
665,auf einmal::ADV,갑자기,obênem
666,zusammen::ADV,모아서,skúpaj
667,lange::ADV,오래,dólgo
668,plötzlich::ADV,둘연한,náglo
669,plötzlich::ADV,둘연한,nenádoma
670,sofort::ADV,즉시,prècej
671,später::ADV,보다늦은,poznêje
672,jetzt::ADV,목하,zdàj
673,heute::ADV,오늘,dánes
674,morgen::ADV,내일,jútri
675,bald::ADV,곱,kmálu
676,dann::ADV,그경우에,nató
677,gestern::ADV,어제,včéraj
678,einst::ADV,옛날에,nékdaj
679,damals::ADV,그때에,tedàj
680,damals::ADV,그때에,takràt
681,danach::ADV,그 뒤에,potèm
682,vorher::ADV,미리,poprèj
683,zuerst::ADV,최초로,spŕva
684,einmal::ADV,한번,ênkrat
685,manchmal::ADV,땓대로,včásih
686,oft::ADV,땓대로,pogósto
687,immer::ADV,늘,védno
688,immer::ADV,늘,zméraj
689,niemals::ADV,결코...(하지)않다,nikdàr
690,hier::ADV,여기,tù
691,hier::ADV,여기,túkaj
692,hierhin::ADV,여기로,sèmkaj
693,dort::ADV,거기,tàm
694,dorthin::ADV,저기예,tjà
695,geradeaus::ADV,곧장,rávno napréj
696,vorwärts::ADV,앞으로,napréj
697,rückwärts::ADV,뒤로,zádaj
698,zurück::ADV,제자리로,nazáj
699,unten::ADV,아래에,dôli
700,unten::ADV,아래에,spôdaj
701,hinab::ADV,아래쪽으로,dôl
702,oben::ADV,위에,gôri
703,oben::ADV,위에,zgôraj
704,hinauf::ADV,위쪽으로,gôr
705,überall::ADV,도처에,povsód
706,nicht::ADV,안,ne
707,ein wenig::ADV,적음,málo
708,kaum::ADV,가의,kómaj
709,sehr::ADV,자주,zeló
710,so::ADV,그와같이,takó
711,noch::ADV,아직,še
712,nur::ADV,다만,samó
713,schon::ADV,이미,žè
714,wieder::ADV,다시,spét
715,vergebens::ADV,헛되이,zamàn
716,vergebens::ADV,헛되이,zastónj
717,vor::PRP,앞에,pred
718,hinter::PRP,뒤에,za
719,unter::PRP,잍에,pod
720,durch::PRP,통고하여,skózi
721,neben::PRP,와나란히,kràj
722,neben::PRP,와나란히,póleg
723,zwischen::PRP,의사이로,med
724,zwischen::PRP,의사이로,izmed
725,wegen::PRP,때문에,zarádi
726,dies::PRN,이,tó
727,das::PRN,저,tó
728,alles::PRN,모든것,vsè
729,ich::PRN,나,jàz
730,du::PRN,너,tí
731,er::PRN,그,òn
732,wir::PRN,우리,mí
733,ihr::PRN,너희들,ví
734,sie::PRN,그들,ôni
735,was::FPRN,뭣,káj
736,wer::FPRN,누구,kdó
737,wo::FADV,어디,kjé
738,wohin::FADV,어디로,kám
739,wie::FADV,어떻게,kakó
740,warum::FADV,왜,zakáj
741,wieviel::FNUM,얼마만큰,kóliko
742,eins::NUM,하나,êden
743,zwei::NUM,둘,dvá
744,drei::NUM,셋,trí
745,vier::NUM,넷,štíri
746,fünf::NUM,다섯,pét
747,sechs::NUM,여섯,šést
748,sieben::NUM,일곱,sédem
749,acht::NUM,여덟,ósem
750,neun::NUM,아홉,devét
751,zehn::NUM,열,desét
752,elf::NUM,열하나,enájst
753,zwölf::NUM,열둘,dvánajst
754,zwanzig::NUM,스물,dvájset
755,dreißig::NUM,서름,trídeset
756,vierzig::NUM,마흔,štírideset
757,fünfzig::NUM,숸,pétdeset
758,sechzig::NUM,에순,šéstdeset
759,siebzig::NUM,일흔,sédemdeset
760,achtzig::NUM,여든,ósemdeset
761,neunzig::NUM,아흔,devétdeset
762,hundert::NUM,백,stó
763,tausend::NUM,천,tísoč
764,und::CNJ,와,in
765,oder::CNJ,아니면,áli
766,stehen::V,서다,státi
767,sitzen::V,앉다,sedéti
768,liegen::V,눕다,ležáti
769,hängen::V,달다,viséti
770,werden::V,되다,postáti
771,passieren::V,지장옶다,zgodíti se
772,beginnen::V,시작되다,začéti se
773,enden::V,큳내다,končáti se
774,wechseln::V,병경하다,ménjati se
775,aufgehen[Sonne]::V,뜨다,vzíti
776,untergehen[Sonne]::V,지다,zaíti
777,scheinen[Sonne]::V,빛나다,sijáti
778,donnern::V,천둥치다,grméti
779,wehen::V,풀다,píhati
780,strömen::V,흐르다,líti
781,fließen::V,흐르다,têči
782,sich drehen::V,돌다,vrtéti se
783,schwanken::V,동요하다,kolébati
784,schwingen::V,흔들다,níhati
785,fallen::V,떨어지다,pádati
786,brennen::V,타다,goréti
787,rauchen::V,김이나다,kadíti se
788,regnen::V,비가오다,deževáti
789,gefrieren::V,얼다,zmŕzniti
790,tauen::V,녹다,tájati
791,schmelzen::V,녹다,kopnéti
792,trocknen::V,홈치다,sušíti se
793,sieden::V,끓다,kipéti
794,faulen::V,부패하다,gníti
795,verfaulen::V,썩다,zgníti
796,reißen::V,지바찢다,tŕgati se
797,versinken::V,가라앉다,pogrézniti se
798,vergehen::V,지나가다,miníti
799,erscheinen::V,나타나다,pojáviti se
800,verschwinden::V,사라지다,izgíniti
801,sinken::V,가라앉다,péšati
802,abnehmen::V,떼어내다,pojémati
803,zunehmen::V,증가하다,véčati se
804,zunehmen::V,증가하다,množíti se
805,steigen::V,상승하다,dvígati se
806,wachsen::V,생기하다,rásti
807,glänzen::V,뛰오나다,sijáti
808,funkeln::V,불티가잍어나다,ískriti se
809,lärmen::V,떠들다,ropotáti
810,lärmen::V,떠들다,razgrájati
811,läuten::V,울시다,zvoníti
812,klingeln::V,초닌총을울리다,zvončkljáti
813,klirren::V,탁탁울리다,žvenketáti
814,brausen::V,쏴쏴소리내다,šuméti
815,rauschen::V,솨솨,šuštéti
816,rauschen::V,솨솨,šelestéti
817,klingen::V,반향하다,zvenéti
818,bellen::V,짖다,lájati
819,heulen::V,포효하다,zavíjati
820,blasen::V,불다,píhniti
821,pfeifen::V,피리를불다,pískati
822,pfeifen::V,피리를불다,žvížgati
823,schreien::V,절규하다,kričáti
