,Concept_ID,es,sq
421,Rohr::N,tubo,tub
422,Haus::N,casa,shtëpi
423,Heim::N,hogar,konak
424,Heim::N,hogar,shtëpi
425,Ofen::N,estufa,sobë
426,Ofen::N,estufa,stufë
427,Fußboden::N,suelo,dysheme
428,Tisch::N,mesa,tryezë
429,Stuhl::N,silla,karrige
430,Wiege::N,cuna,djep
431,Bett::N,cama,shtrat
432,Regal::N,estantería,raft
433,Kiste::N,caja,kuti
434,Fenster::N,ventana,dritare
435,Tür::N,puerta,derë
436,Tor::N,puerta,portë
437,Zaun::N,valla,gardh
438,Zaun::N,cercado,gardh
439,Dach::N,techo,çati
440,Dach::N,tejado,çati
441,Leiter::N,escalera,shkallë
442,Besen::N,escoba,fshesë
443,Spaten::N,pala,lopatë
444,Schaufel::N,pala,qyrek
445,Schaufel::N,paleta,qyrek
446,Gabel::N,tenedor,pirun
447,Löffel::N,cuchara,lugë
448,Messer::N,cuchillo,thikë
449,Nagel::N,clavo,gozhdë
450,Netz::N,red,rrjetë
451,Haken::N,gancho,grep
452,Haken::N,gancho,grremç
453,Haken::N,corchete,grep
454,Haken::N,corchete,grremç
455,Griff::N,asa,dorak
456,Griff::N,asa,dorezë
457,Griff::N,mango,dorak
458,Griff::N,mango,dorezë
459,Schloss::N,cerradura,bravë
460,Bild::N,imagen,tablo
461,Bild::N,imagen,pikturë
462,Figur::N,figura,figurë
463,Puppe::N,muñeca,kukull
464,Beutel::N,bolsa,qese
465,Beutel::N,bolsa,trastë
466,Bündel::N,haz,deng
467,Tasche::N,bolso,çantë
468,Eimer::N,cubo,kovë
469,Deckel::N,tapa,kapak
470,Deckel::N,tapa,mbulesë
471,Deckel::N,tapadera,kapak
472,Deckel::N,tapadera,mbulesë
473,Geschirr::N,vajilla,enë
474,Sack::N,saco,thes
475,Sack::N,saco,torbë
476,Tasse::N,taza,filxhan
477,Topf::N,olla,kusi
478,Topf::N,olla,tenxhere
479,Topf::N,marmita,kusi
480,Topf::N,marmita,tenxhere
481,Kessel::N,caldera,kazan
482,Essen::N,comida,ngrënie
483,Nahrung::N,alimento,ushqim
484,Speise::N,plato,gatesë
485,Fleisch::N,carne,mish
486,Getreide::N,cereales,drithë
487,Brei::N,puré,qull
488,Brei::N,papilla,qull
489,Brot::N,pan,bukë
490,Scheibe::N,lonja,fetë
491,Scheibe::N,rebanada,fetë
492,Fett::N,grasa,lyrë
493,Fett::N,grasa,yndyrë
494,Butter::N,mantequilla,gjalpë
495,Öl::N,aceite,vaj
496,Salz::N,sal,kripë
497,Suppe::N,sopa,supë
498,Suppe::N,sopa,çorbë
499,Honig::N,miel,mjaltë
500,Milch::N,leche,qumësht
501,Tee::N,té,çaj
502,Leder::N,cuero,lëkurë
503,Wolle::N,lana,lesh
504,Stoff::N,tela,pëlhurë
505,Stoff::N,tejido,pëlhurë
506,Nadel::N,aguja,gjilpërë
507,Faden::N,hilo,pe
508,Faden::N,hilo,fije
509,Knopf::N,botón,kopsë
510,Knoten::N,nudo,komb
511,Farbe::N,pintura,bojë
512,Kleidung::N,ropa,veshje
513,Kleidung::N,vestidos,veshje
514,Hemd::N,camisa,këmishë
515,Kragen::N,cuello,jakë
516,Ärmel::N,manga,mëngë
517,Hose::N,pantalón,brekë
518,Gürtel::N,cinturón,rrip
519,Mütze::N,gorro,kësulë
520,Schuh::N,zapato,këpucë
521,Stiefel::N,bota,çizme
522,Ring::N,anillo,unazë
523,Band::N,cinta,shirit
524,Kamm::N,peine,krehër
525,Spiegel::N,espejo,pasqyrë
526,Riemen::N,correa,rrip
527,Schnur::N,cuerda,litar
528,Schnur::N,cuerda,cikomë
529,Leine::N,correa,rrip
530,Decke::N,manta,batanije
531,Kissen::N,almohada,jastëk
532,Tuch::N,pañuelo,shami
533,Handtuch::N,toalla,peshqir
534,Kraft::N,fuerza,forcë
535,Stärke::N,fuerza,koll
536,Gesundheit::N,salud,shëndet
537,Krankheit::N,enfermedad,sëmundje
538,Schmerz::N,dolor,dhimbje
539,Wunde::N,llaga,plagë
540,Wunde::N,herida,plagë
541,Fieber::N,fiebre,ethe
542,Arznei::N,medicina,ilaç
543,Arznei::N,medicamento,ilaç
544,Brücke::N,puente,urë
545,Brunnen::N,pozo,pus
546,Weide::N,pasto,kullotë
547,Pfad::N,sendero,ravë
548,Pfad::N,sendero,shteg
549,Weg::N,camino,udhë
550,Weg::N,camino,shteg
551,Straße::N,vía,rrugë
552,Straße::N,carretera,rrugë
553,Dorf::N,aldea,fshat
554,Dorf::N,aldea,katund
555,Dorf::N,pueblo,fshat
556,Dorf::N,pueblo,katund
557,Stadt::N,ciudad,qytet
558,Brief::N,carta,letër
559,Buch::N,libro,libër
560,Buchstabe::N,letra,shkronjë
561,Buchstabe::N,carácter,shkronjë
562,Zeitung::N,diario,gazetë
563,Zeitung::N,periódico,gazetë
564,Leben::N,vida,jetë
565,Tod::N,muerte,mortje
566,Grab::N,tumba,varr
567,Grab::N,sepulcro,varr
568,Kirche::N,iglesia,kishë
569,Sünde::N,pecado,mëkat
570,Sünde::N,pecado,gjynah
571,Gott::N,dios,hy
572,Gott::N,dios,zot
573,Arbeiter::N,obrero,punëtor
574,Arbeiter::N,trabajador,punëtor
575,Chef::N,jefe,shef
576,Chef::N,jefe,drejtues
577,Meister::N,maestro,mjeshtër
578,Arzt::N,médico,mjek
579,Arzt::N,médico,doktor
580,Lehrer::N,profesor,mësues
581,Lehrer::N,profesor,arsimtar
582,Geld::N,dinero,para
583,Geld::N,dinero,holla
584,Geschäft::N,negocio,ujdi
585,Geschäft::N,negocio,biznes
586,Laden::N,tienda,dyqan
587,Preis::N,precio,çmim
588,Ware::N,mercancía,mall
589,Nutzen::N,provecho,dobi
590,Nutzen::N,provecho,leverdi
591,Reichtum::N,riqueza,kamje
592,Reichtum::N,riqueza,pasuri
593,Welt::N,mundo,botë
594,Land::N,país,vend
595,Staat::N,Estado,shtet
596,König::N,rey,mbret
597,Macht::N,poder,fuqi
598,Macht::N,poder,pushtet
599,Macht::N,potencia,fuqi
600,Macht::N,potencia,pushtet
601,Grenze::N,frontera,kufi
602,Krieg::N,guerra,luftë
603,Feind::N,enemigo,armik
604,Gewalt::N,violencia,dhunë
605,Kampf::N,lucha,luftim
606,Kampf::N,combate,luftim
607,Bogen[Waffe]::N,arco,hark
608,Pfeil::N,flecha,shigjetë
609,Gewehr::N,fusil,pushkë
610,Gewehr::N,escopeta,pushkë
611,Fehler::N,error,gafë
612,Fehler::N,error,gabim
613,Lüge::N,mentira,gënjeshtër
614,Schaden::N,daño,dëm
615,Schaden::N,daño,zarar
616,Unglück::N,desgracia,fatkeqësi
617,Schuld::N,culpa,faj
618,Alter::N,edad,moshë
619,Schluss::N,fin,fund
620,Schluss::N,final,fund
621,Zeit::N,tiempo,kohë
622,Tag::N,día,ditë
623,Morgen::N,mañana,mëngjes
624,Mittag::N,mediodía,mesditë
625,Abend::N,noche,mbrëmje
626,Nacht::N,noche,natë
627,Woche::N,semana,javë
628,Monat::N,mes,muaj
629,Jahr::N,año,vit
630,Frühling::N,primavera,pranverë
631,Sommer::N,verano,verë
632,Herbst::N,otoño,vjeshtë
633,Winter::N,invierno,dimër
634,Januar::N,enero,janar
635,Februar::N,febrero,shkurt
636,März::N,marzo,mars
637,April::N,abril,prill
638,Mai::N,mayo,maj
639,Juni::N,junio,qershor
640,Juli::N,julio,korrik
641,August::N,agosto,gusht
642,September::N,septiembre,shtator
643,Oktober::N,octubre,tetor
644,November::N,noviembre,nëntor
645,Dezember::N,diciembre,dhjetor
646,Montag::N,lunes,hënë
647,Dienstag::N,martes,martë
648,Mittwoch::N,miércoles,mërkurë
649,Donnerstag::N,jueves,enjte
650,Freitag::N,viernes,premte
651,Samstag::N,sábado,shtunë
652,Sonntag::N,domingo,diel
653,groß::A,grande,madh
654,klein::A,pequeño,vogël
655,lang::A,largo,gjatë
656,kurz::A,corto,shkurtër
657,breit::A,ancho,gjerë
658,schmal::A,estrecho,ngushtë
659,dicht::A,denso,dendur
660,dick[Gegenstand]::A,grueso,trashë
661,dünn::A,fino,hollë
662,dünn::A,delgado,hollë
663,fein::A,fino,imët
664,fein::A,delicado,imët
665,fest::A,firme,fortë
666,fest::A,sólido,fortë
667,flach::A,plano,sheshtë
668,glatt::A,liso,rrafshët
669,hart::A,duro,fortë
670,weich::A,muelle,butë
671,rund::A,redondo,rrumbullakët
672,spitz::A,agudo,majëmprehtë
673,spitz::A,apuntado,majëmprehtë
674,scharf::A,agudo,mprehtë
675,scharf::A,afilado,mprehtë
676,stumpf::A,sin filo,topitur
677,schwer::A,pesado,rëndë
678,schön::A,bello,bukur
679,schön::A,hermoso,bukur
680,heiß::A,caluroso,nxehtë
681,warm::A,cálido,ngrohtë
682,warm::A,caliente,ngrohtë
683,kalt::A,frío,ftohtë
684,kühl::A,fresco,freskët
685,frisch::A,fresco,pastër
686,feucht::A,húmedo,lagësht
687,nass::A,mojado,lagur
688,trocken::A,seco,thatë
689,voll::A,lleno,plotë
690,leer::A,vacío,bosh
691,leer::A,vacío,zbrazët
692,offen::A,abierto,hapur
693,geschlossen::A,cerrado,mbyllur
694,sauber::A,limpio,dëlirë
695,schmutzig::A,sucio,ndyrë
696,roh::A,crudo,gjallë
697,reif::A,maduro,arrirë
698,lecker::A,rico,shijshëm
699,lecker::A,sabroso,shijshëm
700,süß::A,dulce,ëmbël
701,bitter::A,amargo,hidhur
702,sauer::A,agrio,thartë
703,hell::A,claro,me dritë
704,dunkel::A,oscuro,errët
705,schwarz::A,negro,i zi
706,weiß::A,blanco,bardhë
707,rot::A,rojo,kuq
708,gelb::A,amarillo,verdhë
709,blau::A,azul,blu
710,blau::A,azul,kaltër
711,grün::A,verde,blertë
712,grün::A,verde,gjelbër
713,grau::A,gris,hirtë
714,grau::A,gris,bojë hiri
715,bunt::A,multicolor,shumëngjyrëshëm
716,billig::A,barato,lirë
717,teuer::A,caro,shtrenjtë
718,wertvoll::A,valioso,çmuar
719,wertvoll::A,valioso,vlershëm
720,wertvoll::A,precioso,çmuar
721,wertvoll::A,precioso,vlershëm
722,blind::A,ciego,qorr
723,blind::A,ciego,verbër
724,taub::A,sordo,shurdhër
725,kräftig::A,fuerte,fuqishëm
726,stark::A,fuerte,fortë
727,stark::A,vigoroso,fortë
728,schwach::A,débil,dobët
729,fett::A,obeso,dhjamur
730,schlank::A,esbelto,hollë
731,hübsch::A,mono,bukur
732,hübsch::A,mono,hijshëm
733,hübsch::A,guapo,bukur
734,hübsch::A,guapo,hijshëm
735,böse::A,malo,keq
736,dumm::A,tonto,teveqel
737,dumm::A,estúpido,teveqel
738,faul::A,vago,dembel
739,faul::A,perezoso,dembel
740,fleißig::A,aplicado,zellshëm
741,fleißig::A,diligente,zellshëm
742,geizig::A,avaro,kurnac
743,geizig::A,avaro,dorështrënguar
744,klug::A,sensato,mençur
745,klug::A,inteligente,mençur
746,geschickt::A,hábil,aftë
747,lieb::A,querido,dashur
748,lustig::A,alegre,gëzuar
749,sanft::A,suave,butë
750,hungrig::A,hambriento,uritur
751,krank::A,enfermo,sëmurë
752,nackt::A,desnudo,lakuriq
753,nackt::A,desnudo,zhveshur
754,traurig::A,triste,trishtuar
755,lebendig::A,vivo,gjallë
756,lebendig::A,viviente,gjallë
757,gut::A,bueno,mirë
758,schlecht::A,malo,keq
759,richtig::A,justo,drejtë
760,richtig::A,correcto,drejtë
761,schlimm::A,malo,keq
762,schlimm::A,grave,keq
763,wahr::A,verídico,vërtetë
764,wahr::A,verdadero,vërtetë
765,alt::A,viejo,vjetër
766,neu::A,nuevo,i ri
767,ehemalig::A,antiguo,dikurshëm
768,alt[Lebewesen]::A,viejo,plak
769,jung::A,joven,i ri
770,arm::A,pobre,varfër
771,arm::A,pobre,vobektë
772,reich::A,rico,pasur
773,bekannt::A,conocido,njohur
774,berühmt::A,famoso,famshëm
775,berühmt::A,célebre,famshëm
776,fremd::A,extraño,huaj
777,verschieden::A,diverso,ndryshëm
778,verschieden::A,distinto,ndryshëm
779,verschieden::A,diferente,ndryshëm
780,nah::A,cercano,afërt
781,fern::A,lejano,largët
782,linker::A,izquierdo,majtë
783,rechter::A,derecho,djathtë
784,anderer::A,otro,tjetër
785,erster::A,primero,parë
786,zweiter::A,segundo,dytë
787,dritter::A,tercero,i tretë
788,letzter::A,último,fundit
789,allein::ADV,a solo,vetëm
790,auf einmal::ADV,de una vez,njëkohësisht
791,zusammen::ADV,juntos,bashkë
792,zusammen::ADV,juntos,së bashku
793,lange::ADV,mucho tiempo,për një kohë të gjatë
794,plötzlich::ADV,de repente,befas
795,sofort::ADV,en seguida,menjëherë
796,sofort::ADV,en seguida,aty për aty
797,später::ADV,más tarde,më vonë
798,jetzt::ADV,ahora,tash
799,heute::ADV,hoy,sot
800,morgen::ADV,mañana,nesër
801,bald::ADV,pronto,shpejt
802,bald::ADV,pronto,së shpejti
803,bald::ADV,en breve,shpejt
804,bald::ADV,en breve,së shpejti
805,dann::ADV,luego,pastaj
806,dann::ADV,entonces,pastaj
807,gestern::ADV,ayer,dje
808,einst::ADV,antaño,dikur
809,damals::ADV,entonces,atëherë
810,danach::ADV,después,mandej
811,vorher::ADV,antes,më parë
812,zuerst::ADV,primero,së pari
813,einmal::ADV,una vez,njëherë
814,manchmal::ADV,a veces,nganjëherë
815,oft::ADV,a menudo,shpesh
816,oft::ADV,con frecuencia,shpesh
817,immer::ADV,siempre,përherë
818,immer::ADV,siempre,gjithnjë
819,niemals::ADV,jamás,kurrë
820,niemals::ADV,jamás,asnjëherë
