,Concept_ID,mdf,en
106,Wiese::N,луга,meadow
107,Wald::N,вирь,forest
108,Hügel::N,губо́р,hill
109,Hügel::N,пандоня,hill
110,Anhöhe::N,губо́р,elevation
111,Berg::N,панда,mountain
112,Gipfel::N,пря,summit
113,Höhle::N,у́нда,cave
114,Abhang::N,па́нда ша́ма,slope
115,Quelle::N,эшиня,source
116,Bach::N,шудерькс,brook
117,Fluss::N,ляй,river
118,Ufer::N,търва́,shore
119,Küste::N,ляйтърва́,coast
120,Festland::N,мода,land
121,Meer::N,моря,sea
122,Bucht::N,ведьуське,cove
123,Insel::N,цёнга,island
124,Blume::N,панчф,flower
125,Gras::N,тише,grass
126,Wurzel::N,юр,root
127,Wurzel::N,ункс,root
128,Baum::N,шуфта,tree
129,Stamm::N,ро́нга,trunk
130,Rinde::N,кер,bark
131,Ast::N,морга,limb
132,Zweig::N,тарад,branch
133,Blatt::N,лопа,leaf
134,Birke::N,ке́лу,birch
135,Kiefer[Baum]::N,пиче,pine
136,Weide[Baum]::N,каль,willow
137,Tanne::N,куз,fir
138,Horn::N,сюра,horn
139,Feder::N,толга,feather
140,Fell::N,кедь,fur
141,Flügel::N,паця,wing
142,Klaue::N,кенже,claw
143,Kralle::N,кенже,claw
144,Schwanz::N,пула,tail
145,Ei::N,ал,egg
146,Nest::N,пиза,nest
147,Bau::N,пиза,lair
148,Tier::N,жува́та,animal
149,Herde::N,нал,flock
150,Herde::N,стада,flock
151,Kuh::N,скал,cow
152,Kuh::N,тракс,cow
153,Bulle::N,бука,bull
154,Pferd::N,лишме,horse
155,Schaf::N,уча́,sheep
156,Schwein::N,тува,pig
157,Hund::N,пине,dog
158,Katze::N,катоня,cat
159,Katze::N,аваката,cat
160,Bär::N,офта,bear
161,Eichhörnchen::N,ур,squirrel
162,Elch::N,ся́рда,elk
163,Fuchs::N,келазь,fox
164,Hase::N,ну́мол,hare
165,Maus::N,шеер,mouse
166,Wolf::N,върьгаз,wolf
167,Vogel::N,нармонь,bird
168,Schwarm::N,ко́вол,swarm
169,Schwarm::N,ме́швеле,swarm
170,Huhn::N,сараз,chicken
171,Hahn::N,а́тякш,cock
172,Gans::N,маци,goose
173,Adler::N,куцькан,eagle
174,Ente::N,яксярга,duck
175,Eule::N,ко́рож,owl
176,Kranich::N,ка́рга,crane
177,Krähe::N,ва́рси,crow
178,Kuckuck::N,ку́ку,cuckoo
179,Schwan::N,ло́ксти,swan
180,Fisch::N,кал,fish
181,Barsch::N,о́кунь,perch
182,Hecht::N,щу́ка,pike
183,Schlange[Tier]::N,куй,snake
184,Wurm::N,сукс,worm
185,Spinne::N,унжа́,spider
186,Ameise::N,панжам,ant
187,Laus::N,си,louse
188,Mücke::N,ся́ське,midge
189,Fliege::N,кару,fly
190,Schmetterling::N,ме́лав,butterfly
191,Beere::N,и́мож,berry
192,Apfel::N,марь,apple
193,Pilz::N,панга,mushroom
194,Zwiebel::N,шурьхкя́,onion
195,Saat::N,видьмот,seed
196,Korn::N,сёра,grain
197,Heu::N,тише,hay
198,Schale::N,кедь,husk
199,Grube::N,лотка,pit
200,Falle::N,туфкс,trap
201,Falle::N,кунда́ма,trap
202,Schlinge::N,килькш,noose
203,Spur::N,пильгоки́,track
204,Asche::N,кулу,ashes
205,Dreck::N,ърда́з,filth
206,Eisen::N,кшни,iron
207,Gold::N,ока,gold
208,Gold::N,золота,gold
209,Silber::N,сия́,silver
210,Kohle::N,седь,coal
211,Kohle::N,седьвальмя,coal
212,Glas::N,кля́нцек,glass
213,Lehm::N,сёвонь,clay
214,Sand::N,шува́р,sand
215,Mensch::N,ломань,human
216,Mann::N,аля,man
217,Mann::N,цёраломань,man
218,Frau::N,ава,woman
219,Kind::N,идь,child
220,Kind::N,шаба,child
221,Junge::N,цёраня,boy
222,Mädchen::N,стирня́,girl
223,Familie::N,тнал,family
224,Familie::N,семья,family
225,Großvater::N,атя,grandfather
226,Großvater::N,щя́тя,grandfather
227,Großmutter::N,баба,grandmother
228,Eltern::N,тя́дят-а́лят,parents
229,Vater::N,аля,father
230,Mutter::N,ава,mother
231,Mutter::N,тядя,mother
232,Sohn::N,цёра,son
233,Tochter::N,стирь,daughter
234,Bruder::N,дуган,brother
235,Bruder::N,пяльне,brother
236,Schwester::N,ака,sister
237,Schwester::N,сазор,sister
238,Onkel::N,оця,uncle
239,Onkel::N,патя,uncle
240,Onkel::N,щеня́,uncle
241,Tante::N,ака,aunt
242,Tante::N,щака,aunt
243,Ehemann::N,мирде,husband
244,Ehefrau::N,ърьвя́,wife
245,Freude::N,ке́нярдема,joy
246,Gelächter::N,рахсема,laughter
247,Glück::N,паваз,happiness
248,Kummer::N,ризф,grief
249,Kummer::N,пичефкс,grief
250,Wunsch::N,мяль,wish
251,Wunsch::N,таколдома,wish
252,Lust::N,таколдома,desire
253,Geist::N,вайме,spirit
254,Gedanke::N,мяль,thought
255,Gedächtnis::N,прявий,memory
256,Verstand::N,прявий,mind
257,Sinn::N,ён,meaning
258,Grund::N,туфта́л,reason
259,Wahrheit::N,ви́де,truth
260,Wahrheit::N,видеши́,truth
261,Gespräch::N,корхтама,talk
262,Märchen::N,ёфкс,fairy tale
263,Erzählung::N,азкс,story
264,Nachricht::N,куля́,message
265,Neuigkeit::N,куля́,news
266,Name::N,лем,name
267,Rätsel::N,со́дама ёфкс,puzzle
268,Rede::N,вал,speech
269,Rede::N,корхтама,speech
270,Sprache::N,кяль,language
271,Stimme::N,вайгяль,voice
272,Wort::N,вал,word
273,Zeichen::N,тя́ште,sign
274,Zeichen::N,тя́штькс,sign
275,Ruf::N,тердема,call
276,Lärm::N,гайф,noise
277,Lärm::N,жалакодома,noise
278,Laut::N,вайгяль,sound
279,Ton::N,вайгяль,tone
280,Lied::N,мора,song
281,Ruhe::N,сетьме,calm
282,Leute::N,ломатть,people
283,Volk::N,наро́д,nation
284,Arbeit::N,тев,work
285,Gast::N,и́нжи,guest
286,Gast::N,ко́нак,guest
287,Geschenk::N,казне,gift
288,Spiel::N,налхкома,game
289,Spiel::N,налхксема,game
290,Gesellschaft::N,кружок,company
291,Hilfe::N,лездома,help
292,Freund::N,я́лга,friend
293,Kamerad::N,я́лга,companion
294,Angelegenheit::N,тев,matter
295,Anzahl::N,лувкс,count
296,Art::N,вид,sort
297,Stück::N,пакш,piece
298,Teil::N,часть,part
299,Teil::N,пялькс,part
300,Hälfte::N,пяле,half
301,Kreis::N,шаркс,circle
302,Kreuz::N,крёз,cross
303,Linie::N,межа,line
304,Linie::N,китькс,line
305,Strich::N,межа,stroke
306,Abstand::N,ётка,gap
307,Entfernung::N,ётка,distance
308,Gegend::N,ва́ста,area
309,Gegend::N,перьфпя́ль,area
310,Platz::N,ва́ста,space
311,Ort::N,ва́ста,place
312,Seite::N,пяле,side
313,Mitte::N,кучка́,middle
314,Gegenstand::N,веща,item
315,Sache::N,тев,thing
316,Sache::N,веща,thing
317,Rand::N,пе,fringe
318,Kante::N,и́рдез,edge
319,Ecke::N,ужа,corner
320,Spitze::N,пря,tip
321,Ende::N,пе,end
322,Loch::N,варя,hole
323,Winkel::N,ужа,angle
324,Muster::N,сёрма,pattern
325,Größe::N,серь,size
326,Länge::N,кува́лма,length
327,Höhe::N,серь,height
328,Gewicht::N,сталма,weight
329,Menge::N,лувкс,amount
330,Haufen::N,мар,heap
331,Reihe::N,ряд,row
332,Boot::N,венеж,boat
333,Ruder::N,миле,oar
334,Schlitten::N,ну́рда,sleigh
335,Ski::N,сокс,ski
336,Lagerfeuer::N,то́лмар,campfire
337,Last::N,канкс,load
338,Last::N,сталма,load
339,Gang::N,молема,walk
340,Schritt::N,аськолкс,step
341,Norden::N,якшама шире,north
342,Süden::N,ля́мбе ши́ре,south
343,Westen::N,ши валгома шире,west
344,Osten::N,шинь стяма шире,east
345,Holz::N,вирь,wood
346,Holz::N,шуфта,wood
347,Brett::N,лавця,board
348,Platte::N,плита́,slab
349,Stütze::N,неже,bracket
350,Stange::N,олга,pole
351,Stock::N,байдек,stick
352,Stab::N,олгоня,staff
353,Rohr::N,турама,pipe
354,Haus::N,куд,house
355,Heim::N,куд,home
356,Ofen::N,пянакуд,stove
357,Fußboden::N,кия́кс,floor
358,Tisch::N,шра,table
359,Tisch::N,моркш,table
360,Stuhl::N,стул,chair
361,Wiege::N,нюря́м,cradle
362,Bett::N,ацам,bed
363,Regal::N,лавцяланга,shelf
364,Kiste::N,парга,box
365,Fenster::N,валмья,window
366,Tür::N,кенкш,door
367,Tor::N,ортат,gate
368,Zaun::N,перяфкс,fence
369,Dach::N,кудпря,roof
370,Leiter::N,куцема,ladder
371,Besen::N,тяльме,broom
372,Spaten::N,ка́йме,spade
373,Schaufel::N,ко́поня,shovel
374,Schaufel::N,ця́рдом,shovel
375,Gabel::N,ця́нгоня,fork
376,Löffel::N,куцю,spoon
377,Messer::N,пеель,knife
378,Nagel::N,эска,nail
379,Haken::N,кя́чказ,hook
380,Griff::N,недь,handle
381,Griff::N,кунда́мка,handle
382,Schloss::N,замо́к,lock
383,Bild::N,карти́на,picture
384,Figur::N,ронга-понда,figure
385,Puppe::N,ня́ка,doll
386,Beutel::N,кяскав,pouch
387,Bündel::N,кярьме,bundle
388,Tasche::N,кошяльня,bag
389,Eimer::N,ве́дарка,bucket
390,Deckel::N,тавадкс,cover
391,Deckel::N,вельхкс,cover
392,Geschirr::N,кядьге,dishes
393,Sack::N,кяскав,sack
394,Tasse::N,ша́ваня,cup
395,Topf::N,кавозь,pot
396,Kessel::N,сргавозь,kettle
397,Essen::N,ярхцама,meal
398,Nahrung::N,ярхцампяль,food
399,Speise::N,ярхцама,dish
400,Fleisch::N,пал,meat
401,Fleisch::N,сиволь,meat
402,Getreide::N,сёра,corn
403,Brei::N,ям,mush
404,Brot::N,кши,bread
405,Scheibe::N,кочам,slice
406,Fett::N,куя́,fat
407,Butter::N,вай,butter
408,Öl::N,вай,oil
409,Salz::N,сал,salt
410,Suppe::N,шонгарям,soup
411,Suppe::N,коршампяль,soup
412,Honig::N,медь,honey
413,Milch::N,лофца,milk
414,Tee::N,чай,tea
415,Leder::N,кедь,leather
416,Wolle::N,пона,wool
417,Stoff::N,котф,cloth
418,Nadel::N,салмокс,needle
419,Faden::N,сюре,thread
420,Knopf::N,пуня,button
421,Knoten::N,сюлма,knot
422,Farbe::N,архтомбяль,paint
423,Kleidung::N,щам,clothes
424,Hemd::N,па́нар,shirt
425,Kragen::N,сиве,collar
426,Ärmel::N,ожа,sleeve
427,Hose::N,понкст,trousers
428,Gürtel::N,каркс,belt
429,Mütze::N,вазь,cap
430,Schuh::N,башма́к,shoe
431,Stiefel::N,кя́ме,boot
432,Ring::N,суркс,ring
433,Band::N,керькс,ribbon
434,Band::N,лента,ribbon
435,Kamm::N,сюрьхцем,comb
436,Spiegel::N,ванома,mirror
437,Riemen::N,шнань каркс,strap
438,Schnur::N,пикс,string
439,Schnur::N,карькскя,string
440,Leine::N,вядьме,leash
441,Decke::N,вельхкс,blanket
442,Kissen::N,тоду,pillow
443,Tuch::N,руця́,scarf
444,Handtuch::N,на́рдама,towel
445,Kraft::N,вий,force
446,Stärke::N,вииши,strength
447,Gesundheit::N,шумбраши́,health
448,Krankheit::N,урма́,illness
449,Krankheit::N,сярядема,illness
450,Schmerz::N,маряма,pain
451,Wunde::N,керф,wound
452,Fieber::N,маштыкс,fever
453,Arznei::N,надо́бья,medicine
454,Arznei::N,пъчка́фтома,medicine
455,Brücke::N,седь,bridge
456,Brunnen::N,эши,well
457,Weide::N,ванома васта,pasture
458,Pfad::N,ян,path
459,Pfad::N,киня́,path
460,Weg::N,ки,way
461,Straße::N,ки,road
462,Dorf::N,веле,village
463,Stadt::N,ош,town
464,Brief::N,сёрма,letter
465,Buch::N,книга,book
466,Buchstabe::N,бу́ква,character
467,Zeitung::N,газе́та,newspaper
468,Leben::N,эряф,life
469,Leben::N,эряма,life
470,Tod::N,кулома́,death
471,Grab::N,калма,grave
472,Kirche::N,це́рькав,church
473,Sünde::N,пежеть,sin
474,Sünde::N,муворкс,sin
475,Gott::N,шкай,god
476,Arbeiter::N,трудендай,worker
477,Arbeiter::N,работник,worker
478,Chef::N,азор,boss
479,Chef::N,оцюня,boss
480,Meister::N,мастяр,master
481,Arzt::N,врач,doctor
482,Arzt::N,доктор,doctor
483,Lehrer::N,учи́тель,teacher
484,Geld::N,ярмакт,money
485,Geschäft::N,ладяфкс,business
486,Geschäft::N,ладяф тев,business
487,Laden::N,ла́вка,shop
488,Preis::N,питне,price
489,Ware::N,миф,ware
490,Ware::N,ра́маф,ware
491,Nutzen::N,пара,profit
492,Nutzen::N,лезкс,profit
493,Reichtum::N,ко́зяши,wealth
494,Welt::N,свет,world
495,Land::N,мастор,country
496,Staat::N,государства,state
497,König::N,король,king
498,Macht::N,азорондама,power
499,Macht::N,азорксши,power
500,Grenze::N,ёткаян,border
501,Krieg::N,война́,war
502,Feind::N,душман,enemy
503,Feind::N,каршек тюри,enemy
504,Gewalt::N,наругама,violence
505,Kampf::N,тюрема́,fight
506,Bogen[Waffe]::N,нал,bow
507,Pfeil::N,нал,arrow
508,Gewehr::N,винто́вка,gun
509,Fehler::N,эльбядькс,mistake
510,Lüge::N,васькафнема,lie
511,Schaden::N,зия́н,damage
512,Unglück::N,зия́н,misfortune
513,Schuld::N,муворши,fault
514,Alter::N,эряф кизот,age
515,Alter::N,эряфонь пинге,age
516,Schluss::N,пе,conclusion
517,Zeit::N,пинге,time
518,Tag::N,ши,day
519,Morgen::N,шобдава,morning
520,Mittag::N,шикучка,noon
521,Abend::N,иля́дь,evening
522,Nacht::N,ве,night
523,Woche::N,недя́ля,week
524,Monat::N,ков,month
525,Jahr::N,киза,year
526,Frühling::N,тунда́,spring
527,Sommer::N,киза,summer
528,Herbst::N,сёксе,autumn
529,Winter::N,тяла,winter
530,Januar::N,кельмеков,January
531,Februar::N,уфайков,February
532,März::N,марайков,March
533,April::N,шудиков,April
534,Mai::N,панжиков,May
535,Juni::N,лямбеков,June
536,Juli::N,псиков,July
537,August::N,сёроньков,August
538,September::N,тюжягов,September
539,Oktober::N,кельмазаков,October
540,November::N,эйндамков,November
541,Dezember::N,кучкаков,December
542,Montag::N,одговши,Monday
543,Dienstag::N,ша́вши,Tuesday
544,Mittwoch::N,вержи,Wednesday
545,Donnerstag::N,шува́ланя,Thursday
546,Freitag::N,пя́денця,Friday
547,Samstag::N,ёткши,Saturday
548,Sonntag::N,таргоши,Sunday
549,groß::A,оцю,big
550,klein::A,ёмла,little
551,lang::A,кува́ка,long
552,kurz::A,нюрьхкя́ня,short
553,breit::A,кели,wide
554,schmal::A,тяйня,narrow
555,dicht::A,сиде,dense
556,dicht::A,туста,dense
557,dick[Gegenstand]::A,эчке,thick
558,dünn::A,шува́ня,thin
559,fein::A,шува́ня,delicate
560,fest::A,кеме,firm
561,flach::A,лапш,flat
562,glatt::A,вадяв,smooth
563,glatt::A,такор,smooth
564,hart::A,калгода,hard
565,weich::A,ляпе,soft
566,rund::A,кру́глай,round
567,spitz::A,ботаз,pointed
568,spitz::A,оржа,pointed
569,scharf::A,оржа,sharp
570,stumpf::A,ношка,blunt
571,schwer::A,стака,heavy
572,schön::A,мазы,beautiful
573,heiß::A,пси,hot
574,warm::A,лямбе,warm
575,kalt::A,кельме,cold
576,kühl::A,эше,cool
577,frisch::A,свежай,fresh
578,feucht::A,летьке,damp
579,nass::A,начка,wet
580,trocken::A,коське,dry
581,voll::A,пяшксе,full
582,leer::A,шава,empty
583,offen::A,панжада,open
584,offen::A,виде,open
585,geschlossen::A,пякстаф,closed
586,geschlossen::A,сёлгф,closed
587,sauber::A,ару,clean
588,schmutzig::A,рда́зу,dirty
589,schmutzig::A,пя́ндра,dirty
590,roh::A,верок,raw
591,reif::A,ке́нерьф,ripe
592,lecker::A,танцти,delicious
593,süß::A,ламбама,sweet
594,bitter::A,сяпи,bitter
595,sauer::A,шапама,sour
596,hell::A,валда,bright
597,dunkel::A,шобда,dark
598,schwarz::A,равжа,black
599,weiß::A,акша,white
600,rot::A,якстерь,red
601,gelb::A,тюжя́,yellow
602,blau::A,сенем,blue
603,grün::A,пиже,green
604,grün::A,сянгяря,green
605,grau::A,уле,grey
606,bunt::A,сёрмав,colourful
607,bunt::A,сёрмав,colorful
608,billig::A,у́цез,cheap
609,billig::A,аф пи́тни,cheap
610,teuer::A,пи́тни,dear
611,wertvoll::A,питни,precious
612,blind::A,сокор,blind
613,taub::A,пярав,deaf
614,kräftig::A,пяк вии,powerful
615,stark::A,вии,strong
616,schwach::A,лафча,weak
617,fett::A,куя́,fat
618,schlank::A,виде ронга,slim
619,hübsch::A,мазы,pretty
620,böse::A,кяжи,evil
621,dumm::A,аф ёню,stupid
622,dumm::A,шава пря,stupid
623,faul::A,нола,lazy
624,fleißig::A,ку́лхцонды,diligent
625,geizig::A,кирьжя,stingy
626,geizig::A,жаднай,stingy
627,klug::A,ёню,clever
628,klug::A,пря́ви,clever
629,geschickt::A,маштозь тиф,skilful
630,geschickt::A,маштозь тиф,skillful
631,lieb::A,цебярь,dear
632,lustig::A,ра́хси,merry
633,sanft::A,сетьме,gentle
634,hungrig::A,вача,hungry
635,hungrig::A,вачеда,hungry
636,krank::A,сяряди,sick
637,nackt::A,штада,naked
638,nackt::A,кърхтапа,naked
639,traurig::A,ла́жнай,sad
640,lebendig::A,эряй,living
641,gut::A,пара,good
642,gut::A,цебярь,good
643,schlecht::A,кальдяв,bad
644,richtig::A,виде,correct
645,schlimm::A,кальдяв,nasty
646,wahr::A,афкуксонь,true
647,alt::A,ташта,old
648,neu::A,од,new
649,ehemalig::A,и́нгольдень,former
650,alt[Lebewesen]::A,сире,aged
651,jung::A,од,young
652,arm::A,а́шу,poor
653,reich::A,козя,rich
654,bekannt::A,содаф,familiar
655,berühmt::A,содавикс,famous
656,fremd::A,лия,foreign
657,fremd::A,аф содаф,foreign
658,verschieden::A,аф фкя ла́цонь,different
659,nah::A,мала,near
660,nah::A,аф ичкоздень,near
661,fern::A,и́чкоздень,far
662,fern::A,куна́рдонь,far
663,linker::A,кержи,left
664,rechter::A,види,right
665,anderer::A,лия,other
666,erster::A,васенце,first
667,zweiter::A,омбоце,second
668,dritter::A,колмоце,third
669,letzter::A,ме́кольце,last
670,allein::ADV,ськамонза,alone
671,auf einmal::ADV,вихцок,at once
672,zusammen::ADV,марс,together
673,zusammen::ADV,ма́рса,together
674,lange::ADV,кува́тьс,long
675,plötzlich::ADV,а́пак учт,suddenly
676,sofort::ADV,тяникиге,instantly
677,später::ADV,ме́ле,later
678,jetzt::ADV,тяни,now
679,heute::ADV,тячи,today
680,morgen::ADV,ва́нды,tomorrow
681,bald::ADV,курок,soon
682,dann::ADV,меле,then
683,dann::ADV,сяда меле,then
684,gestern::ADV,ися́к,yesterday
685,einst::ADV,весть,once
686,einst::ADV,мзя́рда-бди,once
687,damals::ADV,эста,at that time
688,danach::ADV,меле,afterwards
689,vorher::ADV,инголи,before
690,zuerst::ADV,ва́сенда,at first
691,einmal::ADV,весть,once
692,manchmal::ADV,лия́ста,sometimes
693,manchmal::ADV,ко́ста-ко́ста,sometimes
694,oft::ADV,си́деста,often
695,immer::ADV,фалу,always
696,immer::ADV,най,always
697,niemals::ADV,аф мзя́рдонга,never
698,hier::ADV,тяса,here
699,hierhin::ADV,сей,hither
700,hierhin::ADV,сей,to here
701,hierhin::ADV,сей,here
702,hierhin::ADV,тяза,hither
703,hierhin::ADV,тяза,to here
704,hierhin::ADV,тяза,here
705,von hier::ADV,тя́ста,hence
706,dort::ADV,тоса,there
707,dorthin::ADV,тов,thither
708,dorthin::ADV,тов,there
709,dorthin::ADV,тов,to there
710,dorthin::ADV,тоза,thither
711,dorthin::ADV,тоза,there
712,dorthin::ADV,тоза,to there
713,geradeaus::ADV,ви́деста,ahead
714,vorwärts::ADV,и́нголи,forward
715,rückwärts::ADV,ме́ки,backward
716,zurück::ADV,ме́ки,back
717,unten::ADV,ала,below
718,hinab::ADV,алу,down
719,oben::ADV,вяре,above
720,hinauf::ADV,вяри,up
721,überall::ADV,се́мбе ва́стова,everywhere
722,nicht::ADV,аф,not
723,ein wenig::ADV,аф лама,a little
724,kaum::ADV,а́ньцек,hardly
725,sehr::ADV,пяк,very
726,so::ADV,ста́не,so
727,noch::ADV,нинге,still
728,nur::ADV,аньцек,only
729,schon::ADV,ни,already
730,wieder::ADV,та́га,again
731,vergebens::ADV,стак,in vain
732,vor::PRP,инголе,in front of
733,hinter::PRP,фтала,behind
734,hinter::PRP,мельге,behind
735,unter::PRP,ала,under
736,durch::PRP,пачк,through
737,neben::PRP,ваксса,next to
738,zwischen::PRP,ёткса,between
739,wegen::PRP,сюнеда,because of
740,dies::PRN,тя,this
741,das::PRN,ся,that
742,das::PRN,тона,that
743,alles::PRN,сембе,everything
744,ich::PRN,мон,I
745,du::PRN,тон,you
746,du::PRN,тон,thou
747,er::PRN,сон,he
748,wir::PRN,минь,we
749,ihr::PRN,тинь,you
750,sie::PRN,синь,they
751,was::FPRN,мезе,what
752,wer::FPRN,кие,who
753,wo::FADV,коса,where
754,wohin::FADV,ков,where ... to
755,wohin::FADV,ков,where to
756,wohin::FADV,ков,where
757,wohin::FADV,коза,where ... to
758,wohin::FADV,коза,where to
759,wohin::FADV,коза,where
760,wie::FADV,ко́да,how
761,warum::FADV,мес,why
762,wieviel::FNUM,мзя́ра,how much
763,eins::NUM,фкя,one
764,zwei::NUM,кафта,two
765,drei::NUM,колма,three
766,vier::NUM,ниле,four
767,fünf::NUM,вете,five
768,sechs::NUM,кота,six
769,sieben::NUM,сисем,seven
770,acht::NUM,кафкса,eight
771,neun::NUM,ве́йхкса,nine
772,zehn::NUM,кемонь,ten
773,elf::NUM,кефкие,eleven
774,zwölf::NUM,кемгафтува,twelve
775,zwanzig::NUM,комсь,twenty
776,dreißig::NUM,колмогемонь,thirty
777,vierzig::NUM,нильге́монь,forty
778,fünfzig::NUM,ве́дьгемонь,fifty
779,sechzig::NUM,ко́дгемонь,sixty
780,siebzig::NUM,сизьге́монь,seventy
781,achtzig::NUM,ка́фксогемонь,eighty
782,neunzig::NUM,ве́йхксогемонь,ninety
783,hundert::NUM,сяда,a hundred
784,tausend::NUM,тёжянь,a thousand
785,und::CNJ,и,and
786,und::CNJ,дъ,and
787,oder::CNJ,или,or
788,oder::CNJ,али,or
789,stehen::V,а́щемс стя́да,stand
790,sitzen::V,ащемс озада,sit
791,liegen::V,ма́дозь а́щемс,lie
792,hängen::V,нюрьгомс,hang
793,werden::V,арамс,become
794,werden::V,тиевомс,become
795,passieren::V,лисэмс,happen
796,passieren::V,эвондамс,happen
797,beginnen::V,ушедомс,begin
798,enden::V,лоткамс,end
799,wechseln::V,по́лафнемс,change
800,aufgehen[Sonne]::V,стямс,rise
801,aufgehen[Sonne]::V,лисемс,rise
802,untergehen[Sonne]::V,валгомс,set
803,scheinen[Sonne]::V,ва́лдоптомс,shine
804,donnern::V,торамс,thunder
805,wehen::V,уфа́мс,blow
806,strömen::V,шудемс,stream
807,fließen::V,шудемс,flow
808,sich drehen::V,шаромс,revolve
809,schwanken::V,якамс,sway
810,schwingen::V,люксемс,swing
811,schwingen::V,нюрьсемс,swing
812,fallen::V,прамс,fall
813,fallen::V,прашендомс,fall
814,brennen::V,паломс,burn
815,rauchen::V,качадомс,smoke
816,regnen::V,пиземс,rain
817,gefrieren::V,эйндамс,freeze
818,gefrieren::V,кельмомс,freeze
819,tauen::V,соламс,thaw
820,schmelzen::V,соламс,melt
821,trocknen::V,коськомс,dry
822,sieden::V,лакамс,boil
823,faulen::V,наксадомс,rot
824,verfaulen::V,наксадомс,decay
825,reißen::V,сязевомс,snap
826,versinken::V,ваямс,sink
827,vergehen::V,ётамс,pass
828,erscheinen::V,эвондамс,appear
829,verschwinden::V,юма́мс,disappear
830,sinken::V,валгомс,drop
831,abnehmen::V,киремс,decrease
832,zunehmen::V,ламокстомс,increase
833,zunehmen::V,рашнемс,increase
834,steigen::V,кеподемс,rise
835,wachsen::V,касомс,grow
836,glänzen::V,цинзелдомс,shine
837,glänzen::V,цифордомс,shine
838,funkeln::V,ци́фтордомс,sparkle
839,lärmen::V,жалнамс,be noisy
840,läuten::V,гайфтемс,chime
841,klingeln::V,гайфтемс,ring
