,Concept_ID,el,lez
57,Leber::N,συκωτί,лекь
58,Atem::N,αναπνοή,ял
59,Atem::N,αναπνοή,нефес
60,Hunger::N,πείνα,каш
61,Träne::N,δάκρυ,вилин нагъв
62,Geschmack::N,γεύση,дад
63,Geschmack::N,γεύση,тӏям
64,Geruch::N,οσμή,ни
65,Geruch::N,μυρωδία,ни
66,Schlaf::N,ύπνος,ахвар
67,Traum::N,όνειρο,ахвар
68,Himmel::N,ουρανός,цав
69,Sonne::N,ήλιος,рагъ
70,Mond::N,σελήνη,варз
71,Mond::N,φεγγάρι,варз
72,Stern::N,άστρο,гъед
73,Stern::N,αστέρι,гъед
74,Luft::N,αέρας,гьава
75,Wind::N,αέρας,гар
76,Wind::N,άνεμος,гар
77,Welle::N,κύμα,лепе
78,Wasser::N,νερό,яд
79,Stein::N,πέτρα,къван
80,Boden::N,χώμα,накьв
81,Erde::N,γη,ччил
82,Staub::N,σκόνη,руг
83,Rauch::N,καπνός,гум
84,Funke::N,σπίθα,цӏелхем
85,Funke::N,σπινθήρας,цӏелхем
86,Feuer::N,φωτιά,цӏай
87,Licht::N,φως,экв
88,Schatten::N,σκιά,серин
89,Schatten::N,ίσκιος,серин
90,Wetter::N,καιρός,гьава
91,Nebel::N,ομίχλη,ччилин циф
92,Wolke::N,σύννεφο,циф
93,Regen::N,βροχή,марф
94,Schnee::N,χιόνι,жив
95,Eis::N,πάγος,мурк
96,Frost::N,παγωνία,аяз
97,Kälte::N,κρύο,мекь
98,Kälte::N,κρύο,мекьивал
99,Kälte::N,ψύχος,мекь
100,Kälte::N,ψύχος,мекьивал
101,Hitze::N,ζέστη,зегьем
102,Raureif::N,πάχνη,къирав
103,Regenbogen::N,ουράνιο τόξο,яргъируш
104,Donner::N,βροντή,цавун ван
105,Strömung::N,ρεύμα,
106,Tropfen::N,στάλα,стӏал
107,Schaum::N,αφρός,каф
108,Schmutz::N,βρωμιά,чирк
109,Schmutz::N,βρωμιά,кьуруш
110,See::N,λίμνη,вир
111,Sumpf::N,βάλτος,уьлен
112,Moor::N,έλος,
113,Wiese::N,λιβάδι,векь
114,Wald::N,δάσος,там
115,Hügel::N,λόφος,кӏунтӏ
116,Anhöhe::N,ύψωμα,тепе
117,Anhöhe::N,ύψωμα,гьуьндуьрвал
118,Berg::N,όρος,дагъ
119,Berg::N,βουνό,дагъ
120,Gipfel::N,κορυφή,кӏукӏ
121,Höhle::N,σπηλιά,кьветӏ
122,Abhang::N,πλαγιά,гуьне
123,Quelle::N,πηγή,чешме
124,Quelle::N,βρύση,чешме
125,Bach::N,ρυάκι,булах
126,Fluss::N,ποτάμι,вацӏ
127,Fluss::N,ποταμός,вацӏ
128,Ufer::N,όχθη,къерех
129,Küste::N,ακτή,къерех
130,Küste::N,ακρογιαλιά,къерех
131,Festland::N,στεριά,кьурамат
132,Meer::N,θάλασσα,гьуьл
133,Bucht::N,κόλπος,бухта
134,Insel::N,νησί,остров
135,Insel::N,νήσος,остров
136,Blume::N,άνθος,цуьк
137,Blume::N,λουλούδι,цуьк
138,Gras::N,χόρτο,хъач
139,Gras::N,χορτάρι,хъач
140,Wurzel::N,ρίζα,дувул
141,Baum::N,δέντρο,ттар
142,Stamm::N,κορμός,тан
143,Rinde::N,φλούδα,чкал
144,Ast::N,κλαδί,тӏур
145,Zweig::N,κλαδί,хел
146,Zweig::N,κλάδος,хел
147,Blatt::N,φύλλο,пеш
148,Birke::N,σημύδα,верх
149,Kiefer[Baum]::N,πεύκο,шамагъаж
150,Weide[Baum]::N,ιτιά,цӏвелин ттар
151,Tanne::N,έλατο,ель
152,Horn::N,κέρας,карч
153,Horn::N,κέρατο,карч
154,Feder::N,φτερό,цӏакул
155,Fell::N,δέρμα,хам
156,Fell::N,τομάρι,хам
157,Flügel::N,πτερύγιο,лув
158,Klaue::N,κουλό,къармах
159,Kralle::N,νύχι,пац
160,Kralle::N,νύχι,тапас
161,Schwanz::N,ουρά,ттум
162,Ei::N,αβγό,кака
163,Nest::N,φωλιά,муг
164,Bau::N,φωλιά,тӏеквен
165,Tier::N,ζώο,гьайван
166,Herde::N,κοπάδι,суьруь
167,Kuh::N,αγελάδα,ккал
168,Bulle::N,ταύρος,яц
169,Bulle::N,ταύρος,бугъа
170,Pferd::N,άλογο,балкӏан
171,Schaf::N,πρόβατο,хеб
172,Schwein::N,γουρούνι,вак
173,Hund::N,σκυλί,кицӏ
174,Hund::N,σκύλος,кицӏ
175,Katze::N,γάτα,кац
176,Bär::N,άρκτος,сев
177,Bär::N,αρκούδα,сев
178,Eichhörnchen::N,βερβερίτσα,белка
179,Elch::N,άλκη,лось
180,Fuchs::N,αλεπού,сикӏ
181,Hase::N,λαγός,къуьр
182,Maus::N,ποντικός,кьиф
183,Wolf::N,λύκος,жанавур
184,Vogel::N,πουλί,луван ничхир
185,Schwarm::N,σμήνος,луж
186,Huhn::N,κότα,верч
187,Huhn::N,όρνιθα,верч
188,Hahn::N,πετεινός,кӏек
189,Gans::N,χήνα,къаз
190,Adler::N,αετός,лекь
191,Ente::N,πάπια,пӏатӏ
192,Eule::N,κουκουβάγια,тӏиб
193,Kranich::N,γερανός,дурна
194,Krähe::N,καρακάξα,къаргъа
195,Kuckuck::N,κούκος,кукупӏ
196,Schwan::N,κύκνος,къугь
197,Fisch::N,ψάρι,гъед
198,Barsch::N,πέρκα,окунь
199,Hecht::N,λούτσος,щука
200,Schlange[Tier]::N,φίδι,илан
201,Schlange[Tier]::N,φίδι,гъуьлягъ
202,Wurm::N,σκουλήκι,квак
203,Spinne::N,αράχνη,хуьшрекан
204,Ameise::N,μυρμήγκι,цегв
205,Laus::N,ψείρα,нет
206,Mücke::N,κουνούπι,ветӏ
207,Fliege::N,μύγα,тӏветӏ
208,Schmetterling::N,πεταλούδα,чепелукь
209,Beere::N,ρόγα,куьлуь емиш
210,Apfel::N,μήλο,ич
211,Pilz::N,μανιτάρι,къарникъуз
212,Zwiebel::N,κρεμμύδι,чичӏек
213,Saat::N,σπόρος,тумар
214,Korn::N,σπυρί,твар
215,Heu::N,σανός,векь
216,Heu::N,σανός,векьер
217,Schale::N,τσόφλι,пириш
218,Schale::N,τσόφλι,хъуьруьш
219,Grube::N,λάκκος,фур
220,Falle::N,παγίδα,ракьар
221,Schlinge::N,θηλειά,гьалкъа
222,Spur::N,ίχνος,гел
223,Asche::N,στάχτη,руьхъ
224,Dreck::N,βρωμιά,чирк
225,Dreck::N,βρωμιά,кьуруш
226,Eisen::N,σίδερο,ракь
227,Gold::N,μάλαμα,алтун
228,Gold::N,χρυσάφι,алтун
229,Silber::N,ασήμι,гимиш
230,Silber::N,άργυρος,гимиш
231,Kohle::N,κάρβουνο,цӏивин
232,Glas::N,γυαλί,шуьше
233,Lehm::N,πηλός,ччеб
234,Sand::N,άμμος,къум
235,Mensch::N,άνθρωπος,инсан
236,Mann::N,άνδρας,итим
237,Frau::N,γυναίκα,паб
238,Frau::N,γυναίκα,дишегьли
239,Kind::N,παιδί,аял
240,Junge::N,αγόρι,гада
241,Mädchen::N,κοπέλα,руш
242,Mädchen::N,κορίτσι,руш
243,Familie::N,οικογένεια,хзан
244,Familie::N,οικογένεια,килфет
245,Großvater::N,παππούς,чӏехи буба
246,Großmutter::N,γιαγιά,чӏехи диде
247,Eltern::N,γονείς,диде-буба
248,Vater::N,πατέρας,буба
249,Mutter::N,μητέρα,диде
250,Sohn::N,γιος,хва
251,Tochter::N,κόρη,руш
252,Bruder::N,αδελφός,стха
253,Schwester::N,αδελφή,вах
254,Onkel::N,θείος,ими
255,Onkel::N,θείος,халу
256,Tante::N,θεία,эме
257,Tante::N,θεία,хала
258,Ehemann::N,σύζυγος,гъуьл
259,Ehefrau::N,σύζυγος,паб
260,Freude::N,χαρά,шадвал
261,Gelächter::N,γέλια,хъвер
262,Glück::N,ευτυχία,бахт
263,Kummer::N,έγνοια,дерт
264,Kummer::N,έγνοια,хажалат
265,Wunsch::N,επιθυμία,мурад
266,Lust::N,όρεξη,гьевес
267,Geist::N,πνέυμα,руьгь
268,Gedanke::N,σκέψη,фикир
269,Gedächtnis::N,μνήμη,
270,Verstand::N,νους,акьул
271,Sinn::N,νόημα,мана
272,Grund::N,λόγος,себеб
273,Wahrheit::N,αλήθεια,керчек
274,Wahrheit::N,αλήθεια,гьакъикъат
275,Gespräch::N,συνομιλία,ихтилат
276,Märchen::N,παραμύθι,мах
277,Erzählung::N,διήγημα,кьиса
278,Nachricht::N,είδηση,хабар
279,Neuigkeit::N,νέο,цӏийи хабар
280,Name::N,όνομα,тӏвар
281,Rätsel::N,αίνιγμα,мискӏал
282,Rede::N,λόγος,рахун
283,Rede::N,ομιλία,рахун
284,Sprache::N,γλώσσα,чӏал
285,Stimme::N,φωνή,ван
286,Wort::N,λέξη,гаф
287,Zeichen::N,σημείο,ишара
288,Ruf::N,κραυγή,эвер
289,Lärm::N,θόρυβος,ван-сес
290,Laut::N,ήχος,ван
291,Laut::N,ήχος,сес
292,Ton::N,ήχος,ван-сес
293,Ton::N,τόνος,ван-сес
294,Lied::N,τραγούδι,мани
295,Ruhe::N,ησυχία,ласвал
296,Ruhe::N,ησυχία,фаракъат
297,Ruhe::N,ησυχία,асайиш
298,Leute::N,κόσμος,инсанар
299,Leute::N,άνθρωποι,инсанар
300,Volk::N,λαός,халкь
301,Arbeit::N,εργασία,кӏвалах
302,Gast::N,επισκέπτης,мугьман
303,Geschenk::N,δώρο,савкьат
304,Spiel::N,παιχνίδι,къугъун
305,Gesellschaft::N,κοινωνία,жемят
306,Gesellschaft::N,κοινωνία,общество
307,Hilfe::N,βοήθεια,куьмек
308,Freund::N,φίλος,дуст
309,Kamerad::N,σύντροφος,яр-дуст
310,Angelegenheit::N,υπόθεση,кар
311,Anzahl::N,αριθμός,сан
312,Anzahl::N,αριθμός,кьадар
313,Art::N,είδος,жуьре
314,Stück::N,κομμάτι,кӏус
315,Teil::N,μέρος,пай
316,Hälfte::N,μισό,зур
317,Hälfte::N,μισό,зур пай
318,Kreis::N,κύκλος,круг
319,Kreis::N,κύκλος,чкаяр
320,Kreis::N,κύκλος,элкъвей цӏар
321,Kreuz::N,σταυρός,хаш
322,Linie::N,γραμμή,цӏар
323,Strich::N,γραμμή,цӏар
324,Abstand::N,απόσταση,ара
325,Entfernung::N,απόσταση,мензил
326,Gegend::N,περιοχή,чка
327,Gegend::N,τοποθεσία,чка
328,Platz::N,χώρος,ара
329,Ort::N,τόπος,чка
330,Seite::N,πλευρά,пад
331,Mitte::N,μέση,юкь
332,Gegenstand::N,αντικείμενο,затӏ
333,Sache::N,πράγμα,шей
334,Sache::N,πράγμα,затӏ
335,Rand::N,άκρη,къерех
336,Rand::N,χείλος,къерех
337,Kante::N,άκρη,син
338,Ecke::N,γωνιά,пӏипӏ
339,Spitze::N,μύτη,кӏвенкӏв
340,Ende::N,άκρη,кьил
341,Loch::N,τρύπα,тӏеквен
342,Winkel::N,γωνία,пӏипӏ
343,Muster::N,σχέδιο,гишир
344,Größe::N,μέγεθος,кьадар
345,Länge::N,μήκος,яргъивал
346,Höhe::N,ύψος,кьакьанвал
347,Gewicht::N,βάρος,заланвал
348,Menge::N,ποσότητα,кьадар
349,Haufen::N,σωρός,хара
350,Reihe::N,αράδα,жерге
351,Boot::N,βάρκα,луьткве
352,Ruder::N,κουπί,кьусу
353,Schlitten::N,έλκηθρο,гъелерар
354,Ski::N,σκι,
355,Lagerfeuer::N,φωτιά,цӏай
356,Last::N,φορτίο,заланвал
357,Gang::N,δρόμος,ериш
358,Schritt::N,βήμα,къадам
359,Norden::N,βορράς,кефер
360,Norden::N,βορράς,кефер пад
361,Süden::N,νότος,кьибле
362,Westen::N,δύση,рагъакӏидай пад
363,Osten::N,ανατολή,рагъэкъечӏдай пад
364,Holz::N,ξύλο,кӏарас
365,Brett::N,σανίδι,кьул
366,Brett::N,σανίδι,тахта
367,Platte::N,πλάκα,
368,Stütze::N,στήριγμα,даях
369,Stange::N,ραβδί,юрк
370,Stange::N,κοντός,юрк
371,Stock::N,ξύλο,лаш
372,Stock::N,μπαστούνι,лаш
373,Stab::N,ραβδί,юрк
374,Rohr::N,σωλήνας,турба
375,Haus::N,σπίτι,ужагъ
376,Heim::N,σπίτι,кӏвал
377,Ofen::N,σόμπα,пич
378,Ofen::N,θερμάστρα,пич
379,Fußboden::N,πάτωμα,кӏвалин ччил
380,Tisch::N,τραπέζι,стол
381,Stuhl::N,καρέκλα,стул
382,Wiege::N,κούνια,кьеб
383,Bett::N,κρεβάτι,тахт
384,Regal::N,ράφι,кьацӏ
385,Kiste::N,κιβώτιο,ящик
386,Fenster::N,παράθυρο,дакӏар
387,Tür::N,πόρτα,рак
388,Tor::N,πύλη,варар
389,Zaun::N,φράχτης,пару
390,Dach::N,στέγη,къав
391,Leiter::N,σκάλα,гурар
392,Leiter::N,κλίμακα,гурар
393,Besen::N,σκούπα,таран кул
394,Spaten::N,φτυάρι,ппер
395,Schaufel::N,φτυάρι,хекендаз
396,Gabel::N,πιρούνι,шиш
397,Löffel::N,κουτάλι,тӏур
398,Messer::N,μαχαίρι,чукӏул
399,Nagel::N,καρφί,мих
400,Netz::N,δίχτυ,чил
401,Haken::N,γάντζος,къармах
402,Haken::N,αγκίστρι,къармах
403,Griff::N,λαβή,ттум
404,Schloss::N,κλειδαριά,куьлег
405,Bild::N,εικόνα,шикил
406,Bild::N,εικόνα,суьрет
407,Figur::N,ανάστημα,фигура
408,Puppe::N,κούκλα,нини
409,Beutel::N,πουγγί,тагъар
410,Bündel::N,δεμάτι,галгам
411,Tasche::N,τσάντα,чанта
412,Eimer::N,κουβάς,ведре
413,Deckel::N,καπάκι,кьил
414,Deckel::N,καπάκι,къалпагъ
415,Geschirr::N,σκεύη,къаб-къажах
416,Sack::N,σάκος,чувал
417,Tasse::N,φλιτζάνι,сукӏра
418,Topf::N,χύτρα,къажгъан
419,Kessel::N,καζάνι,къажгъан
420,Essen::N,φαγητό,тӏуьн
421,Nahrung::N,τροφή,тӏуьн
422,Speise::N,φαγητό,хуьрек
423,Fleisch::N,κρέας,як
424,Getreide::N,σιτάρι,техил
425,Brei::N,χυλός,хапӏа
426,Brei::N,χυλός,хешил
427,Brot::N,ψωμί,фу
428,Brot::N,άρτος,фу
429,Scheibe::N,φέτα,чӏук
430,Fett::N,πάχος,ягълу
431,Butter::N,βούτυρο,гъери
432,Öl::N,λάδι,ягълу
433,Salz::N,αλάτι,кьел
434,Suppe::N,σούπα,суп
435,Suppe::N,σούπα,шурпа
436,Honig::N,μέλι,вирт
437,Milch::N,γάλα,нек
438,Tee::N,τσάι,чай
439,Leder::N,πετσί,тумаж
440,Wolle::N,μαλλί,йис
441,Stoff::N,ύφασμα,парча
442,Nadel::N,βελόνα,раб
443,Faden::N,κλωστή,гъал
444,Knopf::N,κουμπί,дуьгме
445,Knoten::N,κόμπος,тӏвал
446,Farbe::N,μπογιά,ранг
447,Kleidung::N,ρούχα,партал
448,Kleidung::N,ενδυμασία,партал
449,Hemd::N,πουκάμισο,перем
450,Kragen::N,κολάρο,хев
451,Ärmel::N,μανίκι,хел
452,Hose::N,πανταλόνι,шалвар
453,Gürtel::N,ζώνη,чӏул
454,Mütze::N,σκούφος,бармак
455,Mütze::N,σκούφος,бапӏах
456,Schuh::N,παπούτσι,ботинка
457,Stiefel::N,μπότα,чекме
458,Ring::N,δαχτυλίδι,тупӏал
459,Band::N,κορδέλα,тасма
460,Kamm::N,χτένα,регъ
461,Spiegel::N,καθρέφτης,гуьзгуь
462,Riemen::N,λουρί,къайиш
463,Schnur::N,κορδόνι,еб
464,Leine::N,σχοινί,
465,Decke::N,κουβέρτα,яргъан
466,Kissen::N,μαξιλάρι,хъуьцуьган
467,Tuch::N,πανί,шал
468,Tuch::N,μαντήλι,шал
469,Handtuch::N,πετσέτα,дасмал
470,Kraft::N,δύναμη,гуж
471,Stärke::N,ισχύς,къуват
472,Stärke::N,δύναμη,къуват
473,Gesundheit::N,υγεία,сагъвал
474,Krankheit::N,αρρώστια,тӏал
475,Schmerz::N,πόνος,тӏал
476,Schmerz::N,πόνος,тӏарвал
477,Wunde::N,πληγή,хер
478,Fieber::N,πυρετός,ифин
479,Arznei::N,φάρμακο,дарман
480,Brücke::N,γέφυρα,муьгъ
481,Brunnen::N,πηγάδι,къуй
482,Weide::N,βοσκή,уьруьш
483,Pfad::N,μονοπάτι,рехъ
484,Weg::N,δρόμος,рехъ
485,Straße::N,οδός,рехъ
486,Straße::N,δρόμος,рехъ
487,Dorf::N,χωριό,хуьр
488,Stadt::N,πόλη,шегьер
489,Brief::N,γράμμα,кагъаз
490,Brief::N,επιστολή,кагъаз
491,Buch::N,βιβλίο,улуб
492,Buchstabe::N,γράμμα,гьарф
493,Zeitung::N,εφημερίδα,газета
494,Leben::N,ζωή,уьмуьр
495,Leben::N,βίος,уьмуьр
496,Tod::N,θάνατος,кьиникь
497,Grab::N,τάφος,сур
498,Kirche::N,εκκλησία,килиса
499,Sünde::N,αμαρτία,гунагь
500,Gott::N,θεός,аллагь
501,Arbeiter::N,εργάτης,фяле
502,Chef::N,προϊστάμενος,гьаким
503,Meister::N,μάστορας,устӏар
504,Meister::N,αρχιτεχνίτης,устӏар
505,Arzt::N,γιατρός,доктор
506,Lehrer::N,δάσκαλος,муаллим
507,Geld::N,λεφτά,пул
508,Geld::N,χρήματα,пул
509,Geschäft::N,συναλλαγή,
510,Laden::N,μαγαζί,магазин
511,Laden::N,κατάστημα,магазин
512,Preis::N,τιμή,къимет
513,Ware::N,εμπόρευμα,мал
514,Ware::N,εμπόρευμα,товар
515,Nutzen::N,όφελος,хийир
516,Nutzen::N,όφελος,менфят
517,Reichtum::N,πλούτος,девлет
518,Welt::N,κόσμος,дуьнья
519,Land::N,χώρα,уьлкве
520,Staat::N,κράτος,пачагьлугъ
521,Staat::N,κράτος,государство
522,Staat::N,πολιτεία,пачагьлугъ
523,Staat::N,πολιτεία,государство
524,König::N,βασιλιάς,пачагь
525,Macht::N,εξουσία,власть
526,Grenze::N,σύνορα,сергьят
527,Krieg::N,πόλεμος,дяве
528,Feind::N,εχθρός,душман
529,Gewalt::N,βία,гуж
530,Kampf::N,αγώνας,женг
531,Bogen[Waffe]::N,τόξο,чӏемерук
532,Pfeil::N,σαΐτα,хьел
533,Gewehr::N,τουφέκι,тфенг
534,Fehler::N,λάθος,гъалатӏ
535,Fehler::N,σφάλμα,гъалатӏ
536,Lüge::N,ψέμα,ттаб
537,Lüge::N,ψεύδος,ттаб
538,Schaden::N,ζημία,зиян
539,Schaden::N,ζημία,зарар
540,Unglück::N,δυστυχία,бала
541,Unglück::N,δυστυχία,бедбахтвал
542,Schuld::N,ενοχή,тахсир
543,Schuld::N,φταίξιμο,тахсир
544,Alter::N,ηλικία,яш
545,Schluss::N,τέλος,эхир
546,Zeit::N,χρόνος,вяде
547,Tag::N,μέρα,югъ
548,Tag::N,ημέρα,югъ
549,Morgen::N,πρωί,пакама
550,Mittag::N,μεσημέρι,нисин
551,Abend::N,βράδυ,няни
552,Nacht::N,νύχτα,йиф
553,Woche::N,εβδομάδα,гьафте
554,Monat::N,μήνας,варз
555,Jahr::N,έτος,йис
556,Jahr::N,χρόνος,йис
557,Frühling::N,άνοιξη,гатфар
558,Sommer::N,καλοκαίρι,гад
559,Herbst::N,φθινόπωρο,зул
560,Winter::N,χειμώνας,кьуьд
561,Januar::N,Ιανουάριος,январь
562,Februar::N,Φεβρουάριος,февраль
563,März::N,Μάρτιος,март
564,April::N,Απρίλιος,апрель
565,Mai::N,Μάιος,май
566,Juni::N,Ιούνιος,июнь
567,Juli::N,Ιούλιος,июль
568,August::N,Αύγουστος,август
569,September::N,Σεπτέμβριος,сентябрь
570,Oktober::N,Οκτώβριος,октябрь
571,November::N,Νοέμβριος,ноябрь
572,Dezember::N,Δεκέμβριος,декабрь
573,Montag::N,Δευτέρα,ислен
574,Dienstag::N,Τρίτη,саласа
575,Mittwoch::N,Τετάρτη,арбе
576,Donnerstag::N,Πέμπτη,хемис югъ
577,Freitag::N,Παρασκευή,жуьмя
578,Freitag::N,Παρασκευή,жуьмя югъ
579,Samstag::N,Σάββατο,киш
580,Sonntag::N,Κυριακή,гьяд
581,groß::A,μεγάλος,еке
582,groß::A,μεγάλος,чӏехи
583,klein::A,μικρός,гъвечӏи
584,lang::A,μακρύς,яргъи
585,kurz::A,κοντός,куьруь
586,breit::A,φαρδύς,гьяркьуь
587,schmal::A,στενός,гуьтӏуь
588,dicht::A,πυκνός,къалин
589,dick[Gegenstand]::A,παχύς,
590,dick[Gegenstand]::A,χοντρός,
591,dünn::A,ψιλός,кьелечӏ
592,dünn::A,λεπτός,кьелечӏ
593,fein::A,ψιλός,шуькӏуь
594,fest::A,στερεός,кӏеви
595,flach::A,επίπεδος,кьулу
596,glatt::A,λείος,цӏалцӏам
597,glatt::A,ομαλός,цӏалцӏам
598,hart::A,σκληρός,кӏеви
599,weich::A,μαλακός,хъуьтуьл
600,rund::A,στρογγυλός,элкъвей
601,spitz::A,μυτερός,хци
602,scharf::A,κοφτερός,хци
603,stumpf::A,αμβλύς,къуьруь
604,schwer::A,βαρύς,залан
605,schön::A,ωραίος,иер
606,schön::A,όμορφος,иер
607,heiß::A,ζεστός,кудай
608,warm::A,θερμός,чими
609,kalt::A,κρύος,мекьи
610,kalt::A,ψυχρός,мекьи
611,kühl::A,δροσερός,къайи
612,frisch::A,νωπός,таза
613,frisch::A,νωπός,михьи
614,frisch::A,φρέσκος,таза
615,frisch::A,φρέσκος,михьи
616,feucht::A,υγρός,ламу
617,nass::A,βρεγμένος,кьежей
618,trocken::A,ξηρός,кьуру
619,trocken::A,στεγνός,кьуру
620,voll::A,γεμάτος,ацӏай
621,leer::A,άδειος,буш
622,leer::A,άδειος,ичӏи
623,offen::A,ανοιχτός,ахъа
624,geschlossen::A,κλειστός,кӏеви
625,sauber::A,καθαρός,михьи
626,schmutzig::A,βρώμικος,чиркин
627,schmutzig::A,βρώμικος,кьацӏай
628,schmutzig::A,λερωμένος,чиркин
629,schmutzig::A,λερωμένος,кьацӏай
630,roh::A,ωμός,чиг
631,roh::A,ωμός,ицӏи
632,reif::A,ώριμος,дигмиш хьайи
633,lecker::A,νόστιμος,дадлу
634,süß::A,γλυκός,ширин
635,bitter::A,πικρός,туькьуьл
636,sauer::A,ξινός,цуру
637,hell::A,φωτεινός,экуь
638,dunkel::A,σκοτεινός,мичӏи
639,schwarz::A,μαύρος,чӏулав
640,schwarz::A,μελανός,чӏулав
641,weiß::A,άσπρος,лацу
642,rot::A,κόκκινος,яру
643,gelb::A,κίτρινος,хъипи
644,blau::A,μπλε,вили
645,blau::A,γαλανός,вили
646,grün::A,πράσινος,къацу
647,grau::A,γκρίζος,рехи
648,bunt::A,ποικιλόχρωπος,цӏару
649,bunt::A,ποικιλόχρωπος,яру-цӏару
650,billig::A,φτηνός,ужуз
651,teuer::A,ακριβός,багьа
652,wertvoll::A,πολύτιμος,масан
653,blind::A,τυφλός,буьркьуь
654,taub::A,κουφός,биши
655,kräftig::A,δυνατός,гужлу
656,stark::A,γερός,къуватлу
657,schwach::A,αδύνατος,такьатсуз
658,fett::A,παχύς,куьк
659,schlank::A,λεπτός,шумал
660,schlank::A,λυγερός,шумал
661,hübsch::A,όμορφος,гуьрчег
662,hübsch::A,χαριτωμένος,гуьрчег
663,böse::A,κακός,пис
664,dumm::A,κουτός,ахмакь
665,dumm::A,ανόητος,ахмакь
666,faul::A,τεμπέλης,тенпел
667,fleißig::A,εργατικός,сяй ийидай
668,fleißig::A,εργατικός,сяйи ийидай
669,geizig::A,τσιγγούνης,мискьи
670,klug::A,έξυπνος,акьуллу
671,geschickt::A,επιδέξιος,магьир
672,lieb::A,φίλος,играми
673,lieb::A,αγαπητός,играми
674,lustig::A,εύθυμος,шад
675,lustig::A,χαρούμενος,шад
676,sanft::A,ήπιος,назик
677,sanft::A,ήπιος,милайим
678,hungrig::A,πεινασμένος,гишин
679,krank::A,άρρωστος,кефсуз
680,nackt::A,γυμνός,кьецӏил
681,traurig::A,λυπημένος,пашман
682,lebendig::A,ζωντανός,ччан алай
683,gut::A,καλός,хъсан
684,gut::A,καλός,вижевай
685,schlecht::A,κακός,пис
686,richtig::A,σωστός,дуьз
687,schlimm::A,άσχημος,нифретлу
688,wahr::A,αληθής,гьакъикъи
689,wahr::A,αληθινός,гьакъикъи
690,alt::A,παλιός,эски
691,alt::A,παλιός,куьгьне
692,neu::A,νέος,цӏийи
693,neu::A,καινούργιος,цӏийи
694,ehemalig::A,παλιός,виликан
695,alt[Lebewesen]::A,γέρος,кьуьзуь
696,jung::A,νέος,жегьил
697,arm::A,φτωχός,кесиб
698,reich::A,πλούσιος,девлетлу
699,bekannt::A,γνωστός,чидай
700,berühmt::A,περίφημος,машгьур
701,berühmt::A,ξακουσμένος,машгьур
702,fremd::A,ξένος,ччара
703,verschieden::A,διαφορετικός,жуьреба-жуьре
704,nah::A,κοντινός,мукьвал
705,fern::A,μακριά,яргъал
706,linker::A,αριστερός,чапла
707,rechter::A,δεξιός,эрчӏи
708,anderer::A,άλλος,маса
709,anderer::A,άλλος,муькуь
710,erster::A,πρώτος,сад лагьай
711,zweiter::A,δεύτερος,кьвед лагьай
712,dritter::A,τρίτος,пуд лагьай
713,letzter::A,τελευταίος,эхиримжи
714,allein::ADV,μόνος,кьилди
715,auf einmal::ADV,εφάπαξ,
716,zusammen::ADV,μαζί,санал
717,lange::ADV,πολύν καιρό,яргъалди
