,Concept_ID,ba,fi
197,Ameise::N,ҡырмыҫҡа,muurahainen
198,Laus::N,бет,täi
199,Mücke::N,серәкәй,sääski
200,Mücke::N,серәкәй,hyttynen
201,Fliege::N,себен,kärpänen
202,Schmetterling::N,күбәләк,perhonen
203,Beere::N,еләк,marja
204,Apfel::N,алма,omena
205,Pilz::N,бәшмәк,sieni
206,Zwiebel::N,һуган,sipuli
207,Saat::N,орлоҡ,siemenet
208,Korn::N,иген,jyvä
209,Korn::N,иген,vilja
210,Heu::N,бесән,heinä
211,Schale::N,ҡабыҡ,kuori
212,Grube::N,соҡор,kuoppa
213,Falle::N,тоҙак,loukku
214,Falle::N,ҡапҡан,loukku
215,Schlinge::N,тоҙак,ansa
216,Spur::N,әҫер,jälki
217,Asche::N,көл,tuhka
218,Dreck::N,батҡаҡ,lika
219,Eisen::N,тимер,rauta
220,Gold::N,алтын,kulta
221,Silber::N,көмөш,hopea
222,Kohle::N,күмер,hiili
223,Glas::N,быяла,lasi
224,Lehm::N,балсыҡ,savi
225,Sand::N,ҡом,hiekka
226,Mensch::N,кеше,ihminen
227,Mann::N,ир,mies
228,Frau::N,ҡатын,nainen
229,Kind::N,бала,lapsi
230,Junge::N,малай,poika
231,Mädchen::N,ҡыҙ,tyttö
232,Mädchen::N,ҡыҙыҡай,tyttö
233,Familie::N,ғаилә,perhe
234,Großvater::N,олатай,isoisä
235,Großmutter::N,әбәй,isoäiti
236,Eltern::N,ата-әсә,vanhemmat
237,Vater::N,атай,isä
238,Mutter::N,әсә,äiti
239,Sohn::N,ул,poika
240,Tochter::N,ҡыҙ,tytär
241,Bruder::N,агай,veli
242,Schwester::N,алай,sisko
243,Schwester::N,һеңле,sisko
244,Onkel::N,ағай,eno
245,Onkel::N,ағай,setä
246,Tante::N,апай,täti
247,Ehemann::N,ир,mies
248,Ehemann::N,ир,aviomies
249,Ehefrau::N,ҡатын,vaimo
250,Ehefrau::N,ҡатын,aviovaimo
251,Freude::N,шатлыҡ,ilo
252,Freude::N,шатлыҡ,riemu
253,Freude::N,ҡыуаныс,ilo
254,Freude::N,ҡыуаныс,riemu
255,Gelächter::N,көлөү,nauru
256,Glück::N,бәхет,onni
257,Kummer::N,ҡайғы,suru
258,Kummer::N,ҡайғы,murhe
259,Wunsch::N,теләк,toive
260,Wunsch::N,теләк,toivomus
261,Lust::N,әүәҫлек,himo
262,Geist::N,аң,henki
263,Geist::N,рух,henki
264,Gedanke::N,уй,aate
265,Gedanke::N,уй,ajatus
266,Gedanke::N,фекер,aate
267,Gedanke::N,фекер,ajatus
268,Gedächtnis::N,хәтер,muisti
269,Verstand::N,аҡыл,äly
270,Verstand::N,аҡыл,järki
271,Verstand::N,аҡыл,ymmärrys
272,Sinn::N,мәғәня,merkitys
273,Grund::N,сәбәп,syy
274,Grund::N,сәбәп,peruste
275,Wahrheit::N,дөрөҫлөк,tosi
276,Wahrheit::N,дөрөҫлөк,totuus
277,Gespräch::N,әңгәмә,puhelu
278,Gespräch::N,әңгәмә,keskustelu
279,Märchen::N,әкиәт,satu
280,Erzählung::N,хикәйә,tarina
281,Erzählung::N,хикәйә,kertomus
282,Nachricht::N,хәбәр,tieto
283,Nachricht::N,хәбәр,ilmoitus
284,Neuigkeit::N,яңылыҡ,uutinen
285,Name::N,исем,nimi
286,Rätsel::N,йомаҡ,arvoitus
287,Rede::N,телмәр,puhe
288,Sprache::N,тел,kieli
289,Sprache::N,телмәр,kieli
290,Stimme::N,тауыш,ääni
291,Wort::N,һүҙ,sana
292,Zeichen::N,билдә,merkki
293,Ruf::N,саҡырыу,kutsu
294,Lärm::N,шаулау,melu
295,Lärm::N,шаулау,hälinä
296,Laut::N,тауыш,ääni
297,Ton::N,яңғырау,sävel
298,Lied::N,йыр,laulu
299,Ruhe::N,ял,lepo
300,Ruhe::N,ял,rauha
301,Ruhe::N,тыныслыҡ,lepo
302,Ruhe::N,тыныслыҡ,rauha
303,Leute::N,кешеләр,väki
304,Leute::N,кешеләр,ihmiset
305,Volk::N,халҡ,kansa
306,Arbeit::N,эш,työ
307,Gast::N,ҡунаҡ,vieras
308,Geschenk::N,бүләк,lahja
309,Spiel::N,уйын,peli
310,Spiel::N,уйын,leikki
311,Gesellschaft::N,йәмғиәт,seura
312,Hilfe::N,ярҙам,apu
313,Freund::N,дуҫ,ystävä
314,Kamerad::N,иптәш,toveri
315,Angelegenheit::N,әш,asia
316,Anzahl::N,һан,lukumäärä
317,Art::N,төр,laji
318,Stück::N,киҫәк,pala
319,Stück::N,киҫәк,kappale
320,Teil::N,өлөш,osa
321,Hälfte::N,ярты,puoli
322,Kreis::N,түңәрәк,ympyrä
323,Kreuz::N,тәре,risti
324,Linie::N,һыҙыҡ,viiva
325,Strich::N,һыҙат,piirto
326,Abstand::N,ара,väli
327,Abstand::N,ара,väljyys
328,Entfernung::N,алыҫлыҡ,etäisyys
329,Gegend::N,урын,seutu
330,Platz::N,арауыҡ,tila
331,Ort::N,ерҙәр,kohta
332,Ort::N,ерҙәр,paikka
333,Ort::N,урындар,kohta
334,Ort::N,урындар,paikka
335,Ort::N,эш урыны,kohta
336,Ort::N,эш урыны,paikka
337,Seite::N,яҡ,sivu
338,Seite::N,яҡ,kylki
339,Mitte::N,урталыҡ,keskus
340,Mitte::N,урталыҡ,puoliväli
341,Gegenstand::N,нәмә,kalu
342,Gegenstand::N,нәмә,esine
343,Sache::N,нәмә,asia
344,Sache::N,әйбер,asia
345,Rand::N,сит,ääri
346,Rand::N,сит,syrjä
347,Kante::N,ҡабырға,särmä
348,Kante::N,ян,särmä
349,Ecke::N,мөйөш,nurkka
350,Spitze::N,ос,terä
351,Spitze::N,ос,kärki
352,Ende::N,аҙаҡ,pää
353,Ende::N,аҙаҡ,perä
354,Loch::N,тишек,kolo
355,Loch::N,тишек,reikä
356,Winkel::N,мөйөш,kulma
357,Muster::N,биҙәк,kuvio
358,Größe::N,ҙурлыҡ,koko
359,Größe::N,ҙурлыҡ,suuruus
360,Länge::N,оҙонлоҡ,pituus
361,Höhe::N,бейеклек,korkeus
362,Gewicht::N,үлсәү,paino
363,Menge::N,һан,määrä
364,Haufen::N,өйөм,kasa
365,Reihe::N,рәт,rivi
366,Boot::N,кәмә,vene
367,Ruder::N,ишкәк,airo
368,Schlitten::N,сана,reki
369,Schlitten::N,сана,kelkka
370,Ski::N,саңгы,suksi
371,Lagerfeuer::N,костер,nuotio
372,Last::N,ауырлыҡ,kuorma
373,Gang::N,барыу,kulku
374,Gang::N,барыу,käynti
375,Schritt::N,аҙым,askel
376,Norden::N,төньяҡ,pohjoinen
377,Süden::N,көньяҡ,etelä
378,Westen::N,көнбайыш,länsi
379,Osten::N,көнсығыш,itä
380,Holz::N,үағас,puu
381,Brett::N,таҡта,lauta
382,Platte::N,плита,levy
383,Stütze::N,терәк,noja
384,Stange::N,кәртә,tanko
385,Stock::N,таяҡ,keppi
386,Stab::N,ҡолға,sauva
387,Stab::N,ҡолға,seiväs
388,Rohr::N,торба,putki
389,Haus::N,өй,talo
390,Haus::N,йорт,talo
391,Heim::N,өй,koti
392,Ofen::N,мейес,uuni
393,Fußboden::N,енес,lattia
394,Tisch::N,өҫтәл,pöytä
395,Stuhl::N,ултырғыс,tuoli
396,Wiege::N,бишек,kehto
397,Bett::N,карауат,sänky
398,Regal::N,кәштә,hylly
399,Kiste::N,йәшинк,arkku
400,Kiste::N,йәшинк,kirstu
401,Kiste::N,йәшинк,laatikko
402,Fenster::N,тәҙрә,ikkuna
403,Tür::N,ишек,ovi
404,Tor::N,ҡапҡа,portti
405,Zaun::N,ҡойма,aita
406,Dach::N,түбә,katto
407,Dach::N,ҡыйыҡ,katto
408,Leiter::N,баҫҡыс,tikkaat
409,Leiter::N,баҫҡыс,tikapuut
410,Besen::N,һепертке,luuta
411,Spaten::N,көрәк,lapio
412,Schaufel::N,көрәк,lapio
413,Gabel::N,сәнске,haarukka
414,Löffel::N,ҡалаҡ,lusikka
415,Messer::N,бысаҡ,veitsi
416,Nagel::N,сөй,naula
417,Netz::N,ау,verkko
418,Haken::N,ыргаҡ,haka
419,Haken::N,ыргаҡ,koukku
420,Griff::N,тотҡа,ripa
421,Griff::N,тотҡа,kahva
422,Schloss::N,йоҙаҡ,lukko
423,Bild::N,картина,kuva
424,Figur::N,һын,kuvio
425,Puppe::N,ҡурсаҡ,nukke
426,Beutel::N,тоҡ,pussi
427,Bündel::N,төргәк,nippu
428,Bündel::N,төргәк,kimppu
429,Tasche::N,сумка,laukku
430,Eimer::N,биҙрә,sanko
431,Eimer::N,биҙрә,ämpäri
432,Deckel::N,ҡапҡас,kansi
433,Geschirr::N,һауыт-һаба,astia
434,Sack::N,тоҡ,säkki
435,Tasse::N,сынаяҡ,kuppi
436,Topf::N,кәстрүл,pata
437,Kessel::N,ҡаҙан,kattila
438,Essen::N,ашау,syönti
439,Nahrung::N,аҙыҡ,ruoka
440,Nahrung::N,аҙыҡ,ravinto
441,Speise::N,аш,ruoka
442,Fleisch::N,ит,liha
443,Getreide::N,иген,vilja
444,Getreide::N,ашлыҡ,vilja
445,Brei::N,бутҡа,puuro
446,Brot::N,икмәк,leipä
447,Scheibe::N,телем,viipale
448,Fett::N,май,rasva
449,Butter::N,май,voi
450,Öl::N,май буяуы,öljy
451,Salz::N,тоҙ,suola
452,Suppe::N,һурпа,keitto
453,Honig::N,бал,hunaja
454,Milch::N,һөт,maito
455,Tee::N,сәй,tee
456,Leder::N,күн,nahka
457,Wolle::N,йөн,villa
458,Stoff::N,туҡыма,kangas
459,Nadel::N,энә,neula
460,Faden::N,еп,lanka
461,Knopf::N,төймә,nappi
462,Knoten::N,төйөн,solmu
463,Farbe::N,буяу,maali
464,Kleidung::N,кейем,vaatteet
465,Hemd::N,күлдәк,paita
466,Kragen::N,яға,kaulus
467,Ärmel::N,ең,hiha
468,Hose::N,салбар,housut
469,Gürtel::N,ҡайыш,vyö
470,Mütze::N,бүрк,lakki
471,Schuh::N,туфли,kenkä
472,Stiefel::N,итек,saapas
473,Ring::N,йөҙөк,sormus
474,Ring::N,балдаҡ,sormus
475,Band::N,таҫма,nauha
476,Kamm::N,тараҡ,kampa
477,Spiegel::N,көзгө,peili
478,Riemen::N,ҡайыш,hihna
479,Schnur::N,бау,naru
480,Schnur::N,бау,nuora
481,Leine::N,бау,talutushihna
482,Decke::N,одеяд,peite
483,Kissen::N,мендәр,tyyny
484,Kissen::N,мендәр,pielus
485,Tuch::N,яулыҡ,huivi
486,Handtuch::N,таҫтамал,pyyheliina
487,Kraft::N,көс,väki
488,Kraft::N,көс,voima
489,Stärke::N,көс,vahvuus
490,Gesundheit::N,һаулыҡ,terveys
491,Krankheit::N,сир,tauti
492,Krankheit::N,сир,sairaus
493,Krankheit::N,ауырыу,tauti
494,Krankheit::N,ауырыу,sairaus
495,Schmerz::N,һыҙлау,kipu
496,Schmerz::N,һыҙлау,särky
497,Schmerz::N,әрнеү,kipu
498,Schmerz::N,әрнеү,särky
499,Wunde::N,йәрәхәт,haava
500,Fieber::N,тапма,kuume
501,Fieber::N,биҙгәк,kuume
502,Arznei::N,дарыу,lääke
503,Brücke::N,күпер,silta
504,Brunnen::N,ҡоҙоҡ,kaivo
505,Weide::N,көтөүлек,laidun
506,Pfad::N,һуҡмаҡ,polku
507,Weg::N,юл,tie
508,Straße::N,урам,katu
509,Dorf::N,ауыл,kylä
510,Stadt::N,ҡала,kaupunki
511,Brief::N,хат,kirje
512,Buch::N,китап,kirja
513,Buch::N,кенәгә,kirja
514,Buchstabe::N,хәреф,kirjain
515,Zeitung::N,гәзит,lehti
516,Zeitung::N,гәзит,sanomalehti
517,Leben::N,йәшәү,elo
518,Leben::N,йәшәү,elämä
519,Tod::N,үлем,kuolema
520,Grab::N,ҡәбер,hauta
521,Kirche::N,сиркәү,kirkko
522,Sünde::N,гөнаһ,synti
523,Gott::N,алла,jumala
524,Gott::N,хоҙай,jumala
525,Arbeiter::N,эшсе,työläinen
526,Chef::N,башлыҡ,päällikkö
527,Meister::N,оҫта,mestari
528,Arzt::N,врач,lääkäri
529,Lehrer::N,уҡытыусы,opettaja
530,Geld::N,аҡса,raha
531,Geschäft::N,эш,liike
532,Laden::N,магазин,puoti
533,Laden::N,магазин,kauppa
534,Preis::N,хаҡ,hinta
535,Ware::N,тауар,tavara
536,Nutzen::N,файҙа,hyöty
537,Reichtum::N,байлыҡ,rikkaus
538,Welt::N,донъя,maailma
539,Land::N,ил,maa
540,Staat::N,дәүләт,valtio
541,König::N,король,kuningas
542,Macht::N,власть,mahti
543,Grenze::N,сик,raja
544,Krieg::N,һуғыш,sota
545,Feind::N,йылан,vihollinen
546,Gewalt::N,көслөк,väkivalta
547,Kampf::N,көрәш,taistelu
548,Bogen[Waffe]::N,йәйә,jousi
549,Pfeil::N,уҡ,nuoli
550,Gewehr::N,мылтыҡ,kivääri
551,Fehler::N,хата,vika
552,Fehler::N,хата,virhe
553,Lüge::N,ялған,valhe
554,Schaden::N,зыян,vaurio
555,Schaden::N,зыян,vahinko
556,Schaden::N,зарар,vaurio
557,Schaden::N,зарар,vahinko
558,Unglück::N,ҡаза,vahinko
559,Unglück::N,ҡаза,onnettomuus
560,Schuld::N,ғәйеп,syy
561,Alter::N,йәш,ikä
562,Schluss::N,һуң,loppu
563,Schluss::N,аҙаҡ,loppu
564,Zeit::N,мәл,aika
565,Zeit::N,заман,aika
566,Tag::N,көн,päivä
567,Morgen::N,иртә,aamu
568,Morgen::N,иртә,huomen
569,Morgen::N,иртәнсәк,aamu
570,Morgen::N,иртәнсәк,huomen
571,Mittag::N,төш,keskipäivä
572,Abend::N,кис,ilta
573,Nacht::N,төн,yö
574,Woche::N,аҙна,viikko
575,Monat::N,ай,kuukausi
576,Jahr::N,йыл,vuosi
577,Frühling::N,яҙ,kevät
578,Sommer::N,йәй,kesä
579,Herbst::N,көз,syksy
580,Winter::N,ҡыш,talvi
581,Januar::N,ғинуар,tammikuu
582,Februar::N,февраль,helmikuu
583,März::N,март,maaliskuu
584,April::N,апрель,huhtikuu
585,Mai::N,май,toukokuu
586,Juni::N,июнь,kesäkuu
587,Juli::N,июль,heinäkuu
588,August::N,август,elokuu
589,September::N,сентябрь,syyskuu
590,Oktober::N,октябрь,lokakuu
591,November::N,ноябрь,marraskuu
592,Dezember::N,декабрь,joulukuu
593,Montag::N,дүшәмбе,maanantai
594,Dienstag::N,шишәмбе,tiistai
595,Mittwoch::N,шаршамбы,keskiviikko
596,Donnerstag::N,кесаҙна,torstai
597,Freitag::N,йома,perjantai
598,Samstag::N,шәмбе,lauantai
599,Sonntag::N,йәкшәмбе,sunnuntai
600,groß::A,ҙур,iso
601,groß::A,ҙур,suuri
602,klein::A,бәләкәс,pieni
603,lang::A,оҙон,pitkä
604,kurz::A,ҡыҫҡа,lyhyt
605,breit::A,киң,leveä
606,schmal::A,тар,kapea
607,dicht::A,йыш,taaja
608,dicht::A,ҡуйы,taaja
609,dick[Gegenstand]::A,ҡалын,paksu
610,dünn::A,йоҡа,ohut
611,dünn::A,нәҙек,ohut
612,fein::A,нескә,hieno
613,fest::A,ныҡ,luja
614,flach::A,яҫы,litteä
615,flach::A,яҫы,tasainen
616,flach::A,ялпаҡ,litteä
617,flach::A,ялпаҡ,tasainen
618,glatt::A,шыма,sileä
619,glatt::A,шыма,siloinen
620,hart::A,ҡаты,kova
621,weich::A,йомшаҡ,pehmeä
622,rund::A,түңәрәк,pyöreä
623,spitz::A,осло түбәле,terävä
624,scharf::A,үткер,terävä
625,stumpf::A,утмәҫ,tylsä
626,schwer::A,ауыр,raskas
627,schwer::A,ауыр,painava
628,schön::A,матур,kaunis
629,heiß::A,эҫе,kuuma
630,warm::A,йылы,lämmin
631,kalt::A,һыуыҡ,kylmä
632,kalt::A,һыуыҡ,viluinen
633,kühl::A,һалҡынса,viileä
634,frisch::A,һалҡынса,tuore
635,feucht::A,еүеш,kostea
636,feucht::A,дымлы,kostea
637,nass::A,еүеш,märkä
638,trocken::A,кипкән,kuiva
639,voll::A,тулы,täysi
640,leer::A,буш,tyhjä
641,offen::A,асыҡ,avonainen
642,geschlossen::A,ябыҡ,suljettu
643,sauber::A,таҙа,puhdas
644,schmutzig::A,бысраҡ,likainen
645,roh::A,сей,raaka
646,reif::A,өлгөрғән,kypsä
647,lecker::A,тәмле,herkullinen
648,süß::A,тямле,makea
649,süß::A,тәм-том,makea
650,bitter::A,әсе,karvas
651,bitter::A,әсе,kitkerä
652,sauer::A,әсе,hapan
653,hell::A,яҡты,kirkas
654,hell::A,яҡты,valoisa
655,dunkel::A,ҡараңғы,pimeä
656,schwarz::A,ҡара,musta
657,weiß::A,аҡ,valkea
658,rot::A,матур,punainen
659,rot::A,һылыу,punainen
660,rot::A,сибәр,punainen
661,gelb::A,һары,keltainen
662,blau::A,күк,sininen
663,grün::A,йәшел,vihreä
664,grau::A,буҙ,harmaa
665,bunt::A,сыбар,kirjava
666,bunt::A,ала-ҡола,kirjava
667,billig::A,арзан,halpa
668,billig::A,арзан,huokea
669,teuer::A,ҡыйбатлы,kallis
670,wertvoll::A,ҡиммәтле,arvokas
671,blind::A,һуҡыр,sokea
672,taub::A,һаңғырау,kuuro
673,kräftig::A,көслө,väkevä
674,kräftig::A,көслө,voimakas
675,kräftig::A,ҡеүәтле,väkevä
676,kräftig::A,ҡеүәтле,voimakas
677,stark::A,көслө,vahva
678,stark::A,ҡеүәтле,vahva
679,schwach::A,көсһөҙ,heikko
680,fett::A,һимеҙ,lihava
681,schlank::A,зифа,hoikka
682,schlank::A,зифа,solakka
683,hübsch::A,матур,soma
684,hübsch::A,матур,sievä
685,böse::A,асыулы,paha
686,böse::A,асыулы,häijy
687,dumm::A,иҫәр,tyhmä
688,dumm::A,иҫәр,typerä
689,faul::A,иренсәк,laiska
690,fleißig::A,тырыш,ahkera
691,geizig::A,һаран,saita
692,klug::A,аҡыллы,älykäs
693,geschickt::A,оҫта,taitava
694,lieb::A,яғымлы,rakas
695,lustig::A,күңелле,hauska
696,lustig::A,күңелле,iloinen
697,sanft::A,йыуаш,lauha
698,sanft::A,йыуаш,lempeä
699,hungrig::A,ас,nälkäinen
700,krank::A,сирле,sairas
701,krank::A,ауырыу,sairas
702,nackt::A,яланғас,alaston
703,traurig::A,яманһыу,surullinen
704,traurig::A,яманһыу,murheellinen
705,lebendig::A,тере,elävä
706,lebendig::A,йәнле,elävä
707,gut::A,яҡшы,hyvä
708,schlecht::A,хөрт,paha
709,schlecht::A,хөрт,huono
710,schlecht::A,алама,paha
711,schlecht::A,алама,huono
712,richtig::A,дөрөҫ,oikea
713,schlimm::A,хөрт,paha
714,schlimm::A,алама,paha
715,wahr::A,дөрөҫ,tosi
716,alt::A,иҫке,vanha
717,alt::A,боронғо,vanha
718,neu::A,яңы,uusi
719,ehemalig::A,элекке,entinen
720,ehemalig::A,элекке,muinainen
721,alt[Lebewesen]::A,ҡарт,vanha
722,jung::A,йәш,nuori
723,arm::A,фәҡир,köyhä
724,reich::A,бай,rikas
725,bekannt::A,таныш,tuttu
726,bekannt::A,таныш,tunnettu
727,berühmt::A,атаҡлы,kuuluisa
728,berühmt::A,данлыҡлы,kuuluisa
729,fremd::A,ят,vieras
730,fremd::A,сит,vieras
731,verschieden::A,төрлө,eri
732,verschieden::A,төрлө,erilainen
733,nah::A,яҡын,läheinen
734,fern::A,алыҫ,etäinen
735,fern::A,йыраҡ,etäinen
736,linker::A,һул,vasen
737,rechter::A,уң,oikea
738,anderer::A,бутән,muu
739,anderer::A,бутән,toinen
740,erster::A,тәүге,ensimmäinen
741,zweiter::A,икенсе,toinen
742,dritter::A,өсөнсө,kolmas
743,letzter::A,һуңғы,viimeinen
744,allein::ADV,бер үҙе,yksin
745,allein::ADV,яңғыҙ,yksin
746,auf einmal::ADV,бер юлы,yhdellä kertaa
747,zusammen::ADV,бергә,yhdessä
748,lange::ADV,оҙаҡ,kauan
749,lange::ADV,оҙаҡ,pitkään
750,plötzlich::ADV,ҡапыл,äkkiä
751,sofort::ADV,шунда уҡ,heti
752,später::ADV,һуңыраҡ,myöhemmin
753,jetzt::ADV,хәҙер,nyt
754,heute::ADV,бөгөн,tänään
755,morgen::ADV,иртәгә,huomenna
756,bald::ADV,тиҙҙән,pian
757,dann::ADV,һуңынан,sitten
758,gestern::ADV,кисә,eilen
759,einst::ADV,ҡасандыр,aikanaan
760,einst::ADV,бер баҡыт,aikanaan
761,damals::ADV,ул саҡта,silloin
