,Concept_ID,hu,mrj
147,Klaue::N,köröm,кӹч
148,Kralle::N,karom,лапа
149,Schwanz::N,farok,пач
150,Ei::N,tojás,мыны
151,Nest::N,fészek,пӹжӓш
152,Bau::N,odú,ыраж
153,Tier::N,állat,во́льык
154,Herde::N,nyáj,кӹтö
155,Herde::N,csorda,кӹтö
156,Kuh::N,tehén,ышкал
157,Bulle::N,bika,ӱшкӱж
158,Pferd::N,ló,имни
159,Schaf::N,juh,шарык
160,Schaf::N,birka,шарык
161,Schwein::N,sertés,сасна
162,Hund::N,eb,пи
163,Hund::N,kutya,пи
164,Katze::N,macska,коти
165,Bär::N,medve,мöскӓ
166,Eichhörnchen::N,mókus,ур
167,Elch::N,jávorszarvas,шарды
168,Fuchs::N,róka,рӹвӹж
169,Hase::N,nyúl,морен
170,Maus::N,egér,каля
171,Wolf::N,farkas,пирӹ
172,Vogel::N,madár,кек
173,Schwarm::N,raj,цуца
174,Huhn::N,tyúk,цӹвӹ
175,Hahn::N,kakas,ӓптӓн
176,Gans::N,lúd,комбы
177,Gans::N,liba,комбы
178,Adler::N,sas,кучкыж
179,Ente::N,kacsa,лыды
180,Eule::N,bagoly,тымана
181,Kranich::N,daru,тырня
182,Kranich::N,daru,тыртня
183,Krähe::N,varjú,лудыгарак
184,Kuckuck::N,kakukk,куку
185,Schwan::N,hattyú,йӱксӹ
186,Fisch::N,hal,кол
187,Barsch::N,sügér,алангы
188,Hecht::N,csuka,нуж
189,Hecht::N,csuka,нужгол
190,Schlange[Tier]::N,kígyó,кӹшкы
191,Wurm::N,kukac,шукш
192,Spinne::N,pók,ӓнгӹремшӹ
193,Ameise::N,hangya,кыткы
194,Laus::N,tetű,ти
195,Mücke::N,szúnyog,кужнер
196,Mücke::N,szúnyog,кужынер
197,Fliege::N,légy,шӹнгӓ
198,Schmetterling::N,lepke,лӹпӹ
199,Schmetterling::N,pillangó,лӹпӹ
200,Beere::N,bogyó,мöр
201,Apfel::N,alma,олма
202,Pilz::N,gomba,понгы
203,Zwiebel::N,hagyma,охыра
204,Saat::N,vetőmag,нӱшмӹ
205,Saat::N,vetőmag,нӱшмӱ
206,Korn::N,mag,пӹрцӹ
207,Korn::N,szem,пӹрцӹ
208,Heu::N,széna,шуды
209,Schale::N,héj,аваха
210,Schale::N,héj,карлангы
211,Grube::N,verem,йӓм
212,Falle::N,csapda,лӱдӹ
213,Falle::N,csapda,лӱдӹш
214,Schlinge::N,tőr,онгы
215,Spur::N,nyom,кишӓ
216,Asche::N,hamu,ломых
217,Asche::N,hamu,ломпыж
218,Dreck::N,sár,лявӹрӓ
219,Dreck::N,piszok,лявӹрӓ
220,Eisen::N,vas,кӹртни
221,Gold::N,arany,шöртни
222,Gold::N,arany,шöртньӹ
223,Silber::N,ezüst,ши
224,Kohle::N,szén,шӱ
225,Glas::N,üveg,охоница
226,Lehm::N,agyag,шун
227,Lehm::N,vályog,шун
228,Sand::N,homok,ошма
229,Mensch::N,ember,эдем
230,Mann::N,úr,пӱэргӹ
231,Mann::N,férfi,пӱэргӹ
232,Frau::N,nő,ӹдӹрӓмӓш
233,Frau::N,asszony,ӹдӹрӓмӓш
234,Kind::N,gyerek,ӓзӓ
235,Kind::N,gyerek,шачшы
236,Kind::N,gyermek,ӓзӓ
237,Kind::N,gyermek,шачшы
238,Junge::N,fiú,рвезӹ
239,Junge::N,fiú,ӹрвезӹ
240,Mädchen::N,lány,ӹдӹрӓш
241,Familie::N,család,йиш
242,Familie::N,család,семня
243,Großvater::N,nagyapa,тьоти
244,Großmutter::N,nagyanya,папа
245,Eltern::N,szülők,ӓтя-ӓвӓ
246,Vater::N,apa,ӓтя
247,Vater::N,atya,ӓтя
248,Mutter::N,anya,ӓвӓ
249,Sohn::N,fiú,эргӹ
250,Tochter::N,lány,ӹдӹр
251,Bruder::N,fivér,ӹза
252,Bruder::N,testvér,ӹза
253,Schwester::N,nővér,ӓкӓ
254,Schwester::N,lánytestvér,ӓкӓ
255,Onkel::N,nagybácsi,кугуза
256,Tante::N,nagynéni,куака
257,Ehemann::N,férj,мары
258,Ehefrau::N,feleség,вӓтӹ
259,Freude::N,öröm,ӹвӹртӹмӓш
260,Gelächter::N,nevetés,ваштылмаш
261,Gelächter::N,hahotázás,ваштылмаш
262,Glück::N,boldogság,пиӓл
263,Kummer::N,bánat,ясы
264,Wunsch::N,óhaj,охата
265,Wunsch::N,óhaj,шанымаш
266,Lust::N,kedv,шӓр
267,Lust::N,kedv,охата
268,Lust::N,kedv,шанымаш
269,Geist::N,elme,тух
270,Geist::N,szellem,тух
271,Gedanke::N,gondolat,шанымаш
272,Gedächtnis::N,emlékezet,ӓш
273,Verstand::N,ész,ыш
274,Verstand::N,értelem,ыш
275,Sinn::N,értelem,кын
276,Grund::N,ok,вир
277,Grund::N,alap,вир
278,Wahrheit::N,igaz,тöр
279,Wahrheit::N,igazság,тöр
280,Gespräch::N,beszélgetés,хытырымаш
281,Märchen::N,mese,ямак
282,Erzählung::N,elbeszélés,шайыштмаш
283,Nachricht::N,hír,увертӓрӹмӓш
284,Nachricht::N,híradás,увертӓрӹмӓш
285,Neuigkeit::N,újság,увер
286,Name::N,név,лӹм
287,Rätsel::N,rejtvény,тышты
288,Rede::N,beszéd,шая
289,Rede::N,beszéd,шамак
290,Rede::N,szónoklat,шая
291,Rede::N,szónoklat,шамак
292,Sprache::N,nyelv,йӹлмӹ
293,Stimme::N,hang,юк
294,Wort::N,szó,шамак
295,Zeichen::N,jel,палӹ
296,Ruf::N,kiáltás,сӹгӹрӹмӓш
297,Lärm::N,zaj,юкланымащ
298,Laut::N,hang,юк
299,Ton::N,hang,юк
300,Lied::N,dal,мыры
301,Lied::N,ének,мыры
302,Ruhe::N,csend,тыр
303,Ruhe::N,nyugalom,тыр
304,Leute::N,emberek,эдемвлӓ
305,Volk::N,nép,халык
306,Arbeit::N,dolog,пӓшӓ
307,Gast::N,vendég,хына
308,Geschenk::N,ajándék,подарка
309,Spiel::N,játék,мадыш
310,Gesellschaft::N,társaság,йӓл
311,Gesellschaft::N,társaság,йӓлвлӓ
312,Hilfe::N,segítség,палшык
313,Freund::N,barát,тӓнг
314,Kamerad::N,társ,тос
315,Angelegenheit::N,ügy,дела
316,Angelegenheit::N,ügy,йела
317,Angelegenheit::N,ügy,йыла
318,Angelegenheit::N,ügy,пӓшӓ
319,Anzahl::N,szám,шот
320,Art::N,faj,цӹре
321,Art::N,fajta,цӹре
322,Stück::N,darab,лаштык
323,Teil::N,rész,пай
324,Teil::N,rész,часть
325,Hälfte::N,fél,пел
326,Kreis::N,kör,тӹртӹш
327,Kreuz::N,kereszt,крестӹ
328,Linie::N,vonal,
329,Strich::N,vonás,
330,Abstand::N,köz,ло
331,Entfernung::N,távolság,ло
332,Gegend::N,táj,вӓр
333,Gegend::N,vidék,вӓр
334,Platz::N,hely,вӓр
335,Ort::N,hely,вӓр
336,Seite::N,fél,öрдӹж
337,Seite::N,oldal,öрдӹж
338,Mitte::N,közép,ло
339,Gegenstand::N,tárgy,хӓдӹр
340,Sache::N,dolog,хӓдӹр
341,Rand::N,szél,шöр
342,Rand::N,perem,шöр
343,Rand::N,szegély,шöр
344,Kante::N,él,шöр
345,Ecke::N,sarok,лык
346,Ecke::N,szöglet,лык
347,Spitze::N,csúcs,вуй
348,Ende::N,vég,вуй
349,Ende::N,vég,мычаш
350,Loch::N,lyuk,ыраж
351,Winkel::N,szög,лык
352,Muster::N,minta,тӹрлец
353,Größe::N,nagyság,кӱкшӹц
354,Länge::N,hossz,кыт
355,Länge::N,hosszúság,кыт
356,Höhe::N,magasság,кӱкшӹц
357,Gewicht::N,súly,нелӹц
358,Menge::N,sokaság,шот
359,Menge::N,mennyiség,шот
360,Haufen::N,halom,ара
361,Reihe::N,sor,ряд
362,Boot::N,csónak,пыш
363,Ruder::N,evező,вешлӓ
364,Schlitten::N,szánkó,тир
365,Ski::N,sí,ечӹ
366,Lagerfeuer::N,tábortűz,тыл
367,Last::N,teher,нелӹц
368,Gang::N,járás,ход
369,Schritt::N,lépés,ашкыл
370,Norden::N,észak,йыдпелвел
371,Süden::N,dél,кечӹвӓлвел
372,Westen::N,nyugat,кечӹ шӹцмӹ
373,Osten::N,kelet,ирвел
374,Osten::N,kelet,кечӹ лӱлтмӹ
375,Holz::N,fa,пушӓнгӹ
376,Brett::N,deszka,ханга
377,Platte::N,lap,плитӓ
378,Platte::N,lemez,плитӓ
379,Stütze::N,támasz,цӓрӓк
380,Stütze::N,támaszték,цӓрӓк
381,Stange::N,rúd,равы
382,Stange::N,rúd,намаш
383,Stange::N,pózna,равы
384,Stange::N,pózna,намаш
385,Stock::N,pálca,панды
386,Stab::N,bot,равы
387,Rohr::N,cső,пыч
388,Haus::N,ház,пöрт
389,Heim::N,otthon,пöрт
390,Ofen::N,kályha,камака
391,Fußboden::N,padló,седӹрӓ
392,Tisch::N,asztal,стöл
393,Stuhl::N,szék,пöкен
394,Wiege::N,bölcső,шипкӓ
395,Bett::N,ágy,койка
396,Bett::N,ágy,кравать
397,Regal::N,polc,полицӓ
398,Regal::N,állvány,полицӓ
399,Kiste::N,láda,шӱ́ндӹк
400,Fenster::N,ablak,окня
401,Tür::N,ajtó,амаса
402,Tor::N,kapu,хапка
403,Zaun::N,kerítés,забор
404,Dach::N,tető,левӓш
405,Leiter::N,létra,ташкалтыш
406,Besen::N,seprű,сало
407,Besen::N,seprű,салко
408,Spaten::N,ásó,кольмы
409,Schaufel::N,lapát,лоток
410,Gabel::N,villa,ви́лка
411,Löffel::N,kanál,савала
412,Messer::N,kés,кӹзӹ
413,Nagel::N,szeg,пыда
414,Netz::N,háló,вӓпш
415,Haken::N,kampó,крӱк
416,Haken::N,kampó,кагак
417,Griff::N,nyél,кычем
418,Griff::N,fogantyú,кычем
419,Schloss::N,zár,замок
420,Schloss::N,zár,сыравач
421,Bild::N,kép,картин
422,Figur::N,alak,кӓн
423,Puppe::N,bábu,поханя
424,Beutel::N,zacskó,мешӓк
425,Bündel::N,köteg,топ
426,Bündel::N,köteg,пидӹш
427,Bündel::N,köteg,кӹлдӹш
428,Tasche::N,táska,сумкы
429,Eimer::N,vödör,ведӹрӓ
430,Deckel::N,fedő,комдыш
431,Deckel::N,fedél,комдыш
432,Geschirr::N,edény,ӓтӹ
433,Sack::N,zsák,мешӓк
434,Tasse::N,csésze,цӓшкӓ
435,Topf::N,fazék,ми́ска
436,Kessel::N,üst,пад
437,Kessel::N,bogrács,пад
438,Essen::N,evés,качкыш
439,Essen::N,evés,качкыш-йӱш
440,Essen::N,étkezés,качкыш
441,Essen::N,étkezés,качкыш-йӱш
442,Nahrung::N,ennivaló,качкыш
443,Nahrung::N,ennivaló,качкыш-йӱш
444,Speise::N,étel,няня
445,Fleisch::N,hús,пай
446,Getreide::N,gabona,киндӹ
447,Brei::N,pép,шӹрӓш
448,Brei::N,kása,шӹрӓш
449,Brot::N,kenyér,сыкыр
450,Scheibe::N,szelet,ламыт
451,Scheibe::N,szelet,лаштык
452,Fett::N,háj,кая
453,Fett::N,zsír,кая
454,Butter::N,vaj,ӱ
455,Öl::N,olaj,ӱ
456,Salz::N,só,санзал
457,Suppe::N,leves,лем
458,Honig::N,méz,мӱ
459,Milch::N,tej,шӹшер
460,Tee::N,tea,чӓй
461,Leder::N,bőr,шарга
462,Leder::N,bőr,кавашты
463,Wolle::N,gyapjú,миж
464,Stoff::N,szövet,матер
465,Stoff::N,szövet,матери
466,Nadel::N,tű,им
467,Faden::N,fonál,шӹртӹ
468,Knopf::N,gomb,полдыш
469,Knoten::N,csomó,пӱкшем
470,Farbe::N,szín,чиӓ
471,Farbe::N,szín,крӓскӓ
472,Farbe::N,festék,чиӓ
473,Farbe::N,festék,крӓскӓ
474,Kleidung::N,ruha,выргем
475,Kleidung::N,ruházat,выргем
476,Hemd::N,ing,тыгыр
477,Kragen::N,gallér,шӱ
478,Ärmel::N,ujj,шокш
479,Hose::N,gatya,ялаш
480,Hose::N,nadrág,ялаш
481,Gürtel::N,öv,ӹштӹ
482,Mütze::N,sapka,упш
483,Schuh::N,cipő,ту́фльы
484,Stiefel::N,csizma,кем
485,Ring::N,gyűrű,шӓргӓш
486,Band::N,szalag,лемтӓ
487,Kamm::N,fésű,шерге
488,Spiegel::N,tükör,тӹгӹр
489,Riemen::N,szíj,прӓжӓ
490,Schnur::N,zsinór,кӓндӹра
491,Leine::N,póráz,керем
492,Decke::N,takaró,одеял
493,Kissen::N,párna,кӹпцӹк
494,Tuch::N,kendő,савыц
495,Handtuch::N,törülköző,шӹргӹсавыц
496,Handtuch::N,törülköző,шӹргӹмсавыц
497,Kraft::N,erő,ви
498,Stärke::N,erő,ви
499,Stärke::N,erősség,ви
500,Gesundheit::N,egészség,шу
501,Gesundheit::N,egészség,шулык
502,Krankheit::N,kór,мыж
503,Krankheit::N,betegség,мыж
504,Schmerz::N,fájdalom,карштыш
505,Wunde::N,seb,шушыр
506,Fieber::N,láz,ӱштӹмыж
507,Arznei::N,orvosság,лекӓрцӹ
508,Arznei::N,gyógyszer,лекӓрцӹ
509,Brücke::N,híd,кӹвер
510,Brunnen::N,kút,вӹдсӹнзӓ
511,Weide::N,legelő,ныр
512,Pfad::N,ösvény,ялгорны
513,Weg::N,út,корны
514,Straße::N,út,корны
515,Dorf::N,falu,сола
516,Stadt::N,város,города
517,Brief::N,levél,сирмӓш
518,Buch::N,könyv,книгӓ
519,Buchstabe::N,betű,буква́
520,Zeitung::N,újság,газет
521,Zeitung::N,újság,кайзет
522,Zeitung::N,hírlap,газет
523,Zeitung::N,hírlap,кайзет
524,Leben::N,élet,житя
525,Tod::N,halál,смöрт
526,Grab::N,sír,шӹгер
527,Grab::N,sír,мыгилӓ
528,Grab::N,sír,шӹгерлӓ
529,Kirche::N,templom,церкӹ
530,Sünde::N,bűn,сулык
531,Sünde::N,vétek,сулык
532,Gott::N,isten,йымы
533,Arbeiter::N,munkás,пӓшӓзӹ
534,Chef::N,főnök,вуй
535,Meister::N,mester,мастар
536,Arzt::N,orvos,доктор
537,Lehrer::N,tanár,тымдышы
538,Lehrer::N,tanító,тымдышы
539,Geld::N,pénz,окса
540,Geschäft::N,üzlet,торге́йӹмӓш
541,Laden::N,bolt,лапка
542,Laden::N,bolt,магазин
543,Preis::N,ár,ӓк
544,Ware::N,áru,товар
545,Nutzen::N,haszon,пайда
546,Reichtum::N,gazdagság,перке
547,Welt::N,világ,сӓндӓлӹк
548,Welt::N,világ,свет
549,Land::N,ország,сӓндӓлӹк
550,Staat::N,állam,кугижӓншӹ
551,König::N,király,король
552,Macht::N,hatalom,власть
553,Grenze::N,határ,пӹсмӓн
554,Krieg::N,háború,вырсы
555,Feind::N,ellenség,тышман
556,Gewalt::N,erőszak,ви
557,Kampf::N,harc,кредӓлмӓш
558,Bogen[Waffe]::N,íj,янгеж
559,Pfeil::N,nyíl,пикш
560,Gewehr::N,puska,пичӓл
561,Gewehr::N,fegyver,пичӓл
562,Fehler::N,hiba,самынь
563,Lüge::N,hazugság,шая
564,Schaden::N,kár,вре́дӓ
565,Unglück::N,csapás,пёда
566,Unglück::N,csapás,тымаша
567,Unglück::N,balszerencse,пёда
568,Unglück::N,balszerencse,тымаша
569,Schuld::N,bűn,вуйнамат
570,Alter::N,kor,иӓш
571,Alter::N,kor,игечӹ
572,Schluss::N,vég,пӹтӓртӹш
573,Schluss::N,befejezés,пӹтӓртӹш
574,Zeit::N,idő,веремӓ
575,Tag::N,nap,кечӹ
576,Morgen::N,reggel,ир
577,Morgen::N,reggel,ирок
578,Mittag::N,dél,кечӹвӓл
579,Abend::N,este,вады
580,Nacht::N,éj,йыд
581,Nacht::N,éjszaka,йыд
582,Woche::N,hét,ӓрня
583,Monat::N,hó,тӹ́лзӹ
584,Monat::N,hónap,тӹ́лзӹ
585,Jahr::N,év,год
586,Frühling::N,tavasz,шошым
587,Sommer::N,nyár,кӓнгӹж
588,Herbst::N,ősz,шӹжӹ
589,Winter::N,tél,тел
590,Winter::N,tél,телӹ
591,Januar::N,január,январ
592,Januar::N,január,январь
593,Februar::N,február,февраль
594,März::N,március,март
595,April::N,április,апрель
596,Mai::N,május,май
597,Juni::N,június,июнь
598,Juli::N,július,июль
599,August::N,augusztus,август
600,September::N,szeptember,сентябрь
601,Oktober::N,október,октябрь
602,November::N,november,ноябрь
603,Dezember::N,december,декавыр
604,Montag::N,hétfő,шачмы
605,Dienstag::N,kedd,кышкыжмы
606,Mittwoch::N,szerda,вӹрчегӹ
607,Donnerstag::N,csütörtök,изӓрня
608,Freitag::N,péntek,когарня
609,Samstag::N,szombat,кукшыгечӹ
610,Sonntag::N,vasárnap,рушӓрня
611,groß::A,nagy,кого
612,klein::A,pici,изи
613,klein::A,kicsi,изи
614,lang::A,hosszú,кужы
615,kurz::A,rövid,кӹтӹк
616,breit::A,széles,кымда
617,schmal::A,keskeny,ӓнгӹсӹр
618,dicht::A,sűrű,шӹре
619,dick[Gegenstand]::A,vastag,кӹжгӹ
620,dünn::A,vékony,вӹцкӹж
621,fein::A,vékony,пыльга
622,fest::A,szilárd,цаткыды
623,flach::A,sík,тӓлякӓ
624,flach::A,lapos,тӓлякӓ
625,glatt::A,sima,ягылгы
626,hart::A,kemény,пингӹдӹ
627,weich::A,puha,пышкыды
628,rund::A,kerek,тӹртӹш
629,spitz::A,hegyes,кашар
630,scharf::A,éles,кашар
631,stumpf::A,tompa,нӹшкӹ
632,stumpf::A,életlen,нӹшкӹ
633,schwer::A,nehéz,нелӹ
634,schwer::A,súlyos,нелӹ
635,schön::A,szép,цевер
636,schön::A,szép,олмыдшы
637,heiß::A,forró,шокшы
638,warm::A,meleg,шокшы
639,kalt::A,hideg,ӱштӹ
640,kühl::A,hűs,юалгы
641,kühl::A,hűs,йонгата
642,kühl::A,hűvös,юалгы
643,kühl::A,hűvös,йонгата
644,frisch::A,üde,йонгата
645,frisch::A,friss,йонгата
646,feucht::A,nedves,ӹлӹкшӹ
647,feucht::A,nedves,вӹдӹжгӹ
648,nass::A,vizes,начкы
649,trocken::A,száraz,кукшы
650,voll::A,telt,темшӹ
651,voll::A,telt,темыман
652,leer::A,üres,йӓрӓ
653,offen::A,nyílt,виш
654,offen::A,nyitott,виш
655,geschlossen::A,zárt,чӱчмӹ
656,geschlossen::A,zárt,тӹкӹлӓлтшӹ
657,geschlossen::A,csukott,чӱчмӹ
658,geschlossen::A,csukott,тӹкӹлӓлтшӹ
659,sauber::A,tiszta,ире
660,schmutzig::A,piszkos,шоран
661,schmutzig::A,piszkos,лявӹрӓн
662,schmutzig::A,piszkos,шорангшы
663,schmutzig::A,szennyes,шоран
664,schmutzig::A,szennyes,лявӹрӓн
665,schmutzig::A,szennyes,шорангшы
666,roh::A,nyers,пеле кӱшӹ
667,reif::A,érett,кӱшӹ
668,lecker::A,finom,тотан
669,süß::A,édes,мӱӓн
670,bitter::A,keserű,качы
671,sauer::A,savanyú,шапы
672,hell::A,világos,соты
673,hell::A,világos,валгыды
674,dunkel::A,sötét,пӹц
675,dunkel::A,sötét,пӹцкемӹш
676,schwarz::A,fekete,шим
677,weiß::A,fehér,ош
678,weiß::A,fehér,ошы
679,rot::A,vörös,якшаргы
680,gelb::A,sárga,сар
681,gelb::A,sárga,сары
682,blau::A,kék,симсӹ
683,grün::A,zöld,ыжар
684,grau::A,ősz,луды
685,grau::A,szürke,луды
686,bunt::A,tarka,ала
687,bunt::A,színes,ала
688,billig::A,olcsó,шулдаш
689,teuer::A,drága,шергӹ
690,teuer::A,drága,шергӓкӓн
691,wertvoll::A,értékes,ӓкӓн
692,blind::A,vak,слöпöй
693,blind::A,vak,сльöпöй
694,taub::A,süket,тӱтӱк
695,kräftig::A,erős,виӓн
696,stark::A,erős,виӓн
697,schwach::A,gyenge,шава
698,schwach::A,gyenge,лӹпкӓ
699,schwach::A,gyenge,слабка
700,schwach::A,erőtlen,шава
701,schwach::A,erőtlen,лӹпкӓ
702,schwach::A,erőtlen,слабка
703,fett::A,hájas,таза
704,schlank::A,karcsú,яштака
705,hübsch::A,csinos,сӹлнӹ
706,hübsch::A,csinos,олмыдшы
707,böse::A,rossz,шӹдӓн
708,böse::A,gonosz,шӹдӓн
709,dumm::A,buta,окмак
710,dumm::A,ostoba,окмак
711,faul::A,lusta,ялахай
712,fleißig::A,szorgalmas,пӓшам яратышы
713,geizig::A,fukar,шык
714,geizig::A,fösvény,шык
715,klug::A,okos,ышан
716,klug::A,eszes,ышан
717,geschickt::A,ügyes,мастар
718,lieb::A,drága,тыри
719,lieb::A,kedves,тыри
720,lustig::A,víg,мындыр
721,lustig::A,víg,сусу
722,lustig::A,vidám,мындыр
723,lustig::A,vidám,сусу
724,sanft::A,enyhe,йӹвӹжӓ
725,hungrig::A,éhes,шужышы
726,krank::A,beteg,церлӹ
727,krank::A,beteg,хворой
728,nackt::A,csupasz,цӓрӓ
729,nackt::A,meztelen,цӓрӓ
730,traurig::A,bús,сы́лыкан
731,traurig::A,bús,кымы́лдымы
732,traurig::A,szomorú,сы́лыкан
733,traurig::A,szomorú,кымы́лдымы
734,lebendig::A,élő,живой
735,gut::A,jó,яжо
736,schlecht::A,rossz,уда
737,schlecht::A,rossz,худа
738,richtig::A,helyes,вургамла
739,schlimm::A,rossz,йӹрнык
740,wahr::A,igaz,настоящий
741,wahr::A,igaz,настояшый
742,alt::A,ó,шонгы
743,alt::A,régi,шонгы
744,neu::A,új,у
745,ehemalig::A,volt,тошты
746,ehemalig::A,egykori,тошты
747,alt[Lebewesen]::A,öreg,ӹлалшӹ
748,jung::A,fiatal,нöргӹ
749,jung::A,fiatal,молода
750,arm::A,szegény,укеӓн
751,reich::A,gazdag,паян
752,reich::A,gazdag,пурлыкан
753,bekannt::A,ismert,палӹмӹ
754,bekannt::A,ismeretes,палӹмӹ
755,berühmt::A,híres,лӹмлы
756,fremd::A,idegen,эдемӹн
757,verschieden::A,különböző,тӹрлӹ
758,nah::A,közeli,лишӹл
759,fern::A,távoli,мӹндӹр
760,linker::A,bal,шалахай
761,rechter::A,jobb,вургамла
762,anderer::A,más,вес
763,anderer::A,más,весӹ
764,anderer::A,másik,вес
765,anderer::A,másik,весӹ
766,erster::A,első,икшӹ
767,erster::A,első,икӹмшӹ
768,zweiter::A,második,кокшы
769,dritter::A,harmadik,кымшы
770,letzter::A,utolsó,остатка
771,allein::ADV,egyedül,иктӹ
