,Concept_ID,sv,ps
59,Träne::N,tår,اوښکه
60,Geschmack::N,smak,مزه
61,Geschmack::N,smak,خوند
62,Geruch::N,lukt,بوی
63,Schlaf::N,sömn,خوب
64,Traum::N,dröm,خوب
65,Himmel::N,himmel,اسمان
66,Sonne::N,sol,لمر
67,Mond::N,måne,سپوږمۍ
68,Stern::N,stjärna,ستوری
69,Luft::N,luft,هوا
70,Wind::N,vind,ورښ
71,Welle::N,våg,موج
72,Welle::N,bölja,موج
73,Wasser::N,vatten,اوبه
74,Stein::N,sten,ډبره
75,Boden::N,mark,مځکه
76,Erde::N,jord,خاوره
77,Staub::N,damm,ګرد
78,Staub::N,damm,خاوره
79,Rauch::N,rök,دود
80,Rauch::N,rök,لوګی
81,Funke::N,gnista,سپرغۍ
82,Feuer::N,eld,اور
83,Licht::N,ljus,رڼا
84,Schatten::N,skugga,سیوری
85,Wetter::N,väder,هوا
86,Nebel::N,dimma,لړه
87,Nebel::N,töcken,لړه
88,Wolke::N,sky,ورېځ
89,Wolke::N,moln,ورېځ
90,Regen::N,regn,وریا
91,Regen::N,regn,باران
92,Schnee::N,snö,واوره
93,Eis::N,is,یخ
94,Eis::N,is,کنګل
95,Frost::N,frost,یخ
96,Kälte::N,köld,ساړه
97,Hitze::N,hetta,تودوخي
98,Raureif::N,rimfrost,سپینه پرخه
99,Regenbogen::N,regnbåge,بوډۍ ټال
100,Regenbogen::N,regnbåge,سره زرغونه
101,Donner::N,åska,تالنده
102,Donner::N,dunder,تالنده
103,Strömung::N,strömning,بهېدنه
104,Tropfen::N,dropper,قطره
105,Tropfen::N,dropper,څاڅکی
106,Schaum::N,skum,ځګ
107,Schmutz::N,lort,ناپاکي
108,Schmutz::N,smuts,ناپاکي
109,See::N,sjö,جهیل
110,Sumpf::N,träsk,جبه
111,Moor::N,myr,جبه
112,Moor::N,mosse,جبه
113,Wiese::N,äng,چمن
114,Wiese::N,äng,شنېلی
115,Wald::N,skog,ځنګل
116,Hügel::N,höjd,تپه
117,Hügel::N,kulle,تپه
118,Anhöhe::N,höjd,غونډۍ
119,Anhöhe::N,backe,غونډۍ
120,Berg::N,berg,غ‍‍‍‍‍ر
121,Berg::N,fjäll,غ‍‍‍‍‍ر
122,Gipfel::N,topp,څوکه
123,Höhle::N,håla,کاز
124,Höhle::N,grotta,کاز
125,Abhang::N,slänt,لمن
126,Abhang::N,sluttning,لمن
127,Quelle::N,källa,چینه
128,Bach::N,bäck,واله
129,Fluss::N,älv,سیند
130,Fluss::N,flod,سیند
131,Ufer::N,strand,غاړه
132,Küste::N,kust,ساحل
133,Festland::N,fastland,وچه
134,Meer::N,hav,بحر
135,Meer::N,hav,سمندر
136,Bucht::N,vik,کارۍ
137,Bucht::N,bukt,کارۍ
138,Insel::N,ö,ټاپو
139,Insel::N,ö,جزيره
140,Blume::N,blomma,ګل
141,Blume::N,blomster,ګل
142,Gras::N,gräs,واښه
143,Wurzel::N,rot,ریښه
144,Baum::N,träd,ونه
145,Stamm::N,stam,ډډ
146,Rinde::N,bark,پوستکی
147,Ast::N,gren,ښاخ
148,Zweig::N,kvist,څانګه
149,Blatt::N,löv,پاڼه
150,Blatt::N,blad,پاڼه
151,Birke::N,björk,توس
152,Kiefer[Baum]::N,tall,نښتر
153,Weide[Baum]::N,pil,وله
154,Weide[Baum]::N,vide,وله
155,Tanne::N,gran,ناجو
156,Horn::N,horn,ښکر
157,Feder::N,fjäder,بڼکه
158,Fell::N,fäll,پوستکی
159,Fell::N,skinn,پوستکی
160,Flügel::N,vinge,وزر
161,Klaue::N,klöv,پنجه
162,Klaue::N,klöv,منګول
163,Kralle::N,klo,پنجه
164,Kralle::N,klo,منګول
165,Schwanz::N,svans,لکۍ
166,Schwanz::N,stjärt,لکۍ
167,Ei::N,ägg,وۍ
168,Ei::N,ägg,هګۍ
169,Nest::N,rede,جاله
170,Nest::N,näste,جاله
171,Bau::N,bo,کاز
172,Tier::N,djur,ژوی
173,Tier::N,djur,حیوان
174,Herde::N,flock,رمه
175,Herde::N,flock,غېله
176,Kuh::N,ko,غوا
177,Bulle::N,tjur,غوئی
178,Pferd::N,häst,آس
179,Schaf::N,får,پسه
180,Schwein::N,svin,سرکوزی
181,Hund::N,hund,سپی
182,Katze::N,katt,پشه
183,Bär::N,björn,خرس
184,Eichhörnchen::N,ekorre,خړ لمی
185,Elch::N,älg,ګوزن
186,Fuchs::N,räv,سپلم
187,Hase::N,hare,سوی
188,Maus::N,mus,مږک
189,Wolf::N,varg,لېوه
190,Vogel::N,fågel,مرغه
191,Schwarm::N,svärm,سېل
192,Huhn::N,höns,چرګه
193,Hahn::N,tupp,چرګ
194,Gans::N,gås,بته
195,Adler::N,örn,عقاب
196,Ente::N,anka,ایلۍ
197,Eule::N,uggla,ګونګی
198,Kranich::N,trana,کلنګ
199,Krähe::N,kråka,کارغه
200,Kuckuck::N,gök,فاخته
201,Schwan::N,svan,قو
202,Fisch::N,fisk,کب
203,Fisch::N,fisk,ماهی
204,Barsch::N,abborre,
205,Hecht::N,gädda,
206,Schlange[Tier]::N,orm,مار
207,Wurm::N,mask,چینجی
208,Spinne::N,spindel,غڼه
209,Spinne::N,spindel,تارکښ
210,Ameise::N,myra,مېږی
211,Laus::N,lus,سپږه
212,Mücke::N,mygga,ماشی
213,Fliege::N,fluga,مچ
214,Schmetterling::N,fjäril,پتنګ
215,Beere::N,bär,مېوۍ
216,Apfel::N,äpple,مڼه
217,Pilz::N,svamp,خرېړی
218,Zwiebel::N,lök,پیاز
219,Saat::N,sådd,تخم
220,Korn::N,korn,تخم
221,Korn::N,korn,دانه
222,Heu::N,hö,بوس
223,Heu::N,hö,پروړه
224,Schale::N,skal,پوستکی
225,Grube::N,grop,کنده
226,Falle::N,fälla,دام
227,Falle::N,fälla,لومه
228,Schlinge::N,snara,کړۍ
229,Spur::N,spår,نښه
230,Asche::N,aska,آس
231,Asche::N,aska,ایره
232,Dreck::N,lort,ناپاکي
233,Eisen::N,järn,اوسپنه
234,Gold::N,guld,سره زر
235,Silber::N,silver,نقره
236,Silber::N,silver,سپین زر
237,Kohle::N,kol,سکور
238,Kohle::N,kol,سکاره
239,Glas::N,glas,ښيښه
240,Lehm::N,lera,خټه
241,Sand::N,sand,شګه
242,Mensch::N,människa,انسان
243,Mann::N,man,سړی
244,Mann::N,man,نارینه
245,Frau::N,kvinna,ښځه
246,Kind::N,barn,بچی
247,Kind::N,barn,ماشوم
248,Junge::N,pojke,هلک
249,Mädchen::N,flicka,نجلۍ
250,Familie::N,familj,کورنۍ
251,Großvater::N,morfar,بابا
252,Großmutter::N,farmor,انا
253,Eltern::N,föräldrar,مور او پلار
254,Vater::N,far,پلار
255,Mutter::N,mor,مور
256,Sohn::N,son,زوی
257,Tochter::N,dotter,لور
258,Bruder::N,bror,ورور
259,Schwester::N,syster,خور
260,Onkel::N,morbror,تره
261,Onkel::N,morbror,ماما
262,Tante::N,tant,خاله
263,Ehemann::N,äkta man,مېړه
264,Ehefrau::N,hustru,مېرمن
265,Freude::N,fröjd,خوشحالي
266,Freude::N,glädje,خوشحالي
267,Gelächter::N,åtlöje,خندا
268,Glück::N,lycka,بخت
269,Kummer::N,sorg,غم
270,Wunsch::N,önskan,هيله
271,Wunsch::N,önskan,غوښتنه
272,Lust::N,lust,شوق
273,Lust::N,lust,مینه
274,Geist::N,ande,روح
275,Gedanke::N,tanke,فکر
276,Gedächtnis::N,minne,یاد
277,Gedächtnis::N,minne,حافظه
278,Verstand::N,förstånd,عقل
279,Verstand::N,förstånd,شعور
280,Sinn::N,mening,معنی
281,Sinn::N,betydelse,معنی
282,Grund::N,skäl,علت
283,Grund::N,skäl,اساس
284,Grund::N,grund,علت
285,Grund::N,grund,اساس
286,Wahrheit::N,sanning,حقیقت
287,Gespräch::N,samtal,مرکه
288,Gespräch::N,samtal,خبرې اترې
289,Märchen::N,saga,افسانه
290,Erzählung::N,berättelse,قصه
291,Erzählung::N,berättelse,کیسه
292,Nachricht::N,meddelande,خبر
293,Neuigkeit::N,nyhet,نوی خبر
294,Name::N,namn,نوم
295,Rätsel::N,gåta,کیسۍ
296,Rätsel::N,gåta,چیستان
297,Rede::N,tal,وینا
298,Sprache::N,språk,ژبه
299,Stimme::N,stämma,غږ
300,Stimme::N,stämma,اواز
301,Wort::N,ord,لغت
302,Wort::N,ord,کلمه
303,Zeichen::N,tecken,نښه
304,Zeichen::N,tecken,اشاره
305,Ruf::N,rop,ږغ
306,Ruf::N,rop,بلنه
307,Lärm::N,bråk,غالمغال
308,Lärm::N,oväsen,غالمغال
309,Laut::N,ljud,ږغ
310,Ton::N,ton,اواز
311,Lied::N,sång,غزله
312,Lied::N,sång,سندره
313,Ruhe::N,ro,ارامي
314,Ruhe::N,lugn,ارامي
315,Leute::N,folk,خلک
316,Volk::N,folk,ولس
317,Arbeit::N,arbete,کار
318,Gast::N,gäst,مېلمه
319,Geschenk::N,gåva,تحفه
320,Geschenk::N,gåva,سوغات
321,Geschenk::N,present,تحفه
322,Geschenk::N,present,سوغات
323,Spiel::N,lek,لوبه
324,Spiel::N,spel,لوبه
325,Gesellschaft::N,sällskap,ډله
326,Hilfe::N,hjälp,کومک
327,Hilfe::N,hjälp,مرسته
328,Freund::N,vän,ملګری
329,Kamerad::N,kamrat,انډيوال
330,Angelegenheit::N,ärende,موضوع
331,Angelegenheit::N,angelägenhet,موضوع
332,Anzahl::N,antal,شمېر
333,Anzahl::N,antal,تعداد
334,Art::N,art,ډول
335,Art::N,slag,ډول
336,Stück::N,stycke,ټوټه
337,Teil::N,del,برخه
338,Hälfte::N,halva,نیم
339,Kreis::N,krets,دایره
340,Kreis::N,cirkel,دایره
341,Kreuz::N,kors,صلیب
342,Kreuz::N,kryss,صلیب
343,Linie::N,linje,خط
344,Linie::N,linje,لیکه
345,Strich::N,streck,کرښه
346,Abstand::N,avstånd,فاصله
347,Entfernung::N,avstånd,واټن
348,Gegend::N,trakt,سیمه
349,Gegend::N,trakt,منطقه
350,Platz::N,plats,ځای
351,Ort::N,plats,ځای
352,Ort::N,ställe,ځای
353,Seite::N,sida,مخ
354,Seite::N,sida,اړخ
355,Mitte::N,mitt,وسط
356,Mitte::N,mitt,مینځ
357,Gegenstand::N,föremål,شی
358,Sache::N,sak,شی
359,Sache::N,sak,څيز
360,Rand::N,rand,څنډه
361,Rand::N,rand,کناره
362,Kante::N,kant,اړخ
363,Ecke::N,vrå,ګوټ
364,Ecke::N,hörn,ګوټ
365,Spitze::N,spets,څوکه
366,Ende::N,ända,څوکه
367,Loch::N,hål,سوری
368,Winkel::N,vinkel,کنج
369,Winkel::N,vinkel,کوتی
370,Muster::N,mönster,نمونه
371,Größe::N,storlek,قد
372,Größe::N,storlek,لويوالی
373,Länge::N,längd,طول
374,Länge::N,längd,اوږد والی
375,Höhe::N,höjd,جګوالی
376,Gewicht::N,tyngd,وزن
377,Menge::N,mängd,اندازه
378,Haufen::N,hög,کوټه
379,Reihe::N,rad,صف
380,Reihe::N,rad,کتار
381,Boot::N,båt,قايق
382,Ruder::N,åra,چپه
383,Schlitten::N,släde,ښویېدونی
384,Ski::N,skida,سکي
385,Lagerfeuer::N,lägereld,اور
386,Last::N,last,بار
387,Last::N,last,پېټی
388,Last::N,börda,بار
389,Last::N,börda,پېټی
390,Gang::N,gång,تګ
391,Schritt::N,steg,ګام
392,Norden::N,norr,شمال
393,Süden::N,söder,سوېل
394,Westen::N,väster,لوېدېځ
395,Osten::N,öster,شرق
396,Osten::N,öster,ختیځ
397,Holz::N,trä,لرګی
398,Brett::N,bräda,تخته
399,Platte::N,platta,تخته
400,Stütze::N,stöd,تکیوان
401,Stütze::N,stötta,تکیوان
402,Stange::N,stång,ډاګه
403,Stock::N,käpp,لرګی
404,Stock::N,pinne,لرګی
405,Stab::N,stav,چيخله
406,Rohr::N,rör,نل
407,Haus::N,hus,کور
408,Heim::N,hem,کور
409,Ofen::N,ugn,تودنۍ
410,Fußboden::N,golv,غولی
411,Tisch::N,bord,مېز
412,Stuhl::N,stol,چوکۍ
413,Wiege::N,vagga,زانګو
414,Bett::N,säng,کټ
415,Bett::N,säng,چپرکټ
416,Regal::N,hylla,تاخچۍ
417,Kiste::N,låda,صندوق
418,Fenster::N,fönster,کړکۍ
419,Tür::N,dörr,دروازه
420,Tor::N,port,دروازه
421,Zaun::N,staket,کټاره
422,Zaun::N,stängsel,کټاره
423,Dach::N,tak,بام
424,Leiter::N,stege,زينه
425,Besen::N,kvast,جارو
426,Spaten::N,spade,یوم
427,Schaufel::N,skovel,بېلچه
428,Schaufel::N,skyffel,بېلچه
429,Gabel::N,gaffel,پنجه
430,Löffel::N,sked,کاشوغه
431,Messer::N,kniv,چاقو
432,Nagel::N,spik,ميخ
433,Netz::N,nät,جال
434,Haken::N,krok,څنګک
435,Griff::N,tag,لاستی
436,Griff::N,handtag,لاستی
437,Schloss::N,las,کلپ
438,Bild::N,bild,رسم
439,Figur::N,figur,قدوقامت
440,Puppe::N,docka,ګوډۍ
441,Beutel::N,påse,کڅوړه
442,Bündel::N,bunt,دسته
443,Bündel::N,knippa,دسته
444,Tasche::N,väska,بکس
445,Tasche::N,väska,توبره
446,Eimer::N,hink,سطل
447,Eimer::N,ämbar,سطل
448,Deckel::N,lock,سرپوښ
449,Geschirr::N,servis,لوښی
450,Geschirr::N,porslin,لوښی
451,Sack::N,säck,جوال
452,Tasse::N,kopp,پیاله
453,Topf::N,gryta,دېګی
454,Topf::N,kastrull,دېګی
455,Kessel::N,kittel,دېګ
456,Essen::N,mål,خوراک
457,Nahrung::N,näring,خوراک
458,Speise::N,maträtt,خواړه
459,Fleisch::N,kött,غوښه
460,Getreide::N,säd,غله
461,Getreide::N,spannmål,غله
462,Brei::N,gröt,اوګره
463,Brot::N,bröd,ډوډۍ
464,Scheibe::N,skiva,مړۍ
465,Fett::N,fett,غوړي
466,Butter::N,smör,کوچ
467,Öl::N,olja,تېل
468,Salz::N,salt,مالګه
469,Suppe::N,soppa,شوربا
470,Honig::N,honung,شات
471,Milch::N,mjölk,شوده
472,Tee::N,te,چای
473,Leder::N,läder,څرمن
474,Wolle::N,ull,پشم
475,Wolle::N,ylle,پشم
476,Stoff::N,tyg,ټوټه
477,Stoff::N,stoff,ټوټه
478,Nadel::N,nål,ستن
479,Faden::N,tråd,تار
480,Knopf::N,knapp,تڼۍ
481,Knopf::N,knapp,تکمه
482,Knoten::N,knut,غوټه
483,Farbe::N,färg,رنګ
484,Kleidung::N,klädsel,کالي
485,Hemd::N,skjorta,کميس
486,Kragen::N,krage,غاړه
487,Ärmel::N,ärm,لستوڼی
488,Hose::N,byxor,پطلون
489,Gürtel::N,bälte,کمربند
490,Mütze::N,mössa,خولۍ
491,Schuh::N,sko,بوټ
492,Stiefel::N,stövel,موزه
493,Ring::N,ring,ګوته
494,Band::N,band,فيته
495,Kamm::N,kam,ګمنځ
496,Spiegel::N,spegel,ایینه
497,Spiegel::N,spegel,هنداره
498,Riemen::N,rem,تسمه
499,Schnur::N,snöre,مزی
500,Leine::N,lina,رسۍ
501,Decke::N,täcke,بړستن
502,Kissen::N,dyna,بالښت
503,Kissen::N,kudde,بالښت
504,Tuch::N,sjal,ټیکری
505,Handtuch::N,handduk,دسمال
506,Kraft::N,kraft,زور
507,Kraft::N,kraft,توان
508,Stärke::N,styrka,قوت
509,Gesundheit::N,hälsa,صحت
510,Gesundheit::N,hälsa,روغتیا
511,Krankheit::N,sjukdom,مرض
512,Krankheit::N,sjukdom,ناروغي
513,Schmerz::N,smärta,درد
514,Wunde::N,sår,ټپ
515,Wunde::N,sår,زخم
516,Fieber::N,feber,تبه
517,Arznei::N,medicin,دوا
518,Arznei::N,medicin,دارو
519,Arznei::N,läkemedel,دوا
520,Arznei::N,läkemedel,دارو
521,Brücke::N,bro,پول
522,Brunnen::N,brunn,څاه
523,Brunnen::N,brunn,کوهی
524,Weide::N,bete,وله
525,Pfad::N,stig,تړه
526,Weg::N,väg,لیار
527,Straße::N,gata,سړک
528,Dorf::N,by,کلی
529,Stadt::N,stad,ښار
530,Brief::N,brev,لیک
531,Brief::N,brev,مکتوب
532,Buch::N,bok,کتاب
533,Buchstabe::N,bokstav,حرف
534,Buchstabe::N,bokstav,توری
535,Zeitung::N,tidning,اخبار
536,Leben::N,liv,ژوند
537,Tod::N,död,مرګ
538,Tod::N,död,مړینه
539,Grab::N,grav,قبر
540,Grab::N,grav,ډورۍ
541,Kirche::N,kyrka,کلیسا
542,Sünde::N,synd,ګناه
543,Gott::N,gud,خدای
544,Arbeiter::N,arbetare,کاریګر
545,Chef::N,chef,آمر
546,Meister::N,mästare,استاد
547,Arzt::N,läkare,طبیب
548,Arzt::N,läkare,ډاکټر
549,Lehrer::N,lärare,معلم
550,Lehrer::N,lärare,ښوونکی
551,Geld::N,pengar,پیسې
552,Geschäft::N,rörelse,سوداګري
553,Laden::N,affär,دکان
554,Laden::N,affär,مغازه
555,Preis::N,pris,بیه
556,Ware::N,vara,مال
557,Nutzen::N,gagn,ګټه
558,Nutzen::N,nytta,ګټه
559,Reichtum::N,rikedom,شتمني
560,Welt::N,värld,نړۍ
561,Welt::N,värld,دنیا
562,Land::N,land,هېواد
563,Staat::N,stat,دولت
564,König::N,kung,باچا
565,König::N,kung,پادشاه
566,König::N,konung,باچا
567,König::N,konung,پادشاه
568,Macht::N,makt,قدرت
569,Grenze::N,gräns,حد
570,Grenze::N,gräns,سرحد
571,Krieg::N,krig,جګړه
572,Feind::N,fiende,دښمن
573,Gewalt::N,våld,زور
574,Gewalt::N,våld,تشدد
575,Kampf::N,kamp,جنګ
576,Kampf::N,kamp,مبارزه
577,Kampf::N,strid,جنګ
578,Kampf::N,strid,مبارزه
579,Bogen[Waffe]::N,båge,لیندۍ
580,Pfeil::N,pil,غشی
581,Gewehr::N,gevär,ټوپک
582,Fehler::N,fel,خطا
583,Fehler::N,fel,غلطي
584,Lüge::N,lögn,دروغ
585,Schaden::N,skada,زیان
586,Schaden::N,skada,تاوان
587,Unglück::N,otur,بدبختي
588,Unglück::N,olycka,بدبختي
589,Schuld::N,skuld,ګناه
590,Alter::N,ålder,منګ
591,Schluss::N,slut,اخر
592,Zeit::N,tid,وخت
593,Tag::N,dag,ورځ
594,Morgen::N,morgon,سبا
595,Morgen::N,morgon,سهار
596,Mittag::N,middag,غرمه
597,Abend::N,kväll,ماښام
598,Nacht::N,natt,شپه
599,Woche::N,vecka,اونۍ
600,Monat::N,månad,مياشت
601,Jahr::N,år,کال
602,Frühling::N,vår,پسرلی
603,Sommer::N,sommar,دوبی
604,Herbst::N,höst,منی
605,Herbst::N,höst,خزان
606,Winter::N,vinter,ژمی
607,Januar::N,januari,جنوري
608,Februar::N,februari,فبروري
609,März::N,mars,مارچ
610,April::N,april,اپریل
611,Mai::N,maj,مې
612,Juni::N,juni,جون
613,Juli::N,juli,جولای
614,August::N,augusti,اګست
615,September::N,september,سپټامبر
616,Oktober::N,oktober,اکتوبر
617,November::N,november,نومبر
618,Dezember::N,december,دسمبر
619,Montag::N,måndag,دوشنبه
620,Dienstag::N,tisdag,سه شنبه
621,Mittwoch::N,onsdag,چارشنبه
622,Donnerstag::N,torsdag,پنجشنبه
623,Freitag::N,fredag,جمعه
624,Samstag::N,lördag,خالي
625,Sonntag::N,söndag,یکشنبه
626,groß::A,stor,لوی
627,klein::A,liten,وړوکی
628,lang::A,lång,اوړد
629,kurz::A,kort,لنډ
630,breit::A,bred,پراخه
631,schmal::A,smal,تنګ
632,dicht::A,tät,ګڼ
633,dick[Gegenstand]::A,tjock,پنډ
634,dünn::A,tunn,نری
635,fein::A,fin,نازک
636,fest::A,fast,کلک
637,fest::A,fast,ټینګ
638,flach::A,platt,هوار
639,glatt::A,glatt,ښوی
640,hart::A,hård,کلک
641,weich::A,mjuk,نرم
642,weich::A,mjuk,پوست
643,rund::A,rund,ګرد
644,spitz::A,toppig,تېره
645,spitz::A,spetsig,تېره
646,scharf::A,vass,تېز
647,scharf::A,vass,تېره
648,scharf::A,skarp,تېز
649,scharf::A,skarp,تېره
650,stumpf::A,slö,پڅ
651,schwer::A,tung,دروند
652,schön::A,skön,ښکلی
653,schön::A,vacker,ښکلی
654,heiß::A,het,تود
655,warm::A,varm,تود
656,kalt::A,kall,ېخ
657,kalt::A,kall,سوړ
658,kühl::A,sval,ېخ
659,kühl::A,sval,سوړ
660,kühl::A,kylig,ېخ
661,kühl::A,kylig,سوړ
662,frisch::A,färsk,تازه
663,feucht::A,fuktig,مرطوب
664,nass::A,våt,لوند
665,trocken::A,torr,وچ
666,voll::A,full,ډک
667,leer::A,tom,خالی
668,offen::A,öppen,خلاص
669,offen::A,öppen,پرانیستی
670,geschlossen::A,stängd,تړلی
671,sauber::A,ren,پاک
672,schmutzig::A,snuskig,چټل
673,roh::A,rå,خام
674,reif::A,mogen,پوخ
675,reif::A,mogen,رسېدلی
676,lecker::A,läcker,خوندور
677,lecker::A,läcker,مزه دار
678,süß::A,söt,خوږ
679,süß::A,söt,شیرین
680,bitter::A,besk,تریخ
681,bitter::A,bitter,تریخ
682,sauer::A,sur,ټاک
683,sauer::A,sur,تريو
684,hell::A,ljus,روڼ
685,hell::A,ljus,روښان
686,dunkel::A,mörk,تیاره
687,schwarz::A,svart,تور
688,weiß::A,vit,سپين
689,rot::A,röd,سور
690,gelb::A,gul,زېړ
691,blau::A,blå,شین
692,blau::A,blå,اسماني رنګه
693,grün::A,grön,زرغون
694,grau::A,grå,خړ
695,bunt::A,brokig,رنګارنګ
696,billig::A,billig,ارزان
697,teuer::A,dyr,ګران
698,wertvoll::A,värdefull,قیمتي
699,blind::A,blind,ړوند
700,taub::A,döv,کوڼ
701,kräftig::A,kraftig,قوی
702,stark::A,stark,قوی
703,stark::A,stark,تکړه
704,schwach::A,svag,ضعیف
705,schwach::A,svag,کمزوری
706,fett::A,fet,چاغ
707,schlank::A,slank,خوش اندام
708,hübsch::A,snygg,ښکلی
709,hübsch::A,snygg,ښایسته
710,hübsch::A,vacker,ښکلی
711,hübsch::A,vacker,ښایسته
712,böse::A,ond,شریر
713,böse::A,ond,قهرناک
714,böse::A,elak,شریر
715,böse::A,elak,قهرناک
716,dumm::A,dum,احمق
717,faul::A,lat,لټ
718,faul::A,lat,تنبل
719,fleißig::A,flitig,زحمت کښ
720,geizig::A,snål,بخیل
721,geizig::A,girig,بخیل
722,klug::A,klok,عاقل
723,klug::A,klok,هوښیار
724,geschickt::A,händig,ماهر
725,geschickt::A,skicklig,ماهر
726,lieb::A,kär,عزیز
727,lieb::A,kär,محبوب
728,lieb::A,snäll,عزیز
729,lieb::A,snäll,محبوب
730,lustig::A,rolig,خوشحال
731,lustig::A,lustig,خوشحال
732,sanft::A,mild,پوست
733,sanft::A,mild,ملایم
734,hungrig::A,hungrig,وږی
735,krank::A,sjuk,مريض
736,krank::A,sjuk,ناروغ
737,nackt::A,naken,لوڅ
738,traurig::A,ledsen,غمجن
739,traurig::A,sorgsen,غمجن
740,lebendig::A,levande,ژوندی
741,gut::A,bra,ښه
742,schlecht::A,dålig,بد
743,schlecht::A,dålig,خراب
744,richtig::A,riktig,سم
745,richtig::A,riktig,صحیح
746,schlimm::A,illa,بد
747,schlimm::A,illa,مخوف
748,wahr::A,sann,واقعي
749,alt::A,gammal,زوړ
750,neu::A,ny,نوی
751,ehemalig::A,forn,پخوانی
752,ehemalig::A,tidigare,پخوانی
753,alt[Lebewesen]::A,gammal,زوړ
754,jung::A,ung,ځوان
755,arm::A,fattig,غریب
756,arm::A,fattig,بې وزله
757,reich::A,rik,شتمن
758,reich::A,rik,دولتمند
759,bekannt::A,känd,اشنا
760,berühmt::A,berömd,مشهور
761,fremd::A,främmande,پردی
762,fremd::A,främmande,بېګانه
763,verschieden::A,åtskillig,مختلف
764,nah::A,nära,نژدې
765,fern::A,fjärran,لیری
766,linker::A,vänster,چپ
767,linker::A,vänster,کیڼ
768,rechter::A,höger,ښی
769,anderer::A,annan,بل
770,erster::A,första,لومړی
771,zweiter::A,andra,دوهم
772,dritter::A,tredje,درېم
773,letzter::A,sist,آخرنی
774,letzter::A,sist,وروستی
775,allein::ADV,allena,یوازې
776,auf einmal::ADV,på en gång,په یوه وخت کی
777,zusammen::ADV,tillsammans,یو ځای
778,lange::ADV,länge,ډېر وخت
779,lange::ADV,länge,ډېره موده
780,plötzlich::ADV,plötsligt,ناببره
781,plötzlich::ADV,plötsligt,یوناڅاپه
782,sofort::ADV,strax,فوراً
783,sofort::ADV,strax,سمدلاسه
784,sofort::ADV,genast,فوراً
785,sofort::ADV,genast,سمدلاسه
786,später::ADV,senare,وروسته
787,jetzt::ADV,nu,اوس
788,heute::ADV,i dag,نن
789,morgen::ADV,i morgon,سبا
790,bald::ADV,snart,ژر
791,dann::ADV,då,پس
792,dann::ADV,då,وروسته
793,gestern::ADV,i går,پرون
794,einst::ADV,en gång,پخوا
795,damals::ADV,då,هغه وخت
796,damals::ADV,den gången,هغه وخت
797,danach::ADV,därefter,بیا
798,vorher::ADV,före,دمخه
799,vorher::ADV,förut,دمخه
800,zuerst::ADV,först,لومړی
801,einmal::ADV,en gång,یو ځل
802,manchmal::ADV,ibland,ګاهی ګاهی
803,oft::ADV,ofta,ډېر ځله
804,immer::ADV,alltid,تل
805,immer::ADV,alltid,همېشه
806,niemals::ADV,aldrig,هیڅکله نه
807,hier::ADV,här,دلته
808,hierhin::ADV,hit,دلته
809,hierhin::ADV,hit,دې ځای ته
810,von hier::ADV,härifrån,د دې ځای نه
811,dort::ADV,där,هلته
812,dorthin::ADV,dit,هلته
813,dorthin::ADV,dit,هغه ځای ته
814,geradeaus::ADV,rätt fram,مخامخ
815,vorwärts::ADV,fram,مخ پهٔ وړاندې
