,Concept_ID,ta,sk
59,Stern::N,நட்சத்திரம்,hviezda
60,Luft::N,காறறு,vzduch
61,Wind::N,காற்று,vietor
62,Welle::N,அலை,vlna
63,Wasser::N,நீர்,voda
64,Stein::N,கல்,kameň
65,Boden::N,தரை,zem
66,Boden::N,தரை,pôda
67,Erde::N,மண்,zem
68,Staub::N,தூசி,prach
69,Rauch::N,புகை,dym
70,Funke::N,தீப்பொறி,iskra
71,Feuer::N,தீ,oheň
72,Licht::N,வெளிச்சம்,svetlo
73,Schatten::N,நிழல்,tieň
74,Wetter::N,வானிலை,počasie
75,Nebel::N,பனிமூட்டம்,hmla
76,Wolke::N,மேகம்,oblak
77,Wolke::N,மேகம்,mračno
78,Regen::N,மழை,dážď
79,Schnee::N,உறைபனி,sneh
80,Eis::N,பனிக்கட்டி,ľad
81,Frost::N,உறைபனி,mráz
82,Kälte::N,குளிர்ந்த,zima
83,Kälte::N,குளிர்ந்த,chlad
84,Hitze::N,சூடு,horúčava
85,Raureif::N,உறைபனி வெண்திரை,srieň
86,Raureif::N,உறைபனி வெண்திரை,inovať
87,Regenbogen::N,வானவில்,dúha
88,Donner::N,இடி,hrom
89,Strömung::N,நீரோட்டம்,prúdenie
90,Tropfen::N,துளி,kvapka
91,Schaum::N,நுரை,pena
92,Schmutz::N,அழுக்கு,špina
93,Schmutz::N,அழுக்கு,nečistota
94,See::N,ஏரி,jazero
95,Sumpf::N,சதுப்பு நிலம்,bahno
96,Moor::N,முட்புதற்காடு,močiar
97,Wiese::N,பசும் புல்தரை,lúka
98,Wald::N,காடு,les
99,Wald::N,காடு,hora
100,Hügel::N,குன்று,vŕšok
101,Anhöhe::N,பதுக்கை,výšina
102,Anhöhe::N,பதுக்கை,vyvýšenina
103,Berg::N,மலை,hora
104,Gipfel::N,உச்சி மாநாடு,vrchol
105,Höhle::N,குகை,jaskyňa
106,Abhang::N,சரிவு,úbočie
107,Quelle::N,மூலம்,prameň
108,Bach::N,ஓடை,potok
109,Fluss::N,ஆறு,rieka
110,Ufer::N,நீர்க்கரை,breh
111,Küste::N,கடற்கரை,pobrežie
112,Festland::N,நிலம்,pevnina
113,Meer::N,கடல்,more
114,Bucht::N,சிறுகுடா,záliv
115,Bucht::N,சிறுகுடா,zátoka
116,Insel::N,தீவு,ostrov
117,Blume::N,பூ,kvet
118,Blume::N,பூ,kvetina
119,Gras::N,புல்தரை,tráva
120,Wurzel::N,வேர்,koreň
121,Baum::N,மரம்,strom
122,Stamm::N,அடிமரம்,kmeň
123,Rinde::N,பட்டை,kôra
124,Rinde::N,மரப்பட்டை,kôra
125,Ast::N,கினை,konár
126,Zweig::N,குச்சி,vetva
127,Blatt::N,இலை,list
128,Birke::N,பிர்ச் மரம்,breza
129,Kiefer[Baum]::N,தேவதாரு மரம்,sosna
130,Kiefer[Baum]::N,தேவதாரு மரம்,borovica
131,Weide[Baum]::N,மர வகைகளுள் ஒன்று,vŕba
132,Tanne::N,சாதிக்கய்,jedľa
133,Horn::N,கொம்பு,roh
134,Feder::N,இறகு,pero
135,Fell::N,மென்முடி,koža
136,Fell::N,மென்முடி,kožušina
137,Flügel::N,இறக்கை,krídlo
138,Klaue::N,நகம்,paznecht
139,Kralle::N,நகம்,pazúr
140,Schwanz::N,வால்,chvost
141,Ei::N,முட்டை,vajce
142,Ei::N,முட்டை,vajíčko
143,Nest::N,கூடு,hniezdo
144,Bau::N,குகை,nora
145,Tier::N,விலங்கு,zviera
146,Herde::N,கூட்டம்,stádo
147,Kuh::N,பசு,krava
148,Bulle::N,காளை,býk
149,Pferd::N,குதிரை,kôň
150,Schaf::N,செம்மறிஆடு,ovca
151,Schwein::N,பன்றி,sviňa
152,Hund::N,நாய்,pes
153,Katze::N,பூனை,mačka
154,Bär::N,கரடி,medveď
155,Eichhörnchen::N,அணில்,veverička
156,Elch::N,கடம்பை,los
157,Fuchs::N,நரி,líška
158,Hase::N,முயல்,zajac
159,Maus::N,எலி,myš
160,Wolf::N,ஓநாய்,vlk
161,Vogel::N,பறவை,vták
162,Schwarm::N,தொகுதி,roj
163,Huhn::N,கோழிக்குஞசு,kurča
164,Huhn::N,கோழிக்குஞசு,sliepka
165,Hahn::N,சேவல்,kohút
166,Gans::N,பெண் வாத்து,hus
167,Adler::N,பருநது,orol
168,Ente::N,வாத்து,kačka
169,Ente::N,வாத்து,kačica
170,Eule::N,ஆந்தை,sova
171,Kranich::N,நாரை,žeriav
172,Krähe::N,காகம்,vrana
173,Kuckuck::N,குயில்,kukučka
174,Schwan::N,அன்னம்,labuť
175,Fisch::N,மீன்,ryba
176,Barsch::N,பேர்ச்,ostriež
177,Hecht::N,கோலாச்சி மீன்,šťuka
178,Schlange[Tier]::N,பாம்பு,had
179,Wurm::N,புழு,červ
180,Spinne::N,சிலந்தி,pavúk
181,Ameise::N,எறும்பு,mravec
182,Laus::N,பேன்,voš
183,Mücke::N,கொசுவினப்பூச்சி,komár
184,Fliege::N,ஈ,mucha
185,Schmetterling::N,வண்ணத்துப்பூச்சி,motýľ
186,Beere::N,சதைப்பழம்,bobuľa
187,Apfel::N,ஆப்பிள பழம்,jablko
188,Pilz::N,காளான்,hríb
189,Zwiebel::N,வெங்காயம்,cibuľa
190,Saat::N,விதை,osivo
191,Korn::N,தானியம்,zrno
192,Heu::N,வைக்கோல்,seno
193,Schale::N,தோல்,šupa
194,Schale::N,தோல்,škrupina
195,Grube::N,குழி,jama
196,Falle::N,பொறி,pasca
197,Falle::N,பொறி,klepec
198,Schlinge::N,கண்ணி,slučka
199,Spur::N,சுவடு,stopa
200,Asche::N,சாம்பல்,popol
201,Dreck::N,அழுக்கு,kal
202,Dreck::N,அழுக்கு,blato
203,Eisen::N,இரும்பு,železo
204,Gold::N,தங்கம்,zlato
205,Silber::N,வெள்ளி,striebro
206,Kohle::N,நிலக்கரி,uhlie
207,Glas::N,கண்ணாடி,sklo
208,Lehm::N,களிமண்,íl
209,Lehm::N,களிமண்,hlina
210,Sand::N,மணல்,piesok
211,Mensch::N,மனிதர்கள்,človek
212,Mann::N,மனிதன்,muž
213,Mann::N,மனிதன்,chlap
214,Frau::N,பெண்,žena
215,Kind::N,குழந்தை,dieťa
216,Junge::N,பையன்,chlapec
217,Mädchen::N,சிறுமி,dievka
218,Familie::N,குடும்பம்,rodina
219,Großvater::N,தாத்தா,dedo
220,Großvater::N,தாத்தா,starý otec
221,Großmutter::N,பாட்டி,babička
222,Großmutter::N,பாட்டி,stará mať
223,Eltern::N,பெற்றோர்,rodičia
224,Vater::N,தந்தை,otec
225,Mutter::N,தாய்,mať
226,Mutter::N,தாய்,matka
227,Sohn::N,மகன்,syn
228,Tochter::N,மகள்,dcéra
229,Bruder::N,சகோதரன்,brat
230,Schwester::N,அக்கா,sestra
231,Onkel::N,தாய் மாமன்,ujo
232,Onkel::N,தாய் மாமன்,strýko
233,Tante::N,அத்தை,teta
234,Tante::N,அத்தை,tetka
235,Ehemann::N,கணவன்,muž
236,Ehemann::N,கணவன்,manžel
237,Ehefrau::N,மனைவி,žena
238,Ehefrau::N,மனைவி,manželka
239,Freude::N,கொண்டாட்டம்,radosť
240,Gelächter::N,சிரிப்பு,smiech
241,Glück::N,மகிழ்ச்சி,šťastie
242,Kummer::N,துயரம்,žiaľ
243,Kummer::N,துயரம்,zármutok
244,Wunsch::N,விருப்பம்,prianie
245,Lust::N,விருப்பம்,chuť
246,Geist::N,ஆன்மா,duch
247,Gedanke::N,எண்ணம்,myšlienka
248,Gedächtnis::N,ஞாபகம்,pamäť
249,Verstand::N,மனம்,rozum
250,Sinn::N,அர்த்தம்,zmysel
251,Grund::N,காரணம்,dôvod
252,Grund::N,காரணம்,príčina
253,Wahrheit::N,உண்நை,pravda
254,Gespräch::N,பெசு,reč
255,Gespräch::N,பெசு,rozhovor
256,Märchen::N,நம்பத்தகாத கதை,rozprávka
257,Erzählung::N,கதை,poviedka
258,Nachricht::N,செய்தி,správa
259,Neuigkeit::N,செய்தி,novinka
260,Name::N,பெயர்,meno
261,Rätsel::N,புதிர்,záhada
262,Rätsel::N,புதிர்,hádanka
263,Rede::N,பேச்சு,reč
264,Sprache::N,மொழி,reč
265,Sprache::N,மொழி,jazyk
266,Stimme::N,குரல்,hlas
267,Wort::N,வார்த்தை,slovo
268,Zeichen::N,குறி,znak
269,Ruf::N,அழைப்பு,volanie
270,Ruf::N,அழைப்பு,zavolanie
271,Lärm::N,சத்தம்,hluk
272,Lärm::N,சத்தம்,hurhaj
273,Laut::N,ஒலி,zvuk
274,Ton::N,குரல்,tón
275,Ton::N,குரல்,zvuk
276,Lied::N,பாட்டு,pieseň
277,Ruhe::N,அமைதி,pokoj
278,Leute::N,மக்கள்,ľudia
279,Volk::N,மக்கள்,ľud
280,Volk::N,மக்கள்,národ
281,Arbeit::N,வேலை,práca
282,Arbeit::N,வேலை,robota
283,Gast::N,விருந்தாளி,hosť
284,Geschenk::N,பரிசுப் பொருள்,dar
285,Spiel::N,விளையாட்டு,hra
286,Gesellschaft::N,சமுதாயம்,spoločnosť
287,Hilfe::N,உதவி,pomoc
288,Freund::N,நண்பன்,priateľ
289,Kamerad::N,உடனிருப்பவன்,kamarát
290,Angelegenheit::N,செய்தி,vec
291,Angelegenheit::N,செய்தி,záležitosť
292,Anzahl::N,எண்ணிக்கை,počet
293,Anzahl::N,எண்ணிக்கை,množstvo
294,Art::N,வகை,druh
295,Stück::N,துண்டம்,kus
296,Stück::N,துண்டம்,kúsok
297,Teil::N,பகுதி,časť
298,Hälfte::N,பாதி,polka
299,Hälfte::N,பாதி,polovica
300,Kreis::N,வட்டம்,kruh
301,Kreuz::N,சிலுவை,kríž
302,Linie::N,கோடு,línia
303,Strich::N,வாத நோய்,čiara
304,Abstand::N,இடைவெளி,vzdialenosť
305,Entfernung::N,தூரம்,vzdialenosť
306,Gegend::N,வட்டாரம்,kraj
307,Gegend::N,வட்டாரம்,krajina
308,Platz::N,வெற்றிடம்,miesto
309,Ort::N,இடம்,miesto
310,Seite::N,பக்கம்,bok
311,Seite::N,பக்கம்,strana
312,Mitte::N,இடைப்பகுதி,stred
313,Gegenstand::N,உருப்படி,predmet
314,Sache::N,பொருள்,vec
315,Rand::N,தொங்கு,kraj
316,Rand::N,தொங்கு,okraj
317,Kante::N,விளிம்பு,hrana
318,Ecke::N,மூலை,roh
319,Spitze::N,முனை,hrot
320,Spitze::N,முனை,špička
321,Ende::N,முடிவு,koniec
322,Loch::N,துளை,diera
323,Winkel::N,கோணம்,kút
324,Muster::N,பாங்கு,vzor
325,Muster::N,பாங்கு,vzorka
326,Größe::N,அளவு,veľkosť
327,Länge::N,நீளம்,dĺžka
328,Höhe::N,உயரம்,výška
329,Gewicht::N,எடை,váha
330,Menge::N,தொகை,množstvo
331,Haufen::N,குவியல்,hŕba
332,Reihe::N,வரிசை,rad
333,Boot::N,படகு,čln
334,Ruder::N,துடுப்பு,veslo
335,Schlitten::N,சகடையிலா வண்டி,sane
336,Ski::N,பனிச் சறுக்கல்,lyža
337,Lagerfeuer::N,மூட்டம்,táborák
338,Last::N,பாரம்,ťarcha
339,Last::N,பாரம்,bremeno
340,Gang::N,நடை,chôdza
341,Schritt::N,காலடி,krok
342,Norden::N,வடக்கு,sever
343,Süden::N,தெற்கு,juh
344,Westen::N,மேற்கு திசை,západ
345,Osten::N,கிழக்கு,východ
346,Holz::N,மரக்கட்டை,drevo
347,Brett::N,பலகை,doska
348,Platte::N,பலகம்,doska
349,Platte::N,பலகம்,platňa
350,Stütze::N,அடைப்புகன்,opora
351,Stange::N,கம்பம்,tyč
352,Stock::N,குச்சி,palica
353,Stab::N,கம்பு,palica
354,Rohr::N,குழாய்,rúra
355,Haus::N,வீடு,dom
356,Heim::N,வீடு,domov
357,Ofen::N,அடுப்பு,pec
358,Ofen::N,அடுப்பு,kachle
359,Fußboden::N,தரை,dlážka
360,Fußboden::N,தரை,podlaha
361,Tisch::N,மேசை,stôl
362,Stuhl::N,நாற்காலி,stolička
363,Wiege::N,தொட்டில்,kolíska
364,Bett::N,படுக்கை,lôžko
365,Bett::N,படுக்கை,posteľ
366,Regal::N,அலமாரி,regál
367,Regal::N,அலமாரி,polica
368,Kiste::N,பெட்டி,debna
369,Fenster::N,சாளரம்,okno
370,Fenster::N,சாளரம்,oblok
371,Tür::N,கதவு,dvere
372,Tor::N,வாசற்கதவு,vráta
373,Zaun::N,வேலி,plot
374,Zaun::N,வேலி,ohrada
375,Dach::N,கூரை,krov
376,Dach::N,கூரை,strecha
377,Leiter::N,ஏணி,rebrík
378,Leiter::N,ஏணி,rebrina
379,Besen::N,விளக்குமாறு,metla
380,Spaten::N,மண்வெட்டி,rýľ
381,Schaufel::N,அடிதண்டா,lopata
382,Gabel::N,முட்கரண்டி,vidlička
383,Löffel::N,கரண்டி,lyžica
384,Messer::N,கத்தி,nôž
385,Nagel::N,ஆணி,klinec
386,Netz::N,வலை,sieť
387,Haken::N,கொக்கி,hák
388,Haken::N,கொக்கி,háčik
389,Griff::N,கைப்பிடி,rukoväť
390,Schloss::N,பூட்டு,zámka
391,Bild::N,படம்,obraz
392,Figur::N,எண்ணிக்கை,figúra
393,Puppe::N,பொம்மை,bábka
394,Puppe::N,பொம்மை,bábika
395,Beutel::N,பை,vrece
396,Beutel::N,பை,vrecko
397,Bündel::N,பொதி,uzlík
398,Bündel::N,பொதி,zväzok
399,Tasche::N,பை,taška
400,Tasche::N,பை,kabelka
401,Eimer::N,வாளி,vedro
402,Deckel::N,உறை,vrchnák
403,Deckel::N,உறை,pokrývka
404,Geschirr::N,பாத்திரம்,nádoba
405,Sack::N,பை,mech
406,Sack::N,பை,vrece
407,Tasse::N,கிண்ணம்,šálka
408,Topf::N,பானை,hrniec
409,Kessel::N,கெண்டி,kotol
410,Essen::N,உணவருந்துதல்,jedlo
411,Nahrung::N,உணவு,strava
412,Nahrung::N,உணவு,potrava
413,Speise::N,உணவு வகை,jedlo
414,Fleisch::N,இறைச்சி,mäso
415,Getreide::N,மக்காச்சோளம்,obilie
416,Brei::N,கஞ்சி,kaša
417,Brot::N,ரொட்டி,chlieb
418,Scheibe::N,துண்டு,kotúč
419,Scheibe::N,துண்டு,krajec
420,Fett::N,கொழுப்பு,tuk
421,Fett::N,கொழுப்பு,masť
422,Butter::N,வெண்ணெய்,maslo
423,Öl::N,எண்ணெய்,olej
424,Salz::N,உப்பு,soľ
425,Suppe::N,ரசம்,polievka
426,Honig::N,தேன்,med
427,Milch::N,பால்,mlieko
428,Tee::N,தெனீர்,čaj
429,Leder::N,பதம் செய்யப்பட்ட தோல்,koža
430,Wolle::N,கம்பளி,vlna
431,Stoff::N,துணி,súkno
432,Nadel::N,ஊசி,ihla
433,Faden::N,நூல்,niť
434,Faden::N,நூல்,vlákno
435,Knopf::N,பொத்தான்,gombík
436,Knoten::N,முடிச்சு,uzol
437,Farbe::N,வண்ணக் குழம்பு,farba
438,Kleidung::N,ஆடைகள்,šaty
439,Kleidung::N,ஆடைகள்,šatstvo
440,Hemd::N,சட்டை,košeľa
441,Kragen::N,கழுத்துப் பட்டை,golier
442,Ärmel::N,சட்டைக்கை,rukáv
443,Hose::N,கால்சட்டை,nohavice
444,Gürtel::N,பெல்ட்,pás
445,Gürtel::N,பெல்ட்,opasok
446,Mütze::N,தொப்பி,čiapka
447,Schuh::N,காலணி,obuv
448,Schuh::N,காலணி,topánka
449,Stiefel::N,காலணி,čižma
450,Ring::N,மோதிரம்,prsteň
451,Band::N,நாடா,stuha
452,Kamm::N,கீப்பு,hrebeň
453,Spiegel::N,ஆடி,zrkadlo
454,Spiegel::N,கண்ணாடி,zrkadlo
455,Riemen::N,வார்,remeň
456,Schnur::N,கயிறு,šnúra
457,Leine::N,தோல்வார்,vodidlo
458,Decke::N,போர்வை,deka
459,Decke::N,போர்வை,prikrývka
460,Kissen::N,தலையணை,poduška
461,Tuch::N,துணி,šatka
462,Handtuch::N,தண்டு,uterák
463,Kraft::N,நிர்பந்தம்,moc
464,Stärke::N,பலம்,sila
465,Gesundheit::N,ஆரோக்கியம்,zdravie
466,Krankheit::N,நோய்,nemoc
467,Krankheit::N,நோய்,choroba
468,Schmerz::N,வலி,bolesť
469,Wunde::N,காயம்,rana
470,Fieber::N,காய்ச்சல்,horúčka
471,Arznei::N,மருந்து,liek
472,Brücke::N,பாலம்,most
473,Brunnen::N,கேணி,studňa
474,Weide::N,மேய்ச்சல் நிலம்,pastva
475,Pfad::N,நடை வழி,chodník
476,Weg::N,வழி,cesta
477,Straße::N,சாலை,hradská
478,Dorf::N,கிராமம்,dedina
479,Stadt::N,நகரம்,mesto
480,Brief::N,கடிதம்,list
481,Buch::N,புத்தகம்,kniha
482,Buchstabe::N,எழத்து,litera
483,Buchstabe::N,எழத்து,písmeno
484,Zeitung::N,செய்தித்தாள்,noviny
485,Leben::N,வாழ்க்கை,život
486,Tod::N,மரணம்,smrť
487,Grab::N,சமாதி,hrob
488,Kirche::N,தேவாலயம்,kostol
489,Sünde::N,பாவம்,hriech
490,Gott::N,கடவுள்,boh
491,Arbeiter::N,தொழிலாளி,robotník
492,Arbeiter::N,தொழிலாளி,pracnovík
493,Chef::N,மேலாளர்,šéf
494,Chef::N,மேலாளர்,riaditeľ
495,Meister::N,தலைவன்,majster
496,Arzt::N,மருத்துவர்,lekár
497,Lehrer::N,ஆசிரியர்,učiteľ
498,Geld::N,பணம்,peniaze
499,Geschäft::N,வாணிபம்,obchod
500,Laden::N,கடை,obchod
501,Preis::N,விலை,cena
502,Ware::N,சாமன்கள்,tovar
503,Nutzen::N,இலாபம்,osoh
504,Nutzen::N,இலாபம்,úžitok
505,Reichtum::N,சொத்து,bohatstvo
506,Welt::N,உலகம்,svet
507,Land::N,நாடு,územie
508,Land::N,நாடு,krajina
509,Staat::N,நாடு,štát
510,König::N,அரசன்,kráľ
511,Macht::N,அதிகாரம்,moc
512,Macht::N,அதிகாரம்,mocnosť
513,Grenze::N,எல்லை,hranica
514,Krieg::N,போர்,vojna
515,Feind::N,எதிரி,nepriateľ
516,Gewalt::N,வன்முறை,násilie
517,Kampf::N,போராட்டம்,boj
518,Bogen[Waffe]::N,வில்,luk
519,Pfeil::N,அம்பு,šíp
520,Pfeil::N,அம்பு,strela
521,Gewehr::N,துப்பாக்கி,puška
522,Fehler::N,தவறு,omyl
523,Fehler::N,தவறு,chyba
524,Lüge::N,பொய்,lož
525,Schaden::N,சேதாரம்,ujma
526,Schaden::N,சேதாரம்,škoda
527,Unglück::N,இடையூறு,nešťastie
528,Schuld::N,குற்றம்,vina
529,Schuld::N,குற்றம்,previnenie
530,Alter::N,வயது,vek
531,Schluss::N,முடிவு,záver
532,Schluss::N,முடிவு,koniec
533,Zeit::N,காலம்,čas
534,Tag::N,நாள்,deň
535,Morgen::N,காலை நேரம்,ráno
536,Mittag::N,மதியம்,poludnie
537,Abend::N,மாலைப் பொழுது,večer
538,Nacht::N,இரவு,noc
539,Woche::N,வாரம்,týždeň
540,Monat::N,மாதம்,mesiac
541,Jahr::N,வருடம்,rok
542,Frühling::N,வசந்தம்,jar
543,Sommer::N,கோடை,leto
544,Herbst::N,இலையுதிர் காலம்,jeseň
545,Winter::N,குளிர்காலம்,zima
546,Januar::N,ஜனவரி,január
547,Februar::N,பிபரவரி மாதம்,február
548,März::N,மார்ச் மாதம்,marec
549,April::N,ஏப்ரல் மாதம்,apríl
550,Mai::N,மே மாதம்,máj
551,Juni::N,ஜூன் மாதம்,jún
552,Juli::N,ஜூலை மாதம்,júl
553,August::N,ஆகஸ்ட் மாதம்,august
554,September::N,செப்டம்பர் மாதம்,september
555,Oktober::N,அக்டோபர் மாதம்,október
556,November::N,நவம்பர் மாதம்,november
557,Dezember::N,டிசம்பர்,december
558,Montag::N,திங்கட் கிழமை,pondelok
559,Dienstag::N,செவ்வாய்க்கிழமை,utorok
560,Mittwoch::N,புதன் கிழமை,streda
561,Donnerstag::N,வியாழக் கிழமை,štvrtok
562,Freitag::N,வெள்ளிக்கிழமை,piatok
563,Samstag::N,சனிக்கிழமை,sobota
564,Sonntag::N,ஞாயிறுக் கிழமை,nedeľa
565,groß::A,பெரிய,veľký
566,klein::A,சிறிய,malý
567,lang::A,நீண்ட,dlhý
568,kurz::A,குட்டையான,krátky
569,breit::A,அகலமான,široký
570,schmal::A,குறுகலான,úzky
571,dicht::A,அடர்த்தியான,hustý
572,dick[Gegenstand]::A,தடித்த,tlstý
573,dünn::A,சன்னமான,tenký
574,fein::A,மெல்லிய,jemný
575,fest::A,உறுதியாள,pevný
576,flach::A,தட்டையான,rovný
577,flach::A,தட்டையான,plochý
578,glatt::A,வழுவழுப்பான,hladký
579,hart::A,கடினமான,tvrdý
580,weich::A,மென்மையான,mäkký
581,rund::A,உருண்டையான,guľatý
582,rund::A,உருண்டையான,okrúhly
583,spitz::A,திகந்தமாக,končitý
584,scharf::A,கூரான,ostrý
585,stumpf::A,உளம் திறந்த,tupý
586,schwer::A,கனமான,ťažký
587,schön::A,அழகான,pekný
588,schön::A,அழகான,krásny
589,heiß::A,சூடான,horúci
590,warm::A,இதமான,teplý
591,kalt::A,குளிர்ச்சியான,studený
592,kühl::A,குளிர்ச்சியான,chladný
593,frisch::A,சுத்தமான,svieži
594,feucht::A,ஈரமான,vlhký
595,feucht::A,ஈரமான,zvlhnutý
596,nass::A,ஈரமான,mokrý
597,trocken::A,உலர்ந்த,suchý
598,voll::A,நிரம்பிய,plný
599,leer::A,காலியான,prázdny
600,offen::A,திறந்த,otvorený
601,geschlossen::A,மூடப்பட்ட,zavretý
602,sauber::A,சுத்தமான,čistý
603,schmutzig::A,அழக்கான,špinavý
604,roh::A,கச்சா,surový
605,reif::A,பழுத்த,zrelý
606,lecker::A,சுவைமிக்க,chutný
607,süß::A,இனிப்பான,sladký
608,bitter::A,கசப்பான,horký
609,sauer::A,புளிப்பாக,kyslý
610,hell::A,பளபளப்பான,jasný
611,hell::A,பளபளப்பான,svetlý
612,dunkel::A,கருமையான,temný
613,schwarz::A,கருப்பு வண்ண,čierny
614,weiß::A,வெண்மையன,biely
615,rot::A,சிவப்பு,červený
616,gelb::A,மஞ்சள் வண்ணம்,žltý
617,blau::A,நீல வண்ண,modrý
618,blau::A,நீல வண்ண,belasý
619,grün::A,பச்சை வண்ண,zelený
620,grau::A,சாம்பல் நிற,šedý
621,bunt::A,வண்ண மயமான,pestrý
622,billig::A,மலிவான,lacný
623,teuer::A,விலை அதிகமான,drahý
624,wertvoll::A,மதிப்புள்ள,cenný
625,blind::A,பார்வையற்ற,slepý
626,taub::A,செவிடான,hluchý
627,kräftig::A,வலிமையான,silný
628,stark::A,பலமான,silný
629,schwach::A,பலவீனமான,slabý
630,schwach::A,பலவீனமான,bezvládny
631,fett::A,பருமனாக,tučný
632,schlank::A,ஒல்லியான,štíhly
633,hübsch::A,அழகிய,šumný
634,hübsch::A,அழகிய,švárny
635,böse::A,கேடு விளைவிக்கும்,zlý
636,dumm::A,முட்டாள்தனமான,hlúpy
637,faul::A,சோம்பலான,lenivý
638,fleißig::A,ஊக்கந்தளராத,snaživý
639,fleißig::A,ஊக்கந்தளராத,usilovný
640,geizig::A,கஞேசத்தனமான,skupý
641,geizig::A,கஞேசத்தனமான,lakomý
642,klug::A,சாதுரியமான,múdry
643,klug::A,சாதுரியமான,bystrý
644,geschickt::A,திறமையள்ள,zručný
645,geschickt::A,திறமையள்ள,šikovný
646,lieb::A,அன்புக்குரிய,milý
647,lustig::A,களிப்புமிக்க,veselý
648,sanft::A,சாதுவான,nežný
649,hungrig::A,பசியுடன்,lačný
650,hungrig::A,பசியுடன்,hladný
651,krank::A,நோயுற்று,chorý
652,krank::A,நோயுற்று,nemocný
653,nackt::A,ஆடையற்ற,nahý
654,traurig::A,சோகமான,smutný
655,lebendig::A,பிழைப்பு,živý
656,gut::A,நல்ல,dobrý
657,schlecht::A,கெட்ட,zlý
658,richtig::A,சரியான,správny
659,schlimm::A,அருவருப்பான,zlý
660,schlimm::A,அருவருப்பான,nepríjemný
661,wahr::A,உண்மையான,pravý
662,wahr::A,உண்மையான,pravdivý
663,alt::A,பழைய,starý
664,neu::A,புதிய,nový
665,ehemalig::A,முன்நாள்,bývalý
666,alt[Lebewesen]::A,வயதான,starý
667,jung::A,இளமையான,mladý
668,arm::A,ஏழ்மையான,chudobný
669,reich::A,செல்வம் படைத்த,bohatý
670,bekannt::A,பழக்கப்பட்ட,známy
671,berühmt::A,புகழ்பெற்ற,slávny
672,berühmt::A,புகழ்பெற்ற,povestný
673,fremd::A,அயல் நாட்டு,cudzí
674,verschieden::A,வித்தியாசமான,rôzny
675,verschieden::A,வித்தியாசமான,rozličný
676,nah::A,பக்கத்தில் உள்ள,blízky
677,fern::A,தொலை தூரத்தில்,ďaleký
678,linker::A,மீந்திருக்கும்,ľavý
679,rechter::A,வலதுபக்கம்,pravý
680,anderer::A,மற்ற,iný
681,anderer::A,மற்ற,druhý
682,erster::A,முதனமையான,prvý
683,zweiter::A,இரண்டாவது,druhý
684,dritter::A,மூன்றாவது,tretí
685,letzter::A,கடைசி,ostatný
686,letzter::A,கடைசி,posledný
687,allein::ADV,தனியாக,sám
688,auf einmal::ADV,தடீரென்று,zároveň
689,zusammen::ADV,சேர்ந்து,spolu
690,zusammen::ADV,சேர்ந்து,spoločne
691,lange::ADV,அதிக நோம்,dlho
692,plötzlich::ADV,தடீரென்று,náhle
693,sofort::ADV,உடனடியாக,hneď
694,sofort::ADV,உடனடியாக,ihneď
