,Concept_ID,myv,udm
57,Herz::N,седей,сюлэм
58,Magen::N,пеке,ӝуш
59,Leber::N,максо,мус
60,Atem::N,лексема,лул
61,Atem::N,лексема,шокан
62,Atem::N,оймень таргсема,лул
63,Atem::N,оймень таргсема,шокан
64,Hunger::N,вачочи,кӧтсюман
65,Träne::N,селведь,синкыли
66,Geschmack::N,тансть,шӧм
67,Geruch::N,чине,зын
68,Schlaf::N,удома,вӧт
69,Traum::N,он,уйвӧт
70,Himmel::N,менель,ин
71,Sonne::N,чи,шунды
72,Mond::N,ков,толэзь
73,Stern::N,теште,кизили
74,Luft::N,кошт,омыр
75,Wind::N,варма,тӧл
76,Welle::N,толкун,тулкым
77,Wasser::N,ведь,ву
78,Stein::N,кев,из
79,Boden::N,мода,музъем
80,Erde::N,мастор,му
81,Staub::N,пуль,пыль
82,Rauch::N,качамо,ӵын
83,Funke::N,сятко,гизьы
84,Feuer::N,тол,тыл
85,Licht::N,валдо,тыл
86,Schatten::N,сулей,вужер
87,Schatten::N,сулейкс,вужер
88,Wetter::N,ушо,куазь
89,Nebel::N,сув,бус
90,Wolke::N,пель,пилем
91,Regen::N,пиземс,зор
92,Schnee::N,лов,лымы
93,Eis::N,эй,йӧ
94,Frost::N,кельме,кезьыт
95,Kälte::N,якшамо,кезьыт
96,Hitze::N,пси,пӧсь
97,Raureif::N,лекш,гӧр
98,Regenbogen::N,пурьгинечирьке,вуюись
99,Regenbogen::N,пурьгинеёнкс,вуюись
100,Donner::N,пурьгине,гудыри
101,Strömung::N,чудема,бызён
102,Strömung::N,чудевкс,бызён
103,Tropfen::N,петнявкс,шапык
104,Schaum::N,чов,шукы
105,Schmutz::N,рудаз,нӧд
106,Schmutz::N,рудаз,дэри
107,See::N,эрьке,ты
108,Sumpf::N,чей,нюр
109,Moor::N,чей,нюр
110,Wiese::N,луга,возь
111,Wiese::N,луга,возьвыл
112,Wald::N,вирь,сик
113,Wald::N,вирь,нюлэс
114,Hügel::N,губорь,выр
115,Hügel::N,губорь,вырйыл
116,Hügel::N,пандыне,выр
117,Hügel::N,пандыне,вырйыл
118,Anhöhe::N,губорь,выр
119,Anhöhe::N,губорь,вырйыл
120,Anhöhe::N,пандыне,выр
121,Anhöhe::N,пандыне,вырйыл
122,Berg::N,пандо,гурезь
123,Gipfel::N,пря,йыл
124,Höhle::N,пещера,гу
125,Abhang::N,пандочама,бам
126,Quelle::N,ушодкс,ошмес
127,Bach::N,чудикерькс,пичи шур
128,Fluss::N,лей,шур
129,Ufer::N,чире,ярдур
130,Küste::N,лейчире,вудур
131,Festland::N,мода,мувыр
132,Meer::N,моря,зарезь
133,Bucht::N,усия,вукож
134,Insel::N,усия,вумуӵ
135,Insel::N,усия,шормуӵ
136,Blume::N,цеця,сяська
137,Gras::N,тикше,турын
138,Wurzel::N,юр,выжы
139,Wurzel::N,ундокс,выжы
140,Baum::N,чувто,пу
141,Stamm::N,рунго,модос
142,Rinde::N,суд,сул
143,Rinde::N,керь,сул
144,Ast::N,морго,ул
145,Zweig::N,тарад,вай
146,Blatt::N,лопа,куар
147,Birke::N,килей,кызьпу
148,Kiefer[Baum]::N,пиче,пужым
149,Weide[Baum]::N,каль,бадьпу
150,Tanne::N,куз,кыз
151,Horn::N,сюро,сюр
152,Feder::N,толга,тылы
153,Fell::N,пона,ку
154,Flügel::N,сёлмо,бурд
155,Klaue::N,кенже,гижы
156,Kralle::N,кенже,пыд
157,Schwanz::N,пуло,быж
158,Ei::N,ал,пуз
159,Ei::N,ал,кукей
160,Nest::N,пизэ,кар
161,Nest::N,пизэ,пузкар
162,Bau::N,варя,кар
163,Bau::N,варя,гу
164,Bau::N,пизе,кар
165,Bau::N,пизе,гу
166,Tier::N,ракша,пӧйшур
167,Herde::N,стада,уллё
168,Kuh::N,скал,скал
169,Bulle::N,бука,ош
170,Bulle::N,бука,пороз
171,Pferd::N,лишме,вал
172,Schaf::N,реве,ыж
173,Schwein::N,туво,парсь
174,Hund::N,пине,пуны
175,Hund::N,киска,пуны
176,Katze::N,псака,коӵыш
177,Bär::N,овто,гондыр
178,Eichhörnchen::N,ур,коньы
179,Elch::N,сярдо,койык
180,Fuchs::N,ривезь,ӟичы
181,Hase::N,нумоло,кеч
182,Maus::N,чеерь,шыр
183,Wolf::N,верьгиз,кион
184,Vogel::N,нармунь,тылобурдо
185,Schwarm::N,полк,уллё
186,Schwarm::N,стада,уллё
187,Huhn::N,сараз,курег
188,Hahn::N,атякш,атас
189,Gans::N,гала,ӟазег
190,Gans::N,мацей,ӟазег
191,Adler::N,куцькан,ӧрзи
192,Adler::N,тумоатякш,ӧрзи
193,Ente::N,яксярго,ӵӧж
194,Eule::N,корж,кучыран
195,Kranich::N,карго,тури
196,Krähe::N,варака,куака
197,Kuckuck::N,куко,кикы
198,Schwan::N,локсей,юсь
199,Fisch::N,кал,чорыг
200,Barsch::N,окунь,юш
201,Hecht::N,щука,чипей
202,Schlange[Tier]::N,гуй,кый
203,Wurm::N,сукс,нумыр
204,Spinne::N,шанжав,чонари
205,Ameise::N,коткудав,кузьыли
206,Laus::N,сий,тэй
207,Mücke::N,сеське,нымы
208,Mücke::N,сеське,чибинь
209,Fliege::N,карво,кут
210,Schmetterling::N,нимиляв,бубыли
211,Beere::N,умарь,узы-боры
212,Apfel::N,умарь,яблок
213,Pilz::N,панго,губи
214,Zwiebel::N,чурька,сугон
215,Saat::N,видьметь,кидыс
216,Korn::N,сюро,тысь
217,Heu::N,тикше,турын
218,Schale::N,кедь,кыд
219,Schale::N,ваткавкс,кыд
220,Grube::N,латко,гу
221,Grube::N,латко,гоп
222,Falle::N,тувор,налик
223,Falle::N,кундамка,налик
224,Schlinge::N,килькш,гиӟ
225,Schlinge::N,килькш,герд
226,Spur::N,челькс,пытьы
227,Spur::N,челькс,бервыл
228,Spur::N,пильгеки,пытьы
229,Spur::N,пильгеки,бервыл
230,Asche::N,кулов,пень
231,Dreck::N,рудаз,дэри
232,Eisen::N,кшни,корт
233,Gold::N,сырне,зарни
234,Silber::N,сия,азвесь
235,Kohle::N,сэдь,эгыр
236,Kohle::N,уголия,эгыр
237,Glas::N,сулика,стекло
238,Glas::N,сулика,пияла
239,Lehm::N,сёвонь,сюй
240,Sand::N,човар,луо
241,Mensch::N,ломань,мурт
242,Mensch::N,ломань,адями
243,Mann::N,аля,воргорон
244,Mann::N,цёраломань,воргорон
245,Frau::N,ава,кышномурт
246,Kind::N,эйкакш,нуны
247,Kind::N,эйкакш,пинал
248,Junge::N,цёрыне,пи
249,Mädchen::N,тейтерне,ныл
250,Familie::N,семия,семья
251,Großvater::N,покштя,песятай
252,Großvater::N,покштя,пересь атай
253,Großmutter::N,баба,песянай
254,Großmutter::N,баба,пересь анай
255,Eltern::N,тетят-ават,атай-анай
256,Eltern::N,тетят-ават,бубы-мумы
257,Vater::N,тетя,айы
258,Vater::N,тетя,атай
259,Mutter::N,ава,мумы
260,Sohn::N,цёра,пи
261,Tochter::N,тейтерь,ныл
262,Bruder::N,леля,агай
263,Bruder::N,ялакс,агай
264,Schwester::N,сазор,апа
265,Schwester::N,сазор,сузэр
266,Onkel::N,леля,агай
267,Tante::N,патя,апа
268,Tante::N,патя,кенак
269,Ehemann::N,мирде,карт
270,Ehefrau::N,ни,кышно
271,Freude::N,кеняркс,шумпотон
272,Gelächter::N,ракамо,горем
273,Gelächter::N,пейдема,горем
274,Glück::N,уцяска,шуд
275,Kummer::N,рискс,кайгу
276,Kummer::N,рискс,куректон
277,Kummer::N,мелявкс,кайгу
278,Kummer::N,мелявкс,куректон
279,Wunsch::N,мель,мылпотон
280,Wunsch::N,бажамо,мылпотон
281,Lust::N,бажамо,потон
282,Geist::N,ойме,лул
283,Gedanke::N,мель,малпан
284,Gedächtnis::N,мель,йырсазь
285,Gedächtnis::N,мель,тодэваён
286,Verstand::N,прев,йырвизь
287,Sinn::N,толк,смысл
288,Sinn::N,смысла,смысл
289,Grund::N,тувтал,муг
290,Grund::N,тувтал,ньӧм
291,Wahrheit::N,видечи,зэм
292,Wahrheit::N,видечи,шонер
293,Gespräch::N,кортнема,вераськон
294,Märchen::N,ёвкс,выжыкыл
295,Erzählung::N,ёвтнема,верос
296,Nachricht::N,куля,ивор
297,Neuigkeit::N,куля,выльивор
298,Name::N,лем,ним
299,Rätsel::N,содамоёвкс,мадькыл
300,Rede::N,кортамо,верам
301,Sprache::N,кель,кыл
302,Stimme::N,ваигель,куара
303,Wort::N,вал,кыл
304,Zeichen::N,теште,пус
305,Zeichen::N,теште,тодмет
306,Ruf::N,тердема,ӧтён
307,Ruf::N,тердема,чортон
308,Lärm::N,шалнома,ӵашетон
309,Laut::N,вайгель,куара
310,Ton::N,гайнема,куара
311,Lied::N,моро,кырӟан
312,Ruhe::N,оймамо,чалмыт улон
313,Leute::N,ломанть,адямиос
314,Volk::N,народ,калык
315,Arbeit::N,тев,уж
316,Gast::N,инже,куно
317,Geschenk::N,казне,салам
318,Geschenk::N,казне,кузьым
319,Spiel::N,налксема,шудон
320,Gesellschaft::N,община,калык
321,Hilfe::N,лездамо,юрттон
322,Freund::N,оя,эш
323,Freund::N,оя,юлтош
324,Freund::N,ялга,эш
325,Freund::N,ялга,юлтош
326,Kamerad::N,оя,тодмо
327,Kamerad::N,ялга,тодмо
328,Angelegenheit::N,тев,уж
329,Anzahl::N,ламоксчи,лыд
330,Art::N,вид,тус
331,Stück::N,пакш,юдэс
332,Stück::N,пелькс,юдэс
333,Teil::N,часть,люкет
334,Teil::N,пелькс,люкет
335,Hälfte::N,пель,ӝыны
336,Hälfte::N,пелькс,ӝыны
337,Kreis::N,кирькс,котырес
338,Kreuz::N,крёст,крест
339,Linie::N,кикс,гож
340,Strich::N,межа,гож
341,Abstand::N,ютко,вис
342,Abstand::N,ютко,кусып
343,Entfernung::N,ютко,кусып
344,Gegend::N,тарка,инты
345,Gegend::N,пертьпелькс,инты
346,Platz::N,васолкс,инты
347,Ort::N,тарка,инты
348,Ort::N,тарка,места
349,Seite::N,ён,пал
350,Seite::N,чире,пал
351,Mitte::N,куншка,шор
352,Gegenstand::N,предмет,арбери
353,Sache::N,тев,котыр
354,Sache::N,веща,котыр
355,Rand::N,пе,дур
356,Rand::N,пе,шаер
357,Rand::N,чире,дур
358,Rand::N,чире,шаер
359,Kante::N,ирдез,дур
360,Ecke::N,ужо,сэрег
361,Spitze::N,пряне,йыл
362,Spitze::N,пе,йыл
363,Ende::N,пе,пум
364,Loch::N,варя,пась
365,Winkel::N,ужо,сэрег
366,Muster::N,сёрма,пужы
367,Größe::N,сэрь,быдӟала
368,Größe::N,покшолма,быдӟала
369,Länge::N,кувалмо,кузьдала
370,Höhe::N,сэрь,ӝуждала
371,Höhe::N,пандо,ӝуждала
372,Gewicht::N,сталмо,сектала
373,Gewicht::N,сталмо,секытлык
374,Menge::N,лововкс,лыд
375,Menge::N,лововкс,лыдпус
376,Haufen::N,мар,люк
377,Haufen::N,валявкс,люк
378,Reihe::N,ряд,чур
379,Boot::N,венч,пыж
380,Boot::N,венч,лодка
381,Ruder::N,милё,полыс
382,Schlitten::N,нурдт,додьы
383,Ski::N,сокс,куас
384,Lagerfeuer::N,толбандя,тылскем
385,Last::N,сталмо,секыт
386,Last::N,кандома,секыт
387,Gang::N,молема,ветлон
388,Gang::N,якамо,ветлон
389,Schritt::N,эскелькс,вамыш
390,Norden::N,якшамо ёнкс,уйпал
391,Süden::N,лембе ёнкс,лымшор
392,Westen::N,чивалгома,шунды пуксён
393,Osten::N,чилисема,шунды ӝужан
394,Holz::N,чувто,пу
395,Brett::N,лаз,пул
396,Platte::N,плита,плита
397,Stütze::N,неже,пыкет
398,Stange::N,олга,пуӵ
399,Stock::N,мандо,боды
400,Stab::N,олога,пуӵ
401,Stab::N,олога,боды
402,Rohr::N,турба,труба
403,Haus::N,кудо,юрт
404,Heim::N,кудо,корка
405,Ofen::N,каштомо,гур
406,Fußboden::N,киякс,выж
407,Tisch::N,столь,ӝӧк
408,Stuhl::N,стул,пукон
409,Wiege::N,лавсь,кӧкы
410,Wiege::N,лавсь,зыбка
411,Wiege::N,нурямот,кӧкы
412,Wiege::N,нурямот,зыбка
413,Bett::N,ацамо,валес
414,Regal::N,лався,ӝажы
415,Regal::N,лавсяланго,ӝажы
416,Kiste::N,горобия,ящик
417,Kiste::N,сундук,ящик
418,Fenster::N,вальма,укно
419,Fenster::N,вальма,косяк
420,Tür::N,кенкш,ӧс
421,Tor::N,ортат,ӟезьы
422,Zaun::N,пирявт,забор
423,Zaun::N,пирвякс,забор
424,Dach::N,кудопря,липет
425,Leiter::N,кузтема,падӟа
426,Besen::N,тенсть,ӵужон
427,Besen::N,тенсть,исьнер
428,Spaten::N,койме,лопатка
429,Schaufel::N,кече,ютырон
430,Schaufel::N,келей койме,ютырон
431,Gabel::N,сянгине,тэчы
432,Gabel::N,сянгине,вилка
433,Löffel::N,пенч,пуньы
434,Messer::N,пеель,пурт
435,Nagel::N,эске,кортӵог
436,Netz::N,алтыма,сеть
437,Haken::N,кечказ,курик
438,Griff::N,кедне,ныд
439,Schloss::N,замок,тунгон
440,Schloss::N,панжома,тунгон
441,Bild::N,картина,суред
442,Figur::N,рунго,фигура
443,Puppe::N,няка,мунё
444,Beutel::N,кескав,пуйы
445,Bündel::N,керькс,керттэт
446,Tasche::N,юдма,пуйы
447,Tasche::N,юдма,сумка
448,Eimer::N,ведра,ведра
449,Deckel::N,велькс,ӵоксэт
450,Geschirr::N,кедьге,тусьты-пуньы
451,Sack::N,кескав,пуйы
452,Tasse::N,чакш,ӵаша
453,Topf::N,кастрюля,миска
454,Kessel::N,котёл,пурты
455,Essen::N,ярсамо,сиськон
456,Nahrung::N,ярсамопель,сион
457,Speise::N,ярсамопель,сиён
458,Fleisch::N,сывель,сӥль
459,Getreide::N,сюро,ю тысь
460,Brei::N,каша,ӝук
461,Brot::N,кши,нянь
462,Scheibe::N,кочом,шорем
463,Scheibe::N,сускомо,шорем
464,Fett::N,куя,кӧй
465,Butter::N,ой,вӧй
466,Öl::N,ой,вӧй
467,Salz::N,сал,сылал
468,Suppe::N,ям,шыд
469,Honig::N,медь,чечы
470,Milch::N,ловсо,йӧл
471,Tee::N,чай,чай
472,Leder::N,киське,сурон
473,Wolle::N,пона,гон
474,Wolle::N,пона,ыжгон
475,Stoff::N,коцт,куэм
476,Nadel::N,салмукс,вень
477,Faden::N,суре,сӥньыс
478,Knopf::N,пов,бирды
479,Knoten::N,сюлмо,герд
480,Farbe::N,артомапель,буёл
481,Kleidung::N,оршамот,дӥсь
482,Hemd::N,панар,дэрем
483,Kragen::N,сиве,сирес
484,Ärmel::N,ожа,саес
485,Hose::N,понкст,брюки
486,Hose::N,понкст,штань
487,Gürtel::N,каркс,кускерттон
488,Mütze::N,чапка,ызьы
489,Schuh::N,туфля,ботинка
490,Stiefel::N,кем,сапег
491,Ring::N,суркс,зундэс
492,Band::N,лента,лента
493,Kamm::N,сурсеме,сын
494,Spiegel::N,чавачамо,синучкон
495,Riemen::N,кшнань каркс,е
496,Schnur::N,пикс,гозы
497,Leine::N,ведьме,думет
498,Decke::N,вельтямо,шобрет
499,Kissen::N,тодов,миндэр
500,Tuch::N,паця,кышет
501,Handtuch::N,нардамо,ӵушкон
502,Kraft::N,вий,кать
503,Kraft::N,вий,ӟигар
504,Stärke::N,виевчи,юнлык
505,Gesundheit::N,шумбрачи,тазалык
506,Krankheit::N,орма,висён
507,Krankheit::N,сэредема,висён
508,Schmerz::N,сэредькс,висён
509,Wunde::N,керявкс,яра
510,Fieber::N,маштыкс,кезег
511,Arznei::N,ормаменькс,эмъюм
512,Brücke::N,сэдь,выж
513,Brücke::N,мадамо,выж
514,Brunnen::N,лисьма,колдэч
515,Weide::N,ракшань ванома тарка,возь
516,Pfad::N,ян,сюрес
517,Weg::N,ки,сюрес
518,Straße::N,ки,сюрес
519,Dorf::N,веле,гурт
520,Stadt::N,ош,кар
521,Stadt::N,ош,город
522,Brief::N,сёрма,гожтэт
523,Buch::N,книга,книга
524,Buchstabe::N,буква,буква
525,Zeitung::N,газета,газет
526,Leben::N,эрямо,улон
527,Tod::N,кулома,кулон
528,Grab::N,калмо,шайгу
529,Kirche::N,церькова,черк
530,Sünde::N,чумочи,сьӧлык
531,Gott::N,паз,ӥнмар
532,Arbeiter::N,робочей,рабочий
533,Chef::N,прявт,начальник
534,Meister::N,кол тевень тенця,кибашлы
535,Arzt::N,врач,врач
536,Lehrer::N,учитель,дышетӥсь
537,Lehrer::N,тонавтыця,дышетӥсь
538,Geld::N,ярмак,уксё
539,Geld::N,ярмак,коньдон
540,Geschäft::N,ладязь тев,уж
541,Laden::N,лавка,магазин
542,Preis::N,питне,дун
543,Ware::N,миевкс,вуз
544,Ware::N,рамавкс,вуз
545,Nutzen::N,паро,пайда
546,Nutzen::N,лезэ,пайда
547,Reichtum::N,сюпавчи,узырлык
548,Welt::N,мир,дунне
549,Welt::N,мастор ланго,дунне
550,Land::N,мастор,шаер
551,Staat::N,государства,кун
552,König::N,король,эксэй
553,Macht::N,азорксчи,власть
554,Grenze::N,буен тешкс,кунгож
555,Krieg::N,война,ож
556,Feind::N,душман,тушмон
557,Gewalt::N,нарьгамо,эриктэман
558,Kampf::N,тюрема,нюръяськон
559,Bogen[Waffe]::N,нал,пукыӵ
560,Pfeil::N,нал,пукыӵ вень
561,Gewehr::N,ружия,пыӵал
562,Gewehr::N,винтовка,пыӵал
563,Fehler::N,ильведькс,янгыш
564,Fehler::N,ильведевкс,янгыш
565,Lüge::N,манчема,пӧян
566,Lüge::N,манчема,алдан
567,Lüge::N,манчема,ӧрекчан
568,Lüge::N,кенгелема,пӧян
569,Lüge::N,кенгелема,алдан
570,Lüge::N,кенгелема,ӧрекчан
571,Schaden::N,зыян,изъян
572,Unglück::N,зыян,куректон
573,Unglück::N,зыян,шудтэме усён
574,Schuld::N,чумочи,янгыш
575,Alter::N,шка,арлыд
576,Schluss::N,пе,пум
577,Zeit::N,шка,дыр
578,Zeit::N,пинге,дыр
579,Tag::N,чи,нунал
580,Morgen::N,валске,ӵукна
581,Mittag::N,чикуншка,лымшор
582,Abend::N,чокшнэ,ӝыт
583,Abend::N,чокшнэ,акшан
584,Nacht::N,ве,уй
585,Woche::N,недля,арня
586,Monat::N,ков,толэзь
587,Jahr::N,ие,ар
588,Frühling::N,тундо,тулыс
589,Sommer::N,кизэ,гужем
590,Herbst::N,сёксь,сӥзьыл
591,Winter::N,теле,тол
592,Januar::N,якшамков,выльартолэзь
593,Februar::N,февраль,тулыспал
594,März::N,март,южтолэзь
595,April::N,апрель,оштолэзь
596,Mai::N,май,куартолэзь
597,Juni::N,июнь,вожотолэзь
598,Juli::N,июль,пӧсьтолэзь
599,August::N,август,гудырикошкон
600,September::N,сентября,куарусён
601,Oktober::N,октября,выльӝуктолэзь
602,November::N,ноября,шуркынмон
603,Dezember::N,декабря,толсур
604,Montag::N,пондельник,вордӥськон
605,Dienstag::N,овторник,вторник
606,Mittwoch::N,серёда,вирнунал
607,Donnerstag::N,цетьверьг,покчиарня
608,Freitag::N,пеця,удмуртарня
609,Samstag::N,субута,кӧснунал
610,Samstag::N,шлямочи,кӧснунал
611,Sonntag::N,недлячи,арня
612,groß::A,ине,бадӟым
613,groß::A,покш,бадӟым
614,klein::A,вишка,пичи
615,lang::A,кувака,кузь
616,kurz::A,нурькине,вакчи
617,breit::A,келей,паськыт
618,schmal::A,теине,сюлэг
619,dicht::A,тусто,ӵем
620,dick[Gegenstand]::A,эчке,зӧк
621,dünn::A,човине,векчи
622,fein::A,човине,векчи
623,fest::A,кеме,юн
624,fest::A,кеме,чурыт
625,flach::A,лапужа,ӵошкыт
626,glatt::A,валаня,гылыт
627,glatt::A,валаня,вольыт
628,hart::A,калгодо,чурыт
629,weich::A,чевте,небыт
630,rund::A,кеверь,котырес
631,spitz::A,пшти,йылсо
632,scharf::A,пшти,лэчыт
633,stumpf::A,ношка,ныж
634,schwer::A,стака,секыт
635,schön::A,мазый,чебер
636,heiß::A,пси,пӧсь
637,warm::A,лембе,шуныт
638,kalt::A,якшамо,кезьыт
639,kühl::A,экше,юзмыт
640,kühl::A,экше,салкым
641,frisch::A,свежа,выль
642,feucht::A,летьке,мускыт
643,nass::A,начко,котмем
644,trocken::A,коське,кӧс
645,voll::A,пешксе,тыр
646,leer::A,чаво,буш
647,leer::A,чаво,тырттэм
648,offen::A,панжадо,усьтэм
649,offen::A,виде,усьтэм
650,geschlossen::A,пекстазь,ӵогам
651,geschlossen::A,пекстазь,пунням
652,geschlossen::A,сёлгозь,ӵогам
653,geschlossen::A,сёлгозь,пунням
654,sauber::A,ванькс,ӝикыт
655,sauber::A,ванькс,чылкыт
656,schmutzig::A,ливезев,нӧд
657,roh::A,верек,ыль
658,reif::A,кенерезь,вуэм
659,lecker::A,тантей,ческыт
660,süß::A,ламбамо,ческыт
661,bitter::A,сэпей,курыт
662,sauer::A,чапамо,чырс
663,hell::A,валдо,югыт
664,dunkel::A,чопода,пеймыт
665,schwarz::A,раужо,сьӧд
666,weiß::A,ашо,тӧдьы
667,rot::A,якстере,горд
668,gelb::A,ожо,ӵуж
669,blau::A,сэнь,лыз
670,grün::A,пиже,вож
671,grau::A,шержев,пурысь
672,bunt::A,сёрмав,куӵо
673,billig::A,аволь питней,дунтэм
674,teuer::A,питней,дуно
675,wertvoll::A,питней,дуно
676,blind::A,сокор,сукыр
677,blind::A,сокор,синтэм
678,taub::A,амариця,пельтэм
679,kräftig::A,пек виев,кужмо
680,stark::A,виев,юн
681,stark::A,виев,кужмо
682,schwach::A,лавшо,ляб
683,schwach::A,лавшо,начар
684,fett::A,куя,кӧй
685,schlank::A,виде ронга,веськыт
686,schlank::A,виде ронга,веськрес
687,hübsch::A,мазый,чебер
688,hübsch::A,мазый,синмаськымон
689,böse::A,кежей,лек
690,dumm::A,чавола,шузи
691,dumm::A,чавола,визьтэм
692,dumm::A,превтеме,шузи
693,dumm::A,превтеме,визьтэм
694,faul::A,нузякс,азьтэм
695,fleißig::A,мелень путыця,сюлмо
696,geizig::A,скупой,сук
697,klug::A,превей,визьмо
698,geschickt::A,маштозь теезь,усто
699,geschickt::A,маштозь теезь,быгатӥсь
700,lieb::A,вадря,мусо
701,lustig::A,весёла,шулдыр
702,sanft::A,сэтьме,мусо
703,sanft::A,сэтьме,эрке
704,hungrig::A,вачо,сютэм
705,krank::A,сэредиця,висись
706,nackt::A,штапо,гольык
707,traurig::A,нусманя,мӧзмыт
708,lebendig::A,эриця,улэп
709,gut::A,паро,ӟеч
710,gut::A,паро,умой
711,schlecht::A,берянь,урод
712,schlecht::A,берянь,алама
713,richtig::A,виде,шонер
714,schlimm::A,берянь,алама
715,wahr::A,алкуксонь,зэмос
716,alt::A,ташто,вуж
717,neu::A,од,выль
718,ehemalig::A,икелень,азьвылэз
719,alt[Lebewesen]::A,сыре,пересь
720,jung::A,од,егит
721,jung::A,од,пинал
722,arm::A,кажов,начар
723,arm::A,кажов,куанер
724,reich::A,сюпав,узыр
725,bekannt::A,содавикс,тодмо
726,berühmt::A,содавикс,дано
727,fremd::A,лия,ят
728,fremd::A,асодавикс,ят
729,verschieden::A,эрьва,пӧртэм
730,nah::A,а васолонь,матысь
731,fern::A,умонь,кыдёкысь
732,fern::A,кезэрень,кыдёкысь
733,linker::A,керш,паллян
734,rechter::A,вить,бур
735,rechter::A,вить,бурпал
736,anderer::A,лия,мукет
737,erster::A,васень,нырысетӥез
738,erster::A,васенце,нырысетӥез
739,zweiter::A,омбоце,кыктэтӥез
740,dritter::A,колмоце,кунньметӥез
741,letzter::A,меельце,берло
742,letzter::A,меельце,берпум
743,allein::ADV,башка,огназ
744,allein::ADV,ськамонзо,огназ
745,auf einmal::ADV,вейсэ,огдыре
746,zusammen::ADV,вейс,ӵош
747,zusammen::ADV,вейс,валче
748,zusammen::ADV,вейсэ,ӵош
749,zusammen::ADV,вейсэ,валче
750,lange::ADV,кувать,кема
751,plötzlich::ADV,апак учо,мапламтэ шорысь
752,sofort::ADV,курок,али ик
753,sofort::ADV,нейке,али ик
754,später::ADV,мейле,бергес
755,später::ADV,мейле,берлогес
756,jetzt::ADV,ней,али
757,jetzt::ADV,ней,табере
758,heute::ADV,течи,туннэ
759,morgen::ADV,ванды,ӵуказе
760,bald::ADV,курок,ӝоген
761,dann::ADV,мейле,берло
762,dann::ADV,седе мейле,берло
763,gestern::ADV,исяк,толон
764,einst::ADV,весть,огпол
765,einst::ADV,весть,одӥг пол
766,einst::ADV,зярдо-бути,огпол
767,einst::ADV,зярдо-бути,одӥг пол
768,damals::ADV,сестэ,соку
769,danach::ADV,мейле,собере
770,danach::ADV,седе мейле,собере
771,vorher::ADV,васняяк,азьло
772,vorher::ADV,васняяк,азьвыл
773,zuerst::ADV,васня,азьло
774,einmal::ADV,весть,огпол
775,manchmal::ADV,лиясто,куддыръя
776,oft::ADV,сеетьстэ,ӵем
777,immer::ADV,свал,пыр
778,immer::ADV,свал,котьку
779,niemals::ADV,а зярдояк,уз ноку
780,hier::ADV,тесэ,татын
781,hierhin::ADV,тей,татчы
782,von hier::ADV,тестэ,татысь
783,dort::ADV,тосо,отӥ
784,dort::ADV,тосо,отын
785,dorthin::ADV,тов,отчы
786,geradeaus::ADV,витьстэ,меӵак
787,vorwärts::ADV,икелев,азьлань
788,rückwärts::ADV,мекев,берлань
789,zurück::ADV,мекев,берен
790,zurück::ADV,мекев,берлань
791,unten::ADV,ало,улын
792,hinab::ADV,алов,улэ
793,oben::ADV,вере,вылын
794,oben::ADV,вере,вылӥын
795,hinauf::ADV,верев,вылэ
