,Concept_ID,zh,sv
206,Asche::N,灰烬,aska
207,Dreck::N,污垢,lort
208,Eisen::N,铁,järn
209,Gold::N,金子,guld
210,Silber::N,银,silver
211,Kohle::N,煤,kol
212,Glas::N,玻璃,glas
213,Lehm::N,粘土,lera
214,Sand::N,沙,sand
215,Mensch::N,人,människa
216,Mann::N,男子,man
217,Frau::N,妇女,kvinna
218,Kind::N,小孩,barn
219,Junge::N,男孩,pojke
220,Mädchen::N,女孩,flicka
221,Familie::N,家庭,familj
222,Großvater::N,祖父,morfar
223,Großmutter::N,祖母,farmor
224,Eltern::N,父母,föräldrar
225,Vater::N,父亲,far
226,Mutter::N,母亲,mor
227,Sohn::N,儿子,son
228,Tochter::N,女儿,dotter
229,Bruder::N,兄弟,bror
230,Schwester::N,姐妹,syster
231,Onkel::N,伯父,morbror
232,Tante::N,阿姨,tant
233,Ehemann::N,丈夫,äkta man
234,Ehefrau::N,妻子,hustru
235,Freude::N,愉快,fröjd
236,Freude::N,愉快,glädje
237,Gelächter::N,大笑,åtlöje
238,Glück::N,运气,lycka
239,Kummer::N,苦恼,sorg
240,Wunsch::N,愿望,önskan
241,Lust::N,乐趣,lust
242,Geist::N,精神,ande
243,Gedanke::N,思想,tanke
244,Gedächtnis::N,记性,minne
245,Verstand::N,理智,förstånd
246,Sinn::N,感觉,mening
247,Sinn::N,感觉,betydelse
248,Grund::N,理由,skäl
249,Grund::N,理由,grund
250,Wahrheit::N,真理,sanning
251,Gespräch::N,谈话,samtal
252,Märchen::N,童话,saga
253,Erzählung::N,故事,berättelse
254,Nachricht::N,消息,meddelande
255,Neuigkeit::N,新闻,nyhet
256,Name::N,名字,namn
257,Rätsel::N,谜语,gåta
258,Rede::N,讲话,tal
259,Sprache::N,语言,språk
260,Stimme::N,声音,stämma
261,Wort::N,词,ord
262,Zeichen::N,标记,tecken
263,Ruf::N,呼喊,rop
264,Lärm::N,噪音,bråk
265,Lärm::N,噪音,oväsen
266,Laut::N,响声,ljud
267,Ton::N,声音,ton
268,Lied::N,歌曲,sång
269,Ruhe::N,安静,ro
270,Ruhe::N,安静,lugn
271,Leute::N,人们,folk
272,Volk::N,人民,folk
273,Arbeit::N,劳动,arbete
274,Gast::N,客人,gäst
275,Geschenk::N,礼物,gåva
276,Geschenk::N,礼物,present
277,Spiel::N,游戏,lek
278,Spiel::N,游戏,spel
279,Gesellschaft::N,陪同,sällskap
280,Hilfe::N,帮助,hjälp
281,Freund::N,朋友,vän
282,Kamerad::N,同志,kamrat
283,Angelegenheit::N,事情,ärende
284,Angelegenheit::N,事情,angelägenhet
285,Anzahl::N,数目,antal
286,Art::N,种类,art
287,Art::N,种类,slag
288,Stück::N,块,stycke
289,Teil::N,部分,del
290,Hälfte::N,一半,halva
291,Kreis::N,圆,krets
292,Kreis::N,圆,cirkel
293,Kreuz::N,十字架,kors
294,Kreuz::N,十字架,kryss
295,Linie::N,线条,linje
296,Strich::N,划,streck
297,Abstand::N,距离,avstånd
298,Entfernung::N,距离,avstånd
299,Gegend::N,地区,trakt
300,Platz::N,场所,plats
301,Ort::N,地点,plats
302,Ort::N,地点,ställe
303,Seite::N,面,sida
304,Mitte::N,中间,mitt
305,Gegenstand::N,物品,föremål
306,Sache::N,物,sak
307,Rand::N,边,rand
308,Kante::N,棱,kant
309,Ecke::N,角,vrå
310,Ecke::N,角,hörn
311,Spitze::N,尖,spets
312,Ende::N,结尾,ända
313,Loch::N,洞,hål
314,Winkel::N,角度,vinkel
315,Muster::N,模型,mönster
316,Größe::N,大小,storlek
317,Länge::N,长度,längd
318,Höhe::N,高度,höjd
319,Gewicht::N,重量,tyngd
320,Menge::N,数量,mängd
321,Haufen::N,堆,hög
322,Reihe::N,行,rad
323,Boot::N,小船,båt
324,Ruder::N,奖,åra
325,Schlitten::N,雪橇,släde
326,Ski::N,雪板,skida
327,Lagerfeuer::N,营火,lägereld
328,Last::N,负担,last
329,Last::N,负担,börda
330,Gang::N,行走,gång
331,Schritt::N,步伐,steg
332,Norden::N,北,norr
333,Süden::N,南,söder
334,Westen::N,西,väster
335,Osten::N,东,öster
336,Holz::N,木材,trä
337,Brett::N,木板,bräda
338,Platte::N,平板,platta
339,Stütze::N,支架,stöd
340,Stütze::N,支架,stötta
341,Stange::N,杆,stång
342,Stock::N,棒,käpp
343,Stock::N,棒,pinne
344,Stab::N,棍,stav
345,Rohr::N,管子,rör
346,Haus::N,房屋,hus
347,Heim::N,家,hem
348,Ofen::N,炉子,ugn
349,Fußboden::N,地板,golv
350,Tisch::N,桌子,bord
351,Stuhl::N,椅子,stol
352,Wiege::N,摇蓝,vagga
353,Bett::N,床,säng
354,Regal::N,架子,hylla
355,Kiste::N,箱子,låda
356,Fenster::N,窗户,fönster
357,Tür::N,门,dörr
358,Tor::N,大门,port
359,Zaun::N,篱笆,staket
360,Zaun::N,篱笆,stängsel
361,Dach::N,屋顶,tak
362,Leiter::N,梯子,stege
363,Besen::N,扫帚,kvast
364,Spaten::N,铁锹,spade
365,Schaufel::N,铁锹,skovel
366,Schaufel::N,铁锹,skyffel
367,Gabel::N,叉,gaffel
368,Löffel::N,食匙,sked
369,Messer::N,刀,kniv
370,Nagel::N,钉子,spik
371,Netz::N,网,nät
372,Haken::N,钩子,krok
373,Griff::N,把柄,tag
374,Griff::N,把柄,handtag
375,Schloss::N,锁,las
376,Bild::N,图画,bild
377,Figur::N,人像,figur
378,Puppe::N,娃娃,docka
379,Beutel::N,袋子,påse
380,Bündel::N,捆,bunt
381,Bündel::N,捆,knippa
382,Tasche::N,手提包,väska
383,Eimer::N,桶,hink
384,Eimer::N,桶,ämbar
385,Deckel::N,盖子,lock
386,Geschirr::N,餐具,servis
387,Geschirr::N,餐具,porslin
388,Sack::N,袋子,säck
389,Tasse::N,杯子,kopp
390,Topf::N,锅,gryta
391,Topf::N,锅,kastrull
392,Kessel::N,水壶,kittel
393,Essen::N,进餐,mål
394,Nahrung::N,食物,näring
395,Speise::N,菜肴,maträtt
396,Fleisch::N,肉,kött
397,Getreide::N,谷物,säd
398,Getreide::N,谷物,spannmål
399,Brei::N,粥,gröt
400,Brot::N,面包,bröd
401,Scheibe::N,片,skiva
402,Fett::N,脂肪,fett
403,Butter::N,黄油,smör
404,Öl::N,油,olja
405,Salz::N,盐,salt
406,Suppe::N,汤,soppa
407,Honig::N,蜂蜜,honung
408,Milch::N,奶,mjölk
409,Tee::N,茶,te
410,Leder::N,皮革,läder
411,Wolle::N,毛线,ull
412,Wolle::N,毛线,ylle
413,Stoff::N,织物,tyg
414,Stoff::N,织物,stoff
415,Nadel::N,针,nål
416,Faden::N,线,tråd
417,Knopf::N,纽扣,knapp
418,Knoten::N,结,knut
419,Farbe::N,颜色,färg
420,Kleidung::N,衣服,klädsel
421,Hemd::N,衬衫,skjorta
422,Kragen::N,领子,krage
423,Ärmel::N,袖子,ärm
424,Hose::N,裤子,byxor
425,Gürtel::N,腰带,bälte
426,Mütze::N,帽子,mössa
427,Schuh::N,鞋,sko
428,Stiefel::N,靴子,stövel
429,Ring::N,戒指,ring
430,Band::N,带子,band
431,Kamm::N,梳子,kam
432,Spiegel::N,镜子,spegel
433,Riemen::N,皮带,rem
434,Schnur::N,绳子,snöre
435,Leine::N,皮带,lina
436,Decke::N,被子,täcke
437,Kissen::N,软垫,dyna
438,Kissen::N,软垫,kudde
439,Tuch::N,巾,sjal
440,Handtuch::N,手巾,handduk
441,Kraft::N,力,kraft
442,Stärke::N,力量,styrka
443,Gesundheit::N,健康,hälsa
444,Krankheit::N,病,sjukdom
445,Schmerz::N,痛,smärta
446,Wunde::N,伤口,sår
447,Fieber::N,发烧,feber
448,Arznei::N,药,medicin
449,Arznei::N,药,läkemedel
450,Brücke::N,桥,bro
451,Brunnen::N,井,brunn
452,Weide::N,牧场,bete
453,Pfad::N,小路,stig
454,Weg::N,路,väg
455,Straße::N,街,gata
456,Dorf::N,村庄,by
457,Stadt::N,城市,stad
458,Brief::N,信,brev
459,Buch::N,书,bok
460,Buchstabe::N,字母,bokstav
461,Zeitung::N,报纸,tidning
462,Leben::N,生命,liv
463,Tod::N,死亡,död
464,Grab::N,坟墓,grav
465,Kirche::N,教堂,kyrka
466,Sünde::N,罪,synd
467,Gott::N,上帝,gud
468,Arbeiter::N,工人,arbetare
469,Chef::N,上司,chef
470,Meister::N,师傅,mästare
471,Arzt::N,医生,läkare
472,Lehrer::N,教师,lärare
473,Geld::N,钱,pengar
474,Geschäft::N,交易,rörelse
475,Laden::N,商店,affär
476,Preis::N,价格,pris
477,Ware::N,商品,vara
478,Nutzen::N,好处,gagn
479,Nutzen::N,好处,nytta
480,Reichtum::N,财富,rikedom
481,Welt::N,世界,värld
482,Land::N,国家,land
483,Staat::N,国家,stat
484,König::N,国王,kung
485,König::N,国王,konung
486,Macht::N,权力,makt
487,Grenze::N,边界,gräns
488,Krieg::N,战争,krig
489,Feind::N,敌人,fiende
490,Gewalt::N,暴力,våld
491,Kampf::N,战斗,kamp
492,Kampf::N,战斗,strid
493,Bogen[Waffe]::N,弓,båge
494,Pfeil::N,箭,pil
495,Gewehr::N,枪,gevär
496,Fehler::N,错误,fel
497,Lüge::N,谎话,lögn
498,Schaden::N,损失,skada
499,Unglück::N,不幸,otur
500,Unglück::N,不幸,olycka
501,Schuld::N,过错,skuld
502,Alter::N,年龄,ålder
503,Schluss::N,结束,slut
504,Zeit::N,时间,tid
505,Tag::N,天,dag
506,Morgen::N,早晨,morgon
507,Mittag::N,中午,middag
508,Abend::N,晚上,kväll
509,Nacht::N,夜,natt
510,Woche::N,星期,vecka
511,Monat::N,月,månad
512,Jahr::N,年,år
513,Frühling::N,春天,vår
514,Sommer::N,夏天,sommar
515,Herbst::N,秋天,höst
516,Winter::N,冬天,vinter
517,Januar::N,一月,januari
518,Februar::N,二月,februari
519,März::N,三月,mars
520,April::N,四月,april
521,Mai::N,五月,maj
522,Juni::N,六月,juni
523,Juli::N,七月,juli
524,August::N,八月,augusti
525,September::N,九月,september
526,Oktober::N,十月,oktober
527,November::N,十一月,november
528,Dezember::N,十二月,december
529,Montag::N,星期一,måndag
530,Dienstag::N,星期二,tisdag
531,Mittwoch::N,星期三,onsdag
532,Donnerstag::N,星期四,torsdag
533,Freitag::N,星期五,fredag
534,Samstag::N,星期六,lördag
535,Sonntag::N,星期日,söndag
536,groß::A,大,stor
537,klein::A,小,liten
538,lang::A,长,lång
539,kurz::A,短,kort
540,breit::A,宽,bred
541,schmal::A,细长的,smal
542,dicht::A,密,tät
543,dick[Gegenstand]::A,厚,tjock
544,dünn::A,薄,tunn
545,fein::A,细小,fin
546,fest::A,固体,fast
547,flach::A,平坦,platt
548,glatt::A,光滑,glatt
549,hart::A,硬,hård
550,weich::A,软,mjuk
551,rund::A,圆,rund
552,spitz::A,尖,toppig
553,spitz::A,尖,spetsig
554,scharf::A,锋利,vass
555,scharf::A,锋利,skarp
556,stumpf::A,钝,slö
557,schwer::A,重,tung
558,schön::A,美丽,skön
559,schön::A,美丽,vacker
560,heiß::A,烫,het
561,warm::A,暖和,varm
562,kalt::A,冷,kall
563,kühl::A,凉,sval
564,kühl::A,凉,kylig
565,frisch::A,新鲜,färsk
566,feucht::A,潮湿,fuktig
567,nass::A,湿,våt
568,trocken::A,干,torr
569,voll::A,满,full
570,leer::A,空,tom
571,offen::A,敞开,öppen
572,geschlossen::A,关闭,stängd
573,sauber::A,干净,ren
574,schmutzig::A,肮脏,snuskig
575,roh::A,生,rå
576,reif::A,成熟,mogen
577,lecker::A,好吃,läcker
578,süß::A,甜,söt
579,bitter::A,苦,besk
580,bitter::A,苦,bitter
581,sauer::A,酸,sur
582,hell::A,亮,ljus
583,dunkel::A,阴暗,mörk
584,schwarz::A,黑,svart
585,weiß::A,白,vit
586,rot::A,红,röd
587,gelb::A,黄,gul
588,blau::A,蓝,blå
589,grün::A,绿,grön
590,grau::A,灰色,grå
591,bunt::A,五彩,brokig
592,billig::A,便宜,billig
593,teuer::A,贵,dyr
594,wertvoll::A,贵重,värdefull
595,blind::A,瞎,blind
596,taub::A,聋,döv
597,kräftig::A,强壮,kraftig
598,stark::A,强壮,stark
599,schwach::A,弱,svag
600,fett::A,胖,fet
601,schlank::A,苗条,slank
602,hübsch::A,漂亮,snygg
603,hübsch::A,漂亮,vacker
604,böse::A,邪恶,ond
605,böse::A,邪恶,elak
606,dumm::A,笨,dum
607,faul::A,懒惰,lat
608,fleißig::A,勤奋,flitig
609,geizig::A,吝啬,snål
610,geizig::A,吝啬,girig
611,klug::A,聪明,klok
612,geschickt::A,灵巧,händig
613,geschickt::A,灵巧,skicklig
614,lieb::A,可爱,kär
615,lieb::A,可爱,snäll
616,lustig::A,快乐,rolig
617,lustig::A,快乐,lustig
618,sanft::A,柔和,mild
619,hungrig::A,饥饿,hungrig
620,krank::A,患病,sjuk
621,nackt::A,裸体,naken
622,traurig::A,悲哀,ledsen
623,traurig::A,悲哀,sorgsen
624,lebendig::A,活,levande
625,gut::A,好,bra
626,schlecht::A,坏,dålig
627,richtig::A,正确,riktig
628,schlimm::A,糟糕,illa
629,wahr::A,真,sann
630,alt::A,旧,gammal
631,neu::A,新,ny
632,ehemalig::A,以前,forn
633,ehemalig::A,以前,tidigare
634,alt[Lebewesen]::A,老,gammal
635,jung::A,年轻,ung
636,arm::A,贫穷,fattig
637,reich::A,富裕,rik
638,bekannt::A,出名,känd
639,berühmt::A,著名,berömd
640,fremd::A,陌生,främmande
641,verschieden::A,不同,åtskillig
642,nah::A,近,nära
643,fern::A,遥远,fjärran
644,linker::A,左,vänster
645,rechter::A,右,höger
646,anderer::A,别的,annan
647,erster::A,第一,första
648,zweiter::A,第二,andra
649,dritter::A,第三,tredje
650,letzter::A,最后,sist
651,allein::ADV,单独,allena
652,auf einmal::ADV,同时,på en gång
653,zusammen::ADV,一起,tillsammans
654,lange::ADV,许久,länge
655,plötzlich::ADV,忽然,plötsligt
656,sofort::ADV,立刻,strax
657,sofort::ADV,立刻,genast
658,später::ADV,以后,senare
659,jetzt::ADV,现在,nu
660,heute::ADV,今天,i dag
661,morgen::ADV,明天,i morgon
662,bald::ADV,即将,snart
663,dann::ADV,然后,då
664,gestern::ADV,昨天,i går
665,einst::ADV,曾经,en gång
666,damals::ADV,当时,då
667,damals::ADV,当时,den gången
668,danach::ADV,随后,därefter
669,vorher::ADV,事先,före
670,vorher::ADV,事先,förut
671,zuerst::ADV,首先,först
672,einmal::ADV,一次,en gång
673,manchmal::ADV,有时,ibland
674,oft::ADV,时常,ofta
675,immer::ADV,总是,alltid
676,niemals::ADV,从未,aldrig
677,hier::ADV,这里,här
678,hierhin::ADV,到这里,hit
679,von hier::ADV,由此,härifrån
680,dort::ADV,那里,där
681,dorthin::ADV,到那里,dit
682,geradeaus::ADV,一直往前,rätt fram
683,vorwärts::ADV,向前,fram
684,vorwärts::ADV,向前,framåt
685,rückwärts::ADV,向后,baklänges
686,zurück::ADV,退后,tillbaka
687,unten::ADV,下面,nere
688,unten::ADV,下面,nedanför
689,hinab::ADV,向下,ned
690,hinab::ADV,向下,nedåt
691,oben::ADV,上面,ovan
692,oben::ADV,上面,ovanpå
693,hinauf::ADV,向上,upp
694,hinauf::ADV,向上,uppåt
695,überall::ADV,到处,överallt
696,nicht::ADV,不,ej
697,nicht::ADV,不,inte
698,ein wenig::ADV,一点儿,litet
699,kaum::ADV,几乎不,knappt
700,kaum::ADV,几乎不,knappast
701,sehr::ADV,很,mycket
702,so::ADV,如此,så
703,noch::ADV,还,än
704,noch::ADV,还,ännu
705,nur::ADV,只,bara
706,nur::ADV,只,endast
707,schon::ADV,已经,redan
708,wieder::ADV,又,åter
709,vor::PRP,在...面前,utanför
710,hinter::PRP,在...背后,bakom
711,unter::PRP,在...下面,under
712,durch::PRP,穿过,genom
713,durch::PRP,穿过,igenom
714,neben::PRP,在...旁,bredvid
715,neben::PRP,在...旁,vid sidan av
716,zwischen::PRP,在...之间,mellan
717,wegen::PRP,由于,på grund av
718,dies::PRN,这,detta
719,das::PRN,那,det
720,alles::PRN,一切,allt
721,ich::PRN,我,jag
722,du::PRN,你,du
723,er::PRN,他,han
724,wir::PRN,我们,vi
725,ihr::PRN,你们,ni
726,sie::PRN,她,de
727,was::FPRN,什么,vad
728,wer::FPRN,谁,vem
729,wo::FADV,哪里,var
730,wohin::FADV,去哪里,vart
731,wie::FADV,怎么,hur
732,warum::FADV,为什么,varför
733,wieviel::FNUM,多少,hur mycket
734,eins::NUM,一,en
735,eins::NUM,一,ett
736,zwei::NUM,二,två
737,drei::NUM,三,tre
738,vier::NUM,四,fyra
739,fünf::NUM,五,fem
740,sechs::NUM,六,sex
741,sieben::NUM,七,sju
742,acht::NUM,八,åtta
743,neun::NUM,九,nio
744,zehn::NUM,十,tio
745,elf::NUM,十一,elva
746,zwölf::NUM,十二,tolv
747,zwanzig::NUM,二十,tjugo
748,dreißig::NUM,三十,trettio
749,vierzig::NUM,四十,fyrtio
750,fünfzig::NUM,五十,femtio
751,sechzig::NUM,六十,sextio
752,siebzig::NUM,七十,sjuttio
753,achtzig::NUM,八十,åttio
754,neunzig::NUM,九十,nittio
755,hundert::NUM,百,hundra
756,tausend::NUM,千,tusen
757,und::CNJ,和,och
758,oder::CNJ,或者,eller
759,stehen::V,站,stå
760,sitzen::V,坐,sitta
761,liegen::V,躺着,ligga
762,hängen::V,挂着,hänga
763,werden::V,成为,bli
764,passieren::V,发生,ske
765,passieren::V,发生,hända
766,beginnen::V,开始,börja
767,enden::V,终止,ända
768,wechseln::V,变迁,växla
769,aufgehen[Sonne]::V,升起,gå upp
770,untergehen[Sonne]::V,下落,gå ned
771,scheinen[Sonne]::V,照射,skina
772,donnern::V,打雷,dundra
773,wehen::V,飘扬,blåsa
774,strömen::V,流,forsa
775,strömen::V,流,strömma
776,fließen::V,流动,flyta
777,sich drehen::V,转动,snurra
778,schwanken::V,摇摆,vackla
779,schwingen::V,摇,svinga
780,fallen::V,坠落,falla
781,brennen::V,燃烧,brinna
782,rauchen::V,冒烟,ryka
783,regnen::V,下雨,regna
784,gefrieren::V,结冰,frysa
785,tauen::V,融化,töa
786,schmelzen::V,溶化,smälta
787,trocknen::V,变干,torka
788,sieden::V,煮,koka
789,sieden::V,煮,sjuda
790,faulen::V,腐烂,ruttna
791,verfaulen::V,腐烂,ruttna
792,reißen::V,撕,brista
793,versinken::V,下沉,sjunka
794,vergehen::V,流逝,förgå
795,erscheinen::V,出现,synas
796,erscheinen::V,出现,visa sig
797,verschwinden::V,消失,försvinna
798,sinken::V,下降,sjunka
799,abnehmen::V,减少,avta
800,abnehmen::V,减少,minskas
801,zunehmen::V,增加,tilltaga
802,steigen::V,上升,stiga
803,wachsen::V,生长,växa
804,glänzen::V,发光,glimma
805,funkeln::V,闪烁,tindra
806,funkeln::V,闪烁,gnistra
807,lärmen::V,吵闹,bråka
808,lärmen::V,吵闹,väsnas
809,läuten::V,响,ringa
810,klingeln::V,按铃,ringa
811,brausen::V,疾驶,brusa
812,klingen::V,听起来,låta
813,klingen::V,听起来,klinga
814,bellen::V,吠,skälla
815,heulen::V,嗥,yla
816,heulen::V,嗥,tjuta
817,blasen::V,吹,blåsa
818,pfeifen::V,吹口哨,vissla
819,schreien::V,叫喊,skrika
820,stöhnen::V,呻吟,stöna
821,zittern::V,颤抖,darra
822,zittern::V,颤抖,skälva
823,leben::V,生存,leva
824,geboren werden::V,出生,födas
825,atmen::V,呼吸,andas
826,trinken::V,喝,dricka
827,essen::V,吃,äta
828,schlucken::V,咽,svälja
829,müde werden::V,疲倦,tröttna
830,einschlafen::V,入睡,somna
831,schlafen::V,睡觉,sova
832,aufwachen::V,睡醒,vakna
833,aufstehen::V,起床,stiga upp
834,sich erholen::V,休养,repa sig
835,sich erholen::V,休养,hämta sig
836,krank werden::V,生病,insjukna
837,krank sein::V,生病,vara sjuk
838,schmerzen::V,疼痛,smärta
839,schmerzen::V,疼痛,göra ont
840,husten::V,咳,hosta
841,genesen::V,痊愈,tillfriskna
842,sterben::V,死,dö
843,umkommen::V,丧命,omkomma
844,sich bewegen::V,移动,röra sig
845,sich rühren::V,动弹,röra på sig
846,sich erheben::V,站起,resa sig
847,sich setzen::V,坐,sätta sig
848,hinfallen::V,跌倒,falla omkull
849,laufen::V,步行,löpa
850,schreiten::V,迈步,skrida
851,spazierengehen::V,散步,promenera
852,eilen::V,急忙,ila
853,sich beeilen::V,赶快,skynda sig
854,sausen::V,疾驰,susa
855,rennen::V,奔跑,löpa
856,rennen::V,奔跑,springa
857,springen::V,跳,hoppa
858,klettern::V,攀缘,klättra
859,schaukeln::V,荡秋千,gunga
860,kriechen::V,爬行,kräla
861,schwimmen::V,游泳,simma
862,tauchen::V,潜水,dyka
863,rudern::V,划船,ro
864,fahren::V,行驶,köra
865,fliegen::V,飞,flyga
866,gehen::V,走,gå
867,weggehen::V,离去,gå bort
868,abfahren::V,出发,resa
869,abfahren::V,出发,avresa
870,anhalten::V,停住,stanna
871,hineingehen::V,进去,gå in
872,eintreten::V,进入,träda in
873,kommen::V,来,komma
874,ankommen::V,到达,ankomma
