,Concept_ID,ml,mhr
1102,kämmen::V,മുടിചീകുക,шера́ш
1103,schmücken::V,അലങ്കരിക്കുക,тӱзата́ш
1104,schmücken::V,അലങ്കരിക്കുക,чеверта́ш
1105,sagen::V,പറയുക,ойла́ш
1106,sagen::V,പറയുക,каласа́ш
1107,sprechen::V,സംസാരിക്കുക,кутыра́ш
1108,reden::V,സംസാരിക്കുക,мутлана́ш
1109,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,кутыра́ш
1110,fragen::V,ചോദിക്കുക,йода́ш
1111,bitten::V,അപേക്ഷിക്കുക,йода́ш
1112,erzählen::V,പറയുക,ойла́ш
1113,mitteilen::V,അറിയിക്കുക,увертара́ш
1114,nennen::V,പേരിടുക,лӱмда́ш
1115,rufen::V,വിളിക്കുക,ӱжа́ш
1116,prahlen::V,പൊങ്ങച്ചം പറയുക,моктана́ш
1117,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,кусара́ш
1118,denken::V,ചിന്തിക്കുക,шона́ш
1119,glauben::V,വിശ്വസിക്കുക,ӱшана́ш
1120,bemerken::V,ശ്രദ്ധിക്കുക,шижа́ш
1121,erkennen::V,തിരിചറിയുക,пала́ш
1122,begreifen::V,കൈപ്പിടിയിലാക്കുക,ыҥла́ш
1123,verstehen::V,മനസ്സിലാക്കുക,умыла́ш
1124,lernen::V,പഠിക്കുക,тунема́ш
1125,wissen::V,അറിയുക,шинча́ш
1126,sich erinnern an::V,ഓർമിക്കുക,шарна́ш
1127,vergessen::V,മറക്കുക,монда́ш
1128,messen::V,അളക്കുക,виса́ш
1129,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,шотла́ш
1130,rechnen::V,ഗണിക്കുക,шотла́ш
1131,lesen::V,വായിക്കുക,луда́ш
1132,malen::V,ചിത്രം വരയ്ക്കുക,сӱретла́ш
1133,zeichnen::V,വരയ്ക്കുക,сӱретла́ш
1134,schreiben::V,എഴുതുക,воза́ш
1135,besitzen::V,സ്വന്തമാക്കുക,лия́ш
1136,kaufen::V,വാങ്ങുക,нала́ш
1137,verkaufen::V,വിൽക്കുക,ужала́ш
1138,bezahlen::V,പരിഹാരം ചെയ്യുക,тӱла́ш
1139,zahlen::V,പണം അടയ്ക്കുക,тӱла́ш
1140,beherrschen::V,ഭരിക്കുക,куча́ш
1141,ertragen::V,താങ്ങുക,турка́ш
