,Concept_ID,ml,mhr
336,Gang::N,നടത്തം,ошкылма́ш
337,Schritt::N,ചുവട്,о́шкыл
338,Norden::N,വടക്ക്,йӱдйыма́л
339,Süden::N,തെക്ക്,кечывалве́л
340,Westen::N,പടിഞ്ഞാറ്,касве́л
341,Osten::N,കിഴക്ക്,эрве́л
342,Holz::N,തടി,пу
343,Brett::N,ബോർഡ്,оҥа́
344,Platte::N,തകിട്,аста́р
345,Stütze::N,താങ്ങ്,чара́к
346,Stange::N,കമ്പ്,лома́ш
347,Stock::N,വടി,тоя́
348,Stab::N,കുറുവടി,вара́
349,Stab::N,കുറുവടി,кашта́
350,Rohr::N,കുഴൽ,пуч
351,Haus::N,വീട്,пӧрт
352,Heim::N,വീട്,мӧ́ҥгӧ
353,Ofen::N,സ്റ്റൌ,комака́
354,Fußboden::N,തറ,кӱва́р
355,Tisch::N,മേശ,ӱсте́л
356,Stuhl::N,കസേര,пӱке́н
357,Wiege::N,തൊട്ടിൽ,шепка́
358,Bett::N,കിടക്ക,ва́кшыш
359,Regal::N,ഷെൽഫ്,шӧ́рлык
360,Kiste::N,പെട്ടി,шо́ндык
361,Kiste::N,പെട്ടി,я́шлык
362,Fenster::N,ജനൽ,окна́
363,Tür::N,വാതിൽ,омса́
364,Tor::N,കവാടം,капка́
365,Zaun::N,വേലി,сава́р
366,Dach::N,മേൽക്കുര,леве́дыш
367,Leiter::N,ഏണി,тошка́лтыш
368,Besen::N,ചൂല്,ӱштерво́штыр
369,Spaten::N,തൂമ്പ,ко́льмо
370,Schaufel::N,തൂമ്പ,сово́к
371,Schaufel::N,തൂമ്പ,су́ско
372,Gabel::N,മുൾക്കത്തി,ви́лке
373,Löffel::N,സ്പൂൺ,па́не
374,Löffel::N,സ്പൂൺ,совла́
375,Messer::N,കത്തി,кӱ́зӧ
376,Nagel::N,ആണി,пуда́
377,Netz::N,വല,вапш
378,Haken::N,കൊളുത്ത്,са́гыле
379,Griff::N,കൈപ്പിടി,кыл
380,Schloss::N,പൂട്ട്,кӧгӧ́н
381,Bild::N,ചിത്രം,сӱре́т
382,Figur::N,കണക്ക്,фигу́р
383,Puppe::N,പാവ,курча́к
384,Beutel::N,ബാഗ്,меша́к
385,Bündel::N,കെട്ട്,арша́ш
386,Tasche::N,ബാഗ്,сумка́
387,Eimer::N,ബക്കറ്റ്,ведра́
388,Deckel::N,ഉറ,ко́мдыш
389,Geschirr::N,പിഞ്ഞാണം,а́те
390,Sack::N,ചാക്ക്,куль
391,Sack::N,ചാക്ക്,меша́к
392,Tasse::N,കപ്പ്,чу́кыр
393,Tasse::N,കപ്പ്,чашка́
394,Topf::N,പാത്രം,ми́ске
395,Kessel::N,കെറ്റ്ല്,под
396,Essen::N,ആഹാരസമയം,ко́чкыш
397,Nahrung::N,ഭക്ഷണം,ку́рго
398,Speise::N,ഡിഷ്,ко́чкыш
399,Fleisch::N,മാംസം,шыл
400,Getreide::N,ചോളം,шу́рно
401,Brei::N,കഞ്ഞി,пу́чымыш
402,Brot::N,റോട്ടി,ки́нде
403,Scheibe::N,തുണ്ട്,ка́тыш
404,Fett::N,കൊഴുപ്പ്,коя́
405,Butter::N,വെണ്ണ,ӱй
406,Öl::N,എണ്ണ,ӱй
407,Salz::N,ഉപ്പ്,шинча́л
408,Suppe::N,സൂപ്പ്,шӱр
409,Honig::N,തേൻ,мӱй
410,Milch::N,പാൽ,шӧр
411,Tee::N,ചായ,чай
412,Leder::N,തുകൽ,сура́н
413,Leder::N,തുകൽ,шӱ́штӧ
414,Wolle::N,കമ്പിളി,пун
415,Stoff::N,തുണി,куэ́м
416,Stoff::N,തുണി,посто́
417,Nadel::N,സൂചി,и́ме
418,Faden::N,നൂല്,шӱ́ртӧ
419,Knopf::N,ബട്ടൺ,по́лдыш
420,Knoten::N,കുരുക്ക്,пышке́м
421,Farbe::N,പെയിൻറ്,чия́
422,Kleidung::N,വസ്ത്രങ്ങൾ,чие́м
423,Kleidung::N,വസ്ത്രങ്ങൾ,вурге́м
424,Hemd::N,ഷർട്ട്,ту́выр
425,Kragen::N,കുപ്പായക്കഴുത്ത്,сога́
426,Ärmel::N,കുപ്പായക്കൈ,шокш
427,Hose::N,ട്രൌസർ,йола́ш
428,Gürtel::N,ബെൽറ്റ്,ӱ́штӧ
429,Mütze::N,തൊപ്പി,упш
430,Schuh::N,ഷൂ,боти́нке
431,Stiefel::N,ബൂട്ട്,кем
432,Ring::N,മോതിരം,шерга́ш
433,Band::N,റിബൺ,тасма́
434,Band::N,റിബൺ,ле́нте
435,Kamm::N,ചീപ്പ്,шерге́
436,Spiegel::N,കണ്ണാടി,вошто́нчыш
437,Riemen::N,സ്ട്രാപ്പ്,кӱзанӱ́штӧ
438,Schnur::N,ചരട്,кере́м
439,Schnur::N,ചരട്,кандыра́
440,Leine::N,കെട്ടാനുള്ള തോൽവാർ,вӱра́ҥ
441,Decke::N,പുതപ്പ്,леве́дыш
442,Decke::N,പുതപ്പ്,одея́л
443,Kissen::N,തലയിണ,кӱ́пчык
444,Tuch::N,സ്കാർഫ്,шо́выч
445,Handtuch::N,തോർത്ത്,со́лык
446,Kraft::N,ശക്തി,вий
447,Kraft::N,ശക്തി,куа́т
448,Stärke::N,ശക്തി,куа́т
449,Stärke::N,ശക്തി,карма́н
450,Gesundheit::N,ആരോഗ്യം,таза́лык
451,Krankheit::N,അസുഖം,чер
452,Schmerz::N,വേദന,ко́рштыш
453,Wunde::N,മുറിവ്,су́сыр
454,Fieber::N,പനി,йӱштыму́ж
455,Fieber::N,പനി,лихора́дке
456,Arznei::N,മരുന്ന്,эм
457,Brücke::N,പാലം,кӱва́р
458,Brunnen::N,കിണർ,вӱдвыне́м
459,Weide::N,മേച്ചൽ,нурше́р
460,Pfad::N,വഴി,йолго́рно
461,Pfad::N,വഴി,сокма́к
462,Weg::N,വഴി,ко́рно
463,Straße::N,റോഡ്,ко́рно
464,Dorf::N,ഗ്രാമം,ял
465,Stadt::N,നഗരം,ола́
466,Brief::N,കത്ത്,се́рыш
467,Buch::N,പുസ്തകം,книга́
468,Buchstabe::N,അക്ഷരം,буква́
469,Zeitung::N,വർത്തമാനപത്രം,газе́т
470,Leben::N,ജീവൻ,и́лыш
471,Tod::N,മരണം,колыма́ш
472,Grab::N,ശവക്കുഴി,шӱга́р
473,Kirche::N,പള്ളി,че́рке
474,Sünde::N,പാപം,су́лык
475,Gott::N,ദൈവം,ю́мо
476,Arbeiter::N,ജോലിക്കാരൻ,паша́зе
477,Chef::N,മേധാവി,тӧра́
478,Meister::N,യജമാനൻ,маста́р
479,Arzt::N,ഡോക്ടർ,врач
480,Lehrer::N,അധ്യാപകൻ,ту́ныктышо
481,Geld::N,പണം,окса́
482,Geschäft::N,ബിസിനസ്,сатулыма́ш
483,Laden::N,കട,ке́выт
484,Preis::N,വില,ак
485,Ware::N,ചരക്ക്,сату́
486,Nutzen::N,ലാഭം,пайда́
487,Reichtum::N,ധനം,поя́нлык
488,Welt::N,ലോകം,тӱня́
489,Land::N,രാജ്യം,эл
490,Staat::N,രാജ്യം,кугыжа́ныш
491,König::N,രാജാവ്,кугыжа́
492,Macht::N,അധികാരം,власть
493,Grenze::N,അതിർത്തി,грани́ца
494,Krieg::N,യുദ്ധം,сар
495,Feind::N,ശത്രു,тушма́н
496,Gewalt::N,അക്രമം,виешлыма́ш
497,Kampf::N,പോരാട്ടം,кредалма́ш
498,Bogen[Waffe]::N,വില്ല്,юҥе́ж
499,Pfeil::N,അമ്പ്,пикш
500,Gewehr::N,തോക്ക്,пыча́л
501,Fehler::N,പിശക്,йо́ҥылыш
502,Lüge::N,കള്ളം,шоя́к
503,Schaden::N,കേടുപാട്,зия́н
504,Unglück::N,ദൌർഭാഗ്യം,эҥге́к
505,Schuld::N,തെറ്റ്,тита́к
506,Schuld::N,തെറ്റ്,йола́
507,Alter::N,വയസ്സ്,ийго́т
508,Schluss::N,നിഗമനം,муча́ш
509,Zeit::N,സമയം,жап
510,Zeit::N,സമയം,па́гыт
511,Tag::N,ദിവസം,ке́че
512,Morgen::N,പ്രഭാതം,эр
513,Mittag::N,ഉച്ച,кечыва́л
514,Abend::N,സായാഹ്നം,кас
515,Nacht::N,രാത്രി,йӱд
516,Woche::N,ആഴ്ച,арня́
517,Monat::N,മാസം,ты́лзе
518,Jahr::N,വർഷം,ий
519,Frühling::N,വസന്തം,шо́шо
520,Sommer::N,വേനൽ,кеҥе́ж
521,Herbst::N,ശരത്കാലം,шы́же
522,Winter::N,ശൈത്യം,те́ле
523,Januar::N,ജനുവരി,шоркыйол
524,Januar::N,ജനുവരി,идалыкву́й
525,Januar::N,ജനുവരി,янва́рь
526,Februar::N,ഫെബ്രുവരി,пургыж
527,Februar::N,ഫെബ്രുവരി,февра́ль
528,März::N,മാർച്ച്,ӱярня
529,März::N,മാർച്ച്,март
530,April::N,ഏപ്രിൾ മാസം,апре́ль
531,Mai::N,മെയ് മാസം,ага
532,Mai::N,മെയ് മാസം,май
533,Juni::N,ജൂൺ,пеледыш
534,Juni::N,ജൂൺ,ию́нь
535,Juli::N,ജൂലൈ,сӱрем
536,Juli::N,ജൂലൈ,ию́ль
537,August::N,ആഗസ്റ്റ്,сорла
538,August::N,ആഗസ്റ്റ്,агарма́н
539,August::N,ആഗസ്റ്റ്,а́вгуст
540,September::N,സെപ്തംബർ,идым
541,September::N,സെപ്തംബർ,сентя́брь
542,Oktober::N,ഒക്ടോബർ,шыжа
543,Oktober::N,ഒക്ടോബർ,октя́брь
544,November::N,നവംബർ,кылме тылзе
545,November::N,നവംബർ,ноя́брь
546,Dezember::N,ഡിസംബർ,дека́брь
547,Montag::N,തിങ്കളാഴ്ച,шо́чмо
548,Dienstag::N,ചൊവ്വ,ку́шкыжмо
549,Mittwoch::N,ബുധനാഴ്ച,вӱрге́че
550,Donnerstag::N,വ്യാഴാഴ്ച,изарня́
551,Freitag::N,വെള്ളിയാഴ്ച,кугарня́
552,Samstag::N,ശനിയാഴ്ച,шуматке́че
553,Sonntag::N,ഞായറാഴ്ച,рушарня́
554,groß::A,വലിയ,кугу́
555,klein::A,ചെറിയ,изи́
556,lang::A,നീണ്ട,кужу́
557,kurz::A,ഹ്രസ്വമായ,кӱ́чык
558,breit::A,വിശാലമായ,кумда́
559,schmal::A,ഇടുങ്ങിയ,а́ҥысыр
560,dicht::A,നിബിഡമായ,ну́гыдо
561,dick[Gegenstand]::A,തടിച്ച,кӱ́жгӧ
562,dünn::A,മെലിഞ്ഞ,ви́чкыж
563,fein::A,നേർത്ത,ты́гыде
564,fest::A,ഉറപ്പുള്ള,чо́ткыдо
565,flach::A,പരന്ന,лапка́
566,glatt::A,മിനുസമുള്ള,яклака́
567,hart::A,കട്ടിയുള്ള,пе́ҥгыде
568,weich::A,മൃദുവായ,пу́шкыдо
569,rund::A,വട്ടത്തിലുള്ള,йырге́шке
570,spitz::A,മുനയുള്ള,коша́р
571,scharf::A,മൂർച്ചയുള്ള,пӱ́сӧ
572,stumpf::A,തുറന്നടിക്കുന്ന,токма́к
573,schwer::A,ഭാരമുള്ള,не́ле
574,schön::A,മനോഹരമായ,сы́лне
575,heiß::A,ചൂടുള്ള,шо́кшо
576,warm::A,ചൂടുള്ള,ле́ве
577,kalt::A,തണുത്ത,йӱ́штӧ
578,kühl::A,തണുപ്പുള്ള,юа́лге
579,kühl::A,തണുപ്പുള്ള,южгата́
580,frisch::A,ശുദ്ധമായ,свежа́
581,feucht::A,ഈറനുള്ള,вӱ́дыжгӧ
582,nass::A,നനഞ്ഞ,нӧ́рӧ
583,trocken::A,വരണ്ട,ку́кшо
584,voll::A,നിറയെ,тич
585,leer::A,ഒഴിഞ്ഞ,яра́
586,offen::A,തുറന്ന,виш
587,geschlossen::A,അടച്ച,пе́тырыме
588,geschlossen::A,അടച്ച,тӱ́чмӧ
589,sauber::A,വൃത്തിയുള്ള,ару́
590,sauber::A,വൃത്തിയുള്ള,янда́р
591,schmutzig::A,അഴുക്കുനിറഞ്ഞ,лавыра́н
592,schmutzig::A,അഴുക്കുനിറഞ്ഞ,ла́выргыше
