,Concept_ID,fi,ca
58,Leber::N,maksa,fetge
59,Atem::N,henki,alè
60,Atem::N,henki,hàlit
61,Atem::N,hengitys,alè
62,Atem::N,hengitys,hàlit
63,Hunger::N,nälkä,fam
64,Hunger::N,nälkä,gana
65,Träne::N,kyynel,llàgrima
66,Geschmack::N,maku,gust
67,Geschmack::N,maku,sabor
68,Geruch::N,haju,olor
69,Schlaf::N,uni,son
70,Traum::N,uni,somni
71,Himmel::N,taivas,celm
72,Sonne::N,aurinko,sol
73,Mond::N,kuu,lluna
74,Stern::N,tähti,estel
75,Stern::N,tähti,estrella
76,Luft::N,ilma,aire
77,Wind::N,tuuli,vent
78,Welle::N,aalto,ona
79,Wasser::N,vesi,āigua
80,Stein::N,kivi,pedra
81,Boden::N,maa,sòl
82,Boden::N,maaperä,sòl
83,Erde::N,maa,terra
84,Staub::N,pöly,pols
85,Rauch::N,savu,fum
86,Funke::N,kipinä,guspira
87,Funke::N,kipinä,centella
88,Feuer::N,tuli,foc
89,Licht::N,valo,llum
90,Schatten::N,varjo,ombra
91,Wetter::N,sää,temps
92,Nebel::N,sumu,boira
93,Wolke::N,pilvi,núvol
94,Regen::N,sade,pluja
95,Schnee::N,lumi,neu
96,Eis::N,jää,gel
97,Eis::N,jää,glaç
98,Frost::N,halla,glaçada
99,Frost::N,pakkanen,glaçada
100,Kälte::N,vilu,fred
101,Kälte::N,kylmyys,fred
102,Hitze::N,helle,calor
103,Hitze::N,kuumuus,calor
104,Raureif::N,huurre,gebre
105,Regenbogen::N,sateenkaari,arc iris
106,Donner::N,jyrinä,tro
107,Strömung::N,virtaus,corrent
108,Tropfen::N,tippa,gota
109,Tropfen::N,pisara,gota
110,Schaum::N,vaahto,escuma
111,Schmutz::N,loka,brutícia
112,See::N,järvi,llac
113,Sumpf::N,suo,pantà
114,Moor::N,räme,pantà
115,Wiese::N,niitty,prat
116,Wiese::N,niitty,prada
117,Wald::N,metsä,bosc
118,Hügel::N,mäki,puig
119,Hügel::N,mäki,pujol
120,Hügel::N,kumpu,puig
121,Hügel::N,kumpu,pujol
122,Hügel::N,kukkula,puig
123,Hügel::N,kukkula,pujol
124,Anhöhe::N,mäki,turó
125,Anhöhe::N,kumpare,turó
126,Berg::N,mäki,muntanya
127,Berg::N,vuori,muntanya
128,Gipfel::N,laki,cim
129,Gipfel::N,huippu,cim
130,Höhle::N,luola,cova
131,Abhang::N,rinne,coster
132,Quelle::N,lähde,font
133,Bach::N,puro,riera
134,Fluss::N,joki,riu
135,Ufer::N,ranta,riba
136,Küste::N,rannikko,costa
137,Festland::N,manner,terra ferma
138,Meer::N,meri,mar
139,Bucht::N,lahti,cala
140,Bucht::N,lahti,badia
141,Insel::N,saari,illa
142,Blume::N,kukka,flor
143,Gras::N,ruoho,herba
144,Wurzel::N,juuri,rel
145,Wurzel::N,juuri,arrel
146,Baum::N,puu,arbre
147,Stamm::N,runko,tronc
148,Rinde::N,kuori,escorça
149,Rinde::N,parkki,escorça
150,Ast::N,oksa,branca
151,Zweig::N,haara,ram
152,Blatt::N,lehti,fulla
153,Birke::N,koivu,bedoll
154,Kiefer[Baum]::N,mänty,pi
155,Kiefer[Baum]::N,petäjä,pi
156,Weide[Baum]::N,paju,salze
157,Tanne::N,kuusi,avet
158,Horn::N,sarvi,corn
159,Horn::N,sarvi,banya
160,Feder::N,sulka,ploma
161,Feder::N,höyhen,ploma
162,Fell::N,talja,pell
163,Flügel::N,siipi,ala
164,Klaue::N,kynsi,urpa
165,Kralle::N,kynsi,grapa
166,Schwanz::N,häntä,cua
167,Schwanz::N,pyrstö,cua
168,Ei::N,muna,ou
169,Nest::N,pesä,niu
170,Bau::N,pesä,cau
171,Tier::N,eläin,animāl
172,Herde::N,lauma,ramat
173,Kuh::N,lehmä,vaca
174,Bulle::N,sonni,toro
175,Pferd::N,hevonen,cavāll
176,Schaf::N,lammas,be
177,Schaf::N,lammas,ovella
178,Schwein::N,sika,bacó
179,Hund::N,koira,ca
180,Hund::N,koira,gos
181,Katze::N,kissa,gat
182,Bär::N,karhu,ós
183,Eichhörnchen::N,orava,esquirol
184,Elch::N,hirvi,ant
185,Fuchs::N,kettu,guilla
186,Hase::N,jänis,llebre
187,Maus::N,hiiri,ratolí
188,Wolf::N,susi,llop
189,Vogel::N,lintu,au
190,Vogel::N,lintu,ocēll
191,Schwarm::N,parvi,bandada
192,Huhn::N,kana,gallina
193,Hahn::N,kukko,gall
194,Gans::N,hanhi,oca
195,Adler::N,kotka,àguila
196,Ente::N,ankka,ànec
197,Eule::N,pöllö,òliba
198,Eule::N,pöllö,mussol
199,Kranich::N,kurki,grua
200,Krähe::N,varis,cornella
201,Kuckuck::N,käki,cucut
202,Schwan::N,joutsen,cigne
203,Fisch::N,kala,peix
204,Barsch::N,ahven,perca
205,Hecht::N,hauki,lluç
206,Schlange[Tier]::N,käärme,serp
207,Wurm::N,mato,cuc
208,Spinne::N,hämähäkki,aranya
209,Ameise::N,muurahainen,formiga
210,Laus::N,täi,poll
211,Mücke::N,sääski,mosquit
212,Mücke::N,hyttynen,mosquit
213,Fliege::N,kärpänen,mosca
214,Schmetterling::N,perhonen,papallona
215,Beere::N,marja,baia
216,Apfel::N,omena,poma
217,Pilz::N,sieni,bolet
218,Zwiebel::N,sipuli,ceba
219,Saat::N,siemenet,sembra
220,Korn::N,jyvä,gra
221,Korn::N,vilja,gra
222,Heu::N,heinä,fenc
223,Schale::N,kuori,closca
224,Grube::N,kuoppa,sot
225,Grube::N,kuoppa,clot
226,Falle::N,loukku,trampa
227,Schlinge::N,ansa,baga
228,Spur::N,jälki,traça
229,Asche::N,tuhka,cendra
230,Dreck::N,lika,llot
231,Eisen::N,rauta,ferro
232,Gold::N,kulta,or
233,Silber::N,hopea,plata
234,Kohle::N,hiili,carbó
235,Glas::N,lasi,vidre
236,Lehm::N,savi,fang
237,Lehm::N,savi,argila
238,Sand::N,hiekka,arena
239,Mensch::N,ihminen,humà
240,Mensch::N,ihminen,persona
241,Mann::N,mies,home
242,Frau::N,nainen,dona
243,Kind::N,lapsi,nen
244,Junge::N,poika,noi
245,Mädchen::N,tyttö,noia
246,Familie::N,perhe,família
247,Großvater::N,isoisä,avi
248,Großmutter::N,isoäiti,àvia
249,Eltern::N,vanhemmat,pares
250,Vater::N,isä,pare
251,Mutter::N,äiti,mare
252,Sohn::N,poika,fill
253,Tochter::N,tytär,filla
254,Bruder::N,veli,germà
255,Schwester::N,sisko,germana
256,Onkel::N,eno,oncle
257,Onkel::N,setä,oncle
258,Tante::N,täti,tia
259,Ehemann::N,mies,espòs
260,Ehemann::N,aviomies,espòs
261,Ehefrau::N,vaimo,muller
262,Ehefrau::N,aviovaimo,muller
263,Freude::N,ilo,goig
264,Freude::N,ilo,alegria
265,Freude::N,riemu,goig
266,Freude::N,riemu,alegria
267,Gelächter::N,nauru,riallada
268,Glück::N,onni,felicitat
269,Kummer::N,suru,pena
270,Kummer::N,murhe,pena
271,Wunsch::N,toive,desig
272,Wunsch::N,toivomus,desig
273,Lust::N,himo,ganes
274,Geist::N,henki,ment
275,Geist::N,henki,esperit
276,Gedanke::N,aate,pensament
277,Gedanke::N,ajatus,pensament
278,Gedächtnis::N,muisti,memòria
279,Verstand::N,äly,raó
280,Verstand::N,äly,seny
281,Verstand::N,järki,raó
282,Verstand::N,järki,seny
283,Verstand::N,ymmärrys,raó
284,Verstand::N,ymmärrys,seny
285,Sinn::N,merkitys,solta
286,Sinn::N,merkitys,sentit
287,Grund::N,syy,raó
288,Grund::N,syy,causa
289,Grund::N,peruste,raó
290,Grund::N,peruste,causa
291,Wahrheit::N,tosi,veritāt
292,Wahrheit::N,totuus,veritāt
293,Gespräch::N,puhelu,conversa
294,Gespräch::N,keskustelu,conversa
295,Märchen::N,satu,conte
296,Erzählung::N,tarina,narració
297,Erzählung::N,kertomus,narració
298,Nachricht::N,tieto,missatge
299,Nachricht::N,ilmoitus,missatge
300,Neuigkeit::N,uutinen,novetat
301,Name::N,nimi,nom
302,Rätsel::N,arvoitus,endevinalla
303,Rede::N,puhe,discurs
304,Sprache::N,kieli,llēngua
305,Stimme::N,ääni,veu
306,Wort::N,sana,mot
307,Wort::N,sana,paraula
308,Zeichen::N,merkki,signe
309,Zeichen::N,merkki,senyal
310,Ruf::N,kutsu,crida
311,Lärm::N,melu,sorōll
312,Lärm::N,hälinä,sorōll
313,Laut::N,ääni,so
314,Ton::N,sävel,to
315,Lied::N,laulu,cançó
316,Ruhe::N,lepo,calma
317,Ruhe::N,lepo,silenci
318,Ruhe::N,rauha,calma
319,Ruhe::N,rauha,silenci
320,Leute::N,väki,gent
321,Leute::N,ihmiset,gent
322,Volk::N,kansa,poble
323,Arbeit::N,työ,labor
324,Arbeit::N,työ,treball
325,Gast::N,vieras,hoste
326,Geschenk::N,lahja,regal
327,Geschenk::N,lahja,obsequi
328,Spiel::N,peli,joc
329,Spiel::N,leikki,joc
330,Gesellschaft::N,seura,companyia
331,Hilfe::N,apu,ajut
332,Freund::N,ystävä,amīc
333,Kamerad::N,toveri,company
334,Kamerad::N,toveri,camarada
335,Angelegenheit::N,asia,afer
336,Angelegenheit::N,asia,assumpte
337,Anzahl::N,lukumäärä,nombre
338,Anzahl::N,lukumäärä,quantitat
339,Art::N,laji,tipus
340,Art::N,laji,classe
341,Stück::N,pala,peça
342,Stück::N,kappale,peça
343,Teil::N,osa,part
344,Hälfte::N,puoli,meitat
345,Kreis::N,ympyrä,cercle
346,Kreuz::N,risti,creu
347,Linie::N,viiva,línia
348,Strich::N,piirto,traç
349,Strich::N,piirto,ratlla
350,Abstand::N,väli,distància
351,Abstand::N,väljyys,distància
352,Entfernung::N,etäisyys,distància
353,Gegend::N,seutu,regió
354,Gegend::N,seutu,contrada
355,Platz::N,tila,cabuda
356,Ort::N,kohta,lloc
357,Ort::N,paikka,lloc
358,Seite::N,sivu,banda
359,Seite::N,sivu,costāt
360,Seite::N,kylki,banda
361,Seite::N,kylki,costāt
362,Mitte::N,keskus,mig
363,Mitte::N,keskus,centre
364,Mitte::N,puoliväli,mig
365,Mitte::N,puoliväli,centre
366,Gegenstand::N,kalu,objecte
367,Gegenstand::N,esine,objecte
368,Sache::N,asia,cosa
369,Rand::N,ääri,vora
370,Rand::N,ääri,marge
371,Rand::N,syrjä,vora
372,Rand::N,syrjä,marge
373,Kante::N,särmä,caire
374,Kante::N,särmä,cantell
375,Ecke::N,nurkka,cantonada
376,Spitze::N,terä,punta
377,Spitze::N,kärki,punta
378,Ende::N,pää,cap
379,Ende::N,perä,cap
380,Loch::N,kolo,forāt
381,Loch::N,reikä,forāt
382,Winkel::N,kulma,racó
383,Muster::N,kuvio,dibuix
384,Muster::N,kuvio,disseny
385,Größe::N,koko,grandària
386,Größe::N,suuruus,grandària
387,Länge::N,pituus,longitud
388,Höhe::N,korkeus,altura
389,Höhe::N,korkeus,altitud
390,Gewicht::N,paino,pes
391,Menge::N,määrä,quantitat
392,Haufen::N,kasa,pila
393,Reihe::N,rivi,fila
394,Boot::N,vene,bot
395,Boot::N,vene,barca
396,Ruder::N,airo,rem
397,Schlitten::N,reki,trineu
398,Schlitten::N,kelkka,trineu
399,Ski::N,suksi,esquí
400,Lagerfeuer::N,nuotio,foc de campament
401,Last::N,kuorma,càrrega
402,Gang::N,kulku,marxa
403,Gang::N,käynti,marxa
404,Schritt::N,askel,pas
405,Norden::N,pohjoinen,nord
406,Süden::N,etelä,sud
407,Westen::N,länsi,oest
408,Westen::N,länsi,occident
409,Osten::N,itä,est
410,Osten::N,itä,orient
411,Holz::N,puu,fusta
412,Brett::N,lauta,taula
413,Platte::N,levy,placa
414,Stütze::N,noja,suport
415,Stange::N,tanko,vara
416,Stock::N,keppi,pal
417,Stab::N,sauva,bastó
418,Stab::N,seiväs,bastó
419,Rohr::N,putki,tub
420,Haus::N,talo,casa
421,Heim::N,koti,llar
422,Ofen::N,uuni,estufa
423,Fußboden::N,lattia,terra
424,Tisch::N,pöytä,taula
425,Stuhl::N,tuoli,cadira
426,Wiege::N,kehto,bressol
427,Bett::N,sänky,llit
428,Regal::N,hylly,prestatgeria
429,Kiste::N,arkku,caixa
430,Kiste::N,kirstu,caixa
431,Kiste::N,laatikko,caixa
432,Fenster::N,ikkuna,finestra
433,Tür::N,ovi,porta
434,Tor::N,portti,portal
435,Zaun::N,aita,tanca
436,Dach::N,katto,teulada
437,Leiter::N,tikkaat,escala
438,Leiter::N,tikkaat,escala de mà
439,Leiter::N,tikapuut,escala
440,Leiter::N,tikapuut,escala de mà
441,Besen::N,luuta,escombra
442,Spaten::N,lapio,pala
443,Schaufel::N,lapio,pala
444,Gabel::N,haarukka,forquilla
445,Löffel::N,lusikka,cullera
446,Messer::N,veitsi,coltell
447,Nagel::N,naula,clau
448,Netz::N,verkko,filat
449,Haken::N,haka,ganxo
450,Haken::N,koukku,ganxo
451,Griff::N,ripa,puny
452,Griff::N,ripa,mànec
453,Griff::N,kahva,puny
454,Griff::N,kahva,mànec
455,Schloss::N,lukko,pany
456,Bild::N,kuva,imatge
457,Figur::N,kuvio,figura
458,Puppe::N,nukke,nina
459,Beutel::N,pussi,bossa
460,Bündel::N,nippu,feix
461,Bündel::N,nippu,paquet
462,Bündel::N,kimppu,feix
463,Bündel::N,kimppu,paquet
464,Tasche::N,laukku,bossa
465,Eimer::N,sanko,galleda
466,Eimer::N,ämpäri,galleda
467,Deckel::N,kansi,tapa
468,Deckel::N,kansi,tapadora
469,Geschirr::N,astia,vaixella
470,Sack::N,säkki,sac
471,Sack::N,säkki,saca
472,Tasse::N,kuppi,tassa
473,Topf::N,pata,pot
474,Topf::N,pata,olla
475,Kessel::N,kattila,caldera
476,Essen::N,syönti,àpat
477,Essen::N,syönti,menjada
478,Nahrung::N,ruoka,aliment
479,Nahrung::N,ravinto,aliment
480,Speise::N,ruoka,plat
481,Fleisch::N,liha,carn
482,Getreide::N,vilja,cereals
483,Brei::N,puuro,puré
484,Brot::N,leipä,pa
485,Scheibe::N,viipale,tall
486,Scheibe::N,viipale,llesca
487,Fett::N,rasva,greix
488,Butter::N,voi,mantega
489,Öl::N,öljy,oli
490,Salz::N,suola,sal
491,Suppe::N,keitto,sopa
492,Honig::N,hunaja,mel
493,Milch::N,maito,llet
494,Tee::N,tee,te
495,Leder::N,nahka,cuir
496,Wolle::N,villa,llana
497,Stoff::N,kangas,tela
498,Nadel::N,neula,agulla
499,Faden::N,lanka,fil
500,Knopf::N,nappi,botó
501,Knoten::N,solmu,nus
502,Farbe::N,maali,pintura
503,Kleidung::N,vaatteet,roba
504,Kleidung::N,vaatteet,vestits
505,Hemd::N,paita,camisa
506,Kragen::N,kaulus,coll
507,Ärmel::N,hiha,màniga
508,Hose::N,housut,pantalōns
509,Gürtel::N,vyö,cinturó
510,Mütze::N,lakki,gorra
511,Schuh::N,kenkä,sabata
512,Stiefel::N,saapas,bota
513,Ring::N,sormus,anell
514,Band::N,nauha,veta
515,Band::N,nauha,cinta
516,Kamm::N,kampa,pinta
517,Spiegel::N,peili,mirāll
518,Riemen::N,hihna,corretja
519,Schnur::N,naru,corda
520,Schnur::N,nuora,corda
521,Leine::N,talutushihna,corretja
522,Decke::N,peite,manta
523,Decke::N,peite,flassada
524,Kissen::N,tyyny,coixí
525,Kissen::N,pielus,coixí
526,Tuch::N,huivi,mocador
527,Handtuch::N,pyyheliina,tovallola
528,Kraft::N,väki,força
529,Kraft::N,voima,força
530,Stärke::N,vahvuus,vigor
531,Gesundheit::N,terveys,salut
532,Krankheit::N,tauti,malaltia
533,Krankheit::N,sairaus,malaltia
534,Schmerz::N,kipu,dolor
535,Schmerz::N,särky,dolor
536,Wunde::N,haava,ferida
537,Fieber::N,kuume,febre
538,Arznei::N,lääke,medicament
539,Brücke::N,silta,pont
540,Brunnen::N,kaivo,pou
541,Weide::N,laidun,pastura
542,Pfad::N,polku,senda
543,Pfad::N,polku,sender
544,Weg::N,tie,camí
545,Straße::N,katu,carretera
546,Dorf::N,kylä,poble
547,Stadt::N,kaupunki,ciutāt
548,Brief::N,kirje,carta
549,Buch::N,kirja,llibre
550,Buchstabe::N,kirjain,lletra
551,Zeitung::N,lehti,diāri
552,Zeitung::N,sanomalehti,diāri
553,Leben::N,elo,vida
554,Leben::N,elämä,vida
555,Tod::N,kuolema,mort
556,Grab::N,hauta,tomba
557,Kirche::N,kirkko,església
558,Sünde::N,synti,pecat
559,Gott::N,jumala,déu
560,Arbeiter::N,työläinen,obrer
561,Chef::N,päällikkö,cap
562,Meister::N,mestari,mestre
563,Arzt::N,lääkäri,metge
564,Lehrer::N,opettaja,mestre
565,Geld::N,raha,dinērs
566,Geschäft::N,liike,negoci
567,Laden::N,puoti,tenda
568,Laden::N,puoti,botiga
569,Laden::N,kauppa,tenda
570,Laden::N,kauppa,botiga
571,Preis::N,hinta,preu
572,Ware::N,tavara,mercaderia
573,Nutzen::N,hyöty,profit
574,Reichtum::N,rikkaus,riquesa
575,Welt::N,maailma,món
576,Land::N,maa,país
577,Staat::N,valtio,estat
578,König::N,kuningas,rei
579,Macht::N,mahti,poder
580,Macht::N,mahti,potència
581,Grenze::N,raja,frontera
582,Krieg::N,sota,guerra
583,Feind::N,vihollinen,enemic
584,Gewalt::N,väkivalta,violència
585,Kampf::N,taistelu,lluita
586,Bogen[Waffe]::N,jousi,arc
587,Pfeil::N,nuoli,fletxa
588,Gewehr::N,kivääri,fusell
589,Gewehr::N,kivääri,escopeta
590,Fehler::N,vika,falta
591,Fehler::N,virhe,falta
592,Lüge::N,valhe,mentida
593,Schaden::N,vaurio,dany
594,Schaden::N,vahinko,dany
595,Unglück::N,vahinko,desgràcia
596,Unglück::N,onnettomuus,desgràcia
597,Schuld::N,syy,culpa
598,Alter::N,ikä,edat
599,Schluss::N,loppu,fi
600,Schluss::N,loppu,final
601,Zeit::N,aika,temps
602,Tag::N,päivä,dia
603,Morgen::N,aamu,matí
604,Morgen::N,huomen,matí
605,Mittag::N,keskipäivä,migdia
606,Abend::N,ilta,vespre
607,Nacht::N,yö,nit
608,Woche::N,viikko,setmana
609,Monat::N,kuukausi,mes
610,Jahr::N,vuosi,any
611,Frühling::N,kevät,primavera
612,Sommer::N,kesä,estīu
613,Herbst::N,syksy,tardor
614,Winter::N,talvi,hivērn
615,Januar::N,tammikuu,gener
616,Februar::N,helmikuu,febrer
617,März::N,maaliskuu,març
618,April::N,huhtikuu,abril
619,Mai::N,toukokuu,maig
620,Juni::N,kesäkuu,juny
621,Juli::N,heinäkuu,juliol
622,August::N,elokuu,agost
623,September::N,syyskuu,setembre
624,Oktober::N,lokakuu,octubre
625,November::N,marraskuu,novembre
626,Dezember::N,joulukuu,desembre
627,Montag::N,maanantai,dilluns
628,Dienstag::N,tiistai,dimarts
629,Mittwoch::N,keskiviikko,dimecres
630,Donnerstag::N,torstai,dijous
631,Freitag::N,perjantai,divendres
632,Samstag::N,lauantai,dissabte
633,Sonntag::N,sunnuntai,diumenge
634,groß::A,iso,gros
635,groß::A,suuri,gros
636,klein::A,pieni,petīt
637,lang::A,pitkä,llarg
638,kurz::A,lyhyt,curt
639,breit::A,leveä,ample
640,schmal::A,kapea,estret
641,dicht::A,taaja,dens
642,dick[Gegenstand]::A,paksu,gruixūt
643,dünn::A,ohut,prim
644,fein::A,hieno,fi
645,fest::A,luja,ferm
646,fest::A,luja,sòlid
647,flach::A,litteä,pla
648,flach::A,tasainen,pla
649,glatt::A,sileä,llis
650,glatt::A,siloinen,llis
651,hart::A,kova,dur
652,weich::A,pehmeä,tou
653,rund::A,pyöreä,rodó
654,spitz::A,terävä,punxegut
655,scharf::A,terävä,agut
656,stumpf::A,tylsä,rom
657,stumpf::A,tylsä,esmussat
658,schwer::A,raskas,pesāt
659,schwer::A,painava,pesāt
660,schön::A,kaunis,bonīc
661,heiß::A,kuuma,calēnt
662,warm::A,lämmin,càlid
663,kalt::A,kylmä,fred
664,kalt::A,viluinen,fred
665,kühl::A,viileä,fresc
666,frisch::A,tuore,fresc
667,feucht::A,kostea,humit
668,nass::A,märkä,mullat
669,trocken::A,kuiva,sec
670,voll::A,täysi,ple
671,leer::A,tyhjä,buit
672,offen::A,avonainen,obert
673,geschlossen::A,suljettu,tancat
674,sauber::A,puhdas,net
675,schmutzig::A,likainen,brut
676,roh::A,raaka,cru
677,reif::A,kypsä,madur
678,lecker::A,herkullinen,deliciós
679,süß::A,makea,dolç
680,bitter::A,karvas,amarg
681,bitter::A,kitkerä,amarg
682,sauer::A,hapan,agre
683,hell::A,kirkas,clar
684,hell::A,valoisa,clar
685,dunkel::A,pimeä,fosc
686,schwarz::A,musta,negre
687,weiß::A,valkea,blanc
688,rot::A,punainen,vermēll
689,gelb::A,keltainen,groc
690,blau::A,sininen,blau
691,grün::A,vihreä,verd
692,grau::A,harmaa,gris
693,bunt::A,kirjava,multicolor
694,billig::A,halpa,barat
695,billig::A,huokea,barat
696,teuer::A,kallis,car
697,wertvoll::A,arvokas,preciós
698,blind::A,sokea,cec
699,taub::A,kuuro,sord
700,kräftig::A,väkevä,fort
701,kräftig::A,väkevä,vigorós
702,kräftig::A,voimakas,fort
703,kräftig::A,voimakas,vigorós
704,stark::A,vahva,fort
705,schwach::A,heikko,feble
706,fett::A,lihava,gras
707,schlank::A,hoikka,esvelt
708,schlank::A,solakka,esvelt
709,hübsch::A,soma,maco
710,hübsch::A,sievä,maco
711,böse::A,paha,dolent
712,böse::A,häijy,dolent
713,dumm::A,tyhmä,ximple
714,dumm::A,tyhmä,estúpid
715,dumm::A,typerä,ximple
716,dumm::A,typerä,estúpid
717,faul::A,laiska,gandūl
718,faul::A,laiska,mandrós
719,fleißig::A,ahkera,diligēnt
720,geizig::A,saita,avar
721,klug::A,älykäs,intel·ligent
722,geschickt::A,taitava,hàbil
723,lieb::A,rakas,amat
724,lieb::A,rakas,estimat
725,lustig::A,hauska,alegre
726,lustig::A,iloinen,alegre
727,sanft::A,lauha,suau
728,sanft::A,lempeä,suau
729,hungrig::A,nälkäinen,afamat
730,krank::A,sairas,malālt
731,nackt::A,alaston,nu
732,traurig::A,surullinen,trist
733,traurig::A,murheellinen,trist
734,lebendig::A,elävä,viu
735,gut::A,hyvä,bo
736,schlecht::A,paha,dolēnt
737,schlecht::A,huono,dolēnt
738,richtig::A,oikea,just
739,richtig::A,oikea,correcte
740,schlimm::A,paha,greu
741,wahr::A,tosi,vertader
742,wahr::A,tosi,veritable
743,alt::A,vanha,vell
744,neu::A,uusi,nou
745,ehemalig::A,entinen,antic
746,ehemalig::A,muinainen,antic
747,alt[Lebewesen]::A,vanha,vell
748,jung::A,nuori,jove
749,arm::A,köyhä,pobre
750,reich::A,rikas,ric
751,bekannt::A,tuttu,conegut
752,bekannt::A,tunnettu,conegut
753,berühmt::A,kuuluisa,famós
754,fremd::A,vieras,estrany
755,verschieden::A,eri,diferent
756,verschieden::A,erilainen,diferent
757,nah::A,läheinen,pròxim
758,fern::A,etäinen,llunyà
759,fern::A,etäinen,distant
760,linker::A,vasen,esquerre
761,rechter::A,oikea,dret
762,anderer::A,muu,altre
763,anderer::A,toinen,altre
764,erster::A,ensimmäinen,primer
765,zweiter::A,toinen,segon
766,dritter::A,kolmas,tercer
767,letzter::A,viimeinen,últim
768,allein::ADV,yksin,sol
769,auf einmal::ADV,yhdellä kertaa,d'una vegada
770,zusammen::ADV,yhdessä,junt
771,lange::ADV,kauan,molt de temps
772,lange::ADV,pitkään,molt de temps
773,plötzlich::ADV,äkkiä,de cop
774,plötzlich::ADV,äkkiä,de sobte
775,sofort::ADV,heti,de seguida
776,später::ADV,myöhemmin,més tard
777,jetzt::ADV,nyt,ara
778,heute::ADV,tänään,avūi
779,morgen::ADV,huomenna,demà
780,bald::ADV,pian,aviāt
781,dann::ADV,sitten,després
782,gestern::ADV,eilen,ahir
783,einst::ADV,aikanaan,anteriorment
784,damals::ADV,silloin,llavōrs
785,damals::ADV,silloin,aleshores
786,damals::ADV,siihen aikaan,llavōrs
787,damals::ADV,siihen aikaan,aleshores
788,danach::ADV,sen jälkeen,després
789,vorher::ADV,ennen,abāns
790,zuerst::ADV,ensin,primer
791,zuerst::ADV,ensiksi,primer
792,einmal::ADV,kerran,una vegada
793,manchmal::ADV,joskus,de vegades
794,oft::ADV,usein,sovint
795,immer::ADV,aina,sempre
796,niemals::ADV,ei koskaan,no ... mai
797,hier::ADV,tässä,aquí
798,hier::ADV,täällä,aquí
799,hierhin::ADV,tähän,per aquí
800,von hier::ADV,tästä,des d'aquí
801,von hier::ADV,täältä,des d'aquí
802,dort::ADV,siinä,allí
803,dort::ADV,siellä,allí
804,dorthin::ADV,sinne,hi
805,dorthin::ADV,tuonne,hi
806,geradeaus::ADV,suoraan,tot dret
807,vorwärts::ADV,eteenpäin,endavānt
808,rückwärts::ADV,taaksepäin,endarrera
809,zurück::ADV,takaisin,darrere
810,unten::ADV,alhaalla,a baix
811,hinab::ADV,alas,cap avall
812,oben::ADV,ylhäällä,dalt
813,hinauf::ADV,ylös,cap amunt
814,überall::ADV,kaikkialla,pertot
815,überall::ADV,kaikkialla,per tot arreu
816,nicht::ADV,ei,no
817,ein wenig::ADV,vähän,una mica
818,kaum::ADV,tuskin,a penes
819,sehr::ADV,kovin,molt
820,sehr::ADV,oikein,molt
821,so::ADV,näin,així
822,noch::ADV,vielä,encara
823,nur::ADV,vain,només
824,nur::ADV,ainoastaan,només
825,schon::ADV,jo,ja
826,wieder::ADV,taas,de nou
827,wieder::ADV,jälleen,de nou
828,vergebens::ADV,turhaan,en va
829,vor::PRP,edessä,davānt
830,vor::PRP,edessä,enfront de
831,hinter::PRP,takana,darrera
832,unter::PRP,alla,sota
833,durch::PRP,läpi,per
834,durch::PRP,kautta,per
835,neben::PRP,vieressä,al costāt de
