,Concept_ID,ml,udm
124,Blume::N,പൂവ്,сяська
125,Gras::N,പുല്ല്,турын
126,Wurzel::N,വേര്,выжы
127,Baum::N,മരം,пу
128,Stamm::N,തായ്ത്തടി,модос
129,Rinde::N,പട്ട,сул
130,Ast::N,ശാഖ,ул
131,Zweig::N,ശാഖ,вай
132,Blatt::N,ഇല,куар
133,Birke::N,പൂവരശ്,кызьпу
134,Kiefer[Baum]::N,പൈൻമരം,пужым
135,Weide[Baum]::N,വില്ലോ,бадьпу
136,Tanne::N,ദേവദാരു,кыз
137,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,сюр
138,Feder::N,തൂവൽ,тылы
139,Fell::N,മൃദുരോമം,ку
140,Flügel::N,ചിറക്,бурд
141,Klaue::N,നഖം,гижы
142,Kralle::N,നഖം,пыд
143,Schwanz::N,വാൽ,быж
144,Ei::N,മുട്ട,пуз
145,Ei::N,മുട്ട,кукей
146,Nest::N,കൂട്,кар
147,Nest::N,കൂട്,пузкар
148,Bau::N,മാളം,кар
149,Bau::N,മാളം,гу
150,Tier::N,മൃഗം,пӧйшур
151,Herde::N,കൂട്ടം,уллё
152,Kuh::N,പശു,скал
153,Bulle::N,കാള,ош
154,Bulle::N,കാള,пороз
155,Pferd::N,കുതിര,вал
156,Schaf::N,ആട്,ыж
157,Schwein::N,പന്നി,парсь
158,Hund::N,നായ്,пуны
159,Katze::N,പൂച്ച,коӵыш
160,Bär::N,കരടി,гондыр
161,Eichhörnchen::N,അണ്ണാൻ,коньы
162,Elch::N,കടമാന്,койык
163,Fuchs::N,കുറുക്കൻ,ӟичы
164,Hase::N,മുയൽ,кеч
165,Maus::N,ചുണ്ടലി,шыр
166,Wolf::N,ചെന്നായ,кион
167,Vogel::N,പക്ഷി,тылобурдо
168,Schwarm::N,കൂട്ടം,уллё
169,Huhn::N,കോഴി,курег
170,Hahn::N,പൂവൻകോഴി,атас
171,Gans::N,അരയന്നം,ӟазег
172,Adler::N,കഴുകൻ,ӧрзи
173,Ente::N,താറാവ്,ӵӧж
174,Eule::N,മൂങ്ങ,кучыран
175,Kranich::N,കൊക്ക്,тури
176,Krähe::N,കാക്ക,куака
177,Kuckuck::N,കുയിൽ,кикы
178,Schwan::N,അരയന്നം,юсь
179,Fisch::N,മത്സ്യം,чорыг
180,Barsch::N,ഒരിനം മത്സ്യം,юш
181,Hecht::N,ഒരു മത്സ്യം,чипей
182,Schlange[Tier]::N,പാമ്പ്,кый
183,Wurm::N,വിര,нумыр
184,Spinne::N,ചിലന്തി,чонари
185,Ameise::N,ഉറുമ്പ്,кузьыли
186,Laus::N,പേന്,тэй
187,Mücke::N,മശകം,нымы
188,Mücke::N,മശകം,чибинь
189,Fliege::N,ഈച്ച,кут
190,Schmetterling::N,ചിത്രശലഭം,бубыли
191,Beere::N,ബെറി,узы-боры
192,Apfel::N,ആപ്പിൾ,яблок
193,Pilz::N,കൂൺ,губи
194,Zwiebel::N,സവാള,сугон
195,Saat::N,വിത്ത്,кидыс
196,Korn::N,ധാന്യം,тысь
197,Heu::N,വയ്ക്കോൽ,турын
198,Schale::N,തൊലി,кыд
199,Grube::N,കുഴി,гу
200,Grube::N,കുഴി,гоп
201,Falle::N,കെണി,налик
202,Schlinge::N,കുടുക്ക്,гиӟ
203,Schlinge::N,കുടുക്ക്,герд
204,Spur::N,ചുവട്,пытьы
205,Spur::N,ചുവട്,бервыл
206,Asche::N,ചാരം,пень
207,Dreck::N,അഴുക്ക്,дэри
208,Eisen::N,ഇരുമ്പ്,корт
209,Gold::N,സ്വർണ്ണം,зарни
210,Silber::N,വെള്ളി,азвесь
211,Kohle::N,കൽക്കരി,эгыр
212,Glas::N,ഗ്ലാസ്,стекло
213,Glas::N,ഗ്ലാസ്,пияла
214,Lehm::N,കളിമണ്ണ്,сюй
215,Sand::N,മണൽ,луо
216,Mensch::N,മനുഷ്യർ,мурт
217,Mensch::N,മനുഷ്യർ,адями
218,Mann::N,പുരുഷൻ,воргорон
219,Frau::N,സ്ത്രീ,кышномурт
220,Kind::N,കുഞ്ഞ്,нуны
221,Kind::N,കുഞ്ഞ്,пинал
222,Junge::N,ആൺകുട്ടി,пи
223,Mädchen::N,പെൺകുട്ടി,ныл
224,Familie::N,കുടുംബം,семья
225,Großvater::N,അപ്പൂപ്പൻ,песятай
226,Großvater::N,അപ്പൂപ്പൻ,пересь атай
227,Großmutter::N,അമ്മുമ്മ,песянай
228,Großmutter::N,അമ്മുമ്മ,пересь анай
229,Eltern::N,മാതാപിതാക്കള്,атай-анай
230,Eltern::N,മാതാപിതാക്കള്,бубы-мумы
231,Vater::N,അച്ഛൻ,айы
232,Vater::N,അച്ഛൻ,атай
233,Mutter::N,അമ്മ,мумы
234,Sohn::N,മകൻ,пи
235,Tochter::N,മകൾ,ныл
236,Bruder::N,ചേട്ടൻ,агай
237,Bruder::N,അനിയൻ,агай
238,Schwester::N,ചേച്ചി,апа
239,Schwester::N,ചേച്ചി,сузэр
240,Schwester::N,അനിയത്തി,апа
241,Schwester::N,അനിയത്തി,сузэр
242,Onkel::N,അമ്മാവൻ,агай
243,Tante::N,മാമി,апа
244,Tante::N,മാമി,кенак
245,Ehemann::N,ഭർത്താവ്,карт
246,Ehefrau::N,ഭാര്യ,кышно
247,Freude::N,ആഹ്ലാദം,шумпотон
248,Gelächter::N,ചിരിയുടെ ശബ്ദം,горем
249,Glück::N,സന്തോഷം,шуд
250,Glück::N,സന്തുഷ്ടി,шуд
251,Kummer::N,ശോകം,кайгу
252,Kummer::N,ശോകം,куректон
253,Wunsch::N,ആഗ്രഹം,мылпотон
254,Lust::N,ആഗ്രഹം,потон
255,Geist::N,ചുറുചുറുക്ക്,лул
256,Gedanke::N,ചിന്ത,малпан
257,Gedächtnis::N,ഓർമ്മശക്തി,йырсазь
258,Gedächtnis::N,ഓർമ്മശക്തി,тодэваён
259,Verstand::N,മനസ്സ്,йырвизь
260,Sinn::N,അർത്ഥം,смысл
261,Grund::N,കാരണം,муг
262,Grund::N,കാരണം,ньӧм
263,Wahrheit::N,സത്യം,зэм
264,Wahrheit::N,സത്യം,шонер
265,Gespräch::N,സല്ലാപം,вераськон
266,Märchen::N,യക്ഷിക്കഥ,выжыкыл
267,Erzählung::N,കഥ,верос
268,Nachricht::N,സന്ദേശം,ивор
269,Neuigkeit::N,വാർത്ത,выльивор
270,Name::N,പേര്,ним
271,Rätsel::N,പ്രഹേളിക,мадькыл
272,Rede::N,സംസാരം,верам
273,Sprache::N,ഭാഷ,кыл
274,Stimme::N,സ്വരം,куара
275,Wort::N,വാക്ക്,кыл
276,Zeichen::N,സംജ്ഞ,пус
277,Zeichen::N,സംജ്ഞ,тодмет
278,Ruf::N,വിളി,ӧтён
279,Ruf::N,വിളി,чортон
280,Lärm::N,ആരവം,ӵашетон
281,Laut::N,ശബ്ദം,куара
282,Ton::N,സ്വരഭേദം,куара
283,Lied::N,പാട്ട്,кырӟан
284,Ruhe::N,നിശ്ചലത,чалмыт улон
285,Leute::N,ജനങ്ങൾ,адямиос
286,Volk::N,രാഷ്ടം,калык
287,Arbeit::N,ജോലി,уж
288,Gast::N,അതിലി,куно
289,Geschenk::N,സമ്മാനം,салам
290,Geschenk::N,സമ്മാനം,кузьым
291,Spiel::N,കളി,шудон
292,Gesellschaft::N,കൂട്ടായ്മ,калык
293,Hilfe::N,സഹായം,юрттон
294,Freund::N,സുഹൃത്ത്,эш
295,Freund::N,സുഹൃത്ത്,юлтош
296,Kamerad::N,കൂട്ടാളി,тодмо
297,Angelegenheit::N,കാര്യം,уж
298,Anzahl::N,എണ്ണം,лыд
299,Art::N,തരം,тус
300,Stück::N,കഷണം,юдэс
301,Teil::N,ഭാഗം,люкет
302,Hälfte::N,പകുതി,ӝыны
303,Kreis::N,വൃത്തം,котырес
304,Kreuz::N,കുരിശടയാളം,крест
305,Linie::N,വര,гож
306,Linie::N,രേഖ,гож
307,Strich::N,പക്ഷാഘാതം,гож
308,Abstand::N,വിടവ്,вис
309,Abstand::N,വിടവ്,кусып
310,Entfernung::N,അകലം,кусып
311,Gegend::N,പ്രദേശം,инты
312,Platz::N,ഇടം,инты
313,Ort::N,സ്ഥലം,инты
314,Ort::N,സ്ഥലം,места
315,Seite::N,വശം,пал
316,Mitte::N,മധ്യസ്ഥാനം,шор
317,Gegenstand::N,സാധനം,арбери
318,Sache::N,വസ്തു,котыр
319,Rand::N,തൊങ്ങൽ,дур
320,Rand::N,തൊങ്ങൽ,шаер
321,Kante::N,അറ്റം,дур
322,Ecke::N,മൂല,сэрег
323,Spitze::N,അഗ്രം,йыл
324,Ende::N,അവസാനം,пум
325,Loch::N,ദ്വാരം,пась
326,Winkel::N,കോൺ,сэрег
327,Muster::N,ക്രമം,пужы
328,Größe::N,വലുപ്പം,быдӟала
329,Länge::N,നീളം,кузьдала
330,Höhe::N,ഉയരം,ӝуждала
331,Gewicht::N,കട്ടി,сектала
332,Gewicht::N,കട്ടി,секытлык
333,Menge::N,അളവ്,лыд
334,Menge::N,അളവ്,лыдпус
335,Haufen::N,കൂമ്പാരം,люк
336,Reihe::N,വരി,чур
337,Boot::N,ബോട്ട്,пыж
338,Boot::N,ബോട്ട്,лодка
339,Ruder::N,പങ്കായം,полыс
340,Schlitten::N,ഉരുളില്ലാവണ്ടി,додьы
341,Ski::N,ഹിമപാദുകം,куас
342,Lagerfeuer::N,തീ,тылскем
343,Last::N,ഭാരം,секыт
344,Gang::N,നടത്തം,ветлон
345,Schritt::N,ചുവട്,вамыш
346,Norden::N,വടക്ക്,уйпал
347,Süden::N,തെക്ക്,лымшор
348,Westen::N,പടിഞ്ഞാറ്,шунды пуксён
349,Osten::N,കിഴക്ക്,шунды ӝужан
350,Holz::N,തടി,пу
351,Brett::N,ബോർഡ്,пул
352,Platte::N,തകിട്,плита
353,Stütze::N,താങ്ങ്,пыкет
354,Stange::N,കമ്പ്,пуӵ
355,Stock::N,വടി,боды
356,Stab::N,കുറുവടി,пуӵ
357,Stab::N,കുറുവടി,боды
358,Rohr::N,കുഴൽ,труба
359,Haus::N,വീട്,юрт
360,Heim::N,വീട്,корка
361,Ofen::N,സ്റ്റൌ,гур
362,Fußboden::N,തറ,выж
363,Tisch::N,മേശ,ӝӧк
364,Stuhl::N,കസേര,пукон
365,Wiege::N,തൊട്ടിൽ,кӧкы
366,Wiege::N,തൊട്ടിൽ,зыбка
367,Bett::N,കിടക്ക,валес
368,Regal::N,ഷെൽഫ്,ӝажы
369,Kiste::N,പെട്ടി,ящик
370,Fenster::N,ജനൽ,укно
371,Fenster::N,ജനൽ,косяк
372,Tür::N,വാതിൽ,ӧс
373,Tor::N,കവാടം,ӟезьы
374,Zaun::N,വേലി,забор
375,Dach::N,മേൽക്കുര,липет
376,Leiter::N,ഏണി,падӟа
377,Besen::N,ചൂല്,ӵужон
378,Besen::N,ചൂല്,исьнер
379,Spaten::N,തൂമ്പ,лопатка
380,Schaufel::N,തൂമ്പ,ютырон
381,Gabel::N,മുൾക്കത്തി,тэчы
382,Gabel::N,മുൾക്കത്തി,вилка
383,Löffel::N,സ്പൂൺ,пуньы
384,Messer::N,കത്തി,пурт
385,Nagel::N,ആണി,кортӵог
386,Netz::N,വല,сеть
387,Haken::N,കൊളുത്ത്,курик
388,Griff::N,കൈപ്പിടി,ныд
389,Schloss::N,പൂട്ട്,тунгон
390,Bild::N,ചിത്രം,суред
391,Figur::N,കണക്ക്,фигура
392,Puppe::N,പാവ,мунё
393,Beutel::N,ബാഗ്,пуйы
394,Bündel::N,കെട്ട്,керттэт
395,Tasche::N,ബാഗ്,пуйы
396,Tasche::N,ബാഗ്,сумка
397,Eimer::N,ബക്കറ്റ്,ведра
398,Deckel::N,ഉറ,ӵоксэт
399,Geschirr::N,പിഞ്ഞാണം,тусьты-пуньы
400,Sack::N,ചാക്ക്,пуйы
401,Tasse::N,കപ്പ്,ӵаша
402,Topf::N,പാത്രം,миска
403,Kessel::N,കെറ്റ്ല്,пурты
404,Essen::N,ആഹാരസമയം,сиськон
405,Nahrung::N,ഭക്ഷണം,сион
406,Speise::N,ഡിഷ്,сиён
407,Fleisch::N,മാംസം,сӥль
408,Getreide::N,ചോളം,ю тысь
409,Brei::N,കഞ്ഞി,ӝук
410,Brot::N,റോട്ടി,нянь
411,Scheibe::N,തുണ്ട്,шорем
412,Fett::N,കൊഴുപ്പ്,кӧй
413,Butter::N,വെണ്ണ,вӧй
414,Öl::N,എണ്ണ,вӧй
415,Salz::N,ഉപ്പ്,сылал
416,Suppe::N,സൂപ്പ്,шыд
417,Honig::N,തേൻ,чечы
418,Milch::N,പാൽ,йӧл
419,Tee::N,ചായ,чай
420,Leder::N,തുകൽ,сурон
421,Wolle::N,കമ്പിളി,гон
422,Wolle::N,കമ്പിളി,ыжгон
423,Stoff::N,തുണി,куэм
424,Nadel::N,സൂചി,вень
425,Faden::N,നൂല്,сӥньыс
426,Knopf::N,ബട്ടൺ,бирды
427,Knoten::N,കുരുക്ക്,герд
428,Farbe::N,പെയിൻറ്,буёл
429,Kleidung::N,വസ്ത്രങ്ങൾ,дӥсь
430,Hemd::N,ഷർട്ട്,дэрем
431,Kragen::N,കുപ്പായക്കഴുത്ത്,сирес
432,Ärmel::N,കുപ്പായക്കൈ,саес
433,Hose::N,ട്രൌസർ,брюки
434,Hose::N,ട്രൌസർ,штань
435,Gürtel::N,ബെൽറ്റ്,кускерттон
436,Mütze::N,തൊപ്പി,ызьы
437,Schuh::N,ഷൂ,ботинка
438,Stiefel::N,ബൂട്ട്,сапег
439,Ring::N,മോതിരം,зундэс
440,Band::N,റിബൺ,лента
441,Kamm::N,ചീപ്പ്,сын
442,Spiegel::N,കണ്ണാടി,синучкон
443,Riemen::N,സ്ട്രാപ്പ്,е
444,Schnur::N,ചരട്,гозы
445,Leine::N,കെട്ടാനുള്ള തോൽവാർ,думет
446,Decke::N,പുതപ്പ്,шобрет
447,Kissen::N,തലയിണ,миндэр
448,Tuch::N,സ്കാർഫ്,кышет
449,Handtuch::N,തോർത്ത്,ӵушкон
450,Kraft::N,ശക്തി,кать
451,Kraft::N,ശക്തി,ӟигар
452,Stärke::N,ശക്തി,юнлык
453,Gesundheit::N,ആരോഗ്യം,тазалык
454,Krankheit::N,അസുഖം,висён
455,Schmerz::N,വേദന,висён
456,Wunde::N,മുറിവ്,яра
457,Fieber::N,പനി,кезег
458,Arznei::N,മരുന്ന്,эмъюм
459,Brücke::N,പാലം,выж
460,Brunnen::N,കിണർ,колдэч
461,Weide::N,മേച്ചൽ,возь
462,Pfad::N,വഴി,сюрес
463,Weg::N,വഴി,сюрес
464,Straße::N,റോഡ്,сюрес
465,Dorf::N,ഗ്രാമം,гурт
466,Stadt::N,നഗരം,кар
467,Stadt::N,നഗരം,город
468,Brief::N,കത്ത്,гожтэт
469,Buch::N,പുസ്തകം,книга
470,Buchstabe::N,അക്ഷരം,буква
471,Zeitung::N,വർത്തമാനപത്രം,газет
472,Leben::N,ജീവൻ,улон
473,Tod::N,മരണം,кулон
474,Grab::N,ശവക്കുഴി,шайгу
475,Kirche::N,പള്ളി,черк
476,Sünde::N,പാപം,сьӧлык
477,Gott::N,ദൈവം,ӥнмар
478,Arbeiter::N,ജോലിക്കാരൻ,рабочий
479,Chef::N,മേധാവി,начальник
480,Meister::N,യജമാനൻ,кибашлы
481,Arzt::N,ഡോക്ടർ,врач
482,Lehrer::N,അധ്യാപകൻ,дышетӥсь
483,Geld::N,പണം,уксё
484,Geld::N,പണം,коньдон
485,Geschäft::N,ബിസിനസ്,уж
486,Laden::N,കട,магазин
487,Preis::N,വില,дун
488,Ware::N,ചരക്ക്,вуз
489,Nutzen::N,ലാഭം,пайда
490,Reichtum::N,ധനം,узырлык
491,Welt::N,ലോകം,дунне
492,Land::N,രാജ്യം,шаер
493,Staat::N,രാജ്യം,кун
494,König::N,രാജാവ്,эксэй
495,Macht::N,അധികാരം,власть
496,Grenze::N,അതിർത്തി,кунгож
497,Krieg::N,യുദ്ധം,ож
498,Feind::N,ശത്രു,тушмон
499,Gewalt::N,അക്രമം,эриктэман
500,Kampf::N,പോരാട്ടം,нюръяськон
501,Bogen[Waffe]::N,വില്ല്,пукыӵ
502,Pfeil::N,അമ്പ്,пукыӵ вень
503,Gewehr::N,തോക്ക്,пыӵал
504,Fehler::N,പിശക്,янгыш
505,Lüge::N,കള്ളം,пӧян
506,Lüge::N,കള്ളം,алдан
507,Lüge::N,കള്ളം,ӧрекчан
508,Schaden::N,കേടുപാട്,изъян
509,Unglück::N,ദൌർഭാഗ്യം,куректон
510,Unglück::N,ദൌർഭാഗ്യം,шудтэме усён
511,Schuld::N,തെറ്റ്,янгыш
512,Alter::N,വയസ്സ്,арлыд
513,Schluss::N,നിഗമനം,пум
514,Zeit::N,സമയം,дыр
515,Tag::N,ദിവസം,нунал
516,Morgen::N,പ്രഭാതം,ӵукна
517,Mittag::N,ഉച്ച,лымшор
518,Abend::N,സായാഹ്നം,ӝыт
519,Abend::N,സായാഹ്നം,акшан
520,Nacht::N,രാത്രി,уй
521,Woche::N,ആഴ്ച,арня
522,Monat::N,മാസം,толэзь
523,Jahr::N,വർഷം,ар
524,Frühling::N,വസന്തം,тулыс
525,Sommer::N,വേനൽ,гужем
526,Herbst::N,ശരത്കാലം,сӥзьыл
527,Winter::N,ശൈത്യം,тол
528,Januar::N,ജനുവരി,выльартолэзь
529,Februar::N,ഫെബ്രുവരി,тулыспал
530,März::N,മാർച്ച്,южтолэзь
531,April::N,ഏപ്രിൾ മാസം,оштолэзь
532,Mai::N,മെയ് മാസം,куартолэзь
533,Juni::N,ജൂൺ,вожотолэзь
534,Juli::N,ജൂലൈ,пӧсьтолэзь
535,August::N,ആഗസ്റ്റ്,гудырикошкон
536,September::N,സെപ്തംബർ,куарусён
537,Oktober::N,ഒക്ടോബർ,выльӝуктолэзь
538,November::N,നവംബർ,шуркынмон
539,Dezember::N,ഡിസംബർ,толсур
540,Montag::N,തിങ്കളാഴ്ച,вордӥськон
541,Dienstag::N,ചൊവ്വ,вторник
542,Mittwoch::N,ബുധനാഴ്ച,вирнунал
543,Donnerstag::N,വ്യാഴാഴ്ച,покчиарня
544,Freitag::N,വെള്ളിയാഴ്ച,удмуртарня
545,Samstag::N,ശനിയാഴ്ച,кӧснунал
546,Sonntag::N,ഞായറാഴ്ച,арня
547,groß::A,വലിയ,бадӟым
548,klein::A,ചെറിയ,пичи
549,lang::A,നീണ്ട,кузь
550,kurz::A,ഹ്രസ്വമായ,вакчи
551,breit::A,വിശാലമായ,паськыт
552,schmal::A,ഇടുങ്ങിയ,сюлэг
553,dicht::A,നിബിഡമായ,ӵем
554,dick[Gegenstand]::A,തടിച്ച,зӧк
555,dünn::A,മെലിഞ്ഞ,векчи
556,fein::A,നേർത്ത,векчи
557,fest::A,ഉറപ്പുള്ള,юн
558,fest::A,ഉറപ്പുള്ള,чурыт
559,flach::A,പരന്ന,ӵошкыт
560,glatt::A,മിനുസമുള്ള,гылыт
561,glatt::A,മിനുസമുള്ള,вольыт
562,hart::A,കട്ടിയുള്ള,чурыт
563,weich::A,മൃദുവായ,небыт
564,rund::A,വട്ടത്തിലുള്ള,котырес
565,spitz::A,മുനയുള്ള,йылсо
566,scharf::A,മൂർച്ചയുള്ള,лэчыт
567,stumpf::A,തുറന്നടിക്കുന്ന,ныж
568,schwer::A,ഭാരമുള്ള,секыт
569,schön::A,മനോഹരമായ,чебер
570,heiß::A,ചൂടുള്ള,пӧсь
571,warm::A,ചൂടുള്ള,шуныт
572,kalt::A,തണുത്ത,кезьыт
573,kühl::A,തണുപ്പുള്ള,юзмыт
574,kühl::A,തണുപ്പുള്ള,салкым
575,frisch::A,ശുദ്ധമായ,выль
576,feucht::A,ഈറനുള്ള,мускыт
577,nass::A,നനഞ്ഞ,котмем
578,trocken::A,വരണ്ട,кӧс
579,voll::A,നിറയെ,тыр
580,leer::A,ഒഴിഞ്ഞ,буш
581,leer::A,ഒഴിഞ്ഞ,тырттэм
582,offen::A,തുറന്ന,усьтэм
583,geschlossen::A,അടച്ച,ӵогам
584,geschlossen::A,അടച്ച,пунням
585,sauber::A,വൃത്തിയുള്ള,ӝикыт
586,sauber::A,വൃത്തിയുള്ള,чылкыт
587,schmutzig::A,അഴുക്കുനിറഞ്ഞ,нӧд
588,roh::A,അസംസ്കൃതമായ,ыль
589,reif::A,പഴുത്ത,вуэм
590,lecker::A,രുചികരമായ,ческыт
591,süß::A,മധുരമുള്ള,ческыт
592,bitter::A,കടുത്ത,курыт
593,sauer::A,പുളിപ്പുള്ള,чырс
594,hell::A,ജ്വലിക്കുന്ന,югыт
595,dunkel::A,ഇരുണ്ട,пеймыт
596,schwarz::A,കറുത്ത,сьӧд
597,weiß::A,വെളുത്ത,тӧдьы
598,rot::A,ചുവന്ന,горд
599,gelb::A,മഞ്ഞനിറമായ,ӵуж
600,blau::A,നീലനിറമുള്ള,лыз
601,grün::A,പച്ചനിറമുള്ള,вож
602,grau::A,ചാരനിറത്തിലുള്ള,пурысь
603,bunt::A,വർണ്ണശബളമായ,куӵо
604,billig::A,വിലകുറഞ്ഞ,дунтэм
605,teuer::A,ചെലവേറിയ,дуно
606,wertvoll::A,വിലപിടിപ്പുള്ള,дуно
607,blind::A,അന്ധനായ,сукыр
608,blind::A,അന്ധനായ,синтэм
609,taub::A,കേൾവിക്കുറവുള്ള,пельтэм
610,kräftig::A,ശക്തിയുള്ള,кужмо
611,stark::A,ബലമുള്ള,юн
612,stark::A,ബലമുള്ള,кужмо
613,schwach::A,ക്ഷീണിച്ച,ляб
614,schwach::A,ക്ഷീണിച്ച,начар
615,fett::A,കൊഴുപ്പുള്ള,кӧй
616,schlank::A,മെലിഞ്ഞ,веськыт
617,schlank::A,മെലിഞ്ഞ,веськрес
618,hübsch::A,മനോഹരമായ,чебер
619,hübsch::A,മനോഹരമായ,синмаськымон
620,böse::A,പാപിയായ,лек
621,dumm::A,വിവരംകെട്ട,шузи
622,dumm::A,വിവരംകെട്ട,визьтэм
623,faul::A,അലസനായ,азьтэм
624,fleißig::A,അദ്ധ്വാനശീലമുള്ള,сюлмо
625,geizig::A,പിശുക്കനായ,сук
626,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,визьмо
627,geschickt::A,പ്രതിഭാശാലി,усто
628,geschickt::A,പ്രതിഭാശാലി,быгатӥсь
