,Concept_ID,uk,av
112,Bach::N,струмок,лъар
113,Fluss::N,річка,гӏор
114,Ufer::N,берег,рагӏал
115,Küste::N,узбережжя,рагӏал
116,Festland::N,суша,ракь
117,Festland::N,суша,ракъдаллъи
118,Meer::N,море,ралъад
119,Bucht::N,бухта,кӏветӏ
120,Bucht::N,затока,кӏветӏ
121,Insel::N,острів,чӏинкӏиллъи
122,Blume::N,квітка,тӏегь
123,Gras::N,трава,хер
124,Wurzel::N,корінь,кьибил
125,Baum::N,дерево,гъветӏ
126,Stamm::N,стовбур,рохти
127,Rinde::N,кора,макъар
128,Ast::N,гілка,ноцӏ
129,Zweig::N,галузь,гӏаркьел
130,Blatt::N,лист,тӏамах
131,Birke::N,береза,мах
132,Birke::N,береза,махигъветӏ
133,Kiefer[Baum]::N,сосна,накӏкӏигъветӏ
134,Weide[Baum]::N,верба,рицӏцӏ
135,Weide[Baum]::N,верба,рицӏцӏигъветӏ
136,Tanne::N,ялиця,ёлка
137,Horn::N,ріг,лълъар
138,Feder::N,перо,хӏули
139,Fell::N,хутро,тӏом
140,Fell::N,хутро,цӏоко
141,Flügel::N,крило,кваркьи
142,Klaue::N,кіготь,галъ
143,Kralle::N,лапа,квачӏ
144,Kralle::N,лапа,катиквачӏ
145,Schwanz::N,хвіст,рачӏ
146,Ei::N,яйце,хоно
147,Nest::N,гніздо,бусен
148,Bau::N,лігво,каратӏ
149,Tier::N,тварина,хӏайван
150,Herde::N,стадо,рехъен
151,Herde::N,стадо,рехъед
152,Kuh::N,корова,гӏака
153,Bulle::N,бик,оц
154,Bulle::N,бугай,оц
155,Pferd::N,кінь,чу
156,Schaf::N,вівця,чахъу
157,Schwein::N,свиня,болъон
158,Hund::N,собака,гьой
159,Katze::N,кішка,кету
160,Bär::N,ведмідь,ци
161,Eichhörnchen::N,білка,гвангва
162,Elch::N,лось,
163,Fuchs::N,лисиця,цер
164,Hase::N,заєць,гӏанкӏ
165,Maus::N,миша,гӏункӏкӏ
166,Wolf::N,вовк,бацӏ
167,Vogel::N,птах,хӏинчӏ
168,Schwarm::N,зграя,тӏел
169,Huhn::N,курка,гӏанкӏу
170,Hahn::N,півень,хӏелеко
171,Gans::N,гуска,хъаз
172,Adler::N,орел,цӏум
173,Ente::N,качка,ордек
174,Eule::N,сова,беццаруз
175,Kranich::N,журавель,къункъра
176,Krähe::N,ворона,гъеду
177,Kuckuck::N,зозуля,гагу
178,Schwan::N,лебідь,хӏанкъва
179,Fisch::N,риба,ччугӏа
180,Barsch::N,окунь,окунь
181,Hecht::N,щука,щука
182,Schlange[Tier]::N,змія,борохь
183,Wurm::N,черв’як,хӏапара
184,Spinne::N,павук,хъанхъра
185,Ameise::N,мурашка,цӏунцӏра
186,Laus::N,воша,нацӏ
187,Mücke::N,комар,кӏкӏара
188,Fliege::N,муха,тӏутӏ
189,Schmetterling::N,метелик,кӏалкӏучӏ
190,Beere::N,ягода,
191,Apfel::N,яблуко,гӏеч
192,Pilz::N,гриб,гӏурдахӏан
193,Zwiebel::N,цибуля,кӏочӏопер
194,Saat::N,сім’я,хьон
195,Korn::N,зерно,мугь
196,Heu::N,сіно,хер
197,Schale::N,шкірка,хъал
198,Grube::N,яма,гвенд
199,Falle::N,пастка,къор
200,Falle::N,пастка,къотен
201,Schlinge::N,петля,кӏичӏ
202,Spur::N,слід,лъалкӏ
203,Asche::N,зола,рахъу
204,Asche::N,попіл,рахъу
205,Dreck::N,бруд,гъиз
206,Dreck::N,бруд,хӏарщ
207,Eisen::N,залізо,махх
208,Gold::N,золото,месед
209,Silber::N,срібло,гӏарац
210,Kohle::N,вугілля,тӏурччи
211,Glas::N,скло,цӏер
212,Lehm::N,глина,хӏатӏ
213,Sand::N,пісок,сали
214,Mensch::N,людина,чи
215,Mann::N,чоловік,бихьинчи
216,Frau::N,жінка,гӏадан
217,Kind::N,дитина,лъимер
218,Junge::N,хлопець,вас
219,Mädchen::N,дівчина,яс
220,Familie::N,сім’я,хъизан
221,Familie::N,родина,хъизан
222,Großvater::N,дідусь,кӏудада
223,Großmutter::N,бабуся,кӏодо
224,Eltern::N,батьки,эбел-эмен
225,Vater::N,батько,эмен
226,Mutter::N,мати,эбел
227,Sohn::N,син,вас
228,Tochter::N,дочка,яс
229,Bruder::N,брат,вац
230,Schwester::N,сестра,яц
231,Onkel::N,дядько,даци
232,Tante::N,тітка,ада
233,Ehemann::N,чоловік,рос
234,Ehefrau::N,жінка,чӏужу
235,Ehefrau::N,дружина,чӏужу
236,Freude::N,радощі,ракӏбохи
237,Gelächter::N,сміх,релъи
238,Glück::N,щастя,талихӏ
239,Glück::N,щастя,талихӏ-рохел
240,Kummer::N,горе,хӏалкъай
241,Wunsch::N,бажання,къасд
242,Lust::N,бажання,гъира
243,Geist::N,дух,чӏанкӏ
244,Geist::N,дух,рухӏ-жан
245,Gedanke::N,думка,пикру
246,Gedächtnis::N,пам’ять,
247,Verstand::N,розум,лумалъи
248,Verstand::N,розум,цӏодорлъи
249,Sinn::N,зміст,магӏна
250,Sinn::N,значення,магӏна
251,Grund::N,причина,багьана
252,Wahrheit::N,правда,ритӏухълъи
253,Gespräch::N,розмова,накъит
254,Märchen::N,байка,маргьа
255,Erzählung::N,повість,къиса
256,Erzählung::N,оповідання,къиса
257,Nachricht::N,повідомлення,хабар
258,Neuigkeit::N,новина,хабар-гӏазаб
259,Name::N,ім’я,цӏар
260,Rätsel::N,загадка,бицанкӏо
261,Rede::N,промова,речь
262,Rede::N,промова,калам
263,Sprache::N,мова,мацӏ
264,Stimme::N,голос,гьаракь
265,Wort::N,слово,рагӏи
266,Zeichen::N,знак,ишара
267,Zeichen::N,знак,гӏаламат
268,Ruf::N,оклик,ахӏи
269,Lärm::N,шум,хъуй
270,Lärm::N,шум,хъуди
271,Laut::N,звук,гьаракь
272,Laut::N,звук,сас
273,Ton::N,тон,
274,Lied::N,пісня,кечӏ
275,Ruhe::N,спокій,рахӏат
276,Leute::N,люди,гӏадамал
277,Volk::N,народ,халкъ
278,Arbeit::N,робота,хӏалтӏи
279,Gast::N,гість,гьобол
280,Geschenk::N,подарунок,сайигъат
281,Spiel::N,гра,хӏай
282,Spiel::N,гра,расанди
283,Gesellschaft::N,товариство,жамагӏат
284,Hilfe::N,допомога,кумек
285,Freund::N,друг,гьудул
286,Freund::N,приятель,гьудул
287,Kamerad::N,товариш,гьалмагъ
288,Angelegenheit::N,справа,къваригӏел
289,Anzahl::N,число,рикӏкӏен
290,Art::N,рід,жинс
291,Stück::N,кусок,кесек
292,Teil::N,частина,пай
293,Hälfte::N,половина,бащдаб
294,Kreis::N,круг,гор
295,Kreis::N,коло,гор
296,Kreuz::N,хрест,хъанч
297,Linie::N,лінія,мухъ
298,Strich::N,штрих,хӏучч
299,Abstand::N,проміжок,манзил
300,Entfernung::N,відстань,манзил
301,Gegend::N,місцевість,рахъ
302,Platz::N,площа,бакӏ
303,Ort::N,місце,бакӏ
304,Seite::N,сторона,рахъ
305,Mitte::N,середина,бакьулъбакӏ
306,Gegenstand::N,предмет,жо
307,Sache::N,річ,жо
308,Rand::N,край,мицӏир
309,Kante::N,ребро,рагӏал
310,Kante::N,ребро,рагӏа-ракьан
311,Ecke::N,ріг,цили
312,Spitze::N,кінчик,тӏогь
313,Ende::N,кінець,кӏал
314,Loch::N,діра,каратӏ
315,Winkel::N,куток,
316,Muster::N,узор,накъиш
317,Größe::N,розмір,кӏодо́лъи
318,Länge::N,довжина,халалъи
319,Höhe::N,висота,борхалъи
320,Gewicht::N,вага,бакӏлъи
321,Menge::N,кількість,
322,Haufen::N,купа,гъуни
323,Reihe::N,ряд,ирга́
324,Boot::N,човен,раса
325,Ruder::N,весло,раххан
326,Schlitten::N,сани,чанагъ
327,Ski::N,лижа,лыжаби
328,Lagerfeuer::N,вогнище,цӏа
329,Last::N,тягар,бакӏлъи
330,Last::N,вантаж,бакӏлъи
331,Gang::N,хід,хьвади
332,Gang::N,хід,хьвада-чӏвади
333,Schritt::N,крок,гали
334,Norden::N,північ,шимал
335,Süden::N,південь,юг
336,Süden::N,південь,къибла
337,Westen::N,захід,гъарб
338,Westen::N,захід,магъриб
339,Osten::N,схід,шаркъ
340,Osten::N,схід,машрикъ
341,Holz::N,дрова,цӏул
342,Brett::N,дошка,хъарщи
343,Platte::N,плита,къоно
344,Stütze::N,підпірка,
345,Stange::N,жердина,гӏер
346,Stock::N,палиця,тӏил
347,Stab::N,палиця,гӏер
348,Rohr::N,труба,турба
349,Haus::N,дім,ригь
350,Haus::N,дім,рукъзал
351,Haus::N,хата,ригь
352,Haus::N,хата,рукъзал
353,Heim::N,житло,рукъ
354,Ofen::N,піч,печь
355,Fußboden::N,підлога,чӏабар
356,Tisch::N,стіл,стол
357,Stuhl::N,стілець,бакӏу
358,Wiege::N,колиска,кини
359,Bett::N,ліжко,кровать
360,Bett::N,постіль,кровать
361,Regal::N,полиця,хъарщи
362,Kiste::N,ящик,ящик
363,Kiste::N,ящик,тӏалагъуд
364,Fenster::N,вікно,гордо
365,Tür::N,двері,нуцӏа
366,Tor::N,ворота,каву
367,Zaun::N,паркан,раци
368,Zaun::N,огорожа,раци
369,Dach::N,дах,тӏох
370,Leiter::N,драбина,мали
371,Besen::N,мітла,жул
372,Spaten::N,заступ,бел
373,Schaufel::N,совок,раххан
374,Schaufel::N,лопата,раххан
375,Gabel::N,виделка,гӏучӏ
376,Löffel::N,ложка,гъуд
377,Messer::N,ніж,нус
378,Nagel::N,цвях,магӏ
379,Netz::N,сіть,гьин
380,Haken::N,крюк,гъанцӏа
381,Griff::N,ручка,гӏоркь
382,Griff::N,держак,гӏоркь
383,Schloss::N,замок,кӏулал
384,Bild::N,картина,сурат
385,Figur::N,фігура,
386,Puppe::N,лялька,нани
387,Beutel::N,мішечок,таргьа
388,Beutel::N,торбинка,таргьа
389,Bündel::N,в’язка,къай
390,Tasche::N,сумка,сумка
391,Tasche::N,сумка,къвачӏа
392,Eimer::N,відро,ведро
393,Deckel::N,кришка,тӏалъел
394,Deckel::N,кришка,дадитӏалъел
395,Geschirr::N,посуд,цӏарагӏ
396,Sack::N,мішок,хъап
397,Sack::N,мішок,къандалъо
398,Tasse::N,чашка,чашка
399,Topf::N,горщик,хьаг
400,Kessel::N,котел,хьаг
401,Kessel::N,котел,гереги
402,Essen::N,їжа,тӏагӏам
403,Nahrung::N,харч,квен
404,Speise::N,страва,квен
405,Fleisch::N,м’ясо,гьан
406,Getreide::N,хліб,бугӏа-ролъ
407,Getreide::N,хліб,могьолабл_культураби
408,Getreide::N,збіжжя,бугӏа-ролъ
409,Getreide::N,збіжжя,могьолабл_культураби
410,Brei::N,каша,карщ
411,Brot::N,хліб,чед
412,Scheibe::N,скибочка,мочӏу
413,Fett::N,жир,беэнлъи
414,Butter::N,масло,нах
415,Öl::N,олія,нах
416,Salz::N,сіль,цӏам
417,Suppe::N,суп,чурпа
418,Honig::N,мед,гьоцӏо
419,Milch::N,молоко,рахь
420,Tee::N,чай,чай
421,Leder::N,шкіра,тӏом
422,Wolle::N,шерсть,квас
423,Stoff::N,тканина,ххам
424,Nadel::N,голка,рокӏкӏен
425,Faden::N,нитка,кун
426,Knopf::N,ґудзик,маргъал
427,Knoten::N,вузол,гарацӏ
428,Farbe::N,фарба,релъен
429,Kleidung::N,одяг,ретӏел
430,Kleidung::N,убрання,ретӏел
431,Hemd::N,сорочка,гурде
432,Kragen::N,комір,габур
433,Ärmel::N,рукав,къвал
434,Hose::N,брюки,тӏажу
435,Gürtel::N,пояс,рачел
436,Mütze::N,шапка,тӏагъур
437,Schuh::N,ботинок,
438,Stiefel::N,чобіт,этек
439,Stiefel::N,чобіт,чакма
440,Ring::N,кільце,баргъич
441,Band::N,стрічка,лента
442,Kamm::N,гребінець,гьоркьо
443,Spiegel::N,дзеркало,матӏу
444,Riemen::N,ремінь,рижу
445,Schnur::N,вірьовка,
446,Leine::N,шворка,
447,Decke::N,ковдра,одея́ло
448,Kissen::N,подушка,къандалъо
449,Tuch::N,хустка,квархьи
450,Handtuch::N,рушник,беркӏалрацӏцӏ
451,Kraft::N,сила,гуч
452,Kraft::N,сила,къуват
453,Stärke::N,сила,хӏалкӏвей
454,Gesundheit::N,здоров’я,сахлъи́
455,Krankheit::N,хвороба,унти
456,Krankheit::N,хвороба,щокълъи
457,Schmerz::N,біль,унти
458,Wunde::N,рана,ругъун
459,Fieber::N,гарячка,цӏа-кан
460,Arznei::N,ліки,дару
461,Brücke::N,міст,кьо
462,Brunnen::N,колодязь,гъуй
463,Weide::N,пасовище,рицӏцӏ
464,Weide::N,пасовище,лъичӏирма
465,Weide::N,пасовище,гӏурдаллъи
466,Weide::N,пасовище,ри́цӏигъветӏ
467,Weide::N,пасовище,рицӏцӏигъветӏ
468,Pfad::N,стежка,сухъмахъ
469,Weg::N,шлях,нух
470,Weg::N,дорога,нух
471,Straße::N,вулиця,нух
472,Dorf::N,село,росу
473,Stadt::N,місто,шагьар
474,Brief::N,лист,кагъат
475,Brief::N,лист,рисалат
476,Buch::N,книга,тӏехь
477,Buch::N,книжка,тӏехь
478,Buchstabe::N,буква,хӏарп
479,Buchstabe::N,літера,хӏарп
480,Zeitung::N,газета,газет
481,Leben::N,життя,яшав
482,Tod::N,смерть,хвел
483,Grab::N,могила,хоб
484,Kirche::N,церква,килиса
485,Sünde::N,гріх,хӏакъ
486,Sünde::N,гріх,мунагь
487,Gott::N,бог,бичас
488,Gott::N,бог,аллагь
489,Arbeiter::N,робітник,хӏалтӏухъан
490,Chef::N,хазяїн,хӏаким
491,Chef::N,хазяїн,начальник
492,Meister::N,умілець,устар
493,Meister::N,умілець,мастер
494,Meister::N,умілець,махщалилав
495,Arzt::N,лікар,жайрахӏ
496,Lehrer::N,вчитель,мугӏалим
497,Geld::N,гроші,гӏарац
498,Geschäft::N,заняття,
499,Laden::N,магазин,тукен
500,Laden::N,крамниця,тукен
501,Preis::N,ціна,багьа
502,Ware::N,товар,къайи
503,Nutzen::N,вигода,мунпагӏат
504,Nutzen::N,користь,мунпагӏат
505,Reichtum::N,багатство,бечелъи
506,Welt::N,світ,дуниял
507,Land::N,країна,улка
508,Land::N,країна,икълим
509,Staat::N,держава,пачалихъ
510,König::N,король,пача
511,König::N,король,малик
512,König::N,король,къирал
513,König::N,король,падишагь
514,Macht::N,влада,кверщел
515,Grenze::N,кордон,гӏорхъи
516,Krieg::N,війна,рагъ
517,Feind::N,ворог,тушман
518,Gewalt::N,насильство,зулму
519,Kampf::N,бій,къеркьей
520,Kampf::N,боротьба,къеркьей
521,Bogen[Waffe]::N,лук,газаргъо
522,Pfeil::N,стріла,чӏор
523,Gewehr::N,рушниця,туманкӏ
524,Gewehr::N,гвинтівка,туманкӏ
525,Fehler::N,помилка,гъалатӏ
526,Lüge::N,брехня,гьереси
527,Schaden::N,шкода,зиян
528,Schaden::N,шкода,зарал
529,Schaden::N,збиток,зиян
530,Schaden::N,збиток,зарал
531,Unglück::N,нещастя,балагь
532,Schuld::N,провина,гӏайиб
533,Alter::N,вік,гӏумру
534,Alter::N,літа,гӏумру
535,Schluss::N,кінець,ахир
536,Zeit::N,час,заман
537,Tag::N,день,къо
538,Morgen::N,ранок,радалмех
539,Mittag::N,південь,къадемех
540,Abend::N,вечір,релъедамех
541,Nacht::N,ніч,сордо
542,Woche::N,тиждень,анкь
543,Monat::N,місяць,моцӏ
544,Jahr::N,рік,сон
545,Jahr::N,рік,лъагӏел
546,Frühling::N,весна,их
547,Sommer::N,літо,рии
548,Herbst::N,осінь,хасалихълъи
549,Winter::N,зима,кьин
550,Januar::N,січень,январь
551,Februar::N,лютий,февра́ль
552,März::N,березень,март
553,April::N,квітень,апрель
554,Mai::N,травень,май
555,Juni::N,червень,июнь
556,Juli::N,липень,июль
557,August::N,серпень,август
558,September::N,вересень,сентябрь
559,Oktober::N,жовтень,октябрь
560,November::N,листопад,ноябрь
561,Dezember::N,грудень,декабрь
562,Montag::N,понеділок,итни
563,Dienstag::N,вівторок,талат
564,Mittwoch::N,середа,арбагӏ
565,Donnerstag::N,четвер,хамиз
566,Freitag::N,п’ятниця,рузман
567,Samstag::N,субота,щамат
568,Sonntag::N,неділя,гьатӏан
569,groß::A,великий,кӏудияб
570,klein::A,малий,гьитӏинаб
571,klein::A,маленький,гьитӏинаб
572,lang::A,довгий,халатаб
573,kurz::A,короткий,къокъаб
574,breit::A,широкий,гӏебаб
575,schmal::A,вузький,къваридаб
576,dicht::A,густий,ризаб
577,dick[Gegenstand]::A,товстий,бицатаб
578,dünn::A,тонкий,тӏеренаб
579,fein::A,дрібний,тӏеренаб
580,fest::A,міцний,къвакӏараб
581,flach::A,плоский,чӏепараб
582,glatt::A,рівний,цӏвакараб
583,glatt::A,гладенький,цӏвакараб
584,hart::A,твердий,кьварараб
585,weich::A,м’який,тамахаб
586,rund::A,круглий,гургинаб
587,spitz::A,гострокінцевий,бегӏераб
588,scharf::A,гострий,рекӏараб
589,stumpf::A,тупий,тӏехӏараб
590,stumpf::A,тупий,рекӏинчӏеб
591,schwer::A,важкий,бакӏаб
592,schön::A,вродливий,берцинаб
593,heiß::A,жаркий,лагьараб
594,heiß::A,гарячий,лагьараб
595,warm::A,теплий,хинаб
596,kalt::A,холодний,квачараб
597,kühl::A,прохолодний,квачараб
598,frisch::A,свіжий,цӏияб
599,feucht::A,вогкий,рагьараб
600,nass::A,мокрий,би́ччараб
601,trocken::A,сухий,бакъвараб
602,voll::A,повний,
603,leer::A,пустий,чӏобогояб
604,offen::A,відкритий,рагьараб
605,geschlossen::A,закритий,рахараб-къараб
606,geschlossen::A,зачинений,рахараб-къараб
607,sauber::A,чистий,бацӏцӏадаб
608,sauber::A,охайний,бацӏцӏадаб
609,schmutzig::A,брудний,гъизараб
610,roh::A,сирий,хамаб
611,roh::A,сирий,гӏатӏгояб
612,reif::A,зрілий,барщараб
613,lecker::A,смачний,тӏагӏамаб
614,süß::A,солодкий,гьуинаб
615,bitter::A,гіркий,кьогӏаб
616,sauer::A,кислий,цӏекӏаб
617,hell::A,світлий,канаб
618,dunkel::A,темний,бецӏаб
619,schwarz::A,чорний,чӏегӏераб
620,weiß::A,сивий,хъахӏаб
621,rot::A,червоний,багӏараб
622,gelb::A,жовтий,гӏобилаб
623,gelb::A,жовтий,тӏогьилаб
624,blau::A,синій,хъахӏилаб
625,grün::A,зелений,гӏурччинаб
626,grau::A,сірий,накӏкӏуяб
627,bunt::A,барвистий,къвекӏаб
628,bunt::A,барвистий,чара-гъараб
629,billig::A,дешевий,учузаб
630,teuer::A,дорогий,хири́яб
631,wertvoll::A,цінний,къиматаб
632,blind::A,сліпий,беццаб
633,taub::A,глухий,гъугъаб
634,kräftig::A,могутній,гучаб
635,stark::A,сильний,къуватаб
636,schwach::A,слабкий,гӏажизаб
637,fett::A,жирний,кьарияб
638,fett::A,товстий,кьарияб
639,schlank::A,тонкий,чергесаб
640,schlank::A,стрункий,чергесаб
641,hübsch::A,чарівний,гьайбатаб
642,böse::A,злий,ракӏквешаб
643,böse::A,лихий,ракӏквешаб
644,dumm::A,дурний,гьагаб
645,dumm::A,дурний,гӏантаб
646,faul::A,ледачий,кӏохӏалаб
647,faul::A,ледачий,кӏухӏа́лаб
648,fleißig::A,старанний,хӏаракатаб
649,geizig::A,скупий,къарумаб
650,klug::A,мудрий,лумияб
651,klug::A,розумний,лумияб
652,geschickt::A,умілий,махщел бугев
653,lieb::A,милий,гӏазизаб
654,lustig::A,веселий,кепаб
655,sanft::A,лагідний,хӏалимаб
656,sanft::A,лагідний,хӏере́наб
657,hungrig::A,голодний,бакъараб
658,krank::A,слабий,щокъаб
659,krank::A,слабий,унтараб
660,nackt::A,голий,гӏицӏаб
661,nackt::A,голий,чӏанкӏараб
662,traurig::A,сумний,пашманаб
663,lebendig::A,живий,чӏагояб
664,gut::A,добрий,лъикӏаб
665,schlecht::A,поганий,къадараб
666,schlecht::A,кепський,къадараб
667,richtig::A,правильний,битӏараб
668,schlimm::A,бридкий,нажасаб
669,schlimm::A,бридкий,къабихӏаб
670,wahr::A,справжній,хӏакъаб
671,wahr::A,справжній,битӏараб
672,alt::A,старий,басрияб
673,neu::A,новий,цӏияб
674,ehemalig::A,колишній,цебе́госеб
675,alt[Lebewesen]::A,старий,хераб
676,jung::A,молодий,тӏинчӏаб
677,jung::A,молодий,гӏолохъанаб
678,arm::A,бідний,пакъираб
679,reich::A,багатий,бечедаб
680,bekannt::A,знайомий,лъалеб
681,berühmt::A,славетний,машгьураб
682,fremd::A,чужий,чияр
683,verschieden::A,різний,батӏи-батӏияб
684,nah::A,близький,гӏагарда бугеб
685,fern::A,далекий,рикӏкӏадаб
686,linker::A,лівий,квегӏаб
687,rechter::A,правий,кваранаб
688,anderer::A,інакший,батӏияб
689,erster::A,перший,тӏоцебесеб
690,zweiter::A,другий,кӏиабилеб
691,dritter::A,третій,лъабабилеб
692,letzter::A,останній,ахирисеб
693,allein::ADV,сам,ялгъузго
694,allein::ADV,один,ялгъузго
695,auf einmal::ADV,відразу,цихӏинтӏаго
696,zusammen::ADV,разом,цойида
697,zusammen::ADV,спільно,цойида
698,lange::ADV,довго,
699,plötzlich::ADV,раптом,цойидасанго
700,sofort::ADV,зараз,гьебсагӏат
701,später::ADV,пізніше,
702,jetzt::ADV,тепер,гьанже
703,heute::ADV,сьогодні,жакъа
704,morgen::ADV,завтра,метер
705,bald::ADV,незабаром,гьабсагӏаталъ
706,dann::ADV,потім,цинги
707,gestern::ADV,вчора,сон
708,einst::ADV,колись,цин
709,damals::ADV,тоді,гьебмехалъ
710,damals::ADV,тоді,гьебмехалда
711,danach::ADV,згодом,цинги
712,danach::ADV,згодом,хадуса
713,vorher::ADV,раніше,цебе
714,zuerst::ADV,спершу,тӏоцебе
715,zuerst::ADV,спочатку,тӏоцебе
716,einmal::ADV,один раз,цинцӏул
717,einmal::ADV,один раз,цихӏин
718,einmal::ADV,один раз,цоцӏул
719,manchmal::ADV,іноді,олоцӏул
720,manchmal::ADV,інколи,олоцӏул
721,oft::ADV,часто,гӏемерго
722,immer::ADV,завжди,кидаго
723,niemals::ADV,ніколи,киданиги
724,hier::ADV,тут,аниб
725,hierhin::ADV,сюди,анибехун
726,von hier::ADV,звідси,гьаниса
727,dort::ADV,там,гьениб
728,dorthin::ADV,туди,гьадаба
729,geradeaus::ADV,прямо,битӏутӏа
730,vorwärts::ADV,вперед,цебехун
731,rückwärts::ADV,назад,нахъ-нахъ
732,zurück::ADV,назад,нахъе
733,unten::ADV,внизу,ахакь
734,unten::ADV,внизу,гъоркь
735,hinab::ADV,вниз,эхебе
736,oben::ADV,вгорі,тӏад
737,oben::ADV,вгорі,тӏадехун
738,hinauf::ADV,вгору,эхеде
739,überall::ADV,скрізь,кибго
740,nicht::ADV,не,
741,ein wenig::ADV,трохи,дагьабго
742,ein wenig::ADV,небагато,дагьабго
743,kaum::ADV,ледве,хӏалалъ
744,sehr::ADV,дуже,кутакалда
745,so::ADV,так,гьедин
746,noch::ADV,ще,жеги
747,nur::ADV,лише,гӏӣцӏго
748,nur::ADV,тільки,гӏӣцӏго
749,schon::ADV,вже,
750,wieder::ADV,знову,на́хъеги
751,vergebens::ADV,дарма,чӏалгӏаде
752,vor::PRP,перед,цебе
753,hinter::PRP,ззаду,хадуса
754,hinter::PRP,позаду,хадуса
755,unter::PRP,під,ахакь
756,unter::PRP,під,гъоркь
757,durch::PRP,крізь,
758,neben::PRP,біля,аскӏо
759,zwischen::PRP,між,гьоркьоб
760,wegen::PRP,з-за,гьелда
761,wegen::PRP,через,гьелда
762,dies::PRN,це,гьаб
763,dies::PRN,це,гьеб
764,das::PRN,то,доб
765,alles::PRN,все,
766,ich::PRN,я,дун
