,Concept_ID,he,fr
169,Wolf::N,זאב,loup
170,Vogel::N,צפור,oiseau
171,Schwarm::N,נחיל,nuée
172,Schwarm::N,נחיל,volée
173,Schwarm::N,להקה,nuée
174,Schwarm::N,להקה,volée
175,Huhn::N,תרנגלת,poule
176,Hahn::N,תרנגול,coq
177,Gans::N,אוז,oie
178,Adler::N,עיט,aigle
179,Ente::N,ברוז,canard
180,Eule::N,ינשוף,hibou
181,Kranich::N,עגור,grue
182,Kranich::N,כרוכיה,grue
183,Krähe::N,עורב,corneille
184,Kuckuck::N,קוקיה,coucou
185,Schwan::N,ברבור,cygne
186,Fisch::N,דג,poisson
187,Barsch::N,אוקונוס,perche
188,Hecht::N,זאב הים,brochet
189,Schlange[Tier]::N,נחש,serpent
190,Wurm::N,תולעת,ver
191,Spinne::N,עכביש,araignée
192,Ameise::N,נמלה,fourmi
193,Laus::N,כנה,pou
194,Mücke::N,יתוש,moucheron
195,Fliege::N,זבוב,mouche
196,Schmetterling::N,פרפר,papillon
197,Beere::N,ענבה,baie
198,Apfel::N,תפוח,pomme
199,Pilz::N,פטריה,champignon
200,Zwiebel::N,בצל,oignon
201,Saat::N,זרעים,semence
202,Korn::N,גרעין,grain
203,Heu::N,חציר,foin
204,Schale::N,קלפה,pelure
205,Grube::N,בור,fosse
206,Grube::N,שוחה,fosse
207,Falle::N,מלכדת,piège
208,Schlinge::N,לולאה,lacs
209,Spur::N,עקבה,trace
210,Asche::N,אפר,cendre
211,Dreck::N,זהמה,crotte
212,Eisen::N,ברזל,fer
213,Gold::N,זהב,or
214,Silber::N,כסף,argent
215,Kohle::N,פחם,charbon
216,Glas::N,זכוכית,verre
217,Lehm::N,חרסית,glaise
218,Sand::N,חול,sable
219,Mensch::N,אדם,homme
220,Mann::N,איש,homme
221,Mann::N,גבר,homme
222,Frau::N,אשה,femme
223,Frau::N,גברת,femme
224,Kind::N,ילד,enfant
225,Junge::N,ילד,garçon
226,Mädchen::N,נערה,fille
227,Mädchen::N,נערה,jeune fille
228,Familie::N,משפחה,famille
229,Großvater::N,סבא,grand-père
230,Großmutter::N,סבתא,grand-mère
231,Eltern::N,הורים,parents
232,Vater::N,אב,père
233,Mutter::N,אם,mère
234,Sohn::N,בן,fils
235,Tochter::N,בת,fille
236,Bruder::N,אח,frère
237,Schwester::N,אחות,sœur
238,Onkel::N,דוד,oncle
239,Tante::N,דודה,tante
240,Ehemann::N,איש,mari
241,Ehemann::N,איש,époux
242,Ehemann::N,בעל,mari
243,Ehemann::N,בעל,époux
244,Ehefrau::N,אשה,femme
245,Ehefrau::N,אשה,épouse
246,Freude::N,שמחה,joie
247,Freude::N,שמחה,plaisir
248,Gelächter::N,צחוק,rires
249,Glück::N,אשר,bonheur
250,Kummer::N,יגון,peine
251,Kummer::N,יגון,chagrin
252,Kummer::N,עגמה,peine
253,Kummer::N,עגמה,chagrin
254,Wunsch::N,אחול,désir
255,Wunsch::N,משאלה,désir
256,Lust::N,חשק,envie
257,Lust::N,תשוקה,envie
258,Geist::N,רוח,esprit
259,Gedanke::N,מחשבה,idée
260,Gedanke::N,מחשבה,pensée
261,Gedächtnis::N,זכרון,mémoire
262,Verstand::N,שכל,raison
263,Sinn::N,מובן,sens
264,Sinn::N,משמעות,sens
265,Grund::N,סבה,cause
266,Grund::N,סבה,raison
267,Wahrheit::N,אמת,vérité
268,Gespräch::N,דיון,conversation
269,Märchen::N,אגדה,conte
270,Märchen::N,אגדה,conte de fées
271,Erzählung::N,ספור,conte
272,Erzählung::N,ספור,narration
273,Nachricht::N,ידיעה,message
274,Neuigkeit::N,חדשה,nouvelle
275,Name::N,שם,nom
276,Rätsel::N,תעלומה,énigme
277,Rätsel::N,תעלומה,devinette
278,Rede::N,נאום,parole
279,Rede::N,נאום,discours
280,Sprache::N,לשון,langue
281,Sprache::N,לשון,langage
282,Stimme::N,קול,voix
283,Wort::N,מלה,mot
284,Zeichen::N,סימן,signe
285,Ruf::N,קריאה,cri
286,Ruf::N,קריאה,appel
287,Lärm::N,רעש,bruit
288,Laut::N,הגה,son
289,Ton::N,צליל,ton
290,Lied::N,שיר,chant
291,Lied::N,שיר,chanson
292,Ruhe::N,שלוה,calme
293,Ruhe::N,שלוה,tranquillité
294,Leute::N,אנשים,gens
295,Volk::N,עם,peuple
296,Arbeit::N,עבודה,travail
297,Gast::N,אורח,hôte
298,Gast::N,אורח,invité
299,Geschenk::N,מתנה,cadeau
300,Geschenk::N,מתנה,présent
301,Spiel::N,משחק,jeu
302,Gesellschaft::N,חברה,compagnie
303,Hilfe::N,עזרה,aide
304,Hilfe::N,עזרה,secours
305,Freund::N,חבר,ami
306,Freund::N,ידיד,ami
307,Kamerad::N,רע,copain
308,Kamerad::N,רע,camarade
309,Angelegenheit::N,ענין,affaire
310,Anzahl::N,מספר,nombre
311,Art::N,סוג,sorte
312,Art::N,סוג,espèce
313,Stück::N,חתיכה,morceau
314,Teil::N,פרק,part
315,Teil::N,פרק,partie
316,Hälfte::N,חצי,moitié
317,Kreis::N,מעגל,cercle
318,Kreuz::N,צלב,croix
319,Linie::N,קו,ligne
320,Strich::N,קו קצר,trait
321,Abstand::N,מרחק,écart
322,Entfernung::N,מרחק,distance
323,Gegend::N,נוף,région
324,Gegend::N,נוף,contrée
325,Platz::N,שטח,place
326,Ort::N,אתר,lieu
327,Ort::N,אתר,endroit
328,Ort::N,מקום,lieu
329,Ort::N,מקום,endroit
330,Seite::N,צד,côté
331,Mitte::N,אמצע,milieu
332,Gegenstand::N,אוביקט,objet
333,Sache::N,דבר,chose
334,Rand::N,פרור,bord
335,Kante::N,קצה,arête
336,Ecke::N,פנה,coin
337,Ecke::N,פנה,tournant
338,Spitze::N,קצה,cime
339,Spitze::N,קצה,pointe
340,Ende::N,סוף,bout
341,Loch::N,חר,trou
342,Winkel::N,פנה,coin
343,Winkel::N,פנה,réduit
344,Muster::N,תבנית,dessin
345,Größe::N,גדל,grandeur
346,Länge::N,ארך,longueur
347,Höhe::N,קומה,hauteur
348,Höhe::N,קומה,altitude
349,Höhe::N,גבה,hauteur
350,Höhe::N,גבה,altitude
351,Gewicht::N,משקל,poids
352,Menge::N,כמות,quantité
353,Haufen::N,ערמה,tas
354,Reihe::N,רצף,file
355,Reihe::N,רצף,rangée
356,Boot::N,סירה,canot
357,Boot::N,סירה,bateau
358,Ruder::N,משוט,rame
359,Ruder::N,משוט,aviron
360,Schlitten::N,מזחלת,traîneau
361,Ski::N,מגלשים,ski
362,Lagerfeuer::N,מדורה,feu de camp
363,Last::N,משא,charge
364,Last::N,משא,fardeau
365,Gang::N,הליכה,tour
366,Gang::N,הליכה,marche
367,Schritt::N,צעד,pas
368,Norden::N,צפון,nord
369,Süden::N,דרום,sud
370,Westen::N,מערב,ouest
371,Westen::N,מערב,occident
372,Osten::N,מזרח,est
373,Osten::N,מזרח,orient
374,Holz::N,עץ,bois
375,Brett::N,קרש,planche
376,Platte::N,לוח,plaque
377,Stütze::N,משען,appui
378,Stütze::N,משען,soutien
379,Stange::N,מוט,barre
380,Stange::N,מוט,perche
381,Stock::N,מקל,canne
382,Stab::N,מוט,bâton
383,Rohr::N,צנור,tube
384,Rohr::N,צנור,tuyau
385,Haus::N,בית,maison
386,Heim::N,בית,maison
387,Ofen::N,תנור,poêle
388,Fußboden::N,רצפה,plancher
389,Tisch::N,שלחן,table
390,Stuhl::N,כסא,chaise
391,Wiege::N,ערש,berceau
392,Bett::N,מטה,lit
393,Regal::N,מדף,étagère
394,Kiste::N,תבה,caisse
395,Kiste::N,ארגז,caisse
396,Fenster::N,חלון,fenêtre
397,Tür::N,דלת,porte
398,Tor::N,שער,porte
399,Tor::N,שער,portail
400,Zaun::N,גדר,clôture
401,Dach::N,גג,toit
402,Leiter::N,סלם,échelle
403,Besen::N,מטאטא,balai
404,Spaten::N,את,bêche
405,Schaufel::N,את,pelle
406,Gabel::N,מזלג,fourchette
407,Löffel::N,כף,cuiller
408,Messer::N,סכין,couteau
409,Nagel::N,מסמר,clou
410,Netz::N,רשת,filet
411,Haken::N,וו,croc
412,Haken::N,וו,crochet
413,Haken::N,קרס,croc
414,Haken::N,קרס,crochet
415,Griff::N,ידית,prise
416,Griff::N,ידית,manche
417,Schloss::N,מנעול,serrure
418,Bild::N,תמונה,image
419,Bild::N,תמונה,tableau
420,Figur::N,פסל,figure
421,Puppe::N,בבה,poupée
422,Beutel::N,שק,sac
423,Beutel::N,שק,petit sac
424,Bündel::N,צרור,paquet
425,Bündel::N,צרור,faisceau
426,Tasche::N,שקית,sac
427,Eimer::N,דלי,seau
428,Deckel::N,מכסה,couvercle
429,Geschirr::N,כלים,vaisselle
430,Sack::N,שק,sac
431,Tasse::N,ספל,tasse
432,Topf::N,סיר,pot
433,Topf::N,סיר,marmite
434,Kessel::N,קנקן,chaudron
435,Essen::N,אכל,repas
436,Essen::N,אכל,manger
437,Essen::N,ארוחה,repas
438,Essen::N,ארוחה,manger
439,Nahrung::N,הזנה,nourriture
440,Nahrung::N,תזונה,nourriture
441,Speise::N,מאכל,plat
442,Speise::N,ארוחה,plat
443,Fleisch::N,בשר,viande
444,Getreide::N,דגן,blé
445,Getreide::N,דגן,céréales
446,Brei::N,מחית,purée
447,Brei::N,מחית,bouillie
448,Brot::N,לחם,pain
449,Scheibe::N,עגול,tranche
450,Scheibe::N,פרוסה,tranche
451,Fett::N,שמן,graisse
452,Butter::N,חמאה,beurre
453,Öl::N,שמן,huile
454,Salz::N,מלח,sel
455,Suppe::N,מרק,soupe
456,Suppe::N,מרק,potage
457,Honig::N,דבש,miel
458,Milch::N,חלב,lait
459,Tee::N,תה,thé
460,Leder::N,עור,cuir
461,Wolle::N,צמר,laine
462,Stoff::N,בד,tissu
463,Stoff::N,בד,étoffe
464,Stoff::N,אריג,tissu
465,Stoff::N,אריג,étoffe
466,Nadel::N,מחט,aiguille
467,Faden::N,חוט,fil
468,Knopf::N,כפתור,bouton
469,Knoten::N,קשר,nœud
470,Farbe::N,צבע,peinture
471,Kleidung::N,בגדים,vêtements
472,Kleidung::N,בגדים,habillement
473,Hemd::N,חלצה,chemise
474,Kragen::N,צוארון,col
475,Ärmel::N,שרוול,manche
476,Hose::N,מכנסים,pantalon
477,Gürtel::N,חגורה,ceinture
478,Mütze::N,כובע,bonnet
479,Mütze::N,כובע,casquette
480,Schuh::N,נעל,soulier
481,Schuh::N,נעל,chaussure
482,Stiefel::N,מגף,botte
483,Ring::N,טבעת,bague
484,Band::N,סרט,ruban
485,Kamm::N,מסרק,peigne
486,Spiegel::N,מראה,glace
487,Spiegel::N,מראה,miroir
488,Riemen::N,רצועה,lanière
489,Riemen::N,רצועה,courroie
490,Schnur::N,חבל,corde
491,Schnur::N,חבל,ficelle
492,Leine::N,מושכות,laisse
493,Decke::N,שמיכה,couverture
494,Kissen::N,כרית,oreiller
495,Tuch::N,צעיף,drap
496,Tuch::N,צעיף,fichu
497,Handtuch::N,מגבת,serviette
498,Handtuch::N,מגבת,essuie-mains
499,Kraft::N,כוח,force
500,Stärke::N,און,vigueur
501,Gesundheit::N,בריאות,santé
502,Krankheit::N,מחלה,maladie
503,Schmerz::N,כאב,douleur
504,Wunde::N,פציעה,plaie
505,Wunde::N,פציעה,blessure
506,Fieber::N,חם,fièvre
507,Arznei::N,תרופה,remède
508,Arznei::N,תרופה,médecine
509,Brücke::N,גשר,pont
510,Brunnen::N,באר,puits
511,Weide::N,אחו,pâturage
512,Weide::N,מרעה,pâturage
513,Pfad::N,שביל,sentier
514,Pfad::N,מדרכה,sentier
515,Weg::N,דרך,voie
516,Weg::N,דרך,chemin
517,Straße::N,כביש,route
518,Dorf::N,כפר,village
519,Stadt::N,עיר,cité
520,Stadt::N,עיר,ville
521,Brief::N,מכתב,lettre
522,Buch::N,ספר,livre
523,Buchstabe::N,אות,lettre
524,Buchstabe::N,אות,caractère
525,Zeitung::N,עתון,journal
526,Leben::N,חיים,vie
527,Tod::N,מות,mort
528,Grab::N,קבר,tombe
529,Kirche::N,כנסיה,église
530,Sünde::N,חטא,péché
531,Gott::N,אל,dieu
532,Arbeiter::N,פועל,ouvrier
533,Arbeiter::N,פועל,travailleur
534,Chef::N,ראש,chef
535,Chef::N,ראש,patron
536,Chef::N,מנהל,chef
537,Chef::N,מנהל,patron
538,Meister::N,ממחה,maître
539,Arzt::N,רופא,médecin
540,Lehrer::N,מורה,professeur
541,Lehrer::N,מורה,instituteur
542,Geld::N,כסף,argent
543,Geschäft::N,עסקה,affaire
544,Geschäft::N,עסקה,commerce
545,Laden::N,חנות,magasin
546,Laden::N,חנות,boutique
547,Preis::N,מחיר,prix
548,Ware::N,סחורה,marchandise
549,Nutzen::N,תועלת,profit
550,Reichtum::N,עשר,richesse
551,Welt::N,עולם,monde
552,Land::N,ארץ,pays
553,Staat::N,מדינה,État
554,König::N,מלך,roi
555,Macht::N,כוח,pouvoir
556,Macht::N,כוח,puissance
557,Grenze::N,גבול,frontière
558,Krieg::N,מלחמה,guerre
559,Feind::N,אויב,ennemi
560,Gewalt::N,אלימות,violence
561,Kampf::N,קרב,lutte
562,Kampf::N,קרב,combat
563,Kampf::N,לחימה,lutte
564,Kampf::N,לחימה,combat
565,Bogen[Waffe]::N,קשת,arc
566,Pfeil::N,חץ,flèche
567,Gewehr::N,רובה,fusil
568,Fehler::N,טעות,faute
569,Fehler::N,טעות,erreur
570,Lüge::N,שקר,mensonge
571,Schaden::N,נזק,dégât
572,Schaden::N,נזק,dommage
573,Unglück::N,מזל רע,malheur
574,Schuld::N,אשמה,faute
575,Schuld::N,אשמה,culpabilité
576,Alter::N,גיל,âge
577,Schluss::N,סיום,fin
578,Zeit::N,זמן,temps
579,Tag::N,יום,jour
580,Tag::N,יום,journée
581,Morgen::N,בקר,matin
582,Morgen::N,בקר,matinée
583,Mittag::N,צהרים,midi
584,Abend::N,ערב,soir
585,Abend::N,ערב,soirée
586,Nacht::N,לילה,nuit
587,Woche::N,שבוע,semaine
588,Monat::N,חדש,mois
589,Jahr::N,שנה,an
590,Jahr::N,שנה,année
591,Frühling::N,אביב,printemps
592,Sommer::N,קיץ,été
593,Herbst::N,סתו,automne
594,Winter::N,חרף,hiver
595,Januar::N,ינואר,janvier
596,Februar::N,פברואר,février
597,März::N,מרץ,mars
598,April::N,אפריל,avril
599,Mai::N,מאי,mai
600,Juni::N,יוני,juin
601,Juli::N,יולי,juillet
602,August::N,אוגוסט,août
603,September::N,ספטמבר,septembre
604,Oktober::N,אוקטובר,octobre
605,November::N,נובמבר,novembre
606,Dezember::N,דצמבר,décembre
607,Montag::N,יום שני,lundi
608,Dienstag::N,יום שלישי,mardi
609,Mittwoch::N,יום רביעי,mercredi
610,Donnerstag::N,יום חמישי,jeudi
611,Freitag::N,יום ששי,vendredi
612,Samstag::N,יום שבת,samedi
613,Sonntag::N,יום ראשון,dimanche
614,groß::A,גדול,grand
615,klein::A,קטן,petit
616,lang::A,ארך,long
617,kurz::A,קצר,court
618,breit::A,רחב,large
619,schmal::A,צר,étroit
620,dicht::A,צפוף,dense
621,dick[Gegenstand]::A,עבה,épais
622,dünn::A,דק,mince
623,fein::A,מעדן,fin
624,fein::A,מעדן,menu
625,fest::A,מוצק,ferme
626,fest::A,מוצק,solide
627,flach::A,שטוח,plat
628,glatt::A,חלק,poli
629,glatt::A,חלק,lisse
630,hart::A,קשיח,dur
631,weich::A,רך,mou
632,rund::A,עגל,rond
633,spitz::A,חד,aigu
634,spitz::A,חד,pointu
635,scharf::A,חד,tranchant
636,stumpf::A,קהה,mousse
637,stumpf::A,קהה,émoussé
638,schwer::A,כבד,lourd
639,schwer::A,כבד,pesant
640,schön::A,יפה,beau
641,heiß::A,חם,chaud
642,heiß::A,חם,très chaud
643,warm::A,חם,chaud
644,kalt::A,קר,froid
645,kühl::A,צונן,frais
646,frisch::A,טרי,frais
647,feucht::A,לח,humide
648,nass::A,רטוב,mouillé
649,trocken::A,יבש,sec
650,voll::A,מלא,plein
651,voll::A,מלא,rempli
652,leer::A,ריק,vide
653,offen::A,פתוח,ouvert
654,geschlossen::A,סגור,clos
655,geschlossen::A,סגור,fermé
656,sauber::A,נקי,net
657,sauber::A,נקי,propre
658,schmutzig::A,מלכלך,sale
659,schmutzig::A,מלכלך,crasseux
660,roh::A,חי,cru
661,roh::A,חי,brut
662,reif::A,בשל,mûr
663,lecker::A,טעים,délicieux
664,lecker::A,טעים,appétissant
665,süß::A,מתוק,doux
666,bitter::A,מר,amer
667,sauer::A,חמוץ,aigre
668,hell::A,בהיר,clair
669,dunkel::A,עמום,sombre
670,schwarz::A,שחר,noir
671,weiß::A,לבן,blanc
672,rot::A,אדם,rouge
673,gelb::A,צהב,jaune
674,blau::A,כחל,bleu
675,grün::A,ירק,vert
676,grau::A,אפר,gris
677,bunt::A,צבעוני,multicolore
678,billig::A,זול,bon marché
679,teuer::A,יקר,cher
680,wertvoll::A,יקר ערך,précieux
681,blind::A,עור,aveugle
682,taub::A,חרש,sourd
683,kräftig::A,חסן,fort
684,kräftig::A,חסן,vigoureux
685,stark::A,חזק,fort
686,stark::A,חזק,puissant
687,schwach::A,חלש,faible
688,fett::A,שמן,gras
689,schlank::A,רזה,svelte
690,hübsch::A,יפה תאר,joli
691,böse::A,רשע,mauvais
692,dumm::A,טפש,sot
693,dumm::A,טפש,bête
694,faul::A,עצלן,fainéant
695,faul::A,עצלן,paresseux
696,fleißig::A,חרוץ,appliqué
697,geizig::A,קמצן,avare
698,klug::A,נבון,intelligent
699,klug::A,פקח,intelligent
700,geschickt::A,מימן,habile
701,lieb::A,יקר,cher
702,lieb::A,יקר,gentil
703,lieb::A,אהוב,cher
704,lieb::A,אהוב,gentil
705,lustig::A,עליז,gai
706,lustig::A,עליז,joyeux
707,sanft::A,עדין,doux
708,hungrig::A,רעב,affamé
709,krank::A,חולה,malade
710,nackt::A,ערום,nu
711,traurig::A,עצוב,triste
712,lebendig::A,חי,vivant
713,gut::A,טוב,bon
714,schlecht::A,גרוע,mauvais
715,richtig::A,נכון,juste
716,richtig::A,נכון,correct
717,schlimm::A,רע,grave
718,schlimm::A,רע,mauvais
719,wahr::A,אמתי,vrai
720,wahr::A,אמתי,véritable
721,alt::A,ישן,vieux
722,neu::A,חדש,neuf
723,neu::A,חדש,nouveau
724,ehemalig::A,לשעבר,ancien
725,alt[Lebewesen]::A,זקן,âgé
726,alt[Lebewesen]::A,זקן,vieux
727,jung::A,צעיר,jeune
728,arm::A,עני,pauvre
729,reich::A,עשיר,riche
730,bekannt::A,ידוע,connu
731,berühmt::A,מפרסם,fameux
732,berühmt::A,מפרסם,célèbre
733,fremd::A,זר,étranger
734,verschieden::A,שונה,différent
735,nah::A,קרוב,lié
736,nah::A,קרוב,proche
737,fern::A,רחוק,éloigné
738,fern::A,רחוק,lointain
739,linker::A,שמאלי,gauche
740,rechter::A,ימין,droit
741,anderer::A,אחר,autre
742,erster::A,ראשון,premier
743,zweiter::A,שני,second
744,zweiter::A,שני,deuxième
745,dritter::A,שלישי,troisième
746,letzter::A,אחרון,dernier
747,allein::ADV,לבד,seul
748,auf einmal::ADV,בו-זמנית,à la fois
749,zusammen::ADV,ביחד,ensemble
750,lange::ADV,הרבה זמן,longtemps
751,plötzlich::ADV,לפתע,tout à coup
752,plötzlich::ADV,פתאום,tout à coup
753,sofort::ADV,מיד,immédiatement
754,später::ADV,לאחר זמן,plus tard
755,später::ADV,יותר מאחר,plus tard
756,jetzt::ADV,עכשיו,maintenant
757,heute::ADV,היום,aujourd'hui
758,morgen::ADV,מחר,demain
759,bald::ADV,בקרוב,bientôt
760,dann::ADV,אחר-כך,puis
761,dann::ADV,אחר-כך,ensuite
762,gestern::ADV,אתמול,hier
763,einst::ADV,לפנים,jadis
764,einst::ADV,לפנים,autrefois
765,damals::ADV,אז,alors
766,damals::ADV,אז,à l'époque
767,danach::ADV,אחר-כך,après
768,danach::ADV,אחר-כך,ensuite
769,vorher::ADV,לפני זה,auparavant
770,zuerst::ADV,קדם,d'abord
771,zuerst::ADV,קדם,premièrement
772,einmal::ADV,פעם,une fois
773,manchmal::ADV,לפעמים,parfois
774,manchmal::ADV,לפעמים,quelquefois
775,oft::ADV,לעתים קרובות,souvent
776,immer::ADV,תמיד,toujours
777,niemals::ADV,אף פעם,ne ... jamais
778,hier::ADV,כאן,ici
779,hierhin::ADV,פה,par ici
780,von hier::ADV,מפה,d'ici
781,dort::ADV,שם,là
782,dort::ADV,שם,là-bas
783,dorthin::ADV,שם,y
784,dorthin::ADV,שם,par là
785,geradeaus::ADV,ישר,tout droit
786,vorwärts::ADV,קדימה,en avant
787,rückwärts::ADV,לאחור,en arrière
788,zurück::ADV,בחזרה,de retour
789,zurück::ADV,אחורנית,de retour
790,unten::ADV,למטה,en bas
791,unten::ADV,למטה,au-dessous
792,hinab::ADV,למטה,en bas
793,hinab::ADV,למטה,vers le bas
794,oben::ADV,מעל,dessus
795,oben::ADV,מעל,en haut
796,oben::ADV,למעלה,dessus
797,oben::ADV,למעלה,en haut
798,hinauf::ADV,למעלה,en haut
799,hinauf::ADV,למעלה,vers le haut
800,überall::ADV,בכל מקום,partout
801,nicht::ADV,לא,ne ... pas
802,ein wenig::ADV,קצת,un peu
803,kaum::ADV,בקשי,à peine
804,sehr::ADV,מאוד,très
805,so::ADV,כך,si
806,so::ADV,כך,ainsi
807,so::ADV,ככה,si
808,so::ADV,ככה,ainsi
809,noch::ADV,עוד,encore
810,noch::ADV,עדין,encore
811,nur::ADV,רק,seulement
812,nur::ADV,רק,ne ... que
813,schon::ADV,כבר,déjà
814,wieder::ADV,שוב,de nouveau
815,vergebens::ADV,לריק,en vain
816,vergebens::ADV,לשוא,en vain
817,vor::PRP,מול,devant
818,hinter::PRP,מאחורי,derrière
819,unter::PRP,מתחת,sous
820,unter::PRP,מתחת,au-dessous de
821,durch::PRP,דרך,par
822,durch::PRP,דרך,à travers
823,neben::PRP,ליד,à côté de
824,neben::PRP,על-יד,à côté de
825,zwischen::PRP,בין,entre
826,wegen::PRP,בשל,à cause de
827,wegen::PRP,בגלל,à cause de
828,dies::PRN,זה,ceci
