,Concept_ID,ar,pl
172,Maus::N,فأرة,mysz
173,Wolf::N,ذئب,wilk
174,Vogel::N,طير,ptak
175,Schwarm::N,سرب,stado
176,Huhn::N,دجاجة,kura
177,Hahn::N,ديك,kogut
178,Gans::N,وزة,gęś
179,Adler::N,نسر,orzeł
180,Ente::N,بطة,kaczka
181,Eule::N,بوم,sowa
182,Kranich::N,كركي,żuraw
183,Krähe::N,غراب,wrona
184,Kuckuck::N,وقواق,kukułka
185,Schwan::N,إوز عراقي,łabędż
186,Fisch::N,سمك,ryba
187,Barsch::N,فرخ أوربي,okoń
188,Hecht::N,سمك الكراكي,szczupak
189,Schlange[Tier]::N,حية,wąż
190,Schlange[Tier]::N,حية,żmija
191,Schlange[Tier]::N,ثعبان,wąż
192,Schlange[Tier]::N,ثعبان,żmija
193,Wurm::N,دودة,robak
194,Spinne::N,عنكبوت,pająk
195,Ameise::N,نملة,mrówka
196,Laus::N,قملة,wesz
197,Mücke::N,ناموسة,komar
198,Fliege::N,ذبابة,mucha
199,Schmetterling::N,فراشة,motyl
200,Beere::N,حبة,jagoda
201,Apfel::N,تفاح,jabłko
202,Pilz::N,فطر,grzyb
203,Zwiebel::N,بصل,cebula
204,Saat::N,زرع,siew
205,Korn::N,حبة,ziarno
206,Heu::N,دريس,siano
207,Schale::N,قشرة,łupina
208,Grube::N,نقرة,dół
209,Grube::N,نقرة,jama
210,Falle::N,فخ,pułapka
211,Falle::N,مصيدة,pułapka
212,Schlinge::N,عروة,sidła
213,Spur::N,أثر,ślad
214,Asche::N,رماد,popiół
215,Dreck::N,قذر,brud
216,Eisen::N,حديد,żelazo
217,Gold::N,ذهب,złoto
218,Silber::N,فضة,srebro
219,Kohle::N,فحم,węgiel
220,Glas::N,زجاج,szkło
221,Lehm::N,طين,glina
222,Sand::N,رمل,piasek
223,Mensch::N,إنسان,człowiek
224,Mann::N,رجل,mężczyzna
225,Frau::N,امرأة,kobieta
226,Kind::N,طفل,dziecko
227,Junge::N,ولد,chłopak
228,Junge::N,ولد,chłopiec
229,Mädchen::N,بنت,dziewczynka
230,Familie::N,عائلة,rodzina
231,Großvater::N,جد,dziadek
232,Großmutter::N,جدة,babka
233,Eltern::N,أبوان,rodzice
234,Eltern::N,والدان,rodzice
235,Vater::N,أب,ojciec
236,Mutter::N,أم,matka
237,Sohn::N,إبن,syn
238,Tochter::N,بنت,córka
239,Tochter::N,إبنة,córka
240,Bruder::N,أخ,brat
241,Bruder::N,شقيق,brat
242,Schwester::N,أخت,siostra
243,Onkel::N,عم,wuj
244,Onkel::N,عم,stryj
245,Tante::N,عمة,ciotka
246,Ehemann::N,زوج,mąż
247,Ehefrau::N,زوجة,żona
248,Freude::N,فرح,radość
249,Freude::N,سرور,radość
250,Gelächter::N,قهقهة,śmiech
251,Glück::N,سعادة,szczęście
252,Kummer::N,غم,zmartwienie
253,Wunsch::N,منية,życzenie
254,Lust::N,شهوة,chęć
255,Lust::N,شهوة,ochota
256,Geist::N,روح,duch
257,Gedanke::N,فكرة,myśl
258,Gedächtnis::N,ذاكرة,pamięć
259,Verstand::N,عقل,rozum
260,Sinn::N,معنى,zmysł
261,Grund::N,سبب,powód
262,Wahrheit::N,حقيقة,prawda
263,Gespräch::N,محادثة,rozmowa
264,Märchen::N,خرافة,bajka
265,Erzählung::N,قصة,opowiadanie
266,Erzählung::N,حكاية,opowiadanie
267,Nachricht::N,خبر,wiadomość
268,Neuigkeit::N,خبر جديد,nowina
269,Name::N,اسم,imię
270,Rätsel::N,لغز,zagadka
271,Rede::N,خطبة,mowa
272,Sprache::N,لغة,język
273,Stimme::N,صوت,głos
274,Wort::N,كلمة,słowo
275,Zeichen::N,رمز,znak
276,Zeichen::N,إشارة,znak
277,Ruf::N,نداء,wołanie
278,Lärm::N,صخب,hałas
279,Lärm::N,صخب,zgiełk
280,Lärm::N,ضجة,hałas
281,Lärm::N,ضجة,zgiełk
282,Laut::N,صوت,dźwięk
283,Ton::N,نغمة,ton
284,Ton::N,نغمة,dźwięk
285,Lied::N,أغنية,pieśń
286,Lied::N,أغنية,piosenka
287,Ruhe::N,هدوء,spokój
288,Leute::N,ناس,ludzie
289,Volk::N,شعب,naród
290,Arbeit::N,عمل,praca
291,Arbeit::N,عمل,robota
292,Gast::N,ضيف,gość
293,Geschenk::N,هدية,prezent
294,Geschenk::N,هدية,podarunek
295,Spiel::N,لعب,gra
296,Spiel::N,لعب,zabawa
297,Gesellschaft::N,صحبة,towarzystwo
298,Hilfe::N,عون,pomoc
299,Hilfe::N,مساعدة,pomoc
300,Freund::N,صديق,przyjaciel
301,Kamerad::N,زميل,kolega
302,Angelegenheit::N,أمر,sprawa
303,Angelegenheit::N,شأن,sprawa
304,Anzahl::N,عدد,ilość
305,Art::N,نوع,rodzaj
306,Stück::N,قطعة,kawałek
307,Teil::N,قسم,część
308,Hälfte::N,نصف,połowa
309,Kreis::N,دائرة,krąg
310,Kreuz::N,صليب,krzyż
311,Linie::N,خط,linia
312,Strich::N,شرطة,kreska
313,Abstand::N,مسافة,odstęp
314,Entfernung::N,بعد,odległość
315,Gegend::N,ناحية,okolica
316,Platz::N,فراغ,miejsce
317,Ort::N,مكان,miejsce
318,Seite::N,جانب,bok
319,Seite::N,جانب,strona
320,Mitte::N,وسط,środek
321,Gegenstand::N,موضوع,przedmiot
322,Sache::N,شيء,rzecz
323,Rand::N,حافة,skraj
324,Rand::N,حافة,krawędź
325,Kante::N,حافة,kant
326,Kante::N,حافة,krawędź
327,Ecke::N,ركن,róg
328,Spitze::N,سن,ostrze
329,Ende::N,طرف,koniec
330,Loch::N,ثقب,dziura
331,Winkel::N,زاوية,kąt
332,Winkel::N,زاوية,kącik
333,Muster::N,عينة,wzór
334,Größe::N,حجم,rozmiar
335,Größe::N,حجم,wielkość
336,Länge::N,طول,długość
337,Höhe::N,علو,wysokość
338,Höhe::N,ارتفاع,wysokość
339,Gewicht::N,وزن,ciężar
340,Menge::N,كمية,ilość
341,Haufen::N,كوم,kupa
342,Reihe::N,صف,rząd
343,Reihe::N,صف,szereg
344,Boot::N,قارب,łódź
345,Boot::N,قارب,łódka
346,Boot::N,زورق,łódź
347,Boot::N,زورق,łódka
348,Ruder::N,مجذاف,wiosło
349,Schlitten::N,مزلقة,sanki
350,Ski::N,زلاجة,narta
351,Lagerfeuer::N,نار المخيم,ognisko
352,Last::N,حمل,ciężar
353,Last::N,حمل,brzemię
354,Gang::N,مشية,chód
355,Schritt::N,خطوة,krok
356,Norden::N,شمال,północ
357,Süden::N,جنوب,południe
358,Westen::N,غرب,zachód
359,Osten::N,شرق,wschód
360,Holz::N,خشب,drzewo
361,Brett::N,لوح,deska
362,Platte::N,صفيحة,płyta
363,Stütze::N,سند,podpora
364,Stütze::N,دعامة,podpora
365,Stange::N,عود,drąg
366,Stange::N,عود,żerdź
367,Stock::N,عصا,kij
368,Stock::N,عصا,laska
369,Stab::N,قضيب,pręt
370,Rohr::N,أنبوبة,rura
371,Haus::N,دار,dom
372,Haus::N,بيت,dom
373,Heim::N,بيت,dom
374,Heim::N,مسكن,dom
375,Ofen::N,مدفأة,piec
376,Fußboden::N,أرضية,podłoga
377,Tisch::N,مائدة,stół
378,Stuhl::N,كرسي,krzesło
379,Wiege::N,مهد,kołyska
380,Bett::N,سرير,łóżko
381,Bett::N,سرير,pościel
382,Regal::N,رف,regał
383,Kiste::N,صندوق,skrzynia
384,Fenster::N,شباك,okno
385,Fenster::N,نافذة,okno
386,Tür::N,باب,drzwi
387,Tor::N,بوابة,brama
388,Zaun::N,سياج,płot
389,Zaun::N,سياج,parkan
390,Dach::N,سطح,dach
391,Leiter::N,سلم,drabina
392,Besen::N,مكنسة,miotła
393,Spaten::N,مسحاة,rydel
394,Schaufel::N,مجرفة,łopata
395,Gabel::N,شوكة,widelec
396,Löffel::N,ملعقة,łyżka
397,Messer::N,سكين,nóż
398,Nagel::N,مسمار,gwóźdź
399,Netz::N,شبكة,sieć
400,Haken::N,خطاف,hak
401,Haken::N,صنارة,hak
402,Griff::N,قبضة,chwyt
403,Schloss::N,قفل,zamek
404,Bild::N,صورة,obraz
405,Figur::N,تمثال,figura
406,Puppe::N,دمية,lalka
407,Beutel::N,كيس,torba
408,Bündel::N,ربطة,wiązka
409,Tasche::N,شنطة,torba
410,Tasche::N,محفظة,torba
411,Eimer::N,سطل,kubeł
412,Eimer::N,سطل,wiadro
413,Eimer::N,جردل,kubeł
414,Eimer::N,جردل,wiadro
415,Deckel::N,سداد,przykrywka
416,Geschirr::N,أوان,statki
417,Geschirr::N,أوان,naczynia
418,Sack::N,زكيبة,worek
419,Tasse::N,فنجان,filiżanka
420,Topf::N,قدر,garnek
421,Topf::N,طنجرة,garnek
422,Kessel::N,قدر,kocioł
423,Kessel::N,غلاية,kocioł
424,Essen::N,طعام,jedzenie
425,Nahrung::N,غذاء,pokarm
426,Nahrung::N,غذاء,pożywienie
427,Speise::N,أكل,potrawa
428,Speise::N,أكل,jedzenie
429,Fleisch::N,لحم,mięso
430,Getreide::N,حبوب,zboże
431,Brei::N,عصيدة,kasza
432,Brot::N,خبز,chleb
433,Scheibe::N,شريحة,kromka
434,Fett::N,سمن,tłuszcz
435,Butter::N,زبدة,masło
436,Öl::N,زيت,olej
437,Salz::N,ملح,sól
438,Suppe::N,حساء,zupa
439,Suppe::N,شربة,zupa
440,Honig::N,عسل,miód
441,Milch::N,حليب,mleko
442,Tee::N,شاي,herbata
443,Leder::N,جلد,skóra
444,Wolle::N,صوف,wełna
445,Stoff::N,قماش,tkanina
446,Stoff::N,قماش,materiał
447,Nadel::N,إبرة,igła
448,Faden::N,خيط,nić
449,Faden::N,خيط,nitka
450,Knopf::N,زر,guzik
451,Knoten::N,عقدة,węzeł
452,Farbe::N,صبغة,farba
453,Kleidung::N,ملابس,odzież
454,Hemd::N,قميص,koszula
455,Kragen::N,ياقة,kołnierz
456,Ärmel::N,كم,rękaw
457,Hose::N,سروال,spodnie
458,Hose::N,بنطلون,spodnie
459,Gürtel::N,حزام,pasek
460,Mütze::N,طاقية,czapka
461,Schuh::N,حذاء,but
462,Schuh::N,حذاء,bucik
463,Stiefel::N,جزمة,but
464,Stiefel::N,جزمة,kozak
465,Stiefel::N,حذاء طويل,but
466,Stiefel::N,حذاء طويل,kozak
467,Ring::N,حلقة,pierścień
468,Band::N,شريط,wstęga
469,Kamm::N,مشط,grzebień
470,Spiegel::N,مرآة,lustro
471,Riemen::N,سير,rzemień
472,Schnur::N,حبل,sznur
473,Schnur::N,دوبارة,sznur
474,Leine::N,قيد,smycz
475,Decke::N,بطانية,kołdra
476,Kissen::N,وسادة,poduszka
477,Tuch::N,منديل,chustka
478,Handtuch::N,فوطة,ręcznik
479,Handtuch::N,منشفة,ręcznik
480,Kraft::N,قدرة,moc
481,Kraft::N,قدرة,siła
482,Stärke::N,قوة,moc
483,Stärke::N,قوة,siła
484,Gesundheit::N,صحة,zdrowie
485,Krankheit::N,مرض,choroba
486,Schmerz::N,ألم,ból
487,Schmerz::N,وجع,ból
488,Wunde::N,جرح,rana
489,Fieber::N,حمى,gorączka
490,Arznei::N,دواء,lekarstwo
491,Brücke::N,جسر,most
492,Brunnen::N,بئر,studnia
493,Weide::N,مرعى,pastwisko
494,Pfad::N,درب,ścieżka
495,Weg::N,سكة,droga
496,Straße::N,طريق,ulica
497,Dorf::N,قرية,wieś
498,Stadt::N,مدينة,miasto
499,Brief::N,خطاب,list
500,Brief::N,مكتوب,list
501,Buch::N,كتاب,książka
502,Buchstabe::N,حرف,litera
503,Zeitung::N,جريدة,gazeta
504,Zeitung::N,جريدة,dziennik
505,Leben::N,عيش,życie
506,Leben::N,حياة,życie
507,Tod::N,موت,śmierć
508,Tod::N,وفاة,śmierć
509,Grab::N,قبر,grób
510,Kirche::N,كنيسة,kościół
511,Sünde::N,خطيئة,grzech
512,Gott::N,إله,bóg
513,Arbeiter::N,عامل,robotnik
514,Chef::N,رئيس,szef
515,Meister::N,أسطى,mistrz
516,Meister::N,أسطى,majster
517,Arzt::N,طبيب,lekarz
518,Lehrer::N,مدرس,nauczyciel
519,Geld::N,نقود,pieniądze
520,Geschäft::N,صفقة,sprawa
521,Geschäft::N,صفقة,interes
522,Laden::N,دكان,sklep
523,Preis::N,سعر,cena
524,Ware::N,بضاعة,towar
525,Nutzen::N,فائدة,pożytek
526,Reichtum::N,غنى,bogactwo
527,Reichtum::N,ثروة,bogactwo
528,Welt::N,عالم,świat
529,Welt::N,دنيا,świat
530,Land::N,بلد,kraj
531,Staat::N,دولة,państwo
532,König::N,ملك,król
533,Macht::N,سلطة,władza
534,Grenze::N,حدود,granica
535,Krieg::N,حرب,wojna
536,Feind::N,عدو,wróg
537,Gewalt::N,عنف,władza
538,Kampf::N,قتال,bój
539,Kampf::N,قتال,walka
540,Bogen[Waffe]::N,قوس,łuk
541,Pfeil::N,سهم,strzała
542,Gewehr::N,بندقية,karabin
543,Fehler::N,خطأ,błąd
544,Lüge::N,كذب,kłamstwo
545,Schaden::N,تلف,szkoda
546,Unglück::N,نحس,nieszczęście
547,Schuld::N,ذنب,wina
548,Alter::N,سن,wiek
549,Alter::N,عمر,wiek
550,Schluss::N,ختام,koniec
551,Schluss::N,ختام,zakończenie
552,Schluss::N,نهاية,koniec
553,Schluss::N,نهاية,zakończenie
554,Zeit::N,وقت,czas
555,Tag::N,يوم,dzień
556,Morgen::N,صباح,ranek
557,Morgen::N,صباح,poranek
558,Mittag::N,ظهر,południe
559,Abend::N,مساء,wieczór
560,Nacht::N,ليلة,noc
561,Woche::N,أسبوع,tydzień
562,Monat::N,شهر,miesiąc
563,Jahr::N,عام,rok
564,Jahr::N,سنة,rok
565,Frühling::N,ربيع,wiosna
566,Sommer::N,صيف,lato
567,Herbst::N,خريف,jesień
568,Winter::N,شتاء,zima
569,Januar::N,يناير,styczeń
570,Januar::N,كانون الثاني,styczeń
571,Februar::N,شباط,luty
572,Februar::N,فبراير,luty
573,März::N,آذار,marzec
574,März::N,مارس,marzec
575,April::N,نيسان,kwiecień
576,Mai::N,مايو,maj
577,Juni::N,يونيو,czerwiec
578,Juni::N,حزيران,czerwiec
579,Juli::N,تموز,lipiec
580,Juli::N,يوليو,lipiec
581,August::N,آب,sierpień
582,August::N,أغسطس,sierpień
583,September::N,أيلول,wrzesień
584,September::N,سبتمبر,wrzesień
585,Oktober::N,أكتوبر,październik
586,Oktober::N,تشرين الأول,październik
587,November::N,نوفمبر,listopad
588,November::N,تشرين الثاني,listopad
589,Dezember::N,ديسمبر,grudzień
590,Dezember::N,كانون الأول,grudzień
591,Montag::N,يوم الاثنين,poniedziałek
592,Dienstag::N,يوم الثلاثاء,wtorek
593,Mittwoch::N,يوم الأربعاء,środa
594,Donnerstag::N,يوم الخميس,czwartek
595,Freitag::N,يوم الجمعة,piątek
596,Samstag::N,يوم السبت,sobota
597,Sonntag::N,يوم الأحد,niedziela
598,groß::A,كبير,duży
599,groß::A,كبير,wielki
600,klein::A,صغير,mały
601,lang::A,طويل,długi
602,kurz::A,قصير,krótki
603,breit::A,واسع,szeroki
604,schmal::A,ضيق,wąski
605,dicht::A,كث,gęsty
606,dicht::A,كثيف,gęsty
607,dick[Gegenstand]::A,غليظ,gruby
608,dünn::A,رفيع,cienki
609,fein::A,رقيق,drobny
610,fest::A,متين,mocny
611,fest::A,متين,twardy
612,flach::A,سهل,płaski
613,flach::A,منبسط,płaski
614,glatt::A,ناعم,gładki
615,hart::A,صلب,twardy
616,hart::A,جامد,twardy
617,weich::A,لين,miękki
618,rund::A,مستدير,okrągły
619,spitz::A,مدبب,spiczasty
620,scharf::A,حاد,ostry
621,stumpf::A,ثالم,tępy
622,schwer::A,ثقيل,ciężki
623,schön::A,جميل,ładny
624,schön::A,جميل,piękny
625,heiß::A,حار,gorący
626,heiß::A,ساخن,gorący
627,warm::A,دافئ,ciepły
628,kalt::A,بارد,zimny
629,kühl::A,قر,chłodny
630,frisch::A,طازج,świeży
631,feucht::A,رطب,wilgotny
632,nass::A,مبلول,mokry
633,trocken::A,جاف,suchy
634,voll::A,ملء,pełny
635,leer::A,خال,pusty
636,leer::A,خال,próżny
637,leer::A,فارغ,pusty
638,leer::A,فارغ,próżny
639,offen::A,مفتوح,otwarty
640,geschlossen::A,مغلق,zamknięty
641,sauber::A,نظيف,czysty
642,schmutzig::A,قذر,brudny
643,roh::A,نيء,surowy
644,reif::A,ناضج,dojrzały
645,lecker::A,لذيذ,smaczny
646,süß::A,حلو,słodki
647,bitter::A,مر,gorzki
648,sauer::A,حامض,kwaśny
649,hell::A,نير,jasny
650,dunkel::A,مظلم,ciemny
651,schwarz::A,أسود,czarny
652,weiß::A,أبيض,biały
653,rot::A,أحمر,czerwony
654,gelb::A,أصفر,żółty
655,blau::A,أزرق,błękitny
656,blau::A,أزرق,niebieski
657,grün::A,أخضر,zielony
658,grau::A,رمادي,szary
659,bunt::A,ملوب,barwny
660,billig::A,رخيص,tani
661,teuer::A,غال,drogi
662,wertvoll::A,ثمين,cenny
663,blind::A,أعمى,ślepy
664,taub::A,أصم,głuchy
665,taub::A,أطرش,głuchy
666,kräftig::A,قوي,mocny
667,stark::A,قوي,silny
668,schwach::A,ضعيف,słaby
669,fett::A,سمين,tłusty
670,schlank::A,أهيف,smukły
671,hübsch::A,جميل,ładny
672,böse::A,رديء,zły
673,dumm::A,أبله,głupi
674,dumm::A,أحمق,głupi
675,faul::A,كسلان,leniwy
676,fleißig::A,مجتهد,pilny
677,geizig::A,بخيل,skąpy
678,klug::A,ذكي,mądry
679,klug::A,عاقل,mądry
680,geschickt::A,ماهر,zręczny
681,lieb::A,عزيز,miły
682,lustig::A,مرح,wesoły
683,sanft::A,حليم,łagodny
684,hungrig::A,جائع,głodny
685,krank::A,مريض,chory
686,nackt::A,عار,nagi
687,traurig::A,حزين,smutny
688,lebendig::A,حي,żywy
689,gut::A,جيد,dobry
690,schlecht::A,سيء,zły
691,richtig::A,صحيح,słuszny
692,richtig::A,صحيح,właściwy
693,schlimm::A,خبيث,zły
694,wahr::A,حق,prawdziwy
695,alt::A,قديم,stary
696,neu::A,جديد,nowy
697,ehemalig::A,سابق,były
698,alt[Lebewesen]::A,مسن,stary
699,jung::A,شاب,młody
700,jung::A,صغير,młody
701,arm::A,فقير,ubogi
702,arm::A,فقير,biedny
703,reich::A,غني,bogaty
704,bekannt::A,معلوم,znany
705,berühmt::A,مشهور,słynny
706,fremd::A,أجنبي,obcy
707,fremd::A,أجنبي,cudzy
708,verschieden::A,مختلف,różny
709,nah::A,قريب,bliski
710,fern::A,بعيد,daleki
711,linker::A,يسار,lewy
712,rechter::A,يمين,prawy
713,anderer::A,آخر,inny
714,erster::A,أول,pierwszy
715,zweiter::A,ثان,drugi
716,dritter::A,ثالث,trzeci
717,letzter::A,أخير,ostatni
718,allein::ADV,وحده,sam
719,auf einmal::ADV,بالمرة,naraz
720,zusammen::ADV,معا,razem
721,lange::ADV,مدة طويلة,długo
722,plötzlich::ADV,فجأة,nagle
723,sofort::ADV,حالا,natychmiast
724,sofort::ADV,فورا,natychmiast
725,später::ADV,فيما بعد,później
726,jetzt::ADV,الآن,teraz
727,jetzt::ADV,الآن,obecnie
728,jetzt::ADV,حاليا,teraz
729,jetzt::ADV,حاليا,obecnie
730,heute::ADV,اليوم,dziś
731,heute::ADV,اليوم,dzisiaj
732,morgen::ADV,غدا,jutro
733,bald::ADV,قريبا,wkrótce
734,dann::ADV,ثم,potem
735,gestern::ADV,أمس,wczoraj
736,gestern::ADV,البارحة,wczoraj
737,einst::ADV,قديما,kiedyś
738,einst::ADV,قديما,niegdyś
739,damals::ADV,حينئذ,wtedy
740,damals::ADV,حينئذ,wówczas
741,danach::ADV,ثم,następnie
742,danach::ADV,بعد ذلك,następnie
743,vorher::ADV,من قبل,przedtem
744,vorher::ADV,قبل ذلك,przedtem
745,zuerst::ADV,أولا,naprzód
746,zuerst::ADV,أولا,najpierw
747,einmal::ADV,مرة,raz
748,manchmal::ADV,أحيانا,czasem
749,oft::ADV,كثيرا,często
750,immer::ADV,دائما,zawsze
751,niemals::ADV,لا أبدا,nigdy
752,hier::ADV,هنا,tu
753,hier::ADV,هنا,tutaj
754,hierhin::ADV,إلى هنا,tu
755,von hier::ADV,من هنا,stąd
756,dort::ADV,هناك,tam
757,dorthin::ADV,إلى هناك,tam
758,geradeaus::ADV,إلى الأمام,prosto
759,vorwärts::ADV,إلى الأمام,naprzód
760,rückwärts::ADV,إلى الوراء,wstecz
761,zurück::ADV,عودا,z powrotem
762,zurück::ADV,إلى الخلف,z powrotem
763,unten::ADV,تحت,u dołu
764,unten::ADV,تحت,na dole
765,unten::ADV,في الأسفل,u dołu
766,unten::ADV,في الأسفل,na dole
767,hinab::ADV,إلى تحت,na_dół
768,hinab::ADV,إلى تحت,w_dół
769,oben::ADV,فوق,w górze
770,oben::ADV,فوق,na górze
771,oben::ADV,في الأعلى,w górze
772,oben::ADV,في الأعلى,na górze
773,hinauf::ADV,إلى فوق,w górę
774,hinauf::ADV,إلى فوق,na górę
775,hinauf::ADV,إلى الأعلى,w górę
776,hinauf::ADV,إلى الأعلى,na górę
777,überall::ADV,في كل مكان,wszędzie
778,nicht::ADV,لا,nie
779,nicht::ADV,لم,nie
780,ein wenig::ADV,قليلا,trochę
781,kaum::ADV,كاد لا,ledwie
782,kaum::ADV,كاد لا,prawie nie
783,sehr::ADV,جدا,bardzo
784,sehr::ADV,كثيرا,bardzo
785,so::ADV,كذا,tak
786,so::ADV,كذلك,tak
787,noch::ADV,ما زال,jeszcze
788,nur::ADV,فقط,tylko
789,schon::ADV,قد,już
790,wieder::ADV,من جديد,znów
791,wieder::ADV,من جديد,znowu
792,wieder::ADV,مرة أخرى,znów
793,wieder::ADV,مرة أخرى,znowu
794,vergebens::ADV,عبثا,na próżno
