,Concept_ID,uk,kn
92,Wiese::N,луг,ಹುಲ್ಲುಗಾವಲು
93,Wiese::N,лука,ಹುಲ್ಲುಗಾವಲು
94,Wald::N,ліс,ಕಾಡು
95,Hügel::N,горб,ಗುಡ್ಡೆ
96,Anhöhe::N,височина,ದಿಬ್ಬ
97,Berg::N,гора,ಮಲೆ
98,Berg::N,гора,ಪರ್ವತ
99,Gipfel::N,вершина,ಶೃಂಗ
100,Höhle::N,печера,ಗುಹೆ
101,Abhang::N,схил,ಇಳಿಜಾರು
102,Quelle::N,джерело,ಮೂಲ
103,Bach::N,струмок,ತೊರೆ
104,Fluss::N,річка,ನದಿ
105,Ufer::N,берег,ತೀರ
106,Küste::N,узбережжя,ದಂಡೆ
107,Festland::N,суша,ಭೂಮಿ
108,Meer::N,море,ಕಡಲು
109,Bucht::N,бухта,ಖಾರಿ
110,Bucht::N,затока,ಖಾರಿ
111,Insel::N,острів,ದ್ವೀಪ
112,Blume::N,квітка,ಸುಮ
113,Gras::N,трава,ಹುಲ್ಲು
114,Wurzel::N,корінь,ಬೇರು
115,Baum::N,дерево,ಮರ
116,Stamm::N,стовбур,ಕಾಂಡ
117,Rinde::N,кора,ತೂಗಟಿ
118,Ast::N,гілка,ಶಾಖೆ
119,Zweig::N,галузь,ರೆಂಬೆ
120,Blatt::N,лист,ಎಲೆ
121,Birke::N,береза,ಬರ್ಚ್ ಮರ
122,Kiefer[Baum]::N,сосна,ದೇವದಾರು ಮರ
123,Weide[Baum]::N,верба,ವಿಲೋಮರ
124,Tanne::N,ялиця,ಭದ್ರದಾರು
125,Horn::N,ріг,ಕೊಂಬು
126,Feder::N,перо,ಪುಕ್ಕ
127,Fell::N,хутро,ರೋಮ
128,Flügel::N,крило,ರೆಕ್ಕೆ
129,Klaue::N,кіготь,ಪಂಜ
130,Kralle::N,лапа,ಉಗುರು
131,Schwanz::N,хвіст,ಬಾಲ
132,Ei::N,яйце,ಮೊಟ್ಟೆ
133,Nest::N,гніздо,ಗೂಡು
134,Bau::N,лігво,ಅಡಗುದಾಣ
135,Tier::N,тварина,ಪ್ರಾಣಿ
136,Herde::N,стадо,ಗುಂಪು
137,Kuh::N,корова,ಹಸು
138,Bulle::N,бик,ಗೂಳಿ
139,Bulle::N,бугай,ಗೂಳಿ
140,Pferd::N,кінь,ಕುದುರೆ
141,Schaf::N,вівця,ಕುರಿ
142,Schwein::N,свиня,ಹಂದಿ
143,Hund::N,собака,ನಾಯಿ
144,Katze::N,кішка,ಬೆಕ್ಕು
145,Bär::N,ведмідь,ಕರಡಿ
146,Eichhörnchen::N,білка,ಉಡುತೆ
147,Elch::N,лось,ಕಡವೆ
148,Fuchs::N,лисиця,ನರಿ
149,Hase::N,заєць,ಮೊಲ
150,Maus::N,миша,ಇಲಿ
151,Wolf::N,вовк,ತೋಳ
152,Vogel::N,птах,ಪಕ್ಷಿ
153,Schwarm::N,зграя,ಗುಂಪು
154,Huhn::N,курка,ಚಿಕ್
155,Hahn::N,півень,ಹುಂಜ
156,Gans::N,гуска,ವರಟೆ
157,Adler::N,орел,ಗರುಡ
158,Ente::N,качка,ಬಾತು
159,Eule::N,сова,ಗೂಬೆ
160,Kranich::N,журавель,ಕೊಕ್ಕರ
161,Krähe::N,ворона,ಕಾಗೆ
162,Kuckuck::N,зозуля,ಕೋಗಿಲೆ
163,Schwan::N,лебідь,ಹಂಸಪಕ್ಷಿ
164,Fisch::N,риба,ಮೀನು
165,Barsch::N,окунь,ಪರ್ಚ್ ಮೀನು
166,Hecht::N,щука,ಪೈಕ್ ಮೀನು
167,Schlange[Tier]::N,змія,ಹಾವು
168,Wurm::N,черв’як,ಹುಳು
169,Spinne::N,павук,ಊರ್ಣನಾಭ
170,Ameise::N,мурашка,ಇರುವೆ
171,Laus::N,воша,ಹೇನು
172,Mücke::N,комар,ಸೊಳ್ಳೆ
173,Fliege::N,муха,ನೊಣ
174,Schmetterling::N,метелик,ಪತಂಗ
175,Beere::N,ягода,ನಯವಣ್ಣು
176,Apfel::N,яблуко,ಸೇಬು
177,Pilz::N,гриб,ಅಣಬೆ
178,Zwiebel::N,цибуля,ನೀರುಳ್ಳಿ
179,Saat::N,сім’я,ಬಿತ್ತ
180,Korn::N,зерно,ಬೀಜ
181,Heu::N,сіно,ಕರಡ
182,Schale::N,шкірка,ಹೊಟ್ಟು
183,Grube::N,яма,ಗುಂಡಿ
184,Falle::N,пастка,ಬೋನು
185,Schlinge::N,петля,ಉರುಲು
186,Spur::N,слід,ಜಾಡು
187,Asche::N,зола,ಬೂದಿ
188,Asche::N,попіл,ಬೂದಿ
189,Dreck::N,бруд,ಹೊಲಸು
190,Eisen::N,залізо,ಕಬ್ಬಿಣ
191,Gold::N,золото,ಚಿನ್ನ
192,Silber::N,срібло,ಬೆಳ್ಳಿ
193,Kohle::N,вугілля,ಕಲ್ಲಿದ್ದಲು
194,Glas::N,скло,ಗಾಜು
195,Lehm::N,глина,ಜೇಡಿಮಣ್ಣು
196,Sand::N,пісок,ಮರಳು
197,Mensch::N,людина,ಪುರುಷ
198,Mann::N,чоловік,ಆಳು
199,Frau::N,жінка,ಹೆಣ್ಣು
200,Kind::N,дитина,ಮಗು
201,Junge::N,хлопець,ಹುಡುಗ
202,Mädchen::N,дівчина,ಹುಡುಗಿ
203,Familie::N,сім’я,ಕುಟುಂಬ
204,Familie::N,родина,ಕುಟುಂಬ
205,Großvater::N,дідусь,ಅಜ್ಜ
206,Großmutter::N,бабуся,ಅಮ್ಮ
207,Eltern::N,батьки,ಹೆತ್ತವರು
208,Vater::N,батько,ತಂದೆ
209,Mutter::N,мати,ಅಮ್ಮ
210,Sohn::N,син,ಮಗ 
211,Tochter::N,дочка,ಮಗಳು
212,Bruder::N,брат,ತಮ್ಮ
213,Schwester::N,сестра,ತಂಗಿ
214,Onkel::N,дядько,ಸೋದರಮಾವ
215,Onkel::N,дядько,ದೊಡ್ಡಪ್ಪ
216,Tante::N,тітка,ಚಿಕ್ಕಮ್ಮ
217,Ehemann::N,чоловік,ಗಂಡ
218,Ehefrau::N,жінка,ಹೆಂಡತಿ
219,Ehefrau::N,дружина,ಹೆಂಡತಿ
220,Freude::N,радощі,ನಲಿವು
221,Gelächter::N,сміх,ನಗೆ
222,Glück::N,щастя,ಆನಂದ
223,Kummer::N,горе,ದುಃಖ
224,Wunsch::N,бажання,ಬಯಕೆ
225,Lust::N,бажання,ಇಷ್ಟ
226,Geist::N,дух,ಆತ್ಮ
227,Gedanke::N,думка,ಯೋಚನೆ
228,Gedächtnis::N,пам’ять,ಸ್ಮರಣೆ
229,Verstand::N,розум,ಮನಸ್ಸು
230,Sinn::N,зміст,ಅರ್ಥ
231,Sinn::N,значення,ಅರ್ಥ
232,Grund::N,причина,ಕಾರಣ
233,Wahrheit::N,правда,ಸತ್ಯ
234,Gespräch::N,розмова,ಸಂಭಾಷಣೆ
235,Märchen::N,байка,ಸುಳ್ಳು ಕಥೆ
236,Erzählung::N,повість,ಕಥೆ
237,Erzählung::N,оповідання,ಕಥೆ
238,Nachricht::N,повідомлення,ಸಂದೇಶ
239,Neuigkeit::N,новина,ಸುದ್ದಿ
240,Name::N,ім’я,ಹೆಸರು
241,Rätsel::N,загадка,ಒಗಟು
242,Rede::N,промова,ಮಾತು
243,Sprache::N,мова,ಭಾಷೆ
244,Stimme::N,голос,ಧ್ವನಿ
245,Wort::N,слово,ಮಾತು
246,Zeichen::N,знак,ಗುರುತು
247,Ruf::N,оклик,ಕೂಗು
248,Lärm::N,шум,ಸದ್ದು
249,Laut::N,звук,ಶಬ್ದ
250,Ton::N,тон,ನಾದ
251,Lied::N,пісня,ಗಾನ
252,Ruhe::N,спокій,ಶಾಂತಿ
253,Leute::N,люди,ಮಂದಿ
254,Volk::N,народ,ಜನಾಂಗ
255,Arbeit::N,робота,ಕೆಲಸ
256,Gast::N,гість,ಅತಿಥಿ
257,Geschenk::N,подарунок,ಕಾಣಿಕೆ
258,Spiel::N,гра,ಆಟ
259,Gesellschaft::N,товариство,ಸಂಗ
260,Hilfe::N,допомога,ಸಹಾಯ
261,Freund::N,друг,ಸ್ನೇಹಿತ
262,Freund::N,приятель,ಸ್ನೇಹಿತ
263,Kamerad::N,товариш,ಜೊತೆಗಾರ
264,Angelegenheit::N,справа,ವಿಚಾರ
265,Anzahl::N,число,ಎಣಿಕೆ
266,Art::N,рід,ತರ
267,Stück::N,кусок,ತುಂಡು
268,Teil::N,частина,ಭಾಗ
269,Hälfte::N,половина,ಅರ್ಧ
270,Kreis::N,круг,ವೃತ್ತ
271,Kreis::N,коло,ವೃತ್ತ
272,Kreuz::N,хрест,ಶಿಲುಬೆ
273,Linie::N,лінія,ರೀಖೆ
274,Strich::N,штрих,ಗೀಟು
275,Abstand::N,проміжок,ಅಂತರ
276,Entfernung::N,відстань,ದೂರ
277,Gegend::N,місцевість,ವಿಸ್ತೀರ್ಣ
278,Platz::N,площа,ಅಂತರ
279,Ort::N,місце,ಸ್ಥಳ
280,Seite::N,сторона,ಪಕ್ಷ
281,Mitte::N,середина,ನಡು
282,Gegenstand::N,предмет,ವಸ್ತು
283,Sache::N,річ,ವಸ್ತು
284,Rand::N,край,ಅಂಚು
285,Kante::N,ребро,ಅಂಚು
286,Ecke::N,ріг,ಮೂಲೆ
287,Spitze::N,кінчик,ತುದಿ
288,Ende::N,кінець,ಕೊನೆ
289,Loch::N,діра,ತೂತು
290,Winkel::N,куток,ಕೋನ
291,Muster::N,узор,ನಮೂನೆ
292,Größe::N,розмір,ಪ್ರಮಾಣ
293,Länge::N,довжина,ಉದ್ದ
294,Höhe::N,висота,ಎತ್ತರ
295,Gewicht::N,вага,ತೂಕ
296,Menge::N,кількість,ಮೊತ್ತ
297,Haufen::N,купа,ರಾಶಿ
298,Reihe::N,ряд,ಸಾಲು
299,Boot::N,човен,ದೋಣಿ
300,Ruder::N,весло,ಹುಟ್ಟು
301,Schlitten::N,сани,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
302,Ski::N,лижа,ಜಾರುಪಟ್ಟಿ
303,Lagerfeuer::N,вогнище,ಶಿಬಿರಾಗ್ನಿ
304,Last::N,тягар,ಹೊರೆ
305,Last::N,вантаж,ಹೊರೆ
306,Gang::N,хід,ತಿರುಗಾಟ
307,Schritt::N,крок,ಹೆಜ್ಜೆ
308,Norden::N,північ,ಉತ್ತರ
309,Süden::N,південь,ದಕ್ಷಿಣ
310,Westen::N,захід,ಪಶ್ಚಿಮ
311,Osten::N,схід,ಮೂಡಲು
312,Holz::N,дрова,ಚೌಬೀನೆ
313,Brett::N,дошка,ಹಲಗೆ
314,Platte::N,плита,ಹಲಗೆ
315,Stütze::N,підпірка,ಆಸರೆ
316,Stange::N,жердина,ಕಂಬ
317,Stock::N,палиця,ಕೋಲು
318,Stab::N,палиця,ದೊಣ್ಣೆ
319,Rohr::N,труба,ನಳಿಕೆ
320,Haus::N,дім,ಮನೆ
321,Haus::N,хата,ಮನೆ
322,Heim::N,житло,ಗೃಹ
323,Ofen::N,піч,ಒಲೆ
324,Fußboden::N,підлога,ನೆಲ
325,Tisch::N,стіл,ಮೇಜು
326,Stuhl::N,стілець,ಕುರ್ಚಿ
327,Wiege::N,колиска,ತೊಟ್ಟಿಲು
328,Bett::N,ліжко,ಹಾಸಿಗೆ
329,Bett::N,постіль,ಹಾಸಿಗೆ
330,Regal::N,полиця,ಬೀರು
331,Kiste::N,ящик,ಪಟ್ಟಿಗೆ
332,Fenster::N,вікно,ಕಿಟಕಿ
333,Tür::N,двері,ಬಾಗಿಲು
334,Tor::N,ворота,ಹೆಬ್ಬಾಗಿಲು
335,Zaun::N,паркан,ಬೇಲಿ
336,Zaun::N,огорожа,ಬೇಲಿ
337,Dach::N,дах,ಮಾಳಿಗೆ
338,Leiter::N,драбина,ಏಣಿ
339,Besen::N,мітла,ಪೊರಕೆ
340,Spaten::N,заступ,ಗುದ್ದಲಿ
341,Schaufel::N,совок,ಸನಿಕೆ
342,Schaufel::N,лопата,ಸನಿಕೆ
343,Gabel::N,виделка,ಕವಲು
344,Löffel::N,ложка,ಚಮಚ
345,Messer::N,ніж,ಚಾಕು
346,Nagel::N,цвях,ಆಣಿ
347,Netz::N,сіть,ಬಲೆ
348,Haken::N,крюк,ಕೊಂಡಿ
349,Griff::N,ручка,ಹಿಡಿ
350,Griff::N,держак,ಹಿಡಿ
351,Schloss::N,замок,ವೀಗ
352,Bild::N,картина,ಚಿತ್ರ
353,Figur::N,фігура,ಆಕಾರ
354,Puppe::N,лялька,ಗೊಂಬೆ
355,Beutel::N,мішечок,ಸಂಚಿ
356,Beutel::N,торбинка,ಸಂಚಿ
357,Bündel::N,в’язка,ಕಟ್ಟು
358,Tasche::N,сумка,ಚೀಲ
359,Eimer::N,відро,ಬಾನೆ
360,Deckel::N,кришка,ಮುಚ್ಚಳ
361,Geschirr::N,посуд,ಭಕ್ಷ್ಯಗಳು
362,Sack::N,мішок,ಮೂಟೆ
363,Tasse::N,чашка,ಬಟ್ಟಲು
364,Topf::N,горщик,ಮಡಕೆ
365,Kessel::N,котел,ಕೆಟಲ್
366,Essen::N,їжа,ಊಟ
367,Nahrung::N,харч,ಆಹಾರ
368,Speise::N,страва,ಊಟ
369,Fleisch::N,м’ясо,ಮಾಂಸ
370,Getreide::N,хліб,ಧಾನ್ಯ
371,Getreide::N,збіжжя,ಧಾನ್ಯ
372,Brei::N,каша,ಗಂಜಿ
373,Brot::N,хліб,ರೊಟ್ಟಿ
374,Scheibe::N,скибочка,ಹೋಳು
375,Fett::N,жир,ಕೊಬ್ಬು
376,Butter::N,масло,ಬೆಣ್ಣೆ
377,Öl::N,олія,ಎಣ್ಣೆ
378,Salz::N,сіль,ಉಪ್ಪು
379,Suppe::N,суп,ಎಸರು
380,Honig::N,мед,ಮಧು
381,Milch::N,молоко,ಹಾಲು
382,Tee::N,чай,ಚಹ
383,Leder::N,шкіра,ಚಕ್ಕಳ
384,Wolle::N,шерсть,ಉಣ್ಣೆ
385,Stoff::N,тканина,ಬಟ್ಟೆ
386,Nadel::N,голка,ಸೂಜಿ
387,Faden::N,нитка,ದಾರ
388,Knopf::N,ґудзик,ಗುಂಡು
389,Knoten::N,вузол,ಗಂಟು
390,Farbe::N,фарба,ಬಣ್ಣ
391,Kleidung::N,одяг,ಅರಿವೆ
392,Kleidung::N,убрання,ಅರಿವೆ
393,Hemd::N,сорочка,ಅಂಗಿ
394,Kragen::N,комір,ಕುತ್ತಿಗೆಪಟ್ಟಿ
395,Ärmel::N,рукав,ತೋಳು
396,Hose::N,брюки,ಇಜಾರ
397,Gürtel::N,пояс,ಬೆಲ್ಟು
398,Mütze::N,шапка,ಟೋಪಿ
399,Schuh::N,ботинок,ಪಾದರಕ್ಷೆ
400,Stiefel::N,чобіт,ಬೂಟು
401,Ring::N,кільце,ಉಂಗುರ
402,Band::N,стрічка,ರಿಬ್ಬನ್
403,Kamm::N,гребінець,ಹಣಿಗೆ
404,Spiegel::N,дзеркало,ಕನ್ನಡಿ
405,Riemen::N,ремінь,ಬಾರು
406,Schnur::N,вірьовка,ಹುರಿ
407,Leine::N,шворка,ಹಗ್ಗ
408,Decke::N,ковдра,ಕಂಬಳಿ
409,Kissen::N,подушка,ದಿಂಬು
410,Tuch::N,хустка,ಕೊರಳ ಬಟ್ಟೆ
411,Handtuch::N,рушник,ಚೌಕ
412,Kraft::N,сила,ಬಲ
413,Stärke::N,сила,ಶಕ್ತಿ
414,Gesundheit::N,здоров’я,ಆರೋಗ್ಯ
415,Krankheit::N,хвороба,ರೋಗ
416,Schmerz::N,біль,ನೋವು
417,Wunde::N,рана,ಗಾಯ
418,Fieber::N,гарячка,ಜ್ವರ
419,Arznei::N,ліки,ಔಷಧ
420,Brücke::N,міст,ಸೇತುವೆ
421,Brunnen::N,колодязь,ಬಾವಿ
422,Weide::N,пасовище,ಗೋಮಾಳ
423,Pfad::N,стежка,ದಾರಿ
424,Weg::N,шлях,ಹಾದಿ
425,Weg::N,дорога,ಹಾದಿ
426,Straße::N,вулиця,ರಸ್ತೆ
427,Dorf::N,село,ಹಳ್ಳಿ
428,Stadt::N,місто,ಪಟ್ಟಣ
429,Brief::N,лист,ಕಾಗದ
430,Buch::N,книга,ಪುಸ್ತಕ
431,Buch::N,книжка,ಪುಸ್ತಕ
432,Buchstabe::N,буква,ಅಕ್ಷರ
433,Buchstabe::N,літера,ಅಕ್ಷರ
434,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
435,Leben::N,життя,ಜೀವನ
436,Tod::N,смерть,ಮರಣ
437,Grab::N,могила,ಗೋರಿ
438,Kirche::N,церква,ಚರ್ಚು
439,Sünde::N,гріх,ಪಾಪ
440,Gott::N,бог,ದೇವರು
441,Arbeiter::N,робітник,ಕೆಲಸಗಾರ
442,Chef::N,хазяїн,ದಣಿ
443,Meister::N,умілець,ಶಿಕ್ಷಕ
444,Arzt::N,лікар,ವೈದ್ಯ
445,Lehrer::N,вчитель,ಉಪಾಧ್ಯಾಯ
446,Geld::N,гроші,ಹಣ
447,Geschäft::N,заняття,ವಾಣಿಜ್ಯ
448,Laden::N,магазин,ಅಂಗಡಿ
449,Laden::N,крамниця,ಅಂಗಡಿ
450,Preis::N,ціна,ಬೆಲೆ
451,Ware::N,товар,ಸರಕು
452,Nutzen::N,вигода,ಲಾಭ
453,Nutzen::N,користь,ಲಾಭ
454,Reichtum::N,багатство,ಸಂಪತ್ತು
455,Welt::N,світ,ಭೂಲೋಕ
456,Land::N,країна,ದೇಶ
457,Staat::N,держава,ರಾಜ್ಯ
458,König::N,король,ರಾಜ
459,Macht::N,влада,ಅಧಿಕಾರ
460,Grenze::N,кордон,ಗಡಿ
461,Krieg::N,війна,ಯುದ್ಧ
462,Feind::N,ворог,ಶತ್ರು
463,Gewalt::N,насильство,ಹಿಂಸೆ
464,Kampf::N,бій,ಹೋರಾಟ
465,Kampf::N,боротьба,ಹೋರಾಟ
466,Bogen[Waffe]::N,лук,ಬಿಲ್ಲು
467,Pfeil::N,стріла,ಅಂಬು
468,Gewehr::N,рушниця,ಬಂದೂಕು
469,Gewehr::N,гвинтівка,ಬಂದೂಕು
470,Fehler::N,помилка,ತಪ್ಪು
471,Lüge::N,брехня,ಸುಳ್ಳು
472,Schaden::N,шкода,ಹಾನಿ
473,Schaden::N,збиток,ಹಾನಿ
474,Unglück::N,нещастя,ಅಪಾಯ
475,Schuld::N,провина,ದೋಷ
476,Alter::N,вік,ಮುಪ್ಪು
477,Alter::N,літа,ಮುಪ್ಪು
478,Schluss::N,кінець,ಮುಕ್ತಾಯ
479,Zeit::N,час,ಕಾಲ
480,Tag::N,день,ದಿನ
481,Morgen::N,ранок,ಮುಂಜಾನೆ
482,Mittag::N,південь,ನಡುಹಗಲು
483,Abend::N,вечір,ಸಂಜೆ
484,Nacht::N,ніч,ರಾತ್ರಿ
485,Woche::N,тиждень,ವಾರ
486,Monat::N,місяць,ತಿಂಗಳು
487,Jahr::N,рік,ಸಂವತ್ಸರ
488,Frühling::N,весна,ವಸಂತ
489,Sommer::N,літо,ಬಿಸಿಲುಕಾಲ
490,Herbst::N,осінь,ಶರತ್ಕಾಲ
491,Winter::N,зима,ಚಳಿಗಾಲ
492,Januar::N,січень,ನಾಲ್ಚಳಿ
493,Februar::N,лютий,ಅಯ್ಚಳಿ
494,März::N,березень,ಮೊಬ್ಬೇಸಿಗೆ
495,April::N,квітень,ಇಬ್ಬೇಸಿಗೆ
496,Mai::N,травень,ಮುಬ್ಬೇಸಿಗೆ
497,Juni::N,червень,ಮೊಮ್ಮಳೆ
498,Juli::N,липень,ಇಮ್ಮಳೆ
499,August::N,серпень,ಮುಮ್ಮಳೆ
500,September::N,вересень,ನಾಲ್ಮಳೆ
501,Oktober::N,жовтень,ಮೊಚ್ಚಳಿ
502,November::N,листопад,ಇಚ್ಚಳಿ
503,Dezember::N,грудень,ಮುಚ್ಚಳಿ
504,Montag::N,понеділок,ಸೋಮುವಾರ
505,Dienstag::N,вівторок,ಮಂಗಳವಾರ
506,Mittwoch::N,середа,ಬುಧವಾರ
507,Donnerstag::N,четвер,ಗುರುವಾರ
508,Freitag::N,п’ятниця,ಶುಕ್ರವಾರ
509,Samstag::N,субота,ಶನಿವಾರ
510,Sonntag::N,неділя,ಭಾನುವಾರ
511,groß::A,великий,ದೊಡ್ಡ
512,klein::A,малий,ಪುಟ್ಟ
513,klein::A,маленький,ಪುಟ್ಟ
514,lang::A,довгий,ದೀರ್ಘ
515,kurz::A,короткий,ಚಕ್ಕ
516,breit::A,широкий,ಅಗಲವಾದ
517,schmal::A,вузький,ಇಕ್ಕಟ್ಟಾದ
518,dicht::A,густий,ದಟ್ಟ
519,dick[Gegenstand]::A,товстий,ದಟ್ಟ
520,dünn::A,тонкий,ತೆಳು
521,fein::A,дрібний,ಕೋಮಲ
522,fest::A,міцний,ಘನ
523,flach::A,плоский,ಚಪ್ಪಟೆ
524,glatt::A,рівний,ನಯ
525,glatt::A,гладенький,ನಯ
526,hart::A,твердий,ಗಟ್ಟಿ
527,weich::A,м’який,ಮೃದುವಾದ
528,rund::A,круглий,ವರ್ತುಳ
529,spitz::A,гострокінцевий,ಮೊನಚಾದ
530,scharf::A,гострий,ತೀಕ್ಷ್ಣ
531,stumpf::A,тупий,ಮೊಂಡು
532,schwer::A,важкий,ಭಾರಿ
533,schön::A,вродливий,ಸುಂದರ
534,heiß::A,жаркий,ಬಿಸಿ
535,heiß::A,гарячий,ಬಿಸಿ
536,warm::A,теплий,ಬಿಸಿ
537,kalt::A,холодний,ತಣ್ಣನೆಯ
538,kühl::A,прохолодний,ತಂಪಾದ
539,frisch::A,свіжий,ನಿರ್ಮಲ
540,feucht::A,вогкий,ಒದ್ದೆಯಾದ
541,nass::A,мокрий,ಒದ್ದೆಯಾದ
542,trocken::A,сухий,ಶುಷ್ಕ
543,voll::A,повний,ತುಂಬಿದ
544,leer::A,пустий,ಖಾಲಿ
545,offen::A,відкритий,ಮುಚ್ಚಲ್ಲದ
546,geschlossen::A,закритий,ಮುಚ್ಚಿದ
547,geschlossen::A,зачинений,ಮುಚ್ಚಿದ
548,sauber::A,чистий,ಶುದ್ಧ
549,sauber::A,охайний,ಶುದ್ಧ
550,schmutzig::A,брудний,ಅಶುದ್ಧ
551,roh::A,сирий,ಹಸಿ
552,reif::A,зрілий,ಹಣ್ಣಾದ
553,lecker::A,смачний,ಗುಚಿಕರ
554,süß::A,солодкий,ಸಿಹಿ
555,bitter::A,гіркий,ಕಹಿ
556,sauer::A,кислий,ಹುಳಿಯಾದ
557,hell::A,світлий,ಹೊಳೆಯುವ
558,dunkel::A,темний,ಮಬ್ಬಾದ
559,schwarz::A,чорний,ಕಪ್ಪು
560,weiß::A,сивий,ಬಿಳಿಯ
561,rot::A,червоний,ಕೆಂಪು
562,gelb::A,жовтий,ಹಳದಯ
563,blau::A,синій,ನೀಲ
564,grün::A,зелений,ಕಾಯಾದ
565,grau::A,сірий,ಬೂದುಬಣ್ಣದ
566,bunt::A,барвистий,ವರ್ಣರಂಜಿತ
567,billig::A,дешевий,ಅಗ್ಗ
568,teuer::A,дорогий,ದುಬಾರಿಯಾದ
569,wertvoll::A,цінний,ಅಮೂಲ್ಯ
570,blind::A,сліпий,ಅಂಧ
571,taub::A,глухий,ಕಿವುಡಾದ
