,Concept_ID,lbe,fr
86,Eis::N,микӏ,glace
87,Frost::N,дяркъу,gel
88,Frost::N,дяркъу,gelée
89,Frost::N,замгьар,gel
90,Frost::N,замгьар,gelée
91,Kälte::N,дяркъу,froid
92,Hitze::N,кӏиришиву,chaleur
93,Raureif::N,сил,givre
94,Raureif::N,бурса,givre
95,Regenbogen::N,ссурул ккуртта,arc-en-ciel
96,Donner::N,къув,tonnerre
97,Strömung::N,экьинанаву,courant
98,Tropfen::N,кӏунтӏ,goutte
99,Schaum::N,хьама,écume
100,Schaum::N,хьама,mousse
101,Schmutz::N,кьяркьи,boue
102,Schmutz::N,кьяркьи,saleté
103,See::N,бяр,lac
104,Sumpf::N,кунцӏа,marais
105,Sumpf::N,кунцӏа,marécage
106,Wiese::N,кьан,pré
107,Wald::N,вацӏа,bois
108,Wald::N,вацӏа,forêt
109,Hügel::N,бакӏу,coteau
110,Hügel::N,бакӏу,colline
111,Berg::N,зунтту,mont
112,Berg::N,зунтту,montagne
113,Gipfel::N,мицӏ,cime
114,Gipfel::N,мицӏ,sommet
115,Höhle::N,нух,caverne
116,Abhang::N,сун,pente
117,Abhang::N,сун,versant
118,Quelle::N,дайдихьу,source
119,Quelle::N,дайдихьу,fontaine
120,Quelle::N,бакӏ,source
121,Quelle::N,бакӏ,fontaine
122,Bach::N,чӏрир нех,ruisseau
123,Fluss::N,нех,fleuve
124,Fluss::N,нех,rivière
125,Ufer::N,зума,bord
126,Ufer::N,зума,rivage
127,Küste::N,зумаинхалу,côte
128,Küste::N,зуманицӏалу,côte
129,Festland::N,кьири,terre ferme
130,Meer::N,хьхьири,mer
131,Insel::N,жазира,île
132,Blume::N,тӏутӏи,fleur
133,Gras::N,уртту,herbe
134,Wurzel::N,мархха,racine
135,Baum::N,мурхь,arbre
136,Stamm::N,ттарцӏ,tronc
137,Rinde::N,ккамара,écorce
138,Ast::N,матӏи,branche
139,Zweig::N,къяртта,rameau
140,Blatt::N,чӏапӏи,feuille
141,Birke::N,кӏялахӏи,bouleau
142,Birke::N,кӏялахӏилул мурхь,bouleau
143,Kiefer[Baum]::N,ттар,pin
144,Kiefer[Baum]::N,ттарлил мурхь,pin
145,Weide[Baum]::N,щавщи,saule
146,Tanne::N,ттарлил мурхь,sapin
147,Horn::N,хъи,corne
148,Feder::N,лелуххул тӏиму,plume
149,Fell::N,бурчу,peau
150,Flügel::N,хъа,aile
151,Flügel::N,ххурупӏайрал тӏиму,aile
152,Klaue::N,михь,serre
153,Kralle::N,ххяппа,ongle
154,Kralle::N,ххяппа,griffe
155,Schwanz::N,магъ,queue
156,Ei::N,ккунук,œuf
157,Nest::N,кюру,nid
158,Bau::N,цукъуккутӏ,terrier
159,Tier::N,хӏайван,animal
160,Herde::N,газу,troupeau
161,Kuh::N,оьл,vache
162,Bulle::N,ниц,taureau
163,Pferd::N,чу,cheval
164,Schaf::N,тта,mouton
165,Schwein::N,дунгъуз,porc
166,Schwein::N,дунгъуз,cochon
167,Hund::N,ккаччи,chien
168,Katze::N,ччиту,chat
169,Bär::N,цуша,ours
170,Eichhörnchen::N,бюрхттукку,écureuil
171,Elch::N,ниц-бюрин,élan
172,Fuchs::N,цулчӏа,renard
173,Fuchs::N,куча цулчӏа,renard
174,Hase::N,бюрх,lièvre
175,Maus::N,кӏулу,souris
176,Wolf::N,барцӏ,loup
177,Vogel::N,лелуххи,oiseau
178,Schwarm::N,гьухъала,nuée
179,Schwarm::N,гьухъала,volée
180,Huhn::N,аьнакӏи,poule
181,Hahn::N,ажари,coq
182,Gans::N,къаз,oie
183,Adler::N,барзу,aigle
184,Ente::N,урдак,canard
185,Eule::N,ису,hibou
186,Eule::N,ччиккумяв,hibou
187,Kranich::N,кьурукь,grue
188,Krähe::N,хъатӏу,corneille
189,Kuckuck::N,ччикку,coucou
190,Schwan::N,урттил къаз,cygne
191,Fisch::N,чавахъ,poisson
192,Schlange[Tier]::N,шатта,serpent
193,Wurm::N,кьюнукьай шатта,ver
194,Spinne::N,ххялцу,araignée
195,Ameise::N,митӏикьукьу,fourmi
196,Mücke::N,мичӏак,moucheron
197,Fliege::N,зимиз,mouche
198,Schmetterling::N,чӏимучӏали,papillon
199,Beere::N,хӏаллил ахъулсса,baie
200,Apfel::N,гьивч,pomme
201,Pilz::N,ттуккул иис,champignon
202,Zwiebel::N,лаччул чсмусул бакӏ,oignon
203,Saat::N,гьанна,semence
204,Korn::N,къама,grain
205,Heu::N,ххулув,foin
206,Schale::N,ккиртту,pelure
207,Grube::N,кӏаланг,fosse
208,Falle::N,къатӏа,piège
209,Schlinge::N,хӏатӏ,lacs
210,Spur::N,ша,trace
211,Asche::N,лах,cendre
212,Dreck::N,кьяркьи,crotte
213,Dreck::N,венп,crotte
214,Eisen::N,мах,fer
215,Gold::N,муси,or
216,Silber::N,арцу,argent
217,Kohle::N,кӏалаш,charbon
218,Kohle::N,хъуручӏ,charbon
219,Glas::N,пюрун,verre
220,Lehm::N,сина аьрщи,glaise
221,Sand::N,къун,sable
222,Mensch::N,инсан,homme
223,Mann::N,чув,homme
224,Mann::N,адимина,homme
225,Frau::N,щарсса,femme
226,Frau::N,хъамитайпа,femme
227,Kind::N,чӏиви оьрчӏ,enfant
228,Junge::N,оьрчӏ,garçon
229,Junge::N,бурхьин оьрчӏ,garçon
230,Mädchen::N,душ,fille
231,Mädchen::N,душ,jeune fille
232,Familie::N,кулпат,famille
233,Großvater::N,ттатта,grand-père
234,Großvater::N,ниттил ппу,grand-père
235,Großmutter::N,буттал нину,grand-mère
236,Eltern::N,нину-ппу,parents
237,Vater::N,ппу,père
238,Mutter::N,нину,mère
239,Sohn::N,арс,fils
240,Tochter::N,душ,fille
241,Bruder::N,уссу,frère
242,Schwester::N,ссу,sœur
243,Onkel::N,буттауссу,oncle
244,Tante::N,буттал ссу,tante
245,Ehemann::N,лас,mari
246,Ehemann::N,лас,époux
247,Ehefrau::N,щар,femme
248,Ehefrau::N,щар,épouse
249,Ehefrau::N,щарсса,femme
250,Ehefrau::N,щарсса,épouse
251,Freude::N,шадшиву,joie
252,Freude::N,шадшиву,plaisir
253,Freude::N,ххаришиву,joie
254,Freude::N,ххаришиву,plaisir
255,Gelächter::N,хъяхъаву,rires
256,Glück::N,талихӏ,bonheur
257,Kummer::N,дард,peine
258,Kummer::N,дард,chagrin
259,Wunsch::N,мурад,désir
260,Lust::N,гьавас,envie
261,Lust::N,ччаву,envie
262,Geist::N,рухӏ,esprit
263,Gedanke::N,пикри,idée
264,Gedanke::N,пикри,pensée
265,Gedächtnis::N,дакӏний личӏаву,mémoire
266,Verstand::N,аькьлу,raison
267,Sinn::N,мяъна,sens
268,Grund::N,багьана,cause
269,Grund::N,багьана,raison
270,Wahrheit::N,тӏайламур,vérité
271,Wahrheit::N,хӏакьмур,vérité
272,Gespräch::N,ихтилат,conversation
273,Märchen::N,магьа,conte
274,Märchen::N,магьа,conte de fées
275,Erzählung::N,хавар,conte
276,Erzählung::N,хавар,narration
277,Nachricht::N,хавар,message
278,Neuigkeit::N,хавар,nouvelle
279,Name::N,цӏа,nom
280,Rätsel::N,ссигьа,énigme
281,Rätsel::N,ссигьа,devinette
282,Rede::N,гъалгъа,parole
283,Rede::N,гъалгъа,discours
284,Sprache::N,маз,langue
285,Sprache::N,маз,langage
286,Stimme::N,чӏу,voix
287,Stimme::N,чӏукӏа,voix
288,Wort::N,махъ,mot
289,Zeichen::N,лишан,signe
290,Lärm::N,чӏу,bruit
291,Laut::N,чӏу,son
292,Ton::N,чӏу,ton
293,Lied::N,балай,chant
294,Lied::N,балай,chanson
295,Ruhe::N,дигьалагру,calme
296,Ruhe::N,дигьалагру,tranquillité
297,Leute::N,инсантал,gens
298,Volk::N,ил,peuple
299,Volk::N,халкь,peuple
300,Arbeit::N,заву,travail
301,Gast::N,хъамаличу,hôte
302,Gast::N,хъамаличу,invité
303,Geschenk::N,бухчакарши,cadeau
304,Geschenk::N,бухчакарши,présent
305,Geschenk::N,лажинккакку,cadeau
306,Geschenk::N,лажинккакку,présent
307,Spiel::N,тӏуркӏу,jeu
308,Gesellschaft::N,жямат,compagnie
309,Gesellschaft::N,ккуран,compagnie
310,Hilfe::N,кумаг,aide
311,Hilfe::N,кумаг,secours
312,Freund::N,дус,ami
313,Kamerad::N,хӏаласу,copain
314,Kamerad::N,хӏаласу,camarade
315,Angelegenheit::N,иш,affaire
316,Anzahl::N,аьдад,nombre
317,Art::N,жинс,sorte
318,Art::N,жинс,espèce
319,Stück::N,касак,morceau
320,Teil::N,бутӏа,part
321,Teil::N,бутӏа,partie
322,Hälfte::N,дачӏи,moitié
323,Kreis::N,кюрщан,cercle
324,Kreuz::N,ххач,croix
325,Linie::N,щва,ligne
326,Strich::N,щва,trait
327,Abstand::N,манзил,écart
328,Entfernung::N,манзил,distance
329,Gegend::N,кӏану,région
330,Gegend::N,кӏану,contrée
331,Ort::N,кӏану,lieu
332,Ort::N,кӏану,endroit
333,Seite::N,чул,côté
334,Seite::N,чулухалу,côté
335,Mitte::N,дя,milieu
336,Gegenstand::N,зат,objet
337,Sache::N,зат,chose
338,Rand::N,зума,bord
339,Ecke::N,мурцӏу,coin
340,Ecke::N,мурцӏу,tournant
341,Spitze::N,мицӏ,cime
342,Spitze::N,мицӏ,pointe
343,Ende::N,зума,bout
344,Loch::N,ккутӏ,trou
345,Winkel::N,мурцӏу,coin
346,Winkel::N,мурцӏу,réduit
347,Muster::N,накьич,dessin
348,Länge::N,лахъишиву,longueur
349,Höhe::N,лахъшиву,hauteur
350,Höhe::N,лахъшиву,altitude
351,Gewicht::N,дуццин,poids
352,Gewicht::N,кӏушиву,poids
353,Haufen::N,бакӏу,tas
354,Reihe::N,кьюкьа,file
355,Reihe::N,кьюкьа,rangée
356,Boot::N,луткка,canot
357,Boot::N,луткка,bateau
358,Ruder::N,весло,rame
359,Ruder::N,весло,aviron
360,Ruder::N,чӏатӏа,rame
361,Ruder::N,чӏатӏа,aviron
362,Schlitten::N,чана,traîneau
363,Schlitten::N,санкка,traîneau
364,Ski::N,лижарду,ski
365,Lagerfeuer::N,къавтӏн,feu de camp
366,Last::N,гьиву,charge
367,Last::N,гьиву,fardeau
368,Gang::N,нанаву,tour
369,Gang::N,нанаву,marche
370,Schritt::N,ша,pas
371,Norden::N,ухссав,nord
372,Norden::N,ухссавнил чулухалу,nord
373,Süden::N,кьилва,sud
374,Westen::N,баргълагавал,ouest
375,Westen::N,баргълагавал,occident
376,Westen::N,баргълагавал чул,ouest
377,Westen::N,баргълагавал чул,occident
378,Osten::N,баргъбуккай чулухалу,est
379,Osten::N,баргъбуккай чулухалу,orient
380,Holz::N,тӏама,bois
381,Brett::N,тахта,planche
382,Platte::N,гъуни,plaque
383,Stütze::N,гьалакӏу,appui
384,Stütze::N,гьалакӏу,soutien
385,Stange::N,къазихъ,barre
386,Stange::N,къазихъ,perche
387,Stock::N,ттархь,canne
388,Stab::N,ччантӏакъу,bâton
389,Rohr::N,бургъу,tube
390,Rohr::N,бургъу,tuyau
391,Haus::N,къатта,maison
392,Heim::N,къатта,maison
393,Ofen::N,пач,poêle
394,Fußboden::N,чӏанкъатта,plancher
395,Tisch::N,усттул,table
396,Stuhl::N,кӏану,chaise
397,Wiege::N,оьрчӏал кӏану,berceau
398,Bett::N,тах,lit
399,Regal::N,чӏаму,étagère
400,Kiste::N,яшикӏ,caisse
401,Kiste::N,къурши,caisse
402,Fenster::N,чӏавахьулу,fenêtre
403,Tür::N,нуз,porte
404,Tür::N,нузкьун,porte
405,Tor::N,къапу,porte
406,Tor::N,къапу,portail
407,Tor::N,дарваза,porte
408,Tor::N,дарваза,portail
409,Zaun::N,дайгьузанну,clôture
410,Dach::N,магъи,toit
411,Dach::N,цӏиялу,toit
412,Leiter::N,чуртту,échelle
413,Besen::N,чӏатлу,balai
414,Spaten::N,бил,bêche
415,Schaufel::N,чӏатӏа,pelle
416,Gabel::N,гьиссилу,fourchette
417,Löffel::N,къуса,cuiller
418,Messer::N,чӏила,couteau
419,Nagel::N,мяр,clou
420,Netz::N,къери,filet
421,Haken::N,къича,croc
422,Haken::N,къича,crochet
423,Griff::N,куяму,prise
424,Griff::N,куяму,manche
425,Schloss::N,кьункьула,serrure
426,Bild::N,сурат,image
427,Bild::N,сурат,tableau
428,Puppe::N,ссихьу,poupée
429,Beutel::N,чантай,sac
430,Beutel::N,чантай,petit sac
431,Bündel::N,гьи,paquet
432,Bündel::N,гьи,faisceau
433,Bündel::N,къар,paquet
434,Bündel::N,къар,faisceau
435,Eimer::N,бадра,seau
436,Deckel::N,къапаза,couvercle
437,Geschirr::N,пюрунчӏул,vaisselle
438,Geschirr::N,тӏахӏникӏичӏу,vaisselle
439,Sack::N,къап,sac
440,Sack::N,дарваг,sac
441,Tasse::N,пижан,tasse
442,Tasse::N,пинжан,tasse
443,Tasse::N,инкираччатӏи,tasse
444,Tasse::N,цинцилттал бушкъап,tasse
445,Topf::N,кӏункӏур,pot
446,Topf::N,кӏункӏур,marmite
447,Kessel::N,чаг,chaudron
448,Kessel::N,кӏункӏур,chaudron
449,Essen::N,дукия,repas
450,Essen::N,дукия,manger
451,Essen::N,дукин,repas
452,Essen::N,дукин,manger
453,Nahrung::N,дукра,nourriture
454,Speise::N,дукра,plat
455,Fleisch::N,дикӏ,viande
456,Getreide::N,къама,blé
457,Getreide::N,къама,céréales
458,Brei::N,ккурч,purée
459,Brei::N,ккурч,bouillie
460,Brot::N,ччатӏ,pain
461,Scheibe::N,парча,tranche
462,Fett::N,аьгъушиву,graisse
463,Butter::N,нагь,beurre
464,Butter::N,лагаву,beurre
465,Salz::N,цӏву,sel
466,Suppe::N,накь,soupe
467,Suppe::N,накь,potage
468,Honig::N,ницӏ,miel
469,Milch::N,накӏ,lait
470,Tee::N,чяй,thé
471,Leder::N,бурчу,cuir
472,Wolle::N,ппал,laine
473,Stoff::N,янна,tissu
474,Stoff::N,янна,étoffe
475,Nadel::N,ххалаххи,aiguille
476,Faden::N,ххал,fil
477,Knopf::N,банд,bouton
478,Knoten::N,къурхъ,nœud
479,Farbe::N,сир,peinture
480,Kleidung::N,янна,vêtements
481,Kleidung::N,янна,habillement
482,Kleidung::N,лаххия,vêtements
483,Kleidung::N,лаххия,habillement
484,Hemd::N,гьухъа,chemise
485,Kragen::N,дарвач,col
486,Ärmel::N,кахха,manche
487,Hose::N,хӏажак,pantalon
488,Gürtel::N,мухӏлу,ceinture
489,Mütze::N,кьяпа,bonnet
490,Mütze::N,кьяпа,casquette
491,Stiefel::N,чакма,botte
492,Ring::N,кӏисса,bague
493,Band::N,линт,ruban
494,Kamm::N,ттарал,peigne
495,Spiegel::N,дагьани,glace
496,Spiegel::N,дагьани,miroir
497,Riemen::N,эн,lanière
498,Riemen::N,эн,courroie
499,Schnur::N,хьхьа,corde
500,Schnur::N,хьхьа,ficelle
501,Decke::N,виргъан,couverture
502,Kissen::N,кӏаралу,oreiller
503,Tuch::N,карщи,drap
504,Tuch::N,карщи,fichu
505,Handtuch::N,калихьу,serviette
506,Handtuch::N,калихьу,essuie-mains
507,Handtuch::N,лажинлихьу,serviette
508,Handtuch::N,лажинлихьу,essuie-mains
509,Kraft::N,эллаж,force
510,Stärke::N,гуж,vigueur
511,Gesundheit::N,цӏуллу-сагъшиву,santé
512,Krankheit::N,къашайшиву,maladie
513,Schmerz::N,къюву,douleur
514,Wunde::N,щаву,plaie
515,Wunde::N,щаву,blessure
516,Fieber::N,кӏиришиву,fièvre
517,Arznei::N,дару,remède
518,Arznei::N,дару,médecine
519,Brücke::N,ламу,pont
520,Brunnen::N,къуй,puits
521,Weide::N,бизантту,pâturage
522,Pfad::N,жегъир ххуллу,sentier
523,Weg::N,ххуллу,voie
524,Weg::N,ххуллу,chemin
525,Straße::N,ххуллу,route
526,Dorf::N,щар,village
527,Dorf::N,шяравалу,village
528,Stadt::N,шагьру,cité
529,Stadt::N,шагьру,ville
530,Brief::N,чагъар,lettre
531,Buch::N,лу,livre
532,Buchstabe::N,хӏарп,lettre
533,Buchstabe::N,хӏарп,caractère
534,Zeitung::N,кказит,journal
535,Leben::N,оьрму,vie
536,Tod::N,ажал,mort
537,Tod::N,бивкӏу,mort
538,Tod::N,ивчӏаву,mort
539,Grab::N,гьав,tombe
540,Kirche::N,килиса,église
541,Sünde::N,бунагъ,péché
542,Gott::N,зал,dieu
543,Arbeiter::N,зузала,ouvrier
544,Arbeiter::N,зузала,travailleur
545,Chef::N,ялувма,chef
546,Chef::N,ялувма,patron
547,Meister::N,усттар,maître
548,Arzt::N,хӏакин,médecin
549,Lehrer::N,учитель,professeur
550,Lehrer::N,учитель,instituteur
551,Geld::N,арцу,argent
552,Geschäft::N,даву,affaire
553,Geschäft::N,даву,commerce
554,Laden::N,ттучан,magasin
555,Laden::N,ттучан,boutique
556,Preis::N,багъа,prix
557,Ware::N,хъус,marchandise
558,Nutzen::N,хайр,profit
559,Nutzen::N,мюнпат,profit
560,Reichtum::N,давлат,richesse
561,Reichtum::N,аваданшиву,richesse
562,Welt::N,дуниял,monde
563,Land::N,билаят,pays
564,Staat::N,паччахӏлугъ,État
565,Macht::N,власть,pouvoir
566,Macht::N,власть,puissance
567,Grenze::N,дазу,frontière
568,Krieg::N,дяъви,guerre
569,Feind::N,душман,ennemi
570,Gewalt::N,къия,violence
571,Kampf::N,лачӏуи уккаву,lutte
572,Kampf::N,лачӏуи уккаву,combat
573,Bogen[Waffe]::N,ккуртта,arc
574,Pfeil::N,чӏатӏаракӏ,flèche
575,Gewehr::N,ттупанг,fusil
576,Fehler::N,гъалатӏ,faute
577,Fehler::N,гъалатӏ,erreur
578,Lüge::N,щялмахъ,mensonge
579,Schaden::N,зарал,dégât
580,Schaden::N,зарал,dommage
581,Unglück::N,бала,malheur
582,Schuld::N,тахсир,faute
583,Schuld::N,тахсир,culpabilité
584,Alter::N,оьрму,âge
585,Schluss::N,ахир,fin
586,Zeit::N,чӏун,temps
587,Tag::N,кьини,jour
588,Tag::N,кьини,journée
589,Morgen::N,кӏюрх,matin
590,Morgen::N,кӏюрх,matinée
591,Mittag::N,ахттайн,midi
592,Mittag::N,дяахттайн,midi
593,Mittag::N,ахттайн чӏун,midi
594,Abend::N,маркӏачӏан,soir
595,Abend::N,маркӏачӏан,soirée
596,Nacht::N,хьхьу,nuit
597,Woche::N,нюжмар,semaine
598,Monat::N,барз,mois
599,Jahr::N,шин,an
600,Jahr::N,шин,année
601,Frühling::N,инт,printemps
602,Sommer::N,гъи,été
603,Herbst::N,ссут,automne
604,Winter::N,кӏи,hiver
605,Januar::N,цалчинмур барз,janvier
606,Februar::N,кӏилчинмур барз,février
607,März::N,шамилчинмур барз,mars
608,April::N,апрель,avril
609,April::N,мукьилчинмур барз,avril
610,Mai::N,май,mai
611,Mai::N,ххюлчинмур барз,mai
612,Juni::N,июнь,juin
613,Juni::N,ряххилчинмур барз,juin
614,Juli::N,июль,juillet
615,Juli::N,Арулчинмур барз,juillet
616,August::N,мяйлчинмур барз,août
617,September::N,урчӏилчинмур барз,septembre
618,Oktober::N,ацӏилчинмур барз,octobre
619,November::N,ацӏния цалчинмур барз,novembre
620,Dezember::N,ацӏния кӏилчинмур барз,décembre
621,Montag::N,итин,lundi
622,Montag::N,итин кьини,lundi
623,Dienstag::N,тталат,mardi
624,Dienstag::N,тталат кьини,mardi
625,Mittwoch::N,арвахӏ,mercredi
626,Donnerstag::N,хамис,jeudi
627,Freitag::N,нюжмар,vendredi
628,Freitag::N,нюжмар кьини,vendredi
629,Samstag::N,ххуллун,samedi
630,Samstag::N,ххуллун кьини,samedi
631,Sonntag::N,алхӏат,dimanche
632,Sonntag::N,алхӏат кьини,dimanche
633,groß::A,бугъарасса,grand
634,klein::A,чӏивисса,petit
635,lang::A,лахъисса,long
636,kurz::A,кутӏасса,court
637,breit::A,уттасса,large
638,schmal::A,уттакӏюласса,étroit
639,dicht::A,ццунсса,dense
640,dick[Gegenstand]::A,ганзсса,épais
641,dünn::A,кӏюласса,mince
642,fest::A,цӏакьсса,ferme
643,fest::A,цӏакьсса,solide
644,fest::A,кьянкьасса,ferme
645,fest::A,кьянкьасса,solide
646,flach::A,баягъисса,plat
647,flach::A,цӏубакъасса,plat
648,flach::A,куртӏ дакъасса,plat
649,glatt::A,дюрчӏусса,poli
650,glatt::A,дюрчӏусса,lisse
651,hart::A,кьянкьасса,dur
652,weich::A,кӏукӏлусса,mou
653,rund::A,ккурккисса,rond
654,spitz::A,ярксса,aigu
655,spitz::A,ярксса,pointu
656,spitz::A,дайлсса,aigu
657,spitz::A,дайлсса,pointu
658,spitz::A,мицӏ бусса,aigu
659,spitz::A,мицӏ бусса,pointu
660,scharf::A,ярксса,tranchant
661,scharf::A,дайлсса,tranchant
662,scharf::A,мицӏ бусса,tranchant
663,stumpf::A,къуркъасса,mousse
664,stumpf::A,къуркъасса,émoussé
665,schwer::A,кӏусса,lourd
666,schwer::A,кӏусса,pesant
667,schön::A,аьнтӏикӏасса,beau
668,heiß::A,кӏирисса,chaud
669,heiß::A,кӏирисса,très chaud
670,warm::A,гъелисса,chaud
671,kalt::A,дяркъусса,froid
672,kühl::A,дюхлулсса,frais
673,frisch::A,цӏусса,frais
674,feucht::A,атилсса,humide
675,feucht::A,хъавтусса,humide
676,nass::A,атилсса,mouillé
677,nass::A,хъавтусса,mouillé
678,trocken::A,кьавкьсса,sec
679,trocken::A,кьакьан бувсса,sec
680,voll::A,бувцӏусса,plein
681,voll::A,бувцӏусса,rempli
682,leer::A,бачӏвасса,vide
683,offen::A,тӏивтӏусса,ouvert
684,geschlossen::A,лавкьусса,clos
685,geschlossen::A,лавкьусса,fermé
686,sauber::A,марцӏсса,net
687,sauber::A,марцӏсса,propre
688,schmutzig::A,чапалсса,sale
689,schmutzig::A,чапалсса,crasseux
690,roh::A,шакъавхьсса,cru
691,roh::A,шакъавхьсса,brut
692,reif::A,дирсса,mûr
693,lecker::A,нахӏусса,délicieux
694,lecker::A,нахӏусса,appétissant
695,lecker::A,тӏааьнсса,délicieux
696,lecker::A,тӏааьнсса,appétissant
697,süß::A,нацӏусса,doux
698,bitter::A,кьурчӏисса,amer
699,sauer::A,туршсса,aigre
700,hell::A,чаннасса,clair
701,dunkel::A,цӏансса,sombre
702,schwarz::A,лухӏисса,noir
703,weiß::A,кӏяласса,blanc
704,rot::A,ятӏулсса,rouge
705,gelb::A,хъахъисса,jaune
706,blau::A,някӏсса,bleu
707,grün::A,щюлисса,vert
708,grau::A,оьрусса,gris
709,bunt::A,оьрчӏикӏурисса,multicolore
710,billig::A,кьювкьусса,bon marché
711,teuer::A,ххирасса,cher
712,wertvoll::A,багьасса,précieux
713,blind::A,мурчӏисса,aveugle
714,taub::A,къюкӏсса,sourd
715,kräftig::A,гужсса,fort
716,kräftig::A,гужсса,vigoureux
717,stark::A,кьянкьасса,fort
718,stark::A,кьянкьасса,puissant
719,schwach::A,заэвсса,faible
720,fett::A,бучсса,gras
721,schlank::A,бювхъусса,svelte
722,hübsch::A,янусса,joli
723,böse::A,оьсса,mauvais
724,dumm::A,ахӏмакьсса,sot
725,dumm::A,ахӏмакьсса,bête
726,faul::A,танмалсса,fainéant
727,faul::A,танмалсса,paresseux
728,faul::A,курчӏилсса,fainéant
729,faul::A,курчӏилсса,paresseux
730,fleißig::A,хӏарачат бусса,appliqué
731,geizig::A,янттарцӏансса,avare
732,klug::A,аькьлу бусса,intelligent
733,geschickt::A,паргалсса,habile
734,lieb::A,аьзизсса,cher
735,lieb::A,аьзизсса,gentil
736,lustig::A,тяхъасса,gai
737,lustig::A,тяхъасса,joyeux
738,sanft::A,иминсса,doux
739,hungrig::A,ккашилсса,affamé
740,krank::A,къашавайсса,malade
741,nackt::A,кӏачӏасса,nu
742,traurig::A,пашмансса,triste
743,lebendig::A,уттавасса,vivant
744,gut::A,ххуйсса,bon
745,schlecht::A,оьккисса,mauvais
746,richtig::A,саргъунсса,juste
747,richtig::A,саргъунсса,correct
748,schlimm::A,оьккисса,grave
749,schlimm::A,оьккисса,mauvais
750,wahr::A,хӏакьсса,vrai
751,wahr::A,хӏакьсса,véritable
752,alt::A,кугьнасса,vieux
753,neu::A,цӏусса,neuf
754,neu::A,цӏусса,nouveau
755,ehemalig::A,хъхъичӏвасса,ancien
756,alt[Lebewesen]::A,агьилсса,âgé
757,alt[Lebewesen]::A,агьилсса,vieux
758,jung::A,чӏавасса,jeune
759,jung::A,жагьилсса,jeune
760,arm::A,мискинсса,pauvre
761,reich::A,авадансса,riche
762,bekannt::A,дусъсса,connu
763,berühmt::A,машгьурсса,fameux
764,berühmt::A,машгьурсса,célèbre
765,fremd::A,чил,étranger
