,Concept_ID,et,lez
72,Stein::N,kivi,къван
73,Boden::N,maa,накьв
74,Boden::N,pinnas,накьв
75,Erde::N,maa,ччил
76,Staub::N,põrm,руг
77,Rauch::N,suits,гум
78,Funke::N,säde,цӏелхем
79,Feuer::N,tuli,цӏай
80,Licht::N,valgus,экв
81,Schatten::N,vari,серин
82,Wetter::N,ilm,гьава
83,Nebel::N,udu,ччилин циф
84,Wolke::N,pilv,циф
85,Regen::N,sadu,марф
86,Schnee::N,lumi,жив
87,Eis::N,jää,мурк
88,Frost::N,pakane,аяз
89,Kälte::N,külm,мекь
90,Kälte::N,külm,мекьивал
91,Kälte::N,külmus,мекь
92,Kälte::N,külmus,мекьивал
93,Hitze::N,kuumus,зегьем
94,Hitze::N,palavus,зегьем
95,Raureif::N,härmatis,къирав
96,Regenbogen::N,vikerkaar,яргъируш
97,Donner::N,kõu,цавун ван
98,Donner::N,müristamine,цавун ван
99,Strömung::N,voolus,
100,Strömung::N,jõevool,
101,Tropfen::N,tilk,стӏал
102,Schaum::N,vaht,каф
103,Schmutz::N,pori,чирк
104,Schmutz::N,pori,кьуруш
105,Schmutz::N,mustus,чирк
106,Schmutz::N,mustus,кьуруш
107,See::N,järv,вир
108,Sumpf::N,soo,уьлен
109,Moor::N,raba,
110,Wiese::N,aas,векь
111,Wiese::N,nurm,векь
112,Wald::N,mets,там
113,Hügel::N,küngas,кӏунтӏ
114,Anhöhe::N,küngas,тепе
115,Anhöhe::N,küngas,гьуьндуьрвал
116,Berg::N,mägi,дагъ
117,Gipfel::N,mäetipp,кӏукӏ
118,Höhle::N,koobas,кьветӏ
119,Abhang::N,nõlvak,гуьне
120,Quelle::N,allikas,чешме
121,Bach::N,oja,булах
122,Fluss::N,jõgi,вацӏ
123,Ufer::N,kallas,къерех
124,Küste::N,rannik,къерех
125,Festland::N,mander,кьурамат
126,Festland::N,maismaa,кьурамат
127,Meer::N,meri,гьуьл
128,Bucht::N,laht,бухта
129,Insel::N,saar,остров
130,Blume::N,lill,цуьк
131,Gras::N,rohi,хъач
132,Wurzel::N,juur,дувул
133,Baum::N,puu,ттар
134,Stamm::N,tüvi,тан
135,Rinde::N,koor,чкал
136,Ast::N,oks,тӏур
137,Zweig::N,oks,хел
138,Blatt::N,leht,пеш
139,Birke::N,kask,верх
140,Kiefer[Baum]::N,mänd,шамагъаж
141,Weide[Baum]::N,paju,цӏвелин ттар
142,Tanne::N,nulg,ель
143,Horn::N,sarv,карч
144,Feder::N,sulg,цӏакул
145,Fell::N,karvkate,хам
146,Fell::N,karusnahk,хам
147,Flügel::N,tiib,лув
148,Flügel::N,tiivik,лув
149,Klaue::N,küüs,къармах
150,Kralle::N,küünis,пац
151,Kralle::N,küünis,тапас
152,Schwanz::N,saba,ттум
153,Ei::N,muna,кака
154,Nest::N,pesa,муг
155,Bau::N,urg,тӏеквен
156,Tier::N,loom,гьайван
157,Herde::N,kari,суьруь
158,Kuh::N,lehm,ккал
159,Bulle::N,pull,яц
160,Bulle::N,pull,бугъа
161,Pferd::N,hobune,балкӏан
162,Schaf::N,lammas,хеб
163,Schwein::N,siga,вак
164,Hund::N,koer,кицӏ
165,Katze::N,kass,кац
166,Bär::N,karu,сев
167,Eichhörnchen::N,orav,белка
168,Elch::N,põder,лось
169,Fuchs::N,rebane,сикӏ
170,Hase::N,jänes,къуьр
171,Maus::N,hiir,кьиф
172,Wolf::N,hunt,жанавур
173,Vogel::N,lind,луван ничхир
174,Schwarm::N,parv,луж
175,Huhn::N,kana,верч
176,Hahn::N,kukk,кӏек
177,Gans::N,hani,къаз
178,Adler::N,kotkas,лекь
179,Ente::N,part,пӏатӏ
180,Eule::N,kakk,тӏиб
181,Eule::N,öökull,тӏиб
182,Kranich::N,kurg,дурна
183,Krähe::N,vares,къаргъа
184,Kuckuck::N,kägu,кукупӏ
185,Schwan::N,luik,къугь
186,Fisch::N,kala,гъед
187,Barsch::N,ahven,окунь
188,Hecht::N,haug,щука
189,Schlange[Tier]::N,uss,илан
190,Schlange[Tier]::N,uss,гъуьлягъ
191,Wurm::N,uss,квак
192,Wurm::N,vagel,квак
193,Spinne::N,ämblik,хуьшрекан
194,Ameise::N,sipelgas,цегв
195,Laus::N,täi,нет
196,Mücke::N,sääsk,ветӏ
197,Fliege::N,kärbes,тӏветӏ
198,Schmetterling::N,liblikas,чепелукь
199,Beere::N,mari,куьлуь емиш
200,Apfel::N,õun,ич
201,Pilz::N,seen,къарникъуз
202,Zwiebel::N,sibul,чичӏек
203,Saat::N,seeme,тумар
204,Korn::N,iva,твар
205,Korn::N,tera,твар
206,Heu::N,hein,векь
207,Heu::N,hein,векьер
208,Schale::N,koor,пириш
209,Schale::N,koor,хъуьруьш
210,Grube::N,kaevand,фур
211,Falle::N,lõks,ракьар
212,Falle::N,püünis,ракьар
213,Schlinge::N,aas,гьалкъа
214,Spur::N,jälg,гел
215,Asche::N,tuhk,руьхъ
216,Dreck::N,saast,чирк
217,Dreck::N,saast,кьуруш
218,Dreck::N,mustus,чирк
219,Dreck::N,mustus,кьуруш
220,Eisen::N,raud,ракь
221,Gold::N,kuld,алтун
222,Silber::N,hõbe,гимиш
223,Kohle::N,süsi,цӏивин
224,Glas::N,klaas,шуьше
225,Lehm::N,savi,ччеб
226,Sand::N,liiv,къум
227,Mensch::N,inimene,инсан
228,Mann::N,mees,итим
229,Frau::N,naine,паб
230,Frau::N,naine,дишегьли
231,Kind::N,laps,аял
232,Junge::N,poiss,гада
233,Mädchen::N,tüdruk,руш
234,Familie::N,perekond,хзан
235,Familie::N,perekond,килфет
236,Großvater::N,vanaisa,чӏехи буба
237,Großmutter::N,vanaema,чӏехи диде
238,Eltern::N,vanemad,диде-буба
239,Vater::N,isa,буба
240,Mutter::N,ema,диде
241,Sohn::N,poeg,хва
242,Tochter::N,tütar,руш
243,Bruder::N,vend,стха
244,Schwester::N,õde,вах
245,Onkel::N,onu,ими
246,Onkel::N,onu,халу
247,Tante::N,tädi,эме
248,Tante::N,tädi,хала
249,Ehemann::N,mees,гъуьл
250,Ehemann::N,abikaasa,гъуьл
251,Ehefrau::N,naine,паб
252,Ehefrau::N,abikaasa,паб
253,Freude::N,rõõm,шадвал
254,Gelächter::N,naer,хъвер
255,Glück::N,õnn,бахт
256,Kummer::N,mure,дерт
257,Kummer::N,mure,хажалат
258,Kummer::N,kurbus,дерт
259,Kummer::N,kurbus,хажалат
260,Wunsch::N,soov,мурад
261,Lust::N,himu,гьевес
262,Geist::N,vaim,руьгь
263,Gedanke::N,mõte,фикир
264,Gedächtnis::N,mälu,
265,Verstand::N,aru,акьул
266,Verstand::N,mõistus,акьул
267,Sinn::N,tähendus,мана
268,Grund::N,põhjus,себеб
269,Wahrheit::N,tõde,керчек
270,Wahrheit::N,tõde,гьакъикъат
271,Gespräch::N,kõne,ихтилат
272,Gespräch::N,vestlus,ихтилат
273,Märchen::N,muinasjutt,мах
274,Erzählung::N,jutustus,кьиса
275,Nachricht::N,teade,хабар
276,Neuigkeit::N,uudis,цӏийи хабар
277,Name::N,nimi,тӏвар
278,Rätsel::N,mõistatus,мискӏал
279,Rede::N,kõne,рахун
280,Sprache::N,keel,чӏал
281,Stimme::N,hääl,ван
282,Wort::N,sõna,гаф
283,Zeichen::N,märk,ишара
284,Ruf::N,hüüe,эвер
285,Lärm::N,müra,ван-сес
286,Laut::N,hääl,ван
287,Laut::N,hääl,сес
288,Ton::N,toon,ван-сес
289,Lied::N,laul,мани
290,Ruhe::N,rahu,ласвал
291,Ruhe::N,rahu,фаракъат
292,Ruhe::N,rahu,асайиш
293,Ruhe::N,vaikus,ласвал
294,Ruhe::N,vaikus,фаракъат
295,Ruhe::N,vaikus,асайиш
296,Leute::N,inimesed,инсанар
297,Volk::N,rahvas,халкь
298,Arbeit::N,töö,кӏвалах
299,Gast::N,külaline,мугьман
300,Geschenk::N,kingitus,савкьат
301,Spiel::N,mäng,къугъун
302,Gesellschaft::N,selts,жемят
303,Gesellschaft::N,selts,общество
304,Hilfe::N,abi,куьмек
305,Freund::N,sõber,дуст
306,Kamerad::N,sõber,яр-дуст
307,Angelegenheit::N,asi,кар
308,Anzahl::N,arv,сан
309,Anzahl::N,arv,кьадар
310,Anzahl::N,hulk,сан
311,Anzahl::N,hulk,кьадар
312,Art::N,liik,жуьре
313,Stück::N,tükk,кӏус
314,Teil::N,osa,пай
315,Hälfte::N,pool,зур
316,Hälfte::N,pool,зур пай
317,Kreis::N,ring,круг
318,Kreis::N,ring,чкаяр
319,Kreis::N,ring,элкъвей цӏар
320,Kreuz::N,rist,хаш
321,Linie::N,joon,цӏар
322,Strich::N,joon,цӏар
323,Abstand::N,vahe,ара
324,Entfernung::N,kaugus,мензил
325,Entfernung::N,vahemaa,мензил
326,Gegend::N,ümbrus,чка
327,Platz::N,ruum,ара
328,Ort::N,paik,чка
329,Seite::N,pool,пад
330,Mitte::N,keskpaik,юкь
331,Gegenstand::N,ese,затӏ
332,Sache::N,ese,шей
333,Sache::N,ese,затӏ
334,Rand::N,äär,къерех
335,Rand::N,serv,къерех
336,Kante::N,kant,син
337,Ecke::N,nurk,пӏипӏ
338,Spitze::N,teravik,кӏвенкӏв
339,Ende::N,ots,кьил
340,Ende::N,jupp,кьил
341,Loch::N,auk,тӏеквен
342,Winkel::N,nurk,пӏипӏ
343,Muster::N,muster,гишир
344,Größe::N,suurus,кьадар
345,Länge::N,pikkus,яргъивал
346,Höhe::N,kõrgus,кьакьанвал
347,Gewicht::N,kaal,заланвал
348,Gewicht::N,raskus,заланвал
349,Menge::N,arv,кьадар
350,Menge::N,hulk,кьадар
351,Haufen::N,hunnik,хара
352,Reihe::N,rivi,жерге
353,Boot::N,paat,луьткве
354,Ruder::N,aer,кьусу
355,Schlitten::N,saan,гъелерар
356,Ski::N,suusk,
357,Lagerfeuer::N,lõke,цӏай
358,Last::N,koorem,заланвал
359,Gang::N,käik,ериш
360,Schritt::N,samm,къадам
361,Norden::N,põhi,кефер
362,Norden::N,põhi,кефер пад
363,Süden::N,lõuna,кьибле
364,Westen::N,lääs,рагъакӏидай пад
365,Osten::N,ida,рагъэкъечӏдай пад
366,Holz::N,puu,кӏарас
367,Brett::N,saelaud,кьул
368,Brett::N,saelaud,тахта
369,Platte::N,plaat,
370,Stütze::N,tugi,даях
371,Stange::N,latt,юрк
372,Stange::N,teivas,юрк
373,Stock::N,kepp,лаш
374,Stab::N,varras,юрк
375,Rohr::N,toru,турба
376,Haus::N,maja,ужагъ
377,Heim::N,kodu,кӏвал
378,Ofen::N,ahi,пич
379,Fußboden::N,põrand,кӏвалин ччил
380,Tisch::N,laud,стол
381,Stuhl::N,tool,стул
382,Wiege::N,häll,кьеб
383,Wiege::N,kätki,кьеб
384,Bett::N,voodi,тахт
385,Regal::N,riiul,кьацӏ
386,Kiste::N,kast,ящик
387,Fenster::N,aken,дакӏар
388,Tür::N,uks,рак
389,Tor::N,värav,варар
390,Zaun::N,aed,пару
391,Zaun::N,tara,пару
392,Dach::N,katus,къав
393,Leiter::N,redel,гурар
394,Besen::N,luud,таран кул
395,Spaten::N,labidas,ппер
396,Schaufel::N,kühvel,хекендаз
397,Gabel::N,kahvel,шиш
398,Löffel::N,lusikas,тӏур
399,Messer::N,nuga,чукӏул
400,Nagel::N,nael,мих
401,Netz::N,võrk,чил
402,Haken::N,haak,къармах
403,Haken::N,konks,къармах
404,Griff::N,sang,ттум
405,Griff::N,käepide,ттум
406,Schloss::N,lukk,куьлег
407,Bild::N,pilt,шикил
408,Bild::N,pilt,суьрет
409,Figur::N,kuju,фигура
410,Figur::N,kujund,фигура
411,Puppe::N,nukk,нини
412,Beutel::N,paun,тагъар
413,Bündel::N,kimp,галгам
414,Tasche::N,kott,чанта
415,Eimer::N,pang,ведре
416,Eimer::N,ämber,ведре
417,Deckel::N,kaas,кьил
418,Deckel::N,kaas,къалпагъ
419,Geschirr::N,nõud,къаб-къажах
420,Sack::N,kott,чувал
421,Tasse::N,tass,сукӏра
422,Topf::N,pada,къажгъан
423,Kessel::N,pada,къажгъан
424,Essen::N,söök,тӏуьн
425,Nahrung::N,toit,тӏуьн
426,Speise::N,roog,хуьрек
427,Fleisch::N,liha,як
428,Getreide::N,teravili,техил
429,Brei::N,puder,хапӏа
430,Brei::N,puder,хешил
431,Brot::N,sai,фу
432,Brot::N,leib,фу
433,Scheibe::N,viil,чӏук
434,Scheibe::N,viilukas,чӏук
435,Fett::N,rasv,ягълу
436,Butter::N,või,гъери
437,Öl::N,õli,ягълу
438,Salz::N,sool,кьел
439,Suppe::N,supp,суп
440,Suppe::N,supp,шурпа
441,Honig::N,mesi,вирт
442,Milch::N,piim,нек
443,Tee::N,tee,чай
444,Leder::N,nahk,тумаж
445,Wolle::N,vill,йис
446,Stoff::N,kangas,парча
447,Nadel::N,nõel,раб
448,Faden::N,niit,гъал
449,Knopf::N,nööp,дуьгме
450,Knoten::N,sõlm,тӏвал
451,Farbe::N,värv,ранг
452,Kleidung::N,riided,партал
453,Kleidung::N,riietus,партал
454,Hemd::N,särk,перем
455,Kragen::N,krae,хев
456,Ärmel::N,varrukas,хел
457,Hose::N,püksid,шалвар
458,Gürtel::N,vöö,чӏул
459,Mütze::N,müts,бармак
460,Mütze::N,müts,бапӏах
461,Schuh::N,king,ботинка
462,Stiefel::N,saabas,чекме
463,Ring::N,sõrmus,тупӏал
464,Band::N,lint,тасма
465,Kamm::N,kamm,регъ
466,Spiegel::N,peegel,гуьзгуь
467,Riemen::N,rihm,къайиш
468,Schnur::N,nöör,еб
469,Leine::N,jalutusrihm,
470,Decke::N,tekk,яргъан
471,Kissen::N,padi,хъуьцуьган
472,Tuch::N,kalev,шал
473,Handtuch::N,käterätik,дасмал
474,Kraft::N,jõud,гуж
475,Stärke::N,tugevus,къуват
476,Gesundheit::N,tervis,сагъвал
477,Krankheit::N,haigus,тӏал
478,Schmerz::N,valu,тӏал
479,Schmerz::N,valu,тӏарвал
480,Wunde::N,haav,хер
481,Fieber::N,palavik,ифин
482,Arznei::N,ravim,дарман
483,Brücke::N,sild,муьгъ
484,Brunnen::N,kaev,къуй
485,Weide::N,karjamaa,уьруьш
486,Pfad::N,rada,рехъ
487,Weg::N,tee,рехъ
488,Straße::N,tee,рехъ
489,Dorf::N,küla,хуьр
490,Stadt::N,linn,шегьер
491,Brief::N,kiri,кагъаз
492,Buch::N,raamat,улуб
493,Buchstabe::N,täht,гьарф
494,Zeitung::N,ajaleht,газета
495,Leben::N,elu,уьмуьр
496,Tod::N,surm,кьиникь
497,Grab::N,haud,сур
498,Kirche::N,kirik,килиса
499,Sünde::N,patt,гунагь
500,Gott::N,jumal,аллагь
501,Arbeiter::N,tööline,фяле
502,Chef::N,ülemus,гьаким
503,Chef::N,juhataja,гьаким
504,Meister::N,meister,устӏар
505,Arzt::N,arst,доктор
506,Lehrer::N,õpetaja,муаллим
507,Geld::N,raha,пул
508,Geschäft::N,äri,
509,Laden::N,pood,магазин
510,Laden::N,kauplus,магазин
511,Preis::N,hind,къимет
512,Ware::N,kaup,мал
513,Ware::N,kaup,товар
514,Nutzen::N,tulu,хийир
515,Nutzen::N,tulu,менфят
516,Nutzen::N,kasulikkus,хийир
517,Nutzen::N,kasulikkus,менфят
518,Reichtum::N,rikkus,девлет
519,Welt::N,maailm,дуьнья
520,Land::N,maa,уьлкве
521,Staat::N,riik,пачагьлугъ
522,Staat::N,riik,государство
523,König::N,kuningas,пачагь
524,Macht::N,võim,власть
525,Grenze::N,piir,сергьят
526,Krieg::N,sõda,дяве
527,Feind::N,vaenlane,душман
528,Gewalt::N,väevõim,гуж
529,Kampf::N,võitlus,женг
530,Bogen[Waffe]::N,vibu,чӏемерук
531,Pfeil::N,nool,хьел
532,Gewehr::N,püss,тфенг
533,Fehler::N,viga,гъалатӏ
534,Lüge::N,vale,ттаб
535,Schaden::N,kahju,зиян
536,Schaden::N,kahju,зарар
537,Unglück::N,häda,бала
538,Unglück::N,häda,бедбахтвал
539,Unglück::N,õnnetus,бала
540,Unglück::N,õnnetus,бедбахтвал
541,Schuld::N,süü,тахсир
542,Alter::N,iga,яш
543,Schluss::N,lõpp,эхир
544,Zeit::N,aeg,вяде
545,Tag::N,päev,югъ
546,Morgen::N,hommik,пакама
547,Mittag::N,lõuna,нисин
548,Mittag::N,keskpäev,нисин
549,Abend::N,õhtu,няни
550,Nacht::N,öö,йиф
551,Woche::N,nädal,гьафте
552,Monat::N,kuu,варз
553,Jahr::N,aasta,йис
554,Frühling::N,kevad,гатфар
555,Sommer::N,suvi,гад
556,Herbst::N,sügis,зул
557,Winter::N,talv,кьуьд
558,Januar::N,jaanuar,январь
559,Februar::N,veebruar,февраль
560,März::N,märts,март
561,April::N,aprill,апрель
562,Mai::N,mai,май
563,Juni::N,juuni,июнь
564,Juli::N,juuli,июль
565,August::N,august,август
566,September::N,september,сентябрь
567,Oktober::N,oktoober,октябрь
568,November::N,november,ноябрь
569,Dezember::N,detsember,декабрь
570,Montag::N,esmaspäev,ислен
571,Dienstag::N,teisipäev,саласа
572,Mittwoch::N,kesknädal,арбе
573,Donnerstag::N,neljapäev,хемис югъ
574,Freitag::N,reede,жуьмя
575,Freitag::N,reede,жуьмя югъ
576,Samstag::N,laupäev,киш
577,Sonntag::N,pühapäev,гьяд
578,groß::A,suur,еке
579,groß::A,suur,чӏехи
580,klein::A,väike,гъвечӏи
581,klein::A,pisike,гъвечӏи
582,lang::A,pikk,яргъи
583,kurz::A,lühike,куьруь
584,breit::A,lai,гьяркьуь
585,schmal::A,kitsas,гуьтӏуь
586,dicht::A,tihe,къалин
587,dick[Gegenstand]::A,jäme,
588,dünn::A,õhuke,кьелечӏ
589,dünn::A,peenike,кьелечӏ
590,fein::A,peen,шуькӏуь
591,fein::A,õhuke,шуькӏуь
592,fest::A,püsiv,кӏеви
593,fest::A,kindel,кӏеви
594,flach::A,lame,кьулу
595,flach::A,tasane,кьулу
596,glatt::A,sile,цӏалцӏам
597,hart::A,kõva,кӏеви
598,weich::A,pehme,хъуьтуьл
599,rund::A,ümar,элкъвей
600,spitz::A,torkav,хци
601,scharf::A,terav,хци
602,stumpf::A,nüri,къуьруь
603,schwer::A,raske,залан
604,schön::A,kena,иер
605,heiß::A,kuum,кудай
606,heiß::A,palav,кудай
607,warm::A,soe,чими
608,kalt::A,külm,мекьи
609,kühl::A,jahe,къайи
610,frisch::A,värske,таза
611,frisch::A,värske,михьи
612,feucht::A,niiske,ламу
613,nass::A,märg,кьежей
614,trocken::A,kuiv,кьуру
615,voll::A,täis,ацӏай
616,leer::A,tühi,буш
617,leer::A,tühi,ичӏи
618,offen::A,avatud,ахъа
619,offen::A,lahtine,ахъа
620,geschlossen::A,suletud,кӏеви
621,sauber::A,puhas,михьи
622,schmutzig::A,räpane,чиркин
623,schmutzig::A,räpane,кьацӏай
624,schmutzig::A,määrdunud,чиркин
625,schmutzig::A,määrdunud,кьацӏай
626,roh::A,toores,чиг
627,roh::A,toores,ицӏи
628,reif::A,küps,дигмиш хьайи
629,lecker::A,hõrk,дадлу
630,lecker::A,maitsev,дадлу
631,süß::A,magus,ширин
632,bitter::A,mõru,туькьуьл
633,sauer::A,hapu,цуру
634,hell::A,hele,экуь
635,dunkel::A,pime,мичӏи
636,schwarz::A,must,чӏулав
637,weiß::A,valge,лацу
638,rot::A,punane,яру
639,gelb::A,kollane,хъипи
640,blau::A,sinine,вили
641,grün::A,roheline,къацу
642,grau::A,hall,рехи
643,bunt::A,kirju,цӏару
644,bunt::A,kirju,яру-цӏару
645,bunt::A,värviline,цӏару
646,bunt::A,värviline,яру-цӏару
647,billig::A,odav,ужуз
648,teuer::A,kallis,багьа
649,wertvoll::A,väärtuslik,масан
650,blind::A,pime,буьркьуь
651,taub::A,kurt,биши
652,kräftig::A,jõuline,гужлу
653,stark::A,tugev,къуватлу
654,schwach::A,nõrk,такьатсуз
655,schwach::A,jõuetu,такьатсуз
656,fett::A,rasvane,куьк
657,schlank::A,sale,шумал
658,hübsch::A,kena,гуьрчег
659,böse::A,tige,пис
660,dumm::A,juhm,ахмакь
661,dumm::A,rumal,ахмакь
662,faul::A,laisk,тенпел
663,fleißig::A,virk,сяй ийидай
664,fleißig::A,virk,сяйи ийидай
665,fleißig::A,hoolas,сяй ийидай
666,fleißig::A,hoolas,сяйи ийидай
667,geizig::A,ihne,мискьи
668,klug::A,tark,акьуллу
669,klug::A,arukas,акьуллу
670,klug::A,mõistlik,акьуллу
671,geschickt::A,osav,магьир
672,lieb::A,armas,играми
673,lustig::A,lõbus,шад
674,sanft::A,õrn,назик
675,sanft::A,õrn,милайим
676,hungrig::A,näljane,гишин
677,krank::A,haige,кефсуз
678,nackt::A,alasti,кьецӏил
679,traurig::A,kurb,пашман
680,lebendig::A,elus,ччан алай
681,gut::A,hea,хъсан
682,gut::A,hea,вижевай
683,schlecht::A,halb,пис
684,richtig::A,õige,дуьз
685,schlimm::A,paha,нифретлу
686,wahr::A,tõene,гьакъикъи
687,alt::A,vana,эски
688,alt::A,vana,куьгьне
689,neu::A,uus,цӏийи
690,ehemalig::A,endine,виликан
691,alt[Lebewesen]::A,vana,кьуьзуь
692,jung::A,noor,жегьил
693,arm::A,vaene,кесиб
694,reich::A,rikas,девлетлу
695,bekannt::A,teada,чидай
696,bekannt::A,tuttav,чидай
697,berühmt::A,tuntud,машгьур
698,fremd::A,võõras,ччара
699,verschieden::A,erinev,жуьреба-жуьре
700,nah::A,lähedane,мукьвал
701,fern::A,kauge,яргъал
702,linker::A,vasak,чапла
703,rechter::A,parem,эрчӏи
704,anderer::A,muu,маса
705,anderer::A,muu,муькуь
706,anderer::A,teine,маса
707,anderer::A,teine,муькуь
708,erster::A,esimene,сад лагьай
709,zweiter::A,teine,кьвед лагьай
710,dritter::A,kolmas,пуд лагьай
711,letzter::A,viimane,эхиримжи
712,allein::ADV,üksi,кьилди
713,auf einmal::ADV,korraga,
714,auf einmal::ADV,ühekorraga,
715,zusammen::ADV,koos,санал
716,zusammen::ADV,üheskoos,санал
717,lange::ADV,kaua,яргъалди
718,plötzlich::ADV,äkki,садлагьана
719,plötzlich::ADV,järsku,садлагьана
720,sofort::ADV,kohe,гьасятда
721,später::ADV,hiljem,гуьгъуьнлай
722,jetzt::ADV,nüüd,гила
723,heute::ADV,täna,къе
724,morgen::ADV,homme,пака
725,bald::ADV,pea,мукьва
726,bald::ADV,pea,мукьвара
727,bald::ADV,varsti,мукьва
728,bald::ADV,varsti,мукьвара
729,dann::ADV,siis,ахпа
730,gestern::ADV,eile,накь
731,einst::ADV,vanasti,садра
732,damals::ADV,tookord,а чӏавуз
733,danach::ADV,seejärel,ахпа
734,vorher::ADV,enne,вилик
735,zuerst::ADV,enne,сифте
736,zuerst::ADV,esmalt,сифте
737,einmal::ADV,kord,садра
738,einmal::ADV,üks kord,садра
739,manchmal::ADV,mõnikord,гагь-гагь
740,oft::ADV,tihti,гзаф вахтара
741,oft::ADV,sageli,гзаф вахтара
742,immer::ADV,ikka,гьамиша
743,immer::ADV,alati,гьамиша
744,niemals::ADV,mitte kunagi,са чӏавузни
745,niemals::ADV,mitte kunagi,са вахтундани
746,hier::ADV,siin,ина
747,hierhin::ADV,siia,иниз
748,von hier::ADV,siit,инай
749,dort::ADV,seal,ана
750,dorthin::ADV,sinna,аниз
751,geradeaus::ADV,otse edasi,дуьз
752,vorwärts::ADV,edasi,вилик
753,vorwärts::ADV,edasi,виликди
754,rückwärts::ADV,tagurpidi,кьулухъ
755,zurück::ADV,tagasi,
756,unten::ADV,all,агъада
757,unten::ADV,allpool,агъада
758,hinab::ADV,alla,агъуз
759,oben::ADV,ülal,винел
760,hinauf::ADV,üles,виниз
761,überall::ADV,kõikjal,вирина
762,nicht::ADV,ei,ваъ
763,nicht::ADV,mitte,ваъ
764,ein wenig::ADV,veidi,са тӏимил
765,ein wenig::ADV,natuke,са тӏимил
766,kaum::ADV,vaevalt,жизви
767,sehr::ADV,väga,лап
768,so::ADV,nii,икӏ
769,noch::ADV,veel,гьеле
770,nur::ADV,ainult,анжах
771,schon::ADV,juba,хъувуна
772,schon::ADV,juba,мадни дардиз
773,schon::ADV,juba,мадни гуьтӏуьз
774,schon::ADV,juba,мадни гуьтӏуь я
775,wieder::ADV,jälle,
776,vergebens::ADV,asjata,нагьакь
777,vergebens::ADV,asjata,нагьакьа
778,vor::PRP,ees,вилик
779,hinter::PRP,taha,кьулухъ
780,unter::PRP,all,кӏаник
781,durch::PRP,läbi,арадай
782,durch::PRP,läbi,-кай хкатна
783,durch::PRP,kaudu,арадай
784,durch::PRP,kaudu,-кай хкатна
785,neben::PRP,kõrval,патав
786,neben::PRP,kõrval,мукьув
787,zwischen::PRP,vahel,ара
788,zwischen::PRP,vahel,арада
789,wegen::PRP,tõttu,гъиляй
790,wegen::PRP,pärast,гъиляй
791,dies::PRN,see,и
792,dies::PRN,see,им
793,das::PRN,see,а
794,das::PRN,see,ам
795,alles::PRN,kõik,вири
796,alles::PRN,kõik,михьиз
797,ich::PRN,mina,за
798,ich::PRN,mina,зун
799,du::PRN,sina,вун
800,er::PRN,tema,ам
801,er::PRN,tema,гьа
802,wir::PRN,me,чун
803,ihr::PRN,te,куьн
804,sie::PRN,nad,абур
805,was::FPRN,mis,вуч
806,wer::FPRN,kes,вуж
