,Concept_ID,it,xal
82,Licht::N,luce,герл
83,Schatten::N,ombra,сүүдр
84,Wetter::N,tempo,теңгр
85,Nebel::N,nebbia,будн
86,Wolke::N,nube,үүлн
87,Wolke::N,nùvola,үүлн
88,Regen::N,pioggia,хур
89,Schnee::N,neve,цасн
90,Eis::N,ghiaccio,мөсн
91,Frost::N,gelo,киитн
92,Kälte::N,freddo,киитн
93,Hitze::N,caldo,халун
94,Hitze::N,calura,халун
95,Raureif::N,brina,цаң
96,Raureif::N,brina,кирү
97,Regenbogen::N,arcobaleno,солңһ
98,Donner::N,tuono,оһтрһун дун
99,Strömung::N,corrente,урсхл
100,Tropfen::N,goccia,дусал
101,Schaum::N,spuma,көөсн
102,Schaum::N,schiuma,көөсн
103,Schmutz::N,sudiciume,кир
104,See::N,lago,нур
105,Sumpf::N,palude,унул
106,Moor::N,torbiera,улм
107,Wiese::N,prato,хадлһн
108,Wald::N,bosco,ө-модн
109,Wald::N,foresta,ө-модн
110,Hügel::N,colle,толһа
111,Hügel::N,collina,толһа
112,Anhöhe::N,altura,хамр
113,Berg::N,monte,уул
114,Berg::N,montagna,уул
115,Gipfel::N,cima,ора
116,Höhle::N,grotta,хадин көндә
117,Höhle::N,caverna,хадин көндә
118,Abhang::N,pendìo,ташу
119,Quelle::N,sorgente,булг
120,Bach::N,ruscello,һооҗур
121,Fluss::N,fiume,һол
122,Ufer::N,riva,көвә
123,Küste::N,costa,көвә
124,Küste::N,costa,теңгсин көвә
125,Festland::N,terraferma,хүүрә һазр
126,Meer::N,mare,теңгс
127,Bucht::N,cala,цекә
128,Bucht::N,cala,теңгсин цекә
129,Insel::N,ìsola,арл
130,Blume::N,fiore,цецг
131,Gras::N,erba,ноһан
132,Wurzel::N,radice,уңг
133,Baum::N,àlbero,модн
134,Stamm::N,tronco,шилв
135,Stamm::N,tronco,һол модн
136,Rinde::N,corteccia,көрсн
137,Ast::N,ramo,ац
138,Zweig::N,ramo,ац
139,Blatt::N,foglia,хамтхасн
140,Birke::N,betulla,хусм модн
141,Kiefer[Baum]::N,pino,шар харһа
142,Weide[Baum]::N,sàlice,удн
143,Tanne::N,abete,җөөлн цаһан модн
144,Horn::N,corno,өвр
145,Feder::N,penna,өрвлг
146,Fell::N,manto,арсн
147,Fell::N,pelame,арсн
148,Flügel::N,ala,җивр
149,Klaue::N,grinfia,хумсн
150,Kralle::N,unghia,тавг
151,Kralle::N,artiglio,тавг
152,Schwanz::N,coda,сүл
153,Ei::N,uovo,өндгн
154,Nest::N,nido,үр
155,Bau::N,covo,нүкн
156,Tier::N,bestia,мал
157,Tier::N,animale,мал
158,Herde::N,gregge,сүрг мал
159,Kuh::N,vacca,үкр
160,Bulle::N,toro,бух
161,Pferd::N,cavallo,мөрн
162,Schaf::N,pècora,хөн
163,Schwein::N,porco,һаха
164,Schwein::N,maiale,һаха
165,Hund::N,cane,ноха
166,Katze::N,gatta,мис
167,Bär::N,orso,аю
168,Eichhörnchen::N,scoiàttolo,кермн
169,Elch::N,alce,хандһа
170,Fuchs::N,volpe,арат
171,Hase::N,lepre,туула
172,Maus::N,topo,хулһн
173,Maus::N,sorcio,хулһн
174,Wolf::N,lupo,чон
175,Vogel::N,uccello,шовун
176,Schwarm::N,stormo,зел
177,Huhn::N,gallina,така
178,Hahn::N,gallo,эр така
179,Gans::N,oca,һалун
180,Adler::N,àquila,һәрд
181,Ente::N,ànatra,нуһсн
182,Eule::N,gufo,һурвлһ
183,Eule::N,civetta,һурвлһ
184,Kranich::N,gru,тоһрун
185,Krähe::N,cornacchia,шаазһа
186,Kuckuck::N,cuccù,эргин хуцдг
187,Kuckuck::N,cùculo,эргин хуцдг
188,Schwan::N,cigno,хун
189,Fisch::N,pesce,заһсн
190,Barsch::N,pèrsico,шүрг
191,Hecht::N,luccio,цурх
192,Schlange[Tier]::N,serpente,моһа
193,Wurm::N,baco,өтн
194,Wurm::N,verme,өтн
195,Spinne::N,ragno,аралҗн
196,Ameise::N,formica,шорһлҗн
197,Laus::N,pidocchio,бөөсн
198,Mücke::N,zanzara,бөкүн
199,Fliege::N,mosca,батхн
200,Schmetterling::N,farfalla,эрвәкә
201,Beere::N,bacca,бөөлҗрһн
202,Apfel::N,mela,альмн
203,Pilz::N,fungo,теңгрин ки
204,Zwiebel::N,cipolla,мәңгрснә толһа
205,Saat::N,semente,буудян экн
206,Korn::N,grano,экн
207,Heu::N,fieno,өвсн
208,Schale::N,buccia,хальсн
209,Grube::N,cava,нүкн
210,Grube::N,fossa,нүкн
211,Falle::N,tràppola,урх
212,Falle::N,tràppola,хавх
213,Schlinge::N,laccio,бүтү
214,Spur::N,traccia,мөр
215,Asche::N,cenere,үмсн
216,Dreck::N,fango,бальчг
217,Eisen::N,ferro,төмр
218,Gold::N,oro,алтн
219,Silber::N,argento,мөңгн
220,Silber::N,argento,цаһан мөңгн
221,Kohle::N,carbone,нүүрсн
222,Glas::N,vetro,шил
223,Lehm::N,argilla,шавр
224,Sand::N,arena,элсн
225,Sand::N,sabbia,элсн
226,Mensch::N,uomo,күн
227,Mensch::N,uomo,күмн
228,Mensch::N,èssere umano,күн
229,Mensch::N,èssere umano,күмн
230,Mann::N,uomo,эр
231,Frau::N,donna,күүкд күн
232,Kind::N,bambino,үрн
233,Junge::N,ragazzo,көвүн
234,Mädchen::N,ragazza,бичкн күүкн
235,Familie::N,famiglia,бүл
236,Großvater::N,nonno,өвк эцк
237,Großvater::N,nonno,наһц эцк
238,Großmutter::N,nonna,эмг эк
239,Großmutter::N,nonna,наһц эк
240,Eltern::N,genitori,эк эцк хойр
241,Vater::N,padre,эцк
242,Mutter::N,madre,эк
243,Sohn::N,figlio,көвүн
244,Tochter::N,figlia,күүкн
245,Bruder::N,fratello,дү көвүн
246,Schwester::N,sorella,эгч
247,Schwester::N,sorella,дү күүкн
248,Onkel::N,zio,авһ
249,Onkel::N,zio,наһцх
250,Tante::N,zia,наһц эгч
251,Ehemann::N,marito,залу
252,Ehefrau::N,moglie,гергн
253,Freude::N,gioia,байр
254,Freude::N,piacere,байр
255,Gelächter::N,risata,инәдн
256,Glück::N,felicità,җирһл
257,Glück::N,felicità,сәәхн җирһл
258,Kummer::N,afflizione,зовлң
259,Wunsch::N,desiderio,дурн
260,Lust::N,voglia,җилвтлһн
261,Geist::N,mente,зөрг
262,Geist::N,spìrito,зөрг
263,Gedanke::N,idea,ухан
264,Gedanke::N,pensiero,ухан
265,Gedächtnis::N,memoria,чееҗин тодлвр
266,Verstand::N,intelletto,ухан
267,Sinn::N,senso,учр-утх
268,Sinn::N,significato,учр-утх
269,Grund::N,causa,учр
270,Grund::N,causa,шалтан
271,Grund::N,motivo,учр
272,Grund::N,motivo,шалтан
273,Grund::N,ragione,учр
274,Grund::N,ragione,шалтан
275,Wahrheit::N,verità,үнн
276,Gespräch::N,discorso,күүндвүр
277,Gespräch::N,conversazione,күүндвүр
278,Märchen::N,fiaba,тууль
279,Märchen::N,fàvola,тууль
280,Erzählung::N,racconto,келвр
281,Erzählung::N,narrazione,келвр
282,Nachricht::N,messaggio,медүллһн
283,Neuigkeit::N,notizia,зәңг
284,Name::N,nome,нерн
285,Rätsel::N,indovinello,тәәлвртә тууль
286,Rede::N,discorso,келлһн
287,Sprache::N,lingua,келн
288,Sprache::N,linguaggio,келн
289,Stimme::N,voce,дун
290,Wort::N,parola,үг
291,Zeichen::N,segno,темдг
292,Zeichen::N,segnale,темдг
293,Ruf::N,chiamata,дуудлһн
294,Lärm::N,chiasso,шууган
295,Lärm::N,strèpito,шууган
296,Laut::N,suono,ә
297,Ton::N,tono,дун
298,Lied::N,canto,дун
299,Lied::N,canzone,дун
300,Ruhe::N,calma,амулң
301,Ruhe::N,tranquillità,амулң
302,Leute::N,gente,әмтн
303,Volk::N,pòpolo,улс
304,Arbeit::N,lavoro,көдлмш
305,Gast::N,òspite,гиич
306,Gast::N,invitato,гиич
307,Geschenk::N,regalo,белг
308,Spiel::N,gioco,наадн
309,Gesellschaft::N,compagnìa,олн
310,Hilfe::N,aiuto,нөкд
311,Hilfe::N,soccorso,нөкд
312,Freund::N,amico,иньг
313,Kamerad::N,camerata,үр
314,Angelegenheit::N,affare,керг
315,Angelegenheit::N,faccenda,керг
316,Anzahl::N,nùmero,то
317,Anzahl::N,quantità,то
318,Art::N,tipo,зүүл
319,Art::N,specie,зүүл
320,Stück::N,pezzo,хусг
321,Teil::N,parte,хүв
322,Hälfte::N,metà,өрәл
323,Kreis::N,cìrcolo,төгрг
324,Kreuz::N,croce,кирс
325,Linie::N,lìnea,зурасн
326,Strich::N,tratto,татасн
327,Abstand::N,distanza,зә
328,Entfernung::N,distanza,һазр
329,Entfernung::N,lontananza,һазр
330,Gegend::N,regione,һазр
331,Platz::N,posto,зә
332,Platz::N,spazio,зә
333,Ort::N,luogo,бәәрн
334,Ort::N,località,бәәрн
335,Seite::N,lato,тал
336,Seite::N,lato,хаҗу
337,Seite::N,lato,хәврһ
338,Seite::N,parte,тал
339,Seite::N,parte,хаҗу
340,Seite::N,parte,хәврһ
341,Mitte::N,mezzo,дунд
342,Mitte::N,centro,дунд
343,Gegenstand::N,oggetto,юмн
344,Sache::N,cosa,юмн
345,Rand::N,orlo,зах
346,Rand::N,bordo,зах
347,Kante::N,spìgolo,ирмәг
348,Ecke::N,canto,өнцг
349,Spitze::N,punta,үзүр
350,Ende::N,capo,үзүр
351,Ende::N,estremità,үзүр
352,Loch::N,buco,хаһрха
353,Winkel::N,àngolo,булң
354,Muster::N,disegno,намч
355,Größe::N,taglia,кемҗән
356,Größe::N,grandezza,кемҗән
357,Länge::N,lunghezza,ут
358,Höhe::N,altezza,өндр
359,Gewicht::N,peso,күнд
360,Gewicht::N,peso,чиңнүр
361,Menge::N,quantità,ик
362,Haufen::N,cùmulo,ова
363,Haufen::N,mucchio,ова
364,Reihe::N,fila,зерг
365,Reihe::N,fila,зерглән
366,Boot::N,barca,оңһц
367,Boot::N,battello,оңһц
368,Ruder::N,remo,хәәв
369,Schlitten::N,slitta,цан
370,Ski::N,sci,лыҗ
371,Lagerfeuer::N,falò,костёр
372,Lagerfeuer::N,fuoco di bivacco,костёр
373,Last::N,càrico,күнд
374,Gang::N,andata,йовлһн
375,Schritt::N,passo,ишкм
376,Norden::N,nord,ар үзг
377,Norden::N,settentrione,ар үзг
378,Süden::N,sud,өмн
379,Süden::N,sud,өмн үзг
380,Süden::N,meridione,өмн
381,Süden::N,meridione,өмн үзг
382,Westen::N,òvest,барун
383,Westen::N,òvest,барун үзг
384,Westen::N,occidente,барун
385,Westen::N,occidente,барун үзг
386,Osten::N,est,зүн
387,Osten::N,est,зүн үзг
388,Osten::N,oriente,зүн
389,Osten::N,oriente,зүн үзг
390,Holz::N,legno,модн
391,Brett::N,asse,харһа
392,Brett::N,tàvola,харһа
393,Platte::N,lastra,хавтха чолун
394,Platte::N,piastra,хавтха чолун
395,Stütze::N,supporto,тулг
396,Stange::N,sbarra,уньн
397,Stange::N,pèrtica,уньн
398,Stock::N,verga,модн
399,Stock::N,bastone,модн
400,Stock::N,bacchetta,модн
401,Stab::N,asta,шуург
402,Rohr::N,tubo,турва
403,Haus::N,casa,гер
404,Heim::N,casa,гер-бул
405,Ofen::N,stufa,беш
406,Fußboden::N,pavimento,девскр
407,Tisch::N,tàvolo,ширә
408,Stuhl::N,sedia,стул
409,Wiege::N,culla,өлгә
410,Wiege::N,culla,дүүҗң
411,Bett::N,letto,орн
412,Bett::N,letto,орндг
413,Regal::N,scaffale,таг
414,Regal::N,scaffale,тәвц
415,Kiste::N,cassa,яршг
416,Fenster::N,finestra,терз
417,Tür::N,porta,үүдн
418,Tor::N,portone,үүдн
419,Tor::N,portone,өргн үүдн
420,Tor::N,portone,хашан үүдн
421,Zaun::N,recinto,хаша
422,Dach::N,tetto,деевр
423,Leiter::N,scala,шат
424,Leiter::N,scala,давшур
425,Leiter::N,scala a pioli,шат
426,Leiter::N,scala a pioli,давшур
427,Besen::N,scopa,сәвүр
428,Spaten::N,vanga,күрз
429,Schaufel::N,pala,совг
430,Gabel::N,forchetta,серә
431,Löffel::N,cucchiaio,ухр
432,Messer::N,coltello,утх
433,Nagel::N,chiodo,хадасн
434,Netz::N,rete,гөлм
435,Haken::N,uncino,дегә
436,Griff::N,mànico,иш
437,Griff::N,mànico,бәрүл
438,Griff::N,maniglia,иш
439,Griff::N,maniglia,бәрүл
440,Schloss::N,serratura,оньс
441,Bild::N,quadro,зург
442,Bild::N,immàgine,зург
443,Figur::N,figura,фигур
444,Puppe::N,bàmbola,наадһа
445,Beutel::N,borsa,мишг
446,Beutel::N,sacchetto,мишг
447,Bündel::N,fascio,багла
448,Bündel::N,fascio,боодһа
449,Bündel::N,fagotto,багла
450,Bündel::N,fagotto,боодһа
451,Tasche::N,borsa,сумк
452,Eimer::N,secchio,суулһ
453,Deckel::N,coperchio,бүркәсн
454,Geschirr::N,stoviglie,сав
455,Geschirr::N,stoviglie,сав-сарх
456,Sack::N,sacco,мишг
457,Tasse::N,tazza,ааһ
458,Topf::N,pèntola,кастрюль
459,Kessel::N,paiolo,хәәсн
460,Kessel::N,calderone,хәәсн
461,Essen::N,pasto,зоогллһн
462,Essen::N,mangiare,зоогллһн
463,Nahrung::N,cibo,теҗәл
464,Nahrung::N,alimento,теҗәл
465,Speise::N,piatto,хот
466,Fleisch::N,carne,махн
467,Getreide::N,cereali,хот болҗ эдлгддг цецгүдтә урһмл
468,Brei::N,purè,хаш
469,Brei::N,pappa,хаш
470,Brot::N,pane,өдмг
471,Scheibe::N,fetta,зүсм
472,Scheibe::N,trancia,зүсм
473,Fett::N,grasso,өөкн
474,Butter::N,burro,тосн
475,Öl::N,olio,тосн
476,Salz::N,sale,давсн
477,Suppe::N,zuppa,шөлн
478,Suppe::N,minestra,шөлн
479,Honig::N,miele,бал
480,Milch::N,latte,үсн
481,Tee::N,tè,цә
482,Leder::N,pelle,арсн
483,Wolle::N,lana,утцн
484,Wolle::N,lana,эд
485,Stoff::N,panno,эд
486,Stoff::N,tessuto,эд
487,Nadel::N,ago,зүн
488,Faden::N,filo,утцн
489,Knopf::N,bottone,товч
490,Knoten::N,nodo,зәңгдә
491,Farbe::N,pittura,будг
492,Kleidung::N,vestiti,хувцн
493,Kleidung::N,vestiti,хувц-хунр
494,Kleidung::N,vestiario,хувцн
495,Kleidung::N,vestiario,хувц-хунр
496,Hemd::N,camicia,киилг
497,Kragen::N,bàvero,зах
498,Kragen::N,colletto,зах
499,Ärmel::N,mànica,ханцн
500,Hose::N,calzoni,шалвур
501,Gürtel::N,cintura,бүс
502,Mütze::N,berretto,махла
503,Schuh::N,scarpa,башмгуд
504,Stiefel::N,stivale,һосн
505,Ring::N,anello,билцг
506,Band::N,nastro,лент
507,Band::N,fettuccia,лент
508,Kamm::N,pèttine,сам
509,Spiegel::N,specchio,толь
510,Riemen::N,cinghia,бүс
511,Schnur::N,corda,деесн
512,Leine::N,guinzaglio,бурнтг
513,Leine::N,guinzaglio,нохан көтлвр
514,Decke::N,coperta,көнҗл
515,Kissen::N,cuscino,дер
516,Kissen::N,guanciale,дер
517,Tuch::N,fazzoletto,альчур
518,Handtuch::N,asciugamano,полотенц
519,Handtuch::N,asciugamano,һар-нүүрин альчур
520,Kraft::N,forza,күчн
521,Stärke::N,forza,чидл
522,Stärke::N,vigore,чидл
523,Stärke::N,fortezza,чидл
524,Gesundheit::N,salute,эрүл-менд
525,Krankheit::N,malattìa,өвчн
526,Schmerz::N,dolore,өвдлһн
527,Wunde::N,piaga,шав
528,Wunde::N,ferita,шав
529,Fieber::N,febbre,безг
530,Arznei::N,fàrmaco,эм
531,Arznei::N,medicina,эм
532,Brücke::N,ponte,тагт
533,Brunnen::N,pozzo,худг
534,Weide::N,pàscolo,малын идг
535,Pfad::N,sentiero,цувг
536,Weg::N,via,хаалһ
537,Weg::N,cammino,хаалһ
538,Straße::N,strada,зам
539,Dorf::N,paese,хотн
540,Dorf::N,villaggio,хотн
541,Stadt::N,città,балһсн
542,Brief::N,lèttera,бичг
543,Buch::N,libro,дегтр
544,Buchstabe::N,lèttera,үзг
545,Zeitung::N,giornale,газет
546,Leben::N,vita,җирһл
547,Tod::N,morte,үкл
548,Tod::N,morte,өңгрлһн
549,Grab::N,tomba,оршалһна нүкн
550,Grab::N,sepolcro,оршалһна нүкн
551,Kirche::N,chiesa,чонҗ
552,Sünde::N,peccato,нүл
553,Sünde::N,peccato,килнц
554,Gott::N,dio,бурхн
555,Arbeiter::N,operaio,көдлмшч
556,Arbeiter::N,lavoratore,көдлмшч
557,Chef::N,capo,толһач
558,Chef::N,padrone,толһач
559,Meister::N,mastro,урн
560,Meister::N,maestro,урн
561,Arzt::N,mèdico,эмч
562,Arzt::N,dottore,эмч
563,Lehrer::N,professore,багш
564,Geld::N,soldi,мөңгн
565,Geld::N,denaro,мөңгн
566,Geschäft::N,affare,көдлмш
567,Geschäft::N,negozio,көдлмш
568,Laden::N,negozio,лавк
569,Preis::N,prezzo,үн
570,Ware::N,merce,эд-тавр
571,Nutzen::N,ùtile,олз
572,Nutzen::N,profitto,олз
573,Reichtum::N,ricchezza,зөөр
574,Welt::N,mondo,орчлң
575,Welt::N,mondo,делкә
576,Land::N,paese,орн-нутг
577,Staat::N,Stato,государств
578,König::N,re,хан
579,Macht::N,potere,йосн
580,Grenze::N,confine,меҗә
581,Grenze::N,frontiera,меҗә
582,Krieg::N,guerra,дән
583,Feind::N,nemico,дәәсн
584,Gewalt::N,violenza,күч һарһлһн
585,Kampf::N,lotta,ноолдан
586,Kampf::N,lotta,бәрлдлһн
587,Bogen[Waffe]::N,arco,саадг
588,Pfeil::N,freccia,сумн
589,Gewehr::N,fucile,бу
590,Fehler::N,errore,алдг
591,Fehler::N,sbaglio,алдг
592,Lüge::N,bugìa,худл
593,Lüge::N,menzogna,худл
594,Schaden::N,danno,хорлт
595,Unglück::N,sfortuna,гүрм
596,Schuld::N,colpa,гем
597,Schuld::N,colpa,буру
598,Alter::N,età,насн
599,Schluss::N,fine,чилгч
600,Zeit::N,tempo,цаг
601,Tag::N,giorno,өдр
602,Tag::N,giornata,өдр
603,Morgen::N,mattina,өрүн
604,Mittag::N,mezzogiorno,үд
605,Abend::N,sera,асхн
606,Abend::N,serata,асхн
607,Nacht::N,notte,сө
608,Woche::N,settimana,долан хонг
609,Monat::N,mese,сар
610,Jahr::N,anno,җил
611,Frühling::N,primavera,хавр
612,Sommer::N,estate,зун
613,Herbst::N,autunno,намр
614,Winter::N,inverno,үвл
615,Januar::N,gennaio,январь
616,Februar::N,febbraio,февраль
617,März::N,marzo,март
618,März::N,marzo,моһа сар
619,April::N,aprile,апрель
620,Mai::N,maggio,май
621,Juni::N,giugno,июнь
622,Juni::N,giugno,мөчн сар
623,Juli::N,luglio,июль
624,August::N,agosto,август
625,September::N,settembre,һаха сар
626,Oktober::N,ottobre,октябрь
627,November::N,novembre,ноябрь
628,November::N,novembre,үкр сар
629,Dezember::N,dicembre,бар сар
630,Montag::N,lunedì,понедельник
631,Dienstag::N,martedì,вторник
632,Mittwoch::N,mercoledì,среда
633,Mittwoch::N,mercoledì,үлмҗ өдр
634,Donnerstag::N,giovedì,четверг
635,Donnerstag::N,giovedì,пүрвә өдр
636,Freitag::N,venerdì,пятниц
637,Samstag::N,sàbato,суббот
638,Sonntag::N,domenica,нарн өдр
639,Sonntag::N,domenica,воскресень
640,groß::A,grande,ик
641,klein::A,pìccolo,бичкн
642,lang::A,lungo,ут
643,kurz::A,corto,оһтр
644,breit::A,largo,өргн
645,schmal::A,stretto,уутьхн
646,dicht::A,denso,нигт
647,dick[Gegenstand]::A,spesso,зузан
648,dünn::A,sottile,нимгн
649,fein::A,fine,нәрхн
650,fein::A,delicato,нәрхн
651,fest::A,sodo,бат
652,fest::A,fisso,бат
653,flach::A,piano,хавтха
654,flach::A,piatto,хавтха
655,glatt::A,liscio,тегш
656,glatt::A,liscio,тиньгр
657,hart::A,duro,хату
658,weich::A,molle,җөөлн
659,weich::A,molle,җөөлкн
660,rund::A,rotondo,төгрг
661,spitz::A,aguzzo,шовһр
662,spitz::A,appuntito,шовһр
663,scharf::A,affilato,хурц
664,scharf::A,tagliente,хурц
665,stumpf::A,smussato,мука
666,schwer::A,pesante,күнд
667,schön::A,bello,сәәхн
668,heiß::A,caldo,халун
669,heiß::A,bollente,халун
670,warm::A,caldo,дулан
671,kalt::A,freddo,киитн
672,kühl::A,fresco,серүн
673,frisch::A,fresco,серүн
674,feucht::A,ùmido,чиигтә
675,nass::A,bagnato,чиигтә
676,trocken::A,secco,хагсу
677,voll::A,pieno,дүүрң
678,leer::A,vuoto,сул
679,leer::A,vuoto,хоосн
680,offen::A,aperto,секәтә
681,geschlossen::A,chiuso,хаалһата
682,sauber::A,netto,цевр
683,sauber::A,pulito,цевр
684,schmutzig::A,sporco,киртә
685,schmutzig::A,sùdicio,киртә
686,roh::A,crudo,түүкә
687,reif::A,maturo,болсн
688,lecker::A,ghiotto,әмтәхн
689,lecker::A,squisito,әмтәхн
690,süß::A,dolce,әмтәхн
691,bitter::A,amaro,һашун
692,bitter::A,amaro,һашута
693,sauer::A,aspro,ишклң
694,sauer::A,acerbo,ишклң
695,hell::A,chiaro,герлтә
696,dunkel::A,buio,харңһу
697,dunkel::A,oscuro,харңһу
698,schwarz::A,nero,хар
699,weiß::A,bianco,цаһан
700,rot::A,rosso,улан
701,gelb::A,giallo,шар
702,blau::A,blu,көк
703,blau::A,azzurro,көк
704,grün::A,verde,көк
705,grau::A,grigio,бор
706,bunt::A,variopinto,алг
707,bunt::A,variopinto,эрәтә
708,billig::A,a buon prezzo,кимд
709,billig::A,a buon mercato,кимд
710,teuer::A,caro,үнтә
711,wertvoll::A,prezioso,үнтә
712,wertvoll::A,prezioso,эрднь
713,blind::A,cieco,сохр
714,taub::A,sordo,дүлә
715,kräftig::A,forte,күчтә
716,kräftig::A,robusto,күчтә
717,stark::A,forte,чаңһ
718,stark::A,vigoroso,чаңһ
719,schwach::A,dèbole,күчн тату
720,fett::A,grasso,тарһн
721,schlank::A,snello,эццн
722,schlank::A,slanciato,эццн
723,hübsch::A,bello,көркхн
724,hübsch::A,carino,көркхн
725,böse::A,cattivo,уурта
726,dumm::A,stùpido,тенг
727,faul::A,pigro,залху
728,fleißig::A,diligente,кинән
729,fleißig::A,diligente,кинмһә
730,geizig::A,avaro,ховдг
731,klug::A,intelligente,ухата
732,geschickt::A,àbile,чадмг
733,lieb::A,caro,эңкр
734,lustig::A,gaio,сергмҗтә
735,lustig::A,gaio,җирһлтә
736,lustig::A,allegro,сергмҗтә
737,lustig::A,allegro,җирһлтә
738,sanft::A,dolce,номһн
739,hungrig::A,affamato,өлн
740,hungrig::A,affamato,харһнсн
741,krank::A,malato,өвчтә
742,krank::A,malato,шалтгта
743,krank::A,infermo,өвчтә
744,krank::A,infermo,шалтгта
745,nackt::A,nudo,нүцкн
746,traurig::A,triste,һундлта
747,lebendig::A,vivo,әмд
748,gut::A,buono,сән
749,schlecht::A,cattivo,му
750,richtig::A,giusto,зөвтә
751,schlimm::A,grave,җигшүртә
752,wahr::A,vero,үнн
753,wahr::A,vero,мөн
754,alt::A,vecchio,хуучн
755,neu::A,nuovo,шин
756,ehemalig::A,vecchio,хуучн
757,ehemalig::A,d'una_volta,хуучн
758,alt[Lebewesen]::A,anziano,көгшн
759,jung::A,giovane,баһ
760,arm::A,pòvero,угатя
761,reich::A,ricco,байн
762,bekannt::A,noto,таньл
763,bekannt::A,noto,таньдг
764,bekannt::A,conosciuto,таньл
765,bekannt::A,conosciuto,таньдг
766,berühmt::A,famoso,туурсн
767,berühmt::A,cèlebre,туурсн
768,fremd::A,estràneo,күүнә
769,fremd::A,straniero,күүнә
770,verschieden::A,diverso,әдл биш
771,verschieden::A,diverso,йилһәтә
772,verschieden::A,differente,әдл биш
773,verschieden::A,differente,йилһәтә
774,nah::A,vicino,өөрхн
775,nah::A,propinquo,өөрхн
776,fern::A,lontano,хол
777,linker::A,sinistro,зүн
778,rechter::A,destro,барун
779,anderer::A,altro,талдан
780,erster::A,primo,негдгч
781,zweiter::A,secondo,хойрдгч
782,dritter::A,terzo,һурвдгч
783,letzter::A,ùltimo,отхн
784,allein::ADV,solo,һанцарн
785,allein::ADV,da solo,һанцарн
786,auf einmal::ADV,insieme,нег дәкҗ
787,zusammen::ADV,insieme,хамдан
788,lange::ADV,a lungo,удан
789,plötzlich::ADV,all'improvviso,генткн
790,sofort::ADV,sùbito,дарунь
791,sofort::ADV,all'istante,дарунь
792,später::ADV,più tardi,сүүлд
793,jetzt::ADV,ora,ода
794,jetzt::ADV,adesso,ода
795,heute::ADV,oggi,эндр
796,morgen::ADV,domani,маңһдур
797,bald::ADV,presto,дарунь
798,bald::ADV,tra poco,дарунь
799,dann::ADV,allora,дәкәд
800,gestern::ADV,ieri,өцклдүр
801,einst::ADV,prima,нег саамд
