,Concept_ID,hr,mn
122,Schmutz::N,prljavština,хир
123,Schmutz::N,prljavština,шавхай
124,See::N,jezero,нуур
125,Sumpf::N,bara,намаг
126,Sumpf::N,bara,балчиг
127,Moor::N,močvara,хүлрийн намаг
128,Wiese::N,livada,нуга
129,Wald::N,šuma,ой
130,Hügel::N,brijeg,болдог
131,Hügel::N,brežuljak,болдог
132,Anhöhe::N,uzvišica,гүвээ
133,Berg::N,brdo,уул
134,Gipfel::N,vrh,орой
135,Gipfel::N,vrh,оргил
136,Höhle::N,pećina,агуй
137,Höhle::N,spilja,агуй
138,Abhang::N,obronak,хүр
139,Abhang::N,nizbrdica,хүр
140,Quelle::N,izvor,булаг
141,Quelle::N,vrelo,булаг
142,Bach::N,potok,горхи
143,Fluss::N,rijeka,гол
144,Fluss::N,rijeka,мөрөн
145,Ufer::N,obala,эрэг
146,Küste::N,obala,эрэг
147,Küste::N,morska obala,эрэг
148,Festland::N,kopno,хуурай газар
149,Meer::N,more,далай
150,Meer::N,more,тэнгис
151,Bucht::N,zaliv,булан
152,Bucht::N,zaliv,далайн тохой
153,Insel::N,ada,арал
154,Insel::N,otok,арал
155,Blume::N,cvijet,цэцэг
156,Gras::N,trava,өвс
157,Gras::N,trava,ногоо
158,Wurzel::N,korijen,үндэс
159,Baum::N,drvo,мод
160,Baum::N,stablo,мод
161,Stamm::N,deblo,иш
162,Stamm::N,deblo,гуалин
163,Stamm::N,stablo,иш
164,Stamm::N,stablo,гуалин
165,Rinde::N,kora,холтос
166,Ast::N,grana,гишүү
167,Zweig::N,grana,салаа
168,Blatt::N,list,навч
169,Birke::N,breza,хус
170,Kiefer[Baum]::N,bor,нарс
171,Weide[Baum]::N,iva,уд
172,Weide[Baum]::N,iva,бургас
173,Weide[Baum]::N,vŕba,уд
174,Weide[Baum]::N,vŕba,бургас
175,Tanne::N,jela,гачуур
176,Horn::N,rog,эвэр
177,Feder::N,pero,өд
178,Fell::N,koža,арьс
179,Flügel::N,krilo,жигүүр
180,Flügel::N,krilo,далавч
181,Klaue::N,papak,савар
182,Klaue::N,papak,хумс
183,Kralle::N,pandža,савар
184,Schwanz::N,rep,сүүл
185,Ei::N,jaje,өндөг
186,Nest::N,gnijezdo,үүр
187,Bau::N,jazbina,нүх
188,Bau::N,jazbina,элүү
189,Tier::N,životinja,амьтан
190,Tier::N,životinja,адгуус
191,Herde::N,krdo,сүрэг
192,Herde::N,stado,сүрэг
193,Kuh::N,krava,үнээ
194,Bulle::N,bik,бух
195,Pferd::N,konj,морь
196,Pferd::N,konj,адуу
197,Schaf::N,ovca,хонь
198,Schwein::N,svinja,гахай
199,Hund::N,pas,нохой
200,Hund::N,pseto,нохой
201,Katze::N,mačka,муур
202,Katze::N,mačka,мигуй
203,Bär::N,medvjed,баавгай
204,Eichhörnchen::N,vjeverica,хэрэм
205,Elch::N,los,хандгай
206,Fuchs::N,lisica,үнэг
207,Hase::N,zec,туулай
208,Maus::N,miš,хулгана
209,Wolf::N,vuk,чоно
210,Wolf::N,kurjak,чоно
211,Vogel::N,ptica,шувуу
212,Schwarm::N,roj,сүрэг
213,Schwarm::N,jato,сүрэг
214,Huhn::N,kokoš,тахиа
215,Hahn::N,kokot,эр тахиа
216,Hahn::N,pijevac,эр тахиа
217,Gans::N,guska,галуу
218,Adler::N,orao,бүргэд
219,Ente::N,patka,нугас
220,Eule::N,sova,ууль
221,Kranich::N,ždral,тогоруу
222,Krähe::N,vrana,хэрээ
223,Kuckuck::N,kukavica,хөхөө
224,Schwan::N,labud,хун
225,Fisch::N,riba,загас
226,Barsch::N,grgeč,алгана
227,Hecht::N,štuka,цурхай
228,Schlange[Tier]::N,guja,могой
229,Schlange[Tier]::N,zmija,могой
230,Wurm::N,crv,өт
231,Wurm::N,crv,хорхой
232,Spinne::N,pauk,аалз
233,Ameise::N,mrav,шоргоолж
234,Laus::N,uš,бөөс
235,Mücke::N,komarac,шумуул
236,Fliege::N,muha,ялаа
237,Schmetterling::N,leptir,эрвээхэй
238,Beere::N,boba,жимсгэнэ
239,Beere::N,bobica,жимсгэнэ
240,Apfel::N,jabuka,алим
241,Pilz::N,pečurka,мөөг
242,Zwiebel::N,luk,сонгино
243,Zwiebel::N,kapula,сонгино
244,Saat::N,sjemenje,тариа
245,Korn::N,zrno,үр
246,Korn::N,zrno,мөхлөг
247,Heu::N,sijeno,өвс
248,Schale::N,kora,хальс
249,Schale::N,ljuska,хальс
250,Grube::N,jama,алам
251,Grube::N,jama,нүх
252,Falle::N,zamka,хавх
253,Falle::N,zamka,занга
254,Falle::N,klopka,хавх
255,Falle::N,klopka,занга
256,Schlinge::N,uzao,урхи
257,Schlinge::N,petlja,урхи
258,Spur::N,trag,мөр
259,Spur::N,slijed,мөр
260,Asche::N,pepeo,үнс
261,Dreck::N,blato,хир
262,Eisen::N,željezo,төмөр
263,Gold::N,zlato,алт
264,Silber::N,srebro,мөнгө
265,Kohle::N,ugalj,нүүрс
266,Kohle::N,ugljen,нүүрс
267,Glas::N,staklo,шил
268,Lehm::N,glina,шавар
269,Lehm::N,ilovača,шавар
270,Sand::N,pijesak,элс
271,Mensch::N,čovjek,хүн
272,Mann::N,muškarac,эр
273,Mann::N,muškarac,эрэгтэй
274,Frau::N,žena,эмэгтэй
275,Frau::N,žena,хатагтай
276,Kind::N,čedo,хүүхэд
277,Kind::N,dijete,хүүхэд
278,Junge::N,momče,хүү
279,Junge::N,dječak,хүү
280,Mädchen::N,djevojka,охин
281,Mädchen::N,djevojka,бүсгүй
282,Mädchen::N,djevojčica,охин
283,Mädchen::N,djevojčica,бүсгүй
284,Familie::N,obitelj,айл
285,Familie::N,porodica,айл
286,Großvater::N,djed,өвгөн аав
287,Großmutter::N,baka,эмэг эх
288,Großmutter::N,baka,эмгээ
289,Eltern::N,roditelji,эцэг эх
290,Vater::N,otac,аав
291,Vater::N,otac,эцэг
292,Mutter::N,majka,эх
293,Mutter::N,majka,ээж
294,Sohn::N,sin,хүү
295,Tochter::N,kći,охин
296,Tochter::N,kćerka,охин
297,Bruder::N,brat,ах
298,Bruder::N,brat,дүү
299,Schwester::N,sestra,эгч
300,Schwester::N,sestra,охин дүү
301,Onkel::N,čika,авга ах
302,Onkel::N,čika,нагац ах
303,Onkel::N,ujak,авга ах
304,Onkel::N,ujak,нагац ах
305,Tante::N,ujna,авга эгч
306,Tante::N,ujna,нагац эгч
307,Tante::N,tetka,авга эгч
308,Tante::N,tetka,нагац эгч
309,Ehemann::N,muž,нөхөр
310,Ehemann::N,suprug,нөхөр
311,Ehefrau::N,žena,эхнэр
312,Ehefrau::N,žena,гэргий
313,Ehefrau::N,supruga,эхнэр
314,Ehefrau::N,supruga,гэргий
315,Freude::N,radost,баяр
316,Freude::N,radost,баясгалан
317,Gelächter::N,grohot,инээдэм
318,Glück::N,sreća,жаргалан
319,Kummer::N,jad,гаслан
320,Kummer::N,briga,гаслан
321,Wunsch::N,želja,ерөөл
322,Lust::N,volja,дур
323,Lust::N,volja,хүсэл
324,Geist::N,duh,оюун
325,Gedanke::N,misao,сэтгэл
326,Gedächtnis::N,pamćenje,ой
327,Gedächtnis::N,pamćenje,цээж
328,Verstand::N,um,ухаан
329,Verstand::N,razum,ухаан
330,Sinn::N,smisao,утга
331,Sinn::N,značenje,утга
332,Grund::N,razlog,учир
333,Wahrheit::N,istina,үнэн
334,Gespräch::N,razgovor,яриа
335,Märchen::N,bajka,явган үлгэр
336,Erzählung::N,priča,тууж
337,Erzählung::N,pripovijest,тууж
338,Nachricht::N,vijest,мэдээ
339,Neuigkeit::N,novost,сонин
340,Name::N,ime,нэр
341,Rätsel::N,zagonetka,оньсого
342,Rede::N,govor,хэлсэн үг
343,Rede::N,besjeda,хэлсэн үг
344,Sprache::N,jezik,хэл
345,Stimme::N,glas,дуу
346,Wort::N,riječ,үг
347,Zeichen::N,znak,тамга
348,Zeichen::N,znak,тэмдэг
349,Ruf::N,povik,дуудлага
350,Ruf::N,poklik,дуудлага
351,Lärm::N,buka,шуугиан
352,Lärm::N,buka,чимээ
353,Lärm::N,galama,шуугиан
354,Lärm::N,galama,чимээ
355,Laut::N,zvuk,анир
356,Laut::N,zvuk,дуу
357,Ton::N,ton,авиа
358,Ton::N,ton,аялгуу
359,Lied::N,pjesma,дуу
360,Ruhe::N,tišina,энх
361,Ruhe::N,tišina,тайван
362,Ruhe::N,počinak,энх
363,Ruhe::N,počinak,тайван
364,Leute::N,ljudi,хүмүүс
365,Volk::N,puk,улс
366,Volk::N,narod,улс
367,Arbeit::N,rad,ажил
368,Arbeit::N,rad,хөдөлмөр
369,Arbeit::N,posao,ажил
370,Arbeit::N,posao,хөдөлмөр
371,Gast::N,gost,зочин
372,Gast::N,gost,айлчин
373,Geschenk::N,dar,бэлэг
374,Geschenk::N,poklon,бэлэг
375,Spiel::N,igra,наадам
376,Spiel::N,igra,тоглоом
377,Gesellschaft::N,društvo,хамт байх
378,Gesellschaft::N,kompanija,хамт байх
379,Hilfe::N,pomoć,тусламж
380,Freund::N,prijatelj,найз
381,Freund::N,prijatelj,нөхөр
382,Kamerad::N,drug,хань
383,Kamerad::N,drug,нөхөр
384,Kamerad::N,drugar,хань
385,Kamerad::N,drugar,нөхөр
386,Angelegenheit::N,posao,хэрэг
387,Anzahl::N,broj,тоо
388,Anzahl::N,brojnost,тоо
389,Art::N,vid,төрөл
390,Art::N,vid,янз
391,Art::N,vrst,төрөл
392,Art::N,vrst,янз
393,Stück::N,komad,хэсэг
394,Teil::N,dio,хувь
395,Teil::N,dio,хэсэг
396,Hälfte::N,polovina,хагас
397,Kreis::N,krug,тойрог
398,Kreis::N,krug,хүрээ
399,Kreuz::N,križ,загалмай
400,Linie::N,crta,шугам
401,Strich::N,crta,зураас
402,Abstand::N,razmak,зай
403,Abstand::N,odstojanje,зай
404,Entfernung::N,udaljenost,зай
405,Entfernung::N,udaljenost,хол ойр
406,Gegend::N,kraj,хавь
407,Gegend::N,kraj,газар
408,Gegend::N,predeo,хавь
409,Gegend::N,predeo,газар
410,Platz::N,mjesto,зай
411,Platz::N,mjesto,завсар
412,Ort::N,mjesto,газар
413,Ort::N,mjesto,байр
414,Seite::N,bok,тал
415,Seite::N,bok,этгээд
416,Seite::N,strana,тал
417,Seite::N,strana,этгээд
418,Mitte::N,sredina,төв
419,Mitte::N,sredina,дунд
420,Gegenstand::N,predmet,юм
421,Sache::N,posao,үйл
422,Sache::N,posao,хэрэг
423,Rand::N,rub,зах
424,Rand::N,rub,хөвөө
425,Rand::N,kraj,зах
426,Rand::N,kraj,хөвөө
427,Kante::N,brid,ирмэг
428,Kante::N,ivica,ирмэг
429,Ecke::N,ugao,өнцөг
430,Spitze::N,vrh,үзүүр
431,Spitze::N,šiljak,үзүүр
432,Ende::N,konac,зах
433,Ende::N,konac,үзүүр
434,Loch::N,rupa,цоорхой
435,Loch::N,rupa,онгорхой
436,Winkel::N,kut,өнцөг
437,Winkel::N,ugao,өнцөг
438,Muster::N,uzor,хээ
439,Muster::N,uzor,угалз
440,Größe::N,veličina,хэмжээ
441,Länge::N,duljina,урт
442,Höhe::N,visina,өндөр
443,Gewicht::N,težina,жин
444,Menge::N,mnoštvo,тоо
445,Menge::N,količina,тоо
446,Haufen::N,hrpa,бөөн
447,Haufen::N,gomila,бөөн
448,Reihe::N,red,эгнээ
449,Boot::N,čun,завь
450,Boot::N,čamac,завь
451,Ruder::N,veslo,сэлүүр
452,Schlitten::N,saone,чарга
453,Ski::N,ski,цана
454,Ski::N,smučka,цана
455,Lagerfeuer::N,logorska vatra,түүдэг
456,Last::N,tovar,ачаа
457,Gang::N,hod,явдал
458,Schritt::N,korak,алхам
459,Norden::N,sjever,умар
460,Süden::N,jug,урд
461,Süden::N,jug,өмнө
462,Westen::N,zapad,өрнө
463,Westen::N,zapad,баруун
464,Osten::N,istok,зүүн
465,Osten::N,istok,дорно
466,Holz::N,drvo,мод
467,Brett::N,daska,банз
468,Platte::N,ploča,хавтан
469,Stütze::N,potpora,тулгуур
470,Stütze::N,potpora,тулга
471,Stange::N,motka,сургааг
472,Stock::N,štap,саваа
473,Stock::N,palica,саваа
474,Stab::N,štap,таяг
475,Stab::N,šipka,таяг
476,Rohr::N,cijev,хоолой
477,Haus::N,kuća,гэр
478,Haus::N,kuća,байшин
479,Heim::N,dom,гэр
480,Ofen::N,peć,зуух
481,Ofen::N,peć,пийшин
482,Fußboden::N,pod,шал
483,Tisch::N,stol,ширээ
484,Tisch::N,trpeza,ширээ
485,Stuhl::N,stolac,сандал
486,Stuhl::N,stolica,сандал
487,Wiege::N,kolijevka,өлгий
488,Bett::N,krevet,ор
489,Bett::N,postelja,ор
490,Regal::N,polica,тавиур
491,Kiste::N,sanduk,авдар
492,Kiste::N,sanduk,хайрцаг
493,Fenster::N,prozor,гэгээвч
494,Tür::N,vrata,үүд
495,Tür::N,vrata,хаалга
496,Tor::N,vrata,хаалга
497,Tor::N,kapija,хаалга
498,Zaun::N,plot,хашаа
499,Zaun::N,ograda,хашаа
500,Dach::N,krov,дээвэр
501,Leiter::N,ljestve,шат
502,Leiter::N,ljestvice,шат
503,Besen::N,metla,хамуур
504,Besen::N,metla,туужуу
505,Spaten::N,ašov,хүрз
506,Schaufel::N,lopata,хүрз
507,Gabel::N,viljuška,сэрээ
508,Löffel::N,žlica,халбага
509,Messer::N,nož,хутга
510,Nagel::N,čavao,хадаас
511,Netz::N,mreža,өөш
512,Netz::N,mreža,тор
513,Haken::N,kuka,гох
514,Griff::N,držak,иш
515,Griff::N,držak,сэнж
516,Griff::N,ručica,иш
517,Griff::N,ručica,сэнж
518,Schloss::N,brava,цуурга
519,Schloss::N,brava,цоож
520,Bild::N,slika,зураг
521,Figur::N,figura,баримал
522,Puppe::N,lutka,хүүхэлдэй
523,Beutel::N,kesa,агсаа
524,Beutel::N,kesa,уут
525,Bündel::N,snop,боодол
526,Bündel::N,svežanj,боодол
527,Tasche::N,torba,цүнх
528,Tasche::N,taška,цүнх
529,Eimer::N,kabao,хөнөг
530,Eimer::N,kabao,хувин
531,Deckel::N,poklopac,таг
532,Deckel::N,poklopac,хавхаг
533,Geschirr::N,suđe,сав суулга
534,Geschirr::N,posuđe,сав суулга
535,Sack::N,džak,шуудай
536,Sack::N,vreća,шуудай
537,Tasse::N,šalica,аяга
538,Topf::N,lonac,тогоо
539,Kessel::N,kazan,тогоо
540,Essen::N,obrok,идээ
541,Nahrung::N,hrana,хүнс
542,Speise::N,jelo,идээ
543,Fleisch::N,meso,мах
544,Getreide::N,žito,будаа
545,Getreide::N,žitarice,будаа
546,Brei::N,kaša,богшмол
547,Brei::N,kaša,будаа
548,Brot::N,kruh,талх
549,Scheibe::N,kriška,зүсэм
550,Scheibe::N,kriška,хэрчим
551,Fett::N,mast,өөх
552,Fett::N,salo,өөх
553,Butter::N,buter,тос
554,Butter::N,maslac,тос
555,Öl::N,ulje,тос
556,Salz::N,sol,давс
557,Suppe::N,supa,шөл
558,Honig::N,med,бал
559,Milch::N,mlijeko,сүү
560,Tee::N,čaj,цай
561,Leder::N,koža,арьс
562,Leder::N,koža,савхи
563,Wolle::N,vuna,ноос
564,Wolle::N,vuna,унгас
565,Stoff::N,štof,бөс
566,Stoff::N,tkanina,бөс
567,Nadel::N,igla,зүү
568,Faden::N,nit,боолт
569,Faden::N,nit,утас
570,Faden::N,konac,боолт
571,Faden::N,konac,утас
572,Knopf::N,dugme,товч
573,Knoten::N,čvor,зангилаа
574,Knoten::N,uzao,зангилаа
575,Farbe::N,farba,будаг
576,Kleidung::N,odjeća,хувцас
577,Hemd::N,košulja,цамц
578,Kragen::N,ovratnik,зах заам
579,Ärmel::N,rukav,ханцуй
580,Hose::N,hlače,өмд
581,Gürtel::N,pas,бүс
582,Gürtel::N,pojas,бүс
583,Mütze::N,kapa,малгай
584,Mütze::N,kapa,бүрх
585,Schuh::N,cipela,туфли
586,Stiefel::N,čizma,гутал
587,Ring::N,prsten,бөгж
588,Band::N,vrpca,тууз
589,Kamm::N,češalj,сам
590,Spiegel::N,zrcalo,толь
591,Spiegel::N,ogledalo,толь
592,Riemen::N,kaiš,тасам
593,Riemen::N,kaiš,сур
594,Riemen::N,remen,тасам
595,Riemen::N,remen,сур
596,Schnur::N,vrpca,татлага
597,Leine::N,uzica,оосор
598,Decke::N,ćebe,хөнжил
599,Decke::N,ćebe,хучлага
600,Decke::N,pokrivač,хөнжил
601,Decke::N,pokrivač,хучлага
602,Kissen::N,jastuk,дэр
603,Tuch::N,rubac,алчуур
604,Tuch::N,rubac,даавуу
605,Tuch::N,marama,алчуур
606,Tuch::N,marama,даавуу
607,Handtuch::N,ručnik,алчуур
608,Kraft::N,snaga,чадал
609,Kraft::N,snaga,хүч
610,Stärke::N,jakost,эрч
611,Stärke::N,jakost,тэнхээ
612,Gesundheit::N,zdravlje,бие
613,Gesundheit::N,zdravlje,эрүүл мэнд
614,Krankheit::N,bolest,эмгэг
615,Schmerz::N,bol,өвчин
616,Wunde::N,rana,шарх
617,Fieber::N,groznica,халуун
618,Arznei::N,lijek,эм
619,Brücke::N,most,гүүр
620,Brücke::N,ćuprija,гүүр
621,Brunnen::N,bunar,худаг
622,Brunnen::N,zdenac,худаг
623,Weide::N,paša,бэлчээр
624,Weide::N,pašnjak,бэлчээр
625,Pfad::N,staza,жим
626,Pfad::N,staza,зөрөг
627,Weg::N,put,зам
628,Weg::N,put,харгуй
629,Straße::N,drum,зам
630,Straße::N,drum,харгуй
631,Straße::N,cesta,зам
632,Straße::N,cesta,харгуй
633,Dorf::N,selo,тосгон
634,Dorf::N,selo,гацаа
635,Stadt::N,grad,хот
636,Stadt::N,varoš,хот
637,Brief::N,list,захидал
638,Brief::N,list,захиа
639,Brief::N,pismo,захидал
640,Brief::N,pismo,захиа
641,Buch::N,knjiga,ном
642,Buch::N,knjiga,бичиг
643,Buchstabe::N,slovo,үсэг
644,Zeitung::N,novine,сонин
645,Leben::N,život,амь
646,Leben::N,život,амьдрал
647,Tod::N,smrt,үхэл
648,Grab::N,raka,булш
649,Kirche::N,crkva,сүм
650,Sünde::N,grijeh,нүгэл
651,Sünde::N,grijeh,хилэнц
652,Gott::N,bog,бурхан
653,Arbeiter::N,radnik,ажилчин
654,Arbeiter::N,radnik,хөдөлмөрчин
655,Chef::N,šef,дарга
656,Meister::N,majstor,дархан
657,Arzt::N,liječnik,эмч
658,Lehrer::N,učitelj,багш
659,Geld::N,novac,цаас
660,Geld::N,novac,мөнгө
661,Geschäft::N,posao,наймаа
662,Geschäft::N,trgovina,наймаа
663,Laden::N,dućan,дэлгүүр
664,Preis::N,cijena,үнэ
665,Ware::N,roba,таваар
666,Ware::N,roba,бараа
667,Nutzen::N,korist,ашиг
668,Reichtum::N,bogatstvo,баялаг
669,Welt::N,svijet,дэлхий
670,Welt::N,svijet,орчлон
671,Land::N,zemlja,улс
672,Land::N,zemlja,орон
673,Staat::N,država,төр
674,Staat::N,država,гүрэн
675,König::N,kralj,ван
676,Macht::N,moć,засаг
677,Macht::N,vlast,засаг
678,Grenze::N,granica,хил
679,Krieg::N,rat,дайн
680,Feind::N,neprijatelj,дайсан
681,Gewalt::N,sila,хүчирхэх
682,Gewalt::N,nasilje,хүчирхэх
683,Kampf::N,boj,тэмцэл
684,Kampf::N,boj,байлдаан
685,Kampf::N,borba,тэмцэл
686,Kampf::N,borba,байлдаан
687,Bogen[Waffe]::N,luk,нум
688,Pfeil::N,strijela,годил
689,Pfeil::N,strijela,сум
690,Gewehr::N,puška,буу
691,Fehler::N,pogreška,эндэл
692,Fehler::N,pogreška,алдаа
693,Fehler::N,griješka,эндэл
694,Fehler::N,griješka,алдаа
695,Lüge::N,laž,худал
696,Schaden::N,šteta,хор
697,Schaden::N,šteta,хөнөөл
698,Unglück::N,nesreća,гай
699,Unglück::N,nesreća,гамшиг
700,Schuld::N,krivnja,гэм
701,Schuld::N,krivnja,буруу
702,Alter::N,dob,нас
703,Schluss::N,kraj,эцэс
704,Schluss::N,kraj,төгсгөл
705,Schluss::N,konac,эцэс
706,Schluss::N,konac,төгсгөл
707,Zeit::N,doba,цаг
708,Zeit::N,vrijeme,цаг
709,Tag::N,dan,өдөр
710,Morgen::N,jutro,өглөө
711,Mittag::N,podne,үд
712,Abend::N,veče,үдэш
713,Abend::N,večer,үдэш
714,Nacht::N,noć,шөнө
715,Woche::N,sedmica,долоо хоног
716,Monat::N,mjesec,сар
717,Jahr::N,godina,жил
718,Frühling::N,proljeće,хавар
719,Sommer::N,ljeto,зун
720,Herbst::N,jesen,намар
721,Winter::N,zima,өвөл
722,Januar::N,januar,нэгдүгээр сар
723,Januar::N,siječanj,нэгдүгээр сар
724,Februar::N,veljača,хоёрдугаар сар
725,Februar::N,februar,хоёрдугаар сар
726,März::N,mart,гуравдугаар сар
727,März::N,ožujak,гуравдугаар сар
728,April::N,april,дөрөвдүгээр сар
729,April::N,travanj,дөрөвдүгээр сар
730,Mai::N,maj,тавдугаар сар
731,Mai::N,svibanj,тавдугаар сар
732,Juni::N,juni,зургаадугаар сар
733,Juni::N,lipanj,зургаадугаар сар
734,Juli::N,juli,долдугаар сар
735,Juli::N,srpanj,долдугаар сар
736,August::N,august,наймдугаар сар
737,August::N,kolovoz,наймдугаар сар
738,September::N,rujan,есдүгээр сар
739,September::N,septembar,есдүгээр сар
740,Oktober::N,oktobar,аравдугаар сар
741,Oktober::N,listopad,аравдугаар сар
742,November::N,studeni,арван нэгдүгээр сар
743,November::N,novembar,арван нэгдүгээр сар
744,Dezember::N,prosinac,арван хоёрдугаар сар
745,Montag::N,ponedjeljak,даваа
746,Montag::N,ponedjeljnik,даваа
747,Dienstag::N,utorak,мягмар
748,Dienstag::N,utornik,мягмар
749,Mittwoch::N,srijeda,лхагва
750,Donnerstag::N,četvrtak,пүрэв
751,Freitag::N,petak,баасан
752,Samstag::N,subota,бямба
753,Sonntag::N,nedjelja,ням
754,groß::A,velik,их
755,groß::A,velik,том
756,klein::A,mali,бага
757,klein::A,mali,жаахан
758,klein::A,malen,бага
759,klein::A,malen,жаахан
760,lang::A,dug,урт
761,lang::A,dugačak,урт
762,kurz::A,kratak,охор
763,kurz::A,kratak,богино
764,breit::A,širok,өргөн
765,schmal::A,uski,уйтан
766,schmal::A,uski,нарийн
767,schmal::A,uzak,уйтан
768,schmal::A,uzak,нарийн
769,dicht::A,gust,нягт
770,dicht::A,gust,чигжүү
771,dick[Gegenstand]::A,debeo,зузаан
772,dünn::A,tanak,нимгэн
773,fein::A,fin,нарийн
774,fein::A,tanak,нарийн
775,fest::A,čvrst,бөх
776,fest::A,čvrst,хатуу
777,flach::A,ravan,хавтгай
778,flach::A,plosnat,хавтгай
779,glatt::A,gladak,цагаан
780,hart::A,tvrd,хатуу
781,weich::A,mek,зөөлөн
782,weich::A,mekan,зөөлөн
783,rund::A,okrugao,дугуй
784,rund::A,okrugao,дугариг
785,spitz::A,oštar,шовх
786,spitz::A,oštar,шовгор
787,spitz::A,šiljast,шовх
788,spitz::A,šiljast,шовгор
789,scharf::A,oštar,хурц
790,scharf::A,oštar,иртэй
791,scharf::A,bridak,хурц
792,scharf::A,bridak,иртэй
793,stumpf::A,tup,мохоо
794,schwer::A,težak,хүнд
795,schön::A,krasan,гуа
796,schön::A,krasan,сайхан
797,heiß::A,vruć,халуун
798,warm::A,topao,дулаан
799,kalt::A,hladan,хүйтэн
800,kühl::A,hladan,сэрүүн
801,frisch::A,svjež,эрүүл
802,frisch::A,svjež,жихүүн
