,Concept_ID,lt,ps
111,Wiese::N,pieva,چمن
112,Wiese::N,pieva,شنېلی
113,Wald::N,miškas,ځنګل
114,Hügel::N,kalva,تپه
115,Anhöhe::N,kauburys,غونډۍ
116,Berg::N,kalnas,غ‍‍‍‍‍ر
117,Gipfel::N,viršūnė,څوکه
118,Höhle::N,ola,کاز
119,Abhang::N,šlaitas,لمن
120,Abhang::N,nuokalnė,لمن
121,Quelle::N,versmė,چینه
122,Quelle::N,šaltinis,چینه
123,Bach::N,upelis,واله
124,Fluss::N,upė,سیند
125,Ufer::N,krantas,غاړه
126,Küste::N,pajūris,ساحل
127,Festland::N,sausuma,وچه
128,Meer::N,jūra,بحر
129,Meer::N,jūra,سمندر
130,Bucht::N,įlanka,کارۍ
131,Bucht::N,užutekis,کارۍ
132,Insel::N,sala,ټاپو
133,Insel::N,sala,جزيره
134,Blume::N,gėlė,ګل
135,Gras::N,žolė,واښه
136,Wurzel::N,šaknis,ریښه
137,Baum::N,medis,ونه
138,Stamm::N,kamienas,ډډ
139,Rinde::N,žievė,پوستکی
140,Ast::N,šaka,ښاخ
141,Zweig::N,šakelė,څانګه
142,Blatt::N,lapas,پاڼه
143,Birke::N,beržas,توس
144,Kiefer[Baum]::N,pušis,نښتر
145,Weide[Baum]::N,karklas,وله
146,Tanne::N,eglė,ناجو
147,Tanne::N,kėnis,ناجو
148,Horn::N,ragas,ښکر
149,Feder::N,plunksna,بڼکه
150,Fell::N,kailis,پوستکی
151,Flügel::N,sparnas,وزر
152,Klaue::N,kanopa,پنجه
153,Klaue::N,kanopa,منګول
154,Kralle::N,nagas,پنجه
155,Kralle::N,nagas,منګول
156,Schwanz::N,uodega,لکۍ
157,Ei::N,kiaušinis,وۍ
158,Ei::N,kiaušinis,هګۍ
159,Nest::N,gūžta,جاله
160,Nest::N,lizdas,جاله
161,Bau::N,ola,کاز
162,Tier::N,gyvūnas,ژوی
163,Tier::N,gyvūnas,حیوان
164,Herde::N,banda,رمه
165,Herde::N,banda,غېله
166,Herde::N,kaimenė,رمه
167,Herde::N,kaimenė,غېله
168,Kuh::N,karvė,غوا
169,Bulle::N,bulius,غوئی
170,Pferd::N,arklys,آس
171,Schaf::N,avis,پسه
172,Schwein::N,kiaulė,سرکوزی
173,Hund::N,šuo,سپی
174,Katze::N,katė,پشه
175,Bär::N,lokys,خرس
176,Eichhörnchen::N,voveraitė,خړ لمی
177,Elch::N,briedis,ګوزن
178,Fuchs::N,lapė,سپلم
179,Hase::N,kiškas,سوی
180,Maus::N,pelė,مږک
181,Wolf::N,vilkas,لېوه
182,Vogel::N,paukštis,مرغه
183,Schwarm::N,spiečius,سېل
184,Huhn::N,višta,چرګه
185,Hahn::N,gaidys,چرګ
186,Gans::N,žąsis,بته
187,Adler::N,erelis,عقاب
188,Ente::N,antis,ایلۍ
189,Eule::N,pelėda,ګونګی
190,Kranich::N,gervė,کلنګ
191,Krähe::N,varna,کارغه
192,Kuckuck::N,gegužė,فاخته
193,Schwan::N,gulbė,قو
194,Fisch::N,žuvis,کب
195,Fisch::N,žuvis,ماهی
196,Barsch::N,ešerys,
197,Hecht::N,lydeka,
198,Schlange[Tier]::N,gyvatė,مار
199,Wurm::N,kirmėlė,چینجی
200,Spinne::N,voras,غڼه
201,Spinne::N,voras,تارکښ
202,Ameise::N,skruzdė,مېږی
203,Laus::N,utėlė,سپږه
204,Mücke::N,uodas,ماشی
205,Fliege::N,musė,مچ
206,Schmetterling::N,drugys,پتنګ
207,Schmetterling::N,peteliškė,پتنګ
208,Beere::N,uoga,مېوۍ
209,Apfel::N,obuolys,مڼه
210,Pilz::N,grybas,خرېړی
211,Zwiebel::N,svogūnas,پیاز
212,Saat::N,sėkla,تخم
213,Korn::N,grūdai,تخم
214,Korn::N,grūdai,دانه
215,Heu::N,šienas,بوس
216,Heu::N,šienas,پروړه
217,Schale::N,žievelė,پوستکی
218,Grube::N,duobė,کنده
219,Falle::N,pinklės,دام
220,Falle::N,pinklės,لومه
221,Falle::N,žabangai,دام
222,Falle::N,žabangai,لومه
223,Schlinge::N,kilpa,کړۍ
224,Spur::N,vėžė,نښه
225,Spur::N,pėdos,نښه
226,Spur::N,pėdsakas,نښه
227,Asche::N,pelenai,آس
228,Asche::N,pelenai,ایره
229,Dreck::N,purvas,ناپاکي
230,Eisen::N,geležis,اوسپنه
231,Gold::N,auksas,سره زر
232,Silber::N,sidabras,نقره
233,Silber::N,sidabras,سپین زر
234,Kohle::N,anglis,سکور
235,Kohle::N,anglis,سکاره
236,Glas::N,stiklas,ښيښه
237,Lehm::N,molis,خټه
238,Sand::N,smėlis,شګه
239,Mensch::N,žmogus,انسان
240,Mann::N,vyras,سړی
241,Mann::N,vyras,نارینه
242,Mann::N,vyriškis,سړی
243,Mann::N,vyriškis,نارینه
244,Frau::N,moteris,ښځه
245,Kind::N,vaikas,بچی
246,Kind::N,vaikas,ماشوم
247,Junge::N,vaikinas,هلک
248,Junge::N,berniukas,هلک
249,Mädchen::N,mergytė,نجلۍ
250,Mädchen::N,mergaitė,نجلۍ
251,Familie::N,šeima,کورنۍ
252,Großvater::N,senelis,بابا
253,Großmutter::N,senelė,انا
254,Eltern::N,tėvai,مور او پلار
255,Vater::N,tėvas,پلار
256,Mutter::N,motina,مور
257,Sohn::N,sūnus,زوی
258,Tochter::N,duktė,لور
259,Bruder::N,brolis,ورور
260,Schwester::N,sesuo,خور
261,Onkel::N,dėdė,تره
262,Onkel::N,dėdė,ماما
263,Tante::N,teta,خاله
264,Ehemann::N,vyras,مېړه
265,Ehefrau::N,žmona,مېرمن
266,Freude::N,džiaugsmas,خوشحالي
267,Gelächter::N,juokas,خندا
268,Glück::N,laimė,بخت
269,Kummer::N,vargas,غم
270,Kummer::N,rūpestis,غم
271,Wunsch::N,troškimas,هيله
272,Wunsch::N,troškimas,غوښتنه
273,Wunsch::N,pageidavimas,هيله
274,Wunsch::N,pageidavimas,غوښتنه
275,Lust::N,noras,شوق
276,Lust::N,noras,مینه
277,Lust::N,geidulys,شوق
278,Lust::N,geidulys,مینه
279,Geist::N,dvasia,روح
280,Gedanke::N,mintis,فکر
281,Gedächtnis::N,atmintis,یاد
282,Gedächtnis::N,atmintis,حافظه
283,Verstand::N,protas,عقل
284,Verstand::N,protas,شعور
285,Sinn::N,prasmė,معنی
286,Grund::N,priežastis,علت
287,Grund::N,priežastis,اساس
288,Wahrheit::N,tiesa,حقیقت
289,Wahrheit::N,teisybė,حقیقت
290,Gespräch::N,pokalbis,مرکه
291,Gespräch::N,pokalbis,خبرې اترې
292,Märchen::N,pasaka,افسانه
293,Erzählung::N,apsakymas,قصه
294,Erzählung::N,apsakymas,کیسه
295,Erzählung::N,pasakojimas,قصه
296,Erzählung::N,pasakojimas,کیسه
297,Nachricht::N,žinia,خبر
298,Neuigkeit::N,naujiena,نوی خبر
299,Name::N,vardas,نوم
300,Rätsel::N,mįslė,کیسۍ
301,Rätsel::N,mįslė,چیستان
302,Rede::N,kalba,وینا
303,Sprache::N,kalba,ژبه
304,Stimme::N,balsas,غږ
305,Stimme::N,balsas,اواز
306,Wort::N,žodis,لغت
307,Wort::N,žodis,کلمه
308,Zeichen::N,žymė,نښه
309,Zeichen::N,žymė,اشاره
310,Zeichen::N,ženklas,نښه
311,Zeichen::N,ženklas,اشاره
312,Ruf::N,šauksmas,ږغ
313,Ruf::N,šauksmas,بلنه
314,Lärm::N,triukšmas,غالمغال
315,Laut::N,garsas,ږغ
316,Ton::N,tonas,اواز
317,Ton::N,garsas,اواز
318,Lied::N,daina,غزله
319,Lied::N,daina,سندره
320,Lied::N,giesmė,غزله
321,Lied::N,giesmė,سندره
322,Ruhe::N,ramybė,ارامي
323,Ruhe::N,ramumas,ارامي
324,Leute::N,žmonės,خلک
325,Volk::N,tauta,ولس
326,Arbeit::N,darbas,کار
327,Arbeit::N,triūsas,کار
328,Gast::N,svečias,مېلمه
329,Geschenk::N,dovana,تحفه
330,Geschenk::N,dovana,سوغات
331,Spiel::N,žaismas,لوبه
332,Spiel::N,žaidimas,لوبه
333,Gesellschaft::N,draugija,ډله
334,Gesellschaft::N,kompanija,ډله
335,Hilfe::N,pagalba,کومک
336,Hilfe::N,pagalba,مرسته
337,Freund::N,draugas,ملګری
338,Freund::N,bičiulis,ملګری
339,Kamerad::N,draugas,انډيوال
340,Angelegenheit::N,dalykas,موضوع
341,Angelegenheit::N,reikalas,موضوع
342,Anzahl::N,kiekis,شمېر
343,Anzahl::N,kiekis,تعداد
344,Anzahl::N,skaičius,شمېر
345,Anzahl::N,skaičius,تعداد
346,Art::N,rūšis,ډول
347,Stück::N,gabalas,ټوټه
348,Teil::N,dalis,برخه
349,Hälfte::N,pusė,نیم
350,Kreis::N,ratas,دایره
351,Kreis::N,apskritis,دایره
352,Kreis::N,apskritimas,دایره
353,Kreuz::N,kryžius,صلیب
354,Linie::N,linija,خط
355,Linie::N,linija,لیکه
356,Strich::N,brėžis,کرښه
357,Strich::N,brūkšnys,کرښه
358,Abstand::N,atstumas,فاصله
359,Entfernung::N,atstumas,واټن
360,Gegend::N,vietovė,سیمه
361,Gegend::N,vietovė,منطقه
362,Platz::N,vieta,ځای
363,Ort::N,vieta,ځای
364,Ort::N,vietovė,ځای
365,Seite::N,pusė,مخ
366,Seite::N,pusė,اړخ
367,Seite::N,šonas,مخ
368,Seite::N,šonas,اړخ
369,Mitte::N,vidurys,وسط
370,Mitte::N,vidurys,مینځ
371,Gegenstand::N,dalykas,شی
372,Sache::N,daiktas,شی
373,Sache::N,daiktas,څيز
374,Rand::N,kraštas,څنډه
375,Rand::N,kraštas,کناره
376,Rand::N,pakraštys,څنډه
377,Rand::N,pakraštys,کناره
378,Kante::N,kraštas,اړخ
379,Ecke::N,kertė,ګوټ
380,Ecke::N,kampas,ګوټ
381,Spitze::N,priekis,څوکه
382,Spitze::N,priešakys,څوکه
383,Ende::N,galas,څوکه
384,Loch::N,skylė,سوری
385,Winkel::N,kampas,کنج
386,Winkel::N,kampas,کوتی
387,Winkel::N,kampelis,کنج
388,Winkel::N,kampelis,کوتی
389,Muster::N,raštas,نمونه
390,Größe::N,dydis,قد
391,Größe::N,dydis,لويوالی
392,Größe::N,didumas,قد
393,Größe::N,didumas,لويوالی
394,Länge::N,ilgis,طول
395,Länge::N,ilgis,اوږد والی
396,Länge::N,ilgumas,طول
397,Länge::N,ilgumas,اوږد والی
398,Höhe::N,aukštis,جګوالی
399,Höhe::N,aukštuma,جګوالی
400,Gewicht::N,svoris,وزن
401,Gewicht::N,svarstis,وزن
402,Menge::N,kiekis,اندازه
403,Menge::N,daugybė,اندازه
404,Haufen::N,krūva,کوټه
405,Haufen::N,šūsnis,کوټه
406,Reihe::N,greta,صف
407,Reihe::N,greta,کتار
408,Boot::N,valtis,قايق
409,Boot::N,laivelis,قايق
410,Ruder::N,irklas,چپه
411,Schlitten::N,rogės,ښویېدونی
412,Schlitten::N,rogutės,ښویېدونی
413,Ski::N,slidė,سکي
414,Lagerfeuer::N,laužas,اور
415,Last::N,našta,بار
416,Last::N,našta,پېټی
417,Last::N,nešulys,بار
418,Last::N,nešulys,پېټی
419,Gang::N,eisena,تګ
420,Schritt::N,žingsnis,ګام
421,Norden::N,šiaurė,شمال
422,Norden::N,žiemiai,شمال
423,Süden::N,pietūs,سوېل
424,Westen::N,vakarai,لوېدېځ
425,Osten::N,rytai,شرق
426,Osten::N,rytai,ختیځ
427,Holz::N,mediena,لرګی
428,Brett::N,lenta,تخته
429,Platte::N,plokštė,تخته
430,Stütze::N,atrama,تکیوان
431,Stütze::N,atspara,تکیوان
432,Stange::N,lazda,ډاګه
433,Stange::N,kartis,ډاګه
434,Stock::N,lazda,لرګی
435,Stab::N,kartis,چيخله
436,Rohr::N,vamzdis,نل
437,Haus::N,namas,کور
438,Heim::N,namai,کور
439,Ofen::N,krosnis,تودنۍ
440,Fußboden::N,grindys,غولی
441,Tisch::N,stalas,مېز
442,Stuhl::N,kėdė,چوکۍ
443,Wiege::N,lopšys,زانګو
444,Bett::N,lova,کټ
445,Bett::N,lova,چپرکټ
446,Bett::N,patalai,کټ
447,Bett::N,patalai,چپرکټ
448,Regal::N,lentyna,تاخچۍ
449,Kiste::N,dėžė,صندوق
450,Fenster::N,langas,کړکۍ
451,Tür::N,durys,دروازه
452,Tor::N,vartai,دروازه
453,Zaun::N,tvora,کټاره
454,Dach::N,stogas,بام
455,Leiter::N,kopėčios,زينه
456,Besen::N,šluota,جارو
457,Spaten::N,lopeta,یوم
458,Spaten::N,kastuvas,یوم
459,Schaufel::N,semtuvas,بېلچه
460,Gabel::N,šakutė,پنجه
461,Löffel::N,šaukštas,کاشوغه
462,Messer::N,peilis,چاقو
463,Nagel::N,vinis,ميخ
464,Netz::N,tinklas,جال
465,Haken::N,vagis,څنګک
466,Haken::N,kablys,څنګک
467,Griff::N,kotas,لاستی
468,Griff::N,rankena,لاستی
469,Schloss::N,spyna,کلپ
470,Schloss::N,užraktas,کلپ
471,Bild::N,paveikslas,رسم
472,Figur::N,figūra,قدوقامت
473,Puppe::N,lėlė,ګوډۍ
474,Beutel::N,krepšys,کڅوړه
475,Beutel::N,maišelis,کڅوړه
476,Bündel::N,ryšulys,دسته
477,Tasche::N,krepšelis,بکس
478,Tasche::N,krepšelis,توبره
479,Eimer::N,kibiras,سطل
480,Deckel::N,dangtis,سرپوښ
481,Geschirr::N,indai,لوښی
482,Sack::N,maišas,جوال
483,Tasse::N,puodukas,پیاله
484,Topf::N,puodas,دېګی
485,Kessel::N,katilas,دېګ
486,Essen::N,valgis,خوراک
487,Nahrung::N,penas,خوراک
488,Nahrung::N,maistas,خوراک
489,Speise::N,patiekalas,خواړه
490,Fleisch::N,mėsa,غوښه
491,Getreide::N,javai,غله
492,Brei::N,košė,اوګره
493,Brot::N,duona,ډوډۍ
494,Scheibe::N,riekė,مړۍ
495,Fett::N,taukai,غوړي
496,Fett::N,riebalai,غوړي
497,Butter::N,sviestas,کوچ
498,Öl::N,aliejus,تېل
499,Salz::N,druska,مالګه
500,Suppe::N,sriuba,شوربا
501,Honig::N,medus,شات
502,Milch::N,pienas,شوده
503,Tee::N,arbata,چای
504,Leder::N,oda,څرمن
505,Wolle::N,vilna,پشم
506,Stoff::N,audeklas,ټوټه
507,Nadel::N,adata,ستن
508,Faden::N,gija,تار
509,Faden::N,siūlas,تار
510,Knopf::N,saga,تڼۍ
511,Knopf::N,saga,تکمه
512,Knoten::N,mazgas,غوټه
513,Farbe::N,dažai,رنګ
514,Kleidung::N,rūbai,کالي
515,Kleidung::N,drabužiai,کالي
516,Hemd::N,marškiniai,کميس
517,Kragen::N,apykaklė,غاړه
518,Ärmel::N,rankovė,لستوڼی
519,Hose::N,kelnės,پطلون
520,Gürtel::N,juosta,کمربند
521,Gürtel::N,diržas,کمربند
522,Mütze::N,kepurė,خولۍ
523,Schuh::N,batas,بوټ
524,Stiefel::N,auliniai batai,موزه
525,Ring::N,žiedas,ګوته
526,Band::N,kaspinas,فيته
527,Kamm::N,šukos,ګمنځ
528,Spiegel::N,veidrodis,ایینه
529,Spiegel::N,veidrodis,هنداره
530,Riemen::N,diržas,تسمه
531,Schnur::N,virvė,مزی
532,Leine::N,pavadėlis,رسۍ
533,Decke::N,antklodė,بړستن
534,Kissen::N,pagalvė,بالښت
535,Kissen::N,priegalvis,بالښت
536,Tuch::N,skarelė,ټیکری
537,Handtuch::N,rankšluostis,دسمال
538,Kraft::N,jėga,زور
539,Kraft::N,jėga,توان
540,Stärke::N,stiprumas,قوت
541,Gesundheit::N,sveikata,صحت
542,Gesundheit::N,sveikata,روغتیا
543,Krankheit::N,liga,مرض
544,Krankheit::N,liga,ناروغي
545,Schmerz::N,skausmas,درد
546,Wunde::N,žaizda,ټپ
547,Wunde::N,žaizda,زخم
548,Fieber::N,karštis,تبه
549,Arznei::N,vaistas,دوا
550,Arznei::N,vaistas,دارو
551,Brücke::N,tiltas,پول
552,Brunnen::N,šulinys,څاه
553,Brunnen::N,šulinys,کوهی
554,Weide::N,ganykla,وله
555,Weide::N,gluosnis,وله
556,Pfad::N,takas,تړه
557,Weg::N,kelias,لیار
558,Straße::N,gatvė,سړک
559,Dorf::N,kaimas,کلی
560,Dorf::N,sodžius,کلی
561,Stadt::N,miestas,ښار
562,Brief::N,laiškas,لیک
563,Brief::N,laiškas,مکتوب
564,Buch::N,knyga,کتاب
565,Buchstabe::N,raidė,حرف
566,Buchstabe::N,raidė,توری
567,Zeitung::N,laikraštis,اخبار
568,Leben::N,gyvybė,ژوند
569,Leben::N,gyvenimas,ژوند
570,Tod::N,mirtis,مرګ
571,Tod::N,mirtis,مړینه
572,Grab::N,kapas,قبر
573,Grab::N,kapas,ډورۍ
574,Kirche::N,bažnyčia,کلیسا
575,Sünde::N,nuodėmė,ګناه
576,Sünde::N,nusidėjimas,ګناه
577,Gott::N,dievas,خدای
578,Arbeiter::N,darbininkas,کاریګر
579,Chef::N,šefas,آمر
580,Chef::N,vadovas,آمر
581,Chef::N,viršininkas,آمر
582,Meister::N,meistras,استاد
583,Arzt::N,gydytojas,طبیب
584,Arzt::N,gydytojas,ډاکټر
585,Lehrer::N,mokytojas,معلم
586,Lehrer::N,mokytojas,ښوونکی
587,Geld::N,pinigai,پیسې
588,Geschäft::N,biznis,سوداګري
589,Laden::N,krautuvė,دکان
590,Laden::N,krautuvė,مغازه
591,Laden::N,parduotuvė,دکان
592,Laden::N,parduotuvė,مغازه
593,Preis::N,kaina,بیه
594,Ware::N,prekė,مال
595,Nutzen::N,nauda,ګټه
596,Nutzen::N,pelnas,ګټه
597,Reichtum::N,turtas,شتمني
598,Welt::N,pasaulis,نړۍ
599,Welt::N,pasaulis,دنیا
600,Land::N,žemė,هېواد
601,Land::N,šalis,هېواد
602,Staat::N,valstija,دولت
603,König::N,karalius,باچا
604,König::N,karalius,پادشاه
605,Macht::N,galia,قدرت
606,Macht::N,valdžia,قدرت
607,Grenze::N,riba,حد
608,Grenze::N,riba,سرحد
609,Grenze::N,siena,حد
610,Grenze::N,siena,سرحد
611,Krieg::N,karas,جګړه
612,Feind::N,priešas,دښمن
613,Gewalt::N,jėga,زور
614,Gewalt::N,jėga,تشدد
615,Gewalt::N,smurtas,زور
616,Gewalt::N,smurtas,تشدد
617,Gewalt::N,prievarta,زور
618,Gewalt::N,prievarta,تشدد
619,Kampf::N,kova,جنګ
620,Kampf::N,kova,مبارزه
621,Bogen[Waffe]::N,lankas,لیندۍ
622,Pfeil::N,strėlė,غشی
623,Gewehr::N,šautuvas,ټوپک
624,Fehler::N,klaida,خطا
625,Fehler::N,klaida,غلطي
626,Lüge::N,melas,دروغ
627,Schaden::N,nuostolis,زیان
628,Schaden::N,nuostolis,تاوان
629,Schaden::N,apgadinimas,زیان
630,Schaden::N,apgadinimas,تاوان
631,Unglück::N,nelaimė,بدبختي
632,Schuld::N,kaltė,ګناه
633,Alter::N,amžius,منګ
634,Schluss::N,pabaiga,اخر
635,Zeit::N,laikas,وخت
636,Tag::N,diena,ورځ
637,Morgen::N,rytas,سبا
638,Morgen::N,rytas,سهار
639,Mittag::N,vidurdienis,غرمه
640,Abend::N,vakaras,ماښام
641,Nacht::N,naktis,شپه
642,Woche::N,savaitė,اونۍ
643,Monat::N,mėnuo,مياشت
644,Jahr::N,metai,کال
645,Frühling::N,pavasaris,پسرلی
646,Sommer::N,vasara,دوبی
647,Herbst::N,ruduo,منی
648,Herbst::N,ruduo,خزان
649,Winter::N,žiema,ژمی
650,Januar::N,sausis,جنوري
651,Februar::N,vasaris,فبروري
652,März::N,kovas,مارچ
653,April::N,balandis,اپریل
654,Mai::N,gegužė,مې
655,Juni::N,birželis,جون
656,Juli::N,liepa,جولای
657,August::N,rugpjūtis,اګست
658,September::N,rugsėjis,سپټامبر
659,Oktober::N,spalis,اکتوبر
660,November::N,lapkritis,نومبر
661,Dezember::N,gruodis,دسمبر
662,Montag::N,pirmadienis,دوشنبه
663,Dienstag::N,antradienis,سه شنبه
664,Mittwoch::N,trečiadienis,چارشنبه
665,Donnerstag::N,ketvirtadienis,پنجشنبه
666,Freitag::N,penktadienis,جمعه
667,Samstag::N,šeštadienis,خالي
668,Sonntag::N,sekmadienis,یکشنبه
669,groß::A,didis,لوی
670,groß::A,didelis,لوی
671,klein::A,mažas,وړوکی
672,lang::A,ilgas,اوړد
673,kurz::A,trumpas,لنډ
674,breit::A,platus,پراخه
675,schmal::A,smulkus,تنګ
676,dicht::A,tankus,ګڼ
677,dick[Gegenstand]::A,storas,پنډ
678,dünn::A,plonas,نری
679,fein::A,smulkus,نازک
680,fest::A,kietas,کلک
681,fest::A,kietas,ټینګ
682,fest::A,tvirtas,کلک
683,fest::A,tvirtas,ټینګ
684,flach::A,lėkštas,هوار
685,flach::A,plokščias,هوار
686,glatt::A,slidus,ښوی
687,hart::A,kietas,کلک
688,weich::A,minkštas,نرم
689,weich::A,minkštas,پوست
690,rund::A,apvalus,ګرد
691,rund::A,apskritas,ګرد
692,spitz::A,aštrus,تېره
693,spitz::A,smailus,تېره
694,scharf::A,aštrus,تېز
695,scharf::A,aštrus,تېره
696,stumpf::A,bukas,پڅ
697,stumpf::A,atšipęs,پڅ
698,schwer::A,sunkus,دروند
699,schön::A,gražus,ښکلی
700,heiß::A,karštas,تود
701,warm::A,šiltas,تود
702,kalt::A,šaltas,ېخ
703,kalt::A,šaltas,سوړ
704,kühl::A,vėsus,ېخ
705,kühl::A,vėsus,سوړ
706,kühl::A,bejausmis,ېخ
707,kühl::A,bejausmis,سوړ
708,frisch::A,šviežias,تازه
709,feucht::A,drėgnas,مرطوب
710,nass::A,šlapias,لوند
711,trocken::A,sausas,وچ
712,voll::A,pilnas,ډک
713,leer::A,tuščias,خالی
714,offen::A,atviras,خلاص
715,offen::A,atviras,پرانیستی
716,geschlossen::A,uždaras,تړلی
717,geschlossen::A,uždarytas,تړلی
718,sauber::A,švarus,پاک
719,schmutzig::A,nešvarus,چټل
720,schmutzig::A,purvinas,چټل
721,roh::A,žalias,خام
722,reif::A,prinokęs,پوخ
723,reif::A,prinokęs,رسېدلی
724,reif::A,pribrendęs,پوخ
725,reif::A,pribrendęs,رسېدلی
726,lecker::A,gardus,خوندور
727,lecker::A,gardus,مزه دار
728,süß::A,saldus,خوږ
729,süß::A,saldus,شیرین
730,bitter::A,kartus,تریخ
731,sauer::A,gižus,ټاک
732,sauer::A,gižus,تريو
733,sauer::A,rūgštus,ټاک
734,sauer::A,rūgštus,تريو
735,hell::A,šviesus,روڼ
736,hell::A,šviesus,روښان
737,hell::A,skaistus,روڼ
738,hell::A,skaistus,روښان
739,dunkel::A,tamsus,تیاره
740,schwarz::A,juodas,تور
741,weiß::A,baltas,سپين
742,rot::A,raudonas,سور
743,gelb::A,geltonas,زېړ
744,blau::A,mėlynas,شین
745,blau::A,mėlynas,اسماني رنګه
746,grün::A,žalias,زرغون
747,grau::A,pilkas,خړ
748,bunt::A,margas,رنګارنګ
749,bunt::A,spalvotas,رنګارنګ
750,billig::A,pigus,ارزان
751,teuer::A,brangus,ګران
752,wertvoll::A,vertingas,قیمتي
753,blind::A,aklas,ړوند
754,taub::A,kurčias,کوڼ
755,kräftig::A,stiprus,قوی
756,stark::A,stiprus,قوی
757,stark::A,stiprus,تکړه
758,schwach::A,silpnas,ضعیف
759,schwach::A,silpnas,کمزوری
760,fett::A,riebus,چاغ
761,schlank::A,laibas,خوش اندام
762,schlank::A,lieknas,خوش اندام
763,hübsch::A,gražus,ښکلی
764,hübsch::A,gražus,ښایسته
765,böse::A,blogas,شریر
766,böse::A,blogas,قهرناک
767,dumm::A,paikas,احمق
768,dumm::A,kvailas,احمق
