,Concept_ID,ba,ru
106,Anhöhe::N,түбә,возвышенность
107,Anhöhe::N,ҡалҡыулыҡ,возвышенность
108,Berg::N,тау,гора
109,Gipfel::N,түбә,вершина
110,Höhle::N,мәмерйә,пещера
111,Abhang::N,ипкен,склон
112,Quelle::N,шишмә,источник
113,Bach::N,шишмә,ручей
114,Fluss::N,йылға,река
115,Ufer::N,яр,берег
116,Küste::N,яр буйы,побережье
117,Festland::N,ҡоро ер,суша
118,Meer::N,диңгез,море
119,Bucht::N,бухта,бухта
120,Insel::N,үтрау,остров
121,Blume::N,сәскә,цветок
122,Gras::N,үлән,трава
123,Wurzel::N,тамыр,корень
124,Baum::N,ағас,дерево
125,Stamm::N,олон,ствол
126,Stamm::N,көбәк,ствол
127,Rinde::N,ҡабыҡ,кора
128,Ast::N,ботаҡ,сук
129,Zweig::N,ботаҡ,ветвь
130,Zweig::N,тармаҡ,ветвь
131,Blatt::N,япраҡ,лист
132,Birke::N,ҡайын,береза
133,Kiefer[Baum]::N,ҡарғай,сосна
134,Weide[Baum]::N,тал,ива
135,Tanne::N,шыршы,ель
136,Horn::N,мөғөҙ,рог
137,Feder::N,ҡауырһын,перо
138,Fell::N,тире,шкура
139,Flügel::N,ҡанат,крыло
140,Klaue::N,тырнаҡ,коготь
141,Kralle::N,аяҡ,лапа
142,Schwanz::N,ҡойроҡ,хвост
143,Ei::N,йомортҡа,яйцо
144,Nest::N,оя,гнездо
145,Bau::N,оң,нора
146,Tier::N,жайуан,животное
147,Tier::N,йыртҡыс,животное
148,Herde::N,көтөү,стадо
149,Kuh::N,һыйыр,корова
150,Bulle::N,үгеҙ,бык
151,Pferd::N,ат,лошадь
152,Schaf::N,һарыҡ,овца
153,Schwein::N,сусҡа,свинья
154,Hund::N,эт,собака
155,Katze::N,бесәй,кошка
156,Bär::N,айыу,медведь
157,Eichhörnchen::N,тейен,белка
158,Elch::N,мышы,лось
159,Fuchs::N,төлкө,лиса
160,Hase::N,ҡуян,заяц
161,Maus::N,сысҡан,мышь
162,Wolf::N,бүре,волк
163,Vogel::N,ҡош,птица
164,Schwarm::N,көтөү,стая
165,Huhn::N,тауыҡ,курица
166,Hahn::N,әтәс,петух
167,Gans::N,ҡаҙ,гусь
168,Adler::N,бөркөт,орел
169,Ente::N,өйрәк,утка
170,Eule::N,өкө,сова
171,Eule::N,ябалаҡ,сова
172,Kranich::N,торна,журавль
173,Krähe::N,ҡарға,ворона
174,Kuckuck::N,кәкүк,кукушка
175,Schwan::N,аҡҡош,лебедь
176,Fisch::N,балыҡ,рыба
177,Barsch::N,алабуға,окунь
178,Hecht::N,суртан,щука
179,Schlange[Tier]::N,йылан,змея
180,Wurm::N,селяүсен,червяк
181,Spinne::N,үрмәксе,паук
182,Ameise::N,ҡырмыҫҡа,муравей
183,Laus::N,бет,вошь
184,Mücke::N,серәкәй,комар
185,Fliege::N,себен,муха
186,Schmetterling::N,күбәләк,бабочка
187,Beere::N,еләк,ягода
188,Apfel::N,алма,яблоко
189,Pilz::N,бәшмәк,гриб
190,Zwiebel::N,һуган,луковица
191,Saat::N,орлоҡ,семя
192,Korn::N,иген,зерно
193,Heu::N,бесән,сено
194,Schale::N,ҡабыҡ,шелуха
195,Grube::N,соҡор,яма
196,Falle::N,тоҙак,ловушка
197,Falle::N,ҡапҡан,ловушка
198,Schlinge::N,тоҙак,силок
199,Spur::N,әҫер,след
200,Asche::N,көл,зола
201,Asche::N,көл,пепел
202,Dreck::N,батҡаҡ,грязь
203,Eisen::N,тимер,железо
204,Gold::N,алтын,золото
205,Silber::N,көмөш,серебро
206,Kohle::N,күмер,уголь
207,Glas::N,быяла,стекло
208,Lehm::N,балсыҡ,глина
209,Sand::N,ҡом,песок
210,Mensch::N,кеше,человек
211,Mann::N,ир,мужчина
212,Frau::N,ҡатын,женщина
213,Kind::N,бала,ребенок
214,Junge::N,малай,мальчик
215,Mädchen::N,ҡыҙ,девочка
216,Mädchen::N,ҡыҙыҡай,девочка
217,Familie::N,ғаилә,семья
218,Großvater::N,олатай,дедушка
219,Großmutter::N,әбәй,бабушка
220,Eltern::N,ата-әсә,родители
221,Vater::N,атай,отец
222,Mutter::N,әсә,мать
223,Sohn::N,ул,сын
224,Tochter::N,ҡыҙ,дочь
225,Bruder::N,агай,брат
226,Schwester::N,алай,сестра
227,Schwester::N,һеңле,сестра
228,Onkel::N,ағай,дядя
229,Tante::N,апай,тетя
230,Ehemann::N,ир,муж
231,Ehefrau::N,ҡатын,жена
232,Freude::N,шатлыҡ,радость
233,Freude::N,ҡыуаныс,радость
234,Gelächter::N,көлөү,смех
235,Glück::N,бәхет,счастье
236,Kummer::N,ҡайғы,горе
237,Wunsch::N,теләк,желание
238,Lust::N,әүәҫлек,влечение
239,Geist::N,аң,дух
240,Geist::N,рух,дух
241,Gedanke::N,уй,мысль
242,Gedanke::N,фекер,мысль
243,Gedächtnis::N,хәтер,память
244,Verstand::N,аҡыл,ум
245,Sinn::N,мәғәня,смысл
246,Grund::N,сәбәп,повод
247,Wahrheit::N,дөрөҫлөк,правда
248,Gespräch::N,әңгәмә,беседа
249,Märchen::N,әкиәт,сказка
250,Erzählung::N,хикәйә,рассказ
251,Nachricht::N,хәбәр,сообщение
252,Neuigkeit::N,яңылыҡ,новость
253,Name::N,исем,имя
254,Rätsel::N,йомаҡ,загадка
255,Rede::N,телмәр,речь
256,Sprache::N,тел,язык
257,Sprache::N,телмәр,язык
258,Stimme::N,тауыш,голос
259,Wort::N,һүҙ,слово
260,Zeichen::N,билдә,знак
261,Ruf::N,саҡырыу,зов
262,Lärm::N,шаулау,шум
263,Laut::N,тауыш,звук
264,Ton::N,яңғырау,звучание
265,Lied::N,йыр,песня
266,Ruhe::N,ял,покой
267,Ruhe::N,тыныслыҡ,покой
268,Leute::N,кешеләр,люди
269,Volk::N,халҡ,народ
270,Arbeit::N,эш,работа
271,Gast::N,ҡунаҡ,гость
272,Geschenk::N,бүләк,подарок
273,Spiel::N,уйын,игра
274,Gesellschaft::N,йәмғиәт,общество
275,Hilfe::N,ярҙам,помощь
276,Freund::N,дуҫ,друг
277,Kamerad::N,иптәш,приятель
278,Angelegenheit::N,әш,дело
279,Anzahl::N,һан,количество
280,Art::N,төр,вид
281,Stück::N,киҫәк,кусок
282,Teil::N,өлөш,часть
283,Hälfte::N,ярты,половина
284,Kreis::N,түңәрәк,круг
285,Kreuz::N,тәре,крест
286,Linie::N,һыҙыҡ,линия
287,Strich::N,һыҙат,черта
288,Abstand::N,ара,промежуток
289,Entfernung::N,алыҫлыҡ,расстояние
290,Gegend::N,урын,местность
291,Platz::N,арауыҡ,пространство
292,Ort::N,ерҙәр,место
293,Ort::N,урындар,место
294,Ort::N,эш урыны,место
295,Seite::N,яҡ,сторона
296,Mitte::N,урталыҡ,середина
297,Gegenstand::N,нәмә,предмет
298,Sache::N,нәмә,вещь
299,Sache::N,әйбер,вещь
300,Rand::N,сит,край
301,Kante::N,ҡабырға,ребро
302,Kante::N,ян,ребро
303,Ecke::N,мөйөш,угол
304,Spitze::N,ос,кончик
305,Ende::N,аҙаҡ,конец
306,Loch::N,тишек,дыра
307,Winkel::N,мөйөш,угол
308,Muster::N,биҙәк,узор
309,Größe::N,ҙурлыҡ,размер
310,Länge::N,оҙонлоҡ,длина
311,Höhe::N,бейеклек,высота
312,Gewicht::N,үлсәү,вес
313,Menge::N,һан,количество
314,Haufen::N,өйөм,куча
315,Reihe::N,рәт,ряд
316,Boot::N,кәмә,лодка
317,Ruder::N,ишкәк,весло
318,Schlitten::N,сана,сани
319,Ski::N,саңгы,лыжа
320,Lagerfeuer::N,костер,костер
321,Last::N,ауырлыҡ,тяжесть
322,Gang::N,барыу,ход
323,Schritt::N,аҙым,шаг
324,Norden::N,төньяҡ,север
325,Süden::N,көньяҡ,юг
326,Westen::N,көнбайыш,запад
327,Osten::N,көнсығыш,восток
328,Holz::N,үағас,древесина
329,Brett::N,таҡта,доска
330,Platte::N,плита,плита
331,Stütze::N,терәк,подпорка
332,Stange::N,кәртә,жердь
333,Stock::N,таяҡ,палка
334,Stab::N,ҡолға,шест
335,Rohr::N,торба,труба
336,Haus::N,өй,дом
337,Haus::N,йорт,дом
338,Heim::N,өй,дом
339,Ofen::N,мейес,печь
340,Fußboden::N,енес,пол
341,Tisch::N,өҫтәл,стол
342,Stuhl::N,ултырғыс,стул
343,Wiege::N,бишек,колыбель
344,Bett::N,карауат,постель
345,Regal::N,кәштә,полка
346,Kiste::N,йәшинк,ящик
347,Fenster::N,тәҙрә,окно
348,Tür::N,ишек,дверь
349,Tor::N,ҡапҡа,ворота
350,Zaun::N,ҡойма,забор
351,Dach::N,түбә,крыша
352,Dach::N,ҡыйыҡ,крыша
353,Leiter::N,баҫҡыс,лестница
354,Besen::N,һепертке,метла
355,Spaten::N,көрәк,лопата
356,Schaufel::N,көрәк,совок
357,Gabel::N,сәнске,вилка
358,Löffel::N,ҡалаҡ,ложка
359,Messer::N,бысаҡ,нож
360,Nagel::N,сөй,гвоздь
361,Netz::N,ау,сеть
362,Haken::N,ыргаҡ,крюк
363,Griff::N,тотҡа,ручка
364,Schloss::N,йоҙаҡ,замок
365,Bild::N,картина,картина
366,Figur::N,һын,фигура
367,Puppe::N,ҡурсаҡ,кукла
368,Beutel::N,тоҡ,мешок
369,Bündel::N,төргәк,связка
370,Tasche::N,сумка,сумка
371,Eimer::N,биҙрә,ведро
372,Deckel::N,ҡапҡас,крышка
373,Geschirr::N,һауыт-һаба,посуда
374,Sack::N,тоҡ,мешок
375,Tasse::N,сынаяҡ,чашка
376,Topf::N,кәстрүл,кастрюля
377,Kessel::N,ҡаҙан,котел
378,Essen::N,ашау,еда
379,Nahrung::N,аҙыҡ,пища
380,Speise::N,аш,блюдо
381,Speise::N,аш,кушанье
382,Fleisch::N,ит,мясо
383,Getreide::N,иген,хлеб
384,Getreide::N,ашлыҡ,хлеб
385,Brei::N,бутҡа,каша
386,Brot::N,икмәк,хлеб
387,Scheibe::N,телем,ломоть
388,Fett::N,май,жир
389,Butter::N,май,масло
390,Öl::N,май буяуы,масло
391,Salz::N,тоҙ,соль
392,Suppe::N,һурпа,суп
393,Honig::N,бал,мед
394,Milch::N,һөт,молоко
395,Tee::N,сәй,чай
396,Leder::N,күн,кожа
397,Wolle::N,йөн,шерсть
398,Stoff::N,туҡыма,ткань
399,Nadel::N,энә,игла
400,Faden::N,еп,нитка
401,Knopf::N,төймә,пуговица
402,Knoten::N,төйөн,узел
403,Farbe::N,буяу,краска
404,Kleidung::N,кейем,одежда
405,Hemd::N,күлдәк,рубашка
406,Kragen::N,яға,воротник
407,Ärmel::N,ең,рукав
408,Hose::N,салбар,брюки
409,Gürtel::N,ҡайыш,пояс
410,Mütze::N,бүрк,шапка
411,Schuh::N,туфли,ботинок
412,Stiefel::N,итек,сапог
413,Ring::N,йөҙөк,кольцо
414,Ring::N,балдаҡ,кольцо
415,Band::N,таҫма,лента
416,Kamm::N,тараҡ,расческа
417,Spiegel::N,көзгө,зеркало
418,Riemen::N,ҡайыш,ремень
419,Schnur::N,бау,веревка
420,Leine::N,бау,поводок
421,Decke::N,одеяд,одеяло
422,Kissen::N,мендәр,подушка
423,Tuch::N,яулыҡ,платок
424,Handtuch::N,таҫтамал,полотенце
425,Kraft::N,көс,сила
426,Stärke::N,көс,крепость
427,Gesundheit::N,һаулыҡ,здоровье
428,Krankheit::N,сир,болезнь
429,Krankheit::N,ауырыу,болезнь
430,Schmerz::N,һыҙлау,боль
431,Schmerz::N,әрнеү,боль
432,Wunde::N,йәрәхәт,рана
433,Fieber::N,тапма,лихорадка
434,Fieber::N,тапма,температура
435,Fieber::N,биҙгәк,лихорадка
436,Fieber::N,биҙгәк,температура
437,Arznei::N,дарыу,лекарство
438,Brücke::N,күпер,мост
439,Brunnen::N,ҡоҙоҡ,колодец
440,Weide::N,көтөүлек,пастбище
441,Pfad::N,һуҡмаҡ,тропа
442,Weg::N,юл,путь
443,Weg::N,юл,дорога
444,Straße::N,урам,улица
445,Straße::N,урам,дорога
446,Dorf::N,ауыл,деревня
447,Stadt::N,ҡала,город
448,Brief::N,хат,письмо
449,Buch::N,китап,книга
450,Buch::N,кенәгә,книга
451,Buchstabe::N,хәреф,буква
452,Zeitung::N,гәзит,газета
453,Leben::N,йәшәү,жизнь
454,Tod::N,үлем,смерть
455,Grab::N,ҡәбер,могила
456,Kirche::N,сиркәү,церковь
457,Sünde::N,гөнаһ,грех
458,Gott::N,алла,бог
459,Gott::N,хоҙай,бог
460,Arbeiter::N,эшсе,рабочий
461,Chef::N,башлыҡ,начальник
462,Meister::N,оҫта,мастер
463,Arzt::N,врач,врач
464,Lehrer::N,уҡытыусы,учитель
465,Geld::N,аҡса,деньги
466,Geschäft::N,эш,занятие
467,Laden::N,магазин,магазин
468,Preis::N,хаҡ,цена
469,Ware::N,тауар,товар
470,Nutzen::N,файҙа,выгода
471,Reichtum::N,байлыҡ,богатство
472,Welt::N,донъя,мир
473,Land::N,ил,страна
474,Staat::N,дәүләт,государство
475,König::N,король,король
476,Macht::N,власть,власть
477,Grenze::N,сик,граница
478,Krieg::N,һуғыш,война
479,Feind::N,йылан,враг
480,Gewalt::N,көслөк,насилие
481,Kampf::N,көрәш,борьба
482,Bogen[Waffe]::N,йәйә,лук
483,Pfeil::N,уҡ,стрела
484,Gewehr::N,мылтыҡ,ружье
485,Fehler::N,хата,ошибка
486,Lüge::N,ялған,ложь
487,Schaden::N,зыян,вред
488,Schaden::N,зарар,вред
489,Unglück::N,ҡаза,беда
490,Schuld::N,ғәйеп,вина
491,Alter::N,йәш,возраст
492,Schluss::N,һуң,окончание
493,Schluss::N,аҙаҡ,окончание
494,Zeit::N,мәл,время
495,Zeit::N,заман,время
496,Tag::N,көн,день
497,Morgen::N,иртә,утро
498,Morgen::N,иртәнсәк,утро
499,Mittag::N,төш,полдень
500,Abend::N,кис,вечер
501,Nacht::N,төн,ночь
502,Woche::N,аҙна,неделя
503,Monat::N,ай,месяц
504,Jahr::N,йыл,год
505,Frühling::N,яҙ,весна
506,Sommer::N,йәй,лето
507,Herbst::N,көз,осень
508,Winter::N,ҡыш,зима
509,Januar::N,ғинуар,январь
510,Februar::N,февраль,февраль
511,März::N,март,март
512,April::N,апрель,апрель
513,Mai::N,май,май
514,Juni::N,июнь,июнь
515,Juli::N,июль,июль
516,August::N,август,август
517,September::N,сентябрь,сентябрь
518,Oktober::N,октябрь,октябрь
519,November::N,ноябрь,ноябрь
520,Dezember::N,декабрь,декабрь
521,Montag::N,дүшәмбе,понедельник
522,Dienstag::N,шишәмбе,вторник
523,Mittwoch::N,шаршамбы,среда
524,Donnerstag::N,кесаҙна,четверг
525,Freitag::N,йома,пятница
526,Samstag::N,шәмбе,суббота
527,Sonntag::N,йәкшәмбе,воскресенье
528,groß::A,ҙур,большой
529,klein::A,бәләкәс,маленький
530,lang::A,оҙон,длинный
531,kurz::A,ҡыҫҡа,короткий
532,breit::A,киң,широкий
533,schmal::A,тар,узкий
534,dicht::A,йыш,густой
535,dicht::A,ҡуйы,густой
536,dick[Gegenstand]::A,ҡалын,толстый
537,dünn::A,йоҡа,тонкий
538,dünn::A,нәҙек,тонкий
539,fein::A,нескә,тонкий
540,fest::A,ныҡ,крепкий
541,flach::A,яҫы,плоский
542,flach::A,ялпаҡ,плоский
543,glatt::A,шыма,гладкий
544,hart::A,ҡаты,твердый
545,weich::A,йомшаҡ,мягкий
546,rund::A,түңәрәк,круглый
547,spitz::A,осло түбәле,остроконечный
548,scharf::A,үткер,острый
549,stumpf::A,утмәҫ,тупой
550,schwer::A,ауыр,тяжелый
551,schön::A,матур,красивый
552,heiß::A,эҫе,жаркий
553,warm::A,йылы,теплый
554,kalt::A,һыуыҡ,холодный
555,kühl::A,һалҡынса,прохладный
556,frisch::A,һалҡынса,свежий
557,feucht::A,еүеш,влажный
558,feucht::A,дымлы,влажный
559,nass::A,еүеш,мокрый
560,trocken::A,кипкән,сухой
561,voll::A,тулы,полный
562,voll::A,тулы,наполненный
563,leer::A,буш,пустой
564,offen::A,асыҡ,открытый
565,geschlossen::A,ябыҡ,закрытый
566,sauber::A,таҙа,чистый
567,schmutzig::A,бысраҡ,грязный
568,roh::A,сей,сырой
569,reif::A,өлгөрғән,зрелый
570,lecker::A,тәмле,вкусный
571,süß::A,тямле,сладкий
572,süß::A,тәм-том,сладкий
573,bitter::A,әсе,горький
574,sauer::A,әсе,кислый
575,hell::A,яҡты,светлый
576,dunkel::A,ҡараңғы,темный
577,schwarz::A,ҡара,черный
578,weiß::A,аҡ,белый
579,rot::A,матур,красный
580,rot::A,һылыу,красный
581,rot::A,сибәр,красный
582,gelb::A,һары,желтый
583,blau::A,күк,синий
584,grün::A,йәшел,зеленый
585,grau::A,буҙ,серый
586,bunt::A,сыбар,пестрый
587,bunt::A,ала-ҡола,пестрый
588,billig::A,арзан,дешевый
589,teuer::A,ҡыйбатлы,дорогой
590,wertvoll::A,ҡиммәтле,ценный
591,blind::A,һуҡыр,слепой
592,taub::A,һаңғырау,глухой
593,kräftig::A,көслө,могучий
594,kräftig::A,ҡеүәтле,могучий
595,stark::A,көслө,сильный
596,stark::A,ҡеүәтле,сильный
597,schwach::A,көсһөҙ,слабый
598,fett::A,һимеҙ,жирный
599,schlank::A,зифа,стройный
600,hübsch::A,матур,прелестный
601,böse::A,асыулы,злой
602,dumm::A,иҫәр,глупый
603,faul::A,иренсәк,ленивый
604,fleißig::A,тырыш,прилежный
605,geizig::A,һаран,жадный
606,klug::A,аҡыллы,умный
607,geschickt::A,оҫта,искусный
608,lieb::A,яғымлы,милый
609,lustig::A,күңелле,веселый
610,sanft::A,йыуаш,нежный
611,hungrig::A,ас,голодный
612,krank::A,сирле,больной
613,krank::A,ауырыу,больной
614,nackt::A,яланғас,голый
615,traurig::A,яманһыу,грустный
616,lebendig::A,тере,живой
617,lebendig::A,йәнле,живой
618,gut::A,яҡшы,хороший
619,schlecht::A,хөрт,плохой
620,schlecht::A,алама,плохой
621,richtig::A,дөрөҫ,правильный
622,schlimm::A,хөрт,отвратительный
623,schlimm::A,хөрт,мерзкий
624,schlimm::A,алама,отвратительный
625,schlimm::A,алама,мерзкий
626,wahr::A,дөрөҫ,настоящий
627,alt::A,иҫке,старый
628,alt::A,боронғо,старый
629,neu::A,яңы,новый
630,ehemalig::A,элекке,бывший
631,alt[Lebewesen]::A,ҡарт,пожилой
632,jung::A,йәш,молодой
633,arm::A,фәҡир,бедный
634,reich::A,бай,богатый
635,bekannt::A,таныш,знакомый
636,berühmt::A,атаҡлы,знаменитый
637,berühmt::A,данлыҡлы,знаменитый
638,fremd::A,ят,чужой
639,fremd::A,сит,чужой
640,verschieden::A,төрлө,разный
641,nah::A,яҡын,близкий
642,fern::A,алыҫ,далекий
643,fern::A,йыраҡ,далекий
644,linker::A,һул,левый
645,rechter::A,уң,правый
646,anderer::A,бутән,другой
647,erster::A,тәүге,первый
648,zweiter::A,икенсе,второй
649,dritter::A,өсөнсө,третий
650,letzter::A,һуңғы,последний
651,allein::ADV,бер үҙе,один
652,allein::ADV,яңғыҙ,один
653,auf einmal::ADV,бер юлы,сразу
654,zusammen::ADV,бергә,вместе
655,lange::ADV,оҙаҡ,долго
656,plötzlich::ADV,ҡапыл,вдруг
657,sofort::ADV,шунда уҡ,тотчас
658,später::ADV,һуңыраҡ,позже
659,jetzt::ADV,хәҙер,сейчас
660,heute::ADV,бөгөн,сегодня
661,morgen::ADV,иртәгә,завтра
662,bald::ADV,тиҙҙән,скоро
663,dann::ADV,һуңынан,потом
664,gestern::ADV,кисә,вчера
665,einst::ADV,ҡасандыр,однажды
666,einst::ADV,бер баҡыт,однажды
667,damals::ADV,ул саҡта,тогда
668,danach::ADV,һуңынан,затем
669,vorher::ADV,элек,раньше
670,zuerst::ADV,башта,сперва
671,einmal::ADV,бер,раз
672,manchmal::ADV,ҡайһы берҙә,иногда
673,oft::ADV,йыш,часто
674,immer::ADV,һәр ҡасан,всегда
675,niemals::ADV,бер ҡасан да,никогда
676,niemals::ADV,бер ваҡытта ла,никогда
677,hier::ADV,бында,здесь
678,hierhin::ADV,бында,сюда
679,von hier::ADV,бынан,отсюда
680,von hier::ADV,ошонан,отсюда
681,dort::ADV,шунда,там
682,dort::ADV,тегендә,там
683,dorthin::ADV,шунда,туда
684,dorthin::ADV,тегеләй,туда
685,geradeaus::ADV,тура,прямо
686,vorwärts::ADV,алға,вперед
687,rückwärts::ADV,кирегә,назад
688,zurück::ADV,кирегә,обратно
689,unten::ADV,түбәндә,внизу
690,hinab::ADV,түбәнгә,вниз
691,oben::ADV,юғарыла,наверху
692,hinauf::ADV,юғарыға,вверх
693,überall::ADV,бөтә урында,везде
694,nicht::ADV,тугел,не
695,ein wenig::ADV,аҙ,немного
696,kaum::ADV,көскә,едва
697,kaum::ADV,саҡ-саҡ,едва
698,sehr::ADV,ифат,очень
699,so::ADV,шулай,так
700,noch::ADV,йәнә,еще
701,nur::ADV,бары,только
702,schon::ADV,инде,уже
703,wieder::ADV,тағы,опять
704,vergebens::ADV,бушҡа,напрасно
705,vor::PRP,алдында,перед
706,hinter::PRP,артында,за
707,hinter::PRP,артында,позади
708,unter::PRP,аҫтында,под
709,durch::PRP,үтә,сквозь
710,neben::PRP,эргәһендә,возле
711,zwischen::PRP,араһында,между
712,wegen::PRP,өсөн,из-за
713,wegen::PRP,сәбәпле,из-за
714,dies::PRN,был,это
715,dies::PRN,ошо,это
716,das::PRN,ул,то
717,alles::PRN,бөтә,все
718,ich::PRN,мин,я
719,du::PRN,һин,ты
720,er::PRN,ул,он
721,wir::PRN,беҙ,мы
722,ihr::PRN,һеҙ,вы
723,sie::PRN,улар,они
724,was::FPRN,ә,что
725,was::FPRN,ни,что
726,was::FPRN,нәмә,что
727,wer::FPRN,ҡем,кто
728,wo::FADV,ҡайҙа,где
729,wohin::FADV,ҡайҙа,куда
730,wie::FADV,инидәй,как
731,warum::FADV,ин өсөн,почему
732,wieviel::FNUM,күпме,сколько
733,eins::NUM,бер,один
734,zwei::NUM,ике,два
735,zwei::NUM,икәү,два
736,drei::NUM,өс,три
737,vier::NUM,дүрт,четыре
738,fünf::NUM,биш,пять
739,sechs::NUM,алты,шесть
740,sieben::NUM,ете,семь
741,acht::NUM,һигеҙ,восемь
742,neun::NUM,туғыҙ,девять
743,zehn::NUM,ун,десять
744,elf::NUM,ун бер,одиннадцать
745,zwölf::NUM,ун ике,двенадцать
746,zwanzig::NUM,егерме,двадцать
747,dreißig::NUM,утыҙ,тридцать
748,vierzig::NUM,ҡырҡ,сорок
749,fünfzig::NUM,илле,пятьдесят
750,sechzig::NUM,алтмыш,шестьдесят
751,siebzig::NUM,етмеш,семьдесят
752,achtzig::NUM,һикһән,восемьдесят
753,neunzig::NUM,туҡһан,девяносто
754,hundert::NUM,йөҙ,сто
755,tausend::NUM,мең,тысяча
756,und::CNJ,да,и
757,oder::CNJ,йәки,или
758,oder::CNJ,йәки,либо
759,stehen::V,тороу,стоять
760,sitzen::V,ултырыу,сидеть
761,liegen::V,ятыу,лежать
762,hängen::V,аҫылынып тороу,висеть
763,werden::V,булыу,стать
764,passieren::V,булыу,случиться
765,beginnen::V,башлау,начаться
766,enden::V,бөтөү,кончиться
767,enden::V,тамамланыү,кончиться
768,wechseln::V,үҙгәреү,меняться
769,aufgehen[Sonne]::V,ҡалҡыу,взойти
770,untergehen[Sonne]::V,байыу,зайти
771,scheinen[Sonne]::V,яҡтыртып тороу,светить
772,donnern::V,күкрәү,греметь
773,wehen::V,иҫеү,дуть
774,strömen::V,ташыу,литься
775,fließen::V,ағыу,течь
776,sich drehen::V,әйләнеү,вращаться
777,schwanken::V,тирбәлеү,колебаться
778,schwingen::V,бәүетеү,качаться
779,fallen::V,йығылыу,падать
780,brennen::V,яныу,гореть
781,rauchen::V,төтәү,дымить
782,regnen::V,ямғыр яуа,дождить
783,gefrieren::V,туңыү,замерзнуть
