,Concept_ID,sv,lt
194,Vogel::N,fågel,paukštis
195,Schwarm::N,svärm,spiečius
196,Huhn::N,höns,višta
197,Hahn::N,tupp,gaidys
198,Gans::N,gås,žąsis
199,Adler::N,örn,erelis
200,Ente::N,anka,antis
201,Eule::N,uggla,pelėda
202,Kranich::N,trana,gervė
203,Krähe::N,kråka,varna
204,Kuckuck::N,gök,gegužė
205,Schwan::N,svan,gulbė
206,Fisch::N,fisk,žuvis
207,Barsch::N,abborre,ešerys
208,Hecht::N,gädda,lydeka
209,Schlange[Tier]::N,orm,gyvatė
210,Wurm::N,mask,kirmėlė
211,Spinne::N,spindel,voras
212,Ameise::N,myra,skruzdė
213,Laus::N,lus,utėlė
214,Mücke::N,mygga,uodas
215,Fliege::N,fluga,musė
216,Schmetterling::N,fjäril,drugys
217,Schmetterling::N,fjäril,peteliškė
218,Beere::N,bär,uoga
219,Apfel::N,äpple,obuolys
220,Pilz::N,svamp,grybas
221,Zwiebel::N,lök,svogūnas
222,Saat::N,sådd,sėkla
223,Korn::N,korn,grūdai
224,Heu::N,hö,šienas
225,Schale::N,skal,žievelė
226,Grube::N,grop,duobė
227,Falle::N,fälla,pinklės
228,Falle::N,fälla,žabangai
229,Schlinge::N,snara,kilpa
230,Spur::N,spår,vėžė
231,Spur::N,spår,pėdos
232,Spur::N,spår,pėdsakas
233,Asche::N,aska,pelenai
234,Dreck::N,lort,purvas
235,Eisen::N,järn,geležis
236,Gold::N,guld,auksas
237,Silber::N,silver,sidabras
238,Kohle::N,kol,anglis
239,Glas::N,glas,stiklas
240,Lehm::N,lera,molis
241,Sand::N,sand,smėlis
242,Mensch::N,människa,žmogus
243,Mann::N,man,vyras
244,Mann::N,man,vyriškis
245,Frau::N,kvinna,moteris
246,Kind::N,barn,vaikas
247,Junge::N,pojke,vaikinas
248,Junge::N,pojke,berniukas
249,Mädchen::N,flicka,mergytė
250,Mädchen::N,flicka,mergaitė
251,Familie::N,familj,šeima
252,Großvater::N,morfar,senelis
253,Großmutter::N,farmor,senelė
254,Eltern::N,föräldrar,tėvai
255,Vater::N,far,tėvas
256,Mutter::N,mor,motina
257,Sohn::N,son,sūnus
258,Tochter::N,dotter,duktė
259,Bruder::N,bror,brolis
260,Schwester::N,syster,sesuo
261,Onkel::N,morbror,dėdė
262,Tante::N,tant,teta
263,Ehemann::N,äkta man,vyras
264,Ehefrau::N,hustru,žmona
265,Freude::N,fröjd,džiaugsmas
266,Freude::N,glädje,džiaugsmas
267,Gelächter::N,åtlöje,juokas
268,Glück::N,lycka,laimė
269,Kummer::N,sorg,vargas
270,Kummer::N,sorg,rūpestis
271,Wunsch::N,önskan,troškimas
272,Wunsch::N,önskan,pageidavimas
273,Lust::N,lust,noras
274,Lust::N,lust,geidulys
275,Geist::N,ande,dvasia
276,Gedanke::N,tanke,mintis
277,Gedächtnis::N,minne,atmintis
278,Verstand::N,förstånd,protas
279,Sinn::N,mening,prasmė
280,Sinn::N,betydelse,prasmė
281,Grund::N,skäl,priežastis
282,Grund::N,grund,priežastis
283,Wahrheit::N,sanning,tiesa
284,Wahrheit::N,sanning,teisybė
285,Gespräch::N,samtal,pokalbis
286,Märchen::N,saga,pasaka
287,Erzählung::N,berättelse,apsakymas
288,Erzählung::N,berättelse,pasakojimas
289,Nachricht::N,meddelande,žinia
290,Neuigkeit::N,nyhet,naujiena
291,Name::N,namn,vardas
292,Rätsel::N,gåta,mįslė
293,Rede::N,tal,kalba
294,Sprache::N,språk,kalba
295,Stimme::N,stämma,balsas
296,Wort::N,ord,žodis
297,Zeichen::N,tecken,žymė
298,Zeichen::N,tecken,ženklas
299,Ruf::N,rop,šauksmas
300,Lärm::N,bråk,triukšmas
301,Lärm::N,oväsen,triukšmas
302,Laut::N,ljud,garsas
303,Ton::N,ton,tonas
304,Ton::N,ton,garsas
305,Lied::N,sång,daina
306,Lied::N,sång,giesmė
307,Ruhe::N,ro,ramybė
308,Ruhe::N,ro,ramumas
309,Ruhe::N,lugn,ramybė
310,Ruhe::N,lugn,ramumas
311,Leute::N,folk,žmonės
312,Volk::N,folk,tauta
313,Arbeit::N,arbete,darbas
314,Arbeit::N,arbete,triūsas
315,Gast::N,gäst,svečias
316,Geschenk::N,gåva,dovana
317,Geschenk::N,present,dovana
318,Spiel::N,lek,žaismas
319,Spiel::N,lek,žaidimas
320,Spiel::N,spel,žaismas
321,Spiel::N,spel,žaidimas
322,Gesellschaft::N,sällskap,draugija
323,Gesellschaft::N,sällskap,kompanija
324,Hilfe::N,hjälp,pagalba
325,Freund::N,vän,draugas
326,Freund::N,vän,bičiulis
327,Kamerad::N,kamrat,draugas
328,Angelegenheit::N,ärende,dalykas
329,Angelegenheit::N,ärende,reikalas
330,Angelegenheit::N,angelägenhet,dalykas
331,Angelegenheit::N,angelägenhet,reikalas
332,Anzahl::N,antal,kiekis
333,Anzahl::N,antal,skaičius
334,Art::N,art,rūšis
335,Art::N,slag,rūšis
336,Stück::N,stycke,gabalas
337,Teil::N,del,dalis
338,Hälfte::N,halva,pusė
339,Kreis::N,krets,ratas
340,Kreis::N,krets,apskritis
341,Kreis::N,krets,apskritimas
342,Kreis::N,cirkel,ratas
343,Kreis::N,cirkel,apskritis
344,Kreis::N,cirkel,apskritimas
345,Kreuz::N,kors,kryžius
346,Kreuz::N,kryss,kryžius
347,Linie::N,linje,linija
348,Strich::N,streck,brėžis
349,Strich::N,streck,brūkšnys
350,Abstand::N,avstånd,atstumas
351,Entfernung::N,avstånd,atstumas
352,Gegend::N,trakt,vietovė
353,Platz::N,plats,vieta
354,Ort::N,plats,vieta
355,Ort::N,plats,vietovė
356,Ort::N,ställe,vieta
357,Ort::N,ställe,vietovė
358,Seite::N,sida,pusė
359,Seite::N,sida,šonas
360,Mitte::N,mitt,vidurys
361,Gegenstand::N,föremål,dalykas
362,Sache::N,sak,daiktas
363,Rand::N,rand,kraštas
364,Rand::N,rand,pakraštys
365,Kante::N,kant,kraštas
366,Ecke::N,vrå,kertė
367,Ecke::N,vrå,kampas
368,Ecke::N,hörn,kertė
369,Ecke::N,hörn,kampas
370,Spitze::N,spets,priekis
371,Spitze::N,spets,priešakys
372,Ende::N,ända,galas
373,Loch::N,hål,skylė
374,Winkel::N,vinkel,kampas
375,Winkel::N,vinkel,kampelis
376,Muster::N,mönster,raštas
377,Größe::N,storlek,dydis
378,Größe::N,storlek,didumas
379,Länge::N,längd,ilgis
380,Länge::N,längd,ilgumas
381,Höhe::N,höjd,aukštis
382,Höhe::N,höjd,aukštuma
383,Gewicht::N,tyngd,svoris
384,Gewicht::N,tyngd,svarstis
385,Menge::N,mängd,kiekis
386,Menge::N,mängd,daugybė
387,Haufen::N,hög,krūva
388,Haufen::N,hög,šūsnis
389,Reihe::N,rad,greta
390,Boot::N,båt,valtis
391,Boot::N,båt,laivelis
392,Ruder::N,åra,irklas
393,Schlitten::N,släde,rogės
394,Schlitten::N,släde,rogutės
395,Ski::N,skida,slidė
396,Lagerfeuer::N,lägereld,laužas
397,Last::N,last,našta
398,Last::N,last,nešulys
399,Last::N,börda,našta
400,Last::N,börda,nešulys
401,Gang::N,gång,eisena
402,Schritt::N,steg,žingsnis
403,Norden::N,norr,šiaurė
404,Norden::N,norr,žiemiai
405,Süden::N,söder,pietūs
406,Westen::N,väster,vakarai
407,Osten::N,öster,rytai
408,Holz::N,trä,mediena
409,Brett::N,bräda,lenta
410,Platte::N,platta,plokštė
411,Stütze::N,stöd,atrama
412,Stütze::N,stöd,atspara
413,Stütze::N,stötta,atrama
414,Stütze::N,stötta,atspara
415,Stange::N,stång,lazda
416,Stange::N,stång,kartis
417,Stock::N,käpp,lazda
418,Stock::N,pinne,lazda
419,Stab::N,stav,kartis
420,Rohr::N,rör,vamzdis
421,Haus::N,hus,namas
422,Heim::N,hem,namai
423,Ofen::N,ugn,krosnis
424,Fußboden::N,golv,grindys
425,Tisch::N,bord,stalas
426,Stuhl::N,stol,kėdė
427,Wiege::N,vagga,lopšys
428,Bett::N,säng,lova
429,Bett::N,säng,patalai
430,Regal::N,hylla,lentyna
431,Kiste::N,låda,dėžė
432,Fenster::N,fönster,langas
433,Tür::N,dörr,durys
434,Tor::N,port,vartai
435,Zaun::N,staket,tvora
436,Zaun::N,stängsel,tvora
437,Dach::N,tak,stogas
438,Leiter::N,stege,kopėčios
439,Besen::N,kvast,šluota
440,Spaten::N,spade,lopeta
441,Spaten::N,spade,kastuvas
442,Schaufel::N,skovel,semtuvas
443,Schaufel::N,skyffel,semtuvas
444,Gabel::N,gaffel,šakutė
445,Löffel::N,sked,šaukštas
446,Messer::N,kniv,peilis
447,Nagel::N,spik,vinis
448,Netz::N,nät,tinklas
449,Haken::N,krok,vagis
450,Haken::N,krok,kablys
451,Griff::N,tag,kotas
452,Griff::N,tag,rankena
453,Griff::N,handtag,kotas
454,Griff::N,handtag,rankena
455,Schloss::N,las,spyna
456,Schloss::N,las,užraktas
457,Bild::N,bild,paveikslas
458,Figur::N,figur,figūra
459,Puppe::N,docka,lėlė
460,Beutel::N,påse,krepšys
461,Beutel::N,påse,maišelis
462,Bündel::N,bunt,ryšulys
463,Bündel::N,knippa,ryšulys
464,Tasche::N,väska,krepšelis
465,Eimer::N,hink,kibiras
466,Eimer::N,ämbar,kibiras
467,Deckel::N,lock,dangtis
468,Geschirr::N,servis,indai
469,Geschirr::N,porslin,indai
470,Sack::N,säck,maišas
471,Tasse::N,kopp,puodukas
472,Topf::N,gryta,puodas
473,Topf::N,kastrull,puodas
474,Kessel::N,kittel,katilas
475,Essen::N,mål,valgis
476,Nahrung::N,näring,penas
477,Nahrung::N,näring,maistas
478,Speise::N,maträtt,patiekalas
479,Fleisch::N,kött,mėsa
480,Getreide::N,säd,javai
481,Getreide::N,spannmål,javai
482,Brei::N,gröt,košė
483,Brot::N,bröd,duona
484,Scheibe::N,skiva,riekė
485,Fett::N,fett,taukai
486,Fett::N,fett,riebalai
487,Butter::N,smör,sviestas
488,Öl::N,olja,aliejus
489,Salz::N,salt,druska
490,Suppe::N,soppa,sriuba
491,Honig::N,honung,medus
492,Milch::N,mjölk,pienas
493,Tee::N,te,arbata
494,Leder::N,läder,oda
495,Wolle::N,ull,vilna
496,Wolle::N,ylle,vilna
497,Stoff::N,tyg,audeklas
498,Stoff::N,stoff,audeklas
499,Nadel::N,nål,adata
500,Faden::N,tråd,gija
501,Faden::N,tråd,siūlas
502,Knopf::N,knapp,saga
503,Knoten::N,knut,mazgas
504,Farbe::N,färg,dažai
505,Kleidung::N,klädsel,rūbai
506,Kleidung::N,klädsel,drabužiai
507,Hemd::N,skjorta,marškiniai
508,Kragen::N,krage,apykaklė
509,Ärmel::N,ärm,rankovė
510,Hose::N,byxor,kelnės
511,Gürtel::N,bälte,juosta
512,Gürtel::N,bälte,diržas
513,Mütze::N,mössa,kepurė
514,Schuh::N,sko,batas
515,Stiefel::N,stövel,auliniai batai
516,Ring::N,ring,žiedas
517,Band::N,band,kaspinas
518,Kamm::N,kam,šukos
519,Spiegel::N,spegel,veidrodis
520,Riemen::N,rem,diržas
521,Schnur::N,snöre,virvė
522,Leine::N,lina,pavadėlis
523,Decke::N,täcke,antklodė
524,Kissen::N,dyna,pagalvė
525,Kissen::N,dyna,priegalvis
526,Kissen::N,kudde,pagalvė
527,Kissen::N,kudde,priegalvis
528,Tuch::N,sjal,skarelė
529,Handtuch::N,handduk,rankšluostis
530,Kraft::N,kraft,jėga
531,Stärke::N,styrka,stiprumas
532,Gesundheit::N,hälsa,sveikata
533,Krankheit::N,sjukdom,liga
534,Schmerz::N,smärta,skausmas
535,Wunde::N,sår,žaizda
536,Fieber::N,feber,karštis
537,Arznei::N,medicin,vaistas
538,Arznei::N,läkemedel,vaistas
539,Brücke::N,bro,tiltas
540,Brunnen::N,brunn,šulinys
541,Weide::N,bete,ganykla
542,Weide::N,bete,gluosnis
543,Pfad::N,stig,takas
544,Weg::N,väg,kelias
545,Straße::N,gata,gatvė
546,Dorf::N,by,kaimas
547,Dorf::N,by,sodžius
548,Stadt::N,stad,miestas
549,Brief::N,brev,laiškas
550,Buch::N,bok,knyga
551,Buchstabe::N,bokstav,raidė
552,Zeitung::N,tidning,laikraštis
553,Leben::N,liv,gyvybė
554,Leben::N,liv,gyvenimas
555,Tod::N,död,mirtis
556,Grab::N,grav,kapas
557,Kirche::N,kyrka,bažnyčia
558,Sünde::N,synd,nuodėmė
559,Sünde::N,synd,nusidėjimas
560,Gott::N,gud,dievas
561,Arbeiter::N,arbetare,darbininkas
562,Chef::N,chef,šefas
563,Chef::N,chef,vadovas
564,Chef::N,chef,viršininkas
565,Meister::N,mästare,meistras
566,Arzt::N,läkare,gydytojas
567,Lehrer::N,lärare,mokytojas
568,Geld::N,pengar,pinigai
569,Geschäft::N,rörelse,biznis
570,Laden::N,affär,krautuvė
571,Laden::N,affär,parduotuvė
572,Preis::N,pris,kaina
573,Ware::N,vara,prekė
574,Nutzen::N,gagn,nauda
575,Nutzen::N,gagn,pelnas
576,Nutzen::N,nytta,nauda
577,Nutzen::N,nytta,pelnas
578,Reichtum::N,rikedom,turtas
579,Welt::N,värld,pasaulis
580,Land::N,land,žemė
581,Land::N,land,šalis
582,Staat::N,stat,valstija
583,König::N,kung,karalius
584,König::N,konung,karalius
585,Macht::N,makt,galia
586,Macht::N,makt,valdžia
587,Grenze::N,gräns,riba
588,Grenze::N,gräns,siena
589,Krieg::N,krig,karas
590,Feind::N,fiende,priešas
591,Gewalt::N,våld,jėga
592,Gewalt::N,våld,smurtas
593,Gewalt::N,våld,prievarta
594,Kampf::N,kamp,kova
595,Kampf::N,strid,kova
596,Bogen[Waffe]::N,båge,lankas
597,Pfeil::N,pil,strėlė
598,Gewehr::N,gevär,šautuvas
599,Fehler::N,fel,klaida
600,Lüge::N,lögn,melas
601,Schaden::N,skada,nuostolis
602,Schaden::N,skada,apgadinimas
603,Unglück::N,otur,nelaimė
604,Unglück::N,olycka,nelaimė
605,Schuld::N,skuld,kaltė
606,Alter::N,ålder,amžius
607,Schluss::N,slut,pabaiga
608,Zeit::N,tid,laikas
609,Tag::N,dag,diena
610,Morgen::N,morgon,rytas
611,Mittag::N,middag,vidurdienis
612,Abend::N,kväll,vakaras
613,Nacht::N,natt,naktis
614,Woche::N,vecka,savaitė
615,Monat::N,månad,mėnuo
616,Jahr::N,år,metai
617,Frühling::N,vår,pavasaris
618,Sommer::N,sommar,vasara
619,Herbst::N,höst,ruduo
620,Winter::N,vinter,žiema
621,Januar::N,januari,sausis
622,Februar::N,februari,vasaris
623,März::N,mars,kovas
624,April::N,april,balandis
625,Mai::N,maj,gegužė
626,Juni::N,juni,birželis
627,Juli::N,juli,liepa
628,August::N,augusti,rugpjūtis
629,September::N,september,rugsėjis
630,Oktober::N,oktober,spalis
631,November::N,november,lapkritis
632,Dezember::N,december,gruodis
633,Montag::N,måndag,pirmadienis
634,Dienstag::N,tisdag,antradienis
635,Mittwoch::N,onsdag,trečiadienis
636,Donnerstag::N,torsdag,ketvirtadienis
637,Freitag::N,fredag,penktadienis
638,Samstag::N,lördag,šeštadienis
639,Sonntag::N,söndag,sekmadienis
640,groß::A,stor,didis
641,groß::A,stor,didelis
642,klein::A,liten,mažas
643,lang::A,lång,ilgas
644,kurz::A,kort,trumpas
645,breit::A,bred,platus
646,schmal::A,smal,smulkus
647,dicht::A,tät,tankus
648,dick[Gegenstand]::A,tjock,storas
649,dünn::A,tunn,plonas
650,fein::A,fin,smulkus
651,fest::A,fast,kietas
652,fest::A,fast,tvirtas
653,flach::A,platt,lėkštas
654,flach::A,platt,plokščias
655,glatt::A,glatt,slidus
656,hart::A,hård,kietas
657,weich::A,mjuk,minkštas
658,rund::A,rund,apvalus
659,rund::A,rund,apskritas
660,spitz::A,toppig,aštrus
661,spitz::A,toppig,smailus
662,spitz::A,spetsig,aštrus
663,spitz::A,spetsig,smailus
664,scharf::A,vass,aštrus
665,scharf::A,skarp,aštrus
666,stumpf::A,slö,bukas
667,stumpf::A,slö,atšipęs
668,schwer::A,tung,sunkus
669,schön::A,skön,gražus
670,schön::A,vacker,gražus
671,heiß::A,het,karštas
672,warm::A,varm,šiltas
673,kalt::A,kall,šaltas
674,kühl::A,sval,vėsus
675,kühl::A,sval,bejausmis
676,kühl::A,kylig,vėsus
677,kühl::A,kylig,bejausmis
678,frisch::A,färsk,šviežias
679,feucht::A,fuktig,drėgnas
680,nass::A,våt,šlapias
681,trocken::A,torr,sausas
682,voll::A,full,pilnas
683,leer::A,tom,tuščias
684,offen::A,öppen,atviras
685,geschlossen::A,stängd,uždaras
686,geschlossen::A,stängd,uždarytas
687,sauber::A,ren,švarus
688,schmutzig::A,snuskig,nešvarus
689,schmutzig::A,snuskig,purvinas
690,roh::A,rå,žalias
691,reif::A,mogen,prinokęs
692,reif::A,mogen,pribrendęs
693,lecker::A,läcker,gardus
694,süß::A,söt,saldus
695,bitter::A,besk,kartus
696,bitter::A,bitter,kartus
697,sauer::A,sur,gižus
698,sauer::A,sur,rūgštus
699,hell::A,ljus,šviesus
700,hell::A,ljus,skaistus
701,dunkel::A,mörk,tamsus
702,schwarz::A,svart,juodas
703,weiß::A,vit,baltas
704,rot::A,röd,raudonas
705,gelb::A,gul,geltonas
706,blau::A,blå,mėlynas
707,grün::A,grön,žalias
708,grau::A,grå,pilkas
709,bunt::A,brokig,margas
710,bunt::A,brokig,spalvotas
711,billig::A,billig,pigus
712,teuer::A,dyr,brangus
713,wertvoll::A,värdefull,vertingas
714,blind::A,blind,aklas
715,taub::A,döv,kurčias
716,kräftig::A,kraftig,stiprus
717,stark::A,stark,stiprus
718,schwach::A,svag,silpnas
719,fett::A,fet,riebus
720,schlank::A,slank,laibas
721,schlank::A,slank,lieknas
722,hübsch::A,snygg,gražus
723,hübsch::A,vacker,gražus
724,böse::A,ond,blogas
725,böse::A,elak,blogas
726,dumm::A,dum,paikas
727,dumm::A,dum,kvailas
728,faul::A,lat,tingus
729,fleißig::A,flitig,stropus
730,fleißig::A,flitig,kruopštus
731,geizig::A,snål,šykštus
732,geizig::A,girig,šykštus
733,klug::A,klok,sumanus
734,klug::A,klok,protingas
735,geschickt::A,händig,apsukrus
736,geschickt::A,skicklig,apsukrus
737,lieb::A,kär,mielas
738,lieb::A,snäll,mielas
739,lustig::A,rolig,smagus
740,lustig::A,rolig,linksmas
741,lustig::A,lustig,smagus
742,lustig::A,lustig,linksmas
743,sanft::A,mild,švelnus
744,sanft::A,mild,minkštas
745,hungrig::A,hungrig,alkanas
746,krank::A,sjuk,ligotas
747,krank::A,sjuk,sergantis
748,nackt::A,naken,nuogas
749,traurig::A,ledsen,liūdnas
750,traurig::A,sorgsen,liūdnas
751,lebendig::A,levande,gyvas
752,gut::A,bra,geras
753,schlecht::A,dålig,blogas
754,schlecht::A,dålig,prastas
755,richtig::A,riktig,tikras
756,richtig::A,riktig,teisingas
757,schlimm::A,illa,blogas
758,schlimm::A,illa,prastas
759,wahr::A,sann,tikras
760,alt::A,gammal,senas
761,neu::A,ny,naujas
762,ehemalig::A,forn,buvęs
763,ehemalig::A,tidigare,buvęs
764,alt[Lebewesen]::A,gammal,pagyvenęs
765,jung::A,ung,jaunas
766,arm::A,fattig,neturtingas
767,reich::A,rik,turtingas
768,bekannt::A,känd,žinomas
769,bekannt::A,känd,pažįstamas
770,berühmt::A,berömd,žymus
771,berühmt::A,berömd,garsus
772,fremd::A,främmande,svetimas
773,verschieden::A,åtskillig,įvairus
774,nah::A,nära,artimas
775,fern::A,fjärran,tolimas
776,linker::A,vänster,kairys
777,rechter::A,höger,dešinys
778,anderer::A,annan,kitas
779,erster::A,första,pirmas
780,zweiter::A,andra,antras
781,dritter::A,tredje,trečias
782,letzter::A,sist,paskutinis
783,allein::ADV,allena,vienas
784,auf einmal::ADV,på en gång,iš karto
785,zusammen::ADV,tillsammans,kartu
786,zusammen::ADV,tillsammans,drauge
787,lange::ADV,länge,ilgai
788,plötzlich::ADV,plötsligt,staiga
789,sofort::ADV,strax,tuojau
790,sofort::ADV,genast,tuojau
791,später::ADV,senare,vėliau
792,später::ADV,senare,paskiau
793,jetzt::ADV,nu,dabãr
794,heute::ADV,i dag,šiandien
795,morgen::ADV,i morgon,rytoj
796,bald::ADV,snart,greitai
797,bald::ADV,snart,netrukus
798,dann::ADV,då,po to
799,gestern::ADV,i går,vakar
800,einst::ADV,en gång,kadaise
801,einst::ADV,en gång,kitą kartą
802,damals::ADV,då,anuomet
803,damals::ADV,då,anuokart
804,damals::ADV,den gången,anuomet
805,damals::ADV,den gången,anuokart
806,danach::ADV,därefter,po to
807,danach::ADV,därefter,paskui
808,vorher::ADV,före,anksčiau
809,vorher::ADV,förut,anksčiau
810,zuerst::ADV,först,pirma
811,zuerst::ADV,först,iš pradžių̃
812,einmal::ADV,en gång,kartą
813,einmal::ADV,en gång,vieną kartą
814,manchmal::ADV,ibland,kai kada
815,oft::ADV,ofta,dažnai
816,immer::ADV,alltid,visada
817,immer::ADV,alltid,visuomet
818,niemals::ADV,aldrig,niekada
819,niemals::ADV,aldrig,niekuomet
820,hier::ADV,här,čia
821,hierhin::ADV,hit,šen
822,hierhin::ADV,hit,čionai
