,Concept_ID,da,be
178,Wurm::N,orm,чарвяк
179,Spinne::N,edderkop,павук
180,Ameise::N,myre,мурашка
181,Laus::N,lus,вош
182,Mücke::N,myg,камар
183,Fliege::N,flue,муха
184,Schmetterling::N,sommerfugl,матыль
185,Beere::N,bær,ягада
186,Apfel::N,æble,яблык
187,Pilz::N,svamp,грыб
188,Zwiebel::N,løg,цыбуля
189,Saat::N,sæd,семя
190,Korn::N,korn,зерне
191,Heu::N,hø,сена
192,Schale::N,skræl,шалупінне
193,Grube::N,grav,яма
194,Falle::N,fælde,пастка
195,Schlinge::N,snare,сіло
196,Spur::N,spor,след
197,Asche::N,aske,попел
198,Dreck::N,snavs,бруд
199,Eisen::N,jern,жалеза
200,Gold::N,guld,золата
201,Silber::N,sølv,сребра
202,Kohle::N,kul,вугаль
203,Glas::N,glas,шкло
204,Lehm::N,ler,гліна
205,Sand::N,sand,пясок
206,Mensch::N,mennesge,чалавек
207,Mann::N,mand,мужчына
208,Frau::N,kvinde,жанчына
209,Kind::N,barn,дзіця
210,Junge::N,dreng,хлопчык
211,Mädchen::N,pige,дзяўчынка
212,Familie::N,familie,сямʼя
213,Großvater::N,bedstefar,дзядуля
214,Großmutter::N,bedstemor,бабуля
215,Eltern::N,forældre,бацькі
216,Vater::N,far,бацька
217,Mutter::N,mor,маці
218,Sohn::N,søn,сын
219,Tochter::N,datter,дачка
220,Bruder::N,bror,брат
221,Schwester::N,søster,сястра
222,Onkel::N,onkel,дзядзька
223,Tante::N,tante,цётка
224,Ehemann::N,ægtemand,муж
225,Ehefrau::N,hustru,жонка
226,Freude::N,glæde,радасць
227,Gelächter::N,latter,смех
228,Glück::N,lykke,шчасце
229,Kummer::N,sorg,гора
230,Wunsch::N,ønske,жаданне
231,Lust::N,lyst,цяга
232,Geist::N,ånd,дух
233,Gedanke::N,tanke,думка
234,Gedächtnis::N,hukommelse,памяць
235,Verstand::N,forstand,розум
236,Sinn::N,mening,сэнс
237,Sinn::N,betydning,сэнс
238,Grund::N,grund,зачэпка
239,Wahrheit::N,sandhed,праўда
240,Gespräch::N,samtale,размова
241,Märchen::N,eventyr,казка
242,Erzählung::N,fortælling,расказ
243,Erzählung::N,fortælling,апавяданне
244,Nachricht::N,efterretning,вестка
245,Nachricht::N,efterretning,паведамленне
246,Neuigkeit::N,nyhed,навіна
247,Name::N,navn,імя
248,Rätsel::N,gåde,загадка
249,Rede::N,tale,прамова
250,Sprache::N,sprog,мова
251,Stimme::N,stemme,голас
252,Wort::N,ord,слова
253,Zeichen::N,tegn,знак
254,Ruf::N,råb,кліч
255,Lärm::N,larm,шум
256,Laut::N,lyd,гук
257,Ton::N,tone,гучанне
258,Lied::N,sang,песня
259,Ruhe::N,ro,спакой
260,Ruhe::N,hvile,спакой
261,Leute::N,folk,людзі
262,Leute::N,mennesker,людзі
263,Volk::N,folk,народ
264,Arbeit::N,arbejde,праца
265,Arbeit::N,arbejde,работа
266,Gast::N,gæst,госць
267,Geschenk::N,gave,падарунак
268,Spiel::N,leg,гульня
269,Gesellschaft::N,selskab,таварыства
270,Hilfe::N,hjælp,дапамога
271,Freund::N,ven,друг
272,Freund::N,ven,сябар
273,Kamerad::N,kammerat,прыяцель
274,Angelegenheit::N,sag,справа
275,Angelegenheit::N,anliggende,справа
276,Anzahl::N,antal,колькасць
277,Art::N,art,від
278,Stück::N,stykke,кусок
279,Stück::N,stykke,кавалак
280,Teil::N,del,частка
281,Hälfte::N,halvdel,палова
282,Hälfte::N,halvdel,палавіна
283,Kreis::N,cirkel,круг
284,Kreuz::N,kors,крыж
285,Kreuz::N,kryds,крыж
286,Linie::N,linie,лінія
287,Strich::N,streg,рыса
288,Abstand::N,afstand,прамежак
289,Entfernung::N,afstand,адлегласць
290,Gegend::N,egn,мясцовасць
291,Platz::N,plads,месца
292,Ort::N,sted,месца
293,Seite::N,side,бок
294,Mitte::N,midte,сярэдзіна
295,Gegenstand::N,genstand,прадмет
296,Sache::N,sag,рэч
297,Rand::N,rand,край
298,Kante::N,kant,руб
299,Kante::N,kant,кант
300,Ecke::N,hjørne,вугал
301,Spitze::N,spids,кончык
302,Ende::N,ende,канец
303,Loch::N,hul,дзірка
304,Winkel::N,vinkel,вугал
305,Muster::N,mønster,узор
306,Größe::N,størrelse,памер
307,Länge::N,længde,даўжыня
308,Höhe::N,højde,вышыня
309,Gewicht::N,vægt,вага
310,Menge::N,mængde,колькасць
311,Haufen::N,bunke,куча
312,Reihe::N,række,рад
313,Boot::N,båd,лодка
314,Ruder::N,åre,вясло
315,Schlitten::N,kælk,сані
316,Schlitten::N,slæde,сані
317,Ski::N,ski,лыжа
318,Lagerfeuer::N,lejrbål,вогнішча
319,Last::N,last,цяжар
320,Last::N,byrde,цяжар
321,Gang::N,gang,ход
322,Schritt::N,skridt,шаг
323,Schritt::N,skridt,крок
324,Norden::N,nord,поўнач
325,Süden::N,syd,поўдзень
326,Westen::N,vest,захад
327,Osten::N,øst,усход
328,Holz::N,træ,дрэва
329,Holz::N,træ,драўніна
330,Brett::N,bræt,дошка
331,Platte::N,plade,пліта
332,Stütze::N,støtte,падпорка
333,Stange::N,stang,жэрдка
334,Stock::N,stok,палка
335,Stab::N,stav,шост
336,Rohr::N,rør,труба
337,Haus::N,hus,дом
338,Heim::N,hjem,дом
339,Heim::N,hjem,хата
340,Ofen::N,ovn,печ
341,Fußboden::N,gulv,падлога
342,Tisch::N,bord,стол
343,Stuhl::N,stol,стул
344,Stuhl::N,stol,крэсла
345,Wiege::N,vugge,калыска
346,Bett::N,seng,ложак
347,Bett::N,seng,пасцель
348,Regal::N,reol,паліца
349,Kiste::N,kasse,скрынка
350,Fenster::N,vindue,акно
351,Tür::N,dør,дзверы
352,Tor::N,port,вароты
353,Zaun::N,stakit,агароджа
354,Dach::N,tag,дах
355,Leiter::N,stige,лесвіца
356,Besen::N,kost,мятла
357,Spaten::N,spade,лапата
358,Spaten::N,spade,жалязняк
359,Schaufel::N,skovl,шуфлік
360,Schaufel::N,skovl,лапатка
361,Gabel::N,gaffel,відэлец
362,Löffel::N,ske,лыжка
363,Messer::N,kniv,нож
364,Nagel::N,søm,цвік
365,Netz::N,net,сетка
366,Haken::N,krog,крук
367,Griff::N,tag,ручка
368,Griff::N,håndtag,ручка
369,Schloss::N,lås,замок
370,Bild::N,billede,карціна
371,Figur::N,figur,фігура
372,Puppe::N,dukke,лялька
373,Beutel::N,pose,мяшок
374,Bündel::N,bylt,вязка
375,Bündel::N,bundt,вязка
376,Tasche::N,taske,торба
377,Eimer::N,spand,вядро
378,Deckel::N,låg,накрыўка
379,Geschirr::N,husgeråd,пасуда
380,Sack::N,sæk,мех
381,Tasse::N,kop,кубак
382,Topf::N,gryde,каструля
383,Kessel::N,kedel,кацёл
384,Essen::N,måltid,ежа
385,Nahrung::N,mad,харч
386,Nahrung::N,næring,харч
387,Speise::N,ret,страва
388,Fleisch::N,kød,мяса
389,Getreide::N,korn,збожжа
390,Brei::N,grød,каша
391,Brot::N,brød,хлеб
392,Scheibe::N,skive,луста
393,Scheibe::N,skive,скібка
394,Fett::N,fedt,тлушч
395,Butter::N,smør,масла
396,Öl::N,olie,алей
397,Salz::N,salt,соль
398,Suppe::N,suppe,суп
399,Honig::N,honning,мёд
400,Milch::N,mælk,малако
401,Tee::N,te,чай
402,Tee::N,te,гарбата
403,Leder::N,skind,скура
404,Wolle::N,uld,воўна
405,Stoff::N,stof,тканіна
406,Nadel::N,nål,іголка
407,Faden::N,tråd,нітка
408,Knopf::N,knap,гузік
409,Knoten::N,knude,вузел
410,Farbe::N,farve,фарба
411,Kleidung::N,påklædning,адзенне
412,Hemd::N,skjorte,кашуля
413,Kragen::N,krave,каўнер
414,Ärmel::N,ærme,рукаў
415,Hose::N,bukser,штаны
416,Gürtel::N,bælte,пояс
417,Mütze::N,hue,шапка
418,Schuh::N,sko,чаравік
419,Stiefel::N,støvle,бот
420,Ring::N,ring,кольца
421,Band::N,bånd,стужка
422,Kamm::N,kam,расчоска
423,Spiegel::N,spejl,люстра
424,Riemen::N,rem,рэмень
425,Schnur::N,snor,вяроўка
426,Leine::N,snor,павадок
427,Decke::N,tæppe,коўдра
428,Kissen::N,pude,падушка
429,Tuch::N,sjaltørklæde,хустка
430,Handtuch::N,håndklæde,ручнік
431,Kraft::N,kraft,сіла
432,Stärke::N,styrke,моц
433,Gesundheit::N,sundhed,здароўе
434,Krankheit::N,sygdom,хвароба
435,Schmerz::N,smerte,боль
436,Wunde::N,sår,рана
437,Fieber::N,feber,гарачка
438,Fieber::N,feber,ліхаманка
439,Arznei::N,medicin,лекі
440,Arznei::N,lægemiddel,лекі
441,Brücke::N,bro,мост
442,Brunnen::N,brønd,калодзеж
443,Weide::N,græsgang,паша
444,Pfad::N,sti,сцежка
445,Weg::N,vej,шлях
446,Weg::N,vej,дарога
447,Straße::N,gade,вуліца
448,Dorf::N,landsby,вёска
449,Stadt::N,by,горад
450,Brief::N,brev,ліст
451,Brief::N,brev,пісьмо
452,Buch::N,bog,кніга
453,Buchstabe::N,bogstav,літара
454,Zeitung::N,avis,газета
455,Leben::N,liv,жыццё
456,Tod::N,død,смерць
457,Grab::N,grav,магіла
458,Kirche::N,kirke,касцёл
459,Kirche::N,kirke,царква
460,Sünde::N,synd,грэх
461,Gott::N,gud,бог
462,Arbeiter::N,arbejder,рабочы
463,Chef::N,chef,начальнік
464,Meister::N,mester,майстар
465,Arzt::N,læge,урач
466,Lehrer::N,lærer,настаўнік
467,Geld::N,penge,грошы
468,Geschäft::N,forretning,заняцце
469,Laden::N,butik,крама
470,Laden::N,butik,магазін
471,Laden::N,forretning,крама
472,Laden::N,forretning,магазін
473,Preis::N,pris,цана
474,Ware::N,vare,тавар
475,Nutzen::N,nytte,выгада
476,Reichtum::N,rigdom,багацце
477,Welt::N,verden,свет
478,Land::N,land,краіна
479,Staat::N,stat,дзяржава
480,König::N,konge,кароль
481,Macht::N,magt,улада
482,Grenze::N,grænse,граніца
483,Krieg::N,krig,вайна
484,Feind::N,fjende,вораг
485,Gewalt::N,vold,насілле
486,Kampf::N,kamp,барацьба
487,Bogen[Waffe]::N,bue,лук
488,Pfeil::N,pil,страла
489,Gewehr::N,gevær,ружжо
490,Fehler::N,fejl,памылка
491,Lüge::N,løgn,хлусня
492,Schaden::N,skade,шкода
493,Unglück::N,uheld,ліха
494,Unglück::N,uheld,бядота
495,Unglück::N,ulykke,ліха
496,Unglück::N,ulykke,бядота
497,Schuld::N,skyld,віна
498,Alter::N,alder,узрост
499,Schluss::N,slut,канец
500,Schluss::N,slutning,канец
501,Zeit::N,tid,час
502,Tag::N,dag,дзень
503,Morgen::N,morgen,ранак
504,Morgen::N,morgen,раніца
505,Mittag::N,middag,паўдня
506,Mittag::N,middag,поўдзень
507,Abend::N,aften,вечар
508,Nacht::N,nat,ноч
509,Woche::N,uge,тыдзень
510,Monat::N,måned,месяц
511,Jahr::N,år,год
512,Frühling::N,forår,вясна
513,Sommer::N,sommer,лета
514,Herbst::N,efterår,восень
515,Winter::N,vinter,зіма
516,Januar::N,januar,студзень
517,Februar::N,februar,люты
518,März::N,marts,сакавік
519,April::N,april,красавік
520,Mai::N,maj,май
521,Mai::N,maj,травень
522,Juni::N,juni,чэрвень
523,Juli::N,juli,ліпень
524,August::N,august,жнівень
525,September::N,september,верасень
526,Oktober::N,oktober,кастрычнік
527,November::N,november,лістапад
528,Dezember::N,december,снежань
529,Montag::N,mandag,панядзелак
530,Dienstag::N,tirsdag,аўторак
531,Mittwoch::N,onsdag,серада
532,Donnerstag::N,torsdag,чацвер
533,Freitag::N,fredag,пятніца
534,Samstag::N,lørdag,субота
535,Sonntag::N,søndag,нядзеля
536,groß::A,stor,вялікі
537,klein::A,lille,маленькі
538,lang::A,lang,доўгі
539,kurz::A,kort,кароткі
540,breit::A,bred,шырокі
541,schmal::A,smal,вузкі
542,dicht::A,tæt,густы
543,dick[Gegenstand]::A,tyk,тоўсты
544,dünn::A,tynd,тонкі
545,fein::A,fin,тонкі
546,fest::A,fast,моцны
547,flach::A,flad,плоскі
548,glatt::A,glat,гладкі
549,hart::A,hård,цвёрды
550,weich::A,blød,мяккі
551,rund::A,rund,круглы
552,spitz::A,spids,спічасты
553,spitz::A,spids,востраканцовы
554,scharf::A,skarp,востры
555,stumpf::A,sløv,тупы
556,stumpf::A,stump,тупы
557,schwer::A,tung,цяжкі
558,schön::A,skøn,прыгожы
559,heiß::A,hed,гарачы
560,warm::A,varm,цёплы
561,kalt::A,kold,холадны
562,kühl::A,kølig,халаднаваты
563,frisch::A,frisk,свежы
564,feucht::A,fugtig,вільготны
565,nass::A,våd,мокры
566,trocken::A,tør,сухі
567,voll::A,fuld,поўны
568,leer::A,tom,пусты
569,offen::A,åben,адкрыты
570,offen::A,åben,адчынены
571,geschlossen::A,lukket,закрыты
572,geschlossen::A,lukket,зачынены
573,sauber::A,ren,чысты
574,schmutzig::A,snavset,брудны
575,roh::A,rå,сыры
576,reif::A,moden,спелы
577,lecker::A,lækker,смачны
578,süß::A,sød,салодкі
579,bitter::A,bitter,горкі
580,sauer::A,sur,кіслы
581,hell::A,lys,светлы
582,dunkel::A,mørk,цёмны
583,schwarz::A,sort,чорны
584,weiß::A,hvid,белы
585,rot::A,rød,чырвоны
586,gelb::A,gul,жоўты
587,blau::A,blå,сіні
588,grün::A,grøn,зялёны
589,grau::A,grå,шэры
590,bunt::A,broget,пяресты
591,billig::A,billig,танны
592,teuer::A,dyr,дарагі
593,wertvoll::A,værdifuld,цэнны
594,wertvoll::A,værdifuld,каштоўны
595,blind::A,blind,сляпы
596,taub::A,døv,глухі
597,kräftig::A,kraftig,магутны
598,stark::A,stærk,сільны
599,schwach::A,svag,слабы
600,fett::A,fed,тлусты
601,schlank::A,slank,стройны
602,hübsch::A,køn,чароўны
603,böse::A,ond,злы
604,böse::A,slem,злы
605,dumm::A,dum,дурны
606,faul::A,doven,лянівы
607,fleißig::A,flittig,руплівы
608,geizig::A,gerrig,прагны
609,klug::A,klog,разумны
610,geschickt::A,dygtig,умелы
611,geschickt::A,behændig,умелы
612,lieb::A,rar,мілы
613,lustig::A,lystig,вясёлы
614,sanft::A,blid,ласкавы
615,hungrig::A,sulten,галодны
616,krank::A,syg,хворы
617,nackt::A,nøgen,голы
618,traurig::A,bedrøvet,сумны
619,lebendig::A,levende,жывы
620,gut::A,god,добры
621,schlecht::A,dårlig,кепскі
622,richtig::A,rigtig,правільны
623,schlimm::A,slem,агідны
624,wahr::A,sand,сапраўдны
625,alt::A,gammel,стары
626,neu::A,ny,новы
627,ehemalig::A,forhenværende,былы
628,alt[Lebewesen]::A,gammel,стары
629,jung::A,ung,малады
630,arm::A,fattig,бедны
631,reich::A,rig,багаты
632,bekannt::A,kendt,знаёмы
633,berühmt::A,berømt,славуты
634,fremd::A,fremmed,чужы
635,verschieden::A,forskellig,розны
636,nah::A,nær,блізкі
637,fern::A,fjern,далёкі
638,linker::A,venstre,левы
639,rechter::A,højre,правы
640,anderer::A,anden,іншы
641,anderer::A,anden,другі
642,erster::A,første,першы
643,zweiter::A,anden,другі
644,dritter::A,tredje,трэці
645,letzter::A,sidste,апошні
646,allein::ADV,alene,сам
647,allein::ADV,alene,адзін
648,auf einmal::ADV,på én gang,адразу
649,zusammen::ADV,sammen,разам
650,lange::ADV,længe,доўга
651,plötzlich::ADV,pludselig,раптам
652,sofort::ADV,straks,зараз
653,später::ADV,senere,пазней
654,jetzt::ADV,nu,цяпер
655,heute::ADV,i dag,сёння
656,morgen::ADV,i morgen,заўтра
657,bald::ADV,snart,хутка
658,bald::ADV,snart,неўзабаве
659,dann::ADV,så,потым
660,gestern::ADV,i går,учора
661,einst::ADV,engang,аднойчы
662,damals::ADV,dengang,тады
663,danach::ADV,derefter,затым
664,vorher::ADV,før,раней
665,vorher::ADV,forud,раней
666,zuerst::ADV,først,спярша
667,zuerst::ADV,først,спачатку
668,einmal::ADV,en gang,адзін раз
669,manchmal::ADV,sommetider,часам
670,oft::ADV,ofte,часта
671,immer::ADV,altid,заўсёды
672,niemals::ADV,aldrig,ніколі
673,hier::ADV,her,тут
674,hierhin::ADV,hid,сюды
675,hierhin::ADV,herhen,сюды
676,von hier::ADV,herfra,адсюль
677,von hier::ADV,herfra,адгэтуль
678,dort::ADV,der,там
679,dorthin::ADV,derhen,туды
680,geradeaus::ADV,lige ud,прама
681,vorwärts::ADV,fremad,наперад
682,rückwärts::ADV,baglæns,назад
683,zurück::ADV,tilbage,назад
684,unten::ADV,nede,унізе
685,unten::ADV,forneden,унізе
686,hinab::ADV,ned,уніз
687,hinab::ADV,nedad,уніз
688,oben::ADV,oppe,угары
689,oben::ADV,oppe,наверсе
690,oben::ADV,ovenpå,угары
691,oben::ADV,ovenpå,наверсе
692,hinauf::ADV,op,угару
693,hinauf::ADV,opad,угару
694,überall::ADV,overalt,усюды
695,nicht::ADV,ikke,не
696,ein wenig::ADV,lidt,трошкі
697,kaum::ADV,knap,ледзьве
698,kaum::ADV,næppe,ледзьве
699,sehr::ADV,meget,вельмі
700,so::ADV,så,так
701,noch::ADV,endnu,яшчэ
702,nur::ADV,kun,толькі
703,nur::ADV,bare,толькі
704,schon::ADV,alt,ужо
705,schon::ADV,allerede,ужо
706,wieder::ADV,igen,зноў
707,vergebens::ADV,forgæves,дарма
708,vergebens::ADV,forgæves,дарэмна
709,vor::PRP,foran,перад
710,vor::PRP,uden for,перад
711,hinter::PRP,bag,за
712,hinter::PRP,bag,ззаду
713,hinter::PRP,bagved,за
714,hinter::PRP,bagved,ззаду
715,unter::PRP,under,пад
716,durch::PRP,gennem,праз
717,durch::PRP,igennem,праз
718,neben::PRP,ved siden af,каля
719,zwischen::PRP,mellem,між
720,zwischen::PRP,mellem,паміж
721,wegen::PRP,på grund af,з-за
722,dies::PRN,dette,гэта
723,das::PRN,det,тое
724,alles::PRN,alt,усё
725,ich::PRN,jeg,я
726,du::PRN,du,ты
727,er::PRN,han,ён
728,wir::PRN,vi,мы
729,ihr::PRN,I,вы
730,sie::PRN,de,яны
731,was::FPRN,hvad,што
732,wer::FPRN,hvem,хто
733,wo::FADV,hvor,дзе
734,wohin::FADV,hvorhen,куды
735,wie::FADV,hvordan,як
736,warum::FADV,hvorfor,чаму
737,wieviel::FNUM,hvor meget,колькі
738,eins::NUM,én,адзін
739,zwei::NUM,to,два
740,drei::NUM,tre,тры
741,vier::NUM,fire,чатыры
742,fünf::NUM,fem,пяць
743,sechs::NUM,seks,шесць
744,sieben::NUM,syv,сем
745,acht::NUM,otte,восем
746,neun::NUM,ni,дзевяць
747,zehn::NUM,ti,дзесяць
748,elf::NUM,elleve,адзінаццаць
749,zwölf::NUM,tolv,дванаццаць
750,zwanzig::NUM,tyve,дваццаць
751,dreißig::NUM,tredive,трыццаць
752,vierzig::NUM,fyrre,сорак
753,vierzig::NUM,fyrretyve,сорак
754,fünfzig::NUM,halvtreds,пядзесят
755,sechzig::NUM,tres,шесдзесят
756,siebzig::NUM,halvfjerds,семдзесят
757,achtzig::NUM,firs,восемдзесят
758,neunzig::NUM,halvfems,дзевяноста
759,hundert::NUM,hundrede,сто
760,tausend::NUM,tusind,тысяча
761,und::CNJ,og,і
762,und::CNJ,og,ды
763,oder::CNJ,eller,або
764,stehen::V,stå,стаяць
765,sitzen::V,sidde,сядзець
766,liegen::V,ligge,ляжаць
767,hängen::V,hænge,вісець
768,werden::V,blive,стаць
769,werden::V,blive,зрабіцца
770,passieren::V,ske,трапіцца
771,passieren::V,hænde,трапіцца
772,beginnen::V,begynde,пачацца
773,enden::V,ende,кончыцца
774,wechseln::V,veksle,мяняцца
775,aufgehen[Sonne]::V,gå op,узысці
776,aufgehen[Sonne]::V,stå op,узысці
777,untergehen[Sonne]::V,gå ned,зайсці
778,scheinen[Sonne]::V,skinne,свяціць
779,donnern::V,tordne,грымець
780,wehen::V,blæse,дзьмуць
781,strömen::V,strømme,ліцца
782,fließen::V,flyde,цячы
783,sich drehen::V,dreje sig,круціцца
784,sich drehen::V,dreje sig,варочацца
785,schwanken::V,vakle,хістацца
786,schwingen::V,svinge,гайдацца
787,schwingen::V,svinge,калыхацца
788,fallen::V,falde,падаць
789,brennen::V,brænde,гарэць
790,rauchen::V,ryge,дымець
791,regnen::V,regne,дажджыць
792,gefrieren::V,fryse,замерзнуць
793,tauen::V,tø,раставаць
794,schmelzen::V,smelte,плавіцца
795,trocknen::V,tørre,сохнуць
796,sieden::V,koge,кіпець
797,faulen::V,rådne,гнісці
798,verfaulen::V,rådne,згнісці
799,reißen::V,briste,ірвацца
800,versinken::V,synke,тануць
801,versinken::V,synke ned,тануць
802,vergehen::V,forløbe,праходзіць
803,erscheinen::V,vise sig,зʼявіцца
804,verschwinden::V,forsvinde,знікнуць
805,sinken::V,synke,спадаць
806,abnehmen::V,aftage,паменшыцца
807,zunehmen::V,tiltage,павялічвацца
808,steigen::V,stige,паднімацца
809,wachsen::V,gro,расці
810,wachsen::V,vokse,расці
811,glänzen::V,glinse,блішчаць
812,funkeln::V,tindre,бліскаць
813,lärmen::V,larme,шумець
814,läuten::V,ringe,званіць
815,klingeln::V,ringe,званіць
816,klirren::V,klirre,бразгаць
817,brausen::V,bruse,бушаваць
818,rauschen::V,suse,шастаць
819,klingen::V,lyde,гучаць
820,klingen::V,klinge,гучаць
821,bellen::V,gø,брахаць
822,heulen::V,hyle,выць
823,blasen::V,blæse,дзьмухнуць
824,pfeifen::V,fløjte,свістаць
825,schreien::V,skrige,крычаць
826,stöhnen::V,stønne,стагнаць
827,zittern::V,dirre,дрыжаць
828,zittern::V,skælve,дрыжаць
829,leben::V,leve,жыць
830,geboren werden::V,fødes,нарадзіцца
831,atmen::V,ånde,дыхаць
832,trinken::V,drikke,піць
833,essen::V,spise,есці
834,schlucken::V,synke,глытаць
835,müde werden::V,blive træt,стаміцца
836,einschlafen::V,falde i søvn,заснуць
837,schlafen::V,sove,спаць
