,Concept_ID,fa,cv
56,Gehirn::N,مغز,миме
57,Herz::N,دل,чӗре
58,Herz::N,قلب,чӗре
59,Magen::N,معده,хырӑмлӑх
60,Leber::N,کبد,пӗвер
61,Atem::N,نفس,сывлав
62,Hunger::N,گرسنگی,выҫлӑх
63,Träne::N,اشک,куҫҫуль
64,Geschmack::N,مزه,техӗм
65,Geruch::N,بو,шӑршӑ
66,Schlaf::N,خواب,ыйхӑ
67,Traum::N,رؤیا,тӗлӗк
68,Himmel::N,فلک,пӗлӗт
69,Himmel::N,آسمان,пӗлӗт
70,Sonne::N,آفتاب,хӗвел
71,Sonne::N,خورشید,хӗвел
72,Mond::N,ماه,уйӑх
73,Stern::N,ستاره,ҫӑлтӑр
74,Luft::N,هوا,сывлӑш
75,Wind::N,باد,ҫил
76,Welle::N,موج,хум
77,Wasser::N,آب,шыв
78,Wasser::N,آب,шыв-шур
79,Stein::N,سنگ,чул
80,Boden::N,زمین,тӑпра
81,Erde::N,خاک,ҫӗр
82,Erde::N,زمین,ҫӗр
83,Staub::N,گرد,тусан
84,Staub::N,غبار,тусан
85,Rauch::N,دود,тӗтӗм
86,Funke::N,جرقه,хӗм
87,Feuer::N,آتش,вут
88,Feuer::N,آتش,ҫулӑм
89,Licht::N,نور,ҫутӑ
90,Licht::N,روشنی,ҫутӑ
91,Schatten::N,سایه,сулхӑн
92,Wetter::N,هوا,ҫанталӑк
93,Nebel::N,مه,тӗтре
94,Wolke::N,ابر,пӗлӗт
95,Regen::N,باران,ҫумӑр
96,Schnee::N,برف,юр
97,Eis::N,یخ,пӑр
98,Frost::N,یخبندان,сивӗ
99,Kälte::N,سرما,сивӗ
100,Hitze::N,گرما,вӗри
101,Hitze::N,گرما,шӑрӑх
102,Hitze::N,حرارت,вӗри
103,Hitze::N,حرارت,шӑрӑх
104,Raureif::N,برف ریزه,пас
105,Regenbogen::N,رنگین‌کمان,асамат кӗперӗ
106,Donner::N,رعد,аслати
107,Strömung::N,جریان,юхӑ
108,Tropfen::N,قطره,тумлам
109,Schaum::N,کف,кӑпӑк
110,Schmutz::N,گل,пылчӑк
111,Schmutz::N,کثافت,пылчӑк
112,See::N,دریاچه,кӳлӗ
113,Sumpf::N,مرداب,шур
114,Sumpf::N,مرداب,шурлӑх
115,Sumpf::N,باتلاق,шур
116,Sumpf::N,باتلاق,шурлӑх
117,Moor::N,باتلاق,торфлӑ шурлӑх
118,Wiese::N,چمن,улӑх
119,Wiese::N,چمن,ҫаран
120,Wald::N,جنگل,вӑрман
121,Hügel::N,تل,сӑрт
122,Hügel::N,تل,тӗмеске
123,Hügel::N,تپه,сӑрт
124,Hügel::N,تپه,тӗмеске
125,Anhöhe::N,بلندی,сӑрт
126,Berg::N,کوه,ту
127,Gipfel::N,قله,тӳпе
128,Höhle::N,غار,ҫӗр хӑвӑлӗ
129,Abhang::N,سرازیری,тӑвайкки
130,Quelle::N,چشمه,ҫӑл куҫ
131,Bach::N,نهر,пӗчӗк шыв
132,Fluss::N,رود,юхан шыв
133,Ufer::N,ساحل,ҫыран
134,Ufer::N,کرانه,ҫыран
135,Küste::N,ساحل,тинӗс ҫыранӗ
136,Festland::N,خشکی,тип ҫӗр
137,Meer::N,دریا,тинӗс
138,Bucht::N,خلیج,тинӗс кукӑрӗ
139,Insel::N,جزیره,утрав
140,Blume::N,گل,чечек
141,Gras::N,علف,курӑк
142,Wurzel::N,ریشه,тымар
143,Baum::N,درخت,йывӑҫ
144,Stamm::N,تنه,вулӑ
145,Rinde::N,توژ,хуйӑр
146,Rinde::N,پوست,хуйӑр
147,Ast::N,شاخه,турат
148,Zweig::N,شاخه,турат
149,Blatt::N,برگ,ҫулҫӑ
150,Birke::N,غان,хурӑн
151,Kiefer[Baum]::N,کاج,хыр
152,Weide[Baum]::N,بید,хӑва
153,Tanne::N,صنوبر,чӑрӑш
154,Horn::N,شاخ,мӑйрака
155,Feder::N,پر,тӗк
156,Fell::N,خز,ҫӑм
157,Flügel::N,پر,ҫунат
158,Flügel::N,بال,ҫунат
159,Klaue::N,چنگ,чӗрне
160,Klaue::N,پنجه,чӗрне
161,Kralle::N,پنجه,ура
162,Schwanz::N,دم,хӳре
163,Ei::N,تخم,ҫӑмарта
164,Nest::N,لانه,йӑва
165,Bau::N,بنا,йӗнӗ
166,Bau::N,ساختمان,йӗнӗ
167,Tier::N,هیوان,выльӑх
168,Herde::N,رمه,кӗтӳ
169,Kuh::N,گاو,ӗне
170,Bulle::N,گاو نر,вӑкӑр
171,Pferd::N,اسب,лаша
172,Schaf::N,گوسفند,сурӑх
173,Schwein::N,خوک,сысна
174,Hund::N,سگ,йытӑ
175,Katze::N,گربه,кушак
176,Bär::N,خرس,упа
177,Eichhörnchen::N,سنجاب,пакша
178,Elch::N,گوزن شمالی,пӑши
179,Fuchs::N,روباه,тилӗ
180,Hase::N,خرگوش,куян
181,Hase::N,خرگوش,мулкач
182,Maus::N,موش,шӑши
183,Wolf::N,گرگ,кашкӑр
184,Vogel::N,پرنده,кайӑк
185,Vogel::N,پرنده,вӗҫен кайӑк
186,Schwarm::N,دسته,ушкӑн
187,Huhn::N,مرغ,чӑх
188,Huhn::N,مرغ,чӑхӑ
189,Hahn::N,خروس,автан
190,Gans::N,غاز,хур
191,Adler::N,عقاب,ӑмӑрт кайӑк
192,Ente::N,اردک,кӑвакал
193,Ente::N,مرغابی,кӑвакал
194,Eule::N,جغد,тӑмана
195,Kranich::N,درنا,тӑрна
196,Krähe::N,زاغ,ула курак
197,Krähe::N,کلاغ,ула курак
198,Kuckuck::N,فاخته,куккук
199,Schwan::N,قو,акӑш
200,Fisch::N,ماهی,пулӑ
201,Barsch::N,ماهی خاردار,уланкӑ
202,Hecht::N,اردک ماهی,ҫӑрттан
203,Schlange[Tier]::N,مار,ҫӗлен
204,Wurm::N,کرم,ӑман
205,Spinne::N,عنکبوت,эрешмен
206,Ameise::N,مورچه,кӑткӑ
207,Laus::N,شپش,пыйтӑ
208,Mücke::N,پشه,вӑрӑм туна
209,Fliege::N,مگس,шӑна
210,Schmetterling::N,پروانه,лӗпӗш
211,Beere::N,گیله,ҫырла
212,Apfel::N,سیب,улма
213,Apfel::N,سیب,пан улми
214,Pilz::N,قارچ,кӑмпа
215,Zwiebel::N,پیاز,сухан
216,Saat::N,بذر,вӑрӑ
217,Korn::N,تخم,тӗшӗ
218,Korn::N,تخم,пӗрчӗ
219,Korn::N,دانه,тӗшӗ
220,Korn::N,دانه,пӗрчӗ
221,Heu::N,علف خشک,утӑ
222,Schale::N,پوست,хупӑ
223,Grube::N,گودال,шӑтӑк
224,Falle::N,دام,тапӑ
225,Falle::N,دام,капкӑн
226,Schlinge::N,حلقه,йӑлӑ
227,Spur::N,رد,йӗр
228,Asche::N,خاکستر,кӗл
229,Dreck::N,کثافت,пылчӑк
230,Eisen::N,آهن,тимӗр
231,Gold::N,زر,ылтӑн
232,Gold::N,طلا,ылтӑн
233,Silber::N,نقره,кӗмӗл
234,Kohle::N,زغال,кӑмрӑк
235,Glas::N,شیشه,кӗленче
236,Lehm::N,گل,тӑм
237,Sand::N,شن,хӑйӑр
238,Sand::N,ماسه,хӑйӑр
239,Mensch::N,آدم,ҫын
240,Mensch::N,آدم,этем
241,Mensch::N,انسان,ҫын
242,Mensch::N,انسان,этем
243,Mann::N,مرد,ар
244,Frau::N,زن,хӗрарӑм
245,Kind::N,بچه,ача
246,Kind::N,کودک,ача
247,Junge::N,پسر,ача
248,Junge::N,پسر,ар ҫын ача
249,Mädchen::N,دختر,хӗр ача
250,Familie::N,فامیل,ҫемье
251,Familie::N,فامیل,кил-йыш
252,Familie::N,خانواده,ҫемье
253,Familie::N,خانواده,кил-йыш
254,Großvater::N,پدربزرگ,кукаҫи
255,Großmutter::N,مادر‌بزرگ,кукамай
256,Eltern::N,والدین,аҫа-ама
257,Eltern::N,پدر‌و‌مادر,аҫа-ама
258,Vater::N,پدر,атте
259,Mutter::N,مادر,анне
260,Sohn::N,پسر,ывӑл
261,Tochter::N,دختر,хӗр
262,Bruder::N,برادر,ар тӑван
263,Schwester::N,خواهر,аппа
264,Schwester::N,خواهر,йӑмӑк
265,Onkel::N,عمو,мучи
266,Onkel::N,عمو,пичче
267,Onkel::N,دایی,мучи
268,Onkel::N,دایی,пичче
269,Tante::N,عمه,аппа
270,Tante::N,خاله,аппа
271,Ehemann::N,همسر,упӑшка
272,Ehefrau::N,همسر,арӑм
273,Freude::N,شادی,савӑнӑҫ
274,Freude::N,شادی,хаваслӑх
275,Gelächter::N,خنده,кулӑ
276,Gelächter::N,قاه‌قاه,кулӑ
277,Glück::N,اقبال,телей
278,Glück::N,اقبال,ӑраскал
279,Kummer::N,غم,хурлӑх
280,Kummer::N,غصه,хурлӑх
281,Wunsch::N,آرزو,ӗмӗт
282,Wunsch::N,آرزو,кӑмӑл
283,Lust::N,هوس,кӑмӑл
284,Geist::N,روح,чун-чӗм
285,Geist::N,روح,ыр-усал
286,Geist::N,روح,чун хавалӗ
287,Gedanke::N,فکر,шухӑш
288,Gedächtnis::N,حافظه,ас
289,Verstand::N,هوش,ӑс
290,Verstand::N,هوش,ӑс-тӑн
291,Verstand::N,هوش,ӑс-хакӑл
292,Sinn::N,معنا,тупсӑм
293,Sinn::N,معنا,пӗлтерӗш
294,Sinn::N,مفهوم,тупсӑм
295,Sinn::N,مفهوم,пӗлтерӗш
296,Grund::N,سبب,сӑлтав
297,Grund::N,دلیل,сӑлтав
298,Wahrheit::N,حقیقت,чӑнлӑх
299,Gespräch::N,صحبت,калаҫу
300,Gespräch::N,گفتگو,калаҫу
301,Märchen::N,قصه,юмах
302,Märchen::N,افسانه,юмах
303,Erzählung::N,داستان,акалав
304,Erzählung::N,داستان,каласа пани
305,Nachricht::N,خبر,хыпар
306,Neuigkeit::N,خبر تازه,ҫӗнӗ хыпар
307,Name::N,اسم,ят
308,Rätsel::N,معما,сутмалли юмах
309,Rede::N,سخن,сӑмах
310,Sprache::N,زبان,чӗлхе
311,Stimme::N,صدا,сасӑ
312,Wort::N,کلمه,сӑмах
313,Zeichen::N,نشان,паллӑ
314,Zeichen::N,علامت,паллӑ
315,Ruf::N,صدا,йыхрав
316,Ruf::N,صدا,чӗнӳ
317,Lärm::N,هیاهو,шав
318,Laut::N,صدا,сасӑ
319,Ton::N,آهنگ,сасӑ
320,Lied::N,آواز,юрӑ
321,Lied::N,ترانه,юрӑ
322,Ruhe::N,آرامش,канӑҫлӑх
323,Ruhe::N,آرامش,лӑпкӑлӑх
324,Leute::N,مردم,ҫамрӑксем
325,Leute::N,مردم,ҫамрӑк ҫынсем
326,Volk::N,خلق,халӑх
327,Arbeit::N,کار,ӗҫхӗл
328,Arbeit::N,کار,ӗҫлев
329,Gast::N,مهمان,хӑна
330,Geschenk::N,هدیه,парне
331,Geschenk::N,هدیه,кучченеҫ
332,Spiel::N,بازی,вӑйӑ
333,Gesellschaft::N,جمعیت,общество
334,Hilfe::N,کمک,пулӑшу
335,Freund::N,دوست,тус
336,Kamerad::N,رفیق,юлташ
337,Kamerad::N,رفیق,тус
338,Angelegenheit::N,امر,ӗҫ
339,Angelegenheit::N,قضیه,ӗҫ
340,Anzahl::N,عده,йыш
341,Anzahl::N,عده,хисеп
342,Anzahl::N,شمار,йыш
343,Anzahl::N,شمار,хисеп
344,Art::N,نوع,тӗс
345,Stück::N,تکه,татӑк
346,Stück::N,قطعه,татӑк
347,Teil::N,بخش,пай
348,Teil::N,قسمت,пай
349,Hälfte::N,نیم,ҫурӑ
350,Kreis::N,حلقه,ункӑ
351,Kreis::N,حلقه,ҫавракӑш
352,Kreis::N,دایره,ункӑ
353,Kreis::N,دایره,ҫавракӑш
354,Kreuz::N,صلیب,хӗрес
355,Linie::N,خط,йӗр
356,Linie::N,سطر,йӗр
357,Strich::N,خط,йӗр
358,Abstand::N,فاصله,хушӑ
359,Entfernung::N,مسافت,хушӑ
360,Gegend::N,منطقه,вырӑн
361,Platz::N,گنجایش,хутлӑх
362,Ort::N,جا,вырӑн
363,Ort::N,محل,вырӑн
364,Ort::N,مکان,вырӑн
365,Seite::N,طرف,ен
366,Seite::N,طرف,аяк
367,Seite::N,طرف,айӑк
368,Mitte::N,وسط,варӑ
369,Mitte::N,میان,варӑ
370,Gegenstand::N,چیز,япала
371,Sache::N,چیز,япала
372,Rand::N,کنار,вӗҫ
373,Rand::N,کنار,хӗрӗ
374,Rand::N,کنار,хӗрри
375,Rand::N,حاشیه,вӗҫ
376,Rand::N,حاشیه,хӗрӗ
377,Rand::N,حاشیه,хӗрри
378,Kante::N,لبه,хайкача
379,Kante::N,لبه,хысак
380,Ecke::N,گوشه,кӗтес
381,Spitze::N,سر,вӗҫ
382,Spitze::N,نوک,вӗҫ
383,Ende::N,ته,вӗҫ
384,Ende::N,آخر,вӗҫ
385,Loch::N,سوراخ,шӑтӑк
386,Winkel::N,کنج,кӗтес
387,Muster::N,نقش,эреш
388,Größe::N,قد,пысӑкӑш
389,Größe::N,بزرگی,пысӑкӑш
390,Länge::N,طول,вӑрӑмӑш
391,Höhe::N,بلندی,ҫӳллӗш
392,Gewicht::N,وزن,виҫе
393,Gewicht::N,وزن,йывӑрӑш
394,Menge::N,مقدار,йыш
395,Menge::N,اندازه,йыш
396,Haufen::N,توده,купа
397,Reihe::N,ردیف,рет
398,Boot::N,قایق,кимӗ
399,Ruder::N,پارو,кӗсмен
400,Schlitten::N,سورتمه,ҫуна
401,Ski::N,اسکی,йӗлтӗр
402,Lagerfeuer::N,آتش,вут
403,Lagerfeuer::N,آتش,кӑвайт
404,Last::N,بار,сулмаклӑх
405,Last::N,بار,йывӑр япала
406,Last::N,سنگینی,сулмаклӑх
407,Last::N,سنگینی,йывӑр япала
408,Gang::N,راه رفتن,куҫӑм
409,Schritt::N,قدم,утӑм
410,Schritt::N,قدم,пусӑм
411,Norden::N,شمال,ҫурҫӗр
412,Süden::N,جنوب,кӑнтӑр
413,Westen::N,غرب,анӑҫ
414,Westen::N,غرب,хӗвел анӑҫ
415,Osten::N,شرق,хӗвел тухӑҫ
416,Holz::N,چوب,йывӑҫ
417,Brett::N,تخته,хӑма
418,Platte::N,صفحه,плита
419,Stütze::N,تکیه,ура
420,Stange::N,میله,шерте
421,Stock::N,چوب,патак
422,Stab::N,عصا,шӑчӑ
423,Rohr::N,لوله,пӑрӑх
424,Haus::N,منزل,ҫурт
425,Heim::N,خانه,кил
426,Heim::N,کاشانه,кил
427,Ofen::N,بخاری,кӑмака
428,Fußboden::N,کف اتاق,урай
429,Tisch::N,میز,сӗтел
430,Stuhl::N,صندلی,пукан
431,Wiege::N,گهواره,сӑпка
432,Bett::N,تختخواب,кравать
433,Regal::N,قفسه,ҫӳлӗк
434,Regal::N,قفسه,сентре
435,Kiste::N,صندوق,ещӗк
436,Kiste::N,صندوق,сунтӑх
437,Fenster::N,پنجره,чӳрече
438,Tür::N,در,алӑк
439,Tür::N,درب,алӑк
440,Tor::N,دروازه,хапха
441,Zaun::N,حصار,хӳме
442,Dach::N,بام,тӑрӑ
443,Leiter::N,نردبان,пусма
444,Besen::N,جارو,шӑпӑр
445,Spaten::N,بیل,кӗреҫе
446,Schaufel::N,بیل,кӗреҫе
447,Schaufel::N,پارو,кӗреҫе
448,Gabel::N,چنگال,вилка
449,Löffel::N,قاشق,кашӑк
450,Messer::N,کارد,ҫӗҫӗ
451,Nagel::N,میخ,пӑта
452,Netz::N,تور,тетел
453,Netz::N,شبکه,тетел
454,Haken::N,قلاب,йӑрхах
455,Haken::N,قلاب,ҫекӗл
456,Griff::N,دسته,хӑлӑп
457,Schloss::N,قفل,ҫӑра
458,Bild::N,عکس,сӑн
459,Bild::N,عکس,сӑнлӑх
460,Bild::N,عکس,картина
461,Bild::N,تصویر,сӑн
462,Bild::N,تصویر,сӑнлӑх
463,Bild::N,تصویر,картина
464,Figur::N,تندیس,кӗлетке
465,Puppe::N,عروسک,пукане
466,Beutel::N,کیسه,михӗ
467,Bündel::N,بسته,ҫыхӑ
468,Bündel::N,بسته,тӗрке
469,Tasche::N,کیف,сумка
470,Eimer::N,سطل,витре
471,Deckel::N,در,хупӑ
472,Geschirr::N,ظرف,савӑт-сапа
473,Sack::N,گونی,михӗ
474,Tasse::N,فنجان,курка
475,Topf::N,دیگ,кастрюль
476,Topf::N,قابلمه,кастрюль
477,Kessel::N,دیگ,хуран
478,Essen::N,خوراک,апат
479,Nahrung::N,غذا,апат-ҫимӗс
480,Speise::N,خوراک,апат
481,Speise::N,خوراک,ҫимӗҫ
482,Fleisch::N,گوشت,аш
483,Fleisch::N,گوشت,какай
484,Getreide::N,غله,тырӑ
485,Brei::N,فرنی,пӑтӑ
486,Brei::N,حریره,пӑтӑ
487,Brot::N,نان,ҫӑкӑр
488,Scheibe::N,قاچ,чӗлӗ
489,Scheibe::N,قاچ,касӑк
490,Scheibe::N,لزگه,чӗлӗ
491,Scheibe::N,لزگه,касӑк
492,Fett::N,چربی,ҫу
493,Butter::N,کره,ҫу
494,Öl::N,روغن,ҫу
495,Salz::N,نمک,тӑвар
496,Suppe::N,آش,яшка
497,Suppe::N,سوپ,яшка
498,Honig::N,عسل,пыл
499,Milch::N,شیر,сӗт
500,Tee::N,چای,чей
501,Leder::N,چرم,сӑран
502,Wolle::N,پشم,ҫӑм
503,Stoff::N,پارچه,тӗртӗм
504,Nadel::N,سوزن,йӗп
505,Faden::N,نخ,ҫип
506,Knopf::N,دکمه,тӳме
507,Knoten::N,گره,йӑлӑ
508,Farbe::N,رنگ,сӑрӑ
509,Kleidung::N,لباس,тум
510,Kleidung::N,لباس,ҫипуҫ
511,Kleidung::N,لباس,тум-тир
512,Kleidung::N,پوشاک,тум
513,Kleidung::N,پوشاک,ҫипуҫ
514,Kleidung::N,پوشاک,тум-тир
515,Hemd::N,پیراهن,кӗпе
516,Kragen::N,یقه,ҫуха
517,Ärmel::N,آستین,ҫанӑ
518,Hose::N,شلوار,шӑлавар
519,Gürtel::N,کمر‌بند,пиҫиххи
520,Mütze::N,کلاه,ҫӗлӗк
521,Schuh::N,کفش,пушмак
522,Schuh::N,کفش,ботинок
523,Stiefel::N,چکمه,атӑ
524,Ring::N,حلقه,ҫӗрӗ
525,Ring::N,انگشتر,ҫӗрӗ
526,Band::N,نوار,хаю
527,Band::N,نوار,йӗсме
528,Band::N,روبان,хаю
529,Band::N,روبان,йӗсме
530,Kamm::N,شانه,тура
531,Spiegel::N,آینه,тӗкӗр
532,Spiegel::N,آینه,куҫ кӗски
533,Riemen::N,تسمه,чӗн
534,Schnur::N,ریسمان,кантра
535,Leine::N,قلاده,касмӑк
536,Decke::N,پتو,утиял
537,Kissen::N,بالش,ҫытар
538,Kissen::N,بالش,минтер
539,Tuch::N,شال,тутӑр
540,Handtuch::N,حوله,ал шӑлли
541,Kraft::N,نیرو,вӑй
542,Kraft::N,نیرو,хӑват
543,Stärke::N,زور,хал
544,Stärke::N,زور,хӑват
545,Gesundheit::N,سلامتی,хал
546,Gesundheit::N,سلامتی,сывлӑх
547,Gesundheit::N,تندرستی,хал
548,Gesundheit::N,تندرستی,сывлӑх
549,Krankheit::N,بیماری,чир
550,Schmerz::N,درد,ырату
551,Wunde::N,زخم,суран
552,Fieber::N,تب,сив чир
553,Arznei::N,دارو,эмел
554,Brücke::N,پل,кӗпер
555,Brunnen::N,چاه,ҫӑл
556,Brunnen::N,چاه,пусӑ
557,Weide::N,چراگاه,ҫаран
558,Pfad::N,راه,йӗр
559,Pfad::N,راه,сукмак
560,Weg::N,راه,ҫул
561,Weg::N,راه,ҫул-йӗр
562,Weg::N,طریق,ҫул
563,Weg::N,طریق,ҫул-йӗр
564,Straße::N,راه,ҫӳрев
565,Straße::N,راه,ҫул ҫӳрени
566,Straße::N,جاده,ҫӳрев
567,Straße::N,جاده,ҫул ҫӳрени
568,Dorf::N,ده,ял
569,Dorf::N,روستا,ял
570,Stadt::N,شهر,хула
571,Brief::N,نامه,ҫыру
572,Buch::N,کتاب,кӗнеке
573,Buchstabe::N,حرف,сас палли
574,Zeitung::N,روزنامه,хаҫат
575,Leben::N,عمر,пурнӑҫ
576,Leben::N,زندگی,пурнӑҫ
577,Tod::N,مرگ,вилӗм
578,Grab::N,گور,масар шӑтӑкӗ
579,Grab::N,مزار,масар шӑтӑкӗ
580,Kirche::N,کلیسا,чиркӳ
581,Sünde::N,بزه,ҫылӑх
582,Sünde::N,گناه,ҫылӑх
583,Gott::N,خدا,турӑ
584,Arbeiter::N,کارگر,рабочи
585,Chef::N,رئیس,пуҫлӑх
586,Meister::N,استاد,ӑста
587,Meister::N,استاد,мастер
588,Arzt::N,پزشک,врач
589,Arzt::N,پزشک,тухтӑр
590,Lehrer::N,معلم,учитель
591,Lehrer::N,معلم,вӗрентекен
592,Lehrer::N,آموزگار,учитель
593,Lehrer::N,آموزگار,вӗрентекен
594,Geld::N,پول,укҫа
595,Geschäft::N,کار,бизнес
596,Geschäft::N,بیزنس,бизнес
597,Laden::N,دکان,магазин
598,Laden::N,مغازه,магазин
599,Preis::N,بها,хак
600,Preis::N,قیمت,хак
601,Ware::N,جنس,тавар
602,Ware::N,کالا,тавар
603,Nutzen::N,مزیت,пайта
604,Nutzen::N,امتیاز,пайта
605,Reichtum::N,مال,мул
606,Reichtum::N,ثروت,мул
607,Welt::N,دنیا,тӗнче
608,Land::N,کشور,ҫӗр-шыв
609,Land::N,مملکت,ҫӗр-шыв
610,Staat::N,دولت,патшàлӑх
611,König::N,شاه,король
612,König::N,پادشاه,король
613,Macht::N,قدرت,власть
614,Macht::N,اختیار,власть
615,Grenze::N,مرز,чикӗ
616,Krieg::N,جنگ,вӑрҫӑ
617,Feind::N,دشمن,тӑшман
618,Gewalt::N,زور,ирӗксӗрлӳ
619,Gewalt::N,خشونت,ирӗксӗрлӳ
620,Kampf::N,نبرد,кӗрешӳ
621,Kampf::N,مبارزه,кӗрешӳ
622,Bogen[Waffe]::N,کمان,ухӑ
623,Pfeil::N,تیر,ҫӗмрен
624,Pfeil::N,تیر,ухӑ йӗппи
625,Gewehr::N,تفنگ,пӑшал
626,Fehler::N,غلط,йӑнӑш
627,Fehler::N,اشتباه,йӑнӑш
628,Lüge::N,دروغ,суя
629,Lüge::N,دروغ,ултав
630,Schaden::N,آسیب,сиен
631,Schaden::N,خسارت,сиен
632,Unglück::N,بلا,шар
633,Unglück::N,بلا,инкек
634,Schuld::N,گناه,айӑп
635,Schuld::N,تقصیر,айӑп
636,Alter::N,سن,ҫул шучӗ
637,Alter::N,عمر,ҫул шучӗ
638,Schluss::N,انتها,пӗтни
639,Schluss::N,انتها,пӗтмӗш
640,Zeit::N,وقت,вӑхӑт
641,Zeit::N,زمان,вӑхӑт
642,Tag::N,روز,кун
643,Morgen::N,صبح,ир
644,Mittag::N,ظهر,кӑнтӑрла
645,Abend::N,شب,каҫ
646,Abend::N,عصر,каҫ
647,Nacht::N,شب,каҫ
648,Woche::N,هفته,эрне
649,Monat::N,ماه,уйӑх
650,Jahr::N,سال,ҫулталӑк
651,Frühling::N,بهار,ҫур
652,Frühling::N,بهار,ҫуркунне
653,Sommer::N,تابستان,ҫу
654,Sommer::N,تابستان,ҫулла
655,Herbst::N,پاییز,кӗр
656,Herbst::N,پاییز,кӗркунне
657,Winter::N,زمستان,хӗл
658,Winter::N,زمستان,хӗлле
659,Januar::N,ژانویه,январь
660,Februar::N,فوریه,февраль
661,Februar::N,فوریه,кӗҫӗн кӑрлач
662,März::N,مارس,март
663,März::N,مارس,пуш уйӑхӗ
664,April::N,آوریل,апрель
665,Mai::N,مه,май
666,Juni::N,ژوئن,июнь
667,Juli::N,ژویه,июль
668,August::N,اوت,август
669,September::N,سپتامبر,сентябрь
670,September::N,سپتامبر,авӑн уйӑхӗ
671,Oktober::N,اکتبر,октябрь
672,November::N,نوامبر,ноябрь
673,Dezember::N,دسامبر,раштав
674,Dezember::N,دسامبر,декабрь
675,Montag::N,دو‌شنبه,тунти кун
676,Dienstag::N,سه‌شنبه,ытлари кун
677,Mittwoch::N,چهار‌شنبه,юн кун
678,Donnerstag::N,پنج شنبه,кӗҫнерни кун
679,Freitag::N,جمعه,эрне кун
680,Samstag::N,شنبه,шӑмат кун
681,Sonntag::N,یکشنبه,вырсарни кун
682,groß::A,بزرگ,пысӑк
683,klein::A,کوچک,пӗчӗк
684,lang::A,بلند,вӑрӑм
685,kurz::A,کوتاه,кӗске
686,breit::A,پهن,сарлака
687,schmal::A,تنگ,ансӑр
688,schmal::A,نازک,ансӑр
689,dicht::A,چگال,йӑвӑ
690,dicht::A,انبوه,йӑвӑ
691,dick[Gegenstand]::A,ضخیم,хулӑн
692,dünn::A,نازک,ҫинҫе
693,dünn::A,نازک,ҫӳхе
694,fein::A,ریز,тарай
695,fein::A,ریز,вӗлтӗрти
696,fein::A,باریک,тарай
697,fein::A,باریک,вӗлтӗрти
698,fest::A,محکم,тӗреклӗ
699,flach::A,صاف,лаптак
700,flach::A,مسطح,лаптак
701,glatt::A,لیز,такӑр
702,hart::A,سفت,хытӑ
703,weich::A,نرم,ҫемҫе
704,weich::A,ملایم,ҫемҫе
705,rund::A,گرد,ҫавра
706,spitz::A,تیز,шӗвӗр
707,spitz::A,نوک‌تیز,шӗвӗр
708,scharf::A,تیز,ҫивӗч
709,scharf::A,برنده,ҫивӗч
710,stumpf::A,کند,мӑка
711,stumpf::A,کند,пуклак
712,stumpf::A,کند,тӗрӗнчӗк
713,stumpf::A,کند,ӑнкарусӑр
714,schwer::A,سنگین,йывӑр
715,schön::A,زیبا,илемлӗ
716,heiß::A,داغ,вӗри
