,Concept_ID,bn,ka
220,Frau::N,নারী,ქალი
221,Kind::N,বাচ্চা,ბავშვი
222,Junge::N,ছেলে,ვაჟი
223,Mädchen::N,মেয়ে,გოგო
224,Familie::N,পরিবার,ოჯახი
225,Großvater::N,মাতামহ,პაპა
226,Großvater::N,মাতামহ,ბაბუა
227,Großmutter::N,মাতামহী,ბებია
228,Großmutter::N,মাতামহী,დიდედა
229,Eltern::N,মাতাপিতা,მშობლები
230,Vater::N,পিতা,მამა
231,Mutter::N,মাতা,დედა
232,Sohn::N,ছেলে,ვაჟიშვილი
233,Tochter::N,মেয়ে,ქალიშვილი
234,Bruder::N,দাদা,ძმა
235,Schwester::N,বোন,და
236,Schwester::N,দিদি,და
237,Onkel::N,মামা,ბიძა
238,Tante::N,মাসী,დეიდა
239,Tante::N,মাসী,მამიდა
240,Ehemann::N,স্বামী,ქმარი
241,Ehefrau::N,পত্নী,ცოლი
242,Freude::N,উল্লাস,სიხარული
243,Gelächter::N,হাসি,სიცილი
244,Glück::N,সুখ,ბედნიერება
245,Kummer::N,দুঃখ,მწუხარება
246,Wunsch::N,আকাঙ্ক্ষা,წადილი
247,Wunsch::N,আকাঙ্ক্ষা,სურვილი
248,Lust::N,বাসনা,წადილი
249,Geist::N,আত্না,სული
250,Gedanke::N,চিন্তা,ფიქრი
251,Gedächtnis::N,স্মরণশক্তি,მეხსიერება
252,Verstand::N,মন,ჭკუა
253,Verstand::N,মন,გონება
254,Sinn::N,পদার্থ,მნიშვნელობა
255,Grund::N,কারণ,მიზეზი
256,Wahrheit::N,সত্য,სიმართლე
257,Wahrheit::N,সত্য,ჭეშმარიტება
258,Gespräch::N,কথাবার্তা,ბაასი
259,Gespräch::N,কথাবার্তা,საუბარი
260,Märchen::N,রূপকথা,არაკი
261,Märchen::N,রূপকথা,ზღაპარი
262,Erzählung::N,গল্প,თქმულება
263,Nachricht::N,তথ্য,ცნობა
264,Nachricht::N,তথ্য,ამბავი
265,Neuigkeit::N,খবরাখবর,სიახლე
266,Name::N,নাম,სახელი
267,Rätsel::N,ধাঁধা,გამოცანა
268,Rede::N,বক্তৃতা,სიტყვა
269,Sprache::N,ভাষা,ენა
270,Stimme::N,স্বর,ხმა
271,Wort::N,শব্দ,სიტყვა
272,Zeichen::N,প্রতীক,ნიშანი
273,Ruf::N,ডাক,ძახილი
274,Lärm::N,হৈচৈ,ხმაური
275,Laut::N,ধ্বনি,ხმა
276,Laut::N,ধ্বনি,ბგერა
277,Ton::N,স্বর,ტონი
278,Lied::N,গান,სიმღერა
279,Ruhe::N,শান্তি,სიწყნარე
280,Leute::N,প্রজাপুঞ্জ,ადამიანები
281,Volk::N,জাতি,ერი
282,Volk::N,জাতি,ხალხი
283,Arbeit::N,চাকরি,მუშაობა
284,Gast::N,অতিথি,სტუმარი
285,Geschenk::N,উপহার,საჩუქარი
286,Spiel::N,খেলা,თამაში
287,Gesellschaft::N,সঙ্গিগণ,საზოგადოება
288,Hilfe::N,সাহায্য,შველა
289,Hilfe::N,সাহায্য,დახმარება
290,Freund::N,বন্ধু,მეგობარი
291,Kamerad::N,সঙ্গী,ამხანაგი
292,Angelegenheit::N,বিষয়,საქმე
293,Anzahl::N,পরিমাণ,ოდენობა
294,Art::N,রকম,სახეობა
295,Stück::N,টুকরো,ნატეხი
296,Teil::N,অংশ,წილი
297,Hälfte::N,অর্ধেক,ნახევარი
298,Kreis::N,বৃত্ত,წრე
299,Kreuz::N,ক্রুশ,ჯვარი
300,Linie::N,রেখা,ხაზი
301,Strich::N,কষি,შტრიხი
302,Abstand::N,ফাঁক,მანძილი
303,Entfernung::N,ব্যবধান,სიშორე
304,Gegend::N,ক্ষেত্র,არე
305,Gegend::N,ক্ষেত্র,მხარე
306,Platz::N,জায়গা,ფართობი
307,Ort::N,স্থান,ადგილი
308,Seite::N,পার্শ্ব,მხარე
309,Mitte::N,মধ্য,შუა
310,Gegenstand::N,জিনিস,საგანი
311,Sache::N,বস্তু,ნივთი
312,Rand::N,কানা,კიდე
313,Kante::N,ধার,ნაწიბული
314,Ecke::N,কোণ,კუთხე
315,Spitze::N,ডগা,წვეტი
316,Ende::N,প্রান্ত,ბოლო
317,Loch::N,গর্ত,ხვრელი
318,Winkel::N,কোণ,კუთხე
319,Muster::N,নমুন্,მოხატულობა
320,Größe::N,আয়তন,ზომა
321,Größe::N,আয়তন,სიდიდე
322,Länge::N,দৈর্ঘ্য,სიგრძე
323,Höhe::N,উচ্চতা,სიმაღლე
324,Gewicht::N,ওজন,წონა
325,Menge::N,পরিমাণ,რაოდენობა
326,Haufen::N,পুঞ্জ,გროვა
327,Reihe::N,শ্রেণী,რიგი
328,Reihe::N,শ্রেণী,წყება
329,Boot::N,নৌকা,გემი
330,Ruder::N,দাঁড়,ხოფი
331,Ruder::N,দাঁড়,ნიჩაბი
332,Schlitten::N,স্নেজ্-গাড়ি,მარხილი
333,Ski::N,শী,თხილამური
334,Lagerfeuer::N,অগ্নি,კოცონი
335,Last::N,বোঝা,ტვირთი
336,Gang::N,হণ্টন,სვლა
337,Schritt::N,পদ,ბიჯი
338,Norden::N,উত্তরদিক্,ჩრდილოეთი
339,Süden::N,দক্ষিণদিক,სამხრეთი
340,Westen::N,পশ্চিমদিক্,დასავლეთი
341,Osten::N,পূর্বদিক,აღმოსავლეთი
342,Holz::N,কাঠ,ხე
343,Brett::N,তক্তা,დაფა
344,Brett::N,তক্তা,ფიცარი
345,Platte::N,ফলক,თლილი ქვა
346,Stütze::N,নাগদণ্ড,საყრდენი
347,Stange::N,দণ্ড,ჭოკი
348,Stock::N,ছড়ি,კეტი
349,Stab::N,যষ্টি,ლატანი
350,Rohr::N,নল,მილაკი
351,Haus::N,ঘর,სახლი
352,Heim::N,বাসা,ოჯახის კერა
353,Ofen::N,স্টোভ্,ღუმელი
354,Fußboden::N,গহতল,იატაკი
355,Tisch::N,মেজ,სუფრა
356,Tisch::N,মেজ,მაგიდა
357,Tisch::N,টেবিল,სუფრა
358,Tisch::N,টেবিল,მაგიდა
359,Stuhl::N,চেয়ার,სკამი
360,Stuhl::N,কেদারা,სკამი
361,Wiege::N,দোলনা,აკვანი
362,Bett::N,শয্যা,საწოლი
363,Bett::N,শয্যা,სარეცელი
364,Regal::N,তাক,თაროები
365,Kiste::N,বাক্স,ყუთი
366,Kiste::N,বাক্স,სკივრი
367,Fenster::N,জানালা,ფანჯარა
368,Fenster::N,জানালা,სარკმელი
369,Tür::N,দ্বার,ბჭე
370,Tür::N,দ্বার,კარი
371,Tor::N,দ্বার,ჭიშკარი
372,Zaun::N,বেড়া,ღობე
373,Zaun::N,বেড়া,გალავანი
374,Dach::N,ছাদ,სახურავი
375,Leiter::N,মই,კიბე
376,Besen::N,গুল্মবিশেষ,ცოცხი
377,Spaten::N,কোদাল,ნიჩაბი
378,Schaufel::N,বেলচা,ბარი
379,Gabel::N,কাঁটা,ჩანგალი
380,Löffel::N,চামচ,კოვზი
381,Messer::N,ছুরি,დანა
382,Nagel::N,পেরেক,ლურსმანი
383,Netz::N,জাল,ბადე
384,Haken::N,কাচি,კავი
385,Haken::N,কাচি,კაუჭი
386,Griff::N,হাতল,ტარი
387,Schloss::N,তালা,კლიტე
388,Schloss::N,তালা,საკეტი
389,Bild::N,ছবি,სურათი
390,Bild::N,চিত্র,სურათი
391,Figur::N,আকার,ფიგურა
392,Puppe::N,পুতুল,თოჯინა
393,Beutel::N,বটুয়া,პარკი
394,Bündel::N,আঁটি,გალა
395,Bündel::N,আঁটি,ასხმა
396,Tasche::N,থলি,ჩანთა
397,Eimer::N,বাল্তি,ჩამჩა
398,Deckel::N,আবরণ,ხუფი
399,Deckel::N,আবরণ,სარქველი
400,Geschirr::N,থালা-বাসন,ჭურჭელი
401,Sack::N,বস্তা,ტომარა
402,Tasse::N,কাপ,ფინჯანი
403,Topf::N,পাত্র,ქოთანი
404,Kessel::N,কেটলি,ქვაბი
405,Essen::N,আহার,ჭამა
406,Nahrung::N,খাদ্য,საზრდო
407,Nahrung::N,খাদ্য,საკვები
408,Speise::N,খাদ্য,საჭმელი
409,Fleisch::N,মাংস,ხორცი
410,Getreide::N,শস্য,მარცვლოვანი
411,Brei::N,মণ্ড,ფაფა
412,Brot::N,রুটি,პური
413,Scheibe::N,ফালি,ნაჭერი
414,Fett::N,মেদ,ქონი
415,Fett::N,মেদ,ცხიმი
416,Butter::N,মাখন,კარაქი
417,Öl::N,তৈল,ზეთი
418,Salz::N,নুন,მარილი
419,Suppe::N,শুরুয়া,სუფი
420,Honig::N,মধু,თაფლი
421,Milch::N,দুধ,რძე
422,Tee::N,চা,ჩაი
423,Leder::N,পাকা চামড়া,ტყავი
424,Wolle::N,পশম,მატყლი
425,Stoff::N,বস্ত্র,ქსოვილი
426,Nadel::N,সুচ,ნემსი
427,Faden::N,সূত্র,ძაფი
428,Faden::N,সূত্র,მკედი
429,Knopf::N,বোতাম,ღილი
430,Knoten::N,গিঁট,ნასკვი
431,Farbe::N,রং,საღებავი
432,Kleidung::N,কাপড়,ტანსაცმელი
433,Hemd::N,শার্ট,ხალათი
434,Hemd::N,শার্ট,პერანგი
435,Kragen::N,গলবন্ধ,საყელო
436,Ärmel::N,আস্তিন্,სახელო
437,Hose::N,ট্রাউজার,შარვალი
438,Gürtel::N,কটিবন্ধ,ქამარი
439,Mütze::N,টুপি,ქუდი
440,Schuh::N,জুতো,ფეხსაცმელი
441,Stiefel::N,বুট,ჩექმა
442,Ring::N,আংটি,ბეჭედი
443,Band::N,ফিতা,ბაფთი
444,Kamm::N,চিরুনি,სავარცხელი
445,Spiegel::N,আয়না,სარკე
446,Riemen::N,চাবুক,ღვედი
447,Schnur::N,দড়ি,ლარი
448,Leine::N,শিকল,ჯაჭვი
449,Decke::N,কম্বল,საბანი
450,Kissen::N,উপাধান,ბალიში
451,Tuch::N,বস্ত্র,მაუდი
452,Tuch::N,বস্ত্র,თავშალი
453,Handtuch::N,তোয়ালে,ხელსახოცი
454,Kraft::N,জোর,ძალა
455,Stärke::N,শক্তি,ღონე
456,Gesundheit::N,স্বাস্থ্য,ჯანმრთელობა
457,Krankheit::N,অসুখ,სენი
458,Krankheit::N,অসুখ,ავადმყოფობა
459,Krankheit::N,ব্যামো,სენი
460,Krankheit::N,ব্যামো,ავადმყოფობა
461,Schmerz::N,যন্ত্রণা,ტკივილი
462,Wunde::N,ক্ষত,იარი
463,Wunde::N,ক্ষত,ჭრილობა
464,Fieber::N,জ্বর,ციება
465,Arznei::N,ঔষধ,წამალი
466,Brücke::N,সেতু,ხიდი
467,Brunnen::N,কূপ,ჭა
468,Weide::N,পশুচারণভূমি,საძოვარი
469,Pfad::N,পথ,ბილიკი
470,Weg::N,পথ,გზა
471,Straße::N,রাস্তা,შარაგზა
472,Dorf::N,গ্রাম,დაბა
473,Dorf::N,গ্রাম,სოფელი
474,Stadt::N,শহর,ქალაქი
475,Brief::N,চিঠি,წერილი
476,Buch::N,বই,წიგნი
477,Buchstabe::N,অক্ষর,ასო
478,Zeitung::N,সংবাদপত্র,გაზეთი
479,Leben::N,জীবন,სიცოცხლე
480,Tod::N,মৃত্যু,სიკვდილი
481,Grab::N,কবর,სამარე
482,Grab::N,কবর,საფლავი
483,Kirche::N,গির্জা,ეკლესია
484,Sünde::N,পাপ,ცოდვა
485,Gott::N,দেবতা,ღმერთი
486,Arbeiter::N,শ্রমিক,მუშა
487,Chef::N,নেতা,გამგე
488,Meister::N,ব্যক্তি,ოსტატი
489,Arzt::N,চিকিৎসক,ექიმი
490,Arzt::N,চিকিৎসক,მკურნალი
491,Lehrer::N,অধ্যাপক,მასწავლებელი
492,Geld::N,মুদ্রা,ფული
493,Geld::N,টাকাপয়সা,ფული
494,Geschäft::N,ব্যস্ততা,საქმე
495,Geschäft::N,ব্যস্ততা,ბიზნესი
496,Laden::N,দোকান,დუქანი
497,Laden::N,দোকান,მაღაზია
498,Preis::N,মূল্য,ფასი
499,Ware::N,পণ্যদ্রব্য,საქონელი
500,Nutzen::N,সুবিধা,ხეირი
501,Reichtum::N,ধনদৌলত,სიმდიდრე
502,Welt::N,জগৎ,მსოფლიო
503,Land::N,খেত,მხარე
504,Land::N,খেত,ქვეყანა
505,Staat::N,রাষ্ট্র,სახელმწიფო
506,König::N,রাজা,მეფე
507,Macht::N,প্রভাব,ძლიერება
508,Grenze::N,সীমা,ზღვარი
509,Krieg::N,যুদ্ধ,ომი
510,Feind::N,শত্রু,მტერი
511,Gewalt::N,জোর,სისასტიკე
512,Kampf::N,লড়াই,ბრძოლა
513,Bogen[Waffe]::N,ধনুক,მშვილდი
514,Pfeil::N,বাণ,ისარი
515,Pfeil::N,বাণ,მახვილი
516,Gewehr::N,বন্দুক,თოფი
517,Gewehr::N,বন্দুক,შაშხანა
518,Fehler::N,ভুল,შეცდომა
519,Lüge::N,মিথ্যা,სიცრუე
520,Schaden::N,ক্ষতি,ვნება
521,Unglück::N,দুর্ভাগ্য,ხიფათი
522,Unglück::N,দুর্ভাগ্য,უბედურება
523,Schuld::N,অপরাধ,ბრალი
524,Alter::N,আয়ু,ასაკი
525,Schluss::N,শেষ,ბოლო
526,Schluss::N,শেষ,დასასრული
527,Zeit::N,সময়,დრო
528,Tag::N,দিন,დღე
529,Morgen::N,সকাল,დილა
530,Mittag::N,মধ্যাহু,შუადღე
531,Abend::N,সন্ধ্যা,საღამო
532,Nacht::N,রাত্রি,ღამე
533,Woche::N,সপ্তাহ,კვირა
534,Monat::N,মাস,თვე
535,Jahr::N,সৌরবর্ষ,წელი
536,Frühling::N,বসন্তকাল,გაზაფხული
537,Sommer::N,গ্রীষ্মকাল,ზაფხული
538,Herbst::N,শরংঋতু,შემოდგომა
539,Winter::N,শীতকাল,ზამთარი
540,Januar::N,জানুয়ারী,იანვარი
541,Februar::N,ফেব্রুয়ারী,თებერვალი
542,März::N,মার্চ,მარტი
543,April::N,এপ্রিল,აპრილი
544,Mai::N,মে,მაისი
545,Juni::N,জুন,ივნისი
546,Juli::N,জুলাই,ივლისი
547,August::N,অগাস্ট,აგვისტო
548,September::N,সেপ্টেম্বর,სექტემბერი
549,Oktober::N,অক্টোবর,ოქტომბერი
550,November::N,নভেম্বর,ნოემბერი
551,Dezember::N,ডিসেম্বর,დეკემბერი
552,Montag::N,সোমবার,ორშაბათი
553,Dienstag::N,মঙ্গলবার,სამშაბათი
554,Mittwoch::N,বুধবার,ოთხშაბათი
555,Donnerstag::N,বৃহম্পতিবার,ხუთშაბათი
556,Freitag::N,শুক্রবার,პარასკევი
557,Samstag::N,শনিবার,შაბათი
558,Sonntag::N,রবিবার,კვირა
559,groß::A,বৃহৎ,დიდი
560,klein::A,ছোট,მცირე
561,klein::A,ছোট,პატარა
562,lang::A,দীর্ঘ,გრძელი
563,kurz::A,খর্ব,მოკლე
564,kurz::A,হ্রস্ব,მოკლე
565,breit::A,চওড়া,ფართო
566,breit::A,চওড়া,განიერი
567,schmal::A,সরু,ვიწრო
568,schmal::A,সরু,წვრილი
569,dicht::A,ঘন,მჭიდრო
570,dick[Gegenstand]::A,পুরু,სქელი
571,dünn::A,কৃশ,წვრილი
572,fein::A,সূক্ষ্ম,თხელი
573,fest::A,দৃঢ়,მყარი
574,flach::A,সমতল,ბრტყელი
575,glatt::A,মসৃণ,გლუ
576,hart::A,শক্ত,მაგარი
577,weich::A,নরম,რბილი
578,rund::A,গোলাকার,მრგვალი
579,spitz::A,তীক্ষ্ন,წვეტიანი
580,scharf::A,শাণিত,მჭრელი
581,stumpf::A,ভোঁতা,ბლაგვი
582,schwer::A,ভারী,მძიმე
583,schön::A,সুন্দর,ლამაზი
584,heiß::A,গরম,ცხელი
585,warm::A,ঈষদুষ্ণ,თბილი
586,kalt::A,ঠাণ্ডা,ცივი
587,kühl::A,শীতল,გრილი
588,frisch::A,তাজা,სუფთა
589,feucht::A,ভিজা,ნოტიო
590,nass::A,ভিজা,სველი
591,trocken::A,শুষ্ক,მშრალი
592,voll::A,পূর্ণ,სავსე
593,leer::A,খালি,ცარიელი
594,offen::A,খোলা,ღია
595,offen::A,খোলা,გაშლილი
596,geschlossen::A,বন্ধ,დახურული
597,sauber::A,নির্মল,სუფთა
598,sauber::A,নির্মল,წმინდა
599,schmutzig::A,নোংরা,ტალახიანი
600,roh::A,কাঁচা,უმი
601,reif::A,পাকা,მწიფე
602,lecker::A,সুস্বাদ,გემრიელი
603,süß::A,মিষ্ট,ტკბილი
604,bitter::A,তিক্ত,მწარე
605,sauer::A,টক,მჟავე
606,hell::A,উজ্জ্বল,ნათელი
607,dunkel::A,অন্ধকারময়,ბნელი
608,schwarz::A,কালো,შავი
609,weiß::A,সাদা,თეთრი
610,rot::A,লাল,წითელი
611,gelb::A,হলদে,ყვითელი
612,blau::A,নীল,ლურჯი
613,blau::A,নীল,ცისფერი
614,grün::A,সবুজ,მწვანე
615,grau::A,ছাই-রঙা,რუხი
616,grau::A,ছাই-রঙা,ნაცრისფერი
617,bunt::A,রঙিন,ჭრელი
618,bunt::A,রঙিন,ფერადი
619,billig::A,সস্তা,იაფი
620,teuer::A,আক্রা,ძვირი
621,wertvoll::A,মহার্ঘ,ღირსიანი
622,blind::A,কানা,ბრმა
623,taub::A,বধির,ყრუ
624,kräftig::A,বিশাল,ძალავანი
625,stark::A,শক্তিশালী,ძლიერი
626,stark::A,শক্তিশালী,ღონიერი
627,schwach::A,দুর্বল,სუსტი
628,fett::A,মোটা,სქელი
629,schlank::A,কৃশ,გამხდარი
630,hübsch::A,সুন্দর,ეშხიანი
631,hübsch::A,সুন্দর,მშვენიერი
632,böse::A,খারাপ,ავი
633,böse::A,খারাপ,ბოროტი
634,dumm::A,মূর্খ,ბოთე
635,dumm::A,মূর্খ,სულელი
636,faul::A,শ্রমবিমুখ,ზანტი
637,faul::A,শ্রমবিমুখ,ზარმაცი
638,fleißig::A,পরিশ্রমী,ბეჯითი
639,fleißig::A,পরিশ্রমী,მუყაითი
640,geizig::A,ব্যয়কুণ্ঠ,ძუნწი
641,klug::A,দক্ষ,ჭკვიანი
642,geschickt::A,পটু,მარჯვე
643,geschickt::A,পটু,გაწაფული
644,lieb::A,প্রেয়,სატრფიალო
645,lustig::A,প্রফুল্ল,მხიარული
646,sanft::A,নম্র,ალერსიანი
647,sanft::A,নম্র,გრძნობიერი
648,hungrig::A,ক্ষুধার্ত,მშიერი
649,krank::A,অসুস্থ,სნეული
