,Concept_ID,kl,ru
140,Flügel::N,suluk,крыло
141,Flügel::N,isaroq,крыло
142,Klaue::N,kukik,коготь
143,Kralle::N,kukik,лапа
144,Schwanz::N,pamioq,хвост
145,Schwanz::N,paperuusaq,хвост
146,Ei::N,mannik,яйцо
147,Nest::N,ullut,гнездо
148,Bau::N,ini,нора
149,Tier::N,uumasoq,животное
150,Herde::N,unguukkat,стадо
151,Kuh::N,ussik,корова
152,Bulle::N,angukulak,бык
153,Bulle::N,anguteralak,бык
154,Bulle::N,angutikulooq,бык
155,Schaf::N,sava,овца
156,Schwein::N,puuluki,свинья
157,Hund::N,qimmeq,собака
158,Katze::N,puisaaq,кошка
159,Bär::N,allaq,медведь
160,Eichhörnchen::N,sissinnguaq,белка
161,Fuchs::N,terianniaq,лиса
162,Hase::N,ukaleq,заяц
163,Maus::N,teriannguaq,мышь
164,Wolf::N,amaroq,волк
165,Vogel::N,timmiaq,птица
166,Huhn::N,kukkukooq,курица
167,Huhn::N,marloraaqaaq,курица
168,Hahn::N,kiasiusaq,петух
169,Gans::N,nerleq,гусь
170,Adler::N,nattoralik,орел
171,Eule::N,uppik,сова
172,Kranich::N,qorlorfik,журавль
173,Krähe::N,tuluatsiaq,ворона
174,Kuckuck::N,kukkooq,кукушка
175,Schwan::N,qussuk,лебедь
176,Fisch::N,aalisagaq,рыба
177,Schlange[Tier]::N,pulateriarsuk,змея
178,Schlange[Tier]::N,pulateriaarsuk,змея
179,Spinne::N,aasiaq,паук
180,Spinne::N,nissavaarsuk,паук
181,Ameise::N,uniaaluk,муравей
182,Laus::N,kumak,вошь
183,Mücke::N,ippernaq,комар
184,Fliege::N,ippernaq,муха
185,Schmetterling::N,paluaq,бабочка
186,Schmetterling::N,pakkaluaq,бабочка
187,Schmetterling::N,utsuppaluaq,бабочка
188,Schmetterling::N,taqaleqisaaq,бабочка
189,Beere::N,paarmaq,ягода
190,Beere::N,paarngaq,ягода
191,Apfel::N,iipili,яблоко
192,Pilz::N,anngiusaq,гриб
193,Zwiebel::N,uanitsoq,луковица
194,Saat::N,naatsiiassaq,семя
195,Korn::N,maannineq,зерно
196,Schale::N,niutsivik,шелуха
197,Schale::N,ilulissaq qaartussaq,шелуха
198,Grube::N,itersaq,яма
199,Falle::N,pualavoq,ловушка
200,Schlinge::N,orseq,силок
201,Schlinge::N,norloq,силок
202,Spur::N,tumaa,след
203,Asche::N,arsat,зола
204,Asche::N,arsat,пепел
205,Dreck::N,minguk,грязь
206,Eisen::N,savimineq,железо
207,Eisen::N,saffiugassaq,железо
208,Gold::N,kuulti,золото
209,Silber::N,siilviuvoq,серебро
210,Kohle::N,aamarsuit aamaruutissat,уголь
211,Glas::N,igalaaq,стекло
212,Glas::N,imertarfik,стекло
213,Glas::N,igalaamineq,стекло
214,Lehm::N,marraq,глина
215,Sand::N,sioqqat,песок
216,Mensch::N,inuk,человек
217,Mensch::N,silamiu,человек
218,Mann::N,angut,мужчина
219,Frau::N,arnaq,женщина
220,Kind::N,meeraq,ребенок
221,Junge::N,nukappiaraq,мальчик
222,Mädchen::N,arnannguaq,девочка
223,Familie::N,ilaqutakka,семья
224,Familie::N,ilaqutariit,семья
225,Großvater::N,aatak,дедушка
226,Großmutter::N,aanaq,бабушка
227,Eltern::N,angajoqqaat,родители
228,Vater::N,ataata,отец
229,Vater::N,ataataq,отец
230,Mutter::N,anaana,мать
231,Sohn::N,erneq,сын
232,Tochter::N,panik,дочь
233,Bruder::N,ani,брат
234,Bruder::N,aqqaluk,брат
235,Bruder::N,qatanngut,брат
236,Schwester::N,naja,сестра
237,Schwester::N,aleqa,сестра
238,Schwester::N,qatanngut,сестра
239,Onkel::N,akkak,дядя
240,Tante::N,aja,тетя
241,Tante::N,ajak,тетя
242,Tante::N,atsak,тетя
243,Ehemann::N,ui,муж
244,Ehefrau::N,nuliaq,жена
245,Freude::N,tipaatsussuseq,радость
246,Gelächter::N,illaq,смех
247,Glück::N,usornaat,счастье
248,Glück::N,usornarsuseq,счастье
249,Wunsch::N,kissaat,желание
250,Lust::N,illigussuseq,влечение
251,Lust::N,piummaseq,влечение
252,Geist::N,anerneq,дух
253,Geist::N,toornaq,дух
254,Gedanke::N,isumassaq,мысль
255,Gedächtnis::N,eqqaamannissuseq,память
256,Verstand::N,isuma,ум
257,Verstand::N,sianissut,ум
258,Verstand::N,misigissut,ум
259,Verstand::N,sianissuseq,ум
260,Verstand::N,silaqassuseq,ум
261,Sinn::N,isuma,смысл
262,Grund::N,patsit,повод
263,Wahrheit::N,sallusuissut,правда
264,Märchen::N,oqalualaarut,сказка
265,Märchen::N,oqaluasaaq,сказка
266,Erzählung::N,oqaluttuaq,рассказ
267,Nachricht::N,oqaassut,сообщение
268,Nachricht::N,oqqersuut,сообщение
269,Neuigkeit::N,tusarnartaq,новость
270,Name::N,ateq,имя
271,Rätsel::N,nalorsitsaarut,загадка
272,Rede::N,oqaluuseq,речь
273,Sprache::N,oqaatsit,язык
274,Stimme::N,erinaq,голос
275,Stimme::N,qarluuseq,голос
276,Wort::N,oqaasii,слово
277,Zeichen::N,nalunaaqqut,знак
278,Ruf::N,qaaqqussut,зов
279,Lärm::N,perpaluk,шум
280,Laut::N,torsukattak,звук
281,Ton::N,erinaq,звучание
282,Lied::N,taalliaq,песня
283,Lied::N,erinarsuut,песня
284,Ruhe::N,qatsunganeq,покой
285,Leute::N,inuiak,люди
286,Leute::N,inuiaqatigiit,люди
287,Volk::N,inuiaat,народ
288,Arbeit::N,suliaq,работа
289,Gast::N,qaaqqusaq,гость
290,Geschenk::N,pajugut,подарок
291,Hilfe::N,annertoqqut,помощь
292,Freund::N,tiliaq,друг
293,Freund::N,ikinngut,друг
294,Kamerad::N,tiliaq,приятель
295,Kamerad::N,ikinngut,приятель
296,Art::N,ileqquuseq,вид
297,Stück::N,nakkaalaniku,кусок
298,Teil::N,tassiaasat,часть
299,Hälfte::N,affaq,половина
300,Kreis::N,kaajaluinneq or kaajaluitsoq,круг
301,Kreuz::N,sanningasulik,крест
302,Linie::N,tittaq,линия
303,Linie::N,titarneq,линия
304,Abstand::N,aku,промежуток
305,Abstand::N,ikiaq,промежуток
306,Entfernung::N,asi,расстояние
307,Gegend::N,nuna,местность
308,Platz::N,ini,пространство
309,Platz::N,inissaq,пространство
310,Ort::N,sumiiffik,место
311,Seite::N,saneraq,сторона
312,Mitte::N,qiteq,середина
313,Sache::N,pigisaq,вещь
314,Rand::N,sini,край
315,Rand::N,akerfineq,край
316,Kante::N,akerfineq,ребро
317,Ecke::N,teqeqqoq,угол
318,Ecke::N,tikeqqoq,угол
319,Spitze::N,inngik,кончик
320,Ende::N,isu,конец
321,Loch::N,putu,дыра
322,Winkel::N,teqeqqorissaat,угол
323,Muster::N,ilisserut,узор
324,Größe::N,angissuseq,размер
325,Länge::N,takissuseq,длина
326,Gewicht::N,oqimaalutaq,вес
327,Menge::N,amerlassuseq,количество
328,Haufen::N,eqimattat,куча
329,Reihe::N,allunaasaq,ряд
330,Boot::N,qajaq,лодка
331,Boot::N,angallat,лодка
332,Boot::N,umiatsiaq,лодка
333,Ruder::N,iput,весло
334,Schlitten::N,qamutit,сани
335,Schlitten::N,qimusseq,сани
336,Ski::N,ataarut,лыжа
337,Last::N,nammagaq,тяжесть
338,Schritt::N,allorneq,шаг
339,Norden::N,avannaq,север
340,Süden::N,qava,юг
341,Süden::N,kujat,юг
342,Süden::N,kujataa,юг
343,Westen::N,kitaa,запад
344,Osten::N,kangi,восток
345,Holz::N,qisuk,древесина
346,Brett::N,salliligaq,доска
347,Platte::N,qaateq,плита
348,Stütze::N,ajagutaq,подпорка
349,Stütze::N,ajaagutaq,подпорка
350,Stange::N,kaaviffik,жердь
351,Stock::N,ajaappissat,палка
352,Stab::N,ajaappissat,шест
353,Rohr::N,sullulik,труба
354,Haus::N,illu,дом
355,Ofen::N,kissarsuut,печь
356,Fußboden::N,nateq,пол
357,Tisch::N,allattarfik,стол
358,Stuhl::N,issiavik,стул
359,Stuhl::N,issiaffik,стул
360,Wiege::N,uaasoq,колыбель
361,Bett::N,nallavik,постель
362,Regal::N,ilisivik,полка
363,Kiste::N,sakissat,ящик
364,Kiste::N,illerfiusaq,ящик
365,Fenster::N,aki,окно
366,Fenster::N,igalaaq,окно
367,Tür::N,matu,дверь
368,Tor::N,isaaffik,ворота
369,Zaun::N,saputit,забор
370,Dach::N,qaliaq,крыша
371,Leiter::N,tummeqqat,лестница
372,Leiter::N,majuartarfiit,лестница
373,Besen::N,saligutit,метла
374,Spaten::N,nivaataq,лопата
375,Schaufel::N,nivaataq,совок
376,Gabel::N,qilluaq,вилка
377,Gabel::N,ajassaatit,вилка
378,Löffel::N,alussaat,ложка
379,Messer::N,savik,нож
380,Nagel::N,kukik,гвоздь
381,Netz::N,anguffaseq,сеть
382,Haken::N,nissik,крюк
383,Haken::N,qarsorsaq,крюк
384,Haken::N,qarsorsartoq,крюк
385,Griff::N,ipi,ручка
386,Schloss::N,illussaarsuaq,замок
387,Bild::N,assiliaq,картина
388,Figur::N,kisitsit,фигура
389,Puppe::N,inuusaq,кукла
390,Bündel::N,qilertaq,связка
391,Tasche::N,pooqattaq,сумка
392,Deckel::N,matu,крышка
393,Geschirr::N,anut,посуда
394,Tasse::N,tiitorfik,чашка
395,Tasse::N,tiitorfiup ilorlia,чашка
396,Topf::N,qoqqoq,кастрюля
397,Kessel::N,uunnaavik,котел
398,Essen::N,igaaq,еда
399,Nahrung::N,neqissaq,пища
400,Speise::N,nerisassat,блюдо
401,Speise::N,nerisassat,кушанье
402,Fleisch::N,neqi,мясо
403,Getreide::N,maannineq,хлеб
404,Brot::N,iffit,хлеб
405,Brot::N,iffiaq,хлеб
406,Scheibe::N,igalaassiaq,ломоть
407,Fett::N,tarnutissaq,жир
408,Fett::N,tarnutissiaq,жир
409,Butter::N,punneq,масло
410,Öl::N,uulia,масло
411,Salz::N,taratsut,соль
412,Suppe::N,qajoq,суп
413,Honig::N,tungusunnitsuut,мед
414,Milch::N,immuk,молоко
415,Tee::N,tii,чай
416,Tee::N,teeq,чай
417,Wolle::N,nuersagassiaq,шерсть
418,Stoff::N,milliaq,ткань
419,Stoff::N,qarlissiaq,ткань
420,Nadel::N,meqqut,игла
421,Faden::N,ujalussiaq,нитка
422,Knopf::N,attat,пуговица
423,Knoten::N,akeroq,узел
424,Knoten::N,qilerneq,узел
425,Farbe::N,qalipaat,краска
426,Kleidung::N,atisat,одежда
427,Kleidung::N,annoraaq,одежда
428,Hemd::N,ilupaaq,рубашка
429,Kragen::N,qungasiinnaq,воротник
430,Ärmel::N,aaq,рукав
431,Hose::N,qarliit,брюки
432,Gürtel::N,qiterut,пояс
433,Gürtel::N,unngersaq,пояс
434,Mütze::N,nasaq,шапка
435,Schuh::N,skuu,ботинок
436,Schuh::N,ikernuk,ботинок
437,Schuh::N,ateraasaq,ботинок
438,Stiefel::N,kamik,сапог
439,Ring::N,assammiu,кольцо
440,Band::N,qilerutissiaq,лента
441,Kamm::N,illaagutit,расческа
442,Kamm::N,illaajaatit pl.,расческа
443,Spiegel::N,tarrarsuut,зеркало
444,Riemen::N,allunaaq,ремень
445,Schnur::N,kujaaq,веревка
446,Schnur::N,allunaasaq,веревка
447,Leine::N,aleq,поводок
448,Decke::N,qipik,одеяло
449,Kissen::N,akit,подушка
450,Tuch::N,qarlissiaq,платок
451,Handtuch::N,allarut,полотенце
452,Handtuch::N,allarterut,полотенце
453,Kraft::N,pissak,сила
454,Stärke::N,qerattarsaat,крепость
455,Gesundheit::N,peqqisusseq,здоровье
456,Krankheit::N,nappaat,болезнь
457,Schmerz::N,anniaat,боль
458,Wunde::N,iki,рана
459,Fieber::N,nappaat qanimanartoq,лихорадка
460,Fieber::N,nappaat qanimanartoq,температура
461,Arznei::N,imigassaq,лекарство
462,Brücke::N,ikaartarfik,мост
463,Brunnen::N,tissaluttuliaq,колодец
464,Weide::N,masarsuk,пастбище
465,Pfad::N,aqqut,тропа
466,Weg::N,aggerfik,путь
467,Weg::N,aggerfik,дорога
468,Straße::N,aqqusineq,улица
469,Straße::N,aqqusineq,дорога
470,Dorf::N,nunaqarfik,деревня
471,Stadt::N,illorpaat,город
472,Stadt::N,illorpalik,город
473,Brief::N,allagarsiaq,письмо
474,Buch::N,atuakkat,книга
475,Buch::N,mappersagaq,книга
476,Buchstabe::N,naqinneq,буква
477,Zeitung::N,aviisi,газета
478,Leben::N,inuussuseq,жизнь
479,Tod::N,toqu,смерть
480,Tod::N,toquneq,смерть
481,Grab::N,iliveq,могила
482,Grab::N,illissat,могила
483,Kirche::N,oqaluffik,церковь
484,Sünde::N,ajorti,грех
485,Arbeiter::N,sulisoq,рабочий
486,Chef::N,ittoqut,начальник
487,Meister::N,naalagaq,мастер
488,Arzt::N,katsorsaasoq,врач
489,Lehrer::N,ilinniartitsisoq,учитель
490,Geld::N,aningaasat,деньги
491,Geschäft::N,niuertarfik,занятие
492,Laden::N,niuertarfik,магазин
493,Preis::N,aki,цена
494,Ware::N,qaliata pii,товар
495,Ware::N,nioqqutissaq,товар
496,Nutzen::N,iluaqut,выгода
497,Welt::N,nunarsuaq,мир
498,Land::N,nuna,страна
499,König::N,kunngi,король
500,Macht::N,pissaassuseq,власть
501,Grenze::N,killik,граница
502,Krieg::N,sorsunneq,война
503,Feind::N,akeraq,враг
504,Feind::N,akerartorti,враг
505,Feind::N,qinngarsuisoq,враг
506,Kampf::N,sorsunneq,борьба
507,Pfeil::N,qalugiusaq,стрела
508,Gewehr::N,aallaat,ружье
509,Fehler::N,kukkuneq,ошибка
510,Fehler::N,paarlaappaa,ошибка
511,Unglück::N,perluut,беда
512,Schuld::N,akiitsugaq,вина
513,Schuld::N,akiligassaq,вина
514,Alter::N,utoqqaq,возраст
515,Schluss::N,isu,окончание
516,Zeit::N,ulloq,время
517,Zeit::N,akuttoqatigiinneq,время
518,Tag::N,ulloq,день
519,Morgen::N,ullaaq,утро
520,Mittag::N,ulloqeqqa,полдень
521,Abend::N,unnuk,вечер
522,Nacht::N,unnuaq,ночь
523,Woche::N,sapaatip akunnera,неделя
524,Monat::N,qaammat,месяц
525,Jahr::N,ukioq,год
526,Frühling::N,upernaaq,весна
527,Sommer::N,aasaq,лето
528,Herbst::N,ukiaq,осень
529,Winter::N,ukioq,зима
530,Januar::N,siulleeq,январь
531,Januar::N,qaammaliaq,январь
532,Februar::N,aarlaat,февраль
533,März::N,marsi,март
534,März::N,martsi,март
535,Mai::N,maaji,май
536,Juni::N,juuni,июнь
537,Juli::N,juuli,июль
538,August::N,aggusti,август
539,September::N,septembari,сентябрь
540,Oktober::N,oktobari,октябрь
541,November::N,novembari,ноябрь
542,Dezember::N,detsembari,декабрь
543,Montag::N,ataasinngortoq,понедельник
544,Dienstag::N,marlunngorneq,вторник
545,Mittwoch::N,pingasunngorneq,среда
546,Donnerstag::N,sisamanngorneq,четверг
547,Freitag::N,tallimanngorneq,пятница
548,Samstag::N,arfininngorneq,суббота
549,Sonntag::N,sapaat,воскресенье
550,Sonntag::N,sapaati,воскресенье
551,groß::A,angivoq,большой
552,klein::A,mikivoq,маленький
553,lang::A,takisooq,длинный
554,kurz::A,naatsoq,короткий
555,breit::A,silippoq,широкий
556,schmal::A,amitsoq,узкий
557,dicht::A,torsusooq,густой
558,dick[Gegenstand]::A,issuvoq,толстый
559,dick[Gegenstand]::A,issusooq,толстый
560,dünn::A,amitsoq,тонкий
561,fein::A,mamarpoq,тонкий
562,fest::A,tangeqarpoq,крепкий
563,flach::A,nalimmappoq,плоский
564,glatt::A,quasak,гладкий
565,hart::A,mattusooq,твердый
566,hart::A,manngerpoq,твердый
567,hart::A,titeqquluppoq,твердый
568,weich::A,nerumaarpoq,мягкий
569,rund::A,ammallorippoq,круглый
570,spitz::A,qummukujooq,остроконечный
571,scharf::A,ipippoq,острый
572,stumpf::A,anngerpoq,тупой
573,schwer::A,oqimaappoq,тяжелый
574,schön::A,kusanarpoq,красивый
575,heiß::A,kiappoq,жаркий
576,warm::A,oqorpoq,теплый
577,kalt::A,issippoq,холодный
578,kühl::A,pueqqortippoq,прохладный
579,feucht::A,isugutavoq,влажный
580,feucht::A,qaasernarpoq,влажный
581,nass::A,imerorpoq,мокрый
582,trocken::A,panerpoq,сухой
583,voll::A,ulikkaarpoq,полный
584,voll::A,ulikkaarpoq,наполненный
585,leer::A,imaattuarpoq,пустой
586,offen::A,ammavoq,открытый
587,geschlossen::A,matuvoq,закрытый
588,sauber::A,eqqippoq,чистый
589,sauber::A,sukuluippoq,чистый
590,sauber::A,ipeqanngilaq,чистый
591,schmutzig::A,tapappoq,грязный
592,schmutzig::A,minguppoq,грязный
593,roh::A,aapavoq,сырой
594,reif::A,qaarulerpoq,зрелый
595,süß::A,tungusunnippoq,сладкий
596,bitter::A,qasilippoq,горький
597,hell::A,qaamavoq,светлый
598,dunkel::A,qernerpoq,темный
599,schwarz::A,qernerpoq,черный
600,weiß::A,qaqorpoq,белый
601,rot::A,aappaluppoq,красный
602,gelb::A,sungaarpoq,желтый
603,blau::A,tungujorpoq,синий
604,grün::A,qorsooqqippoq,зеленый
605,grau::A,qaserpoq,серый
606,billig::A,akikippoq,дешевый
607,wertvoll::A,erlinnarpoq,ценный
608,blind::A,tappiippoq,слепой
609,blind::A,isigisaqanngilaq,слепой
610,taub::A,tusilarpoq,глухой
611,kräftig::A,pissaq,могучий
612,kräftig::A,pissarsuaq,могучий
613,stark::A,sanngivoq,сильный
614,schwach::A,nakuippoq,слабый
615,fett::A,pualavoq,жирный
616,schlank::A,tuappoq,стройный
617,hübsch::A,aatsialaq,прелестный
618,böse::A,ajorpoq,злой
619,dumm::A,taqajak,глупый
620,dumm::A,sikkilluppoq,глупый
621,dumm::A,qaatusimasaqanngilaq,глупый
622,faul::A,eqiasuppoq,ленивый
623,faul::A,eqiattortuvoq,ленивый
624,fleißig::A,eqiasuippoq,прилежный
625,geizig::A,iasilaarpoq,жадный
626,geizig::A,tukkuippoq,жадный
627,klug::A,mallak,умный
628,klug::A,ittanneq,умный
629,klug::A,kutaappoq,умный
630,klug::A,kuttaappoq,умный
631,klug::A,qarasagippoq,умный
632,lieb::A,akisooq,милый
633,lustig::A,piikulavoq,веселый
634,sanft::A,isumagippoq,нежный
635,hungrig::A,kaappoq,голодный
636,hungrig::A,perlilerpoq,голодный
637,krank::A,napparsimavoq,больной
638,traurig::A,aliasuppoq,грустный
639,lebendig::A,uumavoq,живой
640,gut::A,ajunngilaq,хороший
641,schlecht::A,sualuppoq,плохой
642,richtig::A,iluarpoq,правильный
643,schlimm::A,amiilaarnarpoq,отвратительный
644,schlimm::A,amiilaarnarpoq,мерзкий
645,wahr::A,ilumoorpoq,настоящий
646,alt::A,pisoqaq,старый
647,neu::A,nutaavoq,новый
648,alt[Lebewesen]::A,utoqqaq,пожилой
649,jung::A,inuusuppoq,молодой
650,jung::A,kingulliarsuk,молодой
651,arm::A,piillasoq,бедный
652,arm::A,piitsuuvoq,бедный
653,reich::A,pisuuvoq,богатый
654,berühmt::A,tusaamasaq,знаменитый
655,fremd::A,ajasoornarpoq,чужой
656,verschieden::A,allatut,разный
657,verschieden::A,tamalaat,разный
658,nah::A,qanippoq,близкий
659,fern::A,ungasippoq,далекий
660,linker::A,saamerleq,левый
661,rechter::A,innarluissut,правый
662,erster::A,siulleq,первый
663,zweiter::A,qataatsup tullia,второй
664,dritter::A,pingajorarterut,третий
665,letzter::A,kingulleq,последний
666,allein::ADV,kisimiippoq,один
667,auf einmal::ADV,tassanngaannaq,сразу
668,zusammen::ADV,attaasa,вместе
669,zusammen::ADV,attarmik,вместе
670,lange::ADV,akuni,долго
671,plötzlich::ADV,tassanngaannaq,вдруг
672,sofort::ADV,erniinnaq,тотчас
673,später::ADV,kingorna,позже
674,jetzt::ADV,maanna,сейчас
675,jetzt::ADV,massakkut,сейчас
676,heute::ADV,ullumi,сегодня
677,morgen::ADV,aqagu,завтра
678,bald::ADV,erniinnaq,скоро
679,dann::ADV,taava,потом
680,gestern::ADV,ippassaq,вчера
681,einst::ADV,ataatsimik,однажды
682,einst::ADV,ilaanni,однажды
683,damals::ADV,taamani,тогда
684,damals::ADV,taamanikkut,тогда
685,damals::ADV,taassumuunakkut,тогда
686,danach::ADV,taava,затем
687,vorher::ADV,siornagut,раньше
688,einmal::ADV,ilaanni,раз
689,einmal::ADV,ataatsimik,раз
690,manchmal::ADV,qaqutigu,иногда
691,manchmal::ADV,qaqutigut,иногда
692,oft::ADV,akulikitsumik,часто
693,immer::ADV,tamatigut,всегда
694,hier::ADV,maani,здесь
695,hierhin::ADV,maani,сюда
696,dorthin::ADV,ikuuna,туда
697,geradeaus::ADV,narlumut,прямо
698,vorwärts::ADV,pilangavoc,вперед
699,rückwärts::ADV,kingumut,назад
700,rückwärts::ADV,tunumut or tunummut,назад
701,zurück::ADV,kingumut,обратно
702,zurück::ADV,tunumut or tunummut,обратно
703,unten::ADV,kana,внизу
704,hinab::ADV,qiviu,вниз
705,überall::ADV,tamaginni,везде
706,überall::ADV,tamani tamaani,везде
707,kaum::ADV,qaqutigorsuaq,едва
708,sehr::ADV,assut,очень
709,noch::ADV,qeratavoq,еще
710,schon::ADV,taava-una,уже
711,wieder::ADV,kingumut,опять
712,vergebens::ADV,angiluk,напрасно
713,dies::PRN,manna,это
714,dies::PRN,matuma,это
715,das::PRN,ua,то
716,ich::PRN,uanga,я
717,du::PRN,illit,ты
718,er::PRN,una,он
719,wir::PRN,uagut,мы
720,ihr::PRN,ilissi,вы
721,sie::PRN,uku,они
722,was::FPRN,aat?,что
723,wer::FPRN,kikkut,кто
724,wo::FADV,sumi,где
725,wohin::FADV,sumut,куда
726,wie::FADV,qanoq,как
727,warum::FADV,sooq,почему
728,wieviel::FNUM,qassit,сколько
729,wieviel::FNUM,qanoq atsigisumik?,сколько
730,eins::NUM,ataaseq,один
731,zwei::NUM,marluk,два
732,drei::NUM,pingasut,три
733,vier::NUM,sisamat,четыре
734,vier::NUM,qajuusat,четыре
735,fünf::NUM,tallimat,пять
736,sechs::NUM,arfineq,шесть
737,sechs::NUM,arfinillit,шесть
738,sieben::NUM,arfineq-marluk,семь
739,acht::NUM,arfineq pingasut,восемь
740,neun::NUM,qulingiluat,девять
741,neun::NUM,arfineq sisamat,девять
742,zehn::NUM,qulit,десять
743,elf::NUM,aqqaneq,одиннадцать
744,zwölf::NUM,aqqaneq-marluk,двенадцать
745,zwanzig::NUM,tyve,двадцать
746,dreißig::NUM,tredive,тридцать
747,dreißig::NUM,pingasunik qulillit,тридцать
748,vierzig::NUM,fyrre,сорок
749,fünfzig::NUM,halvtreds,пятьдесят
750,fünfzig::NUM,tallimanik qulillit,пятьдесят
751,sechzig::NUM,tres,шестьдесят
752,siebzig::NUM,halvfjerds,семьдесят
753,achtzig::NUM,firs,восемьдесят
