,Concept_ID,ce,mhr
112,Abhang::N,басе,та́йыл
113,Quelle::N,шовда,важ
114,Quelle::N,шовда,вӱдшинча́
115,Bach::N,татол,изэҥе́р
116,Fluss::N,хи,эҥе́р
117,Ufer::N,хийист,сер
118,Küste::N,йист,вӱдтӱ́р
119,Festland::N,латта,мла́нде
120,Meer::N,xӏорд,те́ҥыз
121,Bucht::N,чож,икса́
122,Insel::N,гӏайре,отро́
123,Blume::N,зезаг,пеле́дыш
124,Gras::N,буц,шу́до
125,Wurzel::N,орам,вож
126,Baum::N,дитт,пуше́ҥге
127,Stamm::N,гӏад,йы́тыр
128,Stamm::N,тайпа,йы́тыр
129,Rinde::N,кевстиг,шӱм
130,Ast::N,га,укш
131,Zweig::N,га,торма́к
132,Blatt::N,гӏа,лышта́ш
133,Birke::N,дакх,куэ́
134,Kiefer[Baum]::N,бага,пӱ́нчӧ
135,Weide[Baum]::N,дак,уа́
136,Tanne::N,база,кож
137,Horn::N,маӏа,шур
138,Feder::N,пелаг,пы́стыл
139,Fell::N,цӏока,кова́ште
140,Flügel::N,тӏам,шу́лдыр
141,Klaue::N,мӏара,кӱч
142,Kralle::N,тlод,ла́па
143,Kralle::N,тlод,копа́
144,Schwanz::N,цӏога,поч
145,Ei::N,xӏoa,му́но
146,Nest::N,бен,пыжа́ш
147,Bau::N,lуьрг,пыжа́ш
148,Tier::N,дийнат,я́нлык
149,Tier::N,дийнат,живо́тный
150,Herde::N,жа,кӱ́тӱ
151,Herde::N,жа,тӱшка́
152,Kuh::N,етт,ушка́л
153,Bulle::N,сту,ӱ́шкыж
154,Pferd::N,говр,и́мне
155,Schaf::N,жий,шо́рык
156,Schaf::N,уьстагӏ,шо́рык
157,Schwein::N,хьакха,сӧсна́
158,Hund::N,жӏаьла,пий
159,Katze::N,цициг,пы́рыс
160,Bär::N,ча,маска́
161,Eichhörnchen::N,тарсал,ур
162,Elch::N,сай,шо́рдо
163,Fuchs::N,цхьогал,ры́выж
164,Hase::N,пхьагал,мера́ҥ
165,Maus::N,дахка,коля́
166,Wolf::N,борз,пи́ре
167,Vogel::N,олхазар,ка́йык
168,Huhn::N,котам,чы́ве
169,Hahn::N,нӏаьна,агыта́н
170,Hahn::N,боргӏал,агыта́н
171,Gans::N,гӏаз,ко́мбо
172,Adler::N,aьрзу,карагу́ш
173,Ente::N,бад,лу́до
174,Eule::N,бухӏа,тумна́
175,Kranich::N,гӏаргӏули,турня́
176,Krähe::N,къиг,кора́к
177,Kuckuck::N,aттйокх,куку́
178,Schwan::N,гӏургӏаз,йӱ́ксӧ
179,Fisch::N,чӏара,кол
180,Barsch::N,окунь,ола́ҥге
181,Hecht::N,гӏазкхийн чӏара,нуж
182,Hecht::N,гӏазкхийн чӏара,чорта́н
183,Schlange[Tier]::N,лаьхьа,ки́шке
184,Wurm::N,нӏаьна,шукш
185,Spinne::N,гезг,эҥыре́мыш
186,Ameise::N,зингат,ку́тко
187,Laus::N,меза,тий
188,Laus::N,гӏениг,тий
189,Mücke::N,чуьрк,шыҥа́
190,Fliege::N,моза,ка́рме
191,Schmetterling::N,полла,лы́ве
192,Beere::N,цӏазам,мӧр
193,Apfel::N,ӏаж,олма́
194,Pilz::N,жӏаьлин нускал,по́ҥго
195,Zwiebel::N,xох,шога́н
196,Saat::N,чlу,нӧ́шмӧ
197,Saat::N,чlу,туш
198,Korn::N,буьртиг,шу́рно
199,Heu::N,йол,шу́до
200,Schale::N,пардо,шӱм
201,Grube::N,ор,выне́м
202,Falle::N,кӏело,лӧ́дӧ
203,Spur::N,лар,кыша́
204,Asche::N,чим,ло́мыж
205,Dreck::N,мода,лавыра́
206,Eisen::N,эчиг,кӱ́ртньӧ
207,Gold::N,деши,шӧ́ртньӧ
208,Silber::N,дети,ший
209,Kohle::N,кӏора,мландышӱ́й
210,Glas::N,aнгали,янда́
211,Lehm::N,поппар,шун
212,Sand::N,гӏум,ошма́
213,Mensch::N,адам,еҥ
214,Mensch::N,адам,айде́ме
215,Mann::N,майра,пӧръе́ҥ
216,Frau::N,зуда,ӱдырама́ш
217,Kind::N,бер,аза́
218,Junge::N,жимха,рве́зе
219,Mädchen::N,жима йоӏ,ӱдыра́ш
220,Familie::N,доьзал,еш
221,Großvater::N,ненада,коча́
222,Großmutter::N,денана,кова́
223,Eltern::N,да-нана,ача́-ава́
224,Vater::N,да,ача́
225,Mutter::N,нана,ава́
226,Sohn::N,кӏант,э́рге
227,Tochter::N,йоӏ,ӱ́дыр
228,Bruder::N,ваша,иза́
229,Bruder::N,ваша,шо́льо
230,Schwester::N,йиша,ака́
231,Onkel::N,деваша,иза́
232,Tante::N,дейиша,кока́
233,Ehemann::N,майра,мари́й
234,Ehefrau::N,зуда,ва́те
235,Freude::N,самукъа,куа́н
236,Freude::N,самукъа,куаныма́ш
237,Freude::N,хазахетар,куа́н
238,Freude::N,хазахетар,куаныма́ш
239,Gelächter::N,белам,во́штылтыш
240,Glück::N,ирс,пиа́л
241,Kummer::N,бала,о́йго
242,Wunsch::N,лаам,ку́мыл
243,Lust::N,лаам,ку́мыл
244,Geist::N,са,ӧрт
245,Geist::N,са,чон
246,Gedanke::N,ойла,ой
247,Gedanke::N,ойла,шоныма́ш
248,Gedächtnis::N,диццадалар,шарныма́ш
249,Verstand::N,хьекъал,уш
250,Sinn::N,маьӏна,смысл
251,Grund::N,бахьана,ама́л
252,Wahrheit::N,бакъдерг,чын
253,Gespräch::N,къамел,мутланыма́ш
254,Märchen::N,туьйра,йома́к
255,Erzählung::N,дийцар,ойлыма́ш
256,Nachricht::N,хаам,увертарыма́ш
257,Neuigkeit::N,керланиг,уве́р
258,Name::N,цӏе,лӱм
259,Rätsel::N,хӏетал-метал,ту́што
260,Rede::N,къамел,ойлыма́ш
261,Sprache::N,мотт,йы́лме
262,Stimme::N,aз,йӱк
263,Wort::N,дош,ой
264,Wort::N,дош,мут
265,Zeichen::N,билгало,ти́ште
266,Zeichen::N,билгало,знак
267,Ruf::N,кхайкхар,ӱжма́ш
268,Lärm::N,гӏовгӏа,лӱшкыма́ш
269,Lärm::N,гӏовгӏа,йӱк-йӱа́н
270,Laut::N,аз,йӱк
271,Ton::N,aз,йӱксе́м
272,Lied::N,илли,му́ро
273,Ruhe::N,тийналла,ты́мык
274,Leute::N,нах,еҥ-влак
275,Volk::N,халкъ,ка́лык
276,Arbeit::N,болх,паша́
277,Gast::N,хьаша,уна́
278,Geschenk::N,совгӏат,пӧле́к
279,Spiel::N,ловзар,мо́дыш
280,Spiel::N,ловзар,модма́ш
281,Gesellschaft::N,юкъаралла,тӱшка́
282,Hilfe::N,гӏо,по́лыш
283,Freund::N,доттагl,таҥ
284,Freund::N,доттагl,йолта́ш
285,Kamerad::N,накъост,таҥ
286,Angelegenheit::N,гӏуллакх,паша́
287,Anzahl::N,терахь,чот
288,Stück::N,юьхк,ка́тыш
289,Stück::N,юьхк,ла́стык
290,Teil::N,дакъа,ужа́ш
291,Hälfte::N,ах,пел
292,Hälfte::N,ах,пе́ле
293,Kreis::N,го,ты́ртыш
294,Kreuz::N,жӏара,ыре́с
295,Linie::N,сиз,ли́ний
296,Strich::N,сиз,коре́ш
297,Abstand::N,юкъ,кокла́
298,Gegend::N,мeттиг,кунде́м
299,Platz::N,майда,ку́мдык
300,Ort::N,меттиг,вер
301,Ort::N,меттиг,о́лмо
302,Seite::N,aгӏo,ӧ́рдыж
303,Mitte::N,юкъ,покше́л
304,Gegenstand::N,хӏума,наста́
305,Sache::N,хӏума,наста́
306,Rand::N,йист,тӱр
307,Kante::N,йист,тӱр
308,Ecke::N,са,лук
309,Spitze::N,ралла,вуй
310,Ende::N,юьхьиг,муча́ш
311,Loch::N,ӏуьрг,рож
312,Winkel::N,са,лук
313,Muster::N,дагар,пеза́к
314,Muster::N,дагар,узо́р
315,Muster::N,дагар,ӱ́лгӧ
316,Muster::N,тӏамар,пеза́к
317,Muster::N,тӏамар,узо́р
318,Muster::N,тӏамар,ӱ́лгӧ
319,Größe::N,барам,кӱ́кшыт
320,Länge::N,йохалла,ку́тыш
321,Höhe::N,локхалла,кӱ́кшыт
322,Gewicht::N,йозалла,не́лыт
323,Menge::N,дукхалла,чот
324,Haufen::N,сал,кы́шыл
325,Haufen::N,оьла,кы́шыл
326,Reihe::N,рагӏ,рада́м
327,Reihe::N,могӏа,рада́м
328,Boot::N,кема,пуш
329,Ruder::N,пийсиг,эшка́к
330,Schlitten::N,салаз,тер
331,Schlitten::N,салаз,изде́р
332,Ski::N,когсалаз,е́че
333,Lagerfeuer::N,цӏе,туло́то
334,Last::N,дукъ,нӧ́лтыш
335,Gang::N,лелар,ошкылма́ш
336,Schritt::N,гӏулч,о́шкыл
337,Norden::N,къилбаседе,йӱдйыма́л
338,Süden::N,къилбе,кечывалве́л
339,Westen::N,малхбузе,касве́л
340,Osten::N,малхбале,эрве́л
341,Holz::N,дечиг,пу
342,Brett::N,у,оҥа́
343,Platte::N,у,аста́р
344,Stütze::N,гӏopтоp,чара́к
345,Stange::N,гӏуркх,лома́ш
346,Stock::N,ӏаса,тоя́
347,Stab::N,гӏаж,вара́
348,Stab::N,гӏаж,кашта́
349,Rohr::N,биргӏа,пуч
350,Haus::N,цӏа,пӧрт
351,Heim::N,кхерч,мӧ́ҥгӧ
352,Ofen::N,кхерч,комака́
353,Fußboden::N,цӏенкъа,кӱва́р
354,Tisch::N,шун,ӱсте́л
355,Stuhl::N,гӏант,пӱке́н
356,Wiege::N,ага,шепка́
357,Bett::N,маьнга,ва́кшыш
358,Regal::N,терхи,шӧ́рлык
359,Kiste::N,яьшка,шо́ндык
360,Kiste::N,яьшка,я́шлык
361,Fenster::N,кор,окна́
362,Tür::N,неӏ,омса́
363,Tor::N,ков,капка́
364,Zaun::N,керт,сава́р
365,Dach::N,тхов,леве́дыш
366,Leiter::N,лами,тошка́лтыш
367,Besen::N,нуй,ӱштерво́штыр
368,Spaten::N,бел,ко́льмо
369,Schaufel::N,аьшкал,сово́к
370,Schaufel::N,аьшкал,су́ско
371,Gabel::N,мӏара,ви́лке
372,Löffel::N,ӏайг,па́не
373,Löffel::N,ӏайг,совла́
374,Messer::N,урс,кӱ́зӧ
375,Nagel::N,хьостам,пуда́
376,Netz::N,бой,вапш
377,Haken::N,мӏара,са́гыле
378,Schloss::N,чӏега,кӧгӧ́н
379,Bild::N,сурт,сӱре́т
380,Puppe::N,тайниг,курча́к
381,Beutel::N,гали,меша́к
382,Bündel::N,кочар,арша́ш
383,Tasche::N,тӏоьрмиг,сумка́
384,Eimer::N,чийлик,ведра́
385,Deckel::N,негӏар,ко́мдыш
386,Geschirr::N,пхьегӏа,а́те
387,Sack::N,гали,куль
388,Sack::N,гали,меша́к
389,Tasse::N,кад,чу́кыр
390,Tasse::N,кад,чашка́
391,Topf::N,яй,ми́ске
392,Kessel::N,яй,под
393,Essen::N,юург,ко́чкыш
394,Nahrung::N,кхача,ку́рго
395,Speise::N,юург,ко́чкыш
396,Fleisch::N,жижиг,шыл
397,Getreide::N,буьртиг,шу́рно
398,Brei::N,xудар,пу́чымыш
399,Brot::N,бепиг,ки́нде
400,Brot::N,кхаллар,ки́нде
401,Scheibe::N,цастар,ка́тыш
402,Fett::N,мохь,коя́
403,Butter::N,налха,ӱй
404,Öl::N,даьтта,ӱй
405,Salz::N,туьха,шинча́л
406,Suppe::N,чорпа,шӱр
407,Honig::N,моз,мӱй
408,Milch::N,шура,шӧр
409,Tee::N,чай,чай
410,Leder::N,цӏока,сура́н
411,Leder::N,цӏока,шӱ́штӧ
412,Wolle::N,тӏapгӏa,пун
413,Stoff::N,кӏади,куэ́м
414,Stoff::N,кӏади,посто́
415,Nadel::N,маха,и́ме
416,Faden::N,тай,шӱ́ртӧ
417,Knopf::N,нуьйда,по́лдыш
418,Knoten::N,шад,пышке́м
419,Farbe::N,сир,чия́
420,Farbe::N,басар,чия́
421,Kleidung::N,бедар,чие́м
422,Kleidung::N,бедар,вурге́м
423,Hemd::N,коч,ту́выр
424,Kragen::N,кач,сога́
425,Ärmel::N,пхьош,шокш
426,Hose::N,хеча,йола́ш
427,Gürtel::N,доьхка,ӱ́штӧ
428,Mütze::N,куй,упш
429,Schuh::N,мача,боти́нке
430,Stiefel::N,этка,кем
431,Ring::N,чӏуг,шерга́ш
432,Band::N,лента,тасма́
433,Band::N,лента,ле́нте
434,Kamm::N,ехк,шерге́
435,Spiegel::N,куьзга,вошто́нчыш
436,Riemen::N,доьхка,кӱзанӱ́штӧ
437,Schnur::N,муш,кере́м
438,Schnur::N,муш,кандыра́
439,Leine::N,кочатосу доьхка,вӱра́ҥ
440,Decke::N,юргӏа,леве́дыш
441,Decke::N,юргӏа,одея́л
442,Kissen::N,гIайба,кӱ́пчык
443,Tuch::N,исхар,шо́выч
444,Handtuch::N,гата,со́лык
445,Kraft::N,гӏора,вий
446,Kraft::N,гӏора,куа́т
447,Stärke::N,гӏап,куа́т
448,Stärke::N,гӏап,карма́н
449,Gesundheit::N,могашалла,таза́лык
450,Krankheit::N,цамгар,чер
451,Schmerz::N,лазар,ко́рштыш
452,Wunde::N,чов,су́сыр
453,Fieber::N,xорша,йӱштыму́ж
454,Fieber::N,xорша,лихора́дке
455,Arznei::N,молха,эм
456,Brücke::N,тӏай,кӱва́р
457,Brunnen::N,гӏу,вӱдвыне́м
458,Weide::N,дак,нурше́р
459,Pfad::N,тача,йолго́рно
460,Pfad::N,тача,сокма́к
461,Weg::N,некъ,ко́рно
462,Straße::N,урам,ко́рно
463,Dorf::N,юрт,ял
464,Stadt::N,гӏала,ола́
465,Brief::N,кехат,се́рыш
466,Buch::N,жайна,книга́
467,Buchstabe::N,элп,буква́
468,Zeitung::N,газет,газе́т
469,Leben::N,дахар,и́лыш
470,Tod::N,далар,колыма́ш
471,Tod::N,ӏожалла,колыма́ш
472,Grab::N,каш,шӱга́р
473,Kirche::N,килс,че́рке
474,Sünde::N,къа,су́лык
475,Gott::N,дела,ю́мо
476,Arbeiter::N,белхало,паша́зе
477,Chef::N,хьаькам,тӧра́
478,Meister::N,говзанча,маста́р
479,Arzt::N,лор,врач
480,Lehrer::N,хьехархо,ту́ныктышо
481,Geld::N,aхча,окса́
482,Geschäft::N,туька,сатулыма́ш
483,Laden::N,туька,ке́выт
484,Preis::N,мах,ак
485,Ware::N,хlума,сату́
486,Nutzen::N,пайда,пайда́
487,Reichtum::N,хьал,поя́нлык
488,Welt::N,дуьне,тӱня́
489,Land::N,мохк,эл
490,Staat::N,пачхьалкх,кугыжа́ныш
491,König::N,паччахь,кугыжа́
492,Macht::N,ӏедал,власть
493,Grenze::N,доза,грани́ца
494,Krieg::N,тӏом,сар
495,Feind::N,мостагӏ,тушма́н
496,Gewalt::N,гӏело,виешлыма́ш
497,Kampf::N,къийсам,кредалма́ш
498,Pfeil::N,пха,пикш
499,Gewehr::N,топ,пыча́л
500,Fehler::N,гӏалат,йо́ҥылыш
501,Lüge::N,аьшпаш,шоя́к
502,Schaden::N,зен,зия́н
503,Unglück::N,бала,эҥге́к
504,Schuld::N,бехк,тита́к
505,Schuld::N,бехк,йола́
506,Alter::N,хан,ийго́т
507,Schluss::N,чакхе,муча́ш
508,Zeit::N,хан,жап
509,Zeit::N,хан,па́гыт
510,Tag::N,де,ке́че
511,Morgen::N,ӏуьйре,эр
512,Mittag::N,делкъе,кечыва́л
513,Abend::N,суьйре,кас
514,Nacht::N,буьйса,йӱд
515,Woche::N,кӏира,арня́
516,Monat::N,бутт,ты́лзе
517,Jahr::N,шо,ий
518,Frühling::N,бӏаьсте,шо́шо
519,Sommer::N,аьхке,кеҥе́ж
520,Herbst::N,гуьйре,шы́же
521,Winter::N,ӏа,те́ле
522,Januar::N,январь,шоркыйол
523,Januar::N,январь,идалыкву́й
524,Januar::N,январь,янва́рь
525,Februar::N,февраль,пургыж
526,Februar::N,февраль,февра́ль
527,März::N,март,ӱярня
528,März::N,март,март
529,April::N,апрель,апре́ль
530,Mai::N,май,ага
531,Mai::N,май,май
532,Juni::N,июнь,пеледыш
533,Juni::N,июнь,ию́нь
534,Juli::N,июль,сӱрем
535,Juli::N,июль,ию́ль
536,August::N,август,сорла
537,August::N,август,агарма́н
538,August::N,август,а́вгуст
539,September::N,сентябрь,идым
540,September::N,сентябрь,сентя́брь
541,Oktober::N,октябрь,шыжа
542,Oktober::N,октябрь,октя́брь
543,November::N,ноябрь,кылме тылзе
544,November::N,ноябрь,ноя́брь
545,Dezember::N,декабрь,дека́брь
546,Montag::N,оршот,шо́чмо
547,Dienstag::N,шинара,ку́шкыжмо
548,Mittwoch::N,кхаара,вӱрге́че
549,Donnerstag::N,еара,изарня́
550,Freitag::N,пӏераска,кугарня́
551,Samstag::N,шот,шуматке́че
552,Sonntag::N,кӏиранде,рушарня́
553,groß::A,доккха,кугу́
554,klein::A,кегий,изи́
555,lang::A,еха,кужу́
556,kurz::A,доца,кӱ́чык
557,breit::A,шуьйра,кумда́
558,schmal::A,готта,а́ҥысыр
559,dicht::A,луьста,ну́гыдо
560,dick[Gegenstand]::A,стомма,кӱ́жгӧ
561,dünn::A,дуткъа,ви́чкыж
562,fein::A,ховха,ты́гыде
563,fest::A,чӏогӏа,чо́ткыдо
564,flach::A,чӏапа,лапка́
565,glatt::A,шера,яклака́
566,hart::A,чӏогӏa,пе́ҥгыде
567,weich::A,кӏеда,пу́шкыдо
568,rund::A,горга,йырге́шке
569,spitz::A,ира,коша́р
570,scharf::A,ира,пӱ́сӧ
571,stumpf::A,аьртa,токма́к
572,schwer::A,деза,не́ле
573,schön::A,хаза,сы́лне
574,heiß::A,довха,шо́кшо
575,warm::A,довха,ле́ве
576,kalt::A,шийла,йӱ́штӧ
577,kühl::A,шийла,юа́лге
578,kühl::A,шийла,южгата́
579,frisch::A,керла,свежа́
580,feucht::A,тӏуьна,вӱ́дыжгӧ
581,nass::A,тӏеда,нӧ́рӧ
582,trocken::A,eкъа,ку́кшо
583,voll::A,дуьзна,тич
584,leer::A,яьсса,яра́
585,offen::A,диллина,виш
586,geschlossen::A,дӏакъевлина,пе́тырыме
587,geschlossen::A,дӏакъевлина,тӱ́чмӧ
588,geschlossen::A,дӏачӏагӏдина,пе́тырыме
589,geschlossen::A,дӏачӏагӏдина,тӱ́чмӧ
590,sauber::A,цӏена,ару́
591,sauber::A,цӏена,янда́р
592,schmutzig::A,боьха,лавыра́н
593,schmutzig::A,боьха,ла́выргыше
594,roh::A,буьйда,кӱ́чымӧ
595,reif::A,хилла,лӧза́
596,lecker::A,чоме,ту́тло
597,süß::A,мерза,ше́ре
598,bitter::A,къаьхьа,ко́чо
599,sauer::A,муьста,шо́по
600,hell::A,сирла,во́лгыдо
601,dunkel::A,бодане,пычке́мыш
602,schwarz::A,ӏаьржа,шола́
603,weiß::A,кӏайн,ош
604,rot::A,цӏен,йошка́р
605,gelb::A,можа,сар
606,blau::A,сийна,ка́нде
607,grün::A,баьццара,ужа́р
608,grau::A,cира,сур
609,grau::A,мокха,сур
610,bunt::A,къорза,олача́
611,billig::A,дораха,шу́лдо
612,teuer::A,деза,ше́рге
613,wertvoll::A,мехала,шергака́н
614,blind::A,бӏаьрзе,со́кыр
615,taub::A,къора,соҥгыра́
616,kräftig::A,нуьцкъала,куа́тле
617,stark::A,зоьртала,вия́н
618,stark::A,нуьцкъала,вия́н
619,schwach::A,гӏорасиза,а́лдыме
620,fett::A,дерстана,коя́
621,schlank::A,куц долу,йоштката́
622,schlank::A,куц долу,яжу́
623,hübsch::A,хаза,чеве́р
624,böse::A,вон,шы́де
625,dumm::A,сонта,аҥыра́
626,faul::A,мало ен,його
627,fleißig::A,тӏера,ты́ршыше
628,geizig::A,пис,чаҥга́
629,geizig::A,сутара,чаҥга́
630,klug::A,хьекъале,уша́н
631,geschickt::A,тӏахъаьлла,уста́
632,lieb::A,хьоме,ала́л
633,lustig::A,самукъане,весела́
634,sanft::A,кlеда,ны́жылге
635,hungrig::A,меца,шу́жышо
636,krank::A,цомгуш долу,че́рле
637,nackt::A,дерзана,чарама́т
638,traurig::A,самукъане воцу,ойга́н
639,lebendig::A,дийна,и́лыше
640,gut::A,дика,сай
641,schlecht::A,вон,уда́
642,schlecht::A,вон,шӱ́кшӧ
643,richtig::A,нийса,чы́нле
644,schlimm::A,вон,аля́к
645,schlimm::A,вон,тыра́н
646,wahr::A,бакъдолу,чы́нле
647,wahr::A,бакъдолу,настоя́щий
648,alt::A,къена,то́што
649,neu::A,керла,у
650,ehemalig::A,хилла,о́нчычсо
651,ehemalig::A,хилла,онда́кысе
652,alt[Lebewesen]::A,къена,шо́нто
653,jung::A,къона,са́мырык
654,arm::A,къен,нужна́
655,reich::A,хьоле,поя́н
656,bekannt::A,девзаш долу,па́лыме
657,berühmt::A,цӏеяхана,лӱ́млӧ
658,fremd::A,нехан,йот
659,verschieden::A,тайп-тайпанара,тӱ́рлӧ
660,nah::A,гергара,ли́шыл
661,fern::A,гена,тора́
662,fern::A,гена,мӱ́ндыр
663,fern::A,генара,тора́
664,fern::A,генара,мӱ́ндыр
665,linker::A,аьрру,шола́
666,rechter::A,аьтту,пурла́
667,anderer::A,кхин,вес
668,anderer::A,кхин,мо́ло
669,erster::A,хьалхара,и́кымше
670,zweiter::A,шолгIа,ко́кымшо
671,dritter::A,кхоалгӏа,ку́мшо
672,letzter::A,тӏаьххьара,пыта́ртыш
673,allein::ADV,цхьаъ,шкет
674,auf einmal::ADV,цу сохьтта,икана́ште
675,zusammen::ADV,цхьана,пырля́
676,lange::ADV,дукха,кужу́н
677,plötzlich::ADV,цIеххьана,кенета́
678,sofort::ADV,цу сохьтта,кызыта́к
679,später::ADV,тӏаьхьо,варара́к
680,jetzt::ADV,хӏинца,ы́нде
681,jetzt::ADV,хӏинца,кы́зыт
682,heute::ADV,тахана,та́че
683,morgen::ADV,кхана,эрла́
684,bald::ADV,кеста,вашке́
685,dann::ADV,тӏаккха,вара́
686,gestern::ADV,селхана,теҥге́че
687,einst::ADV,цкъа,икана́
688,damals::ADV,хӏетахьь,туна́м
689,danach::ADV,тӏаккха,вара́
690,vorher::ADV,хьалхa,о́нчыч
691,zuerst::ADV,хьалха,онда́к
692,einmal::ADV,цкъа,икана́
693,manchmal::ADV,цкъаццкъа,ка́шын
694,manchmal::ADV,цкъаццкъа,кокла́н
695,oft::ADV,кест-кеста,чӱ́чкыдын
696,immer::ADV,даим,эре́
697,immer::ADV,даим,ту́тыш
698,niemals::ADV,цкъа а,ок нигуна́м
699,hier::ADV,кхузахь,ты́ште
700,hierhin::ADV,кхуза,ты́шке
701,hierhin::ADV,кхуза,тыш
702,von hier::ADV,кхузара,тыше́ч
703,von hier::ADV,кхузара,тыве́ч
704,dort::ADV,цигахь,ту́што
705,dorthin::ADV,цига,туш
706,dorthin::ADV,цига,ту́шко
707,geradeaus::ADV,нийса дӏа,вик
708,vorwärts::ADV,хьалха,о́нчыко
709,rückwärts::ADV,юха,шеҥге́к
710,zurück::ADV,юха,мӧҥге́ш
711,unten::ADV,лахахь,ӱ́лнӧ
712,unten::ADV,лахахь,йыма́лне
713,hinab::ADV,охьа,йыма́к
714,oben::ADV,лакхахь,кӱ́шнӧ
715,oben::ADV,лакхахь,ӱмба́лне
716,hinauf::ADV,хьала,кӱ́ш
717,hinauf::ADV,хьала,кӱ́шкӧ
718,überall::ADV,массанхьа,чыла́ вере́
