,Concept_ID,kn,ce
39,Haut::N,ಚರ್ಮ,чкъор
40,Blut::N,ರಕ್ತ,цӏий
41,Ader::N,ನರ,пха
42,Sehne::N,ನರ,хьорзам
43,Knochen::N,ಮೂಳೆ,даьӏахк
44,Gehirn::N,ಮಿದುಳು,хье
45,Herz::N,ಹೃದಯ,дог
46,Magen::N,ಉದರ,зорх
47,Leber::N,ಯಕೃತ್ತು,доӏах
48,Atem::N,ಉಸಿರು,садеӏар
49,Hunger::N,ಹಸಿವು,мацалла
50,Träne::N,ಕಣ್ಣೀರು,бӏаьрхи
51,Geschmack::N,ರುಚಿ,чам
52,Geruch::N,ವಾಸನೆ,хьожа
53,Schlaf::N,ನಿದ್ರೆ,наб
54,Traum::N,ಕನಸು,гӏан
55,Himmel::N,ಬಾನು,стигал
56,Sonne::N,ಸೂರ್ಯ,малх
57,Mond::N,ಚಂದ್ರ,бутт
58,Stern::N,ಚುಕ್ಕಿ,седа
59,Luft::N,ವಾಯು,xӏаваъ
60,Wind::N,ಗಾಳಿ,мох
61,Welle::N,ಅಲೆ,тулгӏе
62,Wasser::N,ನೀರು,хи
63,Stein::N,ಕಲ್ಲು,тӏулг
64,Boden::N,ನೆಲ,цӏенкъа
65,Erde::N,ಭೂಮಿ,латта
66,Staub::N,ದೂಳು,чан
67,Rauch::N,ಹೊಗೆ,кӏур
68,Funke::N,ಕಿಡಿ,суй
69,Feuer::N,ಬೆಂಕಿ,цӏе
70,Licht::N,ಬೆಳಕು,серло
71,Schatten::N,ನೆರಳು,ӏиндагӏ
72,Wetter::N,ಹವ,хенан хӏоттам
73,Nebel::N,ಮಂಜು,дохк
74,Wolke::N,ಮೋಡ,марха
75,Regen::N,ಮಳೆ,догӏа
76,Schnee::N,ಹಿಮ,ло
77,Eis::N,ಮಂಜುಗಡ್ಡೆ,ша
78,Frost::N,ಮಂಜು,шело
79,Kälte::N,ಹಿಮ,шело
80,Hitze::N,ಉಷ್ಣ,йовхо
81,Raureif::N,ಇಬ್ಬನಿ,йис
82,Regenbogen::N,ಇಂದ್ರಚಾಪ,стелаӏад
83,Donner::N,ಗುಡುಗು,ткъес
84,Strömung::N,ಪ್ರವಾಹ,дӏаэхар
85,Strömung::N,ಪ್ರವಾಹ,дӏасалелар
86,Tropfen::N,ತೊಟ್ಟು,тӏадам
87,Schaum::N,ನೊರೆ,чопа
88,Schmutz::N,ಕಸ,хатт
89,See::N,ಸರೋವರ,ӏам
90,Sumpf::N,ಜೌಗುಸ್ಥಳ,уьшал
91,Moor::N,ಬಂಜರು ಭೂಮಿ,уьшал
92,Wiese::N,ಹುಲ್ಲುಗಾವಲು,бай
93,Wald::N,ಕಾಡು,хьун
94,Hügel::N,ಗುಡ್ಡೆ,гу
95,Hügel::N,ಗುಡ್ಡೆ,шу
96,Hügel::N,ಗುಡ್ಡೆ,барз
97,Anhöhe::N,ದಿಬ್ಬ,акъари
98,Berg::N,ಮಲೆ,лам
99,Berg::N,ಪರ್ವತ,лам
100,Gipfel::N,ಶೃಂಗ,бохь
101,Höhle::N,ಗುಹೆ,хьех
102,Abhang::N,ಇಳಿಜಾರು,басе
103,Quelle::N,ಮೂಲ,шовда
104,Bach::N,ತೊರೆ,татол
105,Fluss::N,ನದಿ,хи
106,Ufer::N,ತೀರ,хийист
107,Küste::N,ದಂಡೆ,йист
108,Festland::N,ಭೂಮಿ,латта
109,Meer::N,ಕಡಲು,xӏорд
110,Bucht::N,ಖಾರಿ,чож
111,Insel::N,ದ್ವೀಪ,гӏайре
112,Blume::N,ಸುಮ,зезаг
113,Gras::N,ಹುಲ್ಲು,буц
114,Wurzel::N,ಬೇರು,орам
115,Baum::N,ಮರ,дитт
116,Stamm::N,ಕಾಂಡ,гӏад
117,Stamm::N,ಕಾಂಡ,тайпа
118,Rinde::N,ತೂಗಟಿ,кевстиг
119,Ast::N,ಶಾಖೆ,га
120,Zweig::N,ರೆಂಬೆ,га
121,Blatt::N,ಎಲೆ,гӏа
122,Birke::N,ಬರ್ಚ್ ಮರ,дакх
123,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,бага
124,Weide[Baum]::N,ವಿಲೋಮರ,дак
125,Tanne::N,ಭದ್ರದಾರು,база
126,Horn::N,ಕೊಂಬು,маӏа
127,Feder::N,ಪುಕ್ಕ,пелаг
128,Fell::N,ರೋಮ,цӏока
129,Flügel::N,ರೆಕ್ಕೆ,тӏам
130,Klaue::N,ಪಂಜ,мӏара
131,Kralle::N,ಉಗುರು,тlод
132,Schwanz::N,ಬಾಲ,цӏога
133,Ei::N,ಮೊಟ್ಟೆ,xӏoa
134,Nest::N,ಗೂಡು,бен
135,Bau::N,ಅಡಗುದಾಣ,lуьрг
136,Tier::N,ಪ್ರಾಣಿ,дийнат
137,Herde::N,ಗುಂಪು,жа
138,Kuh::N,ಹಸು,етт
139,Bulle::N,ಗೂಳಿ,сту
140,Pferd::N,ಕುದುರೆ,говр
141,Schaf::N,ಕುರಿ,жий
142,Schaf::N,ಕುರಿ,уьстагӏ
143,Schwein::N,ಹಂದಿ,хьакха
144,Hund::N,ನಾಯಿ,жӏаьла
145,Katze::N,ಬೆಕ್ಕು,цициг
146,Bär::N,ಕರಡಿ,ча
147,Eichhörnchen::N,ಉಡುತೆ,тарсал
148,Elch::N,ಕಡವೆ,сай
149,Fuchs::N,ನರಿ,цхьогал
150,Hase::N,ಮೊಲ,пхьагал
151,Maus::N,ಇಲಿ,дахка
152,Wolf::N,ತೋಳ,борз
153,Vogel::N,ಪಕ್ಷಿ,олхазар
154,Schwarm::N,ಗುಂಪು,
155,Huhn::N,ಚಿಕ್,котам
156,Hahn::N,ಹುಂಜ,нӏаьна
157,Hahn::N,ಹುಂಜ,боргӏал
158,Gans::N,ವರಟೆ,гӏаз
159,Adler::N,ಗರುಡ,aьрзу
160,Ente::N,ಬಾತು,бад
161,Eule::N,ಗೂಬೆ,бухӏа
162,Kranich::N,ಕೊಕ್ಕರ,гӏаргӏули
163,Krähe::N,ಕಾಗೆ,къиг
164,Kuckuck::N,ಕೋಗಿಲೆ,aттйокх
165,Schwan::N,ಹಂಸಪಕ್ಷಿ,гӏургӏаз
166,Fisch::N,ಮೀನು,чӏара
167,Barsch::N,ಪರ್ಚ್ ಮೀನು,окунь
168,Hecht::N,ಪೈಕ್ ಮೀನು,гӏазкхийн чӏара
169,Schlange[Tier]::N,ಹಾವು,лаьхьа
170,Wurm::N,ಹುಳು,нӏаьна
171,Spinne::N,ಊರ್ಣನಾಭ,гезг
172,Ameise::N,ಇರುವೆ,зингат
173,Laus::N,ಹೇನು,меза
174,Laus::N,ಹೇನು,гӏениг
175,Mücke::N,ಸೊಳ್ಳೆ,чуьрк
176,Fliege::N,ನೊಣ,моза
177,Schmetterling::N,ಪತಂಗ,полла
178,Beere::N,ನಯವಣ್ಣು,цӏазам
179,Apfel::N,ಸೇಬು,ӏаж
180,Pilz::N,ಅಣಬೆ,жӏаьлин нускал
181,Zwiebel::N,ನೀರುಳ್ಳಿ,xох
182,Saat::N,ಬಿತ್ತ,чlу
183,Korn::N,ಬೀಜ,буьртиг
184,Heu::N,ಕರಡ,йол
185,Schale::N,ಹೊಟ್ಟು,пардо
186,Grube::N,ಗುಂಡಿ,ор
187,Falle::N,ಬೋನು,кӏело
188,Schlinge::N,ಉರುಲು,
189,Spur::N,ಜಾಡು,лар
190,Asche::N,ಬೂದಿ,чим
191,Dreck::N,ಹೊಲಸು,мода
192,Eisen::N,ಕಬ್ಬಿಣ,эчиг
193,Gold::N,ಚಿನ್ನ,деши
194,Silber::N,ಬೆಳ್ಳಿ,дети
195,Kohle::N,ಕಲ್ಲಿದ್ದಲು,кӏора
196,Glas::N,ಗಾಜು,aнгали
197,Lehm::N,ಜೇಡಿಮಣ್ಣು,поппар
198,Sand::N,ಮರಳು,гӏум
199,Mensch::N,ಪುರುಷ,адам
200,Mann::N,ಆಳು,майра
201,Frau::N,ಹೆಣ್ಣು,зуда
202,Kind::N,ಮಗು,бер
203,Junge::N,ಹುಡುಗ,жимха
204,Mädchen::N,ಹುಡುಗಿ,жима йоӏ
205,Familie::N,ಕುಟುಂಬ,доьзал
206,Großvater::N,ಅಜ್ಜ,ненада
207,Großmutter::N,ಅಮ್ಮ,денана
208,Eltern::N,ಹೆತ್ತವರು,да-нана
209,Vater::N,ತಂದೆ,да
210,Mutter::N,ಅಮ್ಮ,нана
211,Sohn::N,ಮಗ ,кӏант
212,Tochter::N,ಮಗಳು,йоӏ
213,Bruder::N,ತಮ್ಮ,ваша
214,Schwester::N,ತಂಗಿ,йиша
215,Onkel::N,ಸೋದರಮಾವ,деваша
216,Onkel::N,ದೊಡ್ಡಪ್ಪ,деваша
217,Tante::N,ಚಿಕ್ಕಮ್ಮ,дейиша
218,Ehemann::N,ಗಂಡ,майра
219,Ehefrau::N,ಹೆಂಡತಿ,зуда
220,Freude::N,ನಲಿವು,самукъа
221,Freude::N,ನಲಿವು,хазахетар
222,Gelächter::N,ನಗೆ,белам
223,Glück::N,ಆನಂದ,ирс
224,Kummer::N,ದುಃಖ,бала
225,Wunsch::N,ಬಯಕೆ,лаам
226,Lust::N,ಇಷ್ಟ,лаам
227,Geist::N,ಆತ್ಮ,са
228,Gedanke::N,ಯೋಚನೆ,ойла
229,Gedächtnis::N,ಸ್ಮರಣೆ,диццадалар
230,Verstand::N,ಮನಸ್ಸು,хьекъал
231,Sinn::N,ಅರ್ಥ,маьӏна
232,Grund::N,ಕಾರಣ,бахьана
233,Wahrheit::N,ಸತ್ಯ,бакъдерг
234,Gespräch::N,ಸಂಭಾಷಣೆ,къамел
235,Märchen::N,ಸುಳ್ಳು ಕಥೆ,туьйра
236,Erzählung::N,ಕಥೆ,дийцар
237,Nachricht::N,ಸಂದೇಶ,хаам
238,Neuigkeit::N,ಸುದ್ದಿ,керланиг
239,Name::N,ಹೆಸರು,цӏе
240,Rätsel::N,ಒಗಟು,хӏетал-метал
241,Rede::N,ಮಾತು,къамел
242,Sprache::N,ಭಾಷೆ,мотт
243,Stimme::N,ಧ್ವನಿ,aз
244,Wort::N,ಮಾತು,дош
245,Zeichen::N,ಗುರುತು,билгало
246,Ruf::N,ಕೂಗು,кхайкхар
247,Lärm::N,ಸದ್ದು,гӏовгӏа
248,Laut::N,ಶಬ್ದ,аз
249,Ton::N,ನಾದ,aз
250,Lied::N,ಗಾನ,илли
251,Ruhe::N,ಶಾಂತಿ,тийналла
252,Leute::N,ಮಂದಿ,нах
253,Volk::N,ಜನಾಂಗ,халкъ
254,Arbeit::N,ಕೆಲಸ,болх
255,Gast::N,ಅತಿಥಿ,хьаша
256,Geschenk::N,ಕಾಣಿಕೆ,совгӏат
257,Spiel::N,ಆಟ,ловзар
258,Gesellschaft::N,ಸಂಗ,юкъаралла
259,Hilfe::N,ಸಹಾಯ,гӏо
260,Freund::N,ಸ್ನೇಹಿತ,доттагl
261,Kamerad::N,ಜೊತೆಗಾರ,накъост
262,Angelegenheit::N,ವಿಚಾರ,гӏуллакх
263,Anzahl::N,ಎಣಿಕೆ,терахь
264,Art::N,ತರ,
265,Stück::N,ತುಂಡು,юьхк
266,Teil::N,ಭಾಗ,дакъа
267,Hälfte::N,ಅರ್ಧ,ах
268,Kreis::N,ವೃತ್ತ,го
269,Kreuz::N,ಶಿಲುಬೆ,жӏара
270,Linie::N,ರೀಖೆ,сиз
271,Strich::N,ಗೀಟು,сиз
272,Abstand::N,ಅಂತರ,юкъ
273,Entfernung::N,ದೂರ,
274,Gegend::N,ವಿಸ್ತೀರ್ಣ,мeттиг
275,Platz::N,ಅಂತರ,майда
276,Ort::N,ಸ್ಥಳ,меттиг
277,Seite::N,ಪಕ್ಷ,aгӏo
278,Mitte::N,ನಡು,юкъ
279,Gegenstand::N,ವಸ್ತು,хӏума
280,Sache::N,ವಸ್ತು,хӏума
281,Rand::N,ಅಂಚು,йист
282,Kante::N,ಅಂಚು,йист
283,Ecke::N,ಮೂಲೆ,са
284,Spitze::N,ತುದಿ,ралла
285,Ende::N,ಕೊನೆ,юьхьиг
286,Loch::N,ತೂತು,ӏуьрг
287,Winkel::N,ಕೋನ,са
288,Muster::N,ನಮೂನೆ,дагар
289,Muster::N,ನಮೂನೆ,тӏамар
290,Größe::N,ಪ್ರಮಾಣ,барам
291,Länge::N,ಉದ್ದ,йохалла
292,Höhe::N,ಎತ್ತರ,локхалла
293,Gewicht::N,ತೂಕ,йозалла
294,Menge::N,ಮೊತ್ತ,дукхалла
295,Haufen::N,ರಾಶಿ,сал
296,Haufen::N,ರಾಶಿ,оьла
297,Reihe::N,ಸಾಲು,рагӏ
298,Reihe::N,ಸಾಲು,могӏа
299,Boot::N,ದೋಣಿ,кема
300,Ruder::N,ಹುಟ್ಟು,пийсиг
301,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,салаз
302,Ski::N,ಜಾರುಪಟ್ಟಿ,когсалаз
303,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,цӏе
304,Last::N,ಹೊರೆ,дукъ
305,Gang::N,ತಿರುಗಾಟ,лелар
306,Schritt::N,ಹೆಜ್ಜೆ,гӏулч
307,Norden::N,ಉತ್ತರ,къилбаседе
308,Süden::N,ದಕ್ಷಿಣ,къилбе
309,Westen::N,ಪಶ್ಚಿಮ,малхбузе
310,Osten::N,ಮೂಡಲು,малхбале
311,Holz::N,ಚೌಬೀನೆ,дечиг
312,Brett::N,ಹಲಗೆ,у
313,Platte::N,ಹಲಗೆ,у
314,Stütze::N,ಆಸರೆ,гӏopтоp
315,Stange::N,ಕಂಬ,гӏуркх
316,Stock::N,ಕೋಲು,ӏаса
317,Stab::N,ದೊಣ್ಣೆ,гӏаж
318,Rohr::N,ನಳಿಕೆ,биргӏа
319,Haus::N,ಮನೆ,цӏа
320,Heim::N,ಗೃಹ,кхерч
321,Ofen::N,ಒಲೆ,кхерч
322,Fußboden::N,ನೆಲ,цӏенкъа
323,Tisch::N,ಮೇಜು,шун
324,Stuhl::N,ಕುರ್ಚಿ,гӏант
325,Wiege::N,ತೊಟ್ಟಿಲು,ага
326,Bett::N,ಹಾಸಿಗೆ,маьнга
327,Regal::N,ಬೀರು,терхи
328,Kiste::N,ಪಟ್ಟಿಗೆ,яьшка
329,Fenster::N,ಕಿಟಕಿ,кор
330,Tür::N,ಬಾಗಿಲು,неӏ
331,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ков
332,Zaun::N,ಬೇಲಿ,керт
333,Dach::N,ಮಾಳಿಗೆ,тхов
334,Leiter::N,ಏಣಿ,лами
335,Besen::N,ಪೊರಕೆ,нуй
336,Spaten::N,ಗುದ್ದಲಿ,бел
337,Schaufel::N,ಸನಿಕೆ,аьшкал
338,Gabel::N,ಕವಲು,мӏара
339,Löffel::N,ಚಮಚ,ӏайг
340,Messer::N,ಚಾಕು,урс
341,Nagel::N,ಆಣಿ,хьостам
342,Netz::N,ಬಲೆ,бой
343,Haken::N,ಕೊಂಡಿ,мӏара
344,Griff::N,ಹಿಡಿ,
345,Schloss::N,ವೀಗ,чӏега
346,Bild::N,ಚಿತ್ರ,сурт
347,Figur::N,ಆಕಾರ,
348,Puppe::N,ಗೊಂಬೆ,тайниг
349,Beutel::N,ಸಂಚಿ,гали
350,Bündel::N,ಕಟ್ಟು,кочар
351,Tasche::N,ಚೀಲ,тӏоьрмиг
352,Eimer::N,ಬಾನೆ,чийлик
353,Deckel::N,ಮುಚ್ಚಳ,негӏар
354,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,пхьегӏа
355,Sack::N,ಮೂಟೆ,гали
356,Tasse::N,ಬಟ್ಟಲು,кад
357,Topf::N,ಮಡಕೆ,яй
358,Kessel::N,ಕೆಟಲ್,яй
359,Essen::N,ಊಟ,юург
360,Nahrung::N,ಆಹಾರ,кхача
361,Speise::N,ಊಟ,юург
362,Fleisch::N,ಮಾಂಸ,жижиг
363,Getreide::N,ಧಾನ್ಯ,буьртиг
364,Brei::N,ಗಂಜಿ,xудар
365,Brot::N,ರೊಟ್ಟಿ,бепиг
366,Brot::N,ರೊಟ್ಟಿ,кхаллар
367,Scheibe::N,ಹೋಳು,цастар
368,Fett::N,ಕೊಬ್ಬು,мохь
369,Butter::N,ಬೆಣ್ಣೆ,налха
370,Öl::N,ಎಣ್ಣೆ,даьтта
371,Salz::N,ಉಪ್ಪು,туьха
372,Suppe::N,ಎಸರು,чорпа
373,Honig::N,ಮಧು,моз
374,Milch::N,ಹಾಲು,шура
375,Tee::N,ಚಹ,чай
376,Leder::N,ಚಕ್ಕಳ,цӏока
377,Wolle::N,ಉಣ್ಣೆ,тӏapгӏa
378,Stoff::N,ಬಟ್ಟೆ,кӏади
379,Nadel::N,ಸೂಜಿ,маха
380,Faden::N,ದಾರ,тай
381,Knopf::N,ಗುಂಡು,нуьйда
382,Knoten::N,ಗಂಟು,шад
383,Farbe::N,ಬಣ್ಣ,сир
384,Farbe::N,ಬಣ್ಣ,басар
385,Kleidung::N,ಅರಿವೆ,бедар
386,Hemd::N,ಅಂಗಿ,коч
387,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,кач
388,Ärmel::N,ತೋಳು,пхьош
389,Hose::N,ಇಜಾರ,хеча
390,Gürtel::N,ಬೆಲ್ಟು,доьхка
391,Mütze::N,ಟೋಪಿ,куй
392,Schuh::N,ಪಾದರಕ್ಷೆ,мача
393,Stiefel::N,ಬೂಟು,этка
394,Ring::N,ಉಂಗುರ,чӏуг
395,Band::N,ರಿಬ್ಬನ್,лента
396,Kamm::N,ಹಣಿಗೆ,ехк
397,Spiegel::N,ಕನ್ನಡಿ,куьзга
398,Riemen::N,ಬಾರು,доьхка
399,Schnur::N,ಹುರಿ,муш
400,Leine::N,ಹಗ್ಗ,кочатосу доьхка
401,Decke::N,ಕಂಬಳಿ,юргӏа
402,Kissen::N,ದಿಂಬು,гIайба
403,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,исхар
404,Handtuch::N,ಚೌಕ,гата
405,Kraft::N,ಬಲ,гӏора
406,Stärke::N,ಶಕ್ತಿ,гӏап
407,Gesundheit::N,ಆರೋಗ್ಯ,могашалла
408,Krankheit::N,ರೋಗ,цамгар
409,Schmerz::N,ನೋವು,лазар
410,Wunde::N,ಗಾಯ,чов
411,Fieber::N,ಜ್ವರ,xорша
412,Arznei::N,ಔಷಧ,молха
413,Brücke::N,ಸೇತುವೆ,тӏай
414,Brunnen::N,ಬಾವಿ,гӏу
415,Weide::N,ಗೋಮಾಳ,дак
416,Pfad::N,ದಾರಿ,тача
417,Weg::N,ಹಾದಿ,некъ
418,Straße::N,ರಸ್ತೆ,урам
419,Dorf::N,ಹಳ್ಳಿ,юрт
420,Stadt::N,ಪಟ್ಟಣ,гӏала
421,Brief::N,ಕಾಗದ,кехат
422,Buch::N,ಪುಸ್ತಕ,жайна
423,Buchstabe::N,ಅಕ್ಷರ,элп
424,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газет
425,Leben::N,ಜೀವನ,дахар
426,Tod::N,ಮರಣ,далар
427,Tod::N,ಮರಣ,ӏожалла
428,Grab::N,ಗೋರಿ,каш
429,Kirche::N,ಚರ್ಚು,килс
430,Sünde::N,ಪಾಪ,къа
431,Gott::N,ದೇವರು,дела
432,Arbeiter::N,ಕೆಲಸಗಾರ,белхало
433,Chef::N,ದಣಿ,хьаькам
434,Meister::N,ಶಿಕ್ಷಕ,говзанча
435,Arzt::N,ವೈದ್ಯ,лор
436,Lehrer::N,ಉಪಾಧ್ಯಾಯ,хьехархо
437,Geld::N,ಹಣ,aхча
438,Geschäft::N,ವಾಣಿಜ್ಯ,туька
439,Laden::N,ಅಂಗಡಿ,туька
440,Preis::N,ಬೆಲೆ,мах
441,Ware::N,ಸರಕು,хlума
442,Nutzen::N,ಲಾಭ,пайда
443,Reichtum::N,ಸಂಪತ್ತು,хьал
444,Welt::N,ಭೂಲೋಕ,дуьне
445,Land::N,ದೇಶ,мохк
446,Staat::N,ರಾಜ್ಯ,пачхьалкх
447,König::N,ರಾಜ,паччахь
448,Macht::N,ಅಧಿಕಾರ,ӏедал
449,Grenze::N,ಗಡಿ,доза
450,Krieg::N,ಯುದ್ಧ,тӏом
451,Feind::N,ಶತ್ರು,мостагӏ
452,Gewalt::N,ಹಿಂಸೆ,гӏело
453,Kampf::N,ಹೋರಾಟ,къийсам
454,Bogen[Waffe]::N,ಬಿಲ್ಲು,
455,Pfeil::N,ಅಂಬು,пха
456,Gewehr::N,ಬಂದೂಕು,топ
457,Fehler::N,ತಪ್ಪು,гӏалат
458,Lüge::N,ಸುಳ್ಳು,аьшпаш
459,Schaden::N,ಹಾನಿ,зен
460,Unglück::N,ಅಪಾಯ,бала
461,Schuld::N,ದೋಷ,бехк
462,Alter::N,ಮುಪ್ಪು,хан
463,Schluss::N,ಮುಕ್ತಾಯ,чакхе
464,Zeit::N,ಕಾಲ,хан
465,Tag::N,ದಿನ,де
466,Morgen::N,ಮುಂಜಾನೆ,ӏуьйре
467,Mittag::N,ನಡುಹಗಲು,делкъе
468,Abend::N,ಸಂಜೆ,суьйре
469,Nacht::N,ರಾತ್ರಿ,буьйса
470,Woche::N,ವಾರ,кӏира
471,Monat::N,ತಿಂಗಳು,бутт
472,Jahr::N,ಸಂವತ್ಸರ,шо
473,Frühling::N,ವಸಂತ,бӏаьсте
474,Sommer::N,ಬಿಸಿಲುಕಾಲ,аьхке
475,Herbst::N,ಶರತ್ಕಾಲ,гуьйре
476,Winter::N,ಚಳಿಗಾಲ,ӏа
477,Januar::N,ನಾಲ್ಚಳಿ,январь
478,Februar::N,ಅಯ್ಚಳಿ,февраль
479,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
480,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
481,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
482,Juni::N,ಮೊಮ್ಮಳೆ,июнь
483,Juli::N,ಇಮ್ಮಳೆ,июль
484,August::N,ಮುಮ್ಮಳೆ,август
485,September::N,ನಾಲ್ಮಳೆ,сентябрь
486,Oktober::N,ಮೊಚ್ಚಳಿ,октябрь
487,November::N,ಇಚ್ಚಳಿ,ноябрь
488,Dezember::N,ಮುಚ್ಚಳಿ,декабрь
489,Montag::N,ಸೋಮುವಾರ,оршот
490,Dienstag::N,ಮಂಗಳವಾರ,шинара
491,Mittwoch::N,ಬುಧವಾರ,кхаара
492,Donnerstag::N,ಗುರುವಾರ,еара
493,Freitag::N,ಶುಕ್ರವಾರ,пӏераска
494,Samstag::N,ಶನಿವಾರ,шот
495,Sonntag::N,ಭಾನುವಾರ,кӏиранде
496,groß::A,ದೊಡ್ಡ,доккха
497,klein::A,ಪುಟ್ಟ,кегий
498,lang::A,ದೀರ್ಘ,еха
499,kurz::A,ಚಕ್ಕ,доца
500,breit::A,ಅಗಲವಾದ,шуьйра
501,schmal::A,ಇಕ್ಕಟ್ಟಾದ,готта
502,dicht::A,ದಟ್ಟ,луьста
503,dick[Gegenstand]::A,ದಟ್ಟ,стомма
504,dünn::A,ತೆಳು,дуткъа
505,fein::A,ಕೋಮಲ,ховха
506,fest::A,ಘನ,чӏогӏа
507,flach::A,ಚಪ್ಪಟೆ,чӏапа
508,glatt::A,ನಯ,шера
509,hart::A,ಗಟ್ಟಿ,чӏогӏa
510,weich::A,ಮೃದುವಾದ,кӏеда
511,rund::A,ವರ್ತುಳ,горга
512,spitz::A,ಮೊನಚಾದ,ира
513,scharf::A,ತೀಕ್ಷ್ಣ,ира
514,stumpf::A,ಮೊಂಡು,аьртa
515,schwer::A,ಭಾರಿ,деза
516,schön::A,ಸುಂದರ,хаза
517,heiß::A,ಬಿಸಿ,довха
518,warm::A,ಬಿಸಿ,довха
519,kalt::A,ತಣ್ಣನೆಯ,шийла
520,kühl::A,ತಂಪಾದ,шийла
521,frisch::A,ನಿರ್ಮಲ,керла
522,feucht::A,ಒದ್ದೆಯಾದ,тӏуьна
523,nass::A,ಒದ್ದೆಯಾದ,тӏеда
524,trocken::A,ಶುಷ್ಕ,eкъа
525,voll::A,ತುಂಬಿದ,дуьзна
526,leer::A,ಖಾಲಿ,яьсса
527,offen::A,ಮುಚ್ಚಲ್ಲದ,диллина
528,geschlossen::A,ಮುಚ್ಚಿದ,дӏакъевлина
529,geschlossen::A,ಮುಚ್ಚಿದ,дӏачӏагӏдина
530,sauber::A,ಶುದ್ಧ,цӏена
531,schmutzig::A,ಅಶುದ್ಧ,боьха
532,roh::A,ಹಸಿ,буьйда
533,reif::A,ಹಣ್ಣಾದ,хилла
534,lecker::A,ಗುಚಿಕರ,чоме
535,süß::A,ಸಿಹಿ,мерза
536,bitter::A,ಕಹಿ,къаьхьа
537,sauer::A,ಹುಳಿಯಾದ,муьста
538,hell::A,ಹೊಳೆಯುವ,сирла
539,dunkel::A,ಮಬ್ಬಾದ,бодане
540,schwarz::A,ಕಪ್ಪು,ӏаьржа
541,weiß::A,ಬಿಳಿಯ,кӏайн
542,rot::A,ಕೆಂಪು,цӏен
543,gelb::A,ಹಳದಯ,можа
544,blau::A,ನೀಲ,сийна
545,grün::A,ಕಾಯಾದ,баьццара
546,grau::A,ಬೂದುಬಣ್ಣದ,cира
547,grau::A,ಬೂದುಬಣ್ಣದ,мокха
548,bunt::A,ವರ್ಣರಂಜಿತ,къорза
549,billig::A,ಅಗ್ಗ,дораха
550,teuer::A,ದುಬಾರಿಯಾದ,деза
551,wertvoll::A,ಅಮೂಲ್ಯ,мехала
552,blind::A,ಅಂಧ,бӏаьрзе
553,taub::A,ಕಿವುಡಾದ,къора
554,kräftig::A,ಪ್ರಬಲ,нуьцкъала
555,stark::A,ಶಕ್ತಿವಂತ,зоьртала
556,stark::A,ಶಕ್ತಿವಂತ,нуьцкъала
