,Concept_ID,kk,et
307,Stimme::N,әуен,hääl
308,Stimme::N,дауыс,hääl
309,Wort::N,сөз,sõna
310,Zeichen::N,ишара,märk
311,Ruf::N,айғай,hüüe
312,Lärm::N,айғай-шу,müra
313,Lärm::N,айғай-ұйғай,müra
314,Laut::N,дыбыс,hääl
315,Laut::N,дауыс,hääl
316,Ton::N,әуен,toon
317,Lied::N,ән,laul
318,Lied::N,жыр,laul
319,Lied::N,ән-жыр,laul
320,Ruhe::N,тыныштық,rahu
321,Ruhe::N,тыныштық,vaikus
322,Leute::N,кісілер,inimesed
323,Volk::N,халық,rahvas
324,Arbeit::N,еңбек,töö
325,Gast::N,қонақ,külaline
326,Gast::N,мейман,külaline
327,Geschenk::N,қадия,kingitus
328,Spiel::N,ойын,mäng
329,Gesellschaft::N,қауым,selts
330,Gesellschaft::N,жұртшылық,selts
331,Hilfe::N,жэрдем,abi
332,Freund::N,дос,sõber
333,Kamerad::N,дос-жар,sõber
334,Angelegenheit::N,жұмыс,asi
335,Anzahl::N,сан,arv
336,Anzahl::N,сан,hulk
337,Anzahl::N,саны,arv
338,Anzahl::N,саны,hulk
339,Art::N,түр,liik
340,Stück::N,тілім,tükk
341,Teil::N,үлес,osa
342,Teil::N,бөлшек,osa
343,Hälfte::N,жарты,pool
344,Kreis::N,шеңбер,ring
345,Kreuz::N,крест,rist
346,Linie::N,сызық,joon
347,Strich::N,сызық,joon
348,Abstand::N,ара,vahe
349,Abstand::N,аралық,vahe
350,Entfernung::N,аралық,kaugus
351,Entfernung::N,аралық,vahemaa
352,Gegend::N,өңір,ümbrus
353,Platz::N,орны,ruum
354,Ort::N,орын,paik
355,Seite::N,жақ,pool
356,Seite::N,бүйір,pool
357,Mitte::N,ортасы,keskpaik
358,Gegenstand::N,зат,ese
359,Gegenstand::N,нәрсе,ese
360,Sache::N,бұйым,ese
361,Rand::N,шет,äär
362,Rand::N,шет,serv
363,Rand::N,шеті,äär
364,Rand::N,шеті,serv
365,Kante::N,қыр,kant
366,Kante::N,қыры,kant
367,Ecke::N,қыры,nurk
368,Ecke::N,бұрыш,nurk
369,Spitze::N,ұшы,teravik
370,Ende::N,аяқ,ots
371,Ende::N,аяқ,jupp
372,Ende::N,соңы,ots
373,Ende::N,соңы,jupp
374,Loch::N,тесік,auk
375,Winkel::N,мүйіс,nurk
376,Muster::N,мәнер,muster
377,Größe::N,ауқым,suurus
378,Größe::N,көлемдік,suurus
379,Länge::N,бой,pikkus
380,Länge::N,ұзындық,pikkus
381,Höhe::N,жоғарылық,kõrgus
382,Höhe::N,биіктік,kõrgus
383,Gewicht::N,салмақ,kaal
384,Gewicht::N,салмақ,raskus
385,Menge::N,мөлшер,arv
386,Menge::N,мөлшер,hulk
387,Haufen::N,үйме,hunnik
388,Haufen::N,үйінді,hunnik
389,Reihe::N,сап,rivi
390,Boot::N,қайық,paat
391,Ruder::N,ескек,aer
392,Schlitten::N,шана,saan
393,Ski::N,шаңғы,suusk
394,Lagerfeuer::N,алау,lõke
395,Last::N,ауырлық,koorem
396,Last::N,ауыр зат,koorem
397,Gang::N,жүріс,käik
398,Schritt::N,адым,samm
399,Norden::N,солтүстік,põhi
400,Norden::N,терістік,põhi
401,Süden::N,оңтүстік,lõuna
402,Westen::N,батыс,lääs
403,Osten::N,күншығыс,ida
404,Holz::N,ағаш,puu
405,Holz::N,сүрек,puu
406,Brett::N,тақта,saelaud
407,Platte::N,тақта,plaat
408,Stütze::N,тіреу,tugi
409,Stange::N,қада,latt
410,Stange::N,қада,teivas
411,Stock::N,сойыл,kepp
412,Stab::N,сырық,varras
413,Rohr::N,құбыр,toru
414,Haus::N,үй,maja
415,Heim::N,үйлі,kodu
416,Heim::N,шаңырақ,kodu
417,Ofen::N,ошақ,ahi
418,Ofen::N,пеш,ahi
419,Fußboden::N,еден,põrand
420,Tisch::N,үстел,laud
421,Stuhl::N,орындық,tool
422,Wiege::N,бесік,häll
423,Wiege::N,бесік,kätki
424,Bett::N,кереует,voodi
425,Regal::N,сөре,riiul
426,Kiste::N,жәшік,kast
427,Fenster::N,терезе,aken
428,Tür::N,есік,uks
429,Tor::N,дарбаза,värav
430,Zaun::N,дуал,aed
431,Zaun::N,дуал,tara
432,Dach::N,шатыр,katus
433,Leiter::N,саты,redel
434,Leiter::N,басқыш,redel
435,Besen::N,сыпырғыш,luud
436,Spaten::N,күрек,labidas
437,Schaufel::N,қалақ,kühvel
438,Gabel::N,аша,kahvel
439,Gabel::N,шанышқы,kahvel
440,Löffel::N,қасық,lusikas
441,Messer::N,пышақ,nuga
442,Nagel::N,мық,nael
443,Nagel::N,шеге,nael
444,Netz::N,керегекөз,võrk
445,Haken::N,ілмек,haak
446,Haken::N,ілмек,konks
447,Griff::N,сап,sang
448,Griff::N,сап,käepide
449,Griff::N,тұтқа,sang
450,Griff::N,тұтқа,käepide
451,Schloss::N,құлып,lukk
452,Schloss::N,бекіткіш,lukk
453,Bild::N,сурет,pilt
454,Figur::N,тұлға,kuju
455,Figur::N,тұлға,kujund
456,Puppe::N,қуыршақ,nukk
457,Beutel::N,қапшық,paun
458,Bündel::N,байлам,kimp
459,Tasche::N,дорба,kott
460,Eimer::N,шелек,pang
461,Eimer::N,шелек,ämber
462,Deckel::N,жапқыш,kaas
463,Geschirr::N,ыдыс,nõud
464,Sack::N,қап,kott
465,Tasse::N,шыныаяқ,tass
466,Topf::N,кәстрөл,pada
467,Kessel::N,қазан,pada
468,Essen::N,ас,söök
469,Nahrung::N,ас,toit
470,Nahrung::N,тамақ,toit
471,Speise::N,тағам,roog
472,Fleisch::N,ет,liha
473,Getreide::N,дәнді,teravili
474,Brei::N,ботқа,puder
475,Brot::N,күлше,sai
476,Brot::N,күлше,leib
477,Scheibe::N,тілім,viil
478,Scheibe::N,тілім,viilukas
479,Fett::N,май,rasv
480,Butter::N,май,või
481,Öl::N,май,õli
482,Salz::N,тұз,sool
483,Suppe::N,көже,supp
484,Honig::N,бал,mesi
485,Milch::N,сүт,piim
486,Tee::N,шай,tee
487,Leder::N,көн,nahk
488,Wolle::N,жүн,vill
489,Stoff::N,мата,kangas
490,Stoff::N,кездеме,kangas
491,Nadel::N,ине,nõel
492,Faden::N,жіп,niit
493,Knopf::N,түйме,nööp
494,Knoten::N,түйін,sõlm
495,Farbe::N,рең,värv
496,Kleidung::N,киім,riided
497,Kleidung::N,киім,riietus
498,Hemd::N,жейде,särk
499,Kragen::N,жаға,krae
500,Ärmel::N,жең,varrukas
501,Hose::N,шалбар,püksid
502,Gürtel::N,белбеу,vöö
503,Mütze::N,қалпақ,müts
504,Schuh::N,кебіс,king
505,Stiefel::N,етік,saabas
506,Ring::N,жүзік,sõrmus
507,Band::N,таспа,lint
508,Kamm::N,тарақ,kamm
509,Spiegel::N,айна,peegel
510,Riemen::N,қайыс,rihm
511,Schnur::N,жіп,nöör
512,Leine::N,тізгін,jalutusrihm
513,Decke::N,көрпе,tekk
514,Kissen::N,жастық,padi
515,Tuch::N,орамал,kalev
516,Handtuch::N,сүлгі,käterätik
517,Kraft::N,қуат,jõud
518,Kraft::N,қарқын,jõud
519,Kraft::N,әл-шама,jõud
520,Kraft::N,әл-дәрмен,jõud
521,Stärke::N,әл,tugevus
522,Stärke::N,күш,tugevus
523,Gesundheit::N,денсаулык,tervis
524,Krankheit::N,ауру,haigus
525,Schmerz::N,ауру,valu
526,Wunde::N,зақым,haav
527,Wunde::N,жарақат,haav
528,Fieber::N,безгек,palavik
529,Fieber::N,қалтырау,palavik
530,Fieber::N,қызу көтерілуі,palavik
531,Arznei::N,дәрі,ravim
532,Arznei::N,дәрі-дәрмек,ravim
533,Brücke::N,көпір,sild
534,Brunnen::N,құдық,kaev
535,Weide::N,өріс,karjamaa
536,Weide::N,жайылым,karjamaa
537,Pfad::N,жол,rada
538,Weg::N,жол,tee
539,Straße::N,жол,tee
540,Dorf::N,ауыл,küla
541,Stadt::N,қала,linn
542,Stadt::N,шаһар,linn
543,Brief::N,хат,kiri
544,Brief::N,жазу,kiri
545,Buch::N,кітап,raamat
546,Buchstabe::N,әріп,täht
547,Buchstabe::N,қаріп,täht
548,Zeitung::N,газет,ajaleht
549,Leben::N,өмір,elu
550,Leben::N,тіршілік,elu
551,Tod::N,опат,surm
552,Grab::N,мола,haud
553,Grab::N,мазар,haud
554,Kirche::N,шіркеу,kirik
555,Sünde::N,күнә,patt
556,Gott::N,алла,jumal
557,Gott::N,құдай,jumal
558,Gott::N,тәңірі,jumal
559,Gott::N,пәруардігер,jumal
560,Gott::N,жаратқан тәңірі,jumal
561,Arbeiter::N,жүмысшы,tööline
562,Chef::N,басшы,ülemus
563,Chef::N,басшы,juhataja
564,Chef::N,жұмыс басқарушысы,ülemus
565,Chef::N,жұмыс басқарушысы,juhataja
566,Meister::N,шебер,meister
567,Meister::N,өнерпаз,meister
568,Arzt::N,дәрігер,arst
569,Lehrer::N,мұғалім,õpetaja
570,Geld::N,пұл,raha
571,Geschäft::N,бизнес,äri
572,Laden::N,дүкен,pood
573,Laden::N,дүкен,kauplus
574,Preis::N,ақы,hind
575,Preis::N,құны,hind
576,Preis::N,нарық,hind
577,Ware::N,тауар,kaup
578,Nutzen::N,пайда,tulu
579,Nutzen::N,пайда,kasulikkus
580,Reichtum::N,бақ-дәулет,rikkus
581,Welt::N,әлем,maailm
582,Welt::N,жиһан,maailm
583,Land::N,аймақ,maa
584,Staat::N,мемлекет,riik
585,König::N,патша,kuningas
586,Macht::N,өкімет,võim
587,Macht::N,қожалық,võim
588,Grenze::N,шек,piir
589,Krieg::N,соғыс,sõda
590,Feind::N,жау,vaenlane
591,Feind::N,дұшпан,vaenlane
592,Gewalt::N,зорлык,väevõim
593,Gewalt::N,зорлық-зомбылык,väevõim
594,Kampf::N,күрес,võitlus
595,Kampf::N,алыспақ,võitlus
596,Bogen[Waffe]::N,саржа,vibu
597,Pfeil::N,жебе,nool
598,Gewehr::N,қару,püss
599,Fehler::N,әбес,viga
600,Fehler::N,қаталық,viga
601,Lüge::N,өтірік,vale
602,Schaden::N,зиян,kahju
603,Schaden::N,зарар,kahju
604,Unglück::N,пәле,häda
605,Unglück::N,пәле,õnnetus
606,Unglück::N,қасырет,häda
607,Unglück::N,қасырет,õnnetus
608,Unglück::N,ауыртпалық,häda
609,Unglück::N,ауыртпалық,õnnetus
610,Schuld::N,айыптылық,süü
611,Alter::N,жас,iga
612,Alter::N,жас шамасы,iga
613,Schluss::N,ада,lõpp
614,Schluss::N,бітуі,lõpp
615,Zeit::N,уақыт,aeg
616,Tag::N,күн,päev
617,Morgen::N,таң,hommik
618,Morgen::N,таңертең,hommik
619,Mittag::N,талтүс,lõuna
620,Mittag::N,талтүс,keskpäev
621,Abend::N,кеш,õhtu
622,Nacht::N,түн,öö
623,Woche::N,апта,nädal
624,Monat::N,ай,kuu
625,Jahr::N,жыл,aasta
626,Frühling::N,көктем,kevad
627,Sommer::N,жаз,suvi
628,Herbst::N,күз,sügis
629,Winter::N,қыс,talv
630,Januar::N,каңтар,jaanuar
631,Februar::N,ақпан,veebruar
632,März::N,наурыз,märts
633,April::N,сәуір,aprill
634,Mai::N,мамыр,mai
635,Juni::N,маусым,juuni
636,Juli::N,шілде,juuli
637,August::N,сүмбіле,august
638,August::N,тамыз,august
639,September::N,қыркүйек,september
640,Oktober::N,ақырап,oktoober
641,November::N,қараша,november
642,Dezember::N,желтоқсан,detsember
643,Montag::N,дүйсенбі,esmaspäev
644,Dienstag::N,сейсенбі,teisipäev
645,Mittwoch::N,сәрсенбі,kesknädal
646,Donnerstag::N,бейсенбі,neljapäev
647,Freitag::N,жұма,reede
648,Samstag::N,сенбі,laupäev
649,Sonntag::N,жексембі,pühapäev
650,groß::A,алпамсадай,suur
651,klein::A,кішкене,väike
652,klein::A,кішкене,pisike
653,klein::A,қарғадай,väike
654,klein::A,қарғадай,pisike
655,lang::A,сопақ,pikk
656,lang::A,сорайған,pikk
657,kurz::A,кеспелтек,lühike
658,breit::A,айдынды,lai
659,schmal::A,қысық,kitsas
660,dicht::A,жиі,tihe
661,dick[Gegenstand]::A,шомбал,jäme
662,dünn::A,жұқа,õhuke
663,dünn::A,жұқа,peenike
664,dünn::A,жіңішке,õhuke
665,dünn::A,жіңішке,peenike
666,fein::A,қаңылтақ,peen
667,fein::A,қаңылтақ,õhuke
668,fest::A,берік,püsiv
669,fest::A,берік,kindel
670,fest::A,мызғымас,püsiv
671,fest::A,мызғымас,kindel
672,flach::A,жалпак,lame
673,flach::A,жалпак,tasane
674,glatt::A,типыл,sile
675,hart::A,қатты,kõva
676,weich::A,жұмсақ,pehme
677,rund::A,домалақ,ümar
678,spitz::A,үшкір,torkav
679,scharf::A,сүйрік,terav
680,stumpf::A,доғал,nüri
681,stumpf::A,өтпейтін,nüri
682,schwer::A,салмақты,raske
683,schön::A,сұлу,kena
684,heiß::A,ыссы,kuum
685,heiß::A,ыссы,palav
686,warm::A,жылы,soe
687,kalt::A,аязды,külm
688,kühl::A,салқын,jahe
689,frisch::A,таза,värske
690,frisch::A,жаңа,värske
691,feucht::A,нам,niiske
692,feucht::A,дымқылды,niiske
693,nass::A,сулы,märg
694,trocken::A,құрғақ,kuiv
695,voll::A,толы,täis
696,leer::A,бос,tühi
697,offen::A,ашып қойылған,avatud
698,offen::A,ашып қойылған,lahtine
699,geschlossen::A,жабулы,suletud
700,sauber::A,дақсыз,puhas
701,sauber::A,мұнтаздай,puhas
702,schmutzig::A,айғыз,räpane
703,schmutzig::A,айғыз,määrdunud
704,schmutzig::A,сатпақ,räpane
705,schmutzig::A,сатпақ,määrdunud
706,schmutzig::A,сатал-сатал,räpane
707,schmutzig::A,сатал-сатал,määrdunud
708,roh::A,шикі,toores
709,reif::A,піскен,küps
710,lecker::A,дәмді,hõrk
711,lecker::A,дәмді,maitsev
712,süß::A,тәтті,magus
713,bitter::A,ащы,mõru
714,sauer::A,қышқыл,hapu
715,hell::A,жарық,hele
716,hell::A,жарқын,hele
717,dunkel::A,қараңғы,pime
718,schwarz::A,қара,must
719,weiß::A,ақ,valge
720,rot::A,қызыл,punane
721,gelb::A,сары,kollane
722,blau::A,көк,sinine
723,grün::A,жасыл,roheline
724,grau::A,бозамық,hall
725,bunt::A,алабажак,kirju
726,bunt::A,алабажак,värviline
727,billig::A,арзан,odav
728,teuer::A,бағалы,kallis
729,wertvoll::A,құнды,väärtuslik
730,wertvoll::A,қымбат,väärtuslik
731,blind::A,көзсіз,pime
732,blind::A,көр,pime
733,blind::A,көр_соқыр,pime
734,taub::A,керең,kurt
735,taub::A,саңырау,kurt
736,kräftig::A,қуатты,jõuline
737,kräftig::A,қарымды,jõuline
738,stark::A,білекті,tugev
739,schwach::A,әлсіз,nõrk
740,schwach::A,әлсіз,jõuetu
741,schwach::A,күшсіз,nõrk
742,schwach::A,күшсіз,jõuetu
743,schwach::A,қайратсыз,nõrk
744,schwach::A,қайратсыз,jõuetu
745,fett::A,семіз,rasvane
746,schlank::A,ашаң,sale
747,hübsch::A,ажарлы,kena
748,hübsch::A,шырайлы,kena
749,böse::A,өш,tige
750,böse::A,сұм,tige
751,böse::A,жауыз,tige
752,dumm::A,көкми,juhm
753,dumm::A,көкми,rumal
754,dumm::A,ақымақ,juhm
755,dumm::A,ақымақ,rumal
756,dumm::A,миы жоқ,juhm
757,dumm::A,миы жоқ,rumal
758,faul::A,жалқау,laisk
759,faul::A,еріншек,laisk
760,fleißig::A,ұқыпты,virk
761,fleißig::A,ұқыпты,hoolas
762,geizig::A,сараң,ihne
763,klug::A,жетік,tark
764,klug::A,жетік,arukas
765,klug::A,жетік,mõistlik
766,klug::A,ақылды,tark
767,klug::A,ақылды,arukas
768,klug::A,ақылды,mõistlik
769,geschickt::A,шебер,osav
770,lieb::A,абзал,armas
771,lieb::A,айналайын,armas
772,lustig::A,көңілді,lõbus
773,sanft::A,жуас,õrn
774,hungrig::A,аш,näljane
775,krank::A,кеселді,haige
776,nackt::A,жалаңаш,alasti
777,traurig::A,қапа,kurb
778,lebendig::A,тірі,elus
779,lebendig::A,жанды,elus
780,gut::A,жақсы,hea
781,schlecht::A,жаман,halb
782,richtig::A,дұрыс,õige
783,schlimm::A,жаман,paha
784,wahr::A,нағыз,tõene
785,alt::A,ескі,vana
786,neu::A,жаңа,uus
787,ehemalig::A,өткен,endine
788,ehemalig::A,бұрынғы,endine
789,alt[Lebewesen]::A,кексе,vana
790,jung::A,науша,noor
791,arm::A,кедей,vaene
792,arm::A,дәулетсіз,vaene
793,reich::A,малды,rikas
794,bekannt::A,таныс,teada
795,bekannt::A,таныс,tuttav
796,bekannt::A,көзтаныс,teada
797,bekannt::A,көзтаныс,tuttav
798,berühmt::A,атақты,tuntud
799,fremd::A,бөтен,võõras
800,verschieden::A,түрлі,erinev
801,nah::A,жуық,lähedane
802,nah::A,етене,lähedane
803,fern::A,алыс,kauge
804,fern::A,алыстағы,kauge
805,linker::A,сол,vasak
806,linker::A,солшыл,vasak
807,rechter::A,оң,parem
808,anderer::A,өзге,muu
809,anderer::A,өзге,teine
810,anderer::A,былайғы,muu
811,anderer::A,былайғы,teine
812,erster::A,алғашқы,esimene
813,zweiter::A,екінші,teine
