,Concept_ID,hu,uk
119,Fluss::N,folyó,річка
120,Ufer::N,part,берег
121,Küste::N,tengerpart,узбережжя
122,Festland::N,szárazföld,суша
123,Meer::N,tenger,море
124,Bucht::N,öböl,бухта
125,Bucht::N,öböl,затока
126,Insel::N,sziget,острів
127,Blume::N,virág,квітка
128,Gras::N,fű,трава
129,Wurzel::N,gyökér,корінь
130,Baum::N,fa,дерево
131,Stamm::N,tő,стовбур
132,Stamm::N,törzs,стовбур
133,Rinde::N,kéreg,кора
134,Ast::N,ág,гілка
135,Zweig::N,gally,галузь
136,Blatt::N,levél,лист
137,Birke::N,nyír,береза
138,Kiefer[Baum]::N,fenyő,сосна
139,Weide[Baum]::N,fűz,верба
140,Tanne::N,fenyő,ялиця
141,Horn::N,szarv,ріг
142,Feder::N,toll,перо
143,Fell::N,szőr,хутро
144,Fell::N,bunda,хутро
145,Flügel::N,szárny,крило
146,Klaue::N,köröm,кіготь
147,Kralle::N,karom,лапа
148,Schwanz::N,farok,хвіст
149,Ei::N,tojás,яйце
150,Nest::N,fészek,гніздо
151,Bau::N,odú,лігво
152,Tier::N,állat,тварина
153,Herde::N,nyáj,стадо
154,Herde::N,csorda,стадо
155,Kuh::N,tehén,корова
156,Bulle::N,bika,бик
157,Bulle::N,bika,бугай
158,Pferd::N,ló,кінь
159,Schaf::N,juh,вівця
160,Schaf::N,birka,вівця
161,Schwein::N,sertés,свиня
162,Hund::N,eb,собака
163,Hund::N,kutya,собака
164,Katze::N,macska,кішка
165,Bär::N,medve,ведмідь
166,Eichhörnchen::N,mókus,білка
167,Elch::N,jávorszarvas,лось
168,Fuchs::N,róka,лисиця
169,Hase::N,nyúl,заєць
170,Maus::N,egér,миша
171,Wolf::N,farkas,вовк
172,Vogel::N,madár,птах
173,Schwarm::N,raj,зграя
174,Huhn::N,tyúk,курка
175,Hahn::N,kakas,півень
176,Gans::N,lúd,гуска
177,Gans::N,liba,гуска
178,Adler::N,sas,орел
179,Ente::N,kacsa,качка
180,Eule::N,bagoly,сова
181,Kranich::N,daru,журавель
182,Krähe::N,varjú,ворона
183,Kuckuck::N,kakukk,зозуля
184,Schwan::N,hattyú,лебідь
185,Fisch::N,hal,риба
186,Barsch::N,sügér,окунь
187,Hecht::N,csuka,щука
188,Schlange[Tier]::N,kígyó,змія
189,Wurm::N,kukac,черв’як
190,Spinne::N,pók,павук
191,Ameise::N,hangya,мурашка
192,Laus::N,tetű,воша
193,Mücke::N,szúnyog,комар
194,Fliege::N,légy,муха
195,Schmetterling::N,lepke,метелик
196,Schmetterling::N,pillangó,метелик
197,Beere::N,bogyó,ягода
198,Apfel::N,alma,яблуко
199,Pilz::N,gomba,гриб
200,Zwiebel::N,hagyma,цибуля
201,Saat::N,vetőmag,сім’я
202,Korn::N,mag,зерно
203,Korn::N,szem,зерно
204,Heu::N,széna,сіно
205,Schale::N,héj,шкірка
206,Grube::N,verem,яма
207,Falle::N,csapda,пастка
208,Schlinge::N,tőr,петля
209,Spur::N,nyom,слід
210,Asche::N,hamu,зола
211,Asche::N,hamu,попіл
212,Dreck::N,sár,бруд
213,Dreck::N,piszok,бруд
214,Eisen::N,vas,залізо
215,Gold::N,arany,золото
216,Silber::N,ezüst,срібло
217,Kohle::N,szén,вугілля
218,Glas::N,üveg,скло
219,Lehm::N,agyag,глина
220,Lehm::N,vályog,глина
221,Sand::N,homok,пісок
222,Mensch::N,ember,людина
223,Mann::N,úr,чоловік
224,Mann::N,férfi,чоловік
225,Frau::N,nő,жінка
226,Frau::N,asszony,жінка
227,Kind::N,gyerek,дитина
228,Kind::N,gyermek,дитина
229,Junge::N,fiú,хлопець
230,Mädchen::N,lány,дівчина
231,Familie::N,család,сім’я
232,Familie::N,család,родина
233,Großvater::N,nagyapa,дідусь
234,Großmutter::N,nagyanya,бабуся
235,Eltern::N,szülők,батьки
236,Vater::N,apa,батько
237,Vater::N,atya,батько
238,Mutter::N,anya,мати
239,Sohn::N,fiú,син
240,Tochter::N,lány,дочка
241,Bruder::N,fivér,брат
242,Bruder::N,testvér,брат
243,Schwester::N,nővér,сестра
244,Schwester::N,lánytestvér,сестра
245,Onkel::N,nagybácsi,дядько
246,Tante::N,nagynéni,тітка
247,Ehemann::N,férj,чоловік
248,Ehefrau::N,feleség,жінка
249,Ehefrau::N,feleség,дружина
250,Freude::N,öröm,радощі
251,Gelächter::N,nevetés,сміх
252,Gelächter::N,hahotázás,сміх
253,Glück::N,boldogság,щастя
254,Kummer::N,bánat,горе
255,Wunsch::N,óhaj,бажання
256,Lust::N,kedv,бажання
257,Geist::N,elme,дух
258,Geist::N,szellem,дух
259,Gedanke::N,gondolat,думка
260,Gedächtnis::N,emlékezet,пам’ять
261,Verstand::N,ész,розум
262,Verstand::N,értelem,розум
263,Sinn::N,értelem,зміст
264,Sinn::N,értelem,значення
265,Grund::N,ok,причина
266,Grund::N,alap,причина
267,Wahrheit::N,igaz,правда
268,Wahrheit::N,igazság,правда
269,Gespräch::N,beszélgetés,розмова
270,Märchen::N,mese,байка
271,Erzählung::N,elbeszélés,повість
272,Erzählung::N,elbeszélés,оповідання
273,Nachricht::N,hír,повідомлення
274,Nachricht::N,híradás,повідомлення
275,Neuigkeit::N,újság,новина
276,Name::N,név,ім’я
277,Rätsel::N,rejtvény,загадка
278,Rede::N,beszéd,промова
279,Rede::N,szónoklat,промова
280,Sprache::N,nyelv,мова
281,Stimme::N,hang,голос
282,Wort::N,szó,слово
283,Zeichen::N,jel,знак
284,Ruf::N,kiáltás,оклик
285,Lärm::N,zaj,шум
286,Laut::N,hang,звук
287,Ton::N,hang,тон
288,Lied::N,dal,пісня
289,Lied::N,ének,пісня
290,Ruhe::N,csend,спокій
291,Ruhe::N,nyugalom,спокій
292,Leute::N,emberek,люди
293,Volk::N,nép,народ
294,Arbeit::N,dolog,робота
295,Gast::N,vendég,гість
296,Geschenk::N,ajándék,подарунок
297,Spiel::N,játék,гра
298,Gesellschaft::N,társaság,товариство
299,Hilfe::N,segítség,допомога
300,Freund::N,barát,друг
301,Freund::N,barát,приятель
302,Kamerad::N,társ,товариш
303,Angelegenheit::N,ügy,справа
304,Anzahl::N,szám,число
305,Art::N,faj,рід
306,Art::N,fajta,рід
307,Stück::N,darab,кусок
308,Teil::N,rész,частина
309,Hälfte::N,fél,половина
310,Kreis::N,kör,круг
311,Kreis::N,kör,коло
312,Kreuz::N,kereszt,хрест
313,Linie::N,vonal,лінія
314,Strich::N,vonás,штрих
315,Abstand::N,köz,проміжок
316,Entfernung::N,távolság,відстань
317,Gegend::N,táj,місцевість
318,Gegend::N,vidék,місцевість
319,Platz::N,hely,площа
320,Ort::N,hely,місце
321,Seite::N,fél,сторона
322,Seite::N,oldal,сторона
323,Mitte::N,közép,середина
324,Gegenstand::N,tárgy,предмет
325,Sache::N,dolog,річ
326,Rand::N,szél,край
327,Rand::N,perem,край
328,Rand::N,szegély,край
329,Kante::N,él,ребро
330,Ecke::N,sarok,ріг
331,Ecke::N,szöglet,ріг
332,Spitze::N,csúcs,кінчик
333,Ende::N,vég,кінець
334,Loch::N,lyuk,діра
335,Winkel::N,szög,куток
336,Muster::N,minta,узор
337,Größe::N,nagyság,розмір
338,Länge::N,hossz,довжина
339,Länge::N,hosszúság,довжина
340,Höhe::N,magasság,висота
341,Gewicht::N,súly,вага
342,Menge::N,sokaság,кількість
343,Menge::N,mennyiség,кількість
344,Haufen::N,halom,купа
345,Reihe::N,sor,ряд
346,Boot::N,csónak,човен
347,Ruder::N,evező,весло
348,Schlitten::N,szánkó,сани
349,Ski::N,sí,лижа
350,Lagerfeuer::N,tábortűz,вогнище
351,Last::N,teher,тягар
352,Last::N,teher,вантаж
353,Gang::N,járás,хід
354,Schritt::N,lépés,крок
355,Norden::N,észak,північ
356,Süden::N,dél,південь
357,Westen::N,nyugat,захід
358,Osten::N,kelet,схід
359,Holz::N,fa,дрова
360,Brett::N,deszka,дошка
361,Platte::N,lap,плита
362,Platte::N,lemez,плита
363,Stütze::N,támasz,підпірка
364,Stütze::N,támaszték,підпірка
365,Stange::N,rúd,жердина
366,Stange::N,pózna,жердина
367,Stock::N,pálca,палиця
368,Stab::N,bot,палиця
369,Rohr::N,cső,труба
370,Haus::N,ház,дім
371,Haus::N,ház,хата
372,Heim::N,otthon,житло
373,Ofen::N,kályha,піч
374,Fußboden::N,padló,підлога
375,Tisch::N,asztal,стіл
376,Stuhl::N,szék,стілець
377,Wiege::N,bölcső,колиска
378,Bett::N,ágy,ліжко
379,Bett::N,ágy,постіль
380,Regal::N,polc,полиця
381,Regal::N,állvány,полиця
382,Kiste::N,láda,ящик
383,Fenster::N,ablak,вікно
384,Tür::N,ajtó,двері
385,Tor::N,kapu,ворота
386,Zaun::N,kerítés,паркан
387,Zaun::N,kerítés,огорожа
388,Dach::N,tető,дах
389,Leiter::N,létra,драбина
390,Besen::N,seprű,мітла
391,Spaten::N,ásó,заступ
392,Schaufel::N,lapát,совок
393,Schaufel::N,lapát,лопата
394,Gabel::N,villa,виделка
395,Löffel::N,kanál,ложка
396,Messer::N,kés,ніж
397,Nagel::N,szeg,цвях
398,Netz::N,háló,сіть
399,Haken::N,kampó,крюк
400,Griff::N,nyél,ручка
401,Griff::N,nyél,держак
402,Griff::N,fogantyú,ручка
403,Griff::N,fogantyú,держак
404,Schloss::N,zár,замок
405,Bild::N,kép,картина
406,Figur::N,alak,фігура
407,Puppe::N,bábu,лялька
408,Beutel::N,zacskó,мішечок
409,Beutel::N,zacskó,торбинка
410,Bündel::N,köteg,в’язка
411,Tasche::N,táska,сумка
412,Eimer::N,vödör,відро
413,Deckel::N,fedő,кришка
414,Deckel::N,fedél,кришка
415,Geschirr::N,edény,посуд
416,Sack::N,zsák,мішок
417,Tasse::N,csésze,чашка
418,Topf::N,fazék,горщик
419,Kessel::N,üst,котел
420,Kessel::N,bogrács,котел
421,Essen::N,evés,їжа
422,Essen::N,étkezés,їжа
423,Nahrung::N,ennivaló,харч
424,Speise::N,étel,страва
425,Fleisch::N,hús,м’ясо
426,Getreide::N,gabona,хліб
427,Getreide::N,gabona,збіжжя
428,Brei::N,pép,каша
429,Brei::N,kása,каша
430,Brot::N,kenyér,хліб
431,Scheibe::N,szelet,скибочка
432,Fett::N,háj,жир
433,Fett::N,zsír,жир
434,Butter::N,vaj,масло
435,Öl::N,olaj,олія
436,Salz::N,só,сіль
437,Suppe::N,leves,суп
438,Honig::N,méz,мед
439,Milch::N,tej,молоко
440,Tee::N,tea,чай
441,Leder::N,bőr,шкіра
442,Wolle::N,gyapjú,шерсть
443,Stoff::N,szövet,тканина
444,Nadel::N,tű,голка
445,Faden::N,fonál,нитка
446,Knopf::N,gomb,ґудзик
447,Knoten::N,csomó,вузол
448,Farbe::N,szín,фарба
449,Farbe::N,festék,фарба
450,Kleidung::N,ruha,одяг
451,Kleidung::N,ruha,убрання
452,Kleidung::N,ruházat,одяг
453,Kleidung::N,ruházat,убрання
454,Hemd::N,ing,сорочка
455,Kragen::N,gallér,комір
456,Ärmel::N,ujj,рукав
457,Hose::N,gatya,брюки
458,Hose::N,nadrág,брюки
459,Gürtel::N,öv,пояс
460,Mütze::N,sapka,шапка
461,Schuh::N,cipő,ботинок
462,Stiefel::N,csizma,чобіт
463,Ring::N,gyűrű,кільце
464,Band::N,szalag,стрічка
465,Kamm::N,fésű,гребінець
466,Spiegel::N,tükör,дзеркало
467,Riemen::N,szíj,ремінь
468,Schnur::N,zsinór,вірьовка
469,Leine::N,póráz,шворка
470,Decke::N,takaró,ковдра
471,Kissen::N,párna,подушка
472,Tuch::N,kendő,хустка
473,Handtuch::N,törülköző,рушник
474,Kraft::N,erő,сила
475,Stärke::N,erő,сила
476,Stärke::N,erősség,сила
477,Gesundheit::N,egészség,здоров’я
478,Krankheit::N,kór,хвороба
479,Krankheit::N,betegség,хвороба
480,Schmerz::N,fájdalom,біль
481,Wunde::N,seb,рана
482,Fieber::N,láz,гарячка
483,Arznei::N,orvosság,ліки
484,Arznei::N,gyógyszer,ліки
485,Brücke::N,híd,міст
486,Brunnen::N,kút,колодязь
487,Weide::N,legelő,пасовище
488,Pfad::N,ösvény,стежка
489,Weg::N,út,шлях
490,Weg::N,út,дорога
491,Straße::N,út,вулиця
492,Dorf::N,falu,село
493,Stadt::N,város,місто
494,Brief::N,levél,лист
495,Buch::N,könyv,книга
496,Buch::N,könyv,книжка
497,Buchstabe::N,betű,буква
498,Buchstabe::N,betű,літера
499,Zeitung::N,újság,газета
500,Zeitung::N,hírlap,газета
501,Leben::N,élet,життя
502,Tod::N,halál,смерть
503,Grab::N,sír,могила
504,Kirche::N,templom,церква
505,Sünde::N,bűn,гріх
506,Sünde::N,vétek,гріх
507,Gott::N,isten,бог
508,Arbeiter::N,munkás,робітник
509,Chef::N,főnök,хазяїн
510,Meister::N,mester,умілець
511,Arzt::N,orvos,лікар
512,Lehrer::N,tanár,вчитель
513,Lehrer::N,tanító,вчитель
514,Geld::N,pénz,гроші
515,Geschäft::N,üzlet,заняття
516,Laden::N,bolt,магазин
517,Laden::N,bolt,крамниця
518,Preis::N,ár,ціна
519,Ware::N,áru,товар
520,Nutzen::N,haszon,вигода
521,Nutzen::N,haszon,користь
522,Reichtum::N,gazdagság,багатство
523,Welt::N,világ,світ
524,Land::N,ország,країна
525,Staat::N,állam,держава
526,König::N,király,король
527,Macht::N,hatalom,влада
528,Grenze::N,határ,кордон
529,Krieg::N,háború,війна
530,Feind::N,ellenség,ворог
531,Gewalt::N,erőszak,насильство
532,Kampf::N,harc,бій
533,Kampf::N,harc,боротьба
534,Bogen[Waffe]::N,íj,лук
535,Pfeil::N,nyíl,стріла
536,Gewehr::N,puska,рушниця
537,Gewehr::N,puska,гвинтівка
538,Gewehr::N,fegyver,рушниця
539,Gewehr::N,fegyver,гвинтівка
540,Fehler::N,hiba,помилка
541,Lüge::N,hazugság,брехня
542,Schaden::N,kár,шкода
543,Schaden::N,kár,збиток
544,Unglück::N,csapás,нещастя
545,Unglück::N,balszerencse,нещастя
546,Schuld::N,bűn,провина
547,Alter::N,kor,вік
548,Alter::N,kor,літа
549,Schluss::N,vég,кінець
550,Schluss::N,befejezés,кінець
551,Zeit::N,idő,час
552,Tag::N,nap,день
553,Morgen::N,reggel,ранок
554,Mittag::N,dél,південь
555,Abend::N,este,вечір
556,Nacht::N,éj,ніч
557,Nacht::N,éjszaka,ніч
558,Woche::N,hét,тиждень
559,Monat::N,hó,місяць
560,Monat::N,hónap,місяць
561,Jahr::N,év,рік
562,Frühling::N,tavasz,весна
563,Sommer::N,nyár,літо
564,Herbst::N,ősz,осінь
565,Winter::N,tél,зима
566,Januar::N,január,січень
567,Februar::N,február,лютий
568,März::N,március,березень
569,April::N,április,квітень
570,Mai::N,május,травень
571,Juni::N,június,червень
572,Juli::N,július,липень
573,August::N,augusztus,серпень
574,September::N,szeptember,вересень
575,Oktober::N,október,жовтень
576,November::N,november,листопад
577,Dezember::N,december,грудень
578,Montag::N,hétfő,понеділок
579,Dienstag::N,kedd,вівторок
580,Mittwoch::N,szerda,середа
581,Donnerstag::N,csütörtök,четвер
582,Freitag::N,péntek,п’ятниця
583,Samstag::N,szombat,субота
584,Sonntag::N,vasárnap,неділя
585,groß::A,nagy,великий
586,klein::A,pici,малий
587,klein::A,pici,маленький
588,klein::A,kicsi,малий
589,klein::A,kicsi,маленький
590,lang::A,hosszú,довгий
591,kurz::A,rövid,короткий
592,breit::A,széles,широкий
593,schmal::A,keskeny,вузький
594,dicht::A,sűrű,густий
595,dick[Gegenstand]::A,vastag,товстий
596,dünn::A,vékony,тонкий
597,fein::A,vékony,дрібний
598,fest::A,szilárd,міцний
599,flach::A,sík,плоский
600,flach::A,lapos,плоский
601,glatt::A,sima,рівний
602,glatt::A,sima,гладенький
603,hart::A,kemény,твердий
604,weich::A,puha,м’який
605,rund::A,kerek,круглий
606,spitz::A,hegyes,гострокінцевий
607,scharf::A,éles,гострий
608,stumpf::A,tompa,тупий
609,stumpf::A,életlen,тупий
610,schwer::A,nehéz,важкий
611,schwer::A,súlyos,важкий
612,schön::A,szép,вродливий
613,heiß::A,forró,жаркий
614,heiß::A,forró,гарячий
615,warm::A,meleg,теплий
616,kalt::A,hideg,холодний
617,kühl::A,hűs,прохолодний
618,kühl::A,hűvös,прохолодний
619,frisch::A,üde,свіжий
620,frisch::A,friss,свіжий
621,feucht::A,nedves,вогкий
622,nass::A,vizes,мокрий
623,trocken::A,száraz,сухий
624,voll::A,telt,повний
625,leer::A,üres,пустий
626,offen::A,nyílt,відкритий
627,offen::A,nyitott,відкритий
628,geschlossen::A,zárt,закритий
629,geschlossen::A,zárt,зачинений
630,geschlossen::A,csukott,закритий
631,geschlossen::A,csukott,зачинений
632,sauber::A,tiszta,чистий
633,sauber::A,tiszta,охайний
634,schmutzig::A,piszkos,брудний
635,schmutzig::A,szennyes,брудний
636,roh::A,nyers,сирий
637,reif::A,érett,зрілий
638,lecker::A,finom,смачний
639,süß::A,édes,солодкий
640,bitter::A,keserű,гіркий
641,sauer::A,savanyú,кислий
642,hell::A,világos,світлий
643,dunkel::A,sötét,темний
644,schwarz::A,fekete,чорний
645,weiß::A,fehér,сивий
646,rot::A,vörös,червоний
647,gelb::A,sárga,жовтий
648,blau::A,kék,синій
649,grün::A,zöld,зелений
650,grau::A,ősz,сірий
651,grau::A,szürke,сірий
652,bunt::A,tarka,барвистий
653,bunt::A,színes,барвистий
654,billig::A,olcsó,дешевий
655,teuer::A,drága,дорогий
656,wertvoll::A,értékes,цінний
657,blind::A,vak,сліпий
658,taub::A,süket,глухий
659,kräftig::A,erős,могутній
660,stark::A,erős,сильний
661,schwach::A,gyenge,слабкий
662,schwach::A,erőtlen,слабкий
663,fett::A,hájas,жирний
664,fett::A,hájas,товстий
665,schlank::A,karcsú,тонкий
666,schlank::A,karcsú,стрункий
667,hübsch::A,csinos,чарівний
668,böse::A,rossz,злий
669,böse::A,rossz,лихий
670,böse::A,gonosz,злий
671,böse::A,gonosz,лихий
672,dumm::A,buta,дурний
673,dumm::A,ostoba,дурний
674,faul::A,lusta,ледачий
675,fleißig::A,szorgalmas,старанний
676,geizig::A,fukar,скупий
677,geizig::A,fösvény,скупий
678,klug::A,okos,мудрий
679,klug::A,okos,розумний
680,klug::A,eszes,мудрий
681,klug::A,eszes,розумний
682,geschickt::A,ügyes,умілий
683,lieb::A,drága,милий
684,lieb::A,kedves,милий
685,lustig::A,víg,веселий
686,lustig::A,vidám,веселий
687,sanft::A,enyhe,лагідний
688,hungrig::A,éhes,голодний
689,krank::A,beteg,слабий
690,nackt::A,csupasz,голий
691,nackt::A,meztelen,голий
692,traurig::A,bús,сумний
693,traurig::A,szomorú,сумний
694,lebendig::A,élő,живий
695,gut::A,jó,добрий
696,schlecht::A,rossz,поганий
697,schlecht::A,rossz,кепський
698,richtig::A,helyes,правильний
699,schlimm::A,rossz,бридкий
700,wahr::A,igaz,справжній
701,alt::A,ó,старий
702,alt::A,régi,старий
703,neu::A,új,новий
704,ehemalig::A,volt,колишній
705,ehemalig::A,egykori,колишній
706,alt[Lebewesen]::A,öreg,старий
707,jung::A,fiatal,молодий
708,arm::A,szegény,бідний
709,reich::A,gazdag,багатий
710,bekannt::A,ismert,знайомий
711,bekannt::A,ismeretes,знайомий
712,berühmt::A,híres,славетний
713,fremd::A,idegen,чужий
714,verschieden::A,különböző,різний
715,nah::A,közeli,близький
716,fern::A,távoli,далекий
717,linker::A,bal,лівий
718,rechter::A,jobb,правий
719,anderer::A,más,інакший
720,anderer::A,másik,інакший
721,erster::A,első,перший
722,zweiter::A,második,другий
723,dritter::A,harmadik,третій
724,letzter::A,utolsó,останній
725,allein::ADV,egyedül,сам
726,allein::ADV,egyedül,один
727,auf einmal::ADV,egyszerre,відразу
728,zusammen::ADV,együtt,разом
729,zusammen::ADV,együtt,спільно
730,zusammen::ADV,összesen,разом
731,zusammen::ADV,összesen,спільно
732,lange::ADV,sokáig,довго
733,lange::ADV,hosszan,довго
734,plötzlich::ADV,hirtelen,раптом
735,plötzlich::ADV,egyszerre,раптом
736,sofort::ADV,rögtön,зараз
737,sofort::ADV,tüstént,зараз
738,später::ADV,későn,пізніше
739,jetzt::ADV,most,тепер
740,heute::ADV,ma,сьогодні
741,morgen::ADV,holnap,завтра
742,bald::ADV,majd,незабаром
743,bald::ADV,nemsokára,незабаром
744,dann::ADV,akkor,потім
745,gestern::ADV,tegnap,вчора
746,einst::ADV,hajdan,колись
747,damals::ADV,akkor,тоді
748,damals::ADV,akkoriban,тоді
749,danach::ADV,azután,згодом
750,vorher::ADV,előbb,раніше
751,zuerst::ADV,először,спершу
752,zuerst::ADV,először,спочатку
753,einmal::ADV,egyszer,один раз
754,manchmal::ADV,néha,іноді
755,manchmal::ADV,néha,інколи
756,manchmal::ADV,olykor,іноді
757,manchmal::ADV,olykor,інколи
758,oft::ADV,sokszor,часто
759,immer::ADV,mindig,завжди
760,niemals::ADV,sohasem,ніколи
761,hier::ADV,itt,тут
762,hierhin::ADV,erre,сюди
763,von hier::ADV,innen,звідси
764,dort::ADV,ott,там
765,dorthin::ADV,oda,туди
766,geradeaus::ADV,egyenesen,прямо
767,vorwärts::ADV,előre,вперед
768,rückwärts::ADV,hátrafelé,назад
769,zurück::ADV,hátra,назад
770,zurück::ADV,vissza,назад
771,unten::ADV,alul,внизу
772,hinab::ADV,le,вниз
773,hinab::ADV,lefelé,вниз
774,oben::ADV,fenn,вгорі
775,oben::ADV,felül,вгорі
776,hinauf::ADV,fel,вгору
777,hinauf::ADV,felfelé,вгору
778,überall::ADV,mindenütt,скрізь
779,nicht::ADV,nem,не
780,ein wenig::ADV,egy kicsit,трохи
781,ein wenig::ADV,egy kicsit,небагато
782,kaum::ADV,alig,ледве
783,sehr::ADV,nagyon,дуже
784,so::ADV,úgy,так
785,noch::ADV,még,ще
786,nur::ADV,csak,лише
787,nur::ADV,csak,тільки
788,nur::ADV,csupán,лише
789,nur::ADV,csupán,тільки
790,schon::ADV,már,вже
791,wieder::ADV,ismét,знову
792,wieder::ADV,megint,знову
793,vergebens::ADV,hiába,дарма
794,vor::PRP,előtt,перед
795,hinter::PRP,mögött,ззаду
796,hinter::PRP,mögött,позаду
797,unter::PRP,alatt,під
798,durch::PRP,át,крізь
799,durch::PRP,keresztül,крізь
800,neben::PRP,mellett,біля
801,zwischen::PRP,között,між
802,wegen::PRP,miatt,з-за
803,wegen::PRP,miatt,через
804,wegen::PRP,végett,з-за
805,wegen::PRP,végett,через
806,dies::PRN,ez,це
807,das::PRN,az,то
808,alles::PRN,minden,все
809,ich::PRN,én,я
810,du::PRN,te,ти
811,er::PRN,ő,він
812,wir::PRN,mi,ми
813,ihr::PRN,ti,ви
814,sie::PRN,ők,вони
815,was::FPRN,mi,що
816,wer::FPRN,ki,хто
817,wo::FADV,hol,де
818,wohin::FADV,hova,куди
819,wie::FADV,hogy,як
820,wie::FADV,hogyan,як
821,warum::FADV,miért,чому
822,wieviel::FNUM,hány,скільки
823,wieviel::FNUM,mennyi,скільки
824,eins::NUM,egy,один
825,zwei::NUM,kettő,два
826,drei::NUM,három,три
827,vier::NUM,négy,чотири
828,fünf::NUM,öt,п’ять
829,sechs::NUM,hat,шість
830,sieben::NUM,hét,сім
831,acht::NUM,nyolc,вісім
832,neun::NUM,kilenc,дев’ять
833,zehn::NUM,tíz,десять
834,elf::NUM,tizenegy,одинадцять
835,zwölf::NUM,tizenkettő,дванадцять
836,zwanzig::NUM,húsz,двадцять
837,dreißig::NUM,harminc,тридцять
838,vierzig::NUM,negyven,сорок
839,fünfzig::NUM,ötven,п’ятдесят
840,sechzig::NUM,hatvan,шістдесят
841,siebzig::NUM,hetven,сімдесят
842,achtzig::NUM,nyolcvan,вісімдесят
843,neunzig::NUM,kilencven,дев’яносто
844,hundert::NUM,száz,сто
845,tausend::NUM,ezer,тисяча
