,Concept_ID,cs,ba
295,Gesellschaft::N,společnost,йәмғиәт
296,Hilfe::N,pomoc,ярҙам
297,Freund::N,přítel,дуҫ
298,Kamerad::N,kamarád,иптәш
299,Angelegenheit::N,záležitost,әш
300,Anzahl::N,počet,һан
301,Art::N,druh,төр
302,Stück::N,kus,киҫәк
303,Stück::N,kousek,киҫәк
304,Teil::N,díl,өлөш
305,Teil::N,část,өлөш
306,Hälfte::N,půl,ярты
307,Kreis::N,kruh,түңәрәк
308,Kreuz::N,kříž,тәре
309,Linie::N,linka,һыҙыҡ
310,Strich::N,čára,һыҙат
311,Strich::N,čárka,һыҙат
312,Abstand::N,vzdálenost,ара
313,Entfernung::N,vzdálenost,алыҫлыҡ
314,Gegend::N,krajina,урын
315,Platz::N,prostor,арауыҡ
316,Ort::N,místo,ерҙәр
317,Ort::N,místo,урындар
318,Ort::N,místo,эш урыны
319,Seite::N,strana,яҡ
320,Mitte::N,střed,урталыҡ
321,Mitte::N,prostředek,урталыҡ
322,Gegenstand::N,předmět,нәмә
323,Sache::N,věc,нәмә
324,Sache::N,věc,әйбер
325,Rand::N,kraj,сит
326,Rand::N,okraj,сит
327,Kante::N,hrana,ҡабырға
328,Kante::N,hrana,ян
329,Ecke::N,roh,мөйөш
330,Spitze::N,hrot,ос
331,Spitze::N,špička,ос
332,Ende::N,konec,аҙаҡ
333,Loch::N,díra,тишек
334,Winkel::N,kout,мөйөш
335,Muster::N,vzor,биҙәк
336,Größe::N,velikost,ҙурлыҡ
337,Länge::N,délka,оҙонлоҡ
338,Höhe::N,výška,бейеклек
339,Gewicht::N,váha,үлсәү
340,Menge::N,množství,һан
341,Haufen::N,kupa,өйөм
342,Haufen::N,hromada,өйөм
343,Reihe::N,řada,рәт
344,Reihe::N,řádek,рәт
345,Boot::N,člun,кәмә
346,Ruder::N,veslo,ишкәк
347,Schlitten::N,sáně,сана
348,Ski::N,lyže,саңгы
349,Lagerfeuer::N,táborák,костер
350,Last::N,náklad,ауырлыҡ
351,Last::N,břemeno,ауырлыҡ
352,Gang::N,chůze,барыу
353,Gang::N,chodba,барыу
354,Schritt::N,krok,аҙым
355,Norden::N,sever,төньяҡ
356,Süden::N,jih,көньяҡ
357,Westen::N,západ,көнбайыш
358,Osten::N,východ,көнсығыш
359,Holz::N,dřevo,үағас
360,Brett::N,prkno,таҡта
361,Platte::N,deska,плита
362,Stütze::N,opěra,терәк
363,Stange::N,tyč,кәртә
364,Stange::N,tyčka,кәртә
365,Stock::N,hůlka,таяҡ
366,Stab::N,hůl,ҡолға
367,Rohr::N,trubka,торба
368,Haus::N,dům,өй
369,Haus::N,dům,йорт
370,Heim::N,domov,өй
371,Ofen::N,kamna,мейес
372,Fußboden::N,podlaha,енес
373,Tisch::N,stůl,өҫтәл
374,Stuhl::N,židle,ултырғыс
375,Wiege::N,kolébka,бишек
376,Bett::N,postel,карауат
377,Regal::N,regál,кәштә
378,Regal::N,police,кәштә
379,Kiste::N,bedna,йәшинк
380,Fenster::N,okno,тәҙрә
381,Tür::N,dveře,ишек
382,Tor::N,vrata,ҡапҡа
383,Zaun::N,plot,ҡойма
384,Dach::N,střecha,түбә
385,Dach::N,střecha,ҡыйыҡ
386,Leiter::N,žebřík,баҫҡыс
387,Besen::N,koště,һепертке
388,Besen::N,smeták,һепертке
389,Spaten::N,rýč,көрәк
390,Schaufel::N,lopata,көрәк
391,Gabel::N,vidlička,сәнске
392,Löffel::N,lžíce,ҡалаҡ
393,Messer::N,nůž,бысаҡ
394,Nagel::N,hřebík,сөй
395,Netz::N,síť,ау
396,Haken::N,hák,ыргаҡ
397,Griff::N,držadlo,тотҡа
398,Schloss::N,zámek,йоҙаҡ
399,Bild::N,obraz,картина
400,Figur::N,figura,һын
401,Puppe::N,panenka,ҡурсаҡ
402,Beutel::N,pytlík,тоҡ
403,Bündel::N,svazek,төргәк
404,Tasche::N,taška,сумка
405,Tasche::N,brašna,сумка
406,Eimer::N,kýbl,биҙрә
407,Eimer::N,vědro,биҙрә
408,Deckel::N,víko,ҡапҡас
409,Deckel::N,příklop,ҡапҡас
410,Geschirr::N,nádobí,һауыт-һаба
411,Sack::N,pytel,тоҡ
412,Tasse::N,šálek,сынаяҡ
413,Topf::N,hrnec,кәстрүл
414,Kessel::N,kotel,ҡаҙан
415,Essen::N,jídlo,ашау
416,Nahrung::N,strava,аҙыҡ
417,Nahrung::N,potrava,аҙыҡ
418,Speise::N,jídlo,аш
419,Fleisch::N,maso,ит
420,Getreide::N,obilí,иген
421,Getreide::N,obilí,ашлыҡ
422,Brei::N,kaše,бутҡа
423,Brot::N,chléb,икмәк
424,Scheibe::N,krajíc,телем
425,Fett::N,tuk,май
426,Fett::N,omastek,май
427,Butter::N,máslo,май
428,Öl::N,olej,май буяуы
429,Salz::N,sůl,тоҙ
430,Suppe::N,polévka,һурпа
431,Honig::N,med,бал
432,Milch::N,mléko,һөт
433,Tee::N,čaj,сәй
434,Leder::N,kůže,күн
435,Wolle::N,vlna,йөн
436,Stoff::N,látka,туҡыма
437,Nadel::N,jehla,энә
438,Faden::N,nit,еп
439,Knopf::N,knoflík,төймә
440,Knoten::N,uzel,төйөн
441,Farbe::N,barva,буяу
442,Kleidung::N,šaty,кейем
443,Kleidung::N,šatstvo,кейем
444,Hemd::N,košile,күлдәк
445,Kragen::N,límec,яға
446,Ärmel::N,rukáv,ең
447,Hose::N,kalhoty,салбар
448,Gürtel::N,pás,ҡайыш
449,Gürtel::N,opasek,ҡайыш
450,Mütze::N,čepice,бүрк
451,Schuh::N,bota,туфли
452,Stiefel::N,holínka,итек
453,Ring::N,prsten,йөҙөк
454,Ring::N,prsten,балдаҡ
455,Band::N,pásek,таҫма
456,Kamm::N,hřeben,тараҡ
457,Spiegel::N,zrcadlo,көзгө
458,Riemen::N,řemen,ҡайыш
459,Schnur::N,šňůra,бау
460,Leine::N,vodítko,бау
461,Decke::N,pokrývka,одеяд
462,Decke::N,přikrývka,одеяд
463,Kissen::N,polštář,мендәр
464,Tuch::N,šátek,яулыҡ
465,Handtuch::N,ručník,таҫтамал
466,Kraft::N,síla,көс
467,Stärke::N,síla,көс
468,Gesundheit::N,zdraví,һаулыҡ
469,Krankheit::N,nemoc,сир
470,Krankheit::N,nemoc,ауырыу
471,Krankheit::N,choroba,сир
472,Krankheit::N,choroba,ауырыу
473,Schmerz::N,bolest,һыҙлау
474,Schmerz::N,bolest,әрнеү
475,Wunde::N,rána,йәрәхәт
476,Fieber::N,horečka,тапма
477,Fieber::N,horečka,биҙгәк
478,Arznei::N,lék,дарыу
479,Brücke::N,most,күпер
480,Brunnen::N,studna,ҡоҙоҡ
481,Weide::N,pastva,көтөүлек
482,Weide::N,pastvina,көтөүлек
483,Pfad::N,pěšina,һуҡмаҡ
484,Weg::N,cesta,юл
485,Straße::N,silnice,урам
486,Dorf::N,vesnice,ауыл
487,Stadt::N,město,ҡала
488,Brief::N,dopis,хат
489,Buch::N,kniha,китап
490,Buch::N,kniha,кенәгә
491,Buchstabe::N,písmeno,хәреф
492,Zeitung::N,noviny,гәзит
493,Leben::N,život,йәшәү
494,Tod::N,smrt,үлем
495,Grab::N,hrob,ҡәбер
496,Kirche::N,kostel,сиркәү
497,Sünde::N,hřích,гөнаһ
498,Gott::N,bůh,алла
499,Gott::N,bůh,хоҙай
500,Arbeiter::N,dělník,эшсе
501,Arbeiter::N,pracovník,эшсе
502,Chef::N,šéf,башлыҡ
503,Chef::N,vedoucí,башлыҡ
504,Meister::N,mistr,оҫта
505,Arzt::N,lékař,врач
506,Lehrer::N,učitel,уҡытыусы
507,Geld::N,peníze,аҡса
508,Geschäft::N,obchod,эш
509,Laden::N,krám,магазин
510,Preis::N,cena,хаҡ
511,Ware::N,zboží,тауар
512,Nutzen::N,užitek,файҙа
513,Reichtum::N,bohatství,байлыҡ
514,Welt::N,svět,донъя
515,Land::N,země,ил
516,Staat::N,stát,дәүләт
517,König::N,král,король
518,Macht::N,moc,власть
519,Macht::N,mocnost,власть
520,Grenze::N,hranice,сик
521,Krieg::N,válka,һуғыш
522,Feind::N,nepřítel,йылан
523,Gewalt::N,násilí,көслөк
524,Kampf::N,boj,көрәш
525,Bogen[Waffe]::N,luk,йәйә
526,Pfeil::N,šíp,уҡ
527,Gewehr::N,puška,мылтыҡ
528,Gewehr::N,ručnice,мылтыҡ
529,Fehler::N,chyba,хата
530,Lüge::N,lež,ялған
531,Schaden::N,škoda,зыян
532,Schaden::N,škoda,зарар
533,Unglück::N,neštěstí,ҡаза
534,Schuld::N,vina,ғәйеп
535,Alter::N,věk,йәш
536,Schluss::N,konec,һуң
537,Schluss::N,konec,аҙаҡ
538,Zeit::N,čas,мәл
539,Zeit::N,čas,заман
540,Tag::N,den,көн
541,Morgen::N,ráno,иртә
542,Morgen::N,ráno,иртәнсәк
543,Morgen::N,jitro,иртә
544,Morgen::N,jitro,иртәнсәк
545,Mittag::N,poledne,төш
546,Abend::N,večer,кис
547,Nacht::N,noc,төн
548,Woche::N,týden,аҙна
549,Monat::N,měsíc,ай
550,Jahr::N,rok,йыл
551,Frühling::N,jaro,яҙ
552,Sommer::N,léto,йәй
553,Herbst::N,podzim,көз
554,Winter::N,zima,ҡыш
555,Januar::N,leden,ғинуар
556,Februar::N,únor,февраль
557,März::N,březen,март
558,April::N,duben,апрель
559,Mai::N,květen,май
560,Juni::N,červen,июнь
561,Juli::N,červenec,июль
562,August::N,srpen,август
563,September::N,září,сентябрь
564,Oktober::N,říjen,октябрь
565,November::N,listopad,ноябрь
566,Dezember::N,prosinec,декабрь
567,Montag::N,pondělí,дүшәмбе
568,Montag::N,pondělek,дүшәмбе
569,Dienstag::N,úterý,шишәмбе
570,Mittwoch::N,středa,шаршамбы
571,Donnerstag::N,čtvrtek,кесаҙна
572,Freitag::N,pátek,йома
573,Samstag::N,sobota,шәмбе
574,Sonntag::N,neděle,йәкшәмбе
575,groß::A,velký,ҙур
576,klein::A,malý,бәләкәс
577,lang::A,dlouhý,оҙон
578,kurz::A,krátký,ҡыҫҡа
579,breit::A,široký,киң
580,schmal::A,úzký,тар
581,dicht::A,hustý,йыш
582,dicht::A,hustý,ҡуйы
583,dick[Gegenstand]::A,tlustý,ҡалын
584,dünn::A,tenký,йоҡа
585,dünn::A,tenký,нәҙек
586,fein::A,jemný,нескә
587,fest::A,pevný,ныҡ
588,flach::A,plochý,яҫы
589,flach::A,plochý,ялпаҡ
590,flach::A,placatý,яҫы
591,flach::A,placatý,ялпаҡ
592,glatt::A,hladký,шыма
593,hart::A,tvrdý,ҡаты
594,weich::A,měkký,йомшаҡ
595,rund::A,kulatý,түңәрәк
596,rund::A,okrouhlý,түңәрәк
597,spitz::A,špičatý,осло түбәле
598,scharf::A,ostrý,үткер
599,stumpf::A,tupý,утмәҫ
600,schwer::A,těžký,ауыр
601,schön::A,pěkný,матур
602,schön::A,krásný,матур
603,heiß::A,horký,эҫе
604,warm::A,teplý,йылы
605,kalt::A,studený,һыуыҡ
606,kühl::A,chladný,һалҡынса
607,frisch::A,svěží,һалҡынса
608,feucht::A,vlhký,еүеш
609,feucht::A,vlhký,дымлы
610,nass::A,mokrý,еүеш
611,trocken::A,suchý,кипкән
612,voll::A,plný,тулы
613,leer::A,prázdný,буш
614,offen::A,otevřený,асыҡ
615,geschlossen::A,zavřený,ябыҡ
616,sauber::A,čistý,таҙа
617,schmutzig::A,špinavý,бысраҡ
618,roh::A,syrový,сей
619,reif::A,zralý,өлгөрғән
620,lecker::A,chutný,тәмле
621,süß::A,sladký,тямле
622,süß::A,sladký,тәм-том
623,bitter::A,hořký,әсе
624,sauer::A,kyselý,әсе
625,hell::A,světlý,яҡты
626,dunkel::A,temný,ҡараңғы
627,schwarz::A,černý,ҡара
628,weiß::A,bílý,аҡ
629,rot::A,rudý,матур
630,rot::A,rudý,һылыу
631,rot::A,rudý,сибәр
632,rot::A,červený,матур
633,rot::A,červený,һылыу
634,rot::A,červený,сибәр
635,gelb::A,žlutý,һары
636,blau::A,modrý,күк
637,grün::A,zelený,йәшел
638,grau::A,šedý,буҙ
639,grau::A,šedivý,буҙ
640,bunt::A,pestrý,сыбар
641,bunt::A,pestrý,ала-ҡола
642,billig::A,levný,арзан
643,billig::A,laciný,арзан
644,teuer::A,drahý,ҡыйбатлы
645,wertvoll::A,cenný,ҡиммәтле
646,blind::A,slepý,һуҡыр
647,taub::A,hluchý,һаңғырау
648,kräftig::A,silný,көслө
649,kräftig::A,silný,ҡеүәтле
650,stark::A,silný,көслө
651,stark::A,silný,ҡеүәтле
652,schwach::A,slabý,көсһөҙ
653,fett::A,tučný,һимеҙ
654,fett::A,tlustý,һимеҙ
655,schlank::A,štíhlý,зифа
656,hübsch::A,hezký,матур
657,böse::A,zlý,асыулы
658,dumm::A,hloupý,иҫәр
659,faul::A,líný,иренсәк
660,fleißig::A,pilný,тырыш
661,geizig::A,lakomý,һаран
662,klug::A,chytrý,аҡыллы
663,geschickt::A,šikovný,оҫта
664,lieb::A,milý,яғымлы
665,lustig::A,veselý,күңелле
666,sanft::A,mírný,йыуаш
667,hungrig::A,hladový,ас
668,krank::A,nemocný,сирле
669,krank::A,nemocný,ауырыу
670,nackt::A,nahý,яланғас
671,traurig::A,smutný,яманһыу
672,traurig::A,truchlivý,яманһыу
673,lebendig::A,živý,тере
674,lebendig::A,živý,йәнле
675,gut::A,dobrý,яҡшы
676,schlecht::A,špatný,хөрт
677,schlecht::A,špatný,алама
678,richtig::A,pravý,дөрөҫ
679,richtig::A,správný,дөрөҫ
680,schlimm::A,zlý,хөрт
681,schlimm::A,zlý,алама
682,wahr::A,pravdivý,дөрөҫ
683,alt::A,starý,иҫке
684,alt::A,starý,боронғо
685,neu::A,nový,яңы
686,ehemalig::A,bývalý,элекке
687,alt[Lebewesen]::A,starý,ҡарт
688,jung::A,mladý,йәш
689,arm::A,chudý,фәҡир
690,reich::A,bohatý,бай
691,bekannt::A,známý,таныш
692,berühmt::A,slavný,атаҡлы
693,berühmt::A,slavný,данлыҡлы
694,fremd::A,cizí,ят
695,fremd::A,cizí,сит
696,verschieden::A,různý,төрлө
697,verschieden::A,rozličný,төрлө
698,nah::A,blízký,яҡын
699,fern::A,daleký,алыҫ
700,fern::A,daleký,йыраҡ
701,linker::A,levý,һул
702,rechter::A,pravý,уң
703,anderer::A,jiný,бутән
704,erster::A,první,тәүге
705,zweiter::A,druhý,икенсе
706,dritter::A,třetí,өсөнсө
707,letzter::A,poslední,һуңғы
708,allein::ADV,sám,бер үҙе
709,allein::ADV,sám,яңғыҙ
710,auf einmal::ADV,najednou,бер юлы
711,zusammen::ADV,spolu,бергә
712,zusammen::ADV,dohromady,бергә
713,lange::ADV,dlouho,оҙаҡ
714,plötzlich::ADV,vtom,ҡапыл
715,plötzlich::ADV,náhle,ҡапыл
716,sofort::ADV,hned,шунда уҡ
717,sofort::ADV,ihned,шунда уҡ
718,später::ADV,později,һуңыраҡ
719,jetzt::ADV,teď,хәҙер
720,jetzt::ADV,nyní,хәҙер
721,heute::ADV,dnes,бөгөн
722,heute::ADV,dneska,бөгөн
723,morgen::ADV,zítra,иртәгә
724,bald::ADV,brzo,тиҙҙән
725,dann::ADV,pak,һуңынан
726,dann::ADV,potom,һуңынан
727,gestern::ADV,včera,кисә
728,einst::ADV,kdysi,ҡасандыр
729,einst::ADV,kdysi,бер баҡыт
730,damals::ADV,tehdy,ул саҡта
731,damals::ADV,tenkrát,ул саҡта
732,danach::ADV,podle toho,һуңынан
733,vorher::ADV,dříve,элек
734,vorher::ADV,napřed,элек
735,zuerst::ADV,nejprve,башта
736,zuerst::ADV,nejdříve,башта
737,einmal::ADV,jednou,бер
738,manchmal::ADV,někdy,ҡайһы берҙә
739,oft::ADV,často,йыш
740,immer::ADV,vždy,һәр ҡасан
741,immer::ADV,stále,һәр ҡасан
742,niemals::ADV,nikdy,бер ҡасан да
743,niemals::ADV,nikdy,бер ваҡытта ла
744,hier::ADV,zde,бында
745,hier::ADV,tady,бында
746,hierhin::ADV,sem,бында
747,von hier::ADV,odtud,бынан
748,von hier::ADV,odtud,ошонан
749,dort::ADV,tam,шунда
750,dort::ADV,tam,тегендә
751,dorthin::ADV,tam,шунда
752,dorthin::ADV,tam,тегеләй
753,geradeaus::ADV,rovně,тура
754,vorwärts::ADV,kupředu,алға
755,rückwärts::ADV,zpět,кирегә
756,zurück::ADV,zpět,кирегә
757,zurück::ADV,nazpět,кирегә
758,unten::ADV,dole,түбәндә
759,hinab::ADV,dolů,түбәнгә
760,oben::ADV,nahoře,юғарыла
761,oben::ADV,navrchu,юғарыла
762,hinauf::ADV,nahoru,юғарыға
763,überall::ADV,všude,бөтә урында
764,nicht::ADV,ne,тугел
765,ein wenig::ADV,trochu,аҙ
766,kaum::ADV,sotva,көскә
767,kaum::ADV,sotva,саҡ-саҡ
768,sehr::ADV,velmi,ифат
769,sehr::ADV,velice,ифат
770,so::ADV,tak,шулай
771,so::ADV,takto,шулай
772,noch::ADV,ještě,йәнә
773,nur::ADV,jen,бары
774,nur::ADV,jenom,бары
