,Concept_ID,ps,av
218,Heu::N,پروړه,хер
219,Schale::N,پوستکی,хъал
220,Grube::N,کنده,гвенд
221,Falle::N,دام,къор
222,Falle::N,دام,къотен
223,Falle::N,لومه,къор
224,Falle::N,لومه,къотен
225,Schlinge::N,کړۍ,кӏичӏ
226,Spur::N,نښه,лъалкӏ
227,Asche::N,آس,рахъу
228,Asche::N,ایره,рахъу
229,Dreck::N,ناپاکي,гъиз
230,Dreck::N,ناپاکي,хӏарщ
231,Eisen::N,اوسپنه,махх
232,Gold::N,سره زر,месед
233,Silber::N,نقره,гӏарац
234,Silber::N,سپین زر,гӏарац
235,Kohle::N,سکور,тӏурччи
236,Kohle::N,سکاره,тӏурччи
237,Glas::N,ښيښه,цӏер
238,Lehm::N,خټه,хӏатӏ
239,Sand::N,شګه,сали
240,Mensch::N,انسان,чи
241,Mann::N,سړی,бихьинчи
242,Mann::N,نارینه,бихьинчи
243,Frau::N,ښځه,гӏадан
244,Kind::N,بچی,лъимер
245,Kind::N,ماشوم,лъимер
246,Junge::N,هلک,вас
247,Mädchen::N,نجلۍ,яс
248,Familie::N,کورنۍ,хъизан
249,Großvater::N,بابا,кӏудада
250,Großmutter::N,انا,кӏодо
251,Eltern::N,مور او پلار,эбел-эмен
252,Vater::N,پلار,эмен
253,Mutter::N,مور,эбел
254,Sohn::N,زوی,вас
255,Tochter::N,لور,яс
256,Bruder::N,ورور,вац
257,Schwester::N,خور,яц
258,Onkel::N,تره,даци
259,Onkel::N,ماما,даци
260,Tante::N,خاله,ада
261,Ehemann::N,مېړه,рос
262,Ehefrau::N,مېرمن,чӏужу
263,Freude::N,خوشحالي,ракӏбохи
264,Gelächter::N,خندا,релъи
265,Glück::N,بخت,талихӏ
266,Glück::N,بخت,талихӏ-рохел
267,Kummer::N,غم,хӏалкъай
268,Wunsch::N,هيله,къасд
269,Wunsch::N,غوښتنه,къасд
270,Lust::N,شوق,гъира
271,Lust::N,مینه,гъира
272,Geist::N,روح,чӏанкӏ
273,Geist::N,روح,рухӏ-жан
274,Gedanke::N,فکر,пикру
275,Gedächtnis::N,یاد,
276,Gedächtnis::N,حافظه,
277,Verstand::N,عقل,лумалъи
278,Verstand::N,عقل,цӏодорлъи
279,Verstand::N,شعور,лумалъи
280,Verstand::N,شعور,цӏодорлъи
281,Sinn::N,معنی,магӏна
282,Grund::N,علت,багьана
283,Grund::N,اساس,багьана
284,Wahrheit::N,حقیقت,ритӏухълъи
285,Gespräch::N,مرکه,накъит
286,Gespräch::N,خبرې اترې,накъит
287,Märchen::N,افسانه,маргьа
288,Erzählung::N,قصه,къиса
289,Erzählung::N,کیسه,къиса
290,Nachricht::N,خبر,хабар
291,Neuigkeit::N,نوی خبر,хабар-гӏазаб
292,Name::N,نوم,цӏар
293,Rätsel::N,کیسۍ,бицанкӏо
294,Rätsel::N,چیستان,бицанкӏо
295,Rede::N,وینا,речь
296,Rede::N,وینا,калам
297,Sprache::N,ژبه,мацӏ
298,Stimme::N,غږ,гьаракь
299,Stimme::N,اواز,гьаракь
300,Wort::N,لغت,рагӏи
301,Wort::N,کلمه,рагӏи
302,Zeichen::N,نښه,ишара
303,Zeichen::N,نښه,гӏаламат
304,Zeichen::N,اشاره,ишара
305,Zeichen::N,اشاره,гӏаламат
306,Ruf::N,ږغ,ахӏи
307,Ruf::N,بلنه,ахӏи
308,Lärm::N,غالمغال,хъуй
309,Lärm::N,غالمغال,хъуди
310,Laut::N,ږغ,гьаракь
311,Laut::N,ږغ,сас
312,Ton::N,اواز,
313,Lied::N,غزله,кечӏ
314,Lied::N,سندره,кечӏ
315,Ruhe::N,ارامي,рахӏат
316,Leute::N,خلک,гӏадамал
317,Volk::N,ولس,халкъ
318,Arbeit::N,کار,хӏалтӏи
319,Gast::N,مېلمه,гьобол
320,Geschenk::N,تحفه,сайигъат
321,Geschenk::N,سوغات,сайигъат
322,Spiel::N,لوبه,хӏай
323,Spiel::N,لوبه,расанди
324,Gesellschaft::N,ډله,жамагӏат
325,Hilfe::N,کومک,кумек
326,Hilfe::N,مرسته,кумек
327,Freund::N,ملګری,гьудул
328,Kamerad::N,انډيوال,гьалмагъ
329,Angelegenheit::N,موضوع,къваригӏел
330,Anzahl::N,شمېر,рикӏкӏен
331,Anzahl::N,تعداد,рикӏкӏен
332,Art::N,ډول,жинс
333,Stück::N,ټوټه,кесек
334,Teil::N,برخه,пай
335,Hälfte::N,نیم,бащдаб
336,Kreis::N,دایره,гор
337,Kreuz::N,صلیب,хъанч
338,Linie::N,خط,мухъ
339,Linie::N,لیکه,мухъ
340,Strich::N,کرښه,хӏучч
341,Abstand::N,فاصله,манзил
342,Entfernung::N,واټن,манзил
343,Gegend::N,سیمه,рахъ
344,Gegend::N,منطقه,рахъ
345,Platz::N,ځای,бакӏ
346,Ort::N,ځای,бакӏ
347,Seite::N,مخ,рахъ
348,Seite::N,اړخ,рахъ
349,Mitte::N,وسط,бакьулъбакӏ
350,Mitte::N,مینځ,бакьулъбакӏ
351,Gegenstand::N,شی,жо
352,Sache::N,شی,жо
353,Sache::N,څيز,жо
354,Rand::N,څنډه,мицӏир
355,Rand::N,کناره,мицӏир
356,Kante::N,اړخ,рагӏал
357,Kante::N,اړخ,рагӏа-ракьан
358,Ecke::N,ګوټ,цили
359,Spitze::N,څوکه,тӏогь
360,Ende::N,څوکه,кӏал
361,Loch::N,سوری,каратӏ
362,Winkel::N,کنج,
363,Winkel::N,کوتی,
364,Muster::N,نمونه,накъиш
365,Größe::N,قد,кӏодо́лъи
366,Größe::N,لويوالی,кӏодо́лъи
367,Länge::N,طول,халалъи
368,Länge::N,اوږد والی,халалъи
369,Höhe::N,جګوالی,борхалъи
370,Gewicht::N,وزن,бакӏлъи
371,Menge::N,اندازه,
372,Haufen::N,کوټه,гъуни
373,Reihe::N,صف,ирга́
374,Reihe::N,کتار,ирга́
375,Boot::N,قايق,раса
376,Ruder::N,چپه,раххан
377,Schlitten::N,ښویېدونی,чанагъ
378,Ski::N,سکي,лыжаби
379,Lagerfeuer::N,اور,цӏа
380,Last::N,بار,бакӏлъи
381,Last::N,پېټی,бакӏлъи
382,Gang::N,تګ,хьвади
383,Gang::N,تګ,хьвада-чӏвади
384,Schritt::N,ګام,гали
385,Norden::N,شمال,шимал
386,Süden::N,سوېل,юг
387,Süden::N,سوېل,къибла
388,Westen::N,لوېدېځ,гъарб
389,Westen::N,لوېدېځ,магъриб
390,Osten::N,شرق,шаркъ
391,Osten::N,شرق,машрикъ
392,Osten::N,ختیځ,шаркъ
393,Osten::N,ختیځ,машрикъ
394,Holz::N,لرګی,цӏул
395,Brett::N,تخته,хъарщи
396,Platte::N,تخته,къоно
397,Stütze::N,تکیوان,
398,Stange::N,ډاګه,гӏер
399,Stock::N,لرګی,тӏил
400,Stab::N,چيخله,гӏер
401,Rohr::N,نل,турба
402,Haus::N,کور,ригь
403,Haus::N,کور,рукъзал
404,Heim::N,کور,рукъ
405,Ofen::N,تودنۍ,печь
406,Fußboden::N,غولی,чӏабар
407,Tisch::N,مېز,стол
408,Stuhl::N,چوکۍ,бакӏу
409,Wiege::N,زانګو,кини
410,Bett::N,کټ,кровать
411,Bett::N,چپرکټ,кровать
412,Regal::N,تاخچۍ,хъарщи
413,Kiste::N,صندوق,ящик
414,Kiste::N,صندوق,тӏалагъуд
415,Fenster::N,کړکۍ,гордо
416,Tür::N,دروازه,нуцӏа
417,Tor::N,دروازه,каву
418,Zaun::N,کټاره,раци
419,Dach::N,بام,тӏох
420,Leiter::N,زينه,мали
421,Besen::N,جارو,жул
422,Spaten::N,یوم,бел
423,Schaufel::N,بېلچه,раххан
424,Gabel::N,پنجه,гӏучӏ
425,Löffel::N,کاشوغه,гъуд
426,Messer::N,چاقو,нус
427,Nagel::N,ميخ,магӏ
428,Netz::N,جال,гьин
429,Haken::N,څنګک,гъанцӏа
430,Griff::N,لاستی,гӏоркь
431,Schloss::N,کلپ,кӏулал
432,Bild::N,رسم,сурат
433,Figur::N,قدوقامت,
434,Puppe::N,ګوډۍ,нани
435,Beutel::N,کڅوړه,таргьа
436,Bündel::N,دسته,къай
437,Tasche::N,بکس,сумка
438,Tasche::N,بکس,къвачӏа
439,Tasche::N,توبره,сумка
440,Tasche::N,توبره,къвачӏа
441,Eimer::N,سطل,ведро
442,Deckel::N,سرپوښ,тӏалъел
443,Deckel::N,سرپوښ,дадитӏалъел
444,Geschirr::N,لوښی,цӏарагӏ
445,Sack::N,جوال,хъап
446,Sack::N,جوال,къандалъо
447,Tasse::N,پیاله,чашка
448,Topf::N,دېګی,хьаг
449,Kessel::N,دېګ,хьаг
450,Kessel::N,دېګ,гереги
451,Essen::N,خوراک,тӏагӏам
452,Nahrung::N,خوراک,квен
453,Speise::N,خواړه,квен
454,Fleisch::N,غوښه,гьан
455,Getreide::N,غله,бугӏа-ролъ
456,Getreide::N,غله,могьолабл_культураби
457,Brei::N,اوګره,карщ
458,Brot::N,ډوډۍ,чед
459,Scheibe::N,مړۍ,мочӏу
460,Fett::N,غوړي,беэнлъи
461,Butter::N,کوچ,нах
462,Öl::N,تېل,нах
463,Salz::N,مالګه,цӏам
464,Suppe::N,شوربا,чурпа
465,Honig::N,شات,гьоцӏо
466,Milch::N,شوده,рахь
467,Tee::N,چای,чай
468,Leder::N,څرمن,тӏом
469,Wolle::N,پشم,квас
470,Stoff::N,ټوټه,ххам
471,Nadel::N,ستن,рокӏкӏен
472,Faden::N,تار,кун
473,Knopf::N,تڼۍ,маргъал
474,Knopf::N,تکمه,маргъал
475,Knoten::N,غوټه,гарацӏ
476,Farbe::N,رنګ,релъен
477,Kleidung::N,کالي,ретӏел
478,Hemd::N,کميس,гурде
479,Kragen::N,غاړه,габур
480,Ärmel::N,لستوڼی,къвал
481,Hose::N,پطلون,тӏажу
482,Gürtel::N,کمربند,рачел
483,Mütze::N,خولۍ,тӏагъур
484,Schuh::N,بوټ,
485,Stiefel::N,موزه,этек
486,Stiefel::N,موزه,чакма
487,Ring::N,ګوته,баргъич
488,Band::N,فيته,лента
489,Kamm::N,ګمنځ,гьоркьо
490,Spiegel::N,ایینه,матӏу
491,Spiegel::N,هنداره,матӏу
492,Riemen::N,تسمه,рижу
493,Schnur::N,مزی,
494,Leine::N,رسۍ,
495,Decke::N,بړستن,одея́ло
496,Kissen::N,بالښت,къандалъо
497,Tuch::N,ټیکری,квархьи
498,Handtuch::N,دسمال,беркӏалрацӏцӏ
499,Kraft::N,زور,гуч
500,Kraft::N,زور,къуват
501,Kraft::N,توان,гуч
502,Kraft::N,توان,къуват
503,Stärke::N,قوت,хӏалкӏвей
504,Gesundheit::N,صحت,сахлъи́
505,Gesundheit::N,روغتیا,сахлъи́
506,Krankheit::N,مرض,унти
507,Krankheit::N,مرض,щокълъи
508,Krankheit::N,ناروغي,унти
509,Krankheit::N,ناروغي,щокълъи
510,Schmerz::N,درد,унти
511,Wunde::N,ټپ,ругъун
512,Wunde::N,زخم,ругъун
513,Fieber::N,تبه,цӏа-кан
514,Arznei::N,دوا,дару
515,Arznei::N,دارو,дару
516,Brücke::N,پول,кьо
517,Brunnen::N,څاه,гъуй
518,Brunnen::N,کوهی,гъуй
519,Weide::N,وله,рицӏцӏ
520,Weide::N,وله,лъичӏирма
521,Weide::N,وله,гӏурдаллъи
522,Weide::N,وله,ри́цӏигъветӏ
523,Weide::N,وله,рицӏцӏигъветӏ
524,Pfad::N,تړه,сухъмахъ
525,Weg::N,لیار,нух
526,Straße::N,سړک,нух
527,Dorf::N,کلی,росу
528,Stadt::N,ښار,шагьар
529,Brief::N,لیک,кагъат
530,Brief::N,لیک,рисалат
531,Brief::N,مکتوب,кагъат
532,Brief::N,مکتوب,рисалат
533,Buch::N,کتاب,тӏехь
534,Buchstabe::N,حرف,хӏарп
535,Buchstabe::N,توری,хӏарп
536,Zeitung::N,اخبار,газет
537,Leben::N,ژوند,яшав
538,Tod::N,مرګ,хвел
539,Tod::N,مړینه,хвел
540,Grab::N,قبر,хоб
541,Grab::N,ډورۍ,хоб
542,Kirche::N,کلیسا,килиса
543,Sünde::N,ګناه,хӏакъ
544,Sünde::N,ګناه,мунагь
545,Gott::N,خدای,бичас
546,Gott::N,خدای,аллагь
547,Arbeiter::N,کاریګر,хӏалтӏухъан
548,Chef::N,آمر,хӏаким
549,Chef::N,آمر,начальник
550,Meister::N,استاد,устар
551,Meister::N,استاد,мастер
552,Meister::N,استاد,махщалилав
553,Arzt::N,طبیب,жайрахӏ
554,Arzt::N,ډاکټر,жайрахӏ
555,Lehrer::N,معلم,мугӏалим
556,Lehrer::N,ښوونکی,мугӏалим
557,Geld::N,پیسې,гӏарац
558,Geschäft::N,سوداګري,
559,Laden::N,دکان,тукен
560,Laden::N,مغازه,тукен
561,Preis::N,بیه,багьа
562,Ware::N,مال,къайи
563,Nutzen::N,ګټه,мунпагӏат
564,Reichtum::N,شتمني,бечелъи
565,Welt::N,نړۍ,дуниял
566,Welt::N,دنیا,дуниял
567,Land::N,هېواد,улка
568,Land::N,هېواد,икълим
569,Staat::N,دولت,пачалихъ
570,König::N,باچا,пача
571,König::N,باچا,малик
572,König::N,باچا,къирал
573,König::N,باچا,падишагь
574,König::N,پادشاه,пача
575,König::N,پادشاه,малик
576,König::N,پادشاه,къирал
577,König::N,پادشاه,падишагь
578,Macht::N,قدرت,кверщел
579,Grenze::N,حد,гӏорхъи
580,Grenze::N,سرحد,гӏорхъи
581,Krieg::N,جګړه,рагъ
582,Feind::N,دښمن,тушман
583,Gewalt::N,زور,зулму
584,Gewalt::N,تشدد,зулму
585,Kampf::N,جنګ,къеркьей
586,Kampf::N,مبارزه,къеркьей
587,Bogen[Waffe]::N,لیندۍ,газаргъо
588,Pfeil::N,غشی,чӏор
589,Gewehr::N,ټوپک,туманкӏ
590,Fehler::N,خطا,гъалатӏ
591,Fehler::N,غلطي,гъалатӏ
592,Lüge::N,دروغ,гьереси
593,Schaden::N,زیان,зиян
594,Schaden::N,زیان,зарал
595,Schaden::N,تاوان,зиян
596,Schaden::N,تاوان,зарал
597,Unglück::N,بدبختي,балагь
598,Schuld::N,ګناه,гӏайиб
599,Alter::N,منګ,гӏумру
600,Schluss::N,اخر,ахир
601,Zeit::N,وخت,заман
602,Tag::N,ورځ,къо
603,Morgen::N,سبا,радалмех
604,Morgen::N,سهار,радалмех
605,Mittag::N,غرمه,къадемех
606,Abend::N,ماښام,релъедамех
607,Nacht::N,شپه,сордо
608,Woche::N,اونۍ,анкь
609,Monat::N,مياشت,моцӏ
610,Jahr::N,کال,сон
611,Jahr::N,کال,лъагӏел
612,Frühling::N,پسرلی,их
613,Sommer::N,دوبی,рии
614,Herbst::N,منی,хасалихълъи
615,Herbst::N,خزان,хасалихълъи
616,Winter::N,ژمی,кьин
617,Januar::N,جنوري,январь
618,Februar::N,فبروري,февра́ль
619,März::N,مارچ,март
620,April::N,اپریل,апрель
621,Mai::N,مې,май
622,Juni::N,جون,июнь
623,Juli::N,جولای,июль
624,August::N,اګست,август
625,September::N,سپټامبر,сентябрь
626,Oktober::N,اکتوبر,октябрь
627,November::N,نومبر,ноябрь
628,Dezember::N,دسمبر,декабрь
629,Montag::N,دوشنبه,итни
630,Dienstag::N,سه شنبه,талат
631,Mittwoch::N,چارشنبه,арбагӏ
632,Donnerstag::N,پنجشنبه,хамиз
633,Freitag::N,جمعه,рузман
634,Samstag::N,خالي,щамат
635,Sonntag::N,یکشنبه,гьатӏан
636,groß::A,لوی,кӏудияб
637,klein::A,وړوکی,гьитӏинаб
638,lang::A,اوړد,халатаб
639,kurz::A,لنډ,къокъаб
640,breit::A,پراخه,гӏебаб
641,schmal::A,تنګ,къваридаб
642,dicht::A,ګڼ,ризаб
643,dick[Gegenstand]::A,پنډ,бицатаб
644,dünn::A,نری,тӏеренаб
645,fein::A,نازک,тӏеренаб
646,fest::A,کلک,къвакӏараб
647,fest::A,ټینګ,къвакӏараб
648,flach::A,هوار,чӏепараб
649,glatt::A,ښوی,цӏвакараб
650,hart::A,کلک,кьварараб
651,weich::A,نرم,тамахаб
652,weich::A,پوست,тамахаб
653,rund::A,ګرد,гургинаб
654,spitz::A,تېره,бегӏераб
655,scharf::A,تېز,рекӏараб
656,scharf::A,تېره,рекӏараб
657,stumpf::A,پڅ,тӏехӏараб
658,stumpf::A,پڅ,рекӏинчӏеб
659,schwer::A,دروند,бакӏаб
660,schön::A,ښکلی,берцинаб
661,heiß::A,تود,лагьараб
662,warm::A,تود,хинаб
663,kalt::A,ېخ,квачараб
664,kalt::A,سوړ,квачараб
665,kühl::A,ېخ,квачараб
666,kühl::A,سوړ,квачараб
667,frisch::A,تازه,цӏияб
668,feucht::A,مرطوب,рагьараб
669,nass::A,لوند,би́ччараб
670,trocken::A,وچ,бакъвараб
671,voll::A,ډک,
672,leer::A,خالی,чӏобогояб
673,offen::A,خلاص,рагьараб
674,offen::A,پرانیستی,рагьараб
675,geschlossen::A,تړلی,рахараб-къараб
676,sauber::A,پاک,бацӏцӏадаб
677,schmutzig::A,چټل,гъизараб
678,roh::A,خام,хамаб
679,roh::A,خام,гӏатӏгояб
680,reif::A,پوخ,барщараб
681,reif::A,رسېدلی,барщараб
682,lecker::A,خوندور,тӏагӏамаб
683,lecker::A,مزه دار,тӏагӏамаб
684,süß::A,خوږ,гьуинаб
685,süß::A,شیرین,гьуинаб
686,bitter::A,تریخ,кьогӏаб
687,sauer::A,ټاک,цӏекӏаб
688,sauer::A,تريو,цӏекӏаб
689,hell::A,روڼ,канаб
690,hell::A,روښان,канаб
691,dunkel::A,تیاره,бецӏаб
692,schwarz::A,تور,чӏегӏераб
693,weiß::A,سپين,хъахӏаб
694,rot::A,سور,багӏараб
695,gelb::A,زېړ,гӏобилаб
696,gelb::A,زېړ,тӏогьилаб
697,blau::A,شین,хъахӏилаб
698,blau::A,اسماني رنګه,хъахӏилаб
699,grün::A,زرغون,гӏурччинаб
700,grau::A,خړ,накӏкӏуяб
701,bunt::A,رنګارنګ,къвекӏаб
702,bunt::A,رنګارنګ,чара-гъараб
703,billig::A,ارزان,учузаб
704,teuer::A,ګران,хири́яб
705,wertvoll::A,قیمتي,къиматаб
706,blind::A,ړوند,беццаб
707,taub::A,کوڼ,гъугъаб
708,kräftig::A,قوی,гучаб
709,stark::A,قوی,къуватаб
710,stark::A,تکړه,къуватаб
711,schwach::A,ضعیف,гӏажизаб
712,schwach::A,کمزوری,гӏажизаб
713,fett::A,چاغ,кьарияб
714,schlank::A,خوش اندام,чергесаб
715,hübsch::A,ښکلی,гьайбатаб
716,hübsch::A,ښایسته,гьайбатаб
717,böse::A,شریر,ракӏквешаб
718,böse::A,قهرناک,ракӏквешаб
719,dumm::A,احمق,гьагаб
720,dumm::A,احمق,гӏантаб
721,faul::A,لټ,кӏохӏалаб
722,faul::A,لټ,кӏухӏа́лаб
723,faul::A,تنبل,кӏохӏалаб
724,faul::A,تنبل,кӏухӏа́лаб
725,fleißig::A,زحمت کښ,хӏаракатаб
726,geizig::A,بخیل,къарумаб
727,klug::A,عاقل,лумияб
728,klug::A,هوښیار,лумияб
729,geschickt::A,ماهر,махщел бугев
730,lieb::A,عزیز,гӏазизаб
731,lieb::A,محبوب,гӏазизаб
732,lustig::A,خوشحال,кепаб
733,sanft::A,پوست,хӏалимаб
734,sanft::A,پوست,хӏере́наб
