,Concept_ID,zh,lbe
55,Geschmack::N,味道,тӏааьн
56,Geruch::N,气味,кьанкь
57,Schlaf::N,睡眠,шану
58,Traum::N,梦,макӏру
59,Himmel::N,天空,ссав
60,Sonne::N,太阳,баргъ
61,Mond::N,月亮,барз
62,Stern::N,星,цӏуку
63,Luft::N,空气,гьава
64,Wind::N,风,марч
65,Welle::N,波,щатӏи
66,Wasser::N,水,щин
67,Stein::N,石头,чару
68,Boden::N,地面,аьрщи
69,Erde::N,地,аьрщи
70,Staub::N,灰尘,ххит
71,Rauch::N,烟,пуркӏу
72,Funke::N,火花,пиягь
73,Feuer::N,火,цӏу
74,Licht::N,光,чани
75,Schatten::N,影子,ххют
76,Wetter::N,天气,гьава
77,Nebel::N,雾,шархь ттурлу
78,Wolke::N,云,ттурлу
79,Regen::N,雨,гъарал
80,Schnee::N,雪,марххала
81,Eis::N,冰,микӏ
82,Frost::N,霜冻,дяркъу
83,Frost::N,霜冻,замгьар
84,Kälte::N,寒冷,дяркъу
85,Hitze::N,炎热,кӏиришиву
86,Raureif::N,霜,сил
87,Raureif::N,霜,бурса
88,Regenbogen::N,虹,ссурул ккуртта
89,Donner::N,雷,къув
90,Strömung::N,水流,экьинанаву
91,Tropfen::N,滴,кӏунтӏ
92,Schaum::N,泡沫,хьама
93,Schmutz::N,赃物,кьяркьи
94,See::N,湖,бяр
95,Sumpf::N,沼泽,кунцӏа
96,Moor::N,沼泽,
97,Wiese::N,草地,кьан
98,Wald::N,森林,вацӏа
99,Hügel::N,丘陵,бакӏу
100,Anhöhe::N,山丘,
101,Berg::N,山,зунтту
102,Gipfel::N,峰,мицӏ
103,Höhle::N,洞穴,нух
104,Abhang::N,斜坡,сун
105,Quelle::N,泉,дайдихьу
106,Quelle::N,泉,бакӏ
107,Bach::N,溪,чӏрир нех
108,Fluss::N,河流,нех
109,Ufer::N,岸,зума
110,Küste::N,海岸,зумаинхалу
111,Küste::N,海岸,зуманицӏалу
112,Festland::N,大陆,кьири
113,Meer::N,海,хьхьири
114,Bucht::N,海湾,
115,Insel::N,岛,жазира
116,Blume::N,花,тӏутӏи
117,Gras::N,草,уртту
118,Wurzel::N,根,мархха
119,Baum::N,树,мурхь
120,Stamm::N,树干,ттарцӏ
121,Rinde::N,树皮,ккамара
122,Ast::N,树枝,матӏи
123,Zweig::N,树枝,къяртта
124,Blatt::N,叶子,чӏапӏи
125,Birke::N,桦木,кӏялахӏи
126,Birke::N,桦木,кӏялахӏилул мурхь
127,Kiefer[Baum]::N,松树,ттар
128,Kiefer[Baum]::N,松树,ттарлил мурхь
129,Weide[Baum]::N,柳树,щавщи
130,Tanne::N,冷杉,ттарлил мурхь
131,Horn::N,角,хъи
132,Feder::N,羽毛,лелуххул тӏиму
133,Fell::N,皮毛,бурчу
134,Flügel::N,翅膀,хъа
135,Flügel::N,翅膀,ххурупӏайрал тӏиму
136,Klaue::N,爪子,михь
137,Kralle::N,爪子,ххяппа
138,Schwanz::N,尾巴,магъ
139,Ei::N,蛋,ккунук
140,Nest::N,巢,кюру
141,Bau::N,穴,цукъуккутӏ
142,Tier::N,动物,хӏайван
143,Herde::N,群,газу
144,Kuh::N,母牛,оьл
145,Bulle::N,公牛,ниц
146,Pferd::N,马,чу
147,Schaf::N,羊,тта
148,Schwein::N,猪,дунгъуз
149,Hund::N,狗,ккаччи
150,Katze::N,猫,ччиту
151,Bär::N,熊,цуша
152,Eichhörnchen::N,松鼠,бюрхттукку
153,Elch::N,麋鹿,ниц-бюрин
154,Fuchs::N,狐狸,цулчӏа
155,Fuchs::N,狐狸,куча цулчӏа
156,Hase::N,兔子,бюрх
157,Maus::N,老鼠,кӏулу
158,Wolf::N,狼,барцӏ
159,Vogel::N,鸟,лелуххи
160,Schwarm::N,群,гьухъала
161,Huhn::N,鸡,аьнакӏи
162,Hahn::N,公鸡,ажари
163,Gans::N,鹅,къаз
164,Adler::N,鹰,барзу
165,Ente::N,鸭,урдак
166,Eule::N,猫头鹰,ису
167,Eule::N,猫头鹰,ччиккумяв
168,Kranich::N,鹤,кьурукь
169,Krähe::N,乌鸦,хъатӏу
170,Kuckuck::N,布谷鸟,ччикку
171,Schwan::N,天鹅,урттил къаз
172,Fisch::N,鱼,чавахъ
173,Barsch::N,鲈鱼,
174,Hecht::N,狗鱼,
175,Schlange[Tier]::N,蛇,шатта
176,Wurm::N,蠕虫,кьюнукьай шатта
177,Spinne::N,蜘蛛,ххялцу
178,Ameise::N,蚂蚁,митӏикьукьу
179,Laus::N,虱子,
180,Mücke::N,蚊子,мичӏак
181,Fliege::N,苍蝇,зимиз
182,Schmetterling::N,蝴蝶,чӏимучӏали
183,Beere::N,将果,хӏаллил ахъулсса
184,Apfel::N,苹果,гьивч
185,Pilz::N,蘑菇,ттуккул иис
186,Zwiebel::N,洋葱,лаччул чсмусул бакӏ
187,Saat::N,种子,гьанна
188,Korn::N,谷粒,къама
189,Heu::N,干草,ххулув
190,Schale::N,壳,ккиртту
191,Grube::N,坑,кӏаланг
192,Falle::N,圈套,къатӏа
193,Schlinge::N,活扣,хӏатӏ
194,Spur::N,踪迹,ша
195,Asche::N,灰烬,лах
196,Dreck::N,污垢,кьяркьи
197,Dreck::N,污垢,венп
198,Eisen::N,铁,мах
199,Gold::N,金子,муси
200,Silber::N,银,арцу
201,Kohle::N,煤,кӏалаш
202,Kohle::N,煤,хъуручӏ
203,Glas::N,玻璃,пюрун
204,Lehm::N,粘土,сина аьрщи
205,Sand::N,沙,къун
206,Mensch::N,人,инсан
207,Mann::N,男子,чув
208,Mann::N,男子,адимина
209,Frau::N,妇女,щарсса
210,Frau::N,妇女,хъамитайпа
211,Kind::N,小孩,чӏиви оьрчӏ
212,Junge::N,男孩,оьрчӏ
213,Junge::N,男孩,бурхьин оьрчӏ
214,Mädchen::N,女孩,душ
215,Familie::N,家庭,кулпат
216,Großvater::N,祖父,ттатта
217,Großvater::N,祖父,ниттил ппу
218,Großmutter::N,祖母,буттал нину
219,Eltern::N,父母,нину-ппу
220,Vater::N,父亲,ппу
221,Mutter::N,母亲,нину
222,Sohn::N,儿子,арс
223,Tochter::N,女儿,душ
224,Bruder::N,兄弟,уссу
225,Schwester::N,姐妹,ссу
226,Onkel::N,伯父,буттауссу
227,Tante::N,阿姨,буттал ссу
228,Ehemann::N,丈夫,лас
229,Ehefrau::N,妻子,щар
230,Ehefrau::N,妻子,щарсса
231,Freude::N,愉快,шадшиву
232,Freude::N,愉快,ххаришиву
233,Gelächter::N,大笑,хъяхъаву
234,Glück::N,运气,талихӏ
235,Kummer::N,苦恼,дард
236,Wunsch::N,愿望,мурад
237,Lust::N,乐趣,гьавас
238,Lust::N,乐趣,ччаву
239,Geist::N,精神,рухӏ
240,Gedanke::N,思想,пикри
241,Gedächtnis::N,记性,дакӏний личӏаву
242,Verstand::N,理智,аькьлу
243,Sinn::N,感觉,мяъна
244,Grund::N,理由,багьана
245,Wahrheit::N,真理,тӏайламур
246,Wahrheit::N,真理,хӏакьмур
247,Gespräch::N,谈话,ихтилат
248,Märchen::N,童话,магьа
249,Erzählung::N,故事,хавар
250,Nachricht::N,消息,хавар
251,Neuigkeit::N,新闻,хавар
252,Name::N,名字,цӏа
253,Rätsel::N,谜语,ссигьа
254,Rede::N,讲话,гъалгъа
255,Sprache::N,语言,маз
256,Stimme::N,声音,чӏу
257,Stimme::N,声音,чӏукӏа
258,Wort::N,词,махъ
259,Zeichen::N,标记,лишан
260,Ruf::N,呼喊,
261,Lärm::N,噪音,чӏу
262,Laut::N,响声,чӏу
263,Ton::N,声音,чӏу
264,Lied::N,歌曲,балай
265,Ruhe::N,安静,дигьалагру
266,Leute::N,人们,инсантал
267,Volk::N,人民,ил
268,Volk::N,人民,халкь
269,Arbeit::N,劳动,заву
270,Gast::N,客人,хъамаличу
271,Geschenk::N,礼物,бухчакарши
272,Geschenk::N,礼物,лажинккакку
273,Spiel::N,游戏,тӏуркӏу
274,Gesellschaft::N,陪同,жямат
275,Gesellschaft::N,陪同,ккуран
276,Hilfe::N,帮助,кумаг
277,Freund::N,朋友,дус
278,Kamerad::N,同志,хӏаласу
279,Angelegenheit::N,事情,иш
280,Anzahl::N,数目,аьдад
281,Art::N,种类,жинс
282,Stück::N,块,касак
283,Teil::N,部分,бутӏа
284,Hälfte::N,一半,дачӏи
285,Kreis::N,圆,кюрщан
286,Kreuz::N,十字架,ххач
287,Linie::N,线条,щва
288,Strich::N,划,щва
289,Abstand::N,距离,манзил
290,Entfernung::N,距离,манзил
291,Gegend::N,地区,кӏану
292,Platz::N,场所,
293,Ort::N,地点,кӏану
294,Seite::N,面,чул
295,Seite::N,面,чулухалу
296,Mitte::N,中间,дя
297,Gegenstand::N,物品,зат
298,Sache::N,物,зат
299,Rand::N,边,зума
300,Kante::N,棱,
301,Ecke::N,角,мурцӏу
302,Spitze::N,尖,мицӏ
303,Ende::N,结尾,зума
304,Loch::N,洞,ккутӏ
305,Winkel::N,角度,мурцӏу
306,Muster::N,模型,накьич
307,Größe::N,大小,
308,Länge::N,长度,лахъишиву
309,Höhe::N,高度,лахъшиву
310,Gewicht::N,重量,дуццин
311,Gewicht::N,重量,кӏушиву
312,Menge::N,数量,
313,Haufen::N,堆,бакӏу
314,Reihe::N,行,кьюкьа
315,Boot::N,小船,луткка
316,Ruder::N,奖,весло
317,Ruder::N,奖,чӏатӏа
318,Schlitten::N,雪橇,чана
319,Schlitten::N,雪橇,санкка
320,Ski::N,雪板,лижарду
321,Lagerfeuer::N,营火,къавтӏн
322,Last::N,负担,гьиву
323,Gang::N,行走,нанаву
324,Schritt::N,步伐,ша
325,Norden::N,北,ухссав
326,Norden::N,北,ухссавнил чулухалу
327,Süden::N,南,кьилва
328,Westen::N,西,баргълагавал
329,Westen::N,西,баргълагавал чул
330,Osten::N,东,баргъбуккай чулухалу
331,Holz::N,木材,тӏама
332,Brett::N,木板,тахта
333,Platte::N,平板,гъуни
334,Stütze::N,支架,гьалакӏу
335,Stange::N,杆,къазихъ
336,Stock::N,棒,ттархь
337,Stab::N,棍,ччантӏакъу
338,Rohr::N,管子,бургъу
339,Haus::N,房屋,къатта
340,Heim::N,家,къатта
341,Ofen::N,炉子,пач
342,Fußboden::N,地板,чӏанкъатта
343,Tisch::N,桌子,усттул
344,Stuhl::N,椅子,кӏану
345,Wiege::N,摇蓝,оьрчӏал кӏану
346,Bett::N,床,тах
347,Regal::N,架子,чӏаму
348,Kiste::N,箱子,яшикӏ
349,Kiste::N,箱子,къурши
350,Fenster::N,窗户,чӏавахьулу
351,Tür::N,门,нуз
352,Tür::N,门,нузкьун
353,Tor::N,大门,къапу
354,Tor::N,大门,дарваза
355,Zaun::N,篱笆,дайгьузанну
356,Dach::N,屋顶,магъи
357,Dach::N,屋顶,цӏиялу
358,Leiter::N,梯子,чуртту
359,Besen::N,扫帚,чӏатлу
360,Spaten::N,铁锹,бил
361,Schaufel::N,铁锹,чӏатӏа
362,Gabel::N,叉,гьиссилу
363,Löffel::N,食匙,къуса
364,Messer::N,刀,чӏила
365,Nagel::N,钉子,мяр
366,Netz::N,网,къери
367,Haken::N,钩子,къича
368,Griff::N,把柄,куяму
369,Schloss::N,锁,кьункьула
370,Bild::N,图画,сурат
371,Figur::N,人像,
372,Puppe::N,娃娃,ссихьу
373,Beutel::N,袋子,чантай
374,Bündel::N,捆,гьи
375,Bündel::N,捆,къар
376,Tasche::N,手提包,
377,Eimer::N,桶,бадра
378,Deckel::N,盖子,къапаза
379,Geschirr::N,餐具,пюрунчӏул
380,Geschirr::N,餐具,тӏахӏникӏичӏу
381,Sack::N,袋子,къап
382,Sack::N,袋子,дарваг
383,Tasse::N,杯子,пижан
384,Tasse::N,杯子,пинжан
385,Tasse::N,杯子,инкираччатӏи
386,Tasse::N,杯子,цинцилттал бушкъап
387,Topf::N,锅,кӏункӏур
388,Kessel::N,水壶,чаг
389,Kessel::N,水壶,кӏункӏур
390,Essen::N,进餐,дукия
391,Essen::N,进餐,дукин
392,Nahrung::N,食物,дукра
393,Speise::N,菜肴,дукра
394,Fleisch::N,肉,дикӏ
395,Getreide::N,谷物,къама
396,Brei::N,粥,ккурч
397,Brot::N,面包,ччатӏ
398,Scheibe::N,片,парча
399,Fett::N,脂肪,аьгъушиву
400,Butter::N,黄油,нагь
401,Butter::N,黄油,лагаву
402,Öl::N,油,
403,Salz::N,盐,цӏву
404,Suppe::N,汤,накь
405,Honig::N,蜂蜜,ницӏ
406,Milch::N,奶,накӏ
407,Tee::N,茶,чяй
408,Leder::N,皮革,бурчу
409,Wolle::N,毛线,ппал
410,Stoff::N,织物,янна
411,Nadel::N,针,ххалаххи
412,Faden::N,线,ххал
413,Knopf::N,纽扣,банд
414,Knoten::N,结,къурхъ
415,Farbe::N,颜色,сир
416,Kleidung::N,衣服,янна
417,Kleidung::N,衣服,лаххия
418,Hemd::N,衬衫,гьухъа
419,Kragen::N,领子,дарвач
420,Ärmel::N,袖子,кахха
421,Hose::N,裤子,хӏажак
422,Gürtel::N,腰带,мухӏлу
423,Mütze::N,帽子,кьяпа
424,Schuh::N,鞋,
425,Stiefel::N,靴子,чакма
426,Ring::N,戒指,кӏисса
427,Band::N,带子,линт
428,Kamm::N,梳子,ттарал
429,Spiegel::N,镜子,дагьани
430,Riemen::N,皮带,эн
431,Schnur::N,绳子,хьхьа
432,Leine::N,皮带,
433,Decke::N,被子,виргъан
434,Kissen::N,软垫,кӏаралу
435,Tuch::N,巾,карщи
436,Handtuch::N,手巾,калихьу
437,Handtuch::N,手巾,лажинлихьу
438,Kraft::N,力,эллаж
439,Stärke::N,力量,гуж
440,Gesundheit::N,健康,цӏуллу-сагъшиву
441,Krankheit::N,病,къашайшиву
442,Schmerz::N,痛,къюву
443,Wunde::N,伤口,щаву
444,Fieber::N,发烧,кӏиришиву
445,Arznei::N,药,дару
446,Brücke::N,桥,ламу
447,Brunnen::N,井,къуй
448,Weide::N,牧场,бизантту
449,Pfad::N,小路,жегъир ххуллу
450,Weg::N,路,ххуллу
451,Straße::N,街,ххуллу
452,Dorf::N,村庄,щар
453,Dorf::N,村庄,шяравалу
454,Stadt::N,城市,шагьру
455,Brief::N,信,чагъар
456,Buch::N,书,лу
457,Buchstabe::N,字母,хӏарп
458,Zeitung::N,报纸,кказит
459,Leben::N,生命,оьрму
460,Tod::N,死亡,ажал
461,Tod::N,死亡,бивкӏу
462,Tod::N,死亡,ивчӏаву
463,Grab::N,坟墓,гьав
464,Kirche::N,教堂,килиса
465,Sünde::N,罪,бунагъ
466,Gott::N,上帝,зал
467,Arbeiter::N,工人,зузала
468,Chef::N,上司,ялувма
469,Meister::N,师傅,усттар
470,Arzt::N,医生,хӏакин
471,Lehrer::N,教师,учитель
472,Geld::N,钱,арцу
473,Geschäft::N,交易,даву
474,Laden::N,商店,ттучан
475,Preis::N,价格,багъа
476,Ware::N,商品,хъус
477,Nutzen::N,好处,хайр
478,Nutzen::N,好处,мюнпат
479,Reichtum::N,财富,давлат
480,Reichtum::N,财富,аваданшиву
481,Welt::N,世界,дуниял
482,Land::N,国家,билаят
483,Staat::N,国家,паччахӏлугъ
484,König::N,国王,
485,Macht::N,权力,власть
486,Grenze::N,边界,дазу
487,Krieg::N,战争,дяъви
488,Feind::N,敌人,душман
489,Gewalt::N,暴力,къия
490,Kampf::N,战斗,лачӏуи уккаву
491,Bogen[Waffe]::N,弓,ккуртта
492,Pfeil::N,箭,чӏатӏаракӏ
493,Gewehr::N,枪,ттупанг
494,Fehler::N,错误,гъалатӏ
495,Lüge::N,谎话,щялмахъ
496,Schaden::N,损失,зарал
497,Unglück::N,不幸,бала
498,Schuld::N,过错,тахсир
499,Alter::N,年龄,оьрму
500,Schluss::N,结束,ахир
501,Zeit::N,时间,чӏун
502,Tag::N,天,кьини
503,Morgen::N,早晨,кӏюрх
504,Mittag::N,中午,ахттайн
505,Mittag::N,中午,дяахттайн
506,Mittag::N,中午,ахттайн чӏун
507,Abend::N,晚上,маркӏачӏан
508,Nacht::N,夜,хьхьу
509,Woche::N,星期,нюжмар
510,Monat::N,月,барз
511,Jahr::N,年,шин
512,Frühling::N,春天,инт
513,Sommer::N,夏天,гъи
514,Herbst::N,秋天,ссут
515,Winter::N,冬天,кӏи
516,Januar::N,一月,цалчинмур барз
517,Februar::N,二月,кӏилчинмур барз
518,März::N,三月,шамилчинмур барз
519,April::N,四月,апрель
520,April::N,四月,мукьилчинмур барз
521,Mai::N,五月,май
522,Mai::N,五月,ххюлчинмур барз
523,Juni::N,六月,июнь
524,Juni::N,六月,ряххилчинмур барз
525,Juli::N,七月,июль
526,Juli::N,七月,Арулчинмур барз
527,August::N,八月,мяйлчинмур барз
528,September::N,九月,урчӏилчинмур барз
529,Oktober::N,十月,ацӏилчинмур барз
530,November::N,十一月,ацӏния цалчинмур барз
531,Dezember::N,十二月,ацӏния кӏилчинмур барз
532,Montag::N,星期一,итин
533,Montag::N,星期一,итин кьини
534,Dienstag::N,星期二,тталат
535,Dienstag::N,星期二,тталат кьини
536,Mittwoch::N,星期三,арвахӏ
537,Donnerstag::N,星期四,хамис
538,Freitag::N,星期五,нюжмар
539,Freitag::N,星期五,нюжмар кьини
540,Samstag::N,星期六,ххуллун
541,Samstag::N,星期六,ххуллун кьини
542,Sonntag::N,星期日,алхӏат
543,Sonntag::N,星期日,алхӏат кьини
544,groß::A,大,бугъарасса
545,klein::A,小,чӏивисса
546,lang::A,长,лахъисса
547,kurz::A,短,кутӏасса
548,breit::A,宽,уттасса
549,schmal::A,细长的,уттакӏюласса
550,dicht::A,密,ццунсса
551,dick[Gegenstand]::A,厚,ганзсса
552,dünn::A,薄,кӏюласса
553,fein::A,细小,
554,fest::A,固体,цӏакьсса
555,fest::A,固体,кьянкьасса
556,flach::A,平坦,баягъисса
557,flach::A,平坦,цӏубакъасса
558,flach::A,平坦,куртӏ дакъасса
559,glatt::A,光滑,дюрчӏусса
560,hart::A,硬,кьянкьасса
561,weich::A,软,кӏукӏлусса
562,rund::A,圆,ккурккисса
563,spitz::A,尖,ярксса
564,spitz::A,尖,дайлсса
565,spitz::A,尖,мицӏ бусса
566,scharf::A,锋利,ярксса
567,scharf::A,锋利,дайлсса
568,scharf::A,锋利,мицӏ бусса
569,stumpf::A,钝,къуркъасса
570,schwer::A,重,кӏусса
571,schön::A,美丽,аьнтӏикӏасса
572,heiß::A,烫,кӏирисса
573,warm::A,暖和,гъелисса
574,kalt::A,冷,дяркъусса
575,kühl::A,凉,дюхлулсса
576,frisch::A,新鲜,цӏусса
577,feucht::A,潮湿,атилсса
578,feucht::A,潮湿,хъавтусса
579,nass::A,湿,атилсса
580,nass::A,湿,хъавтусса
581,trocken::A,干,кьавкьсса
582,trocken::A,干,кьакьан бувсса
583,voll::A,满,бувцӏусса
584,leer::A,空,бачӏвасса
585,offen::A,敞开,тӏивтӏусса
586,geschlossen::A,关闭,лавкьусса
587,sauber::A,干净,марцӏсса
588,schmutzig::A,肮脏,чапалсса
589,roh::A,生,шакъавхьсса
590,reif::A,成熟,дирсса
591,lecker::A,好吃,нахӏусса
592,lecker::A,好吃,тӏааьнсса
593,süß::A,甜,нацӏусса
594,bitter::A,苦,кьурчӏисса
595,sauer::A,酸,туршсса
596,hell::A,亮,чаннасса
597,dunkel::A,阴暗,цӏансса
598,schwarz::A,黑,лухӏисса
599,weiß::A,白,кӏяласса
600,rot::A,红,ятӏулсса
601,gelb::A,黄,хъахъисса
602,blau::A,蓝,някӏсса
603,grün::A,绿,щюлисса
604,grau::A,灰色,оьрусса
605,bunt::A,五彩,оьрчӏикӏурисса
606,billig::A,便宜,кьювкьусса
607,teuer::A,贵,ххирасса
608,wertvoll::A,贵重,багьасса
609,blind::A,瞎,мурчӏисса
610,taub::A,聋,къюкӏсса
611,kräftig::A,强壮,гужсса
612,stark::A,强壮,кьянкьасса
613,schwach::A,弱,заэвсса
614,fett::A,胖,бучсса
615,schlank::A,苗条,бювхъусса
616,hübsch::A,漂亮,янусса
617,böse::A,邪恶,оьсса
618,dumm::A,笨,ахӏмакьсса
619,faul::A,懒惰,танмалсса
620,faul::A,懒惰,курчӏилсса
621,fleißig::A,勤奋,хӏарачат бусса
622,geizig::A,吝啬,янттарцӏансса
623,klug::A,聪明,аькьлу бусса
624,geschickt::A,灵巧,паргалсса
625,lieb::A,可爱,аьзизсса
626,lustig::A,快乐,тяхъасса
627,sanft::A,柔和,иминсса
628,hungrig::A,饥饿,ккашилсса
629,krank::A,患病,къашавайсса
630,nackt::A,裸体,кӏачӏасса
631,traurig::A,悲哀,пашмансса
632,lebendig::A,活,уттавасса
633,gut::A,好,ххуйсса
634,schlecht::A,坏,оьккисса
635,richtig::A,正确,саргъунсса
636,schlimm::A,糟糕,оьккисса
637,wahr::A,真,хӏакьсса
638,alt::A,旧,кугьнасса
639,neu::A,新,цӏусса
640,ehemalig::A,以前,хъхъичӏвасса
641,alt[Lebewesen]::A,老,агьилсса
642,jung::A,年轻,чӏавасса
643,jung::A,年轻,жагьилсса
644,arm::A,贫穷,мискинсса
645,reich::A,富裕,авадансса
646,bekannt::A,出名,дусъсса
647,berühmt::A,著名,машгьурсса
648,fremd::A,陌生,чил
649,verschieden::A,不同,личӏи-личӏисса
650,nah::A,近,гъансса
651,fern::A,遥远,архсса
652,linker::A,左,кияхсса
653,linker::A,左,кюччахсса
654,rechter::A,右,урчӏахсса
655,anderer::A,别的,цамур
656,erster::A,第一,цалчинмур
657,erster::A,第一,цалчиннсса
658,zweiter::A,第二,кӏилчиимур
659,dritter::A,第三,шамулчинмур
660,letzter::A,最后,махъва-махъмур
661,allein::ADV,单独,ялгъузну
662,auf einmal::ADV,同时,
663,zusammen::ADV,一起,цачӏу
664,zusammen::ADV,一起,архӏал
665,lange::ADV,许久,батӏи къабуклай
666,lange::ADV,许久,хъунмасса хӏаллай
667,plötzlich::ADV,忽然,цакуну
668,sofort::ADV,立刻,мугьлат бакъа
669,später::ADV,以后,махъ
670,jetzt::ADV,现在,утти
671,jetzt::ADV,现在,цӏана
672,heute::ADV,今天,хӏакьину
673,morgen::ADV,明天,гьуит
674,morgen::ADV,明天,гьунттий
675,bald::ADV,即将,
676,dann::ADV,然后,яла
677,gestern::ADV,昨天,лахьхьу
678,einst::ADV,曾经,
679,damals::ADV,当时,та чӏумал
680,danach::ADV,随后,яла
681,vorher::ADV,事先,хьхьнчӏ
682,vorher::ADV,事先,хьхьичӏва
683,zuerst::ADV,首先,бакӏрай
684,zuerst::ADV,首先,цӏу бутӏуй
685,einmal::ADV,一次,цал
686,manchmal::ADV,有时,ваксса-таксса
687,oft::ADV,时常,чӏявуну
688,immer::ADV,总是,мудан
689,immer::ADV,总是,даиман
690,niemals::ADV,从未,тачӏав
691,hier::ADV,这里,шикку
692,hierhin::ADV,到这里,шиккун
693,von hier::ADV,由此,шичча
694,dort::ADV,那里,гикку
695,dorthin::ADV,到那里,тиккун
696,geradeaus::ADV,一直往前,тӏайланм
697,vorwärts::ADV,向前,хьхьичӏунмай
698,rückwärts::ADV,向后,махъа-хьхьичӏунмай
699,zurück::ADV,退后,махъунмай
700,unten::ADV,下面,лув
701,hinab::ADV,向下,бакӏ-ялавай
702,hinab::ADV,向下,бакӏъялавай
703,oben::ADV,上面,ялув
704,hinauf::ADV,向上,лавай
705,überall::ADV,到处,гьариий
706,überall::ADV,到处,хьу-хьуний
707,überall::ADV,到处,гьарца кӏанай
708,nicht::ADV,不,къа-
709,ein wenig::ADV,一点儿,чанни
710,ein wenig::ADV,一点儿,ца чансса
711,kaum::ADV,几乎不,дахьа
712,sehr::ADV,很,оьну
713,sehr::ADV,很,гужну
714,sehr::ADV,很,хъинну
715,so::ADV,如此,укукн
716,noch::ADV,还,гьала
717,noch::ADV,还,уттигу
718,noch::ADV,还,цакьинва
719,noch::ADV,还,ттигу-шилагу
720,nur::ADV,只,анжагь
721,schon::ADV,已经,
722,wieder::ADV,又,цӏуницӏа
723,vor::PRP,在...面前,хьхьичӏ
724,hinter::PRP,在...背后,махъ
725,unter::PRP,在...下面,лув
726,durch::PRP,穿过,-х
727,neben::PRP,在...旁,чӏарав
728,zwischen::PRP,在...之间,дянив
729,wegen::PRP,由于,цӏаний
730,dies::PRN,这,ва
731,das::PRN,那,та
732,das::PRN,那,кӏа
733,das::PRN,那,га
734,alles::PRN,一切,щала
735,ich::PRN,我,на
736,du::PRN,你,ина
737,er::PRN,他,му
738,wir::PRN,我们,жу
739,ihr::PRN,你们,зу
740,sie::PRN,她,
741,was::FPRN,什么,ци
742,wer::FPRN,谁,цу
743,wo::FADV,哪里,чув
744,wohin::FADV,去哪里,чун
745,wie::FADV,怎么,цукун
746,warum::FADV,为什么,цан
747,wieviel::FNUM,多少,циксса
748,eins::NUM,一,ца
749,zwei::NUM,二,кӏива
750,drei::NUM,三,шамма
751,vier::NUM,四,мукьа
752,vier::NUM,四,мукьва
753,fünf::NUM,五,ххюва
754,sechs::NUM,六,ряхва
755,sieben::NUM,七,арула
756,acht::NUM,八,мяйва
757,neun::NUM,九,урчӏва
758,zehn::NUM,十,ацӏва
759,elf::NUM,十一,ацӏния цава
760,zwölf::NUM,十二,ацӏиия кӏива
761,zwanzig::NUM,二十,кьува
762,dreißig::NUM,三十,зувира
763,vierzig::NUM,四十,мукьцӏала
764,fünfzig::NUM,五十,ххюцӏала
765,sechzig::NUM,六十,ряхцӏала
766,siebzig::NUM,七十,
767,achtzig::NUM,八十,мяйцӏала
768,neunzig::NUM,九十,урчӏцӏала
769,hundert::NUM,百,ттурш
770,hundert::NUM,百,ттуршва
771,tausend::NUM,千,азарва
772,und::CNJ,和,-гу
773,oder::CNJ,或者,я
774,oder::CNJ,或者,ягу
775,stehen::V,站,ацӏан
