,Concept_ID,be,myv
812,tausend::NUM,тысяча,тыща
813,und::CNJ,і,ды
814,und::CNJ,ды,ды
815,oder::CNJ,або,или
816,stehen::V,стаяць,аштемс стядо
817,sitzen::V,сядзець,аштемс озадо
818,liegen::V,ляжаць,мадезь аштемс
819,hängen::V,вісець,нурьгемс
820,werden::V,стаць,арамс
821,werden::V,зрабіцца,арамс
822,passieren::V,трапіцца,лисэмс
823,beginnen::V,пачацца,ушодомс
824,enden::V,кончыцца,лоткамс
825,wechseln::V,мяняцца,полавтнемс
826,aufgehen[Sonne]::V,узысці,лисемс
827,aufgehen[Sonne]::V,узысці,стямс
828,untergehen[Sonne]::V,зайсці,валгомс
829,scheinen[Sonne]::V,свяціць,валдомтомс
830,donnern::V,грымець,цярномс
831,donnern::V,грымець,галдордомс
832,wehen::V,дзьмуць,пувамс
833,strömen::V,ліцца,чудемс
834,fließen::V,цячы,чудемс
835,sich drehen::V,круціцца,велямс
836,sich drehen::V,варочацца,велямс
837,schwanken::V,хістацца,лыкамс
838,schwanken::V,хістацца,якамс
839,schwingen::V,гайдацца,нурсемс
840,schwingen::V,гайдацца,лыкамс
841,schwingen::V,калыхацца,нурсемс
842,schwingen::V,калыхацца,лыкамс
843,fallen::V,падаць,прамс
844,fallen::V,падаць,сяворемс
845,brennen::V,гарэць,паломс
846,rauchen::V,дымець,качадомс
847,regnen::V,дажджыць,пиземс
848,gefrieren::V,замерзнуць,кельмемс
849,tauen::V,раставаць,соламс
850,schmelzen::V,плавіцца,соламс
851,trocknen::V,сохнуць,коськемс
852,sieden::V,кіпець,лакамс
853,sieden::V,кіпець,пиксемс
854,faulen::V,гнісці,наксадомс
855,verfaulen::V,згнісці,наксадомс
856,reißen::V,ірвацца,сезневемс
857,versinken::V,тануць,ваямс
858,vergehen::V,праходзіць,ютамс
859,erscheinen::V,зʼявіцца,лисемс
860,verschwinden::V,знікнуць,ёмамс
861,sinken::V,спадаць,явамс
862,abnehmen::V,паменшыцца,киремемс
863,zunehmen::V,павялічвацца,ламолгадомс
864,zunehmen::V,павялічвацца,раштамс
865,steigen::V,паднімацца,куземс
866,steigen::V,паднімацца,кепсевемс
867,wachsen::V,расці,касомс
868,glänzen::V,блішчаць,цитнемс
869,funkeln::V,бліскаць,пиндолдомс
870,funkeln::V,бліскаць,цивтёрдомс
871,lärmen::V,шумець,шалномс
872,läuten::V,званіць,гайгезевемс
873,klingeln::V,званіць,чавомс баягас
874,klirren::V,бразгаць,калдордомс
875,klirren::V,бразгаць,кальцяемс
876,brausen::V,бушаваць,лакамс
877,rauschen::V,шастаць,лажномс
878,klingen::V,гучаць,гайгемс
879,bellen::V,брахаць,онгомс
880,heulen::V,выць,урномс
881,blasen::V,дзьмухнуць,пувамс
882,pfeifen::V,свістаць,вешкемс
883,schreien::V,крычаць,пижнемс
884,stöhnen::V,стагнаць,кувсемс
885,zittern::V,дрыжаць,тарномс
886,leben::V,жыць,эрямс
887,geboren werden::V,нарадзіцца,чачомс
888,atmen::V,дыхаць,лексемс
889,trinken::V,піць,симемс
890,essen::V,есці,ярсамс
891,schlucken::V,глытаць,нилемс
892,schlucken::V,глытаць,порнемс
893,müde werden::V,стаміцца,сиземс
894,einschlafen::V,заснуць,матедевемс
895,schlafen::V,спаць,удомс
896,aufwachen::V,рассыпацца,сыргоземс
897,aufstehen::V,устаць,стямс
898,sich erholen::V,адпачываць,оймсемс
899,krank werden::V,захварэць,сэредезевемс
900,krank sein::V,хварэць,сэредемс
901,schmerzen::V,балець,сэредемс
902,husten::V,кашляць,козомс
903,genesen::V,паправіцца,пичкамс
904,genesen::V,паздаравець,пичкамс
905,sterben::V,памерці,куломс
906,umkommen::V,загінуць,чавовомс
907,umkommen::V,загінуць,ёмамс
908,sich bewegen::V,рухацца,шаштомс
909,sich rühren::V,варушыцца,сыргамс
910,sich erheben::V,устаць,куземс
911,sich setzen::V,сесці,озамс
912,hinfallen::V,упасці,прамс
913,hinfallen::V,упасці,сяворемс
914,laufen::V,хадзіць,якамс
915,schreiten::V,шагаць,эскелямс
916,schreiten::V,шагаць,молемс
917,schreiten::V,крочыць,эскелямс
918,schreiten::V,крочыць,молемс
919,spazierengehen::V,гуляць,якамс
920,eilen::V,спяшацца,эрзкалемс
921,eilen::V,спяшацца,капшамс
922,sich beeilen::V,спяшацца,капшамс
923,sausen::V,імчацца,ливтямс
924,rennen::V,бегаць,чийнемс
925,rennen::V,бегаць,ардтнемс
926,springen::V,скакаць,кирнявтнемс
927,klettern::V,лазіць,куземс
928,schaukeln::V,гайдацца,нурямс
929,kriechen::V,поўзаць,ёзмолдомс
930,schwimmen::V,плаваць,уемс
931,tauchen::V,ныраць,чопавтомс
932,tauchen::V,ныраць,чопавтнемс
933,rudern::V,веславаць,миледемс
934,fahren::V,ехаць,ардомс
935,fliegen::V,лятаць,ливтямс
936,gehen::V,ісці,туемс
937,gehen::V,ісці,молемс
938,weggehen::V,пайсці,туемс
939,abfahren::V,адʼяжджаць,туемс
940,anhalten::V,спыніцца,лоткамс
941,anhalten::V,затрымацца,лоткамс
942,hineingehen::V,уваходзіць,совамс
943,eintreten::V,увайсці,совамс
944,eintreten::V,увайсці,эскельдямс
945,kommen::V,прыйсці,самс
946,ankommen::V,прыбыць,самс
947,ankommen::V,прыбыць,пачкодемс
948,zurückkommen::V,вярнуцца,велявтомс
949,bleiben::V,застацца,кадовомс
950,warten::V,чакаць,учомс
951,erwarten::V,чакаць,учомс
952,suchen::V,шукаць,вешнемс
953,finden::V,знайсці,муемс
954,versuchen::V,прабаваць,варштамс
955,vorbereiten::V,падрыхтаваць,анокстамс
956,lieben::V,кахаць,вечкемс
957,mögen::V,любіць,вечкемс
958,lachen::V,смяяцца,пейдемс
959,rühren::V,расчуліць,токамс седейс
960,weinen::V,плакаць,авардемс
961,schimpfen::V,лаяцца,сёвномс
962,sich ärgern::V,сердаваць,кежиявтнемс
963,sich fürchten::V,баяцца,пелемс
964,fürchten::V,баяцца,пелемс
965,fliehen::V,уцякаць,оргодемс
966,flüchten::V,уцячы,ворьгодемс
967,flüchten::V,уцячы,чадомс
968,sehen::V,бачыць,неемс
969,anschauen::V,паглядзець,ваномс
970,ansehen::V,глядзець,ваномс
971,hören::V,чуць,марямс
972,zuhören::V,слухаць,кунсоломс
973,probieren::V,каштаваць,варшамс
974,riechen::V,нюхаць,никсемс
975,fühlen::V,адчуваць,марямс
976,scheinen::V,здавацца,марявомс
977,zu sehen sein::V,віднецца,неявомс
978,vernehmen::V,пачуць,марямс
979,frieren::V,мёрзнуць,кельмемс
980,tun::V,рабіць,теемс
981,können::V,умець,маштомс
982,wollen::V,хацець,бажамс
983,anfangen::V,пачаць,кармамс
984,beenden::V,закончыць,прядомс
985,aufhören::V,перастаць,лоткамс
986,gelingen::V,удацца,удаламс
987,geraten::V,аказацца,лисемс
988,öffnen::V,адчыніць,панжомс
989,schließen::V,зачыніць,пекстамс
990,schließen::V,зачыніць,сёлгомс
991,schließen::V,зачыніць,конямс
992,stellen::V,паставіць,аравтомс
993,setzen::V,пасадзіць,ойсевтемс
994,setzen::V,пасадзіць,озавтнемс
995,legen::V,класці,путомс
996,berühren::V,чапаць,токамс
997,verbinden::V,звязаць,содомс
998,bedecken::V,накрыць,вельтямс
999,aufhängen::V,павесіць,понгавтомс
1000,anzünden::V,запаліць,кирвастемс
1001,aufheben::V,падняць,кепедемс
1002,zurücklassen::V,пакінуць,кадомс
1003,verlieren::V,згубіць,ёмавтомс
1004,fallen lassen::V,упусціць,правтомс
1005,machen::V,зрабіць,теемс
1006,herstellen::V,вырабіць,анокстамс
1007,bauen::V,будаваць,путомс
1008,reparieren::V,правіць,витемс
1009,verbessern::V,палепшыць,паролгавтомс
1010,verbessern::V,палепшыць,вадрялгавтомс
1011,ändern::V,змяніць,полавтомс
1012,graben::V,капаць,чувомс
1013,graben::V,капаць,таргамс
1014,beugen::V,сагнуць,мендемс
1015,biegen::V,пагнуць,комавтомс
1016,drehen::V,вярцець,чаравтомс
1017,drehen::V,вярцець,велявтнемс
1018,wenden::V,павярнуць,велявтомс
1019,umdrehen::V,перавярнуць,велявтомс
1020,heben::V,падымаць,кепедемс
1021,hochheben::V,падняць,кепедемс
1022,ergreifen::V,схапіць,кундамс
1023,ergreifen::V,схваціць,кундамс
1024,halten::V,трымаць,кирдемс
1025,drücken::V,націскаць,нуемс
1026,schieben::V,пхаць,шаштомс
1027,schieben::V,штурхаць,шаштомс
1028,kratzen::V,скрэбці,ангордамс
1029,lecken::V,лізаць,нолсемс
1030,beißen::V,кусаць,сускомс
1031,abreißen::V,адарваць,сеземс
1032,abschneiden::V,адрэзаць,печкемс
1033,binden::V,вязаць,кодамс
1034,binden::V,вязаць,сюлмамс
1035,stecken::V,уваткнуць,сялгомс
1036,brechen::V,зламаць,синдемс
1037,brechen::V,зламаць,калавтомс
1038,klopfen::V,стукаць,калтаямс
1039,hauen::V,біць,чавомс
1040,kleben::V,клеіць,педявтнемс
1041,reiben::V,церці,ёзамс
1042,streichen::V,намазаць,вадемс
1043,schleifen::V,тачыць,човамс
1044,schneiden::V,рэзаць,керямс
1045,rütteln::V,хістаць,чукамс
1046,rütteln::V,хістаць,лыкавтомс
1047,schütteln::V,трэсці,чукамс
1048,schwenken::V,махаць,яхолемс
1049,schütten::V,наліць,каямс
1050,füllen::V,напоўніць,пештямс
1051,einwickeln::V,загарнуць,тапарямс
1052,tragen::V,несці,кандомс
1053,schleppen::V,цягнуць,ускомс
1054,ziehen::V,цягнуць,ускомс
1055,aufbewahren::V,захоўваць,ванстомс
1056,werfen::V,кідаць,ёртомс
1057,fangen::V,лавіць,кундамс
1058,packen::V,схапіць,кундамс
1059,packen::V,схваціць,кундамс
1060,verstecken::V,схаваць,кекшемс
1061,teilen::V,раздзяліць,явомс
1062,schicken::V,пасылаць,кучомс
1063,bringen::V,прынесці,кандомс
1064,hinzufügen::V,дабавіць,путомс
1065,hinzufügen::V,дабавіць,максомс
1066,bekommen::V,дастаць,саемс
1067,erhalten::V,атрымаць,саемс
1068,nehmen::V,ўзяць,саемс
1069,wählen::V,выбраць,кочкамс
1070,auswählen::V,адабраць,кочкамс
1071,bewahren::V,захаваць,ванстомс
1072,behindern::V,перашкаджаць,кирдемс
1073,verderben::V,сапсаваць,коламс
1074,beschädigen::V,пашкодзіць,теемс зыян
1075,zerbrechen::V,разбіць,коламс
1076,zerreißen::V,разадраць,сеземс
1077,zerstören::V,разбурыць,калавтомс
1078,verbrennen::V,спаліць,пултамс
1079,geben::V,даць,максомс
1080,reichen::V,перадаць,максомс
1081,schenken::V,дарыць,каземс
1082,versprechen::V,абяцаць,алтамс
1083,wünschen::V,жадаць,арсемс
1084,loben::V,хваліць,шнамс
1085,küssen::V,цалаваць,палсемс
1086,wiegen::V,гушкаць,нурсемс
1087,wiegen::V,калыхаць,нурсемс
1088,zudecken::V,накрыць,тавадомс
1089,zudecken::V,накрыць,вельтямс
1090,wecken::V,пабудзіць,стявтомс
1091,zeigen::V,паказаць,невтемс
1092,führen::V,весці,ветямс
1093,lehren::V,вучыць,тонавтомс
1094,unterrichten::V,выкладаць,тонавтомс
1095,aufziehen::V,выхаваць,трямс
1096,aufziehen::V,выхаваць,кастомс
1097,leiten::V,кіраваць,ветямс
1098,leiten::V,кіраваць,азоркстамс
1099,antreiben::V,падганяць,ветямс
1100,lassen::V,прымусіць,кармавтомс
1101,einladen::V,запрасіць,тердемс
1102,vereinigen::V,абʼяднаць,вейсэндямс
1103,vereinigen::V,абʼяднаць,вейс путомс
1104,vereinigen::V,абʼяднаць,вейс пурнамс
1105,besuchen::V,наведаць,варштамс
1106,treffen::V,сустрэць,вастомс
1107,sich versammeln::V,сабрацца,промокшномс
1108,spielen::V,гуляць,налксемс
1109,singen::V,пець,морамс
1110,singen::V,спяваць,морамс
1111,tanzen::V,танцаваць,киштемс
1112,sich trennen::V,расстацца,явомс
1113,verlassen::V,пакінуць,кадомс
1114,retten::V,выратаваць,идемс
1115,bewachen::V,ахоўваць,ванстомс
1116,schützen::V,уберагаць,аштемс
1117,verteidigen::V,абараніць,ваномс
1118,sich schlagen::V,біцца,тюремс
1119,sich schlagen::V,драцца,тюремс
1120,schießen::V,страляць,ледемс
1121,siegen::V,перамагчы,изнямс
1122,ärgern::V,злаваць,кежейгавтомс
1123,schlagen::V,ударыць,токамс
1124,treten::V,штурхаць,тапамс
1125,stechen::V,укалоць,пупамс
1126,stoßen::V,папхнуць,тулкадемс
1127,stehlen::V,украсці,саламс
1128,stören::V,перашкодзіць,пирямс ки
1129,belästigen::V,дакучаць,а максомс
1130,belästigen::V,дакучаць,а кадомс оймамо
1131,verbergen::V,скрыць,сёпомс
1132,verbergen::V,скрыць,кекшемс
1133,verbergen::V,схаваць,сёпомс
1134,verbergen::V,схаваць,кекшемс
1135,täuschen::V,падмануць,манямс
1136,betrügen::V,змахляваць,манчемс
1137,töten::V,забіць,чавномс
1138,töten::V,забіць,маштнемс
1139,wohnen::V,жыць,эрямс
1140,arbeiten::V,працаваць,важодемс
1141,sammeln::V,сабраць,пурнамс
1142,pflücken::V,зрываць,ноцковтнемс
1143,jagen::V,паляваць,кундамс
1144,fischen::V,рыбачыць,калонь кундамс
1145,fassen::V,злавіць,кундамс
1146,hüten::V,пасвіць,ваномс
1147,treiben::V,гнаць,панемс
1148,anbinden::V,прывязаць,сюлмамс
1149,füttern::V,карміць,андомс
1150,melken::V,даіць,потявтомс
1151,hacken::V,сячы,лазномс
1152,gießen::V,паліць,валомс
1153,reifen::V,паспець,кенеремс
1154,zubereiten::V,зварыць,анокстамс
1155,zubereiten::V,згатаваць,анокстамс
1156,kochen::V,варыць,пидемс
1157,backen::V,пячы,пидемс
1158,braten::V,смажыць,пуштамс
1159,umrühren::V,перамяшаць,човорямс
1160,stricken::V,вязаць,кодамс
1161,nähen::V,шыць,стамс
1162,färben::V,пафарбаваць,артомс
1163,reinigen::V,ачысціць,урядамс
1164,waschen::V,мыць,муськемс
1165,abwischen::V,выцерці,нардамс
1166,spülen::V,паласкаць,ёрвалдомс
1167,fegen::V,падмятаць,тенсемс
1168,kehren::V,месці,тенсемс
1169,baden::V,купацца,экшелямс
1170,sich waschen::V,мыцца,шлямс
1171,ausziehen::V,зняць,кайсевтемс
1172,anziehen::V,надзець,оршамс
1173,sich anziehen::V,адзецца,оршамс
1174,kämmen::V,прычасаць,судрямс
1175,schmücken::V,аздобіць,мазылгавтомс
1176,schmücken::V,аздобіць,наряжамс
1177,sagen::V,сказаць,меремс
1178,sprechen::V,гаварыць,кортамс
1179,reden::V,размаўляць,кортамс
1180,sich unterhalten::V,гутарыць,кортнемс
1181,fragen::V,спытаць,кевкстемс
1182,bitten::V,прасіць,вешемс
1183,erzählen::V,расказаць,ёвтнемс
1184,mitteilen::V,паведаміць,ёвтамс
1185,nennen::V,назваць,лемдемс
1186,nennen::V,назваць,путомс лем
1187,rufen::V,зваць,тердемс
1188,rufen::V,зваць,серьгедемс
1189,prahlen::V,хваліцца,шнамс пря
1190,übersetzen::V,перакласці,ютавтомс
1191,denken::V,думаць,арсемс
1192,glauben::V,верыць,кемемс
1193,bemerken::V,заўважыць,неемс
1194,erkennen::V,пазнаць,содамс
1195,begreifen::V,спасцігнуць,пачкодемс
1196,verstehen::V,пачуць,чарькодемс
1197,lernen::V,вучыцца,тонавтнемс
1198,wissen::V,знаць,содамс
1199,sich erinnern an::V,памятаць,ледстямс
1200,vergessen::V,забыць,стувтомс
1201,messen::V,мераць,онкстнемс
1202,zählen::V,лічыць,ловомс
1203,rechnen::V,лічыць,ловомс
1204,lesen::V,чытаць,ловномс
1205,malen::V,маляваць,рисовамс
1206,zeichnen::V,рысаваць,рисовамс
1207,schreiben::V,пісаць,сёрмадомс
1208,besitzen::V,мець,улемс
1209,besitzen::V,мець,улемс азорокс
1210,kaufen::V,купіць,рамамс
1211,verkaufen::V,прадаць,миемс
1212,bezahlen::V,заплаціць,пандомс
1213,zahlen::V,плаціць,пандомс
1214,beherrschen::V,уладаць,азоркстамс
1215,beherrschen::V,валодаць,азоркстамс
1216,ertragen::V,выцерпець,кирдемс
