,Concept_ID,xal,ka
98,Donner::N,оһтрһун дун,ქუხილი
99,Strömung::N,урсхл,დინება
100,Tropfen::N,дусал,წვეთი
101,Schaum::N,көөсн,ქაფი
102,Schaum::N,көөсн,დორბლი
103,Schmutz::N,кир,ჭუჭყი
104,Schmutz::N,кир,ტალახი
105,See::N,нур,ტბა
106,Sumpf::N,унул,ჭაობი
107,Moor::N,улм,ტორფნარი
108,Wiese::N,хадлһн,ველი
109,Wiese::N,хадлһн,მდელო
110,Wald::N,ө-модн,ტყე
111,Hügel::N,толһа,ბორცვი
112,Anhöhe::N,хамр,მაღლობი
113,Berg::N,уул,მთა
114,Gipfel::N,ора,მწვერვალი
115,Höhle::N,хадин көндә,მღვიმე
116,Höhle::N,хадин көндә,გამოქვებული
117,Abhang::N,ташу,ფერდობი
118,Quelle::N,булг,წყარო
119,Quelle::N,булг,სათავე
120,Bach::N,һооҗур,რუ
121,Bach::N,һооҗур,ნაკადული
122,Fluss::N,һол,მდინარე
123,Ufer::N,көвә,კიდე
124,Ufer::N,көвә,ნაპირი
125,Küste::N,көвә,ნაპირი
126,Küste::N,теңгсин көвә,ნაპირი
127,Festland::N,хүүрә һазр,ხმელეთი
128,Meer::N,теңгс,ზღვა
129,Bucht::N,цекә,ყურე
130,Bucht::N,теңгсин цекә,ყურე
131,Insel::N,арл,კუნძული
132,Blume::N,цецг,ყვავილი
133,Gras::N,ноһан,ბალახი
134,Wurzel::N,уңг,ძირი
135,Wurzel::N,уңг,ფესვი
136,Baum::N,модн,ხე
137,Stamm::N,шилв,ტანი
138,Stamm::N,һол модн,ტანი
139,Rinde::N,көрсн,ქერქი
140,Ast::N,ац,ტოტი
141,Zweig::N,ац,შტო
142,Blatt::N,хамтхасн,ფოთოლი
143,Birke::N,хусм модн,არყი
144,Kiefer[Baum]::N,шар харһа,ფიჭვი
145,Weide[Baum]::N,удн,ტირიფი
146,Tanne::N,җөөлн цаһан модн,ნაძვი
147,Horn::N,өвр,რქა
148,Feder::N,өрвлг,ფრთა
149,Fell::N,арсн,ტყავი
150,Flügel::N,җивр,ფრთა
151,Klaue::N,хумсн,კლანჭი
152,Kralle::N,тавг,ტორი
153,Schwanz::N,сүл,კუდი
154,Ei::N,өндгн,კვერცხი
155,Nest::N,үр,ბუდე
156,Bau::N,нүкн,სორო
157,Tier::N,мал,ნადირი
158,Tier::N,мал,ცხოველი
159,Herde::N,сүрг мал,ფარა
160,Kuh::N,үкр,ფური
161,Kuh::N,үкр,ძროხა
162,Bulle::N,бух,ხარი
163,Pferd::N,мөрн,რაში
164,Pferd::N,мөрн,ცხენი
165,Schaf::N,хөн,ცხვარი
166,Schwein::N,һаха,ღორი
167,Hund::N,ноха,ძაღლი
168,Katze::N,мис,კატა
169,Bär::N,аю,დათვი
170,Eichhörnchen::N,кермн,ციყვი
171,Elch::N,хандһа,ცხენ-ირემი
172,Fuchs::N,арат,მელა
173,Hase::N,туула,კურდღელი
174,Maus::N,хулһн,თაგვი
175,Wolf::N,чон,მგელი
176,Vogel::N,шовун,ჩიტი
177,Vogel::N,шовун,ფრინველი
178,Schwarm::N,зел,გუნდი
179,Huhn::N,така,დედალი
180,Hahn::N,эр така,მამალი
181,Gans::N,һалун,ბატი
182,Adler::N,һәрд,არწივი
183,Ente::N,нуһсн,იხვი
184,Eule::N,һурвлһ,ბუ
185,Kranich::N,тоһрун,წერო
186,Krähe::N,шаазһа,ყვავი
187,Kuckuck::N,эргин хуцдг,გუგული
188,Schwan::N,хун,გედი
189,Fisch::N,заһсн,თევზი
190,Barsch::N,шүрг,ქორჭილა
191,Hecht::N,цурх,ქარიყლაპია
192,Schlange[Tier]::N,моһа,გველი
193,Wurm::N,өтн,ჭია
194,Spinne::N,аралҗн,ობობა
195,Ameise::N,шорһлҗн,ჭიანჭველა
196,Laus::N,бөөсн,ტილი
197,Laus::N,бөөсн,მკბენარი
198,Mücke::N,бөкүн,კოღო
199,Fliege::N,батхн,ბუზი
200,Schmetterling::N,эрвәкә,პეპელა
201,Beere::N,бөөлҗрһн,კენკრა
202,Apfel::N,альмн,ვაშლი
203,Pilz::N,теңгрин ки,სოკო
204,Zwiebel::N,мәңгрснә толһа,ხახვი
205,Saat::N,буудян экн,თესლი
206,Korn::N,экн,მარცვალი
207,Heu::N,өвсн,თივა
208,Schale::N,хальсн,ჩენჩო
209,Grube::N,нүкн,ორმო
210,Falle::N,урх,ხაფანგი
211,Falle::N,хавх,ხაფანგი
212,Schlinge::N,бүтү,მახე
213,Spur::N,мөр,კვალი
214,Asche::N,үмсн,ფერფლი
215,Dreck::N,бальчг,ტალახი
216,Dreck::N,бальчг,სიბინძურე
217,Eisen::N,төмр,რკინა
218,Gold::N,алтн,ოქრო
219,Silber::N,мөңгн,ვერცხლი
220,Silber::N,цаһан мөңгн,ვერცხლი
221,Kohle::N,нүүрсн,ნახშირი
222,Glas::N,шил,მინა
223,Lehm::N,шавр,თიხა
224,Sand::N,элсн,ქვიშა
225,Mensch::N,күн,ადამიანი
226,Mensch::N,күмн,ადამიანი
227,Mann::N,эр,კაცი
228,Frau::N,күүкд күн,ქალი
229,Kind::N,үрн,ბავშვი
230,Junge::N,көвүн,ვაჟი
231,Mädchen::N,бичкн күүкн,გოგო
232,Familie::N,бүл,ოჯახი
233,Großvater::N,өвк эцк,პაპა
234,Großvater::N,өвк эцк,ბაბუა
235,Großvater::N,наһц эцк,პაპა
236,Großvater::N,наһц эцк,ბაბუა
237,Großmutter::N,эмг эк,ბებია
238,Großmutter::N,эмг эк,დიდედა
239,Großmutter::N,наһц эк,ბებია
240,Großmutter::N,наһц эк,დიდედა
241,Eltern::N,эк эцк хойр,მშობლები
242,Vater::N,эцк,მამა
243,Mutter::N,эк,დედა
244,Sohn::N,көвүн,ვაჟიშვილი
245,Tochter::N,күүкн,ქალიშვილი
246,Bruder::N,дү көвүн,ძმა
247,Schwester::N,эгч,და
248,Schwester::N,дү күүкн,და
249,Onkel::N,авһ,ბიძა
250,Onkel::N,наһцх,ბიძა
251,Tante::N,наһц эгч,დეიდა
252,Tante::N,наһц эгч,მამიდა
253,Ehemann::N,залу,ქმარი
254,Ehefrau::N,гергн,ცოლი
255,Freude::N,байр,სიხარული
256,Gelächter::N,инәдн,სიცილი
257,Glück::N,җирһл,ბედნიერება
258,Glück::N,сәәхн җирһл,ბედნიერება
259,Kummer::N,зовлң,მწუხარება
260,Wunsch::N,дурн,წადილი
261,Wunsch::N,дурн,სურვილი
262,Lust::N,җилвтлһн,წადილი
263,Geist::N,зөрг,სული
264,Gedanke::N,ухан,ფიქრი
265,Gedächtnis::N,чееҗин тодлвр,მეხსიერება
266,Verstand::N,ухан,ჭკუა
267,Verstand::N,ухан,გონება
268,Sinn::N,учр-утх,მნიშვნელობა
269,Grund::N,учр,მიზეზი
270,Grund::N,шалтан,მიზეზი
271,Wahrheit::N,үнн,სიმართლე
272,Wahrheit::N,үнн,ჭეშმარიტება
273,Gespräch::N,күүндвүр,ბაასი
274,Gespräch::N,күүндвүр,საუბარი
275,Märchen::N,тууль,არაკი
276,Märchen::N,тууль,ზღაპარი
277,Erzählung::N,келвр,თქმულება
278,Nachricht::N,медүллһн,ცნობა
279,Nachricht::N,медүллһн,ამბავი
280,Neuigkeit::N,зәңг,სიახლე
281,Name::N,нерн,სახელი
282,Rätsel::N,тәәлвртә тууль,გამოცანა
283,Rede::N,келлһн,სიტყვა
284,Sprache::N,келн,ენა
285,Stimme::N,дун,ხმა
286,Wort::N,үг,სიტყვა
287,Zeichen::N,темдг,ნიშანი
288,Ruf::N,дуудлһн,ძახილი
289,Lärm::N,шууган,ხმაური
290,Laut::N,ә,ხმა
291,Laut::N,ә,ბგერა
292,Ton::N,дун,ტონი
293,Lied::N,дун,სიმღერა
294,Ruhe::N,амулң,სიწყნარე
295,Leute::N,әмтн,ადამიანები
296,Volk::N,улс,ერი
297,Volk::N,улс,ხალხი
298,Arbeit::N,көдлмш,მუშაობა
299,Gast::N,гиич,სტუმარი
300,Geschenk::N,белг,საჩუქარი
301,Spiel::N,наадн,თამაში
302,Gesellschaft::N,олн,საზოგადოება
303,Hilfe::N,нөкд,შველა
304,Hilfe::N,нөкд,დახმარება
305,Freund::N,иньг,მეგობარი
306,Kamerad::N,үр,ამხანაგი
307,Angelegenheit::N,керг,საქმე
308,Anzahl::N,то,ოდენობა
309,Art::N,зүүл,სახეობა
310,Stück::N,хусг,ნატეხი
311,Teil::N,хүв,წილი
312,Hälfte::N,өрәл,ნახევარი
313,Kreis::N,төгрг,წრე
314,Kreuz::N,кирс,ჯვარი
315,Linie::N,зурасн,ხაზი
316,Strich::N,татасн,შტრიხი
317,Abstand::N,зә,მანძილი
318,Entfernung::N,һазр,სიშორე
319,Gegend::N,һазр,არე
320,Gegend::N,һазр,მხარე
321,Platz::N,зә,ფართობი
322,Ort::N,бәәрн,ადგილი
323,Seite::N,тал,მხარე
324,Seite::N,хаҗу,მხარე
325,Seite::N,хәврһ,მხარე
326,Mitte::N,дунд,შუა
327,Gegenstand::N,юмн,საგანი
328,Sache::N,юмн,ნივთი
329,Rand::N,зах,კიდე
330,Kante::N,ирмәг,ნაწიბული
331,Ecke::N,өнцг,კუთხე
332,Spitze::N,үзүр,წვეტი
333,Ende::N,үзүр,ბოლო
334,Loch::N,хаһрха,ხვრელი
335,Winkel::N,булң,კუთხე
336,Muster::N,намч,მოხატულობა
337,Größe::N,кемҗән,ზომა
338,Größe::N,кемҗән,სიდიდე
339,Länge::N,ут,სიგრძე
340,Höhe::N,өндр,სიმაღლე
341,Gewicht::N,күнд,წონა
342,Gewicht::N,чиңнүр,წონა
343,Menge::N,ик,რაოდენობა
344,Haufen::N,ова,გროვა
345,Reihe::N,зерг,რიგი
346,Reihe::N,зерг,წყება
347,Reihe::N,зерглән,რიგი
348,Reihe::N,зерглән,წყება
349,Boot::N,оңһц,გემი
350,Ruder::N,хәәв,ხოფი
351,Ruder::N,хәәв,ნიჩაბი
352,Schlitten::N,цан,მარხილი
353,Ski::N,лыҗ,თხილამური
354,Lagerfeuer::N,костёр,კოცონი
355,Last::N,күнд,ტვირთი
356,Gang::N,йовлһн,სვლა
357,Schritt::N,ишкм,ბიჯი
358,Norden::N,ар үзг,ჩრდილოეთი
359,Süden::N,өмн,სამხრეთი
360,Süden::N,өмн үзг,სამხრეთი
361,Westen::N,барун,დასავლეთი
362,Westen::N,барун үзг,დასავლეთი
363,Osten::N,зүн,აღმოსავლეთი
364,Osten::N,зүн үзг,აღმოსავლეთი
365,Holz::N,модн,ხე
366,Brett::N,харһа,დაფა
367,Brett::N,харһа,ფიცარი
368,Platte::N,хавтха чолун,თლილი ქვა
369,Stütze::N,тулг,საყრდენი
370,Stange::N,уньн,ჭოკი
371,Stock::N,модн,კეტი
372,Stab::N,шуург,ლატანი
373,Rohr::N,турва,მილაკი
374,Haus::N,гер,სახლი
375,Heim::N,гер-бул,ოჯახის კერა
376,Ofen::N,беш,ღუმელი
377,Fußboden::N,девскр,იატაკი
378,Tisch::N,ширә,სუფრა
379,Tisch::N,ширә,მაგიდა
380,Stuhl::N,стул,სკამი
381,Wiege::N,өлгә,აკვანი
382,Wiege::N,дүүҗң,აკვანი
383,Bett::N,орн,საწოლი
384,Bett::N,орн,სარეცელი
385,Bett::N,орндг,საწოლი
386,Bett::N,орндг,სარეცელი
387,Regal::N,таг,თაროები
388,Regal::N,тәвц,თაროები
389,Kiste::N,яршг,ყუთი
390,Kiste::N,яршг,სკივრი
391,Fenster::N,терз,ფანჯარა
392,Fenster::N,терз,სარკმელი
393,Tür::N,үүдн,ბჭე
394,Tür::N,үүдн,კარი
395,Tor::N,үүдн,ჭიშკარი
396,Tor::N,өргн үүдн,ჭიშკარი
397,Tor::N,хашан үүдн,ჭიშკარი
398,Zaun::N,хаша,ღობე
399,Zaun::N,хаша,გალავანი
400,Dach::N,деевр,სახურავი
401,Leiter::N,шат,კიბე
402,Leiter::N,давшур,კიბე
403,Besen::N,сәвүр,ცოცხი
404,Spaten::N,күрз,ნიჩაბი
405,Schaufel::N,совг,ბარი
406,Gabel::N,серә,ჩანგალი
407,Löffel::N,ухр,კოვზი
408,Messer::N,утх,დანა
409,Nagel::N,хадасн,ლურსმანი
410,Netz::N,гөлм,ბადე
411,Haken::N,дегә,კავი
412,Haken::N,дегә,კაუჭი
413,Griff::N,иш,ტარი
414,Griff::N,бәрүл,ტარი
415,Schloss::N,оньс,კლიტე
416,Schloss::N,оньс,საკეტი
417,Bild::N,зург,სურათი
418,Figur::N,фигур,ფიგურა
419,Puppe::N,наадһа,თოჯინა
420,Beutel::N,мишг,პარკი
421,Bündel::N,багла,გალა
422,Bündel::N,багла,ასხმა
423,Bündel::N,боодһа,გალა
424,Bündel::N,боодһа,ასხმა
425,Tasche::N,сумк,ჩანთა
426,Eimer::N,суулһ,ჩამჩა
427,Deckel::N,бүркәсн,ხუფი
428,Deckel::N,бүркәсн,სარქველი
429,Geschirr::N,сав,ჭურჭელი
430,Geschirr::N,сав-сарх,ჭურჭელი
431,Sack::N,мишг,ტომარა
432,Tasse::N,ааһ,ფინჯანი
433,Topf::N,кастрюль,ქოთანი
434,Kessel::N,хәәсн,ქვაბი
435,Essen::N,зоогллһн,ჭამა
436,Nahrung::N,теҗәл,საზრდო
437,Nahrung::N,теҗәл,საკვები
438,Speise::N,хот,საჭმელი
439,Fleisch::N,махн,ხორცი
440,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,მარცვლოვანი
441,Brei::N,хаш,ფაფა
442,Brot::N,өдмг,პური
443,Scheibe::N,зүсм,ნაჭერი
444,Fett::N,өөкн,ქონი
445,Fett::N,өөкн,ცხიმი
446,Butter::N,тосн,კარაქი
447,Öl::N,тосн,ზეთი
448,Salz::N,давсн,მარილი
449,Suppe::N,шөлн,სუფი
450,Honig::N,бал,თაფლი
451,Milch::N,үсн,რძე
452,Tee::N,цә,ჩაი
453,Leder::N,арсн,ტყავი
454,Wolle::N,утцн,მატყლი
455,Wolle::N,эд,მატყლი
456,Stoff::N,эд,ქსოვილი
457,Nadel::N,зүн,ნემსი
458,Faden::N,утцн,ძაფი
459,Faden::N,утцн,მკედი
460,Knopf::N,товч,ღილი
461,Knoten::N,зәңгдә,ნასკვი
462,Farbe::N,будг,საღებავი
463,Kleidung::N,хувцн,ტანსაცმელი
464,Kleidung::N,хувц-хунр,ტანსაცმელი
465,Hemd::N,киилг,ხალათი
466,Hemd::N,киилг,პერანგი
467,Kragen::N,зах,საყელო
468,Ärmel::N,ханцн,სახელო
469,Hose::N,шалвур,შარვალი
470,Gürtel::N,бүс,ქამარი
471,Mütze::N,махла,ქუდი
472,Schuh::N,башмгуд,ფეხსაცმელი
473,Stiefel::N,һосн,ჩექმა
474,Ring::N,билцг,ბეჭედი
475,Band::N,лент,ბაფთი
476,Kamm::N,сам,სავარცხელი
477,Spiegel::N,толь,სარკე
478,Riemen::N,бүс,ღვედი
479,Schnur::N,деесн,ლარი
480,Leine::N,бурнтг,ჯაჭვი
481,Leine::N,нохан көтлвр,ჯაჭვი
482,Decke::N,көнҗл,საბანი
483,Kissen::N,дер,ბალიში
484,Tuch::N,альчур,მაუდი
485,Tuch::N,альчур,თავშალი
486,Handtuch::N,полотенц,ხელსახოცი
487,Handtuch::N,һар-нүүрин альчур,ხელსახოცი
488,Kraft::N,күчн,ძალა
489,Stärke::N,чидл,ღონე
490,Gesundheit::N,эрүл-менд,ჯანმრთელობა
491,Krankheit::N,өвчн,სენი
492,Krankheit::N,өвчн,ავადმყოფობა
493,Schmerz::N,өвдлһн,ტკივილი
494,Wunde::N,шав,იარი
495,Wunde::N,шав,ჭრილობა
496,Fieber::N,безг,ციება
497,Arznei::N,эм,წამალი
498,Brücke::N,тагт,ხიდი
499,Brunnen::N,худг,ჭა
500,Weide::N,малын идг,საძოვარი
501,Pfad::N,цувг,ბილიკი
502,Weg::N,хаалһ,გზა
503,Straße::N,зам,შარაგზა
504,Dorf::N,хотн,დაბა
505,Dorf::N,хотн,სოფელი
506,Stadt::N,балһсн,ქალაქი
507,Brief::N,бичг,წერილი
508,Buch::N,дегтр,წიგნი
509,Buchstabe::N,үзг,ასო
510,Zeitung::N,газет,გაზეთი
511,Leben::N,җирһл,სიცოცხლე
512,Tod::N,үкл,სიკვდილი
513,Tod::N,өңгрлһн,სიკვდილი
514,Grab::N,оршалһна нүкн,სამარე
515,Grab::N,оршалһна нүкн,საფლავი
516,Kirche::N,чонҗ,ეკლესია
517,Sünde::N,нүл,ცოდვა
518,Sünde::N,килнц,ცოდვა
519,Gott::N,бурхн,ღმერთი
520,Arbeiter::N,көдлмшч,მუშა
521,Chef::N,толһач,გამგე
522,Meister::N,урн,ოსტატი
523,Arzt::N,эмч,ექიმი
524,Arzt::N,эмч,მკურნალი
525,Lehrer::N,багш,მასწავლებელი
526,Geld::N,мөңгн,ფული
527,Geschäft::N,көдлмш,საქმე
528,Geschäft::N,көдлмш,ბიზნესი
529,Laden::N,лавк,დუქანი
530,Laden::N,лавк,მაღაზია
531,Preis::N,үн,ფასი
532,Ware::N,эд-тавр,საქონელი
533,Nutzen::N,олз,ხეირი
534,Reichtum::N,зөөр,სიმდიდრე
535,Welt::N,орчлң,მსოფლიო
536,Welt::N,делкә,მსოფლიო
537,Land::N,орн-нутг,მხარე
538,Land::N,орн-нутг,ქვეყანა
539,Staat::N,государств,სახელმწიფო
540,König::N,хан,მეფე
541,Macht::N,йосн,ძლიერება
542,Grenze::N,меҗә,ზღვარი
543,Krieg::N,дән,ომი
544,Feind::N,дәәсн,მტერი
545,Gewalt::N,күч һарһлһн,სისასტიკე
546,Kampf::N,ноолдан,ბრძოლა
547,Kampf::N,бәрлдлһн,ბრძოლა
548,Bogen[Waffe]::N,саадг,მშვილდი
549,Pfeil::N,сумн,ისარი
550,Pfeil::N,сумн,მახვილი
551,Gewehr::N,бу,თოფი
552,Gewehr::N,бу,შაშხანა
553,Fehler::N,алдг,შეცდომა
554,Lüge::N,худл,სიცრუე
555,Schaden::N,хорлт,ვნება
556,Unglück::N,гүрм,ხიფათი
557,Unglück::N,гүрм,უბედურება
558,Schuld::N,гем,ბრალი
559,Schuld::N,буру,ბრალი
560,Alter::N,насн,ასაკი
561,Schluss::N,чилгч,ბოლო
562,Schluss::N,чилгч,დასასრული
563,Zeit::N,цаг,დრო
564,Tag::N,өдр,დღე
565,Morgen::N,өрүн,დილა
566,Mittag::N,үд,შუადღე
567,Abend::N,асхн,საღამო
568,Nacht::N,сө,ღამე
569,Woche::N,долан хонг,კვირა
570,Monat::N,сар,თვე
571,Jahr::N,җил,წელი
572,Frühling::N,хавр,გაზაფხული
573,Sommer::N,зун,ზაფხული
574,Herbst::N,намр,შემოდგომა
575,Winter::N,үвл,ზამთარი
576,Januar::N,январь,იანვარი
577,Februar::N,февраль,თებერვალი
578,März::N,март,მარტი
579,März::N,моһа сар,მარტი
580,April::N,апрель,აპრილი
581,Mai::N,май,მაისი
582,Juni::N,июнь,ივნისი
583,Juni::N,мөчн сар,ივნისი
584,Juli::N,июль,ივლისი
585,August::N,август,აგვისტო
586,September::N,һаха сар,სექტემბერი
587,Oktober::N,октябрь,ოქტომბერი
588,November::N,ноябрь,ნოემბერი
589,November::N,үкр сар,ნოემბერი
590,Dezember::N,бар сар,დეკემბერი
591,Montag::N,понедельник,ორშაბათი
592,Dienstag::N,вторник,სამშაბათი
593,Mittwoch::N,среда,ოთხშაბათი
594,Mittwoch::N,үлмҗ өдр,ოთხშაბათი
595,Donnerstag::N,четверг,ხუთშაბათი
596,Donnerstag::N,пүрвә өдр,ხუთშაბათი
597,Freitag::N,пятниц,პარასკევი
598,Samstag::N,суббот,შაბათი
599,Sonntag::N,нарн өдр,კვირა
600,Sonntag::N,воскресень,კვირა
601,groß::A,ик,დიდი
602,klein::A,бичкн,მცირე
603,klein::A,бичкн,პატარა
604,lang::A,ут,გრძელი
605,kurz::A,оһтр,მოკლე
606,breit::A,өргн,ფართო
607,breit::A,өргн,განიერი
608,schmal::A,уутьхн,ვიწრო
609,schmal::A,уутьхн,წვრილი
610,dicht::A,нигт,მჭიდრო
611,dick[Gegenstand]::A,зузан,სქელი
612,dünn::A,нимгн,წვრილი
613,fein::A,нәрхн,თხელი
614,fest::A,бат,მყარი
615,flach::A,хавтха,ბრტყელი
616,glatt::A,тегш,გლუ
617,glatt::A,тиньгр,გლუ
618,hart::A,хату,მაგარი
619,weich::A,җөөлн,რბილი
620,weich::A,җөөлкн,რბილი
621,rund::A,төгрг,მრგვალი
622,spitz::A,шовһр,წვეტიანი
623,scharf::A,хурц,მჭრელი
624,stumpf::A,мука,ბლაგვი
625,schwer::A,күнд,მძიმე
626,schön::A,сәәхн,ლამაზი
627,heiß::A,халун,ცხელი
628,warm::A,дулан,თბილი
629,kalt::A,киитн,ცივი
630,kühl::A,серүн,გრილი
631,frisch::A,серүн,სუფთა
632,feucht::A,чиигтә,ნოტიო
633,nass::A,чиигтә,სველი
634,trocken::A,хагсу,მშრალი
635,voll::A,дүүрң,სავსე
636,leer::A,сул,ცარიელი
637,leer::A,хоосн,ცარიელი
638,offen::A,секәтә,ღია
639,offen::A,секәтә,გაშლილი
640,geschlossen::A,хаалһата,დახურული
641,sauber::A,цевр,სუფთა
642,sauber::A,цевр,წმინდა
643,schmutzig::A,киртә,ტალახიანი
644,roh::A,түүкә,უმი
645,reif::A,болсн,მწიფე
646,lecker::A,әмтәхн,გემრიელი
647,süß::A,әмтәхн,ტკბილი
648,bitter::A,һашун,მწარე
649,bitter::A,һашута,მწარე
650,sauer::A,ишклң,მჟავე
651,hell::A,герлтә,ნათელი
652,dunkel::A,харңһу,ბნელი
653,schwarz::A,хар,შავი
654,weiß::A,цаһан,თეთრი
655,rot::A,улан,წითელი
656,gelb::A,шар,ყვითელი
657,blau::A,көк,ლურჯი
658,blau::A,көк,ცისფერი
659,grün::A,көк,მწვანე
660,grau::A,бор,რუხი
661,grau::A,бор,ნაცრისფერი
662,bunt::A,алг,ჭრელი
663,bunt::A,алг,ფერადი
664,bunt::A,эрәтә,ჭრელი
665,bunt::A,эрәтә,ფერადი
666,billig::A,кимд,იაფი
667,teuer::A,үнтә,ძვირი
668,wertvoll::A,үнтә,ღირსიანი
669,wertvoll::A,эрднь,ღირსიანი
670,blind::A,сохр,ბრმა
671,taub::A,дүлә,ყრუ
672,kräftig::A,күчтә,ძალავანი
673,stark::A,чаңһ,ძლიერი
674,stark::A,чаңһ,ღონიერი
675,schwach::A,күчн тату,სუსტი
676,fett::A,тарһн,სქელი
677,schlank::A,эццн,გამხდარი
678,hübsch::A,көркхн,ეშხიანი
679,hübsch::A,көркхн,მშვენიერი
680,böse::A,уурта,ავი
681,böse::A,уурта,ბოროტი
682,dumm::A,тенг,ბოთე
683,dumm::A,тенг,სულელი
684,faul::A,залху,ზანტი
685,faul::A,залху,ზარმაცი
686,fleißig::A,кинән,ბეჯითი
687,fleißig::A,кинән,მუყაითი
688,fleißig::A,кинмһә,ბეჯითი
689,fleißig::A,кинмһә,მუყაითი
690,geizig::A,ховдг,ძუნწი
691,klug::A,ухата,ჭკვიანი
692,geschickt::A,чадмг,მარჯვე
693,geschickt::A,чадмг,გაწაფული
694,lieb::A,эңкр,სატრფიალო
695,lustig::A,сергмҗтә,მხიარული
696,lustig::A,җирһлтә,მხიარული
697,sanft::A,номһн,ალერსიანი
698,sanft::A,номһн,გრძნობიერი
699,hungrig::A,өлн,მშიერი
700,hungrig::A,харһнсн,მშიერი
701,krank::A,өвчтә,სნეული
702,krank::A,өвчтә,ავადმყოფი
703,krank::A,шалтгта,სნეული
704,krank::A,шалтгта,ავადმყოფი
705,nackt::A,нүцкн,ტიტველი
706,traurig::A,һундлта,მწუხარე
707,traurig::A,һундлта,სევდიანი
708,lebendig::A,әмд,ცოცხალი
709,gut::A,сән,კარგი
710,schlecht::A,му,უხეირო
711,richtig::A,зөвтә,ნამდვილი
712,schlimm::A,җигшүртә,ცუდი
