,Concept_ID,ko,lt
94,Regenbogen::N,무지개,vaivorykštė
95,Donner::N,뇌명,perkūnas
96,Donner::N,뇌명,griaustinis
97,Strömung::N,유동,tėkmė
98,Tropfen::N,물방울,lašas
99,Schaum::N,포말,putos
100,Schmutz::N,때,purvas
101,See::N,호수,ežeras
102,Sumpf::N,습지,klampynė
103,Sumpf::N,습지,liūnas
104,Moor::N,저습지,pelkė
105,Wiese::N,목초지,pieva
106,Wald::N,숲,miškas
107,Hügel::N,언덕,kalva
108,Anhöhe::N,언덕,kauburys
109,Berg::N,산,kalnas
110,Gipfel::N,졀졍,viršūnė
111,Höhle::N,공동,ola
112,Abhang::N,몰매,šlaitas
113,Abhang::N,몰매,nuokalnė
114,Quelle::N,근원,versmė
115,Quelle::N,근원,šaltinis
116,Bach::N,내,upelis
117,Fluss::N,강,upė
118,Ufer::N,강변,krantas
119,Ufer::N,바닷가,krantas
120,Küste::N,해변,pajūris
121,Küste::N,해변가,pajūris
122,Festland::N,본토,sausuma
123,Meer::N,바다,jūra
124,Bucht::N,협만,įlanka
125,Bucht::N,협만,užutekis
126,Insel::N,섬,sala
127,Blume::N,꽃,gėlė
128,Gras::N,풀,žolė
129,Wurzel::N,뿌리,šaknis
130,Baum::N,나무,medis
131,Stamm::N,대,kamienas
132,Rinde::N,나무껍질,žievė
133,Ast::N,가지,šaka
134,Zweig::N,가지,šakelė
135,Blatt::N,잎,lapas
136,Birke::N,자작나무,beržas
137,Kiefer[Baum]::N,소나무,pušis
138,Weide[Baum]::N,쉬양버들,karklas
139,Tanne::N,전나무,eglė
140,Tanne::N,전나무,kėnis
141,Horn::N,뿔,ragas
142,Feder::N,깃털,plunksna
143,Fell::N,피혁모피,kailis
144,Flügel::N,날개,sparnas
145,Klaue::N,갈고리 발톺,kanopa
146,Kralle::N,발툭,nagas
147,Schwanz::N,꼬리,uodega
148,Ei::N,알,kiaušinis
149,Nest::N,보금자리,gūžta
150,Nest::N,보금자리,lizdas
151,Bau::N,굴,ola
152,Tier::N,짐승,gyvūnas
153,Herde::N,가축의떼,banda
154,Herde::N,가축의떼,kaimenė
155,Kuh::N,암소,karvė
156,Bulle::N,황소,bulius
157,Pferd::N,말,arklys
158,Schaf::N,양,avis
159,Schwein::N,돼지,kiaulė
160,Hund::N,개,šuo
161,Katze::N,고양이,katė
162,Bär::N,콤,lokys
163,Eichhörnchen::N,다람쥐,voveraitė
164,Elch::N,고라니,briedis
165,Fuchs::N,여우,lapė
166,Hase::N,토끼,kiškas
167,Maus::N,쥐,pelė
168,Wolf::N,늑대,vilkas
169,Vogel::N,새,paukštis
170,Schwarm::N,뗴,spiečius
171,Huhn::N,암탉,višta
172,Hahn::N,수탉,gaidys
173,Gans::N,거위,žąsis
174,Adler::N,수리,erelis
175,Ente::N,오리,antis
176,Eule::N,부엉이,pelėda
177,Kranich::N,두루미,gervė
178,Krähe::N,까마귀,varna
179,Kuckuck::N,뻐꾸기,gegužė
180,Schwan::N,배조,gulbė
181,Fisch::N,물고기,žuvis
182,Barsch::N,농어,ešerys
183,Hecht::N,에속스,lydeka
184,Schlange[Tier]::N,뱀,gyvatė
185,Wurm::N,벌레,kirmėlė
186,Spinne::N,거미,voras
187,Ameise::N,개미,skruzdė
188,Laus::N,이,utėlė
189,Mücke::N,모기,uodas
190,Fliege::N,날기,musė
191,Schmetterling::N,나비,drugys
192,Schmetterling::N,나비,peteliškė
193,Beere::N,장과,uoga
194,Apfel::N,사과,obuolys
195,Pilz::N,고방이,grybas
196,Zwiebel::N,양파,svogūnas
197,Saat::N,씨,sėkla
198,Korn::N,알맹이,grūdai
199,Heu::N,건초,šienas
200,Schale::N,피상,žievelė
201,Falle::N,함정,pinklės
202,Falle::N,함정,žabangai
203,Schlinge::N,올가미,kilpa
204,Schlinge::N,멜빵붕대,kilpa
205,Spur::N,발지국,vėžė
206,Spur::N,발지국,pėdos
207,Spur::N,발지국,pėdsakas
208,Asche::N,재,pelenai
209,Dreck::N,똥,purvas
210,Dreck::N,오물,purvas
211,Eisen::N,쇠,geležis
212,Eisen::N,철,geležis
213,Gold::N,항금,auksas
214,Silber::N,은,sidabras
215,Kohle::N,슻,anglis
216,Glas::N,유리,stiklas
217,Lehm::N,찰흙,molis
218,Sand::N,모래,smėlis
219,Mensch::N,사람,žmogus
220,Mann::N,남자,vyras
221,Mann::N,남자,vyriškis
222,Frau::N,여자,moteris
223,Kind::N,아이,vaikas
224,Junge::N,소녁,vaikinas
225,Junge::N,소녁,berniukas
226,Mädchen::N,소녀,mergytė
227,Mädchen::N,소녀,mergaitė
228,Familie::N,가족,šeima
229,Großvater::N,할아버지,senelis
230,Großmutter::N,할머니,senelė
231,Eltern::N,어버오,tėvai
232,Vater::N,아버지,tėvas
233,Mutter::N,어머니,motina
234,Sohn::N,아들,sūnus
235,Tochter::N,딸기,duktė
236,Bruder::N,형제,brolis
237,Schwester::N,누이,sesuo
238,Onkel::N,백부,dėdė
239,Tante::N,아주머니,teta
240,Ehemann::N,남편,vyras
241,Ehefrau::N,아내,žmona
242,Freude::N,기쁨,džiaugsmas
243,Gelächter::N,웃음,juokas
244,Glück::N,즐거움,laimė
245,Kummer::N,슬픔,vargas
246,Kummer::N,슬픔,rūpestis
247,Wunsch::N,소망,troškimas
248,Wunsch::N,소망,pageidavimas
249,Geist::N,할기,dvasia
250,Gedanke::N,상념,mintis
251,Gedächtnis::N,기억,atmintis
252,Verstand::N,분별,protas
253,Verstand::N,지능,protas
254,Sinn::N,센스,prasmė
255,Grund::N,까닭,priežastis
256,Wahrheit::N,참,tiesa
257,Wahrheit::N,참,teisybė
258,Wahrheit::N,진실,tiesa
259,Wahrheit::N,진실,teisybė
260,Gespräch::N,대화,pokalbis
261,Märchen::N,동화,pasaka
262,Erzählung::N,이야기,apsakymas
263,Erzählung::N,이야기,pasakojimas
264,Neuigkeit::N,뉴스,naujiena
265,Name::N,이름,vardas
266,Rätsel::N,수수께끼,mįslė
267,Rede::N,연설,kalba
268,Sprache::N,말,kalba
269,Stimme::N,목소리,balsas
270,Wort::N,낱말,žodis
271,Zeichen::N,신호,žymė
272,Zeichen::N,신호,ženklas
273,Ruf::N,부름,šauksmas
274,Lärm::N,소동,triukšmas
275,Laut::N,음성,garsas
276,Ton::N,목소리,tonas
277,Ton::N,목소리,garsas
278,Lied::N,노래,daina
279,Lied::N,노래,giesmė
280,Ruhe::N,쉼,ramybė
281,Ruhe::N,쉼,ramumas
282,Leute::N,사람들,žmonės
283,Volk::N,국중,tauta
284,Arbeit::N,근로,darbas
285,Arbeit::N,근로,triūsas
286,Arbeit::N,너무,darbas
287,Arbeit::N,너무,triūsas
288,Gast::N,손님,svečias
289,Geschenk::N,행하,dovana
290,Spiel::N,무리,žaismas
291,Spiel::N,무리,žaidimas
292,Gesellschaft::N,교제,draugija
293,Gesellschaft::N,교제,kompanija
294,Hilfe::N,거들음,pagalba
295,Hilfe::N,보좌,pagalba
296,Freund::N,친구,draugas
297,Freund::N,친구,bičiulis
298,Kamerad::N,동실자,draugas
299,Angelegenheit::N,용무,dalykas
300,Angelegenheit::N,용무,reikalas
301,Anzahl::N,어떤,kiekis
302,Anzahl::N,어떤,skaičius
303,Anzahl::N,수,kiekis
304,Anzahl::N,수,skaičius
305,Art::N,정류,rūšis
306,Stück::N,일부분,gabalas
307,Teil::N,몱,dalis
308,Teil::N,구훠,dalis
309,Hälfte::N,2분의,pusė
310,Kreis::N,고리,ratas
311,Kreis::N,고리,apskritis
312,Kreis::N,고리,apskritimas
313,Kreuz::N,열십자,kryžius
314,Linie::N,선,linija
315,Strich::N,스침,brėžis
316,Strich::N,스침,brūkšnys
317,Abstand::N,거리,atstumas
318,Entfernung::N,거리,atstumas
319,Gegend::N,곳,vietovė
320,Gegend::N,부금,vietovė
321,Platz::N,장소,vieta
322,Ort::N,장소,vieta
323,Ort::N,장소,vietovė
324,Seite::N,옆면,pusė
325,Seite::N,옆면,šonas
326,Mitte::N,궁간,vidurys
327,Gegenstand::N,항목,dalykas
328,Sache::N,뭉에,daiktas
329,Rand::N,가,kraštas
330,Rand::N,가,pakraštys
331,Kante::N,귀퉁,kraštas
332,Ecke::N,구석,kertė
333,Ecke::N,구석,kampas
334,Spitze::N,끝,priekis
335,Spitze::N,끝,priešakys
336,Spitze::N,참단,priekis
337,Spitze::N,참단,priešakys
338,Ende::N,말당,galas
339,Loch::N,빙옷,skylė
340,Winkel::N,각도,kampas
341,Winkel::N,각도,kampelis
342,Muster::N,본,raštas
343,Muster::N,견복,raštas
344,Größe::N,신장,dydis
345,Größe::N,신장,didumas
346,Länge::N,길이긺,ilgis
347,Länge::N,길이긺,ilgumas
348,Höhe::N,높이,aukštis
349,Höhe::N,높이,aukštuma
350,Gewicht::N,추,svoris
351,Gewicht::N,추,svarstis
352,Menge::N,수양,kiekis
353,Menge::N,수양,daugybė
354,Haufen::N,퇴적,krūva
355,Haufen::N,퇴적,šūsnis
356,Reihe::N,열,greta
357,Boot::N,보트,valtis
358,Boot::N,보트,laivelis
359,Ruder::N,노,irklas
360,Schlitten::N,썰매,rogės
361,Schlitten::N,썰매,rogutės
362,Ski::N,스키,slidė
363,Lagerfeuer::N,캠프의 모닥불,laužas
364,Last::N,무거운짐,našta
365,Last::N,무거운짐,nešulys
366,Gang::N,걸음,eisena
367,Schritt::N,보조,žingsnis
368,Norden::N,북쪽 ,šiaurė
369,Norden::N,북쪽 ,žiemiai
370,Süden::N,남쪽,pietūs
371,Westen::N,서쪽,vakarai
372,Osten::N,동쪽,rytai
373,Holz::N,목재,mediena
374,Brett::N,마루널,lenta
375,Platte::N,탤,plokštė
376,Platte::N,금속판,plokštė
377,Stütze::N,버팀목,atrama
378,Stütze::N,버팀목,atspara
379,Stange::N,장대,lazda
380,Stange::N,장대,kartis
381,Stock::N,막대기,lazda
382,Stab::N,작대기,kartis
383,Rohr::N,갈대,vamzdis
384,Haus::N,집,namas
385,Heim::N,집,namai
386,Ofen::N,아궁이,krosnis
387,Fußboden::N,마루,grindys
388,Tisch::N,탁자,stalas
389,Stuhl::N,의자,kėdė
390,Wiege::N,발상지,lopšys
391,Bett::N,침대,lova
392,Bett::N,침대,patalai
393,Regal::N,서가,lentyna
394,Kiste::N,짐궤,dėžė
395,Fenster::N,눔,langas
396,Tür::N,문,durys
397,Tor::N,대문,vartai
398,Zaun::N,담장,tvora
399,Dach::N,지붕,stogas
400,Leiter::N,사닥다리,kopėčios
401,Besen::N,비,šluota
402,Spaten::N,가래,lopeta
403,Spaten::N,가래,kastuvas
404,Schaufel::N,삽,semtuvas
405,Gabel::N,갈래,šakutė
406,Löffel::N,숟가락,šaukštas
407,Messer::N,나이프,peilis
408,Nagel::N,발툽,vinis
409,Netz::N,그물,tinklas
410,Haken::N,갈고리,vagis
411,Haken::N,갈고리,kablys
412,Griff::N,움켜쥠,kotas
413,Griff::N,움켜쥠,rankena
414,Schloss::N,자물쇠,spyna
415,Schloss::N,자물쇠,užraktas
416,Bild::N,그림,paveikslas
417,Figur::N,몸메,figūra
418,Puppe::N,인형,lėlė
419,Beutel::N,클,krepšys
420,Beutel::N,클,maišelis
421,Bündel::N,자근다발,ryšulys
422,Tasche::N,가방,krepšelis
423,Eimer::N,동이,kibiras
424,Deckel::N,뚜껑,dangtis
425,Geschirr::N,식시,indai
426,Sack::N,조갑,maišas
427,Tasse::N,차잔,puodukas
428,Topf::N,단지,puodas
429,Kessel::N,주전자,katilas
430,Essen::N,먹기,valgis
431,Nahrung::N,식료,penas
432,Nahrung::N,식료,maistas
433,Speise::N,음식물,patiekalas
434,Fleisch::N,고기,mėsa
435,Getreide::N,곡물,javai
436,Brei::N,젤리,košė
437,Brot::N,빵,duona
438,Scheibe::N,원반,riekė
439,Fett::N,기름,taukai
440,Fett::N,기름,riebalai
441,Butter::N,버터,sviestas
442,Öl::N,올리브유,aliejus
443,Salz::N,소금,druska
444,Suppe::N,국,sriuba
445,Suppe::N,수프,sriuba
446,Honig::N,감미,medus
447,Milch::N,유즙,pienas
448,Tee::N,차,arbata
449,Leder::N,가죽,oda
450,Wolle::N,양털,vilna
451,Stoff::N,패료,audeklas
452,Nadel::N,바늘,adata
453,Faden::N,콘실,gija
454,Faden::N,콘실,siūlas
455,Knopf::N,단추,saga
456,Knoten::N,곁절,mazgas
457,Farbe::N,색,dažai
458,Kleidung::N,옷입기,rūbai
459,Kleidung::N,옷입기,drabužiai
460,Hemd::N,속옷,marškiniai
461,Kragen::N,깃,apykaklė
462,Ärmel::N,소매,rankovė
463,Hose::N,바지,kelnės
464,Gürtel::N,밴드,juosta
465,Gürtel::N,밴드,diržas
466,Mütze::N,모자,kepurė
467,Schuh::N,구두,batas
468,Stiefel::N,장화,auliniai batai
469,Ring::N,고리,žiedas
470,Band::N,리본,kaspinas
471,Kamm::N,빗,šukos
472,Spiegel::N,거울,veidrodis
473,Riemen::N,가죽끈,diržas
474,Schnur::N,밧줄,virvė
475,Leine::N,고삐줄,pavadėlis
476,Decke::N,이부자리,antklodė
477,Kissen::N,깔개,pagalvė
478,Kissen::N,깔개,priegalvis
479,Tuch::N,천,skarelė
480,Handtuch::N,수건,rankšluostis
481,Kraft::N,세력,jėga
482,Stärke::N,힘,stiprumas
483,Gesundheit::N,위생,sveikata
484,Krankheit::N,병,liga
485,Schmerz::N,아픔고통,skausmas
486,Wunde::N,상처,žaizda
487,Fieber::N,열별,karštis
488,Arznei::N,약,vaistas
489,Brücke::N,교량,tiltas
490,Brunnen::N,원천,šulinys
491,Weide::N,목장,ganykla
492,Weide::N,목장,gluosnis
493,Pfad::N,좁은길,takas
494,Weg::N,길,kelias
495,Straße::N,길,gatvė
496,Dorf::N,촌,kaimas
497,Dorf::N,촌,sodžius
498,Dorf::N,촌락,kaimas
499,Dorf::N,촌락,sodžius
500,Stadt::N,도시,miestas
501,Brief::N,서한,laiškas
502,Buch::N,책,knyga
503,Buchstabe::N,문자,raidė
504,Zeitung::N,신문,laikraštis
505,Leben::N,삶,gyvybė
506,Leben::N,삶,gyvenimas
507,Tod::N,죽음,mirtis
508,Grab::N,무덤,kapas
509,Kirche::N,교회,bažnyčia
510,Sünde::N,부정,nuodėmė
511,Sünde::N,부정,nusidėjimas
512,Gott::N,하느님,dievas
513,Arbeiter::N,일하는사람,darbininkas
514,Chef::N,사장,šefas
515,Chef::N,사장,vadovas
516,Chef::N,사장,viršininkas
517,Meister::N,명인,meistras
518,Meister::N,대가,meistras
519,Arzt::N,의사,gydytojas
520,Lehrer::N,교사,mokytojas
521,Geld::N,돈,pinigai
522,Geschäft::N,일,biznis
523,Laden::N,가게,krautuvė
524,Laden::N,가게,parduotuvė
525,Preis::N,가격,kaina
526,Ware::N,상품,prekė
527,Nutzen::N,이익,nauda
528,Nutzen::N,이익,pelnas
529,Reichtum::N,많음,turtas
530,Welt::N,세상,pasaulis
531,Land::N,지방,žemė
532,Land::N,지방,šalis
533,Staat::N,국가,valstija
534,König::N,국왕,karalius
535,Macht::N,힘,galia
536,Macht::N,힘,valdžia
537,Grenze::N,국경,riba
538,Grenze::N,국경,siena
539,Krieg::N,전쟁,karas
540,Feind::N,적,priešas
541,Gewalt::N,권력,jėga
542,Gewalt::N,권력,smurtas
543,Gewalt::N,권력,prievarta
544,Kampf::N,전투,kova
545,Bogen[Waffe]::N,활,lankas
546,Pfeil::N,화살,strėlė
547,Gewehr::N,무기,šautuvas
548,Fehler::N,오류,klaida
549,Lüge::N,거짓말,melas
550,Schaden::N,손상,nuostolis
551,Schaden::N,손상,apgadinimas
552,Unglück::N,불행,nelaimė
553,Schuld::N,부채,kaltė
554,Alter::N,연령,amžius
555,Schluss::N,마감,pabaiga
556,Zeit::N,때,laikas
557,Zeit::N,시간,laikas
558,Tag::N,하루,diena
559,Morgen::N,이침,rytas
560,Mittag::N,대낮,vidurdienis
561,Abend::N,저녁,vakaras
562,Nacht::N,밤,naktis
563,Woche::N,근무일,savaitė
564,Monat::N,달,mėnuo
565,Jahr::N,해,metai
566,Frühling::N,봄,pavasaris
567,Sommer::N,여름,vasara
568,Herbst::N,가을,ruduo
569,Winter::N,겨울,žiema
570,Januar::N,일월,sausis
571,Februar::N,이월,vasaris
572,März::N,삼월,kovas
573,April::N,사월,balandis
574,Mai::N,오월,gegužė
575,Juni::N,유월,birželis
576,Juli::N,칠월,liepa
577,August::N,팔월,rugpjūtis
578,September::N,구월,rugsėjis
579,Oktober::N,시월,spalis
580,November::N,십일월,lapkritis
581,Dezember::N,십이월,gruodis
582,Montag::N,월요일,pirmadienis
583,Dienstag::N,화요일,antradienis
584,Mittwoch::N,수요일,trečiadienis
585,Donnerstag::N,모교일,ketvirtadienis
586,Freitag::N,그묘일,penktadienis
587,Samstag::N,토요일,šeštadienis
588,Sonntag::N,일요일,sekmadienis
589,groß::A,큰,didis
590,groß::A,큰,didelis
591,klein::A,자근,mažas
592,lang::A,긴,ilgas
593,kurz::A,짧은,trumpas
594,breit::A,넓은,platus
595,schmal::A,좁은,smulkus
596,dicht::A,농밀한,tankus
597,dick[Gegenstand]::A,두꺼운,storas
598,dünn::A,얇은,plonas
599,fein::A,미세한,smulkus
600,fest::A,굳은,kietas
601,fest::A,굳은,tvirtas
602,flach::A,얕은,lėkštas
603,flach::A,얕은,plokščias
604,glatt::A,반들반들한,slidus
605,hart::A,굳은,kietas
606,weich::A,연한,minkštas
607,rund::A,둥근,apvalus
608,rund::A,둥근,apskritas
609,spitz::A,뾰족한,aštrus
610,spitz::A,뾰족한,smailus
611,scharf::A,날카로운,aštrus
612,stumpf::A,무딘,bukas
613,stumpf::A,무딘,atšipęs
614,schwer::A,무거운,sunkus
615,schön::A,멋진,gražus
616,heiß::A,뜨거운,karštas
617,warm::A,따뜻한,šiltas
618,kalt::A,찬,šaltas
619,kühl::A,서늘한,vėsus
620,kühl::A,서늘한,bejausmis
621,frisch::A,신선한,šviežias
622,feucht::A,축축한,drėgnas
623,nass::A,젖은,šlapias
624,trocken::A,마른,sausas
625,voll::A,완전한,pilnas
626,leer::A,빈,tuščias
627,offen::A,열린,atviras
628,geschlossen::A,닫힌,uždaras
629,geschlossen::A,닫힌,uždarytas
630,sauber::A,깨끗한,švarus
631,schmutzig::A,더러운,nešvarus
632,schmutzig::A,더러운,purvinas
633,roh::A,날게잇의,žalias
634,reif::A,이근,prinokęs
635,reif::A,이근,pribrendęs
636,lecker::A,맛있는,gardus
637,süß::A,단,saldus
638,bitter::A,찌르는듯한,kartus
639,sauer::A,산성의,gižus
640,sauer::A,산성의,rūgštus
641,hell::A,밝은,šviesus
642,hell::A,밝은,skaistus
643,dunkel::A,어두운,tamsus
644,schwarz::A,검은,juodas
645,weiß::A,하얀,baltas
646,rot::A,붉은,raudonas
647,gelb::A,황색,geltonas
648,blau::A,푸른,mėlynas
649,grün::A,녹색의,žalias
650,grau::A,회색의,pilkas
651,bunt::A,알록달록한,margas
652,bunt::A,알록달록한,spalvotas
653,billig::A,싼,pigus
654,teuer::A,값비산,brangus
655,wertvoll::A,가치가많은,vertingas
656,blind::A,눈먼,aklas
657,taub::A,무감간한,kurčias
658,kräftig::A,강장한,stiprus
659,stark::A,강한,stiprus
660,schwach::A,약한,silpnas
661,fett::A,실찐,riebus
662,schlank::A,호리호리한,laibas
663,schlank::A,호리호리한,lieknas
664,hübsch::A,예쁜,gražus
665,böse::A,나쁜,blogas
666,dumm::A,어리석은,paikas
667,dumm::A,어리석은,kvailas
668,faul::A,너덜너덜한,tingus
669,fleißig::A,근면한,stropus
670,fleißig::A,근면한,kruopštus
671,geizig::A,인색한,šykštus
672,geschickt::A,교묘한,apsukrus
673,lieb::A,친애하는,mielas
674,lustig::A,유쾌한,smagus
675,lustig::A,유쾌한,linksmas
676,sanft::A,온화한,švelnus
677,sanft::A,온화한,minkštas
678,hungrig::A,배고픈,alkanas
679,krank::A,병든,ligotas
680,krank::A,병든,sergantis
681,nackt::A,벌거벗은,nuogas
682,traurig::A,슬픈,liūdnas
683,lebendig::A,살아있는,gyvas
684,gut::A,좋은,geras
685,schlecht::A,나쁜,blogas
686,schlecht::A,나쁜,prastas
687,richtig::A,바른,tikras
688,richtig::A,바른,teisingas
689,schlimm::A,못된,blogas
690,schlimm::A,못된,prastas
691,wahr::A,참된,tikras
692,alt::A,늙은,senas
693,neu::A,새,naujas
694,ehemalig::A,전의,buvęs
695,alt[Lebewesen]::A,낡은,pagyvenęs
696,jung::A,젊은,jaunas
697,arm::A,가난한,neturtingas
698,reich::A,풍부한,turtingas
699,bekannt::A,저명한,žinomas
700,bekannt::A,저명한,pažįstamas
701,berühmt::A,유명한,žymus
702,berühmt::A,유명한,garsus
703,fremd::A,타처이,svetimas
704,verschieden::A,따른,įvairus
705,nah::A,가까운,artimas
706,fern::A,먼,tolimas
707,linker::A,왼쭉의,kairys
708,rechter::A,오른쪽의,dešinys
709,anderer::A,다른,kitas
710,erster::A,첫째,pirmas
711,zweiter::A,둘째,antras
712,dritter::A,셋째,trečias
713,letzter::A,의후자의,paskutinis
714,allein::ADV,훌로,vienas
715,auf einmal::ADV,갑자기,iš karto
716,zusammen::ADV,모아서,kartu
717,zusammen::ADV,모아서,drauge
718,lange::ADV,오래,ilgai
719,plötzlich::ADV,둘연한,staiga
720,sofort::ADV,즉시,tuojau
721,später::ADV,보다늦은,vėliau
722,später::ADV,보다늦은,paskiau
723,jetzt::ADV,목하,dabãr
724,heute::ADV,오늘,šiandien
725,morgen::ADV,내일,rytoj
726,bald::ADV,곱,greitai
727,bald::ADV,곱,netrukus
728,dann::ADV,그경우에,po to
729,gestern::ADV,어제,vakar
730,einst::ADV,옛날에,kadaise
731,einst::ADV,옛날에,kitą kartą
732,damals::ADV,그때에,anuomet
733,damals::ADV,그때에,anuokart
734,danach::ADV,그 뒤에,po to
735,danach::ADV,그 뒤에,paskui
736,vorher::ADV,미리,anksčiau
737,zuerst::ADV,최초로,pirma
738,zuerst::ADV,최초로,iš pradžių̃
739,einmal::ADV,한번,kartą
740,einmal::ADV,한번,vieną kartą
741,manchmal::ADV,땓대로,kai kada
742,oft::ADV,땓대로,dažnai
743,immer::ADV,늘,visada
744,immer::ADV,늘,visuomet
745,niemals::ADV,결코...(하지)않다,niekada
746,niemals::ADV,결코...(하지)않다,niekuomet
747,hier::ADV,여기,čia
748,hierhin::ADV,여기로,šen
749,hierhin::ADV,여기로,čionai
750,dort::ADV,거기,ten
751,dort::ADV,거기,tenai
752,dorthin::ADV,저기예,ten
753,dorthin::ADV,저기예,ten link
754,geradeaus::ADV,곧장,tiesiai
755,vorwärts::ADV,앞으로,pirmyn
756,rückwärts::ADV,뒤로,atbulai
757,zurück::ADV,제자리로,atgal
758,unten::ADV,아래에,žemai
759,unten::ADV,아래에,apačioje
760,hinab::ADV,아래쪽으로,žemyn
761,oben::ADV,위에,viršuj
762,hinauf::ADV,위쪽으로,aukštyn
763,hinauf::ADV,위쪽으로,į viršų
764,überall::ADV,도처에,visur
765,nicht::ADV,안,ne
766,ein wenig::ADV,적음,truputį
767,kaum::ADV,가의,vos
768,sehr::ADV,자주,labai
769,sehr::ADV,자주,baisiai
770,so::ADV,그와같이,taip
771,noch::ADV,아직,dar
772,nur::ADV,다만,tik
773,nur::ADV,다만,vien
774,schon::ADV,이미,jau
775,wieder::ADV,다시,vėl
776,wieder::ADV,다시,iš naujo
777,vergebens::ADV,헛되이,veltui
778,vergebens::ADV,헛되이,bergždžiai
779,vor::PRP,앞에,prieš
780,hinter::PRP,뒤에,už
781,unter::PRP,잍에,po
782,durch::PRP,통고하여,pro
783,durch::PRP,통고하여,per
784,neben::PRP,와나란히,prie
785,neben::PRP,와나란히,šalia
786,zwischen::PRP,의사이로,tarp
787,wegen::PRP,때문에,dėl
788,wegen::PRP,때문에,dėlei
789,dies::PRN,이,šis
790,dies::PRN,이,šitas
791,das::PRN,저,tat
792,alles::PRN,모든것,visas
793,ich::PRN,나,aš
794,du::PRN,너,tu
795,er::PRN,그,jis
796,wir::PRN,우리,mes
797,ihr::PRN,너희들,jūs
798,sie::PRN,그들,ji
799,sie::PRN,그들,jos
800,was::FPRN,뭣,kas
801,wer::FPRN,누구,kas
802,wo::FADV,어디,kur
803,wohin::FADV,어디로,kur
804,wohin::FADV,어디로,kur link
805,wie::FADV,어떻게,kaip
806,warum::FADV,왜,kod̃ėl
807,warum::FADV,왜,dėl ko
808,wieviel::FNUM,얼마만큰,kiek
809,eins::NUM,하나,vienas
810,zwei::NUM,둘,du
811,drei::NUM,셋,trys
812,vier::NUM,넷,keturi
813,fünf::NUM,다섯,penki
