,Concept_ID,tr,cy
85,Regen::N,yağmur,glaw
86,Schnee::N,kar,ôd
87,Schnee::N,kar,eira
88,Eis::N,buz,iâ
89,Frost::N,don,rhew
90,Kälte::N,soğukluk,oerni
91,Kälte::N,soğukluk,annwyd
92,Hitze::N,sıcaklık,gwres
93,Raureif::N,kırç,barrug
94,Regenbogen::N,gökkuşağı,enfys
95,Donner::N,gök gürlemesi,tyrfau
96,Strömung::N,akıntı,cerrynt
97,Strömung::N,cereyan,cerrynt
98,Tropfen::N,damla,dafn
99,Tropfen::N,damla,diferyn
100,Schaum::N,köpük,ewyn
101,Schmutz::N,çamur,baw
102,Schmutz::N,çamur,budreddi
103,Schmutz::N,pislik,baw
104,Schmutz::N,pislik,budreddi
105,See::N,göl,llyn
106,Sumpf::N,batak,cors
107,Moor::N,cılgıt,rhos
108,Wiese::N,çimen,dôl
109,Wald::N,koru,coedwig
110,Wald::N,orman,coedwig
111,Hügel::N,tepe,bryn
112,Anhöhe::N,tümsek,bryn
113,Anhöhe::N,yükseklik,bryn
114,Berg::N,dağ,mynydd
115,Gipfel::N,zirve,copa
116,Höhle::N,in,ogof
117,Höhle::N,mağara,ogof
118,Abhang::N,bayır,llethr
119,Quelle::N,pınar,tarddiad
120,Quelle::N,pınar,ffynhonnell
121,Quelle::N,kaynak,tarddiad
122,Quelle::N,kaynak,ffynhonnell
123,Bach::N,çay,nant
124,Bach::N,çay,afonig
125,Bach::N,çay,cornant
126,Bach::N,dere,nant
127,Bach::N,dere,afonig
128,Bach::N,dere,cornant
129,Fluss::N,nehir,afon
130,Ufer::N,kıyı,glan
131,Ufer::N,sahil,glan
132,Küste::N,kıyı,traeth
133,Küste::N,kıyı,arfordir
134,Küste::N,sahil,traeth
135,Küste::N,sahil,arfordir
136,Festland::N,kara,tir
137,Meer::N,deniz,môr
138,Bucht::N,koy,bae
139,Bucht::N,körfez,bae
140,Insel::N,ada,ynys
141,Blume::N,çiçek,blodyn
142,Gras::N,ot,glaswellt
143,Gras::N,çim,glaswellt
144,Wurzel::N,kök,gwreiddyn
145,Baum::N,ağaç,coeden
146,Stamm::N,gövde,colfen
147,Stamm::N,gövde,boncyff
148,Rinde::N,kabuk,rhisgl
149,Ast::N,dal,cangen
150,Ast::N,budak,cangen
151,Zweig::N,dal,cainc
152,Zweig::N,dal,cangen
153,Blatt::N,yaprak,deilen
154,Birke::N,huş,bedwen
155,Kiefer[Baum]::N,çam,pinwydden
156,Weide[Baum]::N,söğüt,helygen
157,Tanne::N,çam,ffynidwydden
158,Tanne::N,köknar,ffynidwydden
159,Horn::N,boynuz,corn
160,Feder::N,tüy,plufyn
161,Fell::N,post,ffwr
162,Flügel::N,kanat,adain
163,Klaue::N,pençe,crafanc
164,Kralle::N,tırnak,ewin
165,Schwanz::N,kuyruk,cwt
166,Schwanz::N,kuyruk,cynffon
167,Ei::N,yumurta,wy
168,Nest::N,yuva,nyth
169,Bau::N,in,ffau
170,Tier::N,hayvan,anifail
171,Herde::N,sürü,praidd
172,Herde::N,sürü,diadell
173,Kuh::N,inek,buwch
174,Bulle::N,boğa,tarw
175,Pferd::N,at,ceffyl
176,Pferd::N,beygir,ceffyl
177,Schaf::N,koyun,dafad
178,Schwein::N,domuz,mochyn
179,Hund::N,it,ci
180,Hund::N,köpek,ci
181,Katze::N,kedi,cath
182,Bär::N,ayı,arth
183,Eichhörnchen::N,sincap,gwiwer
184,Elch::N,büyük kuzey geyiği,elc
185,Fuchs::N,tilki,cadno
186,Hase::N,tavşan,ysgyfarnog
187,Maus::N,fare,llygoden
188,Maus::N,sıçan,llygoden
189,Wolf::N,kurt,blaidd
190,Vogel::N,kuş,aderyn
191,Schwarm::N,sürü,haid
192,Huhn::N,tavuk,cyw
193,Hahn::N,horoz,ceiliog
194,Gans::N,kaz,gŵydd
195,Adler::N,kartal,eryr
196,Adler::N,karakuş,eryr
197,Ente::N,ördek,hwyad
198,Eule::N,baykuş,tylluan
199,Kranich::N,turna,garan
200,Kranich::N,turna,crychydd
201,Krähe::N,karga,brân
202,Kuckuck::N,guguk,cog
203,Kuckuck::N,guguk,cwcw
204,Schwan::N,kuğu,alarch
205,Fisch::N,balık,pysgod
206,Barsch::N,hani,draenog
207,Barsch::N,levrek,draenog
208,Hecht::N,turnabalığı,penhwyad
209,Schlange[Tier]::N,yılan,neidr
210,Wurm::N,kurt,abwydyn
211,Wurm::N,kurt,pryf genwair
212,Wurm::N,solucan,abwydyn
213,Wurm::N,solucan,pryf genwair
214,Spinne::N,örümcek,cor
215,Spinne::N,örümcek,pryf copyn
216,Ameise::N,karınca,morgrugyn
217,Laus::N,bit,lleuen
218,Mücke::N,sivrisinek,gwybedyn
219,Fliege::N,sinek,cleren
220,Schmetterling::N,kelebek,glöyn byw
221,Schmetterling::N,kelebek,iâr fach yr haf
222,Beere::N,tane,aeronen
223,Apfel::N,elma,afal
224,Pilz::N,mantar,madarch
225,Zwiebel::N,soğan,nionyn
226,Zwiebel::N,soğan,winwnsyn
227,Saat::N,ekin,had
228,Korn::N,tane,grawn
229,Heu::N,kuru ot,gwair
230,Schale::N,kabuk,croen
231,Schale::N,kabuk,plisgyn
232,Grube::N,çukur,pwll
233,Grube::N,çukur,pydew
234,Falle::N,tuzak,magl
235,Schlinge::N,ilmik,cwlwm rhedeg
236,Spur::N,iz,ôl
237,Asche::N,kül,lludw
238,Dreck::N,pislik,baw
239,Dreck::N,pislik,budreddi
240,Eisen::N,demir,haearn
241,Gold::N,altın,aur
242,Silber::N,gümüş,arian
243,Kohle::N,kömür,glo
244,Glas::N,cam,gwydr
245,Lehm::N,balçık,clai
246,Sand::N,kum,tywod
247,Mensch::N,insan,dyn
248,Mann::N,adam,dyn
249,Mann::N,erkek,dyn
250,Frau::N,bayan,merch
251,Frau::N,bayan,gwraig
252,Kind::N,çocuk,plentyn
253,Junge::N,erkek çocuk,hogyn
254,Junge::N,erkek çocuk,bachgen
255,Mädchen::N,kız,merch
256,Mädchen::N,kız,geneth
257,Familie::N,aile,teulu
258,Familie::N,aile,tylwyth
259,Großvater::N,dede,taid
260,Großvater::N,dede,tad-cu
261,Großvater::N,büyükbaba,taid
262,Großvater::N,büyükbaba,tad-cu
263,Großmutter::N,nine,nain
264,Großmutter::N,nine,mam-gu
265,Großmutter::N,büyükanne,nain
266,Großmutter::N,büyükanne,mam-gu
267,Eltern::N,ebeveyn,rhieni
268,Eltern::N,ana baba,rhieni
269,Vater::N,ata,tad
270,Vater::N,baba,tad
271,Mutter::N,ana,mam
272,Mutter::N,anne,mam
273,Sohn::N,oğul,mab
274,Tochter::N,kız,merch
275,Tochter::N,kız evlât,merch
276,Bruder::N,abi,brawd
277,Bruder::N,erkek kardeş,brawd
278,Schwester::N,abla,chwaer
279,Schwester::N,kız kardeş,chwaer
280,Onkel::N,dayı,ewythr
281,Tante::N,hala,modryb
282,Tante::N,teyze,modryb
283,Ehemann::N,koca,gŵr
284,Ehefrau::N,karı,gwraig
285,Freude::N,neşe,gorfoledd
286,Freude::N,sevinç,gorfoledd
287,Gelächter::N,gülme,chwerthin
288,Gelächter::N,kahkaha,chwerthin
289,Glück::N,mutluluk,hapusrwydd
290,Kummer::N,dert,galar
291,Kummer::N,keder,galar
292,Wunsch::N,arzu,dymuniad
293,Wunsch::N,istek,dymuniad
294,Lust::N,arzu,chwant
295,Lust::N,heves,chwant
296,Geist::N,tin,ysbryd
297,Gedanke::N,fikir,meddwl
298,Gedanke::N,düşünce,meddwl
299,Gedächtnis::N,bellek,cof
300,Verstand::N,zekâ,meddwl
301,Sinn::N,anlam,ystyr
302,Grund::N,sebep,achos
303,Grund::N,sebep,rheswm
304,Wahrheit::N,doğruluk,gwir
305,Wahrheit::N,doğruluk,gwirionedd
306,Wahrheit::N,gerçeklik,gwir
307,Wahrheit::N,gerçeklik,gwirionedd
308,Gespräch::N,görüşme,sgwrs
309,Märchen::N,masal,chwedl werin
310,Erzählung::N,öykü,stori
311,Erzählung::N,hikâye,stori
312,Nachricht::N,haber,neges
313,Neuigkeit::N,haber,newydd
314,Name::N,ad,enw
315,Name::N,isim,enw
316,Rätsel::N,bilmece,pos
317,Rede::N,söylev,araith
318,Rede::N,konuşma,araith
319,Sprache::N,dil,iaith
320,Sprache::N,lisan,iaith
321,Stimme::N,ses,llais
322,Wort::N,kelime,gair
323,Zeichen::N,işaret,arwydd
324,Ruf::N,çağırma,galwad
325,Lärm::N,şamata,trwst
326,Lärm::N,gürültü,trwst
327,Laut::N,ses,sain
328,Ton::N,ses,tôn
329,Lied::N,türkü,cân
330,Ruhe::N,sakinlik,tawelwch
331,Leute::N,halk,pobl
332,Leute::N,insanlar,pobl
333,Volk::N,ulus,pobl
334,Volk::N,millet,pobl
335,Arbeit::N,iş,gwaith
336,Arbeit::N,çalışma,gwaith
337,Gast::N,konuk,gwestai
338,Gast::N,misafir,gwestai
339,Geschenk::N,hediye,rhodd
340,Geschenk::N,hediye,anrheg
341,Geschenk::N,armağan,rhodd
342,Geschenk::N,armağan,anrheg
343,Spiel::N,oyun,chwarae
344,Gesellschaft::N,çevre,cwmni
345,Gesellschaft::N,arkadaşlık,cwmni
346,Hilfe::N,yardım,cymorth
347,Freund::N,dost,cyfaill
348,Freund::N,arkadaş,cyfaill
349,Kamerad::N,arkadaş,cydymaith
350,Angelegenheit::N,iş,pwnc
351,Angelegenheit::N,husus,pwnc
352,Anzahl::N,sayı,cyfrif
353,Art::N,çeşit,bath
354,Stück::N,tane,darn
355,Stück::N,parça,darn
356,Teil::N,kısım,rhan
357,Hälfte::N,yarı,hanner
358,Kreis::N,daire,cylch
359,Kreuz::N,haç,croes
360,Linie::N,hat,llinell
361,Linie::N,çizgi,llinell
362,Strich::N,çizgi,strôc
363,Strich::N,çizgi,trawiad
364,Abstand::N,aralık,bwlch
365,Abstand::N,aralık,pellter
366,Entfernung::N,mesafe,pellter
367,Entfernung::N,uzaklık,pellter
368,Gegend::N,yöre,cylch
369,Platz::N,yer,lle
370,Ort::N,yer,lle
371,Seite::N,yan,ochr
372,Seite::N,taraf,ochr
373,Mitte::N,orta,canol
374,Mitte::N,merkez,canol
375,Gegenstand::N,şey,eitem
376,Sache::N,iş,peth
377,Sache::N,şey,peth
378,Rand::N,kenar,cwr
379,Rand::N,kenar,ymyl
380,Kante::N,kenar,min
381,Kante::N,kenar,ymyl
382,Ecke::N,köşe,cornel
383,Spitze::N,uç,blaen
384,Spitze::N,baş,blaen
385,Ende::N,uç,pen
386,Loch::N,oyuk,twll
387,Loch::N,delik,twll
388,Winkel::N,köşe,congl
389,Muster::N,örnek,patrwm
390,Größe::N,büyüklük,maint
391,Größe::N,büyüklük,maintioli
392,Länge::N,uzunluk,hyd
393,Höhe::N,yükseklik,uchder
394,Gewicht::N,ağırlık,pwysau
395,Menge::N,miktar,swm
396,Menge::N,miktar,maint
397,Haufen::N,küme,pentwr
398,Haufen::N,yığın,pentwr
399,Reihe::N,sıra,rhes
400,Boot::N,kayık,cwch
401,Boot::N,sandal,cwch
402,Ruder::N,kürek,rhwyf
403,Schlitten::N,kızak,sled
404,Schlitten::N,kızak,car llusg
405,Ski::N,kayak,sgi
406,Lagerfeuer::N,kamp ateşi,coelcerth
407,Last::N,yük,llwyth
408,Gang::N,gidiş,tro
409,Gang::N,yürüyüş,tro
410,Schritt::N,adım,cam
411,Norden::N,kuzey,gogledd
412,Süden::N,güney,de
413,Westen::N,batı,gorllewin
414,Osten::N,doğu,dwyrain
415,Holz::N,ağaç,pren
416,Holz::N,tahta,pren
417,Brett::N,tahta,bwrdd
418,Brett::N,tahta,astell
419,Platte::N,levha,llech
420,Stütze::N,dayak,ateg
421,Stütze::N,dayak,cynhalydd
422,Stütze::N,destek,ateg
423,Stütze::N,destek,cynhalydd
424,Stange::N,çubuk,polyn
425,Stock::N,sopa,ffon
426,Stock::N,sopa,brigyn
427,Stock::N,değnek,ffon
428,Stock::N,değnek,brigyn
429,Stab::N,sırık,ffon
430,Stab::N,baston,ffon
431,Rohr::N,boru,pibell
432,Haus::N,ev,tŷ
433,Heim::N,ev,cartref
434,Heim::N,yurt,cartref
435,Ofen::N,soba,stof
436,Fußboden::N,taban,llawr
437,Fußboden::N,döşeme,llawr
438,Tisch::N,masa,bwrdd
439,Stuhl::N,iskemle,cadair
440,Stuhl::N,sandalye,cadair
441,Wiege::N,beşik,crud
442,Bett::N,yatak,gwely
443,Regal::N,raf,silff
444,Kiste::N,sandık,bocs
445,Kiste::N,sandık,blwch
446,Fenster::N,pencere,ffenestr
447,Tür::N,kapı,drws
448,Tor::N,kapı,porth
449,Zaun::N,çit,ffens
450,Dach::N,dam,to
451,Dach::N,çatı,to
452,Leiter::N,merdiven,ysgol
453,Besen::N,süpürge,ysgub
454,Spaten::N,bel,rhaw
455,Schaufel::N,kürek,rhaw
456,Gabel::N,çatal,fforc
457,Löffel::N,kaşık,llwy
458,Messer::N,bıçak,cyllell
459,Nagel::N,çivi,hoel
460,Netz::N,ağ,gwe
461,Netz::N,ağ,rhwyd
462,Haken::N,çengel,bach
463,Griff::N,kulp,carn
464,Griff::N,tutamak,carn
465,Schloss::N,kilit,clo
466,Bild::N,imaj,llun
467,Bild::N,imaj,pictiwr
468,Bild::N,resim,llun
469,Bild::N,resim,pictiwr
470,Figur::N,şekil,ffigur
471,Figur::N,heykel,ffigur
472,Puppe::N,kukla,dol
473,Beutel::N,kese,cwd
474,Beutel::N,torba,cwd
475,Bündel::N,deste,bwndel
476,Bündel::N,deste,coflaid
477,Tasche::N,çanta,cod
478,Eimer::N,kova,bwced
479,Eimer::N,kova,cunnog
480,Deckel::N,kapak,caead
481,Geschirr::N,kap kacak,llestri
482,Sack::N,torba,sach
483,Tasse::N,fincan,cwpan
484,Topf::N,tencere,pot
485,Topf::N,tencere,crochan
486,Kessel::N,kazan,tegell
487,Essen::N,yemek,pryd o fwyd
488,Nahrung::N,gıda,bwyd
489,Nahrung::N,besin,bwyd
490,Speise::N,yemek,saig
491,Fleisch::N,et,cig
492,Getreide::N,tahıl,ŷd
493,Getreide::N,tahıl,llafur
494,Getreide::N,hububat,ŷd
495,Getreide::N,hububat,llafur
496,Brei::N,ezme,uwd
497,Brot::N,ekmek,bara
498,Scheibe::N,dilim,tafell
499,Fett::N,yağ,saim
500,Fett::N,yağ,braster
501,Butter::N,tereyağı,ymenyn
502,Öl::N,yağ,olew
503,Öl::N,akar yağ,olew
504,Salz::N,tuz,halen
505,Suppe::N,çorba,cawl
506,Honig::N,bal,mêl
507,Milch::N,süt,llaeth
508,Milch::N,süt,llefrith
509,Tee::N,çay,te
510,Leder::N,deri,lledr
511,Leder::N,meşin,lledr
512,Wolle::N,yün,gwlân
513,Stoff::N,kumaş,lliain
514,Stoff::N,kumaş,brethyn
515,Nadel::N,iğne,nodwydd
516,Faden::N,tire,edau
517,Faden::N,tire,edefyn
518,Faden::N,iplik,edau
519,Faden::N,iplik,edefyn
520,Knopf::N,düğme,botwm
521,Knoten::N,düğüm,cwlwm
522,Farbe::N,boya,paent
523,Kleidung::N,giyim,dillad
524,Kleidung::N,giyim,gwisgoedd
525,Hemd::N,gömlek,crys
526,Kragen::N,yaka,coler
527,Ärmel::N,yen,llawes
528,Ärmel::N,elbise kolu,llawes
529,Hose::N,pantolon,trowsus
530,Gürtel::N,kuşak,gwregys
531,Mütze::N,bere,cap
532,Mütze::N,kasket,cap
533,Schuh::N,kundura,esgid
534,Schuh::N,ayakkabı,esgid
535,Stiefel::N,çizme,botasen
536,Ring::N,yüzük,modrwy
537,Band::N,bağ,rhuban
538,Band::N,şerit,rhuban
539,Kamm::N,tarak,crib
540,Spiegel::N,ayna,drych
541,Riemen::N,kayış,strap
542,Schnur::N,ip,llinyn
543,Schnur::N,sicim,llinyn
544,Leine::N,kayış,tennyn
545,Decke::N,örtü,blanced
546,Decke::N,örtü,gwrthban
547,Decke::N,yorgan,blanced
548,Decke::N,yorgan,gwrthban
549,Kissen::N,yastık,clustog
550,Kissen::N,yastık,gobennydd
551,Tuch::N,bez,sgarff
552,Handtuch::N,havlu,tywel
553,Handtuch::N,havlu,lliain sychu
554,Kraft::N,güç,grym
555,Kraft::N,kuvvet,grym
556,Stärke::N,kuvvet,nerth
557,Stärke::N,kuvvet,cryfder
558,Gesundheit::N,sağlık,iechyd
559,Krankheit::N,hastalık,afiechyd
560,Krankheit::N,hastalık,anhwylder
561,Schmerz::N,ağrı,poen
562,Schmerz::N,ağrı,gwayw
563,Schmerz::N,sancı,poen
564,Schmerz::N,sancı,gwayw
565,Wunde::N,yara,clwyf
566,Fieber::N,ateş,twymyn
567,Arznei::N,ilâç,meddyginiaeth
568,Brücke::N,köprü,pont
569,Brunnen::N,kuyu,ffynnon
570,Brunnen::N,çeşme,ffynnon
571,Weide::N,otlak,porfa
572,Pfad::N,patika,llwybr
573,Pfad::N,keçiyolu,llwybr
574,Weg::N,yol,ffordd
575,Straße::N,yol,heol
576,Straße::N,yol,ffordd
577,Straße::N,cadde,heol
578,Straße::N,cadde,ffordd
579,Dorf::N,köy,pentref
580,Stadt::N,kent,tref
581,Stadt::N,şehir,tref
582,Brief::N,mektup,llythyr
583,Buch::N,kitap,llyfr
584,Buchstabe::N,harf,llythyren
585,Zeitung::N,gazete,papur newydd
586,Leben::N,hayat,bywyd
587,Tod::N,ölüm,marwolaeth
588,Grab::N,kabir,bedd
589,Kirche::N,kilise,eglwys
590,Sünde::N,günah,pechod
591,Gott::N,tanrı,duw
592,Arbeiter::N,işçi,gweithiwr
593,Chef::N,şef,pennaeth
594,Chef::N,müdür,pennaeth
595,Meister::N,usta,meistr
596,Arzt::N,hekim,meddyg
597,Arzt::N,doktor,meddyg
598,Lehrer::N,hoca,athro
599,Lehrer::N,öğretmen,athro
600,Geld::N,para,pres
601,Geld::N,para,arian
602,Geschäft::N,ticaret,busnes
603,Laden::N,dükkân,siop
604,Preis::N,fiyat,pris
605,Ware::N,mal,nwydd
606,Nutzen::N,fayda,elw
607,Nutzen::N,fayda,budd
608,Reichtum::N,servet,cyfoeth
609,Reichtum::N,zenginlik,cyfoeth
610,Welt::N,dünya,byd
611,Land::N,ülke,gwlad
612,Staat::N,devlet,gwladwriaeth
613,König::N,kral,brenin
614,Macht::N,kudret,grym
615,Macht::N,kudret,awdurdod
616,Macht::N,iktidar,grym
617,Macht::N,iktidar,awdurdod
618,Grenze::N,had,ffin
619,Grenze::N,had,goror
620,Grenze::N,sınır,ffin
621,Grenze::N,sınır,goror
622,Krieg::N,savaş,rhyfel
623,Feind::N,düşman,gelyn
624,Gewalt::N,zor,ffyrnigrwydd
625,Gewalt::N,cebir,ffyrnigrwydd
626,Kampf::N,savaş,brwydr
627,Bogen[Waffe]::N,yay,bwa
628,Pfeil::N,ok,saeth
629,Gewehr::N,tüfek,dryll
630,Fehler::N,hata,gwall
631,Fehler::N,hata,camgymeriad
632,Fehler::N,yanlış,gwall
633,Fehler::N,yanlış,camgymeriad
634,Lüge::N,yalan,celwydd
635,Lüge::N,yalan,anwiredd
636,Schaden::N,zarar,niwed
637,Schaden::N,zarar,difrod
638,Unglück::N,felâket,anffawd
639,Unglück::N,talihsizlik,anffawd
640,Schuld::N,suç,bai
641,Schuld::N,kabahat,bai
642,Alter::N,yaş,oed
643,Schluss::N,son,diwedd
644,Zeit::N,zaman,amser
645,Tag::N,gün,dydd
646,Tag::N,gün,diwrnod
647,Morgen::N,sabah,bore
648,Mittag::N,öğle,nawn
649,Abend::N,akşam,noswaith
650,Nacht::N,gece,nos
651,Woche::N,hafta,wythnos
652,Monat::N,ay,mis
653,Jahr::N,yıl,blwyddyn
654,Jahr::N,sene,blwyddyn
655,Frühling::N,ilkbahar,gwanwyn
656,Sommer::N,yaz,haf
657,Herbst::N,güz,hydref
658,Herbst::N,sonbahar,hydref
659,Winter::N,kış,gaeaf
660,Januar::N,ocak,Ionawr
661,Februar::N,şubat,Chwefror
662,März::N,mart,Mawrth
663,April::N,nisan,Ebrill
664,Mai::N,mayıs,Mai
665,Juni::N,haziran,Mehefin
666,Juli::N,temmuz,Gorffennaf
667,August::N,ağustos,Awst
668,September::N,eylül,Medi
669,Oktober::N,ekim,Hydref
670,November::N,kasım,Tachwedd
671,Dezember::N,aralık,Rhagfyr
672,Montag::N,pazartesi,dydd Llun
673,Dienstag::N,salı,dydd Mawrth
674,Mittwoch::N,çarşamba,dydd Mercher
675,Donnerstag::N,perşembe,dydd Iau
676,Freitag::N,cuma,dydd Gwener
677,Samstag::N,cumartesi,dydd Sadwrn
678,Sonntag::N,pazar,dydd Sul
679,groß::A,büyük,mawr
680,klein::A,ufak,bach
681,klein::A,küçük,bach
682,lang::A,uzun,hir
683,kurz::A,kısa,byr
684,kurz::A,kısa,cwta
685,breit::A,enli,llydan
686,breit::A,geniş,llydan
687,schmal::A,dar,cul
688,dicht::A,sık,dwys
689,dicht::A,yoğun,dwys
690,dick[Gegenstand]::A,kalın,trwchus
691,dick[Gegenstand]::A,iri,trwchus
692,dünn::A,ince,tenau
693,fein::A,ince,main
694,fein::A,narin,main
695,fest::A,sabit,cadarn
696,fest::A,sağlam,cadarn
697,flach::A,düz,gwastad
698,flach::A,yassı,gwastad
699,glatt::A,düz,llyfn
700,hart::A,katı,caled
701,weich::A,yumuşak,meddal
702,rund::A,yuvarlak,crwn
703,spitz::A,sivri,pigfain
704,scharf::A,keskin,miniog
705,stumpf::A,kör,pŵl
706,schwer::A,ağır,trwm
707,schön::A,güzel,teg
708,schön::A,güzel,hardd
709,schön::A,güzel,prydferth
710,heiß::A,kızgın,poeth
711,warm::A,sıcak,twym
712,warm::A,sıcak,cynnes
713,kalt::A,soğuk,oer
714,kühl::A,serin,oeraidd
715,frisch::A,taze,iach
716,feucht::A,nemli,llaith
717,feucht::A,rutubetli,llaith
718,nass::A,yaş,gwlyb
719,nass::A,ıslak,gwlyb
720,trocken::A,kuru,sych
721,voll::A,dolu,llawn
722,voll::A,dolmuş,llawn
723,leer::A,boş,gwag
724,offen::A,açık,agored
725,geschlossen::A,kapalı,caead
726,geschlossen::A,kapalı,caeëdig
727,sauber::A,pak,glân
728,sauber::A,temiz,glân
729,schmutzig::A,pis,budr
730,schmutzig::A,pis,brwnt
731,schmutzig::A,kirli,budr
732,schmutzig::A,kirli,brwnt
733,roh::A,çiğ,amrwd
734,reif::A,olgun,aeddfed
735,lecker::A,lezzetli,blasus
736,lecker::A,lezzetli,danteithiol
737,süß::A,tatlı,melys
738,süß::A,şekerli,melys
739,bitter::A,acı,chwerw
740,sauer::A,ekşi,sur
741,hell::A,aydınlık,disglair
742,dunkel::A,karanlık,tywyll
743,schwarz::A,kara,du
744,schwarz::A,siyah,du
745,weiß::A,ak,gwyn
746,weiß::A,beyaz,gwyn
747,rot::A,kırmızı,coch
748,gelb::A,sarı,melyn
749,blau::A,mavi,glas
750,grün::A,yeşil,gwyrdd
751,grau::A,boz,llwyd
752,bunt::A,renkli,lliwgar
753,billig::A,ucuz,rhad
754,teuer::A,pahalı,drud
755,wertvoll::A,değerli,gwerthfawr
756,blind::A,kör,dall
757,taub::A,sağır,byddar
758,kräftig::A,dinç,nerthol
759,kräftig::A,dinç,grymus
760,kräftig::A,kuvvetli,nerthol
761,kräftig::A,kuvvetli,grymus
762,stark::A,güçlü,cryf
763,stark::A,güçlü,cadarn
764,stark::A,kuvvetli,cryf
765,stark::A,kuvvetli,cadarn
766,schwach::A,zayıf,gwan
767,schwach::A,güçsüz,gwan
768,fett::A,şişman,tew
769,schlank::A,narin,main
770,hübsch::A,güzel,tlws
771,hübsch::A,sevimli,tlws
772,böse::A,kötü,drwg
773,dumm::A,aptal,twp
774,faul::A,tembel,diog
775,fleißig::A,çalışkan,dyfal
776,geizig::A,cimri,crintach
777,geizig::A,cimri,cybyddlyd
778,klug::A,zekî,deallus
779,klug::A,akıllı,deallus
780,geschickt::A,becerikli,medrus
781,geschickt::A,becerikli,deheuig
782,lieb::A,sevimli,hoff
783,lieb::A,sevimli,annwyl
784,lustig::A,neşeli,llon
785,sanft::A,nazik,mwyn
786,hungrig::A,aç,newynog
787,krank::A,hasta,sâl
788,krank::A,hasta,gwael
789,krank::A,rahatsız,sâl
790,krank::A,rahatsız,gwael
791,nackt::A,çıplak,noeth
792,traurig::A,kederli,trist
793,traurig::A,üzüntülü,trist
794,lebendig::A,canlı,yn fyw
795,gut::A,iyi,da
796,schlecht::A,kötü,drwg
797,schlecht::A,kötü,gwael
798,richtig::A,doğru,cywir
799,schlimm::A,kötü,enbyd
800,wahr::A,doğru,gwir
801,wahr::A,gerçek,gwir
802,alt::A,eski,hen
803,neu::A,yeni,newydd
804,ehemalig::A,önceki,blaenorol
805,alt[Lebewesen]::A,yaşlı,oedrannus
806,jung::A,genç,ifanc
807,arm::A,fakir,tlawd
808,reich::A,zengin,cyfoethog
809,bekannt::A,bilinen,cynefin
