,Concept_ID,ab,el
1283,bezahlen::V,ашəара,πληρώνω
1284,zahlen::V,ашəара,πληρώνω
1285,ertragen::V,ачҳара,βαστώ
1286,ertragen::V,ачҳара,αντέχω
1287,Moor::N,,έλος
1288,Kralle::N,,νύχι
1289,Schwarm::N,,σμήνος
1290,Sache::N,,πράγμα
1291,Menge::N,,ποσότητα
1292,Essen::N,,φαγητό
1293,Geschäft::N,,συναλλαγή
1294,Monat::N,,μήνας
1295,Jahr::N,,έτος
1296,Jahr::N,,χρόνος
1297,dünn::A,,ψιλός
1298,dünn::A,,λεπτός
1299,roh::A,,ωμός
1300,durch::PRP,,διά
1301,durch::PRP,,διά μέσου
1302,was::FPRN,,τι
1303,rauschen::V,,βουΐζω
1304,zu sehen sein::V,,φαίνομαι
1305,wenden::V,,γυρίζω
1306,ergreifen::V,,πιάνω
1307,ergreifen::V,,αρπάζω
1308,bewahren::V,,διατηρώ
1309,wünschen::V,,εύχομαι
1310,wiegen::V,,κουνώ
1311,wiegen::V,,νανουρίζω
1312,treten::V,,κλοτσώ
1313,kehren::V,,σκουπίζω
1314,malen::V,,ζωγραφίζω
1315,zeichnen::V,,σχεδιάζω
1316,schreiben::V,,γράφω
1317,beherrschen::V,,κυριαρχώ
