,Concept_ID,mdf,mrj
88,Regen::N,пизем,юр
89,Schnee::N,лов,лым
90,Eis::N,эй,и
91,Frost::N,ке́льме,ӱштӹ
92,Kälte::N,якшама,ӱштӹ
93,Hitze::N,пси,шокшы
94,Raureif::N,леш,пöрш
95,Regenbogen::N,а́тямъёнга,шанавӹл
96,Donner::N,атям,хӹдӹртӹш
97,Strömung::N,шудема́,йогы
98,Tropfen::N,путькс,капльы
99,Tropfen::N,путькс,капльык
100,Tropfen::N,пътняфкс,капльы
101,Tropfen::N,пътняфкс,капльык
102,Schaum::N,шов,шонг
103,Schmutz::N,ърда́з,лявӹрӓ
104,See::N,эрьхке,йӓр
105,Sumpf::N,шяй,лӱкӹ
106,Moor::N,шяй,куп
107,Wiese::N,луга,алык
108,Wald::N,вирь,шӹргӹ
109,Hügel::N,губо́р,пӱгӹрикӓ
110,Hügel::N,пандоня,пӱгӹрикӓ
111,Anhöhe::N,губо́р,кӱкшикӓ
112,Berg::N,панда,кырык
113,Gipfel::N,пря,неркӓ
114,Höhle::N,у́нда,ы́раж
115,Abhang::N,па́нда ша́ма,полом
116,Quelle::N,эшиня,вӹдсӹнзӓ
117,Bach::N,шудерькс,ӓнгӹр
118,Fluss::N,ляй,вӹд
119,Ufer::N,търва́,сир
120,Küste::N,ляйтърва́,сир
121,Festland::N,мода,мӱлӓндӹ
122,Meer::N,моря,тангыж
123,Bucht::N,ведьуське,вӹдъял
124,Insel::N,цёнга,острок
125,Blume::N,панчф,пеледӹш
126,Gras::N,тише,шуды
127,Wurzel::N,юр,важ
128,Wurzel::N,ункс,важ
129,Baum::N,шуфта,пушӓнгӹ
130,Stamm::N,ро́нга,пушӓнгӹ тӹнг
131,Rinde::N,кер,каргыж
132,Ast::N,морга,укш
133,Zweig::N,тарад,укш
134,Blatt::N,лопа,листӹ
135,Birke::N,ке́лу,куги
136,Kiefer[Baum]::N,пиче,йӓктӹ
137,Weide[Baum]::N,каль,уа
138,Tanne::N,куз,кож
139,Horn::N,сюра,шур
140,Feder::N,толга,пын
141,Fell::N,кедь,кавашты
142,Flügel::N,паця,шылдыр
143,Klaue::N,кенже,кӹч
144,Kralle::N,кенже,лапа
145,Schwanz::N,пула,пач
146,Ei::N,ал,мыны
147,Nest::N,пиза,пӹжӓш
148,Bau::N,пиза,ыраж
149,Tier::N,жува́та,во́льык
150,Herde::N,нал,кӹтö
151,Herde::N,стада,кӹтö
152,Kuh::N,скал,ышкал
153,Kuh::N,тракс,ышкал
154,Bulle::N,бука,ӱшкӱж
155,Pferd::N,лишме,имни
156,Schaf::N,уча́,шарык
157,Schwein::N,тува,сасна
158,Hund::N,пине,пи
159,Katze::N,катоня,коти
160,Katze::N,аваката,коти
161,Bär::N,офта,мöскӓ
162,Eichhörnchen::N,ур,ур
163,Elch::N,ся́рда,шарды
164,Fuchs::N,келазь,рӹвӹж
165,Hase::N,ну́мол,морен
166,Maus::N,шеер,каля
167,Wolf::N,върьгаз,пирӹ
168,Vogel::N,нармонь,кек
169,Schwarm::N,ко́вол,цуца
170,Schwarm::N,ме́швеле,цуца
171,Huhn::N,сараз,цӹвӹ
172,Hahn::N,а́тякш,ӓптӓн
173,Gans::N,маци,комбы
174,Adler::N,куцькан,кучкыж
175,Ente::N,яксярга,лыды
176,Eule::N,ко́рож,тымана
177,Kranich::N,ка́рга,тырня
178,Kranich::N,ка́рга,тыртня
179,Krähe::N,ва́рси,лудыгарак
180,Kuckuck::N,ку́ку,куку
181,Schwan::N,ло́ксти,йӱксӹ
182,Fisch::N,кал,кол
183,Barsch::N,о́кунь,алангы
184,Hecht::N,щу́ка,нуж
185,Hecht::N,щу́ка,нужгол
186,Schlange[Tier]::N,куй,кӹшкы
187,Wurm::N,сукс,шукш
188,Spinne::N,унжа́,ӓнгӹремшӹ
189,Ameise::N,панжам,кыткы
190,Laus::N,си,ти
191,Mücke::N,ся́ське,кужнер
192,Mücke::N,ся́ське,кужынер
193,Fliege::N,кару,шӹнгӓ
194,Schmetterling::N,ме́лав,лӹпӹ
195,Beere::N,и́мож,мöр
196,Apfel::N,марь,олма
197,Pilz::N,панга,понгы
198,Zwiebel::N,шурьхкя́,охыра
199,Saat::N,видьмот,нӱшмӹ
200,Saat::N,видьмот,нӱшмӱ
201,Korn::N,сёра,пӹрцӹ
202,Heu::N,тише,шуды
203,Schale::N,кедь,аваха
204,Schale::N,кедь,карлангы
205,Grube::N,лотка,йӓм
206,Falle::N,туфкс,лӱдӹ
207,Falle::N,туфкс,лӱдӹш
208,Falle::N,кунда́ма,лӱдӹ
209,Falle::N,кунда́ма,лӱдӹш
210,Schlinge::N,килькш,онгы
211,Spur::N,пильгоки́,кишӓ
212,Asche::N,кулу,ломых
213,Asche::N,кулу,ломпыж
214,Dreck::N,ърда́з,лявӹрӓ
215,Eisen::N,кшни,кӹртни
216,Gold::N,ока,шöртни
217,Gold::N,ока,шöртньӹ
218,Gold::N,золота,шöртни
219,Gold::N,золота,шöртньӹ
220,Silber::N,сия́,ши
221,Kohle::N,седь,шӱ
222,Kohle::N,седьвальмя,шӱ
223,Glas::N,кля́нцек,охоница
224,Lehm::N,сёвонь,шун
225,Sand::N,шува́р,ошма
226,Mensch::N,ломань,эдем
227,Mann::N,аля,пӱэргӹ
228,Mann::N,цёраломань,пӱэргӹ
229,Frau::N,ава,ӹдӹрӓмӓш
230,Kind::N,идь,ӓзӓ
231,Kind::N,идь,шачшы
232,Kind::N,шаба,ӓзӓ
233,Kind::N,шаба,шачшы
234,Junge::N,цёраня,рвезӹ
235,Junge::N,цёраня,ӹрвезӹ
236,Mädchen::N,стирня́,ӹдӹрӓш
237,Familie::N,тнал,йиш
238,Familie::N,тнал,семня
239,Familie::N,семья,йиш
240,Familie::N,семья,семня
241,Großvater::N,атя,тьоти
242,Großvater::N,щя́тя,тьоти
243,Großmutter::N,баба,папа
244,Eltern::N,тя́дят-а́лят,ӓтя-ӓвӓ
245,Vater::N,аля,ӓтя
246,Mutter::N,ава,ӓвӓ
247,Mutter::N,тядя,ӓвӓ
248,Sohn::N,цёра,эргӹ
249,Tochter::N,стирь,ӹдӹр
250,Bruder::N,дуган,ӹза
251,Bruder::N,пяльне,ӹза
252,Schwester::N,ака,ӓкӓ
253,Schwester::N,сазор,ӓкӓ
254,Onkel::N,оця,кугуза
255,Onkel::N,патя,кугуза
256,Onkel::N,щеня́,кугуза
257,Tante::N,ака,куака
258,Tante::N,щака,куака
259,Ehemann::N,мирде,мары
260,Ehefrau::N,ърьвя́,вӓтӹ
261,Freude::N,ке́нярдема,ӹвӹртӹмӓш
262,Gelächter::N,рахсема,ваштылмаш
263,Glück::N,паваз,пиӓл
264,Kummer::N,ризф,ясы
265,Kummer::N,пичефкс,ясы
266,Wunsch::N,мяль,охата
267,Wunsch::N,мяль,шанымаш
268,Wunsch::N,таколдома,охата
269,Wunsch::N,таколдома,шанымаш
270,Lust::N,таколдома,шӓр
271,Lust::N,таколдома,охата
272,Lust::N,таколдома,шанымаш
273,Geist::N,вайме,тух
274,Gedanke::N,мяль,шанымаш
275,Gedächtnis::N,прявий,ӓш
276,Verstand::N,прявий,ыш
277,Sinn::N,ён,кын
278,Grund::N,туфта́л,вир
279,Wahrheit::N,ви́де,тöр
280,Wahrheit::N,видеши́,тöр
281,Gespräch::N,корхтама,хытырымаш
282,Märchen::N,ёфкс,ямак
283,Erzählung::N,азкс,шайыштмаш
284,Nachricht::N,куля́,увертӓрӹмӓш
285,Neuigkeit::N,куля́,увер
286,Name::N,лем,лӹм
287,Rätsel::N,со́дама ёфкс,тышты
288,Rede::N,вал,шая
289,Rede::N,вал,шамак
290,Rede::N,корхтама,шая
291,Rede::N,корхтама,шамак
292,Sprache::N,кяль,йӹлмӹ
293,Stimme::N,вайгяль,юк
294,Wort::N,вал,шамак
295,Zeichen::N,тя́ште,палӹ
296,Zeichen::N,тя́штькс,палӹ
297,Ruf::N,тердема,сӹгӹрӹмӓш
298,Lärm::N,гайф,юкланымащ
299,Lärm::N,жалакодома,юкланымащ
300,Laut::N,вайгяль,юк
301,Ton::N,вайгяль,юк
302,Lied::N,мора,мыры
303,Ruhe::N,сетьме,тыр
304,Leute::N,ломатть,эдемвлӓ
305,Volk::N,наро́д,халык
306,Arbeit::N,тев,пӓшӓ
307,Gast::N,и́нжи,хына
308,Gast::N,ко́нак,хына
309,Geschenk::N,казне,подарка
310,Spiel::N,налхкома,мадыш
311,Spiel::N,налхксема,мадыш
312,Gesellschaft::N,кружок,йӓл
313,Gesellschaft::N,кружок,йӓлвлӓ
314,Hilfe::N,лездома,палшык
315,Freund::N,я́лга,тӓнг
316,Kamerad::N,я́лга,тос
317,Angelegenheit::N,тев,дела
318,Angelegenheit::N,тев,йела
319,Angelegenheit::N,тев,йыла
320,Angelegenheit::N,тев,пӓшӓ
321,Anzahl::N,лувкс,шот
322,Art::N,вид,цӹре
323,Stück::N,пакш,лаштык
324,Teil::N,часть,пай
325,Teil::N,часть,часть
326,Teil::N,пялькс,пай
327,Teil::N,пялькс,часть
328,Hälfte::N,пяле,пел
329,Kreis::N,шаркс,тӹртӹш
330,Kreuz::N,крёз,крестӹ
331,Linie::N,межа,
332,Linie::N,китькс,
333,Strich::N,межа,
334,Abstand::N,ётка,ло
335,Entfernung::N,ётка,ло
336,Gegend::N,ва́ста,вӓр
337,Gegend::N,перьфпя́ль,вӓр
338,Platz::N,ва́ста,вӓр
339,Ort::N,ва́ста,вӓр
340,Seite::N,пяле,öрдӹж
341,Mitte::N,кучка́,ло
342,Gegenstand::N,веща,хӓдӹр
343,Sache::N,тев,хӓдӹр
344,Sache::N,веща,хӓдӹр
345,Rand::N,пе,шöр
346,Kante::N,и́рдез,шöр
347,Ecke::N,ужа,лык
348,Spitze::N,пря,вуй
349,Ende::N,пе,вуй
350,Ende::N,пе,мычаш
351,Loch::N,варя,ыраж
352,Winkel::N,ужа,лык
353,Muster::N,сёрма,тӹрлец
354,Größe::N,серь,кӱкшӹц
355,Länge::N,кува́лма,кыт
356,Höhe::N,серь,кӱкшӹц
357,Gewicht::N,сталма,нелӹц
358,Menge::N,лувкс,шот
359,Haufen::N,мар,ара
360,Reihe::N,ряд,ряд
361,Boot::N,венеж,пыш
362,Ruder::N,миле,вешлӓ
363,Schlitten::N,ну́рда,тир
364,Ski::N,сокс,ечӹ
365,Lagerfeuer::N,то́лмар,тыл
366,Last::N,канкс,нелӹц
367,Last::N,сталма,нелӹц
368,Gang::N,молема,ход
369,Schritt::N,аськолкс,ашкыл
370,Norden::N,якшама шире,йыдпелвел
371,Süden::N,ля́мбе ши́ре,кечӹвӓлвел
372,Westen::N,ши валгома шире,кечӹ шӹцмӹ
373,Osten::N,шинь стяма шире,ирвел
374,Osten::N,шинь стяма шире,кечӹ лӱлтмӹ
375,Holz::N,вирь,пушӓнгӹ
376,Holz::N,шуфта,пушӓнгӹ
377,Brett::N,лавця,ханга
378,Platte::N,плита́,плитӓ
379,Stütze::N,неже,цӓрӓк
380,Stange::N,олга,равы
381,Stange::N,олга,намаш
382,Stock::N,байдек,панды
383,Stab::N,олгоня,равы
384,Rohr::N,турама,пыч
385,Haus::N,куд,пöрт
386,Heim::N,куд,пöрт
387,Ofen::N,пянакуд,камака
388,Fußboden::N,кия́кс,седӹрӓ
389,Tisch::N,шра,стöл
390,Tisch::N,моркш,стöл
391,Stuhl::N,стул,пöкен
392,Wiege::N,нюря́м,шипкӓ
393,Bett::N,ацам,койка
394,Bett::N,ацам,кравать
395,Regal::N,лавцяланга,полицӓ
396,Kiste::N,парга,шӱ́ндӹк
397,Fenster::N,валмья,окня
398,Tür::N,кенкш,амаса
399,Tor::N,ортат,хапка
400,Zaun::N,перяфкс,забор
401,Dach::N,кудпря,левӓш
402,Leiter::N,куцема,ташкалтыш
403,Besen::N,тяльме,сало
404,Besen::N,тяльме,салко
405,Spaten::N,ка́йме,кольмы
406,Schaufel::N,ко́поня,лоток
407,Schaufel::N,ця́рдом,лоток
408,Gabel::N,ця́нгоня,ви́лка
409,Löffel::N,куцю,савала
410,Messer::N,пеель,кӹзӹ
411,Nagel::N,эска,пыда
412,Haken::N,кя́чказ,крӱк
413,Haken::N,кя́чказ,кагак
414,Griff::N,недь,кычем
415,Griff::N,кунда́мка,кычем
416,Schloss::N,замо́к,замок
417,Schloss::N,замо́к,сыравач
418,Bild::N,карти́на,картин
419,Figur::N,ронга-понда,кӓн
420,Puppe::N,ня́ка,поханя
421,Beutel::N,кяскав,мешӓк
422,Bündel::N,кярьме,топ
423,Bündel::N,кярьме,пидӹш
424,Bündel::N,кярьме,кӹлдӹш
425,Tasche::N,кошяльня,сумкы
426,Eimer::N,ве́дарка,ведӹрӓ
427,Deckel::N,тавадкс,комдыш
428,Deckel::N,вельхкс,комдыш
429,Geschirr::N,кядьге,ӓтӹ
430,Sack::N,кяскав,мешӓк
431,Tasse::N,ша́ваня,цӓшкӓ
432,Topf::N,кавозь,ми́ска
433,Kessel::N,сргавозь,пад
434,Essen::N,ярхцама,качкыш
435,Essen::N,ярхцама,качкыш-йӱш
436,Nahrung::N,ярхцампяль,качкыш
437,Nahrung::N,ярхцампяль,качкыш-йӱш
438,Speise::N,ярхцама,няня
439,Fleisch::N,пал,пай
440,Fleisch::N,сиволь,пай
441,Getreide::N,сёра,киндӹ
442,Brei::N,ям,шӹрӓш
443,Brot::N,кши,сыкыр
444,Scheibe::N,кочам,ламыт
445,Scheibe::N,кочам,лаштык
446,Fett::N,куя́,кая
447,Butter::N,вай,ӱ
448,Öl::N,вай,ӱ
449,Salz::N,сал,санзал
450,Suppe::N,шонгарям,лем
451,Suppe::N,коршампяль,лем
452,Honig::N,медь,мӱ
453,Milch::N,лофца,шӹшер
454,Tee::N,чай,чӓй
455,Leder::N,кедь,шарга
456,Leder::N,кедь,кавашты
457,Wolle::N,пона,миж
458,Stoff::N,котф,матер
459,Stoff::N,котф,матери
460,Nadel::N,салмокс,им
461,Faden::N,сюре,шӹртӹ
462,Knopf::N,пуня,полдыш
463,Knoten::N,сюлма,пӱкшем
464,Farbe::N,архтомбяль,чиӓ
465,Farbe::N,архтомбяль,крӓскӓ
466,Kleidung::N,щам,выргем
467,Hemd::N,па́нар,тыгыр
468,Kragen::N,сиве,шӱ
469,Ärmel::N,ожа,шокш
470,Hose::N,понкст,ялаш
471,Gürtel::N,каркс,ӹштӹ
472,Mütze::N,вазь,упш
473,Schuh::N,башма́к,ту́фльы
474,Stiefel::N,кя́ме,кем
475,Ring::N,суркс,шӓргӓш
476,Band::N,керькс,лемтӓ
477,Band::N,лента,лемтӓ
478,Kamm::N,сюрьхцем,шерге
479,Spiegel::N,ванома,тӹгӹр
480,Riemen::N,шнань каркс,прӓжӓ
481,Schnur::N,пикс,кӓндӹра
482,Schnur::N,карькскя,кӓндӹра
483,Leine::N,вядьме,керем
484,Decke::N,вельхкс,одеял
485,Kissen::N,тоду,кӹпцӹк
486,Tuch::N,руця́,савыц
487,Handtuch::N,на́рдама,шӹргӹсавыц
488,Handtuch::N,на́рдама,шӹргӹмсавыц
489,Kraft::N,вий,ви
490,Stärke::N,вииши,ви
491,Gesundheit::N,шумбраши́,шу
492,Gesundheit::N,шумбраши́,шулык
493,Krankheit::N,урма́,мыж
494,Krankheit::N,сярядема,мыж
495,Schmerz::N,маряма,карштыш
496,Wunde::N,керф,шушыр
497,Fieber::N,маштыкс,ӱштӹмыж
498,Arznei::N,надо́бья,лекӓрцӹ
499,Arznei::N,пъчка́фтома,лекӓрцӹ
500,Brücke::N,седь,кӹвер
501,Brunnen::N,эши,вӹдсӹнзӓ
502,Weide::N,ванома васта,ныр
503,Pfad::N,ян,ялгорны
504,Pfad::N,киня́,ялгорны
505,Weg::N,ки,корны
506,Straße::N,ки,корны
507,Dorf::N,веле,сола
508,Stadt::N,ош,города
509,Brief::N,сёрма,сирмӓш
510,Buch::N,книга,книгӓ
511,Buchstabe::N,бу́ква,буква́
512,Zeitung::N,газе́та,газет
513,Zeitung::N,газе́та,кайзет
514,Leben::N,эряф,житя
515,Leben::N,эряма,житя
516,Tod::N,кулома́,смöрт
517,Grab::N,калма,шӹгер
518,Grab::N,калма,мыгилӓ
519,Grab::N,калма,шӹгерлӓ
520,Kirche::N,це́рькав,церкӹ
521,Sünde::N,пежеть,сулык
522,Sünde::N,муворкс,сулык
523,Gott::N,шкай,йымы
524,Arbeiter::N,трудендай,пӓшӓзӹ
525,Arbeiter::N,работник,пӓшӓзӹ
526,Chef::N,азор,вуй
527,Chef::N,оцюня,вуй
528,Meister::N,мастяр,мастар
529,Arzt::N,врач,доктор
530,Arzt::N,доктор,доктор
531,Lehrer::N,учи́тель,тымдышы
532,Geld::N,ярмакт,окса
533,Geschäft::N,ладяфкс,торге́йӹмӓш
534,Geschäft::N,ладяф тев,торге́йӹмӓш
535,Laden::N,ла́вка,лапка
536,Laden::N,ла́вка,магазин
537,Preis::N,питне,ӓк
538,Ware::N,миф,товар
539,Ware::N,ра́маф,товар
540,Nutzen::N,пара,пайда
541,Nutzen::N,лезкс,пайда
542,Reichtum::N,ко́зяши,перке
543,Welt::N,свет,сӓндӓлӹк
544,Welt::N,свет,свет
545,Land::N,мастор,сӓндӓлӹк
546,Staat::N,государства,кугижӓншӹ
547,König::N,король,король
548,Macht::N,азорондама,власть
549,Macht::N,азорксши,власть
550,Grenze::N,ёткаян,пӹсмӓн
551,Krieg::N,война́,вырсы
552,Feind::N,душман,тышман
553,Feind::N,каршек тюри,тышман
554,Gewalt::N,наругама,ви
555,Kampf::N,тюрема́,кредӓлмӓш
556,Bogen[Waffe]::N,нал,янгеж
557,Pfeil::N,нал,пикш
558,Gewehr::N,винто́вка,пичӓл
559,Fehler::N,эльбядькс,самынь
560,Lüge::N,васькафнема,шая
561,Schaden::N,зия́н,вре́дӓ
562,Unglück::N,зия́н,пёда
563,Unglück::N,зия́н,тымаша
564,Schuld::N,муворши,вуйнамат
565,Alter::N,эряф кизот,иӓш
566,Alter::N,эряф кизот,игечӹ
567,Alter::N,эряфонь пинге,иӓш
568,Alter::N,эряфонь пинге,игечӹ
569,Schluss::N,пе,пӹтӓртӹш
570,Zeit::N,пинге,веремӓ
571,Tag::N,ши,кечӹ
572,Morgen::N,шобдава,ир
573,Morgen::N,шобдава,ирок
574,Mittag::N,шикучка,кечӹвӓл
575,Abend::N,иля́дь,вады
576,Nacht::N,ве,йыд
577,Woche::N,недя́ля,ӓрня
578,Monat::N,ков,тӹ́лзӹ
579,Jahr::N,киза,год
580,Frühling::N,тунда́,шошым
581,Sommer::N,киза,кӓнгӹж
582,Herbst::N,сёксе,шӹжӹ
583,Winter::N,тяла,тел
584,Winter::N,тяла,телӹ
585,Januar::N,кельмеков,январ
586,Januar::N,кельмеков,январь
587,Februar::N,уфайков,февраль
588,März::N,марайков,март
589,April::N,шудиков,апрель
590,Mai::N,панжиков,май
591,Juni::N,лямбеков,июнь
592,Juli::N,псиков,июль
593,August::N,сёроньков,август
594,September::N,тюжягов,сентябрь
595,Oktober::N,кельмазаков,октябрь
596,November::N,эйндамков,ноябрь
597,Dezember::N,кучкаков,декавыр
598,Montag::N,одговши,шачмы
599,Dienstag::N,ша́вши,кышкыжмы
600,Mittwoch::N,вержи,вӹрчегӹ
601,Donnerstag::N,шува́ланя,изӓрня
602,Freitag::N,пя́денця,когарня
603,Samstag::N,ёткши,кукшыгечӹ
604,Sonntag::N,таргоши,рушӓрня
605,groß::A,оцю,кого
606,klein::A,ёмла,изи
607,lang::A,кува́ка,кужы
608,kurz::A,нюрьхкя́ня,кӹтӹк
609,breit::A,кели,кымда
610,schmal::A,тяйня,ӓнгӹсӹр
611,dicht::A,сиде,шӹре
612,dicht::A,туста,шӹре
613,dick[Gegenstand]::A,эчке,кӹжгӹ
614,dünn::A,шува́ня,вӹцкӹж
615,fein::A,шува́ня,пыльга
616,fest::A,кеме,цаткыды
617,flach::A,лапш,тӓлякӓ
618,glatt::A,вадяв,ягылгы
619,glatt::A,такор,ягылгы
620,hart::A,калгода,пингӹдӹ
621,weich::A,ляпе,пышкыды
622,rund::A,кру́глай,тӹртӹш
623,spitz::A,ботаз,кашар
624,spitz::A,оржа,кашар
625,scharf::A,оржа,кашар
626,stumpf::A,ношка,нӹшкӹ
627,schwer::A,стака,нелӹ
628,schön::A,мазы,цевер
629,schön::A,мазы,олмыдшы
630,heiß::A,пси,шокшы
631,warm::A,лямбе,шокшы
632,kalt::A,кельме,ӱштӹ
633,kühl::A,эше,юалгы
634,kühl::A,эше,йонгата
635,frisch::A,свежай,йонгата
636,feucht::A,летьке,ӹлӹкшӹ
637,feucht::A,летьке,вӹдӹжгӹ
638,nass::A,начка,начкы
639,trocken::A,коське,кукшы
640,voll::A,пяшксе,темшӹ
641,voll::A,пяшксе,темыман
642,leer::A,шава,йӓрӓ
643,offen::A,панжада,виш
644,offen::A,виде,виш
645,geschlossen::A,пякстаф,чӱчмӹ
646,geschlossen::A,пякстаф,тӹкӹлӓлтшӹ
647,geschlossen::A,сёлгф,чӱчмӹ
648,geschlossen::A,сёлгф,тӹкӹлӓлтшӹ
649,sauber::A,ару,ире
650,schmutzig::A,рда́зу,шоран
651,schmutzig::A,рда́зу,лявӹрӓн
652,schmutzig::A,рда́зу,шорангшы
653,schmutzig::A,пя́ндра,шоран
654,schmutzig::A,пя́ндра,лявӹрӓн
655,schmutzig::A,пя́ндра,шорангшы
656,roh::A,верок,пеле кӱшӹ
657,reif::A,ке́нерьф,кӱшӹ
658,lecker::A,танцти,тотан
659,süß::A,ламбама,мӱӓн
660,bitter::A,сяпи,качы
661,sauer::A,шапама,шапы
662,hell::A,валда,соты
663,hell::A,валда,валгыды
664,dunkel::A,шобда,пӹц
665,dunkel::A,шобда,пӹцкемӹш
666,schwarz::A,равжа,шим
667,weiß::A,акша,ош
668,weiß::A,акша,ошы
669,rot::A,якстерь,якшаргы
670,gelb::A,тюжя́,сар
671,gelb::A,тюжя́,сары
672,blau::A,сенем,симсӹ
673,grün::A,пиже,ыжар
674,grün::A,сянгяря,ыжар
675,grau::A,уле,луды
676,bunt::A,сёрмав,ала
677,billig::A,у́цез,шулдаш
678,billig::A,аф пи́тни,шулдаш
679,teuer::A,пи́тни,шергӹ
680,teuer::A,пи́тни,шергӓкӓн
681,wertvoll::A,питни,ӓкӓн
682,blind::A,сокор,слöпöй
683,blind::A,сокор,сльöпöй
684,taub::A,пярав,тӱтӱк
685,kräftig::A,пяк вии,виӓн
686,stark::A,вии,виӓн
687,schwach::A,лафча,шава
688,schwach::A,лафча,лӹпкӓ
689,schwach::A,лафча,слабка
690,fett::A,куя́,таза
691,schlank::A,виде ронга,яштака
692,hübsch::A,мазы,сӹлнӹ
693,hübsch::A,мазы,олмыдшы
694,böse::A,кяжи,шӹдӓн
695,dumm::A,аф ёню,окмак
696,dumm::A,шава пря,окмак
697,faul::A,нола,ялахай
698,fleißig::A,ку́лхцонды,пӓшам яратышы
699,geizig::A,кирьжя,шык
700,geizig::A,жаднай,шык
701,klug::A,ёню,ышан
702,klug::A,пря́ви,ышан
703,geschickt::A,маштозь тиф,мастар
704,lieb::A,цебярь,тыри
705,lustig::A,ра́хси,мындыр
706,lustig::A,ра́хси,сусу
707,sanft::A,сетьме,йӹвӹжӓ
708,hungrig::A,вача,шужышы
709,hungrig::A,вачеда,шужышы
710,krank::A,сяряди,церлӹ
711,krank::A,сяряди,хворой
712,nackt::A,штада,цӓрӓ
713,nackt::A,кърхтапа,цӓрӓ
714,traurig::A,ла́жнай,сы́лыкан
715,traurig::A,ла́жнай,кымы́лдымы
716,lebendig::A,эряй,живой
717,gut::A,пара,яжо
718,gut::A,цебярь,яжо
719,schlecht::A,кальдяв,уда
720,schlecht::A,кальдяв,худа
721,richtig::A,виде,вургамла
722,schlimm::A,кальдяв,йӹрнык
723,wahr::A,афкуксонь,настоящий
724,wahr::A,афкуксонь,настояшый
725,alt::A,ташта,шонгы
726,neu::A,од,у
727,ehemalig::A,и́нгольдень,тошты
728,alt[Lebewesen]::A,сире,ӹлалшӹ
729,jung::A,од,нöргӹ
730,jung::A,од,молода
731,arm::A,а́шу,укеӓн
732,reich::A,козя,паян
733,reich::A,козя,пурлыкан
734,bekannt::A,содаф,палӹмӹ
735,berühmt::A,содавикс,лӹмлы
736,fremd::A,лия,эдемӹн
737,fremd::A,аф содаф,эдемӹн
738,verschieden::A,аф фкя ла́цонь,тӹрлӹ
739,nah::A,мала,лишӹл
