,Concept_ID,ca,nl
685,blind::A,cec,blind
686,taub::A,sord,doof
687,kräftig::A,fort,krachtig
688,kräftig::A,vigorós,krachtig
689,stark::A,fort,sterk
690,schwach::A,feble,zwak
691,fett::A,gras,vet
692,schlank::A,esvelt,slank
693,hübsch::A,maco,leuk
694,böse::A,dolent,kwaad
695,dumm::A,ximple,dom
696,dumm::A,estúpid,dom
697,faul::A,gandūl,lui
698,faul::A,mandrós,lui
699,fleißig::A,diligēnt,vlijtig
700,geizig::A,avar,gierig
701,klug::A,intel·ligent,slim
702,klug::A,intel·ligent,schrander
703,klug::A,intel·ligent,verstandig
704,geschickt::A,hàbil,handig
705,geschickt::A,hàbil,vaardig
706,lieb::A,amat,lief
707,lieb::A,estimat,lief
708,lustig::A,alegre,vrolijk
709,sanft::A,suau,zacht
710,hungrig::A,afamat,hongerig
711,krank::A,malālt,ziek
712,nackt::A,nu,naakt
713,traurig::A,trist,treurig
714,traurig::A,trist,bedroefd
715,lebendig::A,viu,levend
716,gut::A,bo,goed
717,schlecht::A,dolēnt,slecht
718,richtig::A,just,juist
719,richtig::A,correcte,juist
720,schlimm::A,greu,erg
721,schlimm::A,greu,kwaad
722,wahr::A,vertader,waar
723,wahr::A,veritable,waar
724,alt::A,vell,oud
725,neu::A,nou,nieuw
726,ehemalig::A,antic,voormalig
727,alt[Lebewesen]::A,vell,oud
728,jung::A,jove,jong
729,arm::A,pobre,arm
730,reich::A,ric,rijk
731,bekannt::A,conegut,bekend
732,berühmt::A,famós,beroemd
733,fremd::A,estrany,vreemd
734,verschieden::A,diferent,verscheiden
735,verschieden::A,diferent,verschillend
736,nah::A,pròxim,nabij
737,nah::A,pròxim,nabijgelegen
738,fern::A,llunyà,ver
739,fern::A,distant,ver
740,linker::A,esquerre,linker
741,rechter::A,dret,rechter
742,anderer::A,altre,andere
743,erster::A,primer,eerste
744,zweiter::A,segon,tweede
745,dritter::A,tercer,derde
746,letzter::A,últim,laatste
747,allein::ADV,sol,alleen
748,auf einmal::ADV,d'una vegada,ineens
749,auf einmal::ADV,d'una vegada,tegelijk
750,zusammen::ADV,junt,samen
751,zusammen::ADV,junt,bijeen
752,lange::ADV,molt de temps,lang
753,plötzlich::ADV,de cop,eensklaps
754,plötzlich::ADV,de cop,plotsklaps
755,plötzlich::ADV,de sobte,eensklaps
756,plötzlich::ADV,de sobte,plotsklaps
757,sofort::ADV,de seguida,terstond
758,sofort::ADV,de seguida,aanstonds
759,sofort::ADV,de seguida,onmiddelijk
760,später::ADV,més tard,later
761,jetzt::ADV,ara,nu
762,jetzt::ADV,ara,nou
763,jetzt::ADV,ara,thans
764,heute::ADV,avūi,heden
765,heute::ADV,avūi,vandaag
766,morgen::ADV,demà,morgen
767,bald::ADV,aviāt,gauw
768,bald::ADV,aviāt,weldra
769,dann::ADV,després,dan
770,dann::ADV,després,toen
771,gestern::ADV,ahir,gisteren
772,einst::ADV,anteriorment,eens
773,damals::ADV,llavōrs,toen
774,damals::ADV,llavōrs,destijds
775,damals::ADV,aleshores,toen
776,damals::ADV,aleshores,destijds
777,danach::ADV,després,daarna
778,vorher::ADV,abāns,vooraf
779,vorher::ADV,abāns,van tevoren
780,zuerst::ADV,primer,eerst
781,zuerst::ADV,primer,het eerst
782,einmal::ADV,una vegada,eens
783,einmal::ADV,una vegada,eenmaal
784,manchmal::ADV,de vegades,soms
785,oft::ADV,sovint,vaak
786,oft::ADV,sovint,dikwijls
787,immer::ADV,sempre,altijd
788,niemals::ADV,no ... mai,nooit
789,hier::ADV,aquí,hier
790,hierhin::ADV,per aquí,hierheen
791,von hier::ADV,des d'aquí,van hier
792,von hier::ADV,des d'aquí,hiervandaan
793,dort::ADV,allí,daar
794,dort::ADV,allí,ginds
795,dorthin::ADV,hi,daarheen
796,geradeaus::ADV,tot dret,rechtuit
797,geradeaus::ADV,tot dret,rechtdoor
798,vorwärts::ADV,endavānt,vooruit
799,vorwärts::ADV,endavānt,voorwaarts
800,rückwärts::ADV,endarrera,achteruit
801,rückwärts::ADV,endarrera,achterwaarts
802,zurück::ADV,darrere,terug
803,unten::ADV,a baix,beneden
804,unten::ADV,a baix,onderaan
805,hinab::ADV,cap avall,omlaag
806,hinab::ADV,cap avall,naar beneden
807,oben::ADV,dalt,boven
808,hinauf::ADV,cap amunt,omhoog
809,hinauf::ADV,cap amunt,naar boven
810,überall::ADV,pertot,alom
811,überall::ADV,pertot,overal
812,überall::ADV,per tot arreu,alom
813,überall::ADV,per tot arreu,overal
814,nicht::ADV,no,niet
815,ein wenig::ADV,una mica,wat
816,kaum::ADV,a penes,amper
817,kaum::ADV,a penes,nauwelijks
818,sehr::ADV,molt,erg
819,sehr::ADV,molt,zeer
820,so::ADV,així,zo
821,noch::ADV,encara,nog
822,nur::ADV,només,maar
823,nur::ADV,només,alleen
824,schon::ADV,ja,al
825,schon::ADV,ja,reeds
826,wieder::ADV,de nou,weer
827,wieder::ADV,de nou,terug
828,vergebens::ADV,en va,vergeefs
829,vergebens::ADV,en va,tevergeefs
830,vor::PRP,davānt,voor
831,vor::PRP,enfront de,voor
832,hinter::PRP,darrera,achter
833,unter::PRP,sota,onder
834,unter::PRP,sota,beneden
835,durch::PRP,per,door
836,neben::PRP,al costāt de,naast
837,zwischen::PRP,entre,tussen
838,wegen::PRP,a causa de,wegens
839,wegen::PRP,a causa de,vanwege
840,dies::PRN,aquest,dit
841,das::PRN,això,dat
842,alles::PRN,tot,alles
843,ich::PRN,jo,ik
844,du::PRN,tu,je
845,du::PRN,tu,jij
846,er::PRN,ell,hij
847,wir::PRN,nosaltres,we
848,wir::PRN,nosaltres,wij
849,ihr::PRN,vosaltres,jullie
850,sie::PRN,ells,ze
851,sie::PRN,ells,zij
852,sie::PRN,elles,ze
853,sie::PRN,elles,zij
854,was::FPRN,què,wat
855,wer::FPRN,qui,wie
856,wo::FADV,on,waar
857,wohin::FADV,cap a on,waarheen
858,wie::FADV,com,hoe
859,warum::FADV,per què,waarom
860,wieviel::FNUM,quant,hoeveel
861,eins::NUM,u,één
