,Concept_ID,av,tt
247,Gelächter::N,релъи,көлеш
248,Glück::N,талихӏ,бәхет
249,Glück::N,талихӏ-рохел,бәхет
250,Kummer::N,хӏалкъай,хәсрәт
251,Wunsch::N,къасд,теләк
252,Lust::N,гъира,теләк
253,Lust::N,гъира,теләү
254,Geist::N,чӏанкӏ,рух
255,Geist::N,рухӏ-жан,рух
256,Gedanke::N,пикру,уй
257,Gedanke::N,пикру,фикер
258,Verstand::N,лумалъи,акыл
259,Verstand::N,цӏодорлъи,акыл
260,Sinn::N,магӏна,мәгънә
261,Grund::N,багьана,сәбәп
262,Wahrheit::N,ритӏухълъи,хак
263,Gespräch::N,накъит,әңгәмә
264,Märchen::N,маргьа,әкият
265,Erzählung::N,къиса,хикәя
266,Nachricht::N,хабар,хәбәр
267,Neuigkeit::N,хабар-гӏазаб,яңалык
268,Name::N,цӏар,исем
269,Rätsel::N,бицанкӏо,табышмак
270,Rede::N,речь,нотык
271,Rede::N,калам,нотык
272,Sprache::N,мацӏ,тел
273,Stimme::N,гьаракь,тавыш
274,Wort::N,рагӏи,сүз
275,Zeichen::N,ишара,ишарә
276,Zeichen::N,гӏаламат,ишарә
277,Ruf::N,ахӏи,дәшү
278,Lärm::N,хъуй,шау
279,Lärm::N,хъуди,шау
280,Laut::N,гьаракь,аваз
281,Laut::N,сас,аваз
282,Lied::N,кечӏ,җыр
283,Ruhe::N,рахӏат,тынлык
284,Leute::N,гӏадамал,халык
285,Volk::N,халкъ,халык
286,Arbeit::N,хӏалтӏи,эш
287,Arbeit::N,хӏалтӏи,хезмәт
288,Gast::N,гьобол,кунак
289,Geschenk::N,сайигъат,бүләк
290,Spiel::N,хӏай,уен
291,Spiel::N,расанди,уен
292,Gesellschaft::N,жамагӏат,җәмгыять
293,Hilfe::N,кумек,ярдәм
294,Hilfe::N,кумек,булышлык
295,Freund::N,гьудул,дус
296,Kamerad::N,гьалмагъ,иптәш
297,Angelegenheit::N,къваригӏел,эш
298,Anzahl::N,рикӏкӏен,микъдар
299,Art::N,жинс,төр
300,Stück::N,кесек,кисәк
301,Teil::N,пай,өлеш
302,Hälfte::N,бащдаб,ярым
303,Kreis::N,гор,түгәрәк
304,Kreuz::N,хъанч,хач
305,Kreuz::N,хъанч,тәре
306,Linie::N,мухъ,сызык
307,Strich::N,хӏучч,сызык
308,Abstand::N,манзил,ара
309,Entfernung::N,манзил,ераклык
310,Gegend::N,рахъ,урын
311,Platz::N,бакӏ,бушлык
312,Ort::N,бакӏ,урын
313,Seite::N,рахъ,як
314,Mitte::N,бакьулъбакӏ,урта
315,Gegenstand::N,жо,нәрсә
316,Sache::N,жо,нәрсә
317,Rand::N,мицӏир,чит
318,Kante::N,рагӏал,кырый
319,Kante::N,рагӏа-ракьан,кырый
320,Ecke::N,цили,почмак
321,Spitze::N,тӏогь,оч
322,Ende::N,кӏал,азак
323,Loch::N,каратӏ,тишек
324,Muster::N,накъиш,парча
325,Größe::N,кӏодо́лъи,зурлык
326,Länge::N,халалъи,озынлык
327,Höhe::N,борхалъи,биеклек
328,Gewicht::N,бакӏлъи,авырлык
329,Haufen::N,гъуни,өем
330,Reihe::N,ирга́,рәт
331,Boot::N,раса,каек
332,Boot::N,раса,көймә
333,Ruder::N,раххан,ишкәк
334,Schlitten::N,чанагъ,чана
335,Ski::N,лыжаби,чаңгы
336,Lagerfeuer::N,цӏа,костёр
337,Last::N,бакӏлъи,йөк
338,Gang::N,хьвади,йөреш
339,Gang::N,хьвада-чӏвади,йөреш
340,Schritt::N,гали,адым
341,Norden::N,шимал,төньяк
342,Süden::N,юг,көньяк
343,Süden::N,къибла,көньяк
344,Westen::N,гъарб,көнбатыш
345,Westen::N,магъриб,көнбатыш
346,Osten::N,шаркъ,шәрык
347,Osten::N,шаркъ,көнчыгыш
348,Osten::N,машрикъ,шәрык
349,Osten::N,машрикъ,көнчыгыш
350,Holz::N,цӏул,агач
351,Brett::N,хъарщи,такта
352,Platte::N,къоно,плитә
353,Stange::N,гӏер,колга
354,Stock::N,тӏил,таяк
355,Stab::N,гӏер,таяк
356,Rohr::N,турба,торба
357,Haus::N,ригь,өй
358,Haus::N,ригь,йорт
359,Haus::N,рукъзал,өй
360,Haus::N,рукъзал,йорт
361,Heim::N,рукъ,гаилә
362,Heim::N,рукъ,нәсел
363,Ofen::N,печь,мич
364,Fußboden::N,чӏабар,идән
365,Tisch::N,стол,өстәл
366,Stuhl::N,бакӏу,утыргыч
367,Wiege::N,кини,бишек
368,Bett::N,кровать,ятак
369,Bett::N,кровать,урын-җир
370,Regal::N,хъарщи,киштә
371,Regal::N,хъарщи,шүрлек
372,Kiste::N,ящик,әрҗә
373,Kiste::N,тӏалагъуд,әрҗә
374,Fenster::N,гордо,тәрәзә
375,Tür::N,нуцӏа,ишек
376,Tor::N,каву,капка
377,Zaun::N,раци,койма
378,Dach::N,тӏох,түбә
379,Leiter::N,мали,баскыч
380,Besen::N,жул,себерке
381,Spaten::N,бел,көрәк
382,Schaufel::N,раххан,көрәк
383,Gabel::N,гӏучӏ,чәннечке
384,Löffel::N,гъуд,кашык
385,Messer::N,нус,пычак
386,Nagel::N,магӏ,кадак
387,Netz::N,гьин,челтәр
388,Haken::N,гъанцӏа,ыргак
389,Griff::N,гӏоркь,тотка
390,Schloss::N,кӏулал,йозак
391,Bild::N,сурат,рәсем
392,Bild::N,сурат,картина
393,Puppe::N,нани,курчак
394,Beutel::N,таргьа,луза
395,Bündel::N,къай,бәйләм
396,Tasche::N,сумка,букча
397,Tasche::N,къвачӏа,букча
398,Eimer::N,ведро,чиләк
399,Deckel::N,тӏалъел,капкач
400,Deckel::N,дадитӏалъел,капкач
401,Geschirr::N,цӏарагӏ,савыт-саба
402,Geschirr::N,цӏарагӏ,кашык-аяк
403,Sack::N,хъап,капчык
404,Sack::N,къандалъо,капчык
405,Tasse::N,чашка,чынаяк
406,Topf::N,хьаг,чүлмәк
407,Kessel::N,хьаг,казан
408,Kessel::N,гереги,казан
409,Essen::N,тӏагӏам,ашау
410,Nahrung::N,квен,азык
411,Nahrung::N,квен,тәгам
412,Nahrung::N,квен,ашамлык
413,Speise::N,квен,ризык
414,Fleisch::N,гьан,ит
415,Getreide::N,бугӏа-ролъ,ашлык
416,Getreide::N,могьолабл_культураби,ашлык
417,Brei::N,карщ,ботка
418,Brot::N,чед,ипи
419,Brot::N,чед,икмәк
420,Scheibe::N,мочӏу,телем
421,Fett::N,беэнлъи,май
422,Butter::N,нах,май
423,Öl::N,нах,май
424,Salz::N,цӏам,тоз
425,Suppe::N,чурпа,шулпа
426,Honig::N,гьоцӏо,бал
427,Milch::N,рахь,сөт
428,Tee::N,чай,чәй
429,Leder::N,тӏом,күн
430,Wolle::N,квас,йон
431,Stoff::N,ххам,тукыма
432,Nadel::N,рокӏкӏен,энә
433,Faden::N,кун,җеп
434,Knopf::N,маргъал,төймә
435,Knoten::N,гарацӏ,төен
436,Farbe::N,релъен,буяу
437,Kleidung::N,ретӏел,кием
438,Hemd::N,гурде,күлмәк
439,Kragen::N,габур,яка
440,Ärmel::N,къвал,җиң
441,Hose::N,тӏажу,чалбар
442,Gürtel::N,рачел,билбау
443,Mütze::N,тӏагъур,бүрек
444,Stiefel::N,этек,итек
445,Stiefel::N,чакма,итек
446,Ring::N,баргъич,балдак
447,Band::N,лента,тасма
448,Kamm::N,гьоркьо,тарак
449,Spiegel::N,матӏу,көзге
450,Riemen::N,рижу,каеш
451,Decke::N,одея́ло,юрган
452,Kissen::N,къандалъо,мендәр
453,Tuch::N,квархьи,яулык
454,Handtuch::N,беркӏалрацӏцӏ,сөлгә
455,Kraft::N,гуч,егәр
456,Kraft::N,гуч,дәрман
457,Kraft::N,къуват,егәр
458,Kraft::N,къуват,дәрман
459,Stärke::N,хӏалкӏвей,көч
460,Stärke::N,хӏалкӏвей,дәрман
461,Gesundheit::N,сахлъи́,саулык
462,Krankheit::N,унти,чир
463,Krankheit::N,унти,хаста
464,Krankheit::N,унти,сырхау
465,Krankheit::N,щокълъи,чир
466,Krankheit::N,щокълъи,хаста
467,Krankheit::N,щокълъи,сырхау
468,Schmerz::N,унти,авырту
469,Wunde::N,ругъун,яра
470,Wunde::N,ругъун,җәрәхәт
471,Fieber::N,цӏа-кан,бизгәк
472,Arznei::N,дару,дару
473,Brücke::N,кьо,күпер
474,Brunnen::N,гъуй,кое
475,Weide::N,рицӏцӏ,утлавык
476,Weide::N,лъичӏирма,утлавык
477,Weide::N,гӏурдаллъи,утлавык
478,Weide::N,ри́цӏигъветӏ,утлавык
479,Weide::N,рицӏцӏигъветӏ,утлавык
480,Pfad::N,сухъмахъ,сукмак
481,Weg::N,нух,юл
482,Straße::N,нух,урам
483,Dorf::N,росу,авыл
484,Stadt::N,шагьар,шәһәр
485,Brief::N,кагъат,хат
486,Brief::N,рисалат,хат
487,Buch::N,тӏехь,китап
488,Buchstabe::N,хӏарп,хәреф
489,Zeitung::N,газет,газет
490,Zeitung::N,газет,газета
491,Leben::N,яшав,гомер
492,Leben::N,яшав,тормыш
493,Leben::N,яшав,тереклек
494,Tod::N,хвел,үлем
495,Grab::N,хоб,гүр
496,Grab::N,хоб,кабер
497,Kirche::N,килиса,чиркәү
498,Sünde::N,хӏакъ,язык
499,Sünde::N,хӏакъ,гөнаһ
500,Sünde::N,мунагь,язык
501,Sünde::N,мунагь,гөнаһ
502,Gott::N,бичас,алла
503,Gott::N,бичас,ходай
504,Gott::N,аллагь,алла
505,Gott::N,аллагь,ходай
506,Arbeiter::N,хӏалтӏухъан,эшче
507,Chef::N,хӏаким,башлык
508,Chef::N,начальник,башлык
509,Meister::N,устар,оста
510,Meister::N,мастер,оста
511,Meister::N,махщалилав,оста
512,Arzt::N,жайрахӏ,врач
513,Arzt::N,жайрахӏ,табиб
514,Lehrer::N,мугӏалим,укытучы
515,Lehrer::N,мугӏалим,мөгаллим
516,Geld::N,гӏарац,акча
517,Laden::N,тукен,кибет
518,Laden::N,тукен,магазин
519,Preis::N,багьа,бәя
520,Preis::N,багьа,бәһа
521,Ware::N,къайи,товар
522,Nutzen::N,мунпагӏат,файда
523,Reichtum::N,бечелъи,байлык
524,Welt::N,дуниял,дөнья
525,Land::N,улка,ил
526,Land::N,икълим,ил
527,Staat::N,пачалихъ,дәүләт
528,König::N,пача,патша
529,König::N,малик,патша
530,König::N,къирал,патша
531,König::N,падишагь,патша
532,Macht::N,кверщел,хакимият
533,Grenze::N,гӏорхъи,чик
534,Krieg::N,рагъ,сугыш
535,Feind::N,тушман,дошман
536,Gewalt::N,зулму,көчләү
537,Kampf::N,къеркьей,көрәш
538,Bogen[Waffe]::N,газаргъо,җәя
539,Pfeil::N,чӏор,ук
540,Gewehr::N,туманкӏ,мылтык
541,Fehler::N,гъалатӏ,хата
542,Lüge::N,гьереси,ялган
543,Schaden::N,зиян,зыян
544,Schaden::N,зиян,зарар
545,Schaden::N,зарал,зыян
546,Schaden::N,зарал,зарар
547,Unglück::N,балагь,бәла
548,Schuld::N,гӏайиб,гаеп
549,Alter::N,гӏумру,яшь
550,Schluss::N,ахир,ахыр
551,Zeit::N,заман,заман
552,Tag::N,къо,көн
553,Morgen::N,радалмех,иртә
554,Mittag::N,къадемех,өйлә
555,Abend::N,релъедамех,кич
556,Nacht::N,сордо,төн
557,Woche::N,анкь,атна
558,Monat::N,моцӏ,ай
559,Jahr::N,сон,ел
560,Jahr::N,лъагӏел,ел
561,Frühling::N,их,яз
562,Sommer::N,рии,җәй
563,Herbst::N,хасалихълъи,көз
564,Winter::N,кьин,кыш
565,Januar::N,январь,гыйнвар
566,Februar::N,февра́ль,февраль
567,März::N,март,март
568,April::N,апрель,апрель
569,Mai::N,май,май
570,Juni::N,июнь,июнь
571,Juli::N,июль,июль
572,August::N,август,август
573,September::N,сентябрь,сентябрь
574,Oktober::N,октябрь,октябрь
575,November::N,ноябрь,ноябрь
576,Dezember::N,декабрь,декабрь
577,Montag::N,итни,дүшәмбе
578,Dienstag::N,талат,сишәмбе
579,Mittwoch::N,арбагӏ,чәршәмбе
580,Donnerstag::N,хамиз,атнакич
581,Donnerstag::N,хамиз,пәнҗешәмбе
582,Freitag::N,рузман,җомга
583,Samstag::N,щамат,шимбә
584,Sonntag::N,гьатӏан,якшәмбе
585,groß::A,кӏудияб,зур
586,klein::A,гьитӏинаб,кечкенә
587,lang::A,халатаб,озын
588,kurz::A,къокъаб,кыска
589,breit::A,гӏебаб,киң
590,schmal::A,къваридаб,кысык
591,dicht::A,ризаб,куе
592,dick[Gegenstand]::A,бицатаб,калын
593,dünn::A,тӏеренаб,нечкә
594,fein::A,тӏеренаб,нәзакәтле
595,fest::A,къвакӏараб,нык
596,flach::A,чӏепараб,яссы
597,flach::A,чӏепараб,ялпак
598,glatt::A,цӏвакараб,шома
599,hart::A,кьварараб,каты
600,weich::A,тамахаб,йомшак
601,rund::A,гургинаб,түгәрәк
602,spitz::A,бегӏераб,очлы
603,scharf::A,рекӏараб,үткен
604,stumpf::A,тӏехӏараб,үтмәс
605,stumpf::A,рекӏинчӏеб,үтмәс
606,schwer::A,бакӏаб,салмак
607,schön::A,берцинаб,гүзәл
608,heiß::A,лагьараб,эссе
609,warm::A,хинаб,җылы
610,kalt::A,квачараб,суык
611,kalt::A,квачараб,салкын
612,kühl::A,квачараб,салкынча
613,frisch::A,цӏияб,салкынча
614,feucht::A,рагьараб,юеш
615,nass::A,би́ччараб,дымлы
616,trocken::A,бакъвараб,коры
617,leer::A,чӏобогояб,буш
618,offen::A,рагьараб,ачык
619,geschlossen::A,рахараб-къараб,йомык
620,sauber::A,бацӏцӏадаб,пакь
621,sauber::A,бацӏцӏадаб,чиста
622,schmutzig::A,гъизараб,керле
623,schmutzig::A,гъизараб,пычрак
624,roh::A,хамаб,чи
625,roh::A,гӏатӏгояб,чи
626,reif::A,барщараб,өлгергән
627,lecker::A,тӏагӏамаб,тәмле
628,süß::A,гьуинаб,татлы
629,bitter::A,кьогӏаб,ачы
630,sauer::A,цӏекӏаб,әче
631,hell::A,канаб,якты
632,dunkel::A,бецӏаб,кара
633,schwarz::A,чӏегӏераб,кара
634,weiß::A,хъахӏаб,ак
635,rot::A,багӏараб,кызыл
636,gelb::A,гӏобилаб,сары
637,gelb::A,тӏогьилаб,сары
638,blau::A,хъахӏилаб,күк
639,grün::A,гӏурччинаб,яшел
640,grau::A,накӏкӏуяб,соры
641,bunt::A,къвекӏаб,чуар
642,bunt::A,чара-гъараб,чуар
643,billig::A,учузаб,арзан
644,teuer::A,хири́яб,хаклы
645,wertvoll::A,къиматаб,кыйммәтле
646,blind::A,беццаб,сукыр
647,blind::A,беццаб,күзсез
648,taub::A,гъугъаб,чукрак
649,taub::A,гъугъаб,саңгырау
650,kräftig::A,гучаб,егәрле
651,stark::A,къуватаб,нык
652,stark::A,къуватаб,базык
653,schwach::A,гӏажизаб,зәгыйфь
654,fett::A,кьарияб,симез
655,schlank::A,чергесаб,нәзек
656,hübsch::A,гьайбатаб,чибәр
657,böse::A,ракӏквешаб,усал
658,dumm::A,гьагаб,акылсыз
659,dumm::A,гӏантаб,акылсыз
660,faul::A,кӏохӏалаб,ялкау
661,faul::A,кӏохӏалаб,иренчәк
662,faul::A,кӏухӏа́лаб,ялкау
663,faul::A,кӏухӏа́лаб,иренчәк
664,fleißig::A,хӏаракатаб,тырыш
665,fleißig::A,хӏаракатаб,тырышучан
666,geizig::A,къарумаб,саран
667,klug::A,лумияб,акыллы
668,geschickt::A,махщел бугев,маһир
669,lieb::A,гӏазизаб,сөекле
670,lustig::A,кепаб,күңелле
671,sanft::A,хӏалимаб,басынкы
672,sanft::A,хӏере́наб,басынкы
673,hungrig::A,бакъараб,ач
674,krank::A,щокъаб,чирле
675,krank::A,щокъаб,сырхау
676,krank::A,унтараб,чирле
677,krank::A,унтараб,сырхау
678,nackt::A,гӏицӏаб,шәрә
679,nackt::A,чӏанкӏараб,шәрә
680,traurig::A,пашманаб,ямансу
681,lebendig::A,чӏагояб,тере
682,gut::A,лъикӏаб,яхшы
683,schlecht::A,къадараб,начар
684,richtig::A,битӏараб,дөрес
685,schlimm::A,нажасаб,әшәкә
686,schlimm::A,къабихӏаб,әшәкә
687,wahr::A,хӏакъаб,чып-чын
688,wahr::A,битӏараб,чып-чын
689,alt::A,басрияб,иске
690,neu::A,цӏияб,яңа
691,ehemalig::A,цебе́госеб,элекке
692,alt[Lebewesen]::A,хераб,карт
693,jung::A,тӏинчӏаб,яшь
694,jung::A,гӏолохъанаб,яшь
695,arm::A,пакъираб,фәкыйрь
696,reich::A,бечедаб,бай
697,bekannt::A,лъалеб,таныш
698,berühmt::A,машгьураб,атаклы
699,fremd::A,чияр,ят
700,verschieden::A,батӏи-батӏияб,төрле
701,nah::A,гӏагарда бугеб,якын
702,fern::A,рикӏкӏадаб,ерак
703,linker::A,квегӏаб,сул
704,rechter::A,кваранаб,уң
705,anderer::A,батӏияб,бүтән
706,erster::A,тӏоцебесеб,беренче
707,zweiter::A,кӏиабилеб,икенче
708,dritter::A,лъабабилеб,өченче
709,letzter::A,ахирисеб,ахыргы
710,allein::ADV,ялгъузго,ялгыз
711,auf einmal::ADV,цихӏинтӏаго,бердән
712,zusammen::ADV,цойида,бергә
713,plötzlich::ADV,цойидасанго,искәрмәстән
714,sofort::ADV,гьебсагӏат,хәзер
715,jetzt::ADV,гьанже,хәзер
716,heute::ADV,жакъа,бүген
717,morgen::ADV,метер,иртәгә
718,bald::ADV,гьабсагӏаталъ,тиздән
719,dann::ADV,цинги,аннары
720,gestern::ADV,сон,кичә
721,einst::ADV,цин,берчак
722,damals::ADV,гьебмехалъ,ул вакытта
723,damals::ADV,гьебмехалъ,ул чакта
724,damals::ADV,гьебмехалда,ул вакытта
725,damals::ADV,гьебмехалда,ул чакта
726,danach::ADV,цинги,да
727,danach::ADV,хадуса,да
728,vorher::ADV,цебе,элек
729,zuerst::ADV,тӏоцебе,башта
730,einmal::ADV,цинцӏул,бер
731,einmal::ADV,цинцӏул,бер мәртәбә
732,einmal::ADV,цихӏин,бер
733,einmal::ADV,цихӏин,бер мәртәбә
734,einmal::ADV,цоцӏул,бер
735,einmal::ADV,цоцӏул,бер мәртәбә
736,manchmal::ADV,олоцӏул,кайчакта
737,oft::ADV,гӏемерго,еш
738,immer::ADV,кидаго,һәркайчан
739,niemals::ADV,киданиги,hичбер вакыт
740,hier::ADV,аниб,монда
741,hier::ADV,аниб,биредә
742,hierhin::ADV,анибехун,монда
743,von hier::ADV,гьаниса,моннан
744,dort::ADV,гьениб,анда
745,dorthin::ADV,гьадаба,тегеләй
746,geradeaus::ADV,битӏутӏа,турыдан-туры
