,Concept_ID,ady,cv
1235,messen::V,шын,виҫ
1236,zählen::V,плъытэ́н,шутла
1237,rechnen::V,плъытэ́н,шутла
1238,rechnen::V,угугъэ́н,шутла
1239,lesen::V,еджэ́н,вула
1240,malen::V,шӏын,ӳкер
1241,zeichnen::V,шӏын,ӳкер
1242,schreiben::V,тхын,ҫыр
1243,besitzen::V,иӏэн,тыт
1244,kaufen::V,щэфы́н,ил
1245,kaufen::V,щэфы́н,туян
1246,verkaufen::V,щэн,сут
1247,bezahlen::V,птын,тӳле
1248,bezahlen::V,лъыптын,тӳле
1249,bezahlen::V,птыжьы́н,тӳле
1250,zahlen::V,птын,тӳле
1251,zahlen::V,лъыптын,тӳле
1252,beherrschen::V,иунаеу иӏэн,тыт
1253,ertragen::V,щэчы́н,тӳс
1254,Schnurrbart::N,,усси
1255,Nabel::N,,кӑвапа
1256,Wetter::N,,ҫанталӑк
1257,Frost::N,,сивӗ
1258,Raureif::N,,пас
1259,Adler::N,,ӑмӑрт кайӑк
1260,Schwan::N,,акӑш
1261,Ton::N,,сасӑ
1262,Sache::N,,япала
1263,Schlitten::N,,ҫуна
1264,Last::N,,сулмаклӑх
1265,Last::N,,йывӑр япала
1266,Figur::N,,кӗлетке
1267,Bündel::N,,ҫыхӑ
1268,Bündel::N,,тӗрке
1269,Schuh::N,,пушмак
1270,Schuh::N,,ботинок
1271,Arzt::N,,врач
1272,Arzt::N,,тухтӑр
1273,lebendig::A,,чӗрӗ
1274,zuerst::ADV,,пирвай
1275,manchmal::ADV,,хӑш чухне
1276,niemals::ADV,,нихӑҫан та
1277,hier::ADV,,кунта
1278,hierhin::ADV,,кунта
1279,von hier::ADV,,кунтан
1280,schon::ADV,,ӗнтӗ
1281,sinken::V,,чак
1282,klirren::V,,калтлат
1283,klirren::V,,шӑнкӑлтат
1284,fliehen::V,,тар
1285,flüchten::V,,чупса тар
1286,geraten::V,,пул
1287,aufheben::V,,ҫӗкле
1288,beugen::V,,кукӑрт
1289,umdrehen::V,,ҫавӑр
1290,bekommen::V,,ил
1291,bekommen::V,,туян
1292,erhalten::V,,ил
1293,erhalten::V,,туян
1294,treten::V,,тап
