,Concept_ID,ga,da
165,Klaue::N,crúb,klov
166,Klaue::N,crobh,klov
167,Kralle::N,crobh,klo
168,Schwanz::N,eireaball,hale
169,Ei::N,ubh,æg
170,Nest::N,nead,rede
171,Bau::N,brocais,bo
172,Tier::N,ainmhí,dyr
173,Tier::N,beithíoch,dyr
174,Herde::N,tréad,flok
175,Kuh::N,bó,ko
176,Bulle::N,tarbh,tyr
177,Pferd::N,each,hest
178,Pferd::N,capall,hest
179,Schaf::N,caora,får
180,Schwein::N,muc,gris
181,Hund::N,madra,hund
182,Katze::N,cat,kat
183,Bär::N,béar,bjørn
184,Eichhörnchen::N,iora,egern
185,Elch::N,eilc,elg
186,Fuchs::N,sionnach,ræv
187,Fuchs::N,madra rua,ræv
188,Hase::N,giorria,hare
189,Maus::N,luch,mus
190,Wolf::N,mac tíre,ulv
191,Vogel::N,éan,fugl
192,Schwarm::N,saithe,sværm
193,Huhn::N,cearc,høne
194,Hahn::N,coileach,hane
195,Gans::N,gé,gås
196,Adler::N,iolar,ørn
197,Ente::N,lacha,and
198,Eule::N,ulchabhán,ugle
199,Kranich::N,grús,trane
200,Krähe::N,caróg,krage
201,Krähe::N,préachán,krage
202,Kuckuck::N,cuach,gøg
203,Schwan::N,eala,svane
204,Fisch::N,iasc,fisk
205,Barsch::N,péirse,aborre
206,Hecht::N,liús,gedde
207,Schlange[Tier]::N,nathair,slange
208,Wurm::N,péist,orm
209,Spinne::N,damhán alla,edderkop
210,Ameise::N,seangán,myre
211,Laus::N,míol,lus
212,Mücke::N,muiscít,myg
213,Mücke::N,corrmhíol,myg
214,Fliege::N,cuil,flue
215,Fliege::N,cuileog,flue
216,Schmetterling::N,féileacán,sommerfugl
217,Beere::N,caor,bær
218,Apfel::N,úll,æble
219,Pilz::N,beacán,svamp
220,Pilz::N,muisiriún,svamp
221,Zwiebel::N,oinniún,løg
222,Saat::N,síol,sæd
223,Korn::N,gráinne,korn
224,Heu::N,féar,hø
225,Schale::N,scaimh,skræl
226,Grube::N,poll,grav
227,Falle::N,gaiste,fælde
228,Schlinge::N,sealán,snare
229,Spur::N,rian,spor
230,Asche::N,luaith,aske
231,Dreck::N,salachar,snavs
232,Eisen::N,iarann,jern
233,Gold::N,ór,guld
234,Silber::N,airgead,sølv
235,Kohle::N,gual,kul
236,Glas::N,gloine,glas
237,Lehm::N,cré,ler
238,Sand::N,gaineamh,sand
239,Mensch::N,duine,mennesge
240,Mann::N,fear,mand
241,Frau::N,bean,kvinde
242,Kind::N,gasúr,barn
243,Kind::N,páiste,barn
244,Junge::N,buachaill,dreng
245,Mädchen::N,cailín,pige
246,Familie::N,teaghlach,familie
247,Familie::N,comhluadar,familie
248,Großvater::N,seanathair,bedstefar
249,Großmutter::N,seanmháthair,bedstemor
250,Eltern::N,tuismitheoirí,forældre
251,Vater::N,athair,far
252,Mutter::N,máthair,mor
253,Sohn::N,mac,søn
254,Tochter::N,iníon,datter
255,Bruder::N,deartháir,bror
256,Schwester::N,deirfiúr,søster
257,Onkel::N,uncail,onkel
258,Tante::N,aintín,tante
259,Ehemann::N,fear céile,ægtemand
260,Ehefrau::N,bean chéile,hustru
261,Freude::N,áthas,glæde
262,Gelächter::N,gáire,latter
263,Glück::N,séan,lykke
264,Glück::N,sonas,lykke
265,Kummer::N,brón,sorg
266,Kummer::N,buairt,sorg
267,Wunsch::N,guí,ønske
268,Wunsch::N,achainí,ønske
269,Lust::N,fonn,lyst
270,Geist::N,meon,ånd
271,Geist::N,spiorad,ånd
272,Gedanke::N,smaoineamh,tanke
273,Gedächtnis::N,cuimhne,hukommelse
274,Verstand::N,ciall,forstand
275,Verstand::N,intinn,forstand
276,Sinn::N,brí,mening
277,Sinn::N,brí,betydning
278,Sinn::N,ciall,mening
279,Sinn::N,ciall,betydning
280,Grund::N,fáth,grund
281,Wahrheit::N,fírinne,sandhed
282,Gespräch::N,comhrá,samtale
283,Märchen::N,scéal,eventyr
284,Erzählung::N,scéal,fortælling
285,Nachricht::N,teachtaireacht,efterretning
286,Neuigkeit::N,scéala,nyhed
287,Name::N,ainm,navn
288,Rätsel::N,tomhas,gåde
289,Rede::N,óráid,tale
290,Rede::N,aitheasc,tale
291,Sprache::N,teanga,sprog
292,Stimme::N,guth,stemme
293,Wort::N,focal,ord
294,Zeichen::N,comhartha,tegn
295,Ruf::N,glaoch,råb
296,Lärm::N,torann,larm
297,Laut::N,fuaim,lyd
298,Ton::N,ton,tone
299,Lied::N,amhrán,sang
300,Ruhe::N,suaimhneas,ro
301,Ruhe::N,suaimhneas,hvile
302,Leute::N,muintir,folk
303,Leute::N,muintir,mennesker
304,Volk::N,pobal,folk
305,Arbeit::N,obair,arbejde
306,Gast::N,aoi,gæst
307,Geschenk::N,féirín,gave
308,Geschenk::N,bronntanas,gave
309,Spiel::N,cluiche,leg
310,Gesellschaft::N,comhluadar,selskab
311,Hilfe::N,cúnamh,hjælp
312,Hilfe::N,cabhair,hjælp
313,Freund::N,cara,ven
314,Kamerad::N,comrádaí,kammerat
315,Angelegenheit::N,ábhar,sag
316,Angelegenheit::N,ábhar,anliggende
317,Anzahl::N,líon,antal
318,Art::N,sórt,art
319,Art::N,saghas,art
320,Stück::N,píosa,stykke
321,Teil::N,cuid,del
322,Teil::N,páirt,del
323,Hälfte::N,leath,halvdel
324,Kreis::N,ciorcal,cirkel
325,Kreuz::N,cros,kors
326,Kreuz::N,cros,kryds
327,Linie::N,líne,linie
328,Strich::N,stríoc,streg
329,Abstand::N,achar,afstand
330,Entfernung::N,fad,afstand
331,Gegend::N,ceantar,egn
332,Platz::N,áit,plads
333,Platz::N,spás,plads
334,Ort::N,áit,sted
335,Seite::N,taobh,side
336,Mitte::N,lár,midte
337,Gegenstand::N,ball,genstand
338,Gegenstand::N,ábhar,genstand
339,Sache::N,ní,sag
340,Sache::N,rud,sag
341,Rand::N,imeall,rand
342,Rand::N,ciumhais,rand
343,Kante::N,corr,kant
344,Kante::N,colbha,kant
345,Ecke::N,coirnéal,hjørne
346,Spitze::N,gob,spids
347,Spitze::N,barr,spids
348,Ende::N,ceann,ende
349,Ende::N,foirceann,ende
350,Loch::N,poll,hul
351,Winkel::N,cúinne,vinkel
352,Winkel::N,uillinn,vinkel
353,Muster::N,patrún,mønster
354,Größe::N,méid,størrelse
355,Größe::N,toise,størrelse
356,Länge::N,fad,længde
357,Höhe::N,airde,højde
358,Gewicht::N,meáchan,vægt
359,Menge::N,méid,mængde
360,Haufen::N,cnap,bunke
361,Reihe::N,líne,række
362,Reihe::N,sraith,række
363,Boot::N,bád,båd
364,Ruder::N,rámh,åre
365,Ruder::N,maide rámha,åre
366,Schlitten::N,carr sleamhnáin,kælk
367,Schlitten::N,carr sleamhnáin,slæde
368,Ski::N,scí,ski
369,Lagerfeuer::N,tine champa,lejrbål
370,Last::N,ualach,last
371,Last::N,ualach,byrde
372,Gang::N,siúlóid,gang
373,Schritt::N,céim,skridt
374,Schritt::N,coiscéim,skridt
375,Norden::N,tuaisceart,nord
376,Süden::N,deisceart,syd
377,Westen::N,iarthar,vest
378,Osten::N,oirthear,øst
379,Holz::N,adhmad,træ
380,Brett::N,clár,bræt
381,Platte::N,leac,plade
382,Stütze::N,taca,støtte
383,Stange::N,polla,stang
384,Stange::N,cuaille,stang
385,Stock::N,bata,stok
386,Stock::N,maide,stok
387,Stab::N,maide,stav
388,Stab::N,bachall,stav
389,Rohr::N,píopa,rør
390,Haus::N,teach,hus
391,Heim::N,baile,hjem
392,Ofen::N,sornóg,ovn
393,Fußboden::N,urlár,gulv
394,Tisch::N,bord,bord
395,Tisch::N,tábla,bord
396,Stuhl::N,cathaoir,stol
397,Wiege::N,cliabhán,vugge
398,Bett::N,leaba,seng
399,Regal::N,seilf,reol
400,Kiste::N,bosca,kasse
401,Fenster::N,fuinneoig,vindue
402,Tür::N,doras,dør
403,Tor::N,geata,port
404,Zaun::N,fál,stakit
405,Zaun::N,claí,stakit
406,Dach::N,díon,tag
407,Leiter::N,dréimire,stige
408,Besen::N,scuab,kost
409,Spaten::N,spád,spade
410,Spaten::N,rámhainn,spade
411,Schaufel::N,sluasaid,skovl
412,Gabel::N,forc,gaffel
413,Gabel::N,gabhlóg,gaffel
414,Löffel::N,spúnóg,ske
415,Messer::N,scian,kniv
416,Nagel::N,tairne,søm
417,Netz::N,líon,net
418,Netz::N,eangach,net
419,Haken::N,croch,krog
420,Griff::N,cos,tag
421,Griff::N,cos,håndtag
422,Griff::N,hanla,tag
423,Griff::N,hanla,håndtag
424,Schloss::N,glas,lås
425,Bild::N,pictiúr,billede
426,Figur::N,fíor,figur
427,Puppe::N,bábóg,dukke
428,Beutel::N,mála,pose
429,Beutel::N,mealbhóg,pose
430,Bündel::N,beart,bylt
431,Bündel::N,beart,bundt
432,Tasche::N,mála,taske
433,Eimer::N,buicéad,spand
434,Deckel::N,clár,låg
435,Deckel::N,claibín,låg
436,Geschirr::N,soithí,husgeråd
437,Geschirr::N,gréithe,husgeråd
438,Sack::N,sac,sæk
439,Sack::N,mála,sæk
440,Tasse::N,cupán,kop
441,Topf::N,pota,gryde
442,Kessel::N,citeal,kedel
443,Essen::N,béile,måltid
444,Nahrung::N,bia,mad
445,Nahrung::N,bia,næring
446,Speise::N,mias,ret
447,Fleisch::N,feoil,kød
448,Getreide::N,grán,korn
449,Getreide::N,arbhar,korn
450,Brei::N,brúitín,grød
451,Brot::N,arán,brød
452,Scheibe::N,píosa,skive
453,Scheibe::N,slisne,skive
454,Fett::N,saill,fedt
455,Fett::N,méathras,fedt
456,Butter::N,im,smør
457,Öl::N,ola,olie
458,Salz::N,salann,salt
459,Suppe::N,sú,suppe
460,Suppe::N,anraith,suppe
461,Honig::N,mil,honning
462,Milch::N,bainne,mælk
463,Tee::N,tae,te
464,Leder::N,leathar,skind
465,Wolle::N,olann,uld
466,Stoff::N,éadach,stof
467,Nadel::N,snáthaid,nål
468,Faden::N,snáth,tråd
469,Knopf::N,cnaipe,knap
470,Knoten::N,snaidhm,knude
471,Farbe::N,péint,farve
472,Kleidung::N,éadaí,påklædning
473,Hemd::N,léine,skjorte
474,Kragen::N,bóna,krave
475,Ärmel::N,muinchille,ærme
476,Hose::N,bríste,bukser
477,Hose::N,treabhsar,bukser
478,Gürtel::N,crios,bælte
479,Mütze::N,caipín,hue
480,Schuh::N,bróg,sko
481,Stiefel::N,buatais,støvle
482,Ring::N,fáinne,ring
483,Band::N,ribín,bånd
484,Kamm::N,cíor,kam
485,Spiegel::N,scáthán,spejl
486,Riemen::N,iall,rem
487,Riemen::N,strapa,rem
488,Schnur::N,téad,snor
489,Schnur::N,sreangán,snor
490,Leine::N,iall,snor
491,Decke::N,pluid,tæppe
492,Decke::N,blaincéad,tæppe
493,Kissen::N,piliúr,pude
494,Kissen::N,adhartán,pude
495,Tuch::N,scaif,sjaltørklæde
496,Handtuch::N,tuáille,håndklæde
497,Kraft::N,fórsa,kraft
498,Stärke::N,neart,styrke
499,Gesundheit::N,sláinte,sundhed
500,Krankheit::N,tinneas,sygdom
501,Krankheit::N,breoiteacht,sygdom
502,Schmerz::N,pian,smerte
503,Wunde::N,goin,sår
504,Fieber::N,fiabhras,feber
505,Arznei::N,cógas,medicin
506,Arznei::N,cógas,lægemiddel
507,Brücke::N,droichead,bro
508,Brunnen::N,tobar,brønd
509,Weide::N,féarach,græsgang
510,Pfad::N,cosán,sti
511,Pfad::N,conair,sti
512,Weg::N,slí,vej
513,Weg::N,bealach,vej
514,Straße::N,bóthar,gade
515,Dorf::N,sráidbhaile,landsby
516,Stadt::N,baile,by
517,Stadt::N,cathair,by
518,Brief::N,litir,brev
519,Buch::N,cín,bog
520,Buch::N,leabhar,bog
521,Buchstabe::N,litir,bogstav
522,Zeitung::N,nuachtán,avis
523,Leben::N,saol,liv
524,Leben::N,beatha,liv
525,Tod::N,bás,død
526,Grab::N,uaigh,grav
527,Kirche::N,eaglais,kirke
528,Sünde::N,peaca,synd
529,Gott::N,dia,gud
530,Arbeiter::N,oibrí,arbejder
531,Chef::N,saoiste,chef
532,Chef::N,ceannasaí,chef
533,Meister::N,máistir,mester
534,Arzt::N,lia,læge
535,Arzt::N,dochtúir,læge
536,Lehrer::N,oide,lærer
537,Lehrer::N,múinteoir,lærer
538,Geld::N,airgead,penge
539,Geschäft::N,gnó,forretning
540,Laden::N,siopa,butik
541,Laden::N,siopa,forretning
542,Preis::N,praghas,pris
543,Ware::N,earra,vare
544,Nutzen::N,tairbhe,nytte
545,Reichtum::N,rachmas,rigdom
546,Reichtum::N,saibhreas,rigdom
547,Welt::N,domhan,verden
548,Land::N,tír,land
549,Staat::N,stát,stat
550,König::N,rí,konge
551,Macht::N,cumhacht,magt
552,Grenze::N,críoch,grænse
553,Grenze::N,teorainn,grænse
554,Krieg::N,cogadh,krig
555,Feind::N,namhaid,fjende
556,Gewalt::N,foréigean,vold
557,Kampf::N,troid,kamp
558,Bogen[Waffe]::N,bogha,bue
559,Pfeil::N,saighead,pil
560,Gewehr::N,gunna,gevær
561,Fehler::N,botún,fejl
562,Fehler::N,meancóg,fejl
563,Lüge::N,bréag,løgn
564,Lüge::N,éitheach,løgn
565,Schaden::N,dochar,skade
566,Schaden::N,damáiste,skade
567,Unglück::N,drochrath,uheld
568,Unglück::N,drochrath,ulykke
569,Schuld::N,locht,skyld
570,Schuld::N,milleán,skyld
571,Alter::N,aois,alder
572,Schluss::N,deireadh,slut
573,Schluss::N,deireadh,slutning
574,Zeit::N,am,tid
575,Zeit::N,aimsir,tid
576,Tag::N,lá,dag
577,Morgen::N,maidin,morgen
578,Mittag::N,nóin,middag
579,Abend::N,tráthnóna,aften
580,Nacht::N,oíche,nat
581,Woche::N,seachtain,uge
582,Monat::N,mí,måned
583,Jahr::N,bliain,år
584,Frühling::N,earrach,forår
585,Sommer::N,samhradh,sommer
586,Herbst::N,fómhar,efterår
587,Winter::N,geimhreadh,vinter
588,Januar::N,Eanáir,januar
589,Februar::N,Feabhra,februar
590,März::N,Márta,marts
591,April::N,Aibreán,april
592,Mai::N,Bealtaine,maj
593,Juni::N,Meitheamh,juni
594,Juli::N,Iúil,juli
595,August::N,Lúnasa,august
596,September::N,Meán Fómhair,september
597,Oktober::N,Deireadh Fómhair,oktober
598,November::N,Samhain,november
599,November::N,Mí na Samhna,november
600,Dezember::N,Mí na Nollag,december
601,Montag::N,Luan,mandag
602,Montag::N,Dé Luain,mandag
603,Dienstag::N,Máirt,tirsdag
604,Dienstag::N,Dé Máirt,tirsdag
605,Mittwoch::N,Céadaoin,onsdag
606,Mittwoch::N,Dé Céadaoin,onsdag
607,Donnerstag::N,Déardaoin,torsdag
608,Freitag::N,Aoine,fredag
609,Freitag::N,Dé hAoine,fredag
610,Samstag::N,Satharn,lørdag
611,Samstag::N,Dé Sathairn,lørdag
612,Sonntag::N,Domhnach,søndag
613,Sonntag::N,Dé Domhnaigh,søndag
614,groß::A,mór,stor
615,klein::A,beag,lille
616,lang::A,fada,lang
617,kurz::A,gearr,kort
618,kurz::A,gairid,kort
619,breit::A,leathan,bred
620,breit::A,fairsing,bred
621,schmal::A,cúng,smal
622,dicht::A,dlúth,tæt
623,dick[Gegenstand]::A,tiubh,tyk
624,dünn::A,caol,tynd
625,dünn::A,tanaí,tynd
626,fein::A,scáinte,fin
627,fein::A,fíneálta,fin
628,fest::A,daingean,fast
629,flach::A,cothrom,flad
630,glatt::A,mín,glat
631,glatt::A,sleamhain,glat
632,hart::A,crua,hård
633,weich::A,bog,blød
634,rund::A,cruinn,rund
635,spitz::A,gobach,spids
636,spitz::A,biorach,spids
637,scharf::A,géar,skarp
638,scharf::A,faobhrach,skarp
639,stumpf::A,maol,sløv
640,stumpf::A,maol,stump
641,schwer::A,trom,tung
642,schön::A,álainn,skøn
643,heiß::A,te,hed
644,warm::A,te,varm
645,kalt::A,fuar,kold
646,kühl::A,fionnuar,kølig
647,frisch::A,úr,frisk
648,frisch::A,friseáilte,frisk
649,feucht::A,tais,fugtig
650,nass::A,fliuch,våd
651,trocken::A,tirim,tør
652,voll::A,lán,fuld
653,leer::A,folamh,tom
654,offen::A,oscailte,åben
655,geschlossen::A,dúnta,lukket
656,geschlossen::A,druidte,lukket
657,sauber::A,glan,ren
658,schmutzig::A,salach,snavset
659,roh::A,amh,rå
660,reif::A,aibí,moden
661,lecker::A,blasta,lækker
662,süß::A,milis,sød
663,bitter::A,searbh,bitter
664,sauer::A,géar,sur
665,sauer::A,searbh,sur
666,hell::A,geal,lys
667,hell::A,soilseach,lys
668,dunkel::A,dorcha,mørk
669,schwarz::A,dubh,sort
670,weiß::A,bán,hvid
671,rot::A,dearg,rød
672,gelb::A,buí,gul
673,blau::A,gorm,blå
674,grün::A,glas,grøn
675,grün::A,uaine,grøn
676,grau::A,liath,grå
677,bunt::A,ildathach,broget
678,bunt::A,dathannach,broget
679,billig::A,saor,billig
680,teuer::A,daor,dyr
681,teuer::A,costasach,dyr
682,wertvoll::A,luachmhar,værdifuld
683,blind::A,dall,blind
684,blind::A,caoch,blind
685,taub::A,bodhar,døv
686,kräftig::A,cumhachtach,kraftig
687,stark::A,tréan,stærk
688,stark::A,láidir,stærk
689,schwach::A,lag,svag
690,schwach::A,fann,svag
691,fett::A,ramhar,fed
692,schlank::A,caol,slank
693,schlank::A,seang,slank
694,hübsch::A,álainn,køn
695,hübsch::A,dathúil,køn
696,böse::A,olc,ond
697,böse::A,olc,slem
698,dumm::A,dúr,dum
699,dumm::A,amaideach,dum
700,faul::A,falsa,doven
701,faul::A,leisciúil,doven
702,fleißig::A,dícheallach,flittig
703,geizig::A,barainneach,gerrig
704,geizig::A,sprionlaithe,gerrig
705,klug::A,cliste,klog
706,geschickt::A,oilte,dygtig
707,geschickt::A,oilte,behændig
708,geschickt::A,ealaíonta,dygtig
709,geschickt::A,ealaíonta,behændig
710,lieb::A,dil,rar
711,lieb::A,dílis,rar
712,lustig::A,aerach,lystig
713,lustig::A,meidhreach,lystig
714,sanft::A,bog,blid
715,sanft::A,séimh,blid
716,hungrig::A,ocrach,sulten
717,krank::A,tinn,syg
718,krank::A,breoite,syg
719,nackt::A,nocht,nøgen
720,traurig::A,brónach,bedrøvet
721,lebendig::A,beo,levende
722,gut::A,maith,god
723,schlecht::A,dona,dårlig
724,schlecht::A,droch-,dårlig
725,richtig::A,ceart,rigtig
726,schlimm::A,gránna,slem
727,schlimm::A,tubaisteach,slem
728,wahr::A,fíor,sand
729,alt::A,sean,gammel
730,neu::A,úr,ny
731,neu::A,nua,ny
732,ehemalig::A,iar-,forhenværende
733,ehemalig::A,sean-,forhenværende
734,alt[Lebewesen]::A,sean,gammel
735,alt[Lebewesen]::A,aosta,gammel
736,jung::A,óg,ung
737,arm::A,bocht,fattig
738,reich::A,saibhir,rig
739,reich::A,rachmasach,rig
740,bekannt::A,atá eolas air,kendt
741,berühmt::A,cailiúil,berømt
742,berühmt::A,clúiteach,berømt
743,fremd::A,coimhthíoch,fremmed
744,verschieden::A,éagsúil,forskellig
745,verschieden::A,difriúil,forskellig
746,nah::A,gar,nær
747,nah::A,deas,nær
748,fern::A,i bhfad uainn,fjern
749,fern::A,i bhfad i gcéin,fjern
750,linker::A,clé,venstre
751,rechter::A,deas,højre
752,anderer::A,eile,anden
753,erster::A,céad,første
754,zweiter::A,dóú,anden
755,zweiter::A,dara,anden
756,dritter::A,tríú,tredje
757,dritter::A,treas,tredje
758,letzter::A,déanach,sidste
759,letzter::A,deireanach,sidste
760,allein::ADV,i d'aonar,alene
761,auf einmal::ADV,ag an am céanna,på én gang
762,zusammen::ADV,le chéile,sammen
763,zusammen::ADV,in eineacht,sammen
764,lange::ADV,fada,længe
765,plötzlich::ADV,go tobann,pludselig
766,plötzlich::ADV,i dtobainne,pludselig
767,sofort::ADV,ar an toirt,straks
768,sofort::ADV,ar an bpointe,straks
769,später::ADV,níos déanaí,senere
770,jetzt::ADV,anois,nu
771,heute::ADV,inniu,i dag
772,morgen::ADV,amárach,i morgen
773,bald::ADV,go luath,snart
774,bald::ADV,gan mhoill,snart
775,dann::ADV,ansin,så
776,gestern::ADV,inné,i går
777,einst::ADV,tráth,engang
778,einst::ADV,uair amháin,engang
779,damals::ADV,ag an am,dengang
780,damals::ADV,an t-am sin,dengang
781,danach::ADV,ina dhiaidh sin,derefter
782,vorher::ADV,cheana,før
783,vorher::ADV,cheana,forud
784,vorher::ADV,roimhe sin,før
785,vorher::ADV,roimhe sin,forud
786,zuerst::ADV,ar dtús,først
787,einmal::ADV,uair amháin,en gang
788,manchmal::ADV,uaireanta,sommetider
789,oft::ADV,minic,ofte
790,immer::ADV,i gcónaí,altid
791,niemals::ADV,riamh,aldrig
792,hier::ADV,anseo,her
793,hierhin::ADV,anseo,hid
794,hierhin::ADV,anseo,herhen
795,von hier::ADV,an áit seo,herfra
796,dort::ADV,ann,der
797,dort::ADV,ansin,der
798,dorthin::ADV,ann,derhen
799,dorthin::ADV,ansin,derhen
800,geradeaus::ADV,ar aghaidh,lige ud
801,rückwärts::ADV,siar,baglæns
802,zurück::ADV,ar ais,tilbage
803,unten::ADV,thíos,nede
804,unten::ADV,thíos,forneden
805,hinab::ADV,síos,ned
806,hinab::ADV,síos,nedad
807,oben::ADV,thuas,oppe
808,oben::ADV,thuas,ovenpå
809,hinauf::ADV,suas,op
810,hinauf::ADV,suas,opad
811,überall::ADV,i ngach áit,overalt
812,überall::ADV,ar fud na háite,overalt
813,nicht::ADV,ní,ikke
814,nicht::ADV,cha,ikke
815,ein wenig::ADV,beagán,lidt
816,kaum::ADV,ar éigean,knap
817,kaum::ADV,ar éigean,næppe
818,sehr::ADV,an-,meget
819,so::ADV,chomh,så
820,so::ADV,mar sin,så
821,noch::ADV,fós,endnu
822,noch::ADV,go fóill,endnu
823,nur::ADV,amháin,kun
824,nur::ADV,amháin,bare
825,nur::ADV,níl ach,kun
826,nur::ADV,níl ach,bare
827,schon::ADV,cheana,alt
828,schon::ADV,cheana,allerede
829,schon::ADV,cheana féin,alt
830,schon::ADV,cheana féin,allerede
831,wieder::ADV,arís,igen
832,wieder::ADV,athuair,igen
833,vergebens::ADV,amú,forgæves
834,vergebens::ADV,in aisce,forgæves
835,vor::PRP,ar thosach,foran
836,vor::PRP,ar thosach,uden for
837,hinter::PRP,laistiar de,bag
838,hinter::PRP,laistiar de,bagved
