,Concept_ID,da,ko
274,Angelegenheit::N,anliggende,용무
275,Anzahl::N,antal,어떤
276,Anzahl::N,antal,수
277,Art::N,art,정류
278,Stück::N,stykke,일부분
279,Teil::N,del,몱
280,Teil::N,del,구훠
281,Hälfte::N,halvdel,2분의
282,Kreis::N,cirkel,고리
283,Kreuz::N,kors,열십자
284,Kreuz::N,kryds,열십자
285,Linie::N,linie,선
286,Strich::N,streg,스침
287,Abstand::N,afstand,거리
288,Entfernung::N,afstand,거리
289,Gegend::N,egn,곳
290,Gegend::N,egn,부금
291,Platz::N,plads,장소
292,Ort::N,sted,장소
293,Seite::N,side,옆면
294,Mitte::N,midte,궁간
295,Gegenstand::N,genstand,항목
296,Sache::N,sag,뭉에
297,Rand::N,rand,가
298,Kante::N,kant,귀퉁
299,Ecke::N,hjørne,구석
300,Spitze::N,spids,끝
301,Spitze::N,spids,참단
302,Ende::N,ende,말당
303,Loch::N,hul,빙옷
304,Winkel::N,vinkel,각도
305,Muster::N,mønster,본
306,Muster::N,mønster,견복
307,Größe::N,størrelse,신장
308,Länge::N,længde,길이긺
309,Höhe::N,højde,높이
310,Gewicht::N,vægt,추
311,Menge::N,mængde,수양
312,Haufen::N,bunke,퇴적
313,Reihe::N,række,열
314,Boot::N,båd,보트
315,Ruder::N,åre,노
316,Schlitten::N,kælk,썰매
317,Schlitten::N,slæde,썰매
318,Ski::N,ski,스키
319,Lagerfeuer::N,lejrbål,캠프의 모닥불
320,Last::N,last,무거운짐
321,Last::N,byrde,무거운짐
322,Gang::N,gang,걸음
323,Schritt::N,skridt,보조
324,Norden::N,nord,북쪽 
325,Süden::N,syd,남쪽
326,Westen::N,vest,서쪽
327,Osten::N,øst,동쪽
328,Holz::N,træ,목재
329,Brett::N,bræt,마루널
330,Platte::N,plade,탤
331,Platte::N,plade,금속판
332,Stütze::N,støtte,버팀목
333,Stange::N,stang,장대
334,Stock::N,stok,막대기
335,Stab::N,stav,작대기
336,Rohr::N,rør,갈대
337,Haus::N,hus,집
338,Heim::N,hjem,집
339,Ofen::N,ovn,아궁이
340,Fußboden::N,gulv,마루
341,Tisch::N,bord,탁자
342,Stuhl::N,stol,의자
343,Wiege::N,vugge,발상지
344,Bett::N,seng,침대
345,Regal::N,reol,서가
346,Kiste::N,kasse,짐궤
347,Fenster::N,vindue,눔
348,Tür::N,dør,문
349,Tor::N,port,대문
350,Zaun::N,stakit,담장
351,Dach::N,tag,지붕
352,Leiter::N,stige,사닥다리
353,Besen::N,kost,비
354,Spaten::N,spade,가래
355,Schaufel::N,skovl,삽
356,Gabel::N,gaffel,갈래
357,Löffel::N,ske,숟가락
358,Messer::N,kniv,나이프
359,Nagel::N,søm,발툽
360,Netz::N,net,그물
361,Haken::N,krog,갈고리
362,Griff::N,tag,움켜쥠
363,Griff::N,håndtag,움켜쥠
364,Schloss::N,lås,자물쇠
365,Bild::N,billede,그림
366,Figur::N,figur,몸메
367,Puppe::N,dukke,인형
368,Beutel::N,pose,클
369,Bündel::N,bylt,자근다발
370,Bündel::N,bundt,자근다발
371,Tasche::N,taske,가방
372,Eimer::N,spand,동이
373,Deckel::N,låg,뚜껑
374,Geschirr::N,husgeråd,식시
375,Sack::N,sæk,조갑
376,Tasse::N,kop,차잔
377,Topf::N,gryde,단지
378,Kessel::N,kedel,주전자
379,Essen::N,måltid,먹기
380,Nahrung::N,mad,식료
381,Nahrung::N,næring,식료
382,Speise::N,ret,음식물
383,Fleisch::N,kød,고기
384,Getreide::N,korn,곡물
385,Brei::N,grød,젤리
386,Brot::N,brød,빵
387,Scheibe::N,skive,원반
388,Fett::N,fedt,기름
389,Butter::N,smør,버터
390,Öl::N,olie,올리브유
391,Salz::N,salt,소금
392,Suppe::N,suppe,국
393,Suppe::N,suppe,수프
394,Honig::N,honning,감미
395,Milch::N,mælk,유즙
396,Tee::N,te,차
397,Leder::N,skind,가죽
398,Wolle::N,uld,양털
399,Stoff::N,stof,패료
400,Nadel::N,nål,바늘
401,Faden::N,tråd,콘실
402,Knopf::N,knap,단추
403,Knoten::N,knude,곁절
404,Farbe::N,farve,색
405,Kleidung::N,påklædning,옷입기
406,Hemd::N,skjorte,속옷
407,Kragen::N,krave,깃
408,Ärmel::N,ærme,소매
409,Hose::N,bukser,바지
410,Gürtel::N,bælte,밴드
411,Mütze::N,hue,모자
412,Schuh::N,sko,구두
413,Stiefel::N,støvle,장화
414,Ring::N,ring,고리
415,Band::N,bånd,리본
416,Kamm::N,kam,빗
417,Spiegel::N,spejl,거울
418,Riemen::N,rem,가죽끈
419,Schnur::N,snor,밧줄
420,Leine::N,snor,고삐줄
421,Decke::N,tæppe,이부자리
422,Kissen::N,pude,깔개
423,Tuch::N,sjaltørklæde,천
424,Handtuch::N,håndklæde,수건
425,Kraft::N,kraft,세력
426,Stärke::N,styrke,힘
427,Gesundheit::N,sundhed,위생
428,Krankheit::N,sygdom,병
429,Schmerz::N,smerte,아픔고통
430,Wunde::N,sår,상처
431,Fieber::N,feber,열별
432,Arznei::N,medicin,약
433,Arznei::N,lægemiddel,약
434,Brücke::N,bro,교량
435,Brunnen::N,brønd,원천
436,Weide::N,græsgang,목장
437,Pfad::N,sti,좁은길
438,Weg::N,vej,길
439,Straße::N,gade,길
440,Dorf::N,landsby,촌
441,Dorf::N,landsby,촌락
442,Stadt::N,by,도시
443,Brief::N,brev,서한
444,Buch::N,bog,책
445,Buchstabe::N,bogstav,문자
446,Zeitung::N,avis,신문
447,Leben::N,liv,삶
448,Tod::N,død,죽음
449,Grab::N,grav,무덤
450,Kirche::N,kirke,교회
451,Sünde::N,synd,부정
452,Gott::N,gud,하느님
453,Arbeiter::N,arbejder,일하는사람
454,Chef::N,chef,사장
455,Meister::N,mester,명인
456,Meister::N,mester,대가
457,Arzt::N,læge,의사
458,Lehrer::N,lærer,교사
459,Geld::N,penge,돈
460,Geschäft::N,forretning,일
461,Laden::N,butik,가게
462,Laden::N,forretning,가게
463,Preis::N,pris,가격
464,Ware::N,vare,상품
465,Nutzen::N,nytte,이익
466,Reichtum::N,rigdom,많음
467,Welt::N,verden,세상
468,Land::N,land,지방
469,Staat::N,stat,국가
470,König::N,konge,국왕
471,Macht::N,magt,힘
472,Grenze::N,grænse,국경
473,Krieg::N,krig,전쟁
474,Feind::N,fjende,적
475,Gewalt::N,vold,권력
476,Kampf::N,kamp,전투
477,Bogen[Waffe]::N,bue,활
478,Pfeil::N,pil,화살
479,Gewehr::N,gevær,무기
480,Fehler::N,fejl,오류
481,Lüge::N,løgn,거짓말
482,Schaden::N,skade,손상
483,Unglück::N,uheld,불행
484,Unglück::N,ulykke,불행
485,Schuld::N,skyld,부채
486,Alter::N,alder,연령
487,Schluss::N,slut,마감
488,Schluss::N,slutning,마감
489,Zeit::N,tid,때
490,Zeit::N,tid,시간
491,Tag::N,dag,하루
492,Morgen::N,morgen,이침
493,Mittag::N,middag,대낮
494,Abend::N,aften,저녁
495,Nacht::N,nat,밤
496,Woche::N,uge,근무일
497,Monat::N,måned,달
498,Jahr::N,år,해
499,Frühling::N,forår,봄
500,Sommer::N,sommer,여름
501,Herbst::N,efterår,가을
502,Winter::N,vinter,겨울
503,Januar::N,januar,일월
504,Februar::N,februar,이월
505,März::N,marts,삼월
506,April::N,april,사월
507,Mai::N,maj,오월
508,Juni::N,juni,유월
509,Juli::N,juli,칠월
510,August::N,august,팔월
511,September::N,september,구월
512,Oktober::N,oktober,시월
513,November::N,november,십일월
514,Dezember::N,december,십이월
515,Montag::N,mandag,월요일
516,Dienstag::N,tirsdag,화요일
517,Mittwoch::N,onsdag,수요일
518,Donnerstag::N,torsdag,모교일
519,Freitag::N,fredag,그묘일
520,Samstag::N,lørdag,토요일
521,Sonntag::N,søndag,일요일
522,groß::A,stor,큰
523,klein::A,lille,자근
524,lang::A,lang,긴
525,kurz::A,kort,짧은
526,breit::A,bred,넓은
527,schmal::A,smal,좁은
528,dicht::A,tæt,농밀한
529,dick[Gegenstand]::A,tyk,두꺼운
530,dünn::A,tynd,얇은
531,fein::A,fin,미세한
532,fest::A,fast,굳은
533,flach::A,flad,얕은
534,glatt::A,glat,반들반들한
535,hart::A,hård,굳은
536,weich::A,blød,연한
537,rund::A,rund,둥근
538,spitz::A,spids,뾰족한
539,scharf::A,skarp,날카로운
540,stumpf::A,sløv,무딘
541,stumpf::A,stump,무딘
542,schwer::A,tung,무거운
543,schön::A,skøn,멋진
544,heiß::A,hed,뜨거운
545,warm::A,varm,따뜻한
546,kalt::A,kold,찬
547,kühl::A,kølig,서늘한
548,frisch::A,frisk,신선한
549,feucht::A,fugtig,축축한
550,nass::A,våd,젖은
551,trocken::A,tør,마른
552,voll::A,fuld,완전한
553,leer::A,tom,빈
554,offen::A,åben,열린
555,geschlossen::A,lukket,닫힌
556,sauber::A,ren,깨끗한
557,schmutzig::A,snavset,더러운
558,roh::A,rå,날게잇의
559,reif::A,moden,이근
560,lecker::A,lækker,맛있는
561,süß::A,sød,단
562,bitter::A,bitter,찌르는듯한
563,sauer::A,sur,산성의
564,hell::A,lys,밝은
565,dunkel::A,mørk,어두운
566,schwarz::A,sort,검은
567,weiß::A,hvid,하얀
568,rot::A,rød,붉은
569,gelb::A,gul,황색
570,blau::A,blå,푸른
571,grün::A,grøn,녹색의
572,grau::A,grå,회색의
573,bunt::A,broget,알록달록한
574,billig::A,billig,싼
575,teuer::A,dyr,값비산
576,wertvoll::A,værdifuld,가치가많은
577,blind::A,blind,눈먼
578,taub::A,døv,무감간한
579,kräftig::A,kraftig,강장한
580,stark::A,stærk,강한
581,schwach::A,svag,약한
582,fett::A,fed,실찐
583,schlank::A,slank,호리호리한
584,hübsch::A,køn,예쁜
585,böse::A,ond,나쁜
586,böse::A,slem,나쁜
587,dumm::A,dum,어리석은
588,faul::A,doven,너덜너덜한
589,fleißig::A,flittig,근면한
590,geizig::A,gerrig,인색한
591,klug::A,klog,
592,geschickt::A,dygtig,교묘한
593,geschickt::A,behændig,교묘한
594,lieb::A,rar,친애하는
595,lustig::A,lystig,유쾌한
596,sanft::A,blid,온화한
597,hungrig::A,sulten,배고픈
598,krank::A,syg,병든
599,nackt::A,nøgen,벌거벗은
600,traurig::A,bedrøvet,슬픈
601,lebendig::A,levende,살아있는
602,gut::A,god,좋은
603,schlecht::A,dårlig,나쁜
604,richtig::A,rigtig,바른
605,schlimm::A,slem,못된
606,wahr::A,sand,참된
607,alt::A,gammel,늙은
608,neu::A,ny,새
609,ehemalig::A,forhenværende,전의
610,alt[Lebewesen]::A,gammel,낡은
611,jung::A,ung,젊은
612,arm::A,fattig,가난한
613,reich::A,rig,풍부한
614,bekannt::A,kendt,저명한
615,berühmt::A,berømt,유명한
616,fremd::A,fremmed,타처이
617,verschieden::A,forskellig,따른
618,nah::A,nær,가까운
619,fern::A,fjern,먼
620,linker::A,venstre,왼쭉의
621,rechter::A,højre,오른쪽의
622,anderer::A,anden,다른
623,erster::A,første,첫째
624,zweiter::A,anden,둘째
625,dritter::A,tredje,셋째
626,letzter::A,sidste,의후자의
627,allein::ADV,alene,훌로
628,auf einmal::ADV,på én gang,갑자기
629,zusammen::ADV,sammen,모아서
630,lange::ADV,længe,오래
631,plötzlich::ADV,pludselig,둘연한
632,sofort::ADV,straks,즉시
633,später::ADV,senere,보다늦은
634,jetzt::ADV,nu,목하
635,heute::ADV,i dag,오늘
636,morgen::ADV,i morgen,내일
637,bald::ADV,snart,곱
638,dann::ADV,så,그경우에
639,gestern::ADV,i går,어제
640,einst::ADV,engang,옛날에
641,damals::ADV,dengang,그때에
642,danach::ADV,derefter,그 뒤에
643,vorher::ADV,før,미리
644,vorher::ADV,forud,미리
645,zuerst::ADV,først,최초로
646,einmal::ADV,en gang,한번
647,manchmal::ADV,sommetider,땓대로
648,oft::ADV,ofte,땓대로
649,immer::ADV,altid,늘
650,niemals::ADV,aldrig,결코...(하지)않다
651,hier::ADV,her,여기
652,hierhin::ADV,hid,여기로
653,hierhin::ADV,herhen,여기로
654,von hier::ADV,herfra,
655,dort::ADV,der,거기
656,dorthin::ADV,derhen,저기예
657,geradeaus::ADV,lige ud,곧장
658,vorwärts::ADV,fremad,앞으로
659,rückwärts::ADV,baglæns,뒤로
660,zurück::ADV,tilbage,제자리로
661,unten::ADV,nede,아래에
662,unten::ADV,forneden,아래에
663,hinab::ADV,ned,아래쪽으로
664,hinab::ADV,nedad,아래쪽으로
665,oben::ADV,oppe,위에
666,oben::ADV,ovenpå,위에
667,hinauf::ADV,op,위쪽으로
668,hinauf::ADV,opad,위쪽으로
669,überall::ADV,overalt,도처에
670,nicht::ADV,ikke,안
671,ein wenig::ADV,lidt,적음
672,kaum::ADV,knap,가의
673,kaum::ADV,næppe,가의
674,sehr::ADV,meget,자주
675,so::ADV,så,그와같이
676,noch::ADV,endnu,아직
677,nur::ADV,kun,다만
678,nur::ADV,bare,다만
679,schon::ADV,alt,이미
680,schon::ADV,allerede,이미
681,wieder::ADV,igen,다시
682,vergebens::ADV,forgæves,헛되이
683,vor::PRP,foran,앞에
684,vor::PRP,uden for,앞에
685,hinter::PRP,bag,뒤에
686,hinter::PRP,bagved,뒤에
687,unter::PRP,under,잍에
688,durch::PRP,gennem,통고하여
689,durch::PRP,igennem,통고하여
690,neben::PRP,ved siden af,와나란히
691,zwischen::PRP,mellem,의사이로
692,wegen::PRP,på grund af,때문에
693,dies::PRN,dette,이
694,das::PRN,det,저
695,alles::PRN,alt,모든것
696,ich::PRN,jeg,나
697,du::PRN,du,너
698,er::PRN,han,그
699,wir::PRN,vi,우리
700,ihr::PRN,I,너희들
701,sie::PRN,de,그들
702,was::FPRN,hvad,뭣
703,wer::FPRN,hvem,누구
704,wo::FADV,hvor,어디
705,wohin::FADV,hvorhen,어디로
706,wie::FADV,hvordan,어떻게
707,warum::FADV,hvorfor,왜
708,wieviel::FNUM,hvor meget,얼마만큰
709,eins::NUM,én,하나
710,zwei::NUM,to,둘
711,drei::NUM,tre,셋
712,vier::NUM,fire,넷
713,fünf::NUM,fem,다섯
714,sechs::NUM,seks,여섯
715,sieben::NUM,syv,일곱
716,acht::NUM,otte,여덟
717,neun::NUM,ni,아홉
718,zehn::NUM,ti,열
719,elf::NUM,elleve,열하나
720,zwölf::NUM,tolv,열둘
721,zwanzig::NUM,tyve,스물
722,dreißig::NUM,tredive,서름
723,vierzig::NUM,fyrre,마흔
724,vierzig::NUM,fyrretyve,마흔
725,fünfzig::NUM,halvtreds,숸
726,sechzig::NUM,tres,에순
727,siebzig::NUM,halvfjerds,일흔
728,achtzig::NUM,firs,여든
729,neunzig::NUM,halvfems,아흔
730,hundert::NUM,hundrede,백
731,tausend::NUM,tusind,천
732,und::CNJ,og,와
733,oder::CNJ,eller,아니면
734,stehen::V,stå,서다
735,sitzen::V,sidde,앉다
736,liegen::V,ligge,눕다
737,hängen::V,hænge,달다
738,werden::V,blive,되다
739,passieren::V,ske,지장옶다
740,passieren::V,hænde,지장옶다
741,beginnen::V,begynde,시작되다
742,enden::V,ende,큳내다
743,wechseln::V,veksle,병경하다
744,aufgehen[Sonne]::V,gå op,뜨다
745,aufgehen[Sonne]::V,stå op,뜨다
746,untergehen[Sonne]::V,gå ned,지다
747,scheinen[Sonne]::V,skinne,빛나다
748,donnern::V,tordne,천둥치다
749,wehen::V,blæse,풀다
750,strömen::V,strømme,흐르다
751,fließen::V,flyde,흐르다
752,sich drehen::V,dreje sig,돌다
753,schwanken::V,vakle,동요하다
754,schwingen::V,svinge,흔들다
755,fallen::V,falde,떨어지다
756,brennen::V,brænde,타다
757,rauchen::V,ryge,김이나다
758,regnen::V,regne,비가오다
759,gefrieren::V,fryse,얼다
760,tauen::V,tø,녹다
761,schmelzen::V,smelte,녹다
762,trocknen::V,tørre,홈치다
763,sieden::V,koge,끓다
764,faulen::V,rådne,부패하다
765,verfaulen::V,rådne,썩다
766,reißen::V,briste,지바찢다
767,versinken::V,synke,가라앉다
768,versinken::V,synke ned,가라앉다
769,vergehen::V,forløbe,지나가다
770,erscheinen::V,vise sig,나타나다
771,verschwinden::V,forsvinde,사라지다
772,sinken::V,synke,가라앉다
773,abnehmen::V,aftage,떼어내다
774,zunehmen::V,tiltage,증가하다
775,steigen::V,stige,상승하다
776,wachsen::V,gro,생기하다
777,wachsen::V,vokse,생기하다
778,glänzen::V,glinse,뛰오나다
779,funkeln::V,tindre,불티가잍어나다
780,lärmen::V,larme,떠들다
781,läuten::V,ringe,울시다
782,klingeln::V,ringe,초닌총을울리다
783,klirren::V,klirre,탁탁울리다
784,brausen::V,bruse,쏴쏴소리내다
785,rauschen::V,suse,솨솨
786,klingen::V,lyde,반향하다
787,klingen::V,klinge,반향하다
788,bellen::V,gø,짖다
789,heulen::V,hyle,포효하다
790,blasen::V,blæse,불다
791,pfeifen::V,fløjte,피리를불다
792,schreien::V,skrige,절규하다
793,stöhnen::V,stønne,신음하다
794,zittern::V,dirre,저뉼하다
795,zittern::V,skælve,저뉼하다
796,leben::V,leve,살다
797,geboren werden::V,fødes,태어난
798,atmen::V,ånde,숨쉬다
799,trinken::V,drikke,마시다
800,essen::V,spise,먹다
801,schlucken::V,synke,들이켜다
802,müde werden::V,blive træt,
803,einschlafen::V,falde i søvn,잠들다
804,schlafen::V,sove,자다
805,aufwachen::V,vågne,눈트다
806,aufstehen::V,stå op,서다
807,sich erholen::V,komme sig,회복하다
808,krank werden::V,blive syg,
809,krank sein::V,være syg,
810,schmerzen::V,smerte,아프다
811,husten::V,hoste,잔기침하다
812,genesen::V,komme sig,낫다
813,sterben::V,dø,죽다
814,umkommen::V,omkomme,못쓰게되다
815,sich bewegen::V,bevæge sig,움직이다
816,sich rühren::V,røre på sig,움직이다
817,sich erheben::V,rejse sig,이러서다
818,sich setzen::V,sætte sig,앉히다
819,laufen::V,løbe,걷다
820,schreiten::V,skride,보행하다
821,spazierengehen::V,gå en tur,산보하다
822,eilen::V,ile,서둘다
823,sich beeilen::V,skynde sig,서둘게하다
824,sausen::V,suse,서들러 떠나다
825,rennen::V,løbe,달리다
826,rennen::V,rende,달리다
827,springen::V,hoppe,도약하다
828,springen::V,springe,도약하다
829,klettern::V,klatre,갑겨오르다
830,schaukeln::V,gynge,흔들리게하다
831,kriechen::V,krybe,기다
832,schwimmen::V,svømme,헤엄치다
833,tauchen::V,dykke,잠기다
834,rudern::V,ro,물을헤치다
835,fahren::V,køre,가다
836,fahren::V,køre,나르다
837,fliegen::V,flyve,날다
838,gehen::V,gå,가다
839,weggehen::V,gå bort,팔리다
840,abfahren::V,køre bort,출발하다
841,anhalten::V,standse,멈추다
842,hineingehen::V,gå ind,(그리로)가다
843,eintreten::V,træde ind,들러가다
844,kommen::V,komme,오다
845,ankommen::V,ankomme,고챀하다
846,zurückkommen::V,komme tilbage,보기
847,bleiben::V,blive,체류
848,bleiben::V,forblive,체류
849,warten::V,vente,기다리다
850,erwarten::V,vente,기대하다
851,erwarten::V,afvente,기대하다
852,suchen::V,søge,찾다
853,suchen::V,søge,구하다
