,Concept_ID,cs,ko
71,Boden::N,půda,바닥
72,Erde::N,země,흙
73,Staub::N,prach,먼지
74,Rauch::N,dým,연기
75,Rauch::N,kouř,연기
76,Funke::N,jiskra,불티
77,Feuer::N,oheň,불
78,Licht::N,světlo,불
79,Schatten::N,stín,어스레함
80,Wetter::N,počasí,기상
81,Nebel::N,mlha,안개
82,Wolke::N,mrak,구름
83,Wolke::N,oblak,구름
84,Regen::N,déšť,비
85,Schnee::N,sníh,눈
86,Eis::N,led,얼음
87,Frost::N,mráz,혹한
88,Kälte::N,chlad,추위
89,Kälte::N,chlad,차가움
90,Hitze::N,horko,고온
91,Hitze::N,horko,더위
92,Raureif::N,jinovatka,
93,Regenbogen::N,duha,무지개
94,Donner::N,hrom,뇌명
95,Strömung::N,proudění,유동
96,Tropfen::N,kapka,물방울
97,Schaum::N,pěna,포말
98,Schmutz::N,špína,때
99,See::N,jezero,호수
100,Sumpf::N,močál,습지
101,Sumpf::N,bažina,습지
102,Moor::N,bažina,저습지
103,Moor::N,slatina,저습지
104,Wiese::N,louka,목초지
105,Wald::N,les,숲
106,Hügel::N,kopec,언덕
107,Anhöhe::N,pahorek,언덕
108,Berg::N,hora,산
109,Gipfel::N,vrchol,졀졍
110,Höhle::N,jeskyně,공동
111,Abhang::N,svah,몰매
112,Abhang::N,stráň,몰매
113,Quelle::N,pramen,근원
114,Bach::N,potok,내
115,Fluss::N,řeka,강
116,Ufer::N,břeh,강변
117,Ufer::N,břeh,바닷가
118,Küste::N,pobřeží,해변
119,Küste::N,pobřeží,해변가
120,Festland::N,souš,본토
121,Festland::N,pevnina,본토
122,Meer::N,moře,바다
123,Bucht::N,záliv,협만
124,Bucht::N,zátoka,협만
125,Insel::N,ostrov,섬
126,Blume::N,květina,꽃
127,Gras::N,tráva,풀
128,Wurzel::N,kořen,뿌리
129,Baum::N,strom,나무
130,Stamm::N,kmen,대
131,Rinde::N,kůra,나무껍질
132,Ast::N,větev,가지
133,Zweig::N,větev,가지
134,Blatt::N,lupen,잎
135,Birke::N,bříza,자작나무
136,Kiefer[Baum]::N,sosna,소나무
137,Kiefer[Baum]::N,borovice,소나무
138,Weide[Baum]::N,vrba,쉬양버들
139,Tanne::N,jedle,전나무
140,Horn::N,roh,뿔
141,Feder::N,pero,깃털
142,Fell::N,srst,피혁모피
143,Flügel::N,křídlo,날개
144,Klaue::N,dráp,갈고리 발톺
145,Klaue::N,pazneht,갈고리 발톺
146,Kralle::N,dráp,발툭
147,Schwanz::N,ocas,꼬리
148,Ei::N,vejce,알
149,Nest::N,hnízdo,보금자리
150,Bau::N,nora,굴
151,Tier::N,zvíře,짐승
152,Herde::N,stádo,가축의떼
153,Kuh::N,kráva,암소
154,Bulle::N,býk,황소
155,Pferd::N,kůň,말
156,Schaf::N,ovce,양
157,Schwein::N,vepř,돼지
158,Schwein::N,prase,돼지
159,Hund::N,pes,개
160,Katze::N,kočka,고양이
161,Bär::N,medvěd,콤
162,Eichhörnchen::N,veverka,다람쥐
163,Elch::N,los,고라니
164,Fuchs::N,liška,여우
165,Hase::N,zajíc,토끼
166,Maus::N,myš,쥐
167,Wolf::N,vlk,늑대
168,Vogel::N,pták,새
169,Schwarm::N,roj,뗴
170,Schwarm::N,hejno,뗴
171,Huhn::N,kuře,암탉
172,Huhn::N,slepice,암탉
173,Hahn::N,kohout,수탉
174,Gans::N,husa,거위
175,Adler::N,orel,수리
176,Ente::N,kachna,오리
177,Eule::N,sova,부엉이
178,Kranich::N,jeřáb,두루미
179,Krähe::N,vrána,까마귀
180,Kuckuck::N,kukačka,뻐꾸기
181,Schwan::N,labuť,배조
182,Fisch::N,ryba,물고기
183,Barsch::N,okoun,농어
184,Hecht::N,štika,에속스
185,Schlange[Tier]::N,had,뱀
186,Wurm::N,červ,벌레
187,Spinne::N,pavouk,거미
188,Ameise::N,mravenec,개미
189,Laus::N,veš,이
190,Mücke::N,komár,모기
191,Fliege::N,moucha,날기
192,Schmetterling::N,motýl,나비
193,Beere::N,bobule,장과
194,Apfel::N,jablko,사과
195,Pilz::N,houba,고방이
196,Zwiebel::N,cibule,양파
197,Saat::N,osivo,씨
198,Korn::N,zrno,알맹이
199,Heu::N,seno,건초
200,Schale::N,slupka,피상
201,Schale::N,skořápka,피상
202,Grube::N,jáma,
203,Falle::N,past,함정
204,Falle::N,léčka,함정
205,Schlinge::N,smyčka,올가미
206,Schlinge::N,smyčka,멜빵붕대
207,Spur::N,stopa,발지국
208,Asche::N,popel,재
209,Dreck::N,špína,똥
210,Dreck::N,špína,오물
211,Eisen::N,železo,쇠
212,Eisen::N,železo,철
213,Gold::N,zlato,항금
214,Silber::N,stříbro,은
215,Kohle::N,uhlí,슻
216,Glas::N,sklo,유리
217,Lehm::N,jíl,찰흙
218,Lehm::N,hlína,찰흙
219,Sand::N,písek,모래
220,Mensch::N,člověk,사람
221,Mann::N,muž,남자
222,Frau::N,žena,여자
223,Kind::N,dítě,아이
224,Junge::N,hoch,소녁
225,Junge::N,chlapec,소녁
226,Mädchen::N,děvče,소녀
227,Familie::N,rodina,가족
228,Großvater::N,děd,할아버지
229,Großvater::N,dědeček,할아버지
230,Großmutter::N,babička,할머니
231,Eltern::N,rodiče,어버오
232,Vater::N,otec,아버지
233,Mutter::N,matka,어머니
234,Sohn::N,syn,아들
235,Tochter::N,dcera,딸기
236,Bruder::N,bratr,형제
237,Schwester::N,sestra,누이
238,Onkel::N,strýc,백부
239,Tante::N,teta,아주머니
240,Ehemann::N,choť,남편
241,Ehemann::N,manžel,남편
242,Ehefrau::N,choť,아내
243,Ehefrau::N,manželka,아내
244,Freude::N,radost,기쁨
245,Gelächter::N,smích,웃음
246,Glück::N,štěstí,즐거움
247,Kummer::N,žal,슬픔
248,Kummer::N,trápení,슬픔
249,Wunsch::N,přání,소망
250,Lust::N,chuť,
251,Geist::N,duch,할기
252,Gedanke::N,myšlenka,상념
253,Gedächtnis::N,paměť,기억
254,Verstand::N,rozum,분별
255,Verstand::N,rozum,지능
256,Sinn::N,smysl,센스
257,Grund::N,důvod,까닭
258,Wahrheit::N,pravda,참
259,Wahrheit::N,pravda,진실
260,Gespräch::N,rozhovor,대화
261,Märchen::N,pohádka,동화
262,Erzählung::N,povídka,이야기
263,Nachricht::N,zpráva,
264,Neuigkeit::N,novina,뉴스
265,Neuigkeit::N,novinka,뉴스
266,Name::N,jméno,이름
267,Rätsel::N,hádanka,수수께끼
268,Rede::N,řeč,연설
269,Rede::N,proslov,연설
270,Sprache::N,řeč,말
271,Sprache::N,jazyk,말
272,Stimme::N,hlas,목소리
273,Wort::N,slovo,낱말
274,Zeichen::N,znamení,신호
275,Ruf::N,zavolání,부름
276,Lärm::N,hluk,소동
277,Laut::N,zvuk,음성
278,Ton::N,tón,목소리
279,Lied::N,píseň,노래
280,Ruhe::N,klid,쉼
281,Ruhe::N,pokoj,쉼
282,Leute::N,lidé,사람들
283,Volk::N,národ,국중
284,Arbeit::N,práce,근로
285,Arbeit::N,práce,너무
286,Gast::N,host,손님
287,Geschenk::N,dar,행하
288,Spiel::N,hra,무리
289,Gesellschaft::N,společnost,교제
290,Hilfe::N,pomoc,거들음
291,Hilfe::N,pomoc,보좌
292,Freund::N,přítel,친구
293,Kamerad::N,kamarád,동실자
294,Angelegenheit::N,záležitost,용무
295,Anzahl::N,počet,어떤
296,Anzahl::N,počet,수
297,Art::N,druh,정류
298,Stück::N,kus,일부분
299,Stück::N,kousek,일부분
300,Teil::N,díl,몱
301,Teil::N,díl,구훠
302,Teil::N,část,몱
303,Teil::N,část,구훠
304,Hälfte::N,půl,2분의
305,Kreis::N,kruh,고리
306,Kreuz::N,kříž,열십자
307,Linie::N,linka,선
308,Strich::N,čára,스침
309,Strich::N,čárka,스침
310,Abstand::N,vzdálenost,거리
311,Entfernung::N,vzdálenost,거리
312,Gegend::N,krajina,곳
313,Gegend::N,krajina,부금
314,Platz::N,prostor,장소
315,Ort::N,místo,장소
316,Seite::N,strana,옆면
317,Mitte::N,střed,궁간
318,Mitte::N,prostředek,궁간
319,Gegenstand::N,předmět,항목
320,Sache::N,věc,뭉에
321,Rand::N,kraj,가
322,Rand::N,okraj,가
323,Kante::N,hrana,귀퉁
324,Ecke::N,roh,구석
325,Spitze::N,hrot,끝
326,Spitze::N,hrot,참단
327,Spitze::N,špička,끝
328,Spitze::N,špička,참단
329,Ende::N,konec,말당
330,Loch::N,díra,빙옷
331,Winkel::N,kout,각도
332,Muster::N,vzor,본
333,Muster::N,vzor,견복
334,Größe::N,velikost,신장
335,Länge::N,délka,길이긺
336,Höhe::N,výška,높이
337,Gewicht::N,váha,추
338,Menge::N,množství,수양
339,Haufen::N,kupa,퇴적
340,Haufen::N,hromada,퇴적
341,Reihe::N,řada,열
342,Reihe::N,řádek,열
343,Boot::N,člun,보트
344,Ruder::N,veslo,노
345,Schlitten::N,sáně,썰매
346,Ski::N,lyže,스키
347,Lagerfeuer::N,táborák,캠프의 모닥불
348,Last::N,náklad,무거운짐
349,Last::N,břemeno,무거운짐
350,Gang::N,chůze,걸음
351,Gang::N,chodba,걸음
352,Schritt::N,krok,보조
353,Norden::N,sever,북쪽 
354,Süden::N,jih,남쪽
355,Westen::N,západ,서쪽
356,Osten::N,východ,동쪽
357,Holz::N,dřevo,목재
358,Brett::N,prkno,마루널
359,Platte::N,deska,탤
360,Platte::N,deska,금속판
361,Stütze::N,opěra,버팀목
362,Stange::N,tyč,장대
363,Stange::N,tyčka,장대
364,Stock::N,hůlka,막대기
365,Stab::N,hůl,작대기
366,Rohr::N,trubka,갈대
367,Haus::N,dům,집
368,Heim::N,domov,집
369,Ofen::N,kamna,아궁이
370,Fußboden::N,podlaha,마루
371,Tisch::N,stůl,탁자
372,Stuhl::N,židle,의자
373,Wiege::N,kolébka,발상지
374,Bett::N,postel,침대
375,Regal::N,regál,서가
376,Regal::N,police,서가
377,Kiste::N,bedna,짐궤
378,Fenster::N,okno,눔
379,Tür::N,dveře,문
380,Tor::N,vrata,대문
381,Zaun::N,plot,담장
382,Dach::N,střecha,지붕
383,Leiter::N,žebřík,사닥다리
384,Besen::N,koště,비
385,Besen::N,smeták,비
386,Spaten::N,rýč,가래
387,Schaufel::N,lopata,삽
388,Gabel::N,vidlička,갈래
389,Löffel::N,lžíce,숟가락
390,Messer::N,nůž,나이프
391,Nagel::N,hřebík,발툽
392,Netz::N,síť,그물
393,Haken::N,hák,갈고리
394,Griff::N,držadlo,움켜쥠
395,Schloss::N,zámek,자물쇠
396,Bild::N,obraz,그림
397,Figur::N,figura,몸메
398,Puppe::N,panenka,인형
399,Beutel::N,pytlík,클
400,Bündel::N,svazek,자근다발
401,Tasche::N,taška,가방
402,Tasche::N,brašna,가방
403,Eimer::N,kýbl,동이
404,Eimer::N,vědro,동이
405,Deckel::N,víko,뚜껑
406,Deckel::N,příklop,뚜껑
407,Geschirr::N,nádobí,식시
408,Sack::N,pytel,조갑
409,Tasse::N,šálek,차잔
410,Topf::N,hrnec,단지
411,Kessel::N,kotel,주전자
412,Essen::N,jídlo,먹기
413,Nahrung::N,strava,식료
414,Nahrung::N,potrava,식료
415,Speise::N,jídlo,음식물
416,Fleisch::N,maso,고기
417,Getreide::N,obilí,곡물
418,Brei::N,kaše,젤리
419,Brot::N,chléb,빵
420,Scheibe::N,krajíc,원반
421,Fett::N,tuk,기름
422,Fett::N,omastek,기름
423,Butter::N,máslo,버터
424,Öl::N,olej,올리브유
425,Salz::N,sůl,소금
426,Suppe::N,polévka,국
427,Suppe::N,polévka,수프
428,Honig::N,med,감미
429,Milch::N,mléko,유즙
430,Tee::N,čaj,차
431,Leder::N,kůže,가죽
432,Wolle::N,vlna,양털
433,Stoff::N,látka,패료
434,Nadel::N,jehla,바늘
435,Faden::N,nit,콘실
436,Knopf::N,knoflík,단추
437,Knoten::N,uzel,곁절
438,Farbe::N,barva,색
439,Kleidung::N,šaty,옷입기
440,Kleidung::N,šatstvo,옷입기
441,Hemd::N,košile,속옷
442,Kragen::N,límec,깃
443,Ärmel::N,rukáv,소매
444,Hose::N,kalhoty,바지
445,Gürtel::N,pás,밴드
446,Gürtel::N,opasek,밴드
447,Mütze::N,čepice,모자
448,Schuh::N,bota,구두
449,Stiefel::N,holínka,장화
450,Ring::N,prsten,고리
451,Band::N,pásek,리본
452,Kamm::N,hřeben,빗
453,Spiegel::N,zrcadlo,거울
454,Riemen::N,řemen,가죽끈
455,Schnur::N,šňůra,밧줄
456,Leine::N,vodítko,고삐줄
457,Decke::N,pokrývka,이부자리
458,Decke::N,přikrývka,이부자리
459,Kissen::N,polštář,깔개
460,Tuch::N,šátek,천
461,Handtuch::N,ručník,수건
462,Kraft::N,síla,세력
463,Stärke::N,síla,힘
464,Gesundheit::N,zdraví,위생
465,Krankheit::N,nemoc,병
466,Krankheit::N,choroba,병
467,Schmerz::N,bolest,아픔고통
468,Wunde::N,rána,상처
469,Fieber::N,horečka,열별
470,Arznei::N,lék,약
471,Brücke::N,most,교량
472,Brunnen::N,studna,원천
473,Weide::N,pastva,목장
474,Weide::N,pastvina,목장
475,Pfad::N,pěšina,좁은길
476,Weg::N,cesta,길
477,Straße::N,silnice,길
478,Dorf::N,vesnice,촌
479,Dorf::N,vesnice,촌락
480,Stadt::N,město,도시
481,Brief::N,dopis,서한
482,Buch::N,kniha,책
483,Buchstabe::N,písmeno,문자
484,Zeitung::N,noviny,신문
485,Leben::N,život,삶
486,Tod::N,smrt,죽음
487,Grab::N,hrob,무덤
488,Kirche::N,kostel,교회
489,Sünde::N,hřích,부정
490,Gott::N,bůh,하느님
491,Arbeiter::N,dělník,일하는사람
492,Arbeiter::N,pracovník,일하는사람
493,Chef::N,šéf,사장
494,Chef::N,vedoucí,사장
495,Meister::N,mistr,명인
496,Meister::N,mistr,대가
497,Arzt::N,lékař,의사
498,Lehrer::N,učitel,교사
499,Geld::N,peníze,돈
500,Geschäft::N,obchod,일
501,Laden::N,krám,가게
502,Preis::N,cena,가격
503,Ware::N,zboží,상품
504,Nutzen::N,užitek,이익
505,Reichtum::N,bohatství,많음
506,Welt::N,svět,세상
507,Land::N,země,지방
508,Staat::N,stát,국가
509,König::N,král,국왕
510,Macht::N,moc,힘
511,Macht::N,mocnost,힘
512,Grenze::N,hranice,국경
513,Krieg::N,válka,전쟁
514,Feind::N,nepřítel,적
515,Gewalt::N,násilí,권력
516,Kampf::N,boj,전투
517,Bogen[Waffe]::N,luk,활
518,Pfeil::N,šíp,화살
519,Gewehr::N,puška,무기
520,Gewehr::N,ručnice,무기
521,Fehler::N,chyba,오류
522,Lüge::N,lež,거짓말
523,Schaden::N,škoda,손상
524,Unglück::N,neštěstí,불행
525,Schuld::N,vina,부채
526,Alter::N,věk,연령
527,Schluss::N,konec,마감
528,Zeit::N,čas,때
529,Zeit::N,čas,시간
530,Tag::N,den,하루
531,Morgen::N,ráno,이침
532,Morgen::N,jitro,이침
533,Mittag::N,poledne,대낮
534,Abend::N,večer,저녁
535,Nacht::N,noc,밤
536,Woche::N,týden,근무일
537,Monat::N,měsíc,달
538,Jahr::N,rok,해
539,Frühling::N,jaro,봄
540,Sommer::N,léto,여름
541,Herbst::N,podzim,가을
542,Winter::N,zima,겨울
543,Januar::N,leden,일월
544,Februar::N,únor,이월
545,März::N,březen,삼월
546,April::N,duben,사월
547,Mai::N,květen,오월
548,Juni::N,červen,유월
549,Juli::N,červenec,칠월
550,August::N,srpen,팔월
551,September::N,září,구월
552,Oktober::N,říjen,시월
553,November::N,listopad,십일월
554,Dezember::N,prosinec,십이월
555,Montag::N,pondělí,월요일
556,Montag::N,pondělek,월요일
557,Dienstag::N,úterý,화요일
558,Mittwoch::N,středa,수요일
559,Donnerstag::N,čtvrtek,모교일
560,Freitag::N,pátek,그묘일
561,Samstag::N,sobota,토요일
562,Sonntag::N,neděle,일요일
563,groß::A,velký,큰
564,klein::A,malý,자근
565,lang::A,dlouhý,긴
566,kurz::A,krátký,짧은
567,breit::A,široký,넓은
568,schmal::A,úzký,좁은
569,dicht::A,hustý,농밀한
570,dick[Gegenstand]::A,tlustý,두꺼운
571,dünn::A,tenký,얇은
572,fein::A,jemný,미세한
573,fest::A,pevný,굳은
574,flach::A,plochý,얕은
575,flach::A,placatý,얕은
576,glatt::A,hladký,반들반들한
577,hart::A,tvrdý,굳은
578,weich::A,měkký,연한
579,rund::A,kulatý,둥근
580,rund::A,okrouhlý,둥근
581,spitz::A,špičatý,뾰족한
582,scharf::A,ostrý,날카로운
583,stumpf::A,tupý,무딘
584,schwer::A,těžký,무거운
585,schön::A,pěkný,멋진
586,schön::A,krásný,멋진
587,heiß::A,horký,뜨거운
588,warm::A,teplý,따뜻한
589,kalt::A,studený,찬
590,kühl::A,chladný,서늘한
591,frisch::A,svěží,신선한
592,feucht::A,vlhký,축축한
593,nass::A,mokrý,젖은
594,trocken::A,suchý,마른
595,voll::A,plný,완전한
596,leer::A,prázdný,빈
597,offen::A,otevřený,열린
598,geschlossen::A,zavřený,닫힌
599,sauber::A,čistý,깨끗한
600,schmutzig::A,špinavý,더러운
601,roh::A,syrový,날게잇의
602,reif::A,zralý,이근
603,lecker::A,chutný,맛있는
604,süß::A,sladký,단
605,bitter::A,hořký,찌르는듯한
606,sauer::A,kyselý,산성의
607,hell::A,světlý,밝은
608,dunkel::A,temný,어두운
609,schwarz::A,černý,검은
610,weiß::A,bílý,하얀
611,rot::A,rudý,붉은
612,rot::A,červený,붉은
613,gelb::A,žlutý,황색
614,blau::A,modrý,푸른
615,grün::A,zelený,녹색의
616,grau::A,šedý,회색의
617,grau::A,šedivý,회색의
618,bunt::A,pestrý,알록달록한
619,billig::A,levný,싼
620,billig::A,laciný,싼
621,teuer::A,drahý,값비산
622,wertvoll::A,cenný,가치가많은
623,blind::A,slepý,눈먼
624,taub::A,hluchý,무감간한
625,kräftig::A,silný,강장한
626,stark::A,silný,강한
627,schwach::A,slabý,약한
628,fett::A,tučný,실찐
629,fett::A,tlustý,실찐
630,schlank::A,štíhlý,호리호리한
631,hübsch::A,hezký,예쁜
632,böse::A,zlý,나쁜
633,dumm::A,hloupý,어리석은
634,faul::A,líný,너덜너덜한
635,fleißig::A,pilný,근면한
636,geizig::A,lakomý,인색한
637,klug::A,chytrý,
638,geschickt::A,šikovný,교묘한
639,lieb::A,milý,친애하는
640,lustig::A,veselý,유쾌한
641,sanft::A,mírný,온화한
642,hungrig::A,hladový,배고픈
643,krank::A,nemocný,병든
644,nackt::A,nahý,벌거벗은
645,traurig::A,smutný,슬픈
646,traurig::A,truchlivý,슬픈
647,lebendig::A,živý,살아있는
648,gut::A,dobrý,좋은
649,schlecht::A,špatný,나쁜
650,richtig::A,pravý,바른
651,richtig::A,správný,바른
652,schlimm::A,zlý,못된
653,wahr::A,pravdivý,참된
654,alt::A,starý,늙은
655,neu::A,nový,새
656,ehemalig::A,bývalý,전의
657,alt[Lebewesen]::A,starý,낡은
658,jung::A,mladý,젊은
659,arm::A,chudý,가난한
660,reich::A,bohatý,풍부한
661,bekannt::A,známý,저명한
662,berühmt::A,slavný,유명한
663,fremd::A,cizí,타처이
664,verschieden::A,různý,따른
665,verschieden::A,rozličný,따른
666,nah::A,blízký,가까운
667,fern::A,daleký,먼
668,linker::A,levý,왼쭉의
669,rechter::A,pravý,오른쪽의
670,anderer::A,jiný,다른
671,erster::A,první,첫째
672,zweiter::A,druhý,둘째
673,dritter::A,třetí,셋째
674,letzter::A,poslední,의후자의
675,allein::ADV,sám,훌로
676,auf einmal::ADV,najednou,갑자기
677,zusammen::ADV,spolu,모아서
678,zusammen::ADV,dohromady,모아서
679,lange::ADV,dlouho,오래
680,plötzlich::ADV,vtom,둘연한
681,plötzlich::ADV,náhle,둘연한
682,sofort::ADV,hned,즉시
683,sofort::ADV,ihned,즉시
684,später::ADV,později,보다늦은
685,jetzt::ADV,teď,목하
686,jetzt::ADV,nyní,목하
687,heute::ADV,dnes,오늘
688,heute::ADV,dneska,오늘
689,morgen::ADV,zítra,내일
690,bald::ADV,brzo,곱
691,dann::ADV,pak,그경우에
692,dann::ADV,potom,그경우에
693,gestern::ADV,včera,어제
694,einst::ADV,kdysi,옛날에
695,damals::ADV,tehdy,그때에
696,damals::ADV,tenkrát,그때에
697,danach::ADV,podle toho,그 뒤에
698,vorher::ADV,dříve,미리
699,vorher::ADV,napřed,미리
700,zuerst::ADV,nejprve,최초로
701,zuerst::ADV,nejdříve,최초로
702,einmal::ADV,jednou,한번
703,manchmal::ADV,někdy,땓대로
704,oft::ADV,často,땓대로
705,immer::ADV,vždy,늘
706,immer::ADV,stále,늘
707,niemals::ADV,nikdy,결코...(하지)않다
708,hier::ADV,zde,여기
709,hier::ADV,tady,여기
710,hierhin::ADV,sem,여기로
711,von hier::ADV,odtud,
712,dort::ADV,tam,거기
713,dorthin::ADV,tam,저기예
714,geradeaus::ADV,rovně,곧장
715,vorwärts::ADV,kupředu,앞으로
716,rückwärts::ADV,zpět,뒤로
717,zurück::ADV,zpět,제자리로
718,zurück::ADV,nazpět,제자리로
719,unten::ADV,dole,아래에
720,hinab::ADV,dolů,아래쪽으로
721,oben::ADV,nahoře,위에
722,oben::ADV,navrchu,위에
723,hinauf::ADV,nahoru,위쪽으로
724,überall::ADV,všude,도처에
725,nicht::ADV,ne,안
726,ein wenig::ADV,trochu,적음
727,kaum::ADV,sotva,가의
728,sehr::ADV,velmi,자주
729,sehr::ADV,velice,자주
730,so::ADV,tak,그와같이
731,so::ADV,takto,그와같이
732,noch::ADV,ještě,아직
733,nur::ADV,jen,다만
734,nur::ADV,jenom,다만
735,schon::ADV,už,이미
736,schon::ADV,již,이미
737,wieder::ADV,zase,다시
738,vergebens::ADV,marně,헛되이
739,vor::PRP,před,앞에
740,hinter::PRP,za,뒤에
741,unter::PRP,pod,잍에
742,durch::PRP,skrz,통고하여
743,neben::PRP,vedle,와나란히
744,zwischen::PRP,mezi,의사이로
745,wegen::PRP,pro,때문에
746,dies::PRN,toto,이
747,dies::PRN,tohle,이
748,das::PRN,to,저
749,alles::PRN,všechno,모든것
750,ich::PRN,já,나
751,du::PRN,ty,너
752,er::PRN,on,그
753,wir::PRN,my,우리
754,ihr::PRN,vy,너희들
755,sie::PRN,oni,그들
756,was::FPRN,co,뭣
757,wer::FPRN,kdo,누구
758,wo::FADV,kde,어디
759,wohin::FADV,kam,어디로
760,wie::FADV,jak,어떻게
761,warum::FADV,proč,왜
762,wieviel::FNUM,kolik,얼마만큰
763,eins::NUM,jeden,하나
764,zwei::NUM,dva,둘
765,drei::NUM,tři,셋
766,vier::NUM,čtyři,넷
767,fünf::NUM,pět,다섯
768,sechs::NUM,šest,여섯
769,sieben::NUM,sedm,일곱
770,acht::NUM,osm,여덟
771,neun::NUM,devět,아홉
772,zehn::NUM,deset,열
773,elf::NUM,jedenáct,열하나
774,zwölf::NUM,dvanáct,열둘
775,zwanzig::NUM,dvacet,스물
776,dreißig::NUM,třicet,서름
777,vierzig::NUM,čtyřicet,마흔
778,fünfzig::NUM,padesát,숸
779,sechzig::NUM,šedesát,에순
780,siebzig::NUM,sedmdesát,일흔
781,achtzig::NUM,osmdesát,여든
782,neunzig::NUM,devadesát,아흔
783,hundert::NUM,sto,백
784,tausend::NUM,tisíc,천
785,und::CNJ,a,와
786,oder::CNJ,nebo,아니면
787,stehen::V,stát,서다
788,sitzen::V,sedět,앉다
789,liegen::V,ležet,눕다
790,hängen::V,viset,달다
791,werden::V,stát se,되다
792,passieren::V,stát se,지장옶다
793,beginnen::V,počít,시작되다
794,enden::V,končit,큳내다
795,enden::V,skončit,큳내다
796,wechseln::V,měnit se,병경하다
797,aufgehen[Sonne]::V,vyjít,뜨다
798,untergehen[Sonne]::V,zapadnout,지다
799,scheinen[Sonne]::V,svítit,빛나다
800,donnern::V,hřmět,천둥치다
801,wehen::V,vát,풀다
802,wehen::V,vanout,풀다
803,strömen::V,proudit,흐르다
804,fließen::V,téct,흐르다
805,sich drehen::V,točit se,돌다
806,schwanken::V,kolísat,동요하다
807,schwanken::V,houpat se,동요하다
808,schwingen::V,kývat se,흔들다
809,fallen::V,padat,떨어지다
810,brennen::V,hořet,타다
811,rauchen::V,kouřit,김이나다
812,regnen::V,pršet,비가오다
813,gefrieren::V,zamrznout,얼다
814,tauen::V,tát,녹다
815,schmelzen::V,tavit,녹다
816,trocknen::V,schnout,홈치다
817,sieden::V,vřít,끓다
818,faulen::V,hnít,부패하다
819,verfaulen::V,shnít,썩다
820,reißen::V,roztrhat se,지바찢다
821,versinken::V,topit se,가라앉다
822,versinken::V,ponořit se,가라앉다
823,vergehen::V,plynout,지나가다
824,erscheinen::V,objevit se,나타나다
825,verschwinden::V,zmizet,사라지다
826,sinken::V,klesat,가라앉다
827,abnehmen::V,ubýt,떼어내다
828,zunehmen::V,přibýt,증가하다
829,steigen::V,stoupat,상승하다
830,wachsen::V,růst,생기하다
831,glänzen::V,lesknout se,뛰오나다
832,funkeln::V,jiskřit se,불티가잍어나다
833,lärmen::V,dělat hluk,떠들다
834,läuten::V,zvonit,울시다
835,klingeln::V,zvonit,초닌총을울리다
836,klirren::V,řinčet,탁탁울리다
837,brausen::V,hučet,쏴쏴소리내다
838,rauschen::V,šumět,솨솨
839,klingen::V,znít,반향하다
840,bellen::V,štěkat,짖다
841,heulen::V,výt,포효하다
842,blasen::V,foukat,불다
843,pfeifen::V,pískat,피리를불다
844,schreien::V,křičet,절규하다
