,Concept_ID,lez,nl
60,Geruch::N,ни,geur
61,Schlaf::N,ахвар,slaap
62,Traum::N,ахвар,droom
63,Himmel::N,цав,hemel
64,Sonne::N,рагъ,zon
65,Mond::N,варз,maan
66,Stern::N,гъед,ster
67,Luft::N,гьава,lucht
68,Wind::N,гар,wind
69,Welle::N,лепе,golf
70,Wasser::N,яд,water
71,Stein::N,къван,steen
72,Boden::N,накьв,grond
73,Erde::N,ччил,aarde
74,Staub::N,руг,stof
75,Rauch::N,гум,rook
76,Funke::N,цӏелхем,vonk
77,Feuer::N,цӏай,vuur
78,Licht::N,экв,licht
79,Schatten::N,серин,schaduw
80,Wetter::N,гьава,weer
81,Nebel::N,ччилин циф,mist
82,Nebel::N,ччилин циф,nevel
83,Wolke::N,циф,wolk
84,Regen::N,марф,regen
85,Schnee::N,жив,sneeuw
86,Eis::N,мурк,ijs
87,Frost::N,аяз,vorst
88,Kälte::N,мекь,kou
89,Kälte::N,мекь,koude
90,Kälte::N,мекьивал,kou
91,Kälte::N,мекьивал,koude
92,Hitze::N,зегьем,hitte
93,Raureif::N,къирав,rijp
94,Regenbogen::N,яргъируш,regenboog
95,Donner::N,цавун ван,donder
96,Tropfen::N,стӏал,druppel
97,Schaum::N,каф,schuim
98,Schmutz::N,чирк,vuil
99,Schmutz::N,кьуруш,vuil
100,See::N,вир,meer
101,Sumpf::N,уьлен,moeras
102,Wiese::N,векь,wei
103,Wiese::N,векь,weide
104,Wald::N,там,bos
105,Hügel::N,кӏунтӏ,heuvel
106,Anhöhe::N,тепе,hoogte
107,Anhöhe::N,гьуьндуьрвал,hoogte
108,Berg::N,дагъ,berg
109,Gipfel::N,кӏукӏ,top
110,Höhle::N,кьветӏ,hol
111,Abhang::N,гуьне,helling
112,Quelle::N,чешме,bron
113,Bach::N,булах,beek
114,Fluss::N,вацӏ,stroom
115,Ufer::N,къерех,wal
116,Ufer::N,къерех,oever
117,Küste::N,къерех,kust
118,Festland::N,кьурамат,vasteland
119,Meer::N,гьуьл,zee
120,Bucht::N,бухта,baai
121,Bucht::N,бухта,inham
122,Insel::N,остров,eiland
123,Blume::N,цуьк,bloem
124,Gras::N,хъач,gras
125,Wurzel::N,дувул,wortel
126,Baum::N,ттар,boom
127,Stamm::N,тан,stam
128,Rinde::N,чкал,schors
129,Ast::N,тӏур,tak
130,Zweig::N,хел,twijg
131,Blatt::N,пеш,blad
132,Birke::N,верх,berk
133,Kiefer[Baum]::N,шамагъаж,den
134,Weide[Baum]::N,цӏвелин ттар,wilg
135,Tanne::N,ель,spar
136,Horn::N,карч,hoorn
137,Feder::N,цӏакул,veer
138,Feder::N,цӏакул,pluim
139,Fell::N,хам,vel
140,Flügel::N,лув,vleugel
141,Klaue::N,къармах,klauw
142,Kralle::N,пац,klauw
143,Kralle::N,тапас,klauw
144,Schwanz::N,ттум,staart
145,Ei::N,кака,ei
146,Nest::N,муг,nest
147,Bau::N,тӏеквен,hol
148,Tier::N,гьайван,dier
149,Herde::N,суьруь,kudde
150,Kuh::N,ккал,koe
151,Bulle::N,яц,stier
152,Bulle::N,бугъа,stier
153,Pferd::N,балкӏан,paard
154,Schaf::N,хеб,schaap
155,Schwein::N,вак,varken
156,Hund::N,кицӏ,hond
157,Katze::N,кац,kat
158,Bär::N,сев,beer
159,Eichhörnchen::N,белка,eekhoorntje
160,Elch::N,лось,eland
161,Fuchs::N,сикӏ,vos
162,Hase::N,къуьр,haas
163,Maus::N,кьиф,muis
164,Wolf::N,жанавур,wolf
165,Vogel::N,луван ничхир,vogel
166,Schwarm::N,луж,zwerm
167,Huhn::N,верч,kip
168,Huhn::N,верч,hoen
169,Hahn::N,кӏек,haan
170,Gans::N,къаз,gans
171,Adler::N,лекь,arend
172,Ente::N,пӏатӏ,eend
173,Eule::N,тӏиб,uil
174,Kranich::N,дурна,kraanvogel
175,Krähe::N,къаргъа,kraai
176,Kuckuck::N,кукупӏ,koekoek
177,Schwan::N,къугь,zwaan
178,Fisch::N,гъед,vis
179,Barsch::N,окунь,baars
180,Hecht::N,щука,snoek
181,Schlange[Tier]::N,илан,slang
182,Schlange[Tier]::N,гъуьлягъ,slang
183,Wurm::N,квак,worm
184,Spinne::N,хуьшрекан,spin
185,Ameise::N,цегв,mier
186,Laus::N,нет,luis
187,Mücke::N,ветӏ,mug
188,Fliege::N,тӏветӏ,vlieg
189,Schmetterling::N,чепелукь,vlinder
190,Beere::N,куьлуь емиш,bes
191,Apfel::N,ич,appel
192,Pilz::N,къарникъуз,paddestoel
193,Zwiebel::N,чичӏек,ui
194,Saat::N,тумар,zaad
195,Korn::N,твар,graan
196,Korn::N,твар,korrel
197,Heu::N,векь,hooi
198,Heu::N,векьер,hooi
199,Schale::N,пириш,schil
200,Schale::N,хъуьруьш,schil
201,Grube::N,фур,kuil
202,Falle::N,ракьар,val
203,Schlinge::N,гьалкъа,strop
204,Spur::N,гел,spoor
205,Asche::N,руьхъ,as
206,Dreck::N,чирк,drek
207,Dreck::N,кьуруш,drek
208,Eisen::N,ракь,ijzer
209,Gold::N,алтун,goud
210,Silber::N,гимиш,zilver
211,Kohle::N,цӏивин,kool
212,Glas::N,шуьше,glas
213,Lehm::N,ччеб,klei
214,Sand::N,къум,zand
215,Mensch::N,инсан,mens
216,Mann::N,итим,man
217,Frau::N,паб,vrouw
218,Frau::N,дишегьли,vrouw
219,Kind::N,аял,kind
220,Junge::N,гада,jongen
221,Mädchen::N,руш,meisje
222,Familie::N,хзан,gezin
223,Familie::N,хзан,familie
224,Familie::N,килфет,gezin
225,Familie::N,килфет,familie
226,Großvater::N,чӏехи буба,grootvader
227,Großmutter::N,чӏехи диде,grootmoeder
228,Eltern::N,диде-буба,ouders
229,Vater::N,буба,vader
230,Mutter::N,диде,moeder
231,Sohn::N,хва,zoon
232,Tochter::N,руш,dochter
233,Bruder::N,стха,broer
234,Bruder::N,стха,broeder
235,Schwester::N,вах,zus
236,Schwester::N,вах,zuster
237,Onkel::N,ими,oom
238,Onkel::N,халу,oom
239,Tante::N,эме,tante
240,Tante::N,хала,tante
241,Ehemann::N,гъуьл,echtgenoot
242,Ehefrau::N,паб,echtgenote
243,Freude::N,шадвал,vreugde
244,Gelächter::N,хъвер,gelach
245,Glück::N,бахт,geluk
246,Kummer::N,дерт,verdriet
247,Kummer::N,хажалат,verdriet
248,Wunsch::N,мурад,wens
249,Wunsch::N,мурад,verlangen
250,Lust::N,гьевес,zin
251,Lust::N,гьевес,lust
252,Geist::N,руьгь,geest
253,Gedanke::N,фикир,gedachte
254,Verstand::N,акьул,verstand
255,Sinn::N,мана,betekenis
256,Grund::N,себеб,reden
257,Wahrheit::N,керчек,waarheid
258,Wahrheit::N,гьакъикъат,waarheid
259,Gespräch::N,ихтилат,gesprek
260,Märchen::N,мах,sprookje
261,Erzählung::N,кьиса,verhaal
262,Nachricht::N,хабар,tijding
263,Neuigkeit::N,цӏийи хабар,nieuws
264,Neuigkeit::N,цӏийи хабар,nieuwtje
265,Name::N,тӏвар,naam
266,Rätsel::N,мискӏал,raadsel
267,Rede::N,рахун,rede
268,Sprache::N,чӏал,taal
269,Stimme::N,ван,stem
270,Wort::N,гаф,woord
271,Zeichen::N,ишара,teken
272,Ruf::N,эвер,roep
273,Lärm::N,ван-сес,lawaai
274,Laut::N,ван,klank
275,Laut::N,ван,geluid
276,Laut::N,сес,klank
277,Laut::N,сес,geluid
278,Ton::N,ван-сес,toon
279,Ton::N,ван-сес,klank
280,Lied::N,мани,lied
281,Ruhe::N,ласвал,rust
282,Ruhe::N,ласвал,stilte
283,Ruhe::N,фаракъат,rust
284,Ruhe::N,фаракъат,stilte
285,Ruhe::N,асайиш,rust
286,Ruhe::N,асайиш,stilte
287,Leute::N,инсанар,lui
288,Leute::N,инсанар,mensen
289,Volk::N,халкь,volk
290,Arbeit::N,кӏвалах,werk
291,Arbeit::N,кӏвалах,arbeid
292,Gast::N,мугьман,gast
293,Geschenk::N,савкьат,cadeau
294,Geschenk::N,савкьат,geschenk
295,Spiel::N,къугъун,spel
296,Gesellschaft::N,жемят,gezelschap
297,Gesellschaft::N,общество,gezelschap
298,Hilfe::N,куьмек,hulp
299,Freund::N,дуст,vriend
300,Kamerad::N,яр-дуст,maat
301,Kamerad::N,яр-дуст,metgezel
302,Angelegenheit::N,кар,zaak
303,Angelegenheit::N,кар,aangelegenheid
304,Anzahl::N,сан,tal
305,Anzahl::N,сан,aantal
306,Anzahl::N,кьадар,tal
307,Anzahl::N,кьадар,aantal
308,Art::N,жуьре,slag
309,Art::N,жуьре,soort
310,Stück::N,кӏус,stuk
311,Teil::N,пай,deel
312,Hälfte::N,зур,helft
313,Hälfte::N,зур пай,helft
314,Kreis::N,круг,kring
315,Kreis::N,круг,cirkel
316,Kreis::N,чкаяр,kring
317,Kreis::N,чкаяр,cirkel
318,Kreis::N,элкъвей цӏар,kring
319,Kreis::N,элкъвей цӏар,cirkel
320,Kreuz::N,хаш,kruis
321,Linie::N,цӏар,lijn
322,Strich::N,цӏар,haal
323,Strich::N,цӏар,streep
324,Abstand::N,ара,afstand
325,Entfernung::N,мензил,afstand
326,Gegend::N,чка,streek
327,Platz::N,ара,ruimte
328,Ort::N,чка,oord
329,Ort::N,чка,plaats
330,Seite::N,пад,zij
331,Seite::N,пад,kant
332,Seite::N,пад,zijde
333,Mitte::N,юкь,midden
334,Gegenstand::N,затӏ,voorwerp
335,Sache::N,шей,zaak
336,Sache::N,затӏ,zaak
337,Rand::N,къерех,rand
338,Rand::N,къерех,boord
339,Kante::N,син,kant
340,Ecke::N,пӏипӏ,hoek
341,Spitze::N,кӏвенкӏв,punt
342,Spitze::N,кӏвенкӏв,spits
343,Ende::N,кьил,einde
344,Ende::N,кьил,uiteinde
345,Loch::N,тӏеквен,gat
346,Winkel::N,пӏипӏ,hoek
347,Muster::N,гишир,dessin
348,Muster::N,гишир,patroon
349,Größe::N,кьадар,grootte
350,Länge::N,яргъивал,lengte
351,Höhe::N,кьакьанвал,hoogte
352,Gewicht::N,заланвал,gewicht
353,Menge::N,кьадар,hoeveelheid
354,Haufen::N,хара,hoop
355,Reihe::N,жерге,rij
356,Reihe::N,жерге,reeks
357,Boot::N,луьткве,boot
358,Ruder::N,кьусу,roeiriem
359,Schlitten::N,гъелерар,slee
360,Schlitten::N,гъелерар,slede
361,Lagerfeuer::N,цӏай,kampvuur
362,Last::N,заланвал,last
363,Last::N,заланвал,vracht
364,Gang::N,ериш,wandeling
365,Schritt::N,къадам,stap
366,Schritt::N,къадам,schrede
367,Norden::N,кефер,noorden
368,Norden::N,кефер пад,noorden
369,Süden::N,кьибле,zuiden
370,Westen::N,рагъакӏидай пад,westen
371,Osten::N,рагъэкъечӏдай пад,oosten
372,Holz::N,кӏарас,hout
373,Brett::N,кьул,plank
374,Brett::N,тахта,plank
375,Stütze::N,даях,stut
376,Stütze::N,даях,steun
377,Stange::N,юрк,stang
378,Stock::N,лаш,stok
379,Stab::N,юрк,staf
380,Rohr::N,турба,pijp
381,Haus::N,ужагъ,huis
382,Heim::N,кӏвал,tehuis
383,Ofen::N,пич,kachel
384,Fußboden::N,кӏвалин ччил,vloer
385,Tisch::N,стол,tafel
386,Stuhl::N,стул,stoel
387,Wiege::N,кьеб,wieg
388,Bett::N,тахт,bed
389,Regal::N,кьацӏ,rek
390,Kiste::N,ящик,kist
391,Fenster::N,дакӏар,raam
392,Fenster::N,дакӏар,venster
393,Tür::N,рак,deur
394,Tor::N,варар,poort
395,Zaun::N,пару,omheining
396,Dach::N,къав,dak
397,Leiter::N,гурар,ladder
398,Besen::N,таран кул,bezem
399,Spaten::N,ппер,schop
400,Schaufel::N,хекендаз,schep
401,Gabel::N,шиш,vork
402,Löffel::N,тӏур,lepel
403,Messer::N,чукӏул,mes
404,Nagel::N,мих,spijker
405,Netz::N,чил,net
406,Haken::N,къармах,haak
407,Griff::N,ттум,handvat
408,Schloss::N,куьлег,slot
409,Bild::N,шикил,beeld
410,Bild::N,суьрет,beeld
411,Figur::N,фигура,figuur
412,Puppe::N,нини,pop
413,Beutel::N,тагъар,zak
414,Beutel::N,тагъар,buidel
415,Bündel::N,галгам,pak
416,Bündel::N,галгам,bundel
417,Tasche::N,чанта,tas
418,Eimer::N,ведре,emmer
419,Deckel::N,кьил,deksel
420,Deckel::N,къалпагъ,deksel
421,Geschirr::N,къаб-къажах,vaatwerk
422,Sack::N,чувал,zak
423,Tasse::N,сукӏра,kop
424,Topf::N,къажгъан,pan
425,Kessel::N,къажгъан,ketel
426,Essen::N,тӏуьн,eten
427,Nahrung::N,тӏуьн,voedsel
428,Speise::N,хуьрек,spijs
429,Fleisch::N,як,vlees
430,Getreide::N,техил,graan
431,Brei::N,хапӏа,pap
432,Brei::N,хапӏа,brij
433,Brei::N,хешил,pap
434,Brei::N,хешил,brij
435,Brot::N,фу,brood
436,Scheibe::N,чӏук,plak
437,Scheibe::N,чӏук,snede
438,Fett::N,ягълу,vet
439,Butter::N,гъери,boter
440,Öl::N,ягълу,olie
441,Salz::N,кьел,zout
442,Suppe::N,суп,soep
443,Suppe::N,шурпа,soep
444,Honig::N,вирт,honing
445,Milch::N,нек,melk
446,Tee::N,чай,thee
447,Leder::N,тумаж,leer
448,Leder::N,тумаж,leder
449,Wolle::N,йис,wol
450,Stoff::N,парча,stof
451,Nadel::N,раб,naald
452,Faden::N,гъал,draad
453,Knopf::N,дуьгме,knoop
454,Knoten::N,тӏвал,knoop
455,Farbe::N,ранг,verf
456,Kleidung::N,партал,kledij
457,Kleidung::N,партал,kleding
458,Hemd::N,перем,hemd
459,Kragen::N,хев,kraag
460,Ärmel::N,хел,mouw
461,Hose::N,шалвар,broek
462,Hose::N,шалвар,pantalon
463,Gürtel::N,чӏул,riem
464,Gürtel::N,чӏул,gordel
465,Mütze::N,бармак,muts
466,Mütze::N,бапӏах,muts
467,Schuh::N,ботинка,schoen
468,Stiefel::N,чекме,laars
469,Ring::N,тупӏал,ring
470,Band::N,тасма,lint
471,Kamm::N,регъ,kam
472,Spiegel::N,гуьзгуь,spiegel
473,Riemen::N,къайиш,riem
474,Schnur::N,еб,koord
475,Decke::N,яргъан,deken
476,Kissen::N,хъуьцуьган,kussen
477,Tuch::N,шал,doek
478,Handtuch::N,дасмал,handdoek
479,Kraft::N,гуж,kracht
480,Stärke::N,къуват,sterkte
481,Gesundheit::N,сагъвал,gezondheid
482,Krankheit::N,тӏал,ziekte
483,Schmerz::N,тӏал,pijn
484,Schmerz::N,тӏарвал,pijn
485,Wunde::N,хер,wond
486,Fieber::N,ифин,koorts
487,Arznei::N,дарман,medicament
488,Arznei::N,дарман,geneesmiddel
489,Brücke::N,муьгъ,brug
490,Brunnen::N,къуй,put
491,Brunnen::N,къуй,bron
492,Weide::N,уьруьш,wei
493,Weide::N,уьруьш,weide
494,Pfad::N,рехъ,pad
495,Weg::N,рехъ,weg
496,Straße::N,рехъ,baan
497,Straße::N,рехъ,straat
498,Dorf::N,хуьр,dorp
499,Stadt::N,шегьер,stad
500,Brief::N,кагъаз,brief
501,Buch::N,улуб,boek
502,Buchstabe::N,гьарф,letter
503,Zeitung::N,газета,krant
504,Zeitung::N,газета,dagblad
505,Leben::N,уьмуьр,leven
506,Tod::N,кьиникь,dood
507,Grab::N,сур,graf
508,Kirche::N,килиса,kerk
509,Sünde::N,гунагь,zonde
510,Gott::N,аллагь,god
511,Arbeiter::N,фяле,arbeider
512,Chef::N,гьаким,chef
513,Meister::N,устӏар,meester
514,Arzt::N,доктор,arts
515,Arzt::N,доктор,dokter
516,Lehrer::N,муаллим,leraar
517,Lehrer::N,муаллим,onderwijzer
518,Geld::N,пул,geld
519,Laden::N,магазин,winkel
520,Preis::N,къимет,prijs
521,Ware::N,мал,waar
522,Ware::N,товар,waar
523,Nutzen::N,хийир,nut
524,Nutzen::N,хийир,voordeel
525,Nutzen::N,менфят,nut
526,Nutzen::N,менфят,voordeel
527,Reichtum::N,девлет,rijkdom
528,Welt::N,дуьнья,wereld
529,Land::N,уьлкве,land
530,Staat::N,пачагьлугъ,staat
531,Staat::N,государство,staat
532,König::N,пачагь,koning
533,Macht::N,власть,macht
534,Grenze::N,сергьят,grens
535,Krieg::N,дяве,oorlog
536,Feind::N,душман,vijand
537,Gewalt::N,гуж,geweld
538,Kampf::N,женг,strijd
539,Kampf::N,женг,gevecht
540,Bogen[Waffe]::N,чӏемерук,boog
541,Pfeil::N,хьел,pijl
542,Gewehr::N,тфенг,geweer
543,Fehler::N,гъалатӏ,fout
544,Lüge::N,ттаб,leugen
545,Schaden::N,зиян,schade
546,Schaden::N,зарар,schade
547,Unglück::N,бала,tegenspoed
548,Unglück::N,бедбахтвал,tegenspoed
549,Schuld::N,тахсир,schuld
550,Alter::N,яш,leeftijd
551,Schluss::N,эхир,slot
552,Zeit::N,вяде,tijd
553,Tag::N,югъ,dag
554,Morgen::N,пакама,morgen
555,Morgen::N,пакама,ochtend
556,Mittag::N,нисин,middag
557,Abend::N,няни,avond
558,Nacht::N,йиф,nacht
559,Woche::N,гьафте,week
560,Monat::N,варз,maand
561,Jahr::N,йис,jaar
562,Frühling::N,гатфар,lente
563,Frühling::N,гатфар,voorjaar
564,Sommer::N,гад,zomer
565,Herbst::N,зул,herfst
566,Winter::N,кьуьд,winter
567,Januar::N,январь,januari
568,Februar::N,февраль,februari
569,März::N,март,maart
570,April::N,апрель,april
571,Mai::N,май,mei
572,Juni::N,июнь,juni
573,Juli::N,июль,juli
574,August::N,август,augustus
575,September::N,сентябрь,september
576,Oktober::N,октябрь,oktober
577,November::N,ноябрь,november
578,Dezember::N,декабрь,december
579,Montag::N,ислен,maandag
580,Dienstag::N,саласа,dinsdag
581,Mittwoch::N,арбе,woensdag
582,Donnerstag::N,хемис югъ,donderdag
583,Freitag::N,жуьмя,vrijdag
584,Freitag::N,жуьмя югъ,vrijdag
585,Samstag::N,киш,zaterdag
586,Sonntag::N,гьяд,zondag
587,groß::A,еке,groot
588,groß::A,чӏехи,groot
589,klein::A,гъвечӏи,klein
590,lang::A,яргъи,lang
591,kurz::A,куьруь,kort
592,breit::A,гьяркьуь,breed
593,schmal::A,гуьтӏуь,smal
594,dicht::A,къалин,dicht
595,dünn::A,кьелечӏ,dun
596,fein::A,шуькӏуь,fijn
597,fest::A,кӏеви,vast
598,flach::A,кьулу,plat
599,glatt::A,цӏалцӏам,glad
600,hart::A,кӏеви,hard
601,weich::A,хъуьтуьл,week
602,rund::A,элкъвей,rond
603,spitz::A,хци,spits
604,spitz::A,хци,puntig
605,scharf::A,хци,scherp
606,stumpf::A,къуьруь,stomp
607,schwer::A,залан,zwaar
608,schön::A,иер,mooi
609,schön::A,иер,fraai
610,heiß::A,кудай,heet
611,warm::A,чими,warm
612,kalt::A,мекьи,koud
613,kühl::A,къайи,koel
614,frisch::A,таза,fris
615,frisch::A,михьи,fris
616,feucht::A,ламу,vochtig
617,nass::A,кьежей,nat
618,trocken::A,кьуру,droog
619,voll::A,ацӏай,vol
620,leer::A,буш,leeg
621,leer::A,ичӏи,leeg
622,offen::A,ахъа,open
623,geschlossen::A,кӏеви,gesloten
624,sauber::A,михьи,net
625,sauber::A,михьи,schoon
626,schmutzig::A,чиркин,vuil
627,schmutzig::A,кьацӏай,vuil
628,roh::A,чиг,rauw
629,roh::A,ицӏи,rauw
630,reif::A,дигмиш хьайи,rijp
631,lecker::A,дадлу,lekker
632,süß::A,ширин,zoet
633,bitter::A,туькьуьл,bitter
634,sauer::A,цуру,zuur
635,hell::A,экуь,licht
636,hell::A,экуь,helder
637,dunkel::A,мичӏи,donker
638,schwarz::A,чӏулав,zwart
639,weiß::A,лацу,wit
640,rot::A,яру,rood
641,gelb::A,хъипи,geel
642,blau::A,вили,blauw
643,grün::A,къацу,groen
644,grau::A,рехи,grijs
645,bunt::A,цӏару,bont
646,bunt::A,яру-цӏару,bont
647,billig::A,ужуз,goedkoop
648,teuer::A,багьа,duur
649,wertvoll::A,масан,kostbaar
650,wertvoll::A,масан,waardevol
651,blind::A,буьркьуь,blind
652,taub::A,биши,doof
653,kräftig::A,гужлу,krachtig
654,stark::A,къуватлу,sterk
655,schwach::A,такьатсуз,zwak
656,fett::A,куьк,vet
657,schlank::A,шумал,slank
658,hübsch::A,гуьрчег,leuk
659,böse::A,пис,kwaad
660,dumm::A,ахмакь,dom
661,faul::A,тенпел,lui
662,fleißig::A,сяй ийидай,vlijtig
663,fleißig::A,сяйи ийидай,vlijtig
664,geizig::A,мискьи,gierig
665,klug::A,акьуллу,slim
666,klug::A,акьуллу,schrander
667,klug::A,акьуллу,verstandig
668,geschickt::A,магьир,handig
669,geschickt::A,магьир,vaardig
670,lieb::A,играми,lief
671,lustig::A,шад,vrolijk
672,sanft::A,назик,zacht
673,sanft::A,милайим,zacht
674,hungrig::A,гишин,hongerig
675,krank::A,кефсуз,ziek
676,nackt::A,кьецӏил,naakt
677,traurig::A,пашман,treurig
678,traurig::A,пашман,bedroefd
679,lebendig::A,ччан алай,levend
680,gut::A,хъсан,goed
681,gut::A,вижевай,goed
682,schlecht::A,пис,slecht
683,richtig::A,дуьз,juist
684,schlimm::A,нифретлу,erg
685,schlimm::A,нифретлу,kwaad
686,wahr::A,гьакъикъи,waar
687,alt::A,эски,oud
688,alt::A,куьгьне,oud
689,neu::A,цӏийи,nieuw
690,ehemalig::A,виликан,voormalig
691,alt[Lebewesen]::A,кьуьзуь,oud
692,jung::A,жегьил,jong
693,arm::A,кесиб,arm
694,reich::A,девлетлу,rijk
695,bekannt::A,чидай,bekend
696,berühmt::A,машгьур,beroemd
697,fremd::A,ччара,vreemd
698,verschieden::A,жуьреба-жуьре,verscheiden
699,verschieden::A,жуьреба-жуьре,verschillend
700,nah::A,мукьвал,nabij
701,nah::A,мукьвал,nabijgelegen
702,fern::A,яргъал,ver
703,linker::A,чапла,linker
704,rechter::A,эрчӏи,rechter
705,anderer::A,маса,andere
706,anderer::A,муькуь,andere
707,erster::A,сад лагьай,eerste
708,zweiter::A,кьвед лагьай,tweede
709,dritter::A,пуд лагьай,derde
710,letzter::A,эхиримжи,laatste
711,allein::ADV,кьилди,alleen
712,zusammen::ADV,санал,samen
713,zusammen::ADV,санал,bijeen
714,lange::ADV,яргъалди,lang
715,plötzlich::ADV,садлагьана,eensklaps
716,plötzlich::ADV,садлагьана,plotsklaps
717,sofort::ADV,гьасятда,terstond
718,sofort::ADV,гьасятда,aanstonds
719,sofort::ADV,гьасятда,onmiddelijk
720,später::ADV,гуьгъуьнлай,later
721,jetzt::ADV,гила,nu
722,jetzt::ADV,гила,nou
723,jetzt::ADV,гила,thans
724,heute::ADV,къе,heden
725,heute::ADV,къе,vandaag
726,morgen::ADV,пака,morgen
727,bald::ADV,мукьва,gauw
728,bald::ADV,мукьва,weldra
729,bald::ADV,мукьвара,gauw
730,bald::ADV,мукьвара,weldra
731,dann::ADV,ахпа,dan
732,dann::ADV,ахпа,toen
733,gestern::ADV,накь,gisteren
734,einst::ADV,садра,eens
735,damals::ADV,а чӏавуз,toen
736,damals::ADV,а чӏавуз,destijds
737,danach::ADV,ахпа,daarna
738,vorher::ADV,вилик,vooraf
739,vorher::ADV,вилик,van tevoren
740,zuerst::ADV,сифте,eerst
741,zuerst::ADV,сифте,het eerst
742,einmal::ADV,садра,eens
743,einmal::ADV,садра,eenmaal
744,manchmal::ADV,гагь-гагь,soms
745,oft::ADV,гзаф вахтара,vaak
746,oft::ADV,гзаф вахтара,dikwijls
747,immer::ADV,гьамиша,altijd
748,niemals::ADV,са чӏавузни,nooit
749,niemals::ADV,са вахтундани,nooit
750,hier::ADV,ина,hier
751,hierhin::ADV,иниз,hierheen
752,von hier::ADV,инай,van hier
753,von hier::ADV,инай,hiervandaan
754,dort::ADV,ана,daar
755,dort::ADV,ана,ginds
756,dorthin::ADV,аниз,daarheen
757,geradeaus::ADV,дуьз,rechtuit
758,geradeaus::ADV,дуьз,rechtdoor
759,vorwärts::ADV,вилик,vooruit
760,vorwärts::ADV,вилик,voorwaarts
761,vorwärts::ADV,виликди,vooruit
762,vorwärts::ADV,виликди,voorwaarts
763,rückwärts::ADV,кьулухъ,achteruit
764,rückwärts::ADV,кьулухъ,achterwaarts
765,unten::ADV,агъада,beneden
766,unten::ADV,агъада,onderaan
767,hinab::ADV,агъуз,omlaag
768,hinab::ADV,агъуз,naar beneden
769,oben::ADV,винел,boven
770,hinauf::ADV,виниз,omhoog
771,hinauf::ADV,виниз,naar boven
772,überall::ADV,вирина,alom
773,überall::ADV,вирина,overal
774,nicht::ADV,ваъ,niet
775,ein wenig::ADV,са тӏимил,wat
776,kaum::ADV,жизви,amper
777,kaum::ADV,жизви,nauwelijks
778,sehr::ADV,лап,erg
779,sehr::ADV,лап,zeer
780,so::ADV,икӏ,zo
781,noch::ADV,гьеле,nog
782,nur::ADV,анжах,maar
783,nur::ADV,анжах,alleen
784,schon::ADV,хъувуна,al
785,schon::ADV,хъувуна,reeds
786,schon::ADV,мадни дардиз,al
787,schon::ADV,мадни дардиз,reeds
788,schon::ADV,мадни гуьтӏуьз,al
789,schon::ADV,мадни гуьтӏуьз,reeds
790,schon::ADV,мадни гуьтӏуь я,al
791,schon::ADV,мадни гуьтӏуь я,reeds
792,vergebens::ADV,нагьакь,vergeefs
793,vergebens::ADV,нагьакь,tevergeefs
794,vergebens::ADV,нагьакьа,vergeefs
795,vergebens::ADV,нагьакьа,tevergeefs
796,vor::PRP,вилик,voor
797,hinter::PRP,кьулухъ,achter
798,unter::PRP,кӏаник,onder
799,unter::PRP,кӏаник,beneden
800,durch::PRP,арадай,door
801,durch::PRP,-кай хкатна,door
802,neben::PRP,патав,naast
803,neben::PRP,мукьув,naast
804,zwischen::PRP,ара,tussen
